"","other","neuron"
"Ccdc13",0.764174524009574,0.501867747667146
"Ccdc187",0.174120839493302,1.20408821936909
"Ccdc27",0.321164127113246,2.13630285475752
"Ccdc74a",2.23415335124466,4.36642512256326
"Cdc42ep1",2.71205626775996,2.50118441345273
"Cdc42ep2",4.0506151896138,3.55672550324718
"Cdk18",1.26201781963046,0.888055351401706
"Cdr2",2.28196927647016,2.22762374781358
"Cers2",5.76759256833087,5.78534383694165
"Cldn11",2.26431918799813,1.75159547932936
"Cldn14",0.4196174952029,0.00478138410513129
"Cmtm5",3.3795697007714,3.92565557793033
"Cnp",6.5316432212615,4.22832502002074
"Cntn2",1.27091290911218,6.75611825526054
"Cpm",1.09056741203748,2.17037465228351
"Cpox",4.22479695033113,3.96976491540444
"Cryab",3.37752774301475,5.88435121588389
"Csrp1",4.00008601652646,3.91504969121327
"Ctsk",1.65359580997695,2.41372242267212
"Cyp2j12",0.47116121768027,0
"D7Ertd443e",0.305310880084605,0.0154071455269108
"Dact3",2.60783729165511,6.065309068909
"Dapk2",0.426033850412177,0.0354939128111122
"Dbndd2",2.17482156193472,4.27194018483011
"Ddn",2.21303788341769,5.32219973341273
"Ddr1",2.64302733562009,5.1235057543233
"Defb20",0.234333711498509,0
"Dhcr24",2.70172106926895,5.27041572763732
"Dip2a",2.25879986002208,3.95810014151394
"Diras1",1.68619120314264,7.75041760377833
"Dnajb2",4.53276447842142,6.74389707756161
"Efhd1",1.10373979554774,2.07483453325221
"Efnb3",2.70693253148924,8.22468420694507
"Elovl7",1.31268923277573,0.342072743832543
"Eml1",0.91148626191337,1.39130947413472
"Eml2",2.26584984240105,5.86238215549961
"En2",0.578371794550172,0.0940249582426125
"Endod1",3.80201703187127,4.416898427686
"Enoph1",3.40495603502386,3.89433604636024
"Enpp2",2.30702068335838,2.17145159157758
"Epb41l3",0.918379824545526,3.26649877300897
"Ephb1",0.594326728830455,0.59410555109554
"Erbb3",1.97874414396485,0.328111867216228
"Ermn",1.46970765668607,0.407906904274717
"F630042J09Rik",0.562619614589923,2.07505000688278
"Fa2h",1.37857835905611,0.217665924236877
"Faah",1.00549010871408,2.64642028327602
"Fah",1.92053794956614,4.23706098640331
"Fam131b",1.8853980615613,6.04933594713879
"Fam222a",0.950054380027413,2.3447172924198
"Fcho1",2.44052034356073,5.56705274177818
"Fez1",2.15333236100053,5.32931794201833
"Fgf22",0.680633655002406,1.91828448849838
"Fhdc1",0.733634001122364,1.0032118583485
"Fkbp1a",6.35447180786318,6.9467147609365
"Frmd8",3.91900658794084,3.22652467281449
"Gal3st1",2.16004674524899,1.73325195495958
"Galnt6",1.61430460845517,0.171473300611143
"Gamt",5.66279561456488,4.0797512628516
"Gjb1",1.4631227060394,0.338413391320892
"Gjb4",0.188339988331835,0
"Gjc2",1.56524215917403,1.69179021620436
"Gm10222",1.78038306817394,2.75117896825599
"Gm10359",0.463698181562724,1.03794099375995
"Gm10687",1.58400753574278,0.666594891096889
"Gm11451",3.20654167565537,6.4402582673352
"Gm11453",0.0917286251969509,0
"Gm11902",0.0748471230324669,1.58382983087743
"Gm11954",0.983201589917847,0.549104410447135
"Gm12193",0.282986879030291,0.518015858365315
"Gm12198",0.216449602920919,0.445616675375637
"Gm12326",0.911160413088272,0.601576797384375
"Gm12390",0.244256345313263,0.324232472115125
"Gm12525",0.542503349731184,2.07699299020951
"Gm12922",0.265132882284952,0.398823041081874
"Gm13337",1.30886157281589,0.445354668505987
"Gm14285",0.269980928517914,0.478984416306652
"Gm14516",0.190456663390007,0
"Gm14719",3.43108228243169,7.75243906218927
"Gm14753",2.36996488805467,5.2642436077285
"Gm14808",0.332366984649834,0
"Gm15432",3.95837387867857,7.8230868040197
"Gm15912",3.02706801830184,3.360625290165
"Gm16401",0.409890934911995,0
"Gm17831",1.39808471926018,3.56116281224896
"Gm18101",2.91858704933791,6.94881694180066
"Gm19093",0.468040148062685,0.20223451611131
"Gm19439",0.471092820351202,0
"Gm1969",1.17945489594161,2.10392287459246
"Gm19963",0.109443652434461,0
"Gm21168",0.641053367158509,0.358401734894496
"Gm23078",0.149112980328618,0
"Gm23144",0.140253248715165,0
"Gm23814",0.181947643432265,0
"Gm23934",0.0524130876373871,0.758160364227655
"Gm2423",3.73344815486362,9.19353805282154
"Gm24803",0.209521778028218,0
"Gm25857",0.0950067248224864,0.67334890206604
"Gm26253",0.122578643130929,0
"Gm2719",2.30206981917664,5.41686662093506
"Gm33594",0.584858270887754,0
"Gm3571",4.10926029851819,9.09866228558251
"Gm36855",0.355929438968183,0.064491885874832
"Gm36961",1.17377090616466,0
"Gm37167",0.156828947861376,0.548085402255955
"Gm37177",0.190834475544244,0
"Gm37459",0.661880222474934,2.06783556341518
"Gm37774",0.0986629899631346,0
"Gm42495",0.151024815575973,0.173418860289268
"Gm42500",0.396428407695386,0
"Gm42528",1.20599690714867,5.61684565519507
"Gm43494",0.433248016501656,0
"Gm43836",0.272771882172626,0.303236441685799
"Gm44267",0.476820331518477,0.844560070568345
"Gm45405",0.228703124018174,0
"Gm45869",0.307396273588945,0.38116873713735
"Gm47063",0.421353564569274,0
"Gm47972",0.207100490792297,0.275524906584563
"Gm48022",0.139237469351973,0.172695739086369
"Gm48395",0.211227773303926,0.0269249571409581
"Gm4974",0.58172709702536,0
"Gm5067",0.913071336633617,0.828640159126017
"Gm5160",0.420797793878318,1.62283656650118
"Gm5182",2.62910857666264,6.19207113290818
"Gm5479",0.231695716421356,1.62899052272562
"Gm5637",3.79082367062523,3.80779421536777
"Gm5873",3.30348494229565,7.35097217375269
"Gm5881",4.24595510335079,11.106894603912
"Gm6089",0.391913951237433,0.421822830711649
"Gm6423",0.85380381960884,1.97656582607791
"Gm6458",0.950861535563685,1.72815946728611
"Gm6829",4.0849285446569,8.46231510192107
"Gm6977",3.98310224294742,7.0999729291407
"Gm7049",1.82963258423587,4.08290912326779
"Gm7329",2.06068279844557,4.96328158349854
"Gm7361",0.325221785439647,0.490734239646293
"Gm7384",0.150725302379576,0.404198083459455
"Gm8388",2.55967943053495,3.89795655716746
"Gm8508",3.18506539992612,7.04667855119265
"Gm9347",2.44818978578843,3.10368635446877
"Gm9791",3.67862299040821,8.11833484383981
"Gnai1",1.10584074906328,3.4308067642229
"Gng13",0.760436146339833,1.19613436719337
"Gng8",1.12475560285288,1.6916693494937
"Gpd1",2.11096400252516,2.80344138847621
"Gpr15",1.81748021247564,1.08961245345428
"Gpr37",1.55586691776626,1.68252119052082
"Gpr62",2.03784832954971,3.63830269242568
"Gprc5b",2.85706882325531,4.57618494886119
"Grb14",0.951400578514543,1.70613313573357
"Grhpr",3.52110271593878,3.19535166722202
"Gsn",3.56507634850136,1.296095961747
"Gstm7",2.74790764046155,3.35447851735671
"Hapln2",1.13528281747252,0.838837289626781
"Hcn2",1.91436462643785,5.21110135683285
"Hdac11",1.99742516716254,6.34621470514536
"Hhatl",0.873122382374299,1.02334837810871
"Hhip",0.772295997172943,2.11910820633442
"Hist1h2al",2.26736309563591,4.10010172954312
"Hist1h2an",0.545503744106747,0
"Hist1h4h",3.87048450179999,2.54035058201096
"Hist1h4k",0.973327667846421,2.68527261022994
"Hist3h2ba",3.76635847478325,8.50883631080886
"Hoxd1",0.165124362408032,0
"Hs3st1",0.508780857824394,1.97150508923363
"Igsf8",3.83482553388657,4.23559935481549
"Il12rb1",0.660369353823674,0.373287775610005
"Il23a",2.08669203153763,0.485155161609511
"Inf2",2.5603041091843,3.33430994385577
"Insc",0.460450884498245,0.0926683984734765
"Insm1",0.9734131465448,5.68163097099026
"Itgb4",1.04685025018269,0.28488646783458
"Josd2",6.2269426225521,5.00389758208972
"Kcna1",1.46434855942734,2.8653410362601
"Kctd13",1.95789159367052,4.05256890882094
"Kif1a",2.25160714284354,7.06160630223387
"Kif5a",2.7915070243014,7.40343094221723
"Klk6",0.653910470963475,0
"Kndc1",1.33898950754288,2.97931760420347
"Larp6",0.918355751752641,3.22928004688994
"Ldb3",0.38228977616744,0.605145959032969
"Lgals2",0.634847208818549,0.173367669887935
"Lgi3",2.46570939802713,3.57466219545942
"Llgl1",4.22291412030797,5.286118148951
"Lpar1",1.14501553811941,0.224523692664813
"Ly6g6d",0.595155902016942,0.0213639176565123
"Lzts2",2.63532782685743,4.50817749112997
"Mafa",1.0680938974576,1.86600872855088
"Mag",3.31239000977788,1.29284574797577
"Mal",2.36336684175114,0.0820029734436353
"Map1a",2.56989330504679,7.44540337328299
"Map4",3.49096753489454,5.30930796267351
"Map6d1",2.24132682174568,2.85808145390846
"Map7",0.753168313258671,1.17176494773358
"Mapk8ip1",2.65335533732476,7.21169760717159
"Mbp",4.45264110055367,2.32998991917936
"Micall1",1.92756976388898,3.4447925537327
"Mobp",2.08677739781951,0.056667897757909
"Mog",2.01420964746512,3.32212614367248
"Myh14",1.11248697344722,0.939436288056771
"Myo1d",0.898885262427596,0.440262634754268
"Myrf",1.74586233251592,0.939489815672213
"Nacad",2.32286673251299,6.96489824453882
"Ndrg1",1.58454981843581,2.11969594583195
"Nipal4",1.27468915894586,0.552468102833062
"Nkain1",1.18910316701944,3.7151310247665
"Nkain2",0.300224505228773,0.915427573757023
"Nkd1",1.36772689602456,0.886214344284568
"Nkx2-9",0.181619909212721,0.137506558509138
"Nkx6-2",1.69664469965078,0.246065157856752
"Nmral1",3.87590735051189,4.05480432134426
"Nol3",1.25959978203871,3.6000394531122
"Npb",1.26027456975758,5.35988353400384
"Npbwr1",0.394038096845299,1.84760903302459
"Nrsn1",1.70141193084655,5.071424820587
"Nrtn",0.638925947516686,1.61649983775534
"Opalin",1.17539189226884,0
"P3h4",2.56203664590522,4.44397980194162
"Pacs2",3.69851856236079,5.07065721977776
"Pcbp4",2.86818017258605,7.36510929964763
"Pde8a",1.47538376107953,1.19567543551614
"Pdlim2",4.37723654080551,1.89187902028901
"Pea15a",6.82730103781627,8.5450609716124
"Pex5l",0.280468511892732,0.871220439451991
"Phlda3",3.73180828188835,5.21749747435359
"Phldb1",2.73357214044009,5.05633570879415
"Pigz",1.76488840455036,1.62966841919783
"Pink1",5.80408036715044,7.266008545298
"Plekhb1",3.40685677462403,3.30774090797892
"Plekhh1",1.25809373918986,1.24443478000964
"Pllp",1.60736065541289,1.2076976440356
"Plp1",3.93705383021548,3.70537233812615
"Plpp2",3.51108757462854,2.36370500168993
"Pou3f1",2.07910039972492,3.73678360218745
"Ppfia3",1.58783653930812,5.42522462200693
"Ppp1r14a",1.64668204845746,0.503325230625411
"Ppp1r16b",1.72489220290657,2.08903666135591
"Ppp2r2c",1.24733375309588,6.18355719860865
"Prima1",0.574020891564866,0.978917114783817
"Prkcz",1.09507485378476,4.17678257833453
"Prkcz2",3.39817851107063,8.07413327609268
"Prob1",1.75509802102885,3.06086663249138
"Pvalb",0.329071378141295,0.010553522381967
"Qdpr",3.43696785782525,2.77612642652851
"Rab33a",1.78123395552864,3.82517740922495
"Rab37",0.563566982716219,0.043740753235524
"Rapgef4",0.846220870674111,1.41063813279255
"Rasal1",0.865457052974093,2.85952682626553
"Rhpn2",0.484933154467895,0.534538007649324
"Rph3a",0.885620194194906,4.26273878080884
"Rpl31-ps15",2.322317431726,0.861340480868839
"Rtkn",1.71257780440631,2.448060228988
"S100b",2.22752847906563,2.43478558035011
"S1pr5",3.96331567197509,1.07867252777805
"Sbf1",4.50391037537878,6.09155540282682
"Sccpdh",3.48193792483182,5.55370169123346
"Scd1",4.23436091864028,5.12436297783457
"Scd2",7.26053681043561,9.47285692328279
"Scd3",0.417228880396479,0.364697240976469
"Sec14l5",0.941348045156252,0.080064972190676
"Sept4",2.89129951062989,2.58702660351064
"Sftpc",0.42499947372576,0.086300682987187
"Sgk2",0.662785317646055,0.0845396978122236
"Sh3d2c-ps1",1.22008878274515,2.53539478933144
"Sh3gl3",0.987309858233728,2.71696014696044
"Sh3tc2",0.60626593898141,0.0555301845031362
"Shisa4",3.549204462128,6.44965403312965
"Shisa8",1.41561807960185,1.72931092951932
"Sirt2",5.46568290661595,5.88503792265308
"Slain1",1.39835922652285,3.66529118337243
"Slc17a7",1.79847448317878,5.34413504296466
"Slc25a1",7.29418354256641,8.29796638389788
"Slc34a3",0.369400255883353,2.98844328717433
"Slc48a1",5.35377942871076,5.54091200767258
"Slc4a2",3.14660261315879,3.01335435880431
"Slco3a1",0.760282901386101,1.09729851036748
"Smim1",2.64747463979762,3.63170101067635
"Smtnl2",0.68423879153449,1.02959974558978
"Snx33",2.94692954099076,1.51839287428673
"Sp7",0.628806083197009,0.610201103753732
"Srcin1",1.37484040300244,5.51665596970684
"Sspo",0.276434910937289,0.362127905798281
"Stmn4",1.94927424779029,7.80958048966581
"Sv2a",2.63916233836526,8.48999388677431
"Synpo",0.762333624895655,1.18142069511895
"Sytl2",0.782082930820984,0.571261464291668
"Tbc1d9b",4.52927312959569,4.58507037219059
"Tmcc2",2.46708348410926,4.84728134886702
"Tmeff2",0.817536363649292,1.26312482322455
"Tmem125",1.51164846723642,0.0505445710493165
"Tmem151a",1.86600598027628,6.3389509959768
"Tmem28",0.54596474093015,3.16946029584331
"Tmem88b",2.53974822427898,2.40504697487002
"Tmem98",2.54146066603586,1.88488357482891
"Tmod1",0.915915040374539,0.353834508324512
"Tnni1",0.440375155625785,0.0863565045857708
"Tpd52-ps",3.09293095831621,5.47161808975984
"Tppp",3.34714556497671,5.04657532503074
"Tprn",3.99577689742924,4.76006626959353
"Trak2",3.23658773353239,4.17249535714634
"Trp53inp2",5.45307339915486,7.96204972988683
"Tspan15",1.5967560043971,1.13897393232767
"Tspan17",3.67208615999567,4.93601811481287
"Tspan2",2.37158364414478,3.27418932153106
"Ttll7",1.03868825880572,3.21350647424439
"Ttyh2",2.30760260039657,1.49306252540659
"Tubb4a",3.70133059136856,8.67779070112713
"Tyro3",2.19311373040659,4.4073070105789
"Ugt8a",1.67225569179366,1.10433926065651
"Unc5b",1.29568775345923,4.75269953955787
"Usp30",1.9898106242826,3.20040152760942
"Usp54",1.17740180930725,1.51446137876284
"Wnt3",0.498408090031844,0.690514151136034
"Wscd1",2.62379742531226,3.47509348990959
"Zdhhc9",4.2753648738859,4.40242636272188
"Zfp651",2.94788126759874,5.95655472701335
