"","No_data","5_months"
"1700003N22Rik",3.51486138134522,0
"1700026J14Rik",0.19835373135994,0
"2210011C24Rik",1.9083185922577,0
"2700046A07Rik",1.3326936821962,0.0905382643096449
"2810468N07Rik",4.49345486383424,0.562829714577473
"A930003A15Rik",0.472090901386789,0
"AA986860",1.45558219837103,0.171457955198236
"AC110091.1",1.04503034516121,0.00293749786791089
"AC114543.1",0.180433401496496,0.0278776708798329
"AC116487.3",0.723465711679503,0
"AC122356.1",0.963286473623972,0.0967126969400865
"AC122356.2",0.30415072276081,0.0375288623065525
"AC139054.1",0.284323300034516,0
"AC140244.1",2.45810923339165,0
"AC142114.1",5.05590443377167,0
"AC161383.1",0.143036442379153,0
"AC161763.1",1.52854709310172,3.5480745343933
"AC225888.1",2.40363332866353,0
"Aacs",4.04355126955506,1.53393379709331
"Aatk",4.06476230179221,1.04901411020128
"Abca2",5.58937673451379,2.69234309476058
"Acot7",2.72820631443206,0.778485199511868
"Acss2",2.34963360681322,0.838791464973462
"Acy3",2.28762249996225,2.89887750940033
"Adamts2",0.3568076391919,0.0380203263687347
"Adamts4",2.76446744004383,0.0174530157800361
"Adamtsl4",2.10663098742397,1.29294695664325
"Adcy5",1.38935956104594,0.0527415553801953
"Adi1",5.1291233636459,4.33196627972654
"Ado",6.33382446840263,5.57158253936117
"Agpat4",2.56482777641797,1.08989383723201
"Aldh3b2",0.65331775292039,0
"Ankub1",0.420866261563977,0.0564882915398112
"Anln",1.70583049171634,1.624338568414
"Apbb1",4.29116095443445,1.80944483180656
"Aplp1",5.79333996369446,0.203633773801985
"Apod",3.11292753644377,0.661189566369959
"Arhgap23",2.80521676337515,0.991577230431383
"Arhgef10",2.00527827935277,0.140969563443881
"Arl2",5.13143714624307,4.13059502091585
"Arsg",1.92202641977894,1.69164473026111
"Aspa",1.51461964060278,2.8805009236754
"Atp5l-ps1",0.678517739988603,0
"B230206L02Rik",0.4044702218156,0.240130447611404
"B3galt5",1.54482962084156,0.232066342875081
"B3gnt9",2.52411269004215,0.129757747801846
