"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.365894676155295,0.543566008833453,0.46315324580069,NA,2.72670774847938e-13,0,0
"peritoneum",0.365894676155295,1,0.723819842841307,0.726690844820505,2.72670774847938e-13,NA,0,0
"brain",0.543566008833453,0.723819842841307,1,0.728794293897007,0,0,NA,0
"blood",0.46315324580069,0.726690844820505,0.728794293897007,1,0,0,0,NA
