"","other","neuron"
"0610009B22Rik",5.06955716599297,5.05298188550449
"0610009E02Rik",0.520342883363159,1.44798660934819
"0610009L18Rik",3.42297091642325,3.56278964900846
"0610009O20Rik",4.12138827869517,5.41688388417923
"0610010F05Rik",1.82324539762748,3.85015115627614
"0610012G03Rik",7.67238382782057,7.57407727847891
"0610025J13Rik",0.258689685710774,0.138450726785866
"0610030E20Rik",4.43475503302856,5.12788122254561
"0610037L13Rik",4.63856958410044,5.31755573880458
"0610039K10Rik",0.878401410405473,0.252053608872346
"0610040B10Rik",1.82984133482255,2.27071447598207
"0610040J01Rik",2.43863610968997,0.667919628468858
"0610043K17Rik",0.230250018157854,0.372603631823253
"1010001B22Rik",1.30207960927993,0.813280388436817
"1010001N08Rik",0.287922324311221,0
"1110002E22Rik",0.136214089893852,1.1496351508844
"1110002J07Rik",0.731122567786168,3.02749025660908
"1110002L01Rik",1.29506387480254,2.34564695321476
"1110004E09Rik",2.91979803831845,4.54073043800984
"1110004F10Rik",3.27394391642369,4.32138388236269
"1110006O24Rik",2.57073877274658,2.59366836571398
"1110008E08Rik",0.062360235412454,0.83480855606699
"1110008F13Rik",3.3865700727319,4.62345667332231
"1110008L16Rik",1.0402669024105,1.14333924174702
"1110008P14Rik",1.51770858669274,3.63617668365478
"1110012L19Rik",4.81046976001121,4.91158990003987
"1110015O18Rik",0.644749156755029,1.79353013294703
"1110017D15Rik",0.662272918715112,3.82328399334816
"1110018N20Rik",0.32078867731467,1.50510415563272
"1110019B22Rik",0.30345775214342,0
"1110019D14Rik",0.464202024731747,0.202831701161521
"1110020A21Rik",0.763371975916209,1.24018244802652
"1110025M09Rik",3.41825139839255,3.3278810737399
"1110032A03Rik",3.469195150456,3.22283483173588
"1110032F04Rik",1.07916540443926,3.25720198022745
"1110034G24Rik",1.74736332928511,1.27034863550685
"1110035H17Rik",1.74890016921479,1.56773092645968
"1110038B12Rik",5.65236700638476,7.70773308502976
"1110038F14Rik",5.87127564732322,5.47585624277804
"1110051M20Rik",1.1925437745952,2.43603616550146
"1110059E24Rik",2.03627515612372,1.50198799793284
"1110059G10Rik",4.12464643290192,4.40355525359043
"1110060G06Rik",0.160114861238031,0.688109164389385
"1110065P20Rik",2.83550106376221,5.38575024657067
"1190001M18Rik",0.728163573282352,0
"1190002N15Rik",3.01819535288288,5.69085245204076
"1190007I07Rik",2.47905955745893,2.13286829325431
"1200007C13Rik",0.401568083225306,0.0267917806628151
"1300002E11Rik",1.84903015774657,2.74199580939605
"1300014J16Rik",1.29568090185856,1.39181584120822
"1300017J02Rik",0.285023803516556,0.11779936358916
"1500002C15Rik",0.808801739997181,1.89130975548084
"1500004A13Rik",0.924188361209618,1.01512945240934
"1500009C09Rik",1.96887292194498,5.55233384172381
"1500009L16Rik",0.466751558942883,3.80066215805538
"1500011B03Rik",3.51333776132865,5.84532152629271
"1500011K16Rik",6.4234249024823,6.07888309997995
"1500015A07Rik",2.06553131504655,4.26121262404361
"1500015O10Rik",0.549313496853297,1.19647483333818
"1500026H17Rik",0.67752190057701,1.35469395849747
"1600002K03Rik",5.00441444545653,3.37611771643046
"1600010M07Rik",0.52041965136825,0.13130320510844
"1600012H06Rik",3.36255812613699,3.53731442323711
"1600014C10Rik",1.78775041140295,1.76507150076533
"1600014C23Rik",0.378063032477812,0.13328276216865
"1600017P15Rik",0.746539400759708,0.301087824780125
"1600020E01Rik",1.61174308739845,1.99416646434558
"1600023N17Rik",0.510169325874884,2.46224947054447
"1600027J07Rik",0.206857432945189,0
"1600029O15Rik",0.295873402123997,3.34157000049332
"1700001C19Rik",0.496502617128412,0
"1700001G11Rik",0.915652506554667,1.74653494251897
"1700001G17Rik",0.848569036950384,2.53562532107639
"1700001J03Rik",0.387494586731384,0.21517705208092
"1700001K19Rik",0.80529798357067,1.14587668430772
"1700001L05Rik",0.697434763457538,2.21685133214524
"1700001L19Rik",0.225095211287334,1.87918333335621
"1700001N15Rik",0.180529143425401,0
"1700001O22Rik",0.747508260711575,1.54374103882674
"1700001P01Rik",1.01677622783572,0.892519133967442
"1700003E16Rik",1.10518270664644,3.5626404645502
"1700003I16Rik",0.220047663580953,0
"1700003M07Rik",1.16518617508915,2.39458750614093
"1700003N22Rik",2.43171346840673,4.61948663710318
"1700007E05Rik",0.397145341647795,0.052674947901065
"1700007G11Rik",0.533632193715934,0.0239974803296363
"1700007K13Rik",0.575008376996337,1.18360584086527
"1700007L15Rik",3.04959504616706,1.42976467634868
"1700008H02Rik",0.736311090697129,0.279322676160563
"1700008J07Rik",2.30559479885934,2.91010078674582
"1700008K24Rik",0.122472351584783,1.16670744840175
"1700008N11Rik",0.259582801924896,0
"1700008O03Rik",0.426153563219844,0.397065840523701
"1700009J07Rik",0.460782626935226,0.157150189868835
"1700010B13Rik",0.305660187574278,0.021775350950577
"1700010I14Rik",1.07951438854215,1.04387290838061
"1700010K24Rik",0.321477220777675,0.526163576534805
"1700011D18Rik",0.117593178259483,2.01405523409078
"1700011L03Rik",0.140954413007889,0
"1700011L22Rik",0.451818136904457,0.34767972771315
"1700012A03Rik",0.147227693326025,0
"1700012D14Rik",0.859072212261459,1.08696776584935
"1700013A02Rik",0.123790132151804,0.630672871880545
"1700013F07Rik",0.301749687745798,0.935982316563932
"1700015C15Rik",0.261352999147933,0
"1700015G11Rik",0.167257110038174,0
"1700015O11Rik",0.392981190012731,0
