"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.321253928333295,0.517312335032583,0.24207569044324,NA,0,0,0
"peritoneum",0.321253928333295,1,0.571663664228505,0.573444760194845,0,NA,0,0
"brain",0.517312335032583,0.571663664228505,1,0.591737082221725,0,0,NA,0
"blood",0.24207569044324,0.573444760194845,0.591737082221725,1,0,0,0,NA
