"","other","neuron","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"1700003N22Rik",2.43171346840673,4.61948663710318,5.33288829911707,0.166657137622248,3.51486138134522,0,5.33288829911707,0,0,0.533302840391194
"1700026J14Rik",0.145479616101873,0.145176419533115,0.311698720708477,0,0.19835373135994,0,0.311698720708477,0,0,0
"2210011C24Rik",1.45127996096875,0.673585061272224,2.3536713856807,0.564475601883722,1.9083185922577,0,2.3536713856807,0,0.862472496888256,0.943849429139653
"2700046A07Rik",1.04879145844846,0.338703143118283,2.02881877203155,0.102506519646985,1.3326936821962,0.0905382643096449,2.02881877203155,0.0724848875292,0.12502900022005,0.116009997615263
"2810468N07Rik",3.40339771663281,4.03175432762711,5.87942263450847,1.3154204898659,4.49345486383424,0.562829714577473,5.87942263450847,0.237336229387159,2.21889160066531,1.70565049164097
"A930003A15Rik",0.336963893152791,0.4755054111156,0.515646051006906,0.197934694775792,0.472090901386789,0,0.515646051006906,0,0.089789365141068,0.543601658141465
"AA986860",1.09944796296105,1.30496452141955,1.65758875569058,0.636764339130031,1.45558219837103,0.171457955198236,1.65758875569058,0.179215118142,0.450141750166556,1.37244599327914
"AC110091.1",0.819987805575079,0.0272545101938992,1.61590348161909,0.0244699271139241,1.04503034516121,0.00293749786791089,1.61590348161909,0.00391666382388118,0.0212622805957533,0.0523414895801465
"AC114543.1",0.141318267204244,0.117822359121372,0.283538202351636,0.0139388354399164,0.180433401496496,0.0278776708798329,0.283538202351636,0.0371702278397772,0,0
"AC116487.3",0.473314574688371,1.33171878283733,1.06432261752027,0.0634830632290831,0.723465711679503,0,1.06432261752027,0,0,0.203145802333066
"AC122356.1",0.783619209808839,0.0123330603002993,1.29080452118662,0.243421293664716,0.963286473623972,0.0967126969400865,1.29080452118662,0.128950262586782,0.074362317490592,0.54984550713236
"AC122356.2",0.24969809997108,0,0.33485261949199,0.143975632893898,0.30415072276081,0.0375288623065525,0.33485261949199,0,0.123915148569954,0.33680687669052
"AC139054.1",0.211933773945491,0.160483465142809,0.446793757197097,0,0.284323300034516,0,0.446793757197097,0,0,0
"AC140244.1",1.79272896237258,1.94099609409199,3.76906101529283,0.0819718075322831,2.45810923339165,0,3.76906101529283,0,0.262309784103306,0
"AC142114.1",3.43538774603439,7.51952032700692,7.49852510071109,0.390659133313843,5.05590443377167,0,7.49852510071109,0,0.204969464921896,1.0451397616824
"AC161383.1",0.112385776155049,0,0.0965524754853143,0.112191692221686,0.143036442379153,0,0.0965524754853143,0,0,0.359013415109394
"AC161763.1",2.06945075140866,2.03400564197088,1.54696859425908,2.52219200023482,1.52854709310172,3.5480745343933,1.54696859425908,3.52121112074006,3.242182527359,0.603378528504332
"AC225888.1",1.60582133418796,3.9584679366674,3.57345216014683,0.178225186783879,2.40363332866353,0,3.57345216014683,0,0,0.570320597708412
"Aacs",3.29236267327472,4.52172172763285,4.32649681189924,2.54116518377303,4.04355126955506,1.53393379709331,4.32649681189924,1.73966410885822,2.03794870831262,4.00618294913119
"Aatk",3.11998470902449,5.22865583417653,4.82954542205941,1.88770297576294,4.06476230179221,1.04901411020128,4.82954542205941,1.19592729449122,1.68266907270578,2.92286769634617
"Abca2",4.67675698109394,6.77791872337886,6.6408795391829,3.22079496055171,5.58937673451379,2.69234309476058,6.6408795391829,3.00740538727002,2.87082522708088,3.82683218196058
"Acot7",2.02658154813664,4.75206858288725,3.21280834238758,1.32931898251089,2.72820631443206,0.778485199511868,3.21280834238758,0.916427021933745,0.699346389267921,2.45476192844642
"Acss2",1.91867207742533,2.33972645088469,2.72408904931499,1.2665640237043,2.34963360681322,0.838791464973462,2.72408904931499,1.02713154040146,0.563387146131867,2.25705988124013
