"","No_data","5_months"
"1110002E22Rik",0.26808186531898,0.0269329727223881
"1110008E08Rik",0.155259259258304,0
"1110017D15Rik",1.08616931859484,0.286810587704134
"1500009L16Rik",0.787116195175124,0.419226459082347
"1500015O10Rik",0.714789910389837,0.256043693749031
"1600029O15Rik",0.586022677886152,0.259387043370402
"1700001K19Rik",0.971163447427731,0.434312633148013
"1700001L05Rik",1.06048686529405,0.0788956255790681
"1700001L19Rik",0.418345586253657,0.107178710647163
"1700008K24Rik",0.261938215508065,0
"1700011D18Rik",0.205749720146792,0.349278202027209
"1700013A02Rik",0.2148849747278,0
"1700013F07Rik",0.42181319570289,0.130133198068329
"1700016C15Rik",0.590051554498601,0.0350194309407624
"1700016P03Rik",2.46141297895657,0.160108722467425
"1700022I11Rik",0.474179116830282,0.0538492691241172
"1700023F06Rik",0.710827162433465,0.173988753302736
"1700029P11Rik",0.146576013672967,0
"1700030C12Rik",0.292923179988494,0
"1700039M10Rik",0.736149890790714,0
"1700066J03Rik",0.384470505077021,0.0871870404463457
"1700093K21Rik",0.514353124511209,0.14822014215297
"1700097M23Rik",0.187956476564164,0.135579110982686
"2210008F06Rik",1.288487663906,0
"2410137M14Rik",0.222101063247824,0
"2610002M06Rik",2.06240522294858,2.13583036219927
"2610035F20Rik",1.19463873148913,0.131709617258543
"2900055J20Rik",1.33303731848862,0.615828401477701
"2900076G11Rik",0.767176732231228,0
"3300002P13Rik",1.41916623491924,0
"3732407C23Rik",0.290254086173618,0
"4732496C06Rik",2.22112826002541,2.3330224353862
"4833422C13Rik",1.14923681873713,0.220518931537589
"4921522P10Rik",0.407272645244055,0.148286582278767
"4930439D14Rik",1.13566964310378,0
"4930471C04Rik",0.241851274243203,0
"4930474N09Rik",0.565395462886412,0
"4930539E08Rik",0.556192120181665,0.117364518919043
"4930572O13Rik",0.348347520678061,0
"4930578M01Rik",1.26686132174308,0.768586453891789
"4931428F04Rik",2.73793546014636,0.0684400040324224
"4931440P22Rik",1.0899343825117,0.667168746317898
"4933406C10Rik",0.356801349621097,0.0424152382712289
"5330411O13Rik",0.540873643444664,0
"5330417C22Rik",0.658198245029278,0.103526950605159
"5330429C05Rik",0.0976093794152899,0.205708946411525
"5330434G04Rik",0.733284653281871,0.0683274467245325
"5330439K02Rik",1.16951320384873,0.0780188995316185
"6330403K07Rik",5.12687154286806,0.302036854508277
"6330403L08Rik",2.38822504332236,2.40175453583933
