"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.400243833001956,0.556694772209583,0.355621029450719,NA,0,0,0
"peritoneum",0.400243833001956,1,0.688301200688056,0.710225654453073,0,NA,0,0
"brain",0.556694772209583,0.688301200688056,1,0.705757418606382,0,0,NA,0
"blood",0.355621029450719,0.710225654453073,0.705757418606382,1,0,0,0,NA
