"","other","neuron","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"1110017D15Rik",0.662272918715112,3.82328399334816,1.32681255161502,0.475927124256824,1.08616931859484,0.286810587704134,1.32681255161502,0.165342760318376,0.680643298505142,0.643912186734643
"1190002N15Rik",3.01819535288288,5.69085245204076,3.53689290013101,2.89841713643549,3.48917701304163,2.39116006223579,3.53689290013101,2.44332745176893,3.41929922117643,2.92364267329444
"1500009L16Rik",0.466751558942883,3.80066215805538,1.08726182141179,0.340543904171656,0.787116195175124,0.419226459082347,1.08726182141179,0.50614045636679,0.150590609793432,0.331781335915718
"1600029O15Rik",0.295873402123997,3.34157000049332,0.534256708564483,0.468000083784737,0.586022677886152,0.259387043370402,0.534256708564483,0.197401003564568,0.280630661593888,0.980088402239788
"1700016P03Rik",1.45767783873556,7.3084879160942,3.5290424113965,0.37658509732706,2.46141297895657,0.160108722467425,3.5290424113965,0,0.984030119371834,0.221042192074758
"1700020I14Rik",5.42416229810616,8.08157882747,5.88125635830816,5.35638206159989,6.03286480823541,4.41458452759167,5.88125635830816,4.80179591233051,4.80966819784042,6.5685993044826
"1700086L19Rik",1.35463413741449,5.4716545881576,3.34632349765851,0.126533503543855,2.20015215391247,0.0587147047308121,3.34632349765851,0.0455699238185478,0.0751898549894669,0.275033447768611
"2210008F06Rik",0.720876108881707,4.08109877862207,1.73035191824667,0.257612609404907,1.288487663906,0,1.73035191824667,0,0.348905137637203,0.475455212458498
"2310026L22Rik",1.54667333169381,4.37369829263289,2.28223130724841,1.25643822320092,2.19036990219317,0.483264003055365,2.28223130724841,0,1.3914984734881,2.62910384075486
"2610035F20Rik",0.623994004034483,4.9319484589319,1.85457512672702,0.0857298285406878,1.19463873148913,0.131709617258543,1.85457512672702,0.0579139242389388,0.141238678526942,0.0636000637165318
"2700033N17Rik",1.07671990205049,4.51565570497402,2.20403674104199,0.52018464329837,1.40256883520854,1.04036928659674,2.20403674104199,1.38715904879565,0,0
"2900011O08Rik",0.935826548478444,4.03500764054831,2.01427737151676,0.379579714828651,1.45581744652383,0.280646851871085,2.01427737151676,0.342229605969524,0.221534256300681,0.582445303987575
"2900055J20Rik",0.882046676743014,4.77807063488343,1.81797999383348,0.550108019056412,1.33303731848862,0.615828401477701,1.81797999383348,0.607018328234687,0.750893988930288,0.281029678168608
"3300002P13Rik",0.779959961226165,4.69138912694537,2.21214363779572,0.015727889942704,1.41916623491924,0,2.21214363779572,0,0.0503292478166528,0
"4732496C06Rik",2.08287704260916,4.60422200529608,1.58633408702164,2.8325202490841,2.22112826002541,2.3330224353862,1.58633408702164,2.71540266585772,1.96217024551334,3.84341135252651
"4833422C13Rik",0.703260643189649,3.67803172760368,1.50659004666263,0.372193800702547,1.14923681873713,0.220518931537589,1.50659004666263,0.225266539896703,0.418091282148854,0.502609032223255
"4930429H19Rik",0.4582625252553,3.72660467576957,1.3504377456589,0.086151976216431,0.909218603977983,0.0352188463964896,1.3504377456589,0,0.0563501542343834,0.219336169658196
"4930439D14Rik",0.597455405393952,4.12799039862627,0.716291327565103,0.934790847648236,1.13566964310378,0,0.716291327565103,0,1.45548406815108,1.53584664432327
"4930516B21Rik",1.79731017683597,5.04350896700574,2.82721503308742,1.30191827638717,2.50953194287433,0.650250017772919,2.82721503308742,0.685865318577946,2.15707780836391,1.18602229378149
"4930539E08Rik",0.280350102409442,2.6626699639423,0.535953922377326,0.35448674262915,0.556192120181665,0.117364518919043,0.535953922377326,0.0916237001584922,0.526418109569665,0.497991026653426
"4930572O13Rik",0.0844655544305831,2.64930496543051,0.395600731231587,0.132827201104696,0.348347520678061,0,0.395600731231587,0,0,0.425047043535026
"4931428F04Rik",1.7322355905749,6.13975180969111,3.63696622478922,0.616535813026892,2.73793546014636,0.0684400040324224,3.63696622478922,0.0912533387098965,1.01339981106337,0.850010784170814
"5330417C22Rik",0.170282900722638,5.27032788762576,0.861105552206038,0.203318704037554,0.658198245029278,0.103526950605159,0.861105552206038,0.126916890011549,0.0873701378691275,0.410949447037185
"5330434G04Rik",0.338286167533893,3.60343462752421,1.05178057562642,0.12212211795172,0.733284653281871,0.0683274467245325,1.05178057562642,0.06435580082811,0.0528663789850071,0.260697437466765
"6030419C18Rik",1.47620288735626,5.67019567877091,3.65617410176261,0.0929771736775393,2.38496198054746,0.0256135789341381,3.65617410176261,0,0.217448146613382,0.0800788091547434
"6330403K07Rik",3.34428302309072,10.7837720663116,7.07585207745246,1.00909623092682,5.12687154286806,0.302036854508277,7.07585207745246,0,2.42183082186168,0.807277117104134
"6330403L08Rik",2.17975657546252,5.36090156342796,2.92685959778329,1.92368455442753,2.38822504332236,2.40175453583933,2.92685959778329,2.55309318962766,1.95358689782417,1.13849184879074
"9330121K16Rik",0.551675372040963,3.65626393846861,1.28969204744704,0.293984351864097,0.94777106641636,0.238559354115531,1.28969204744704,0.127632737801829,0.462625802082222,0.324964838520696
"9330132A10Rik",1.38469906575272,5.5478650271016,3.13218793658067,0.376042048946881,2.24657386644784,0.0553348541783618,3.13218793658067,0.073779805571149,0.587711029960039,0.527087759984601
"9330159F19Rik",1.23650755548729,5.56936306386662,3.07484463196027,0.169569552120854,2.05533889740763,0.0679352423011852,3.07484463196027,0.090580323068247,0.162984122181955,0.270942056922882
"9330161L09Rik",1.70807738281103,3.8575266560887,1.79724028857089,1.89874099943086,1.71088946019994,2.23770648831094,1.79724028857089,2.57276221271957,1.19514402437609,1.79351251853916
"A230057D06Rik",0.424906117370061,3.50762818534905,1.11374875889997,0.207509064528761,0.815907975867825,0.12033152349596,1.11374875889997,0.0969321138561131,0.15143317499478,0.39627729486992
"A330076H08Rik",0.639885653636896,4.56123446255434,1.71367928792135,0.190484824752676,1.1849635045246,0.12125876592508,1.71367928792135,0.134465263372339,0.111539422735998,0.336653700425756
"A730017C20Rik",1.45535235185982,5.50555988965547,3.0385587868651,0.576322663454661,2.16182407232223,0.525107005037117,3.0385587868651,0.568601911817721,0.261957971787646,0.899952257086006
"A730020E08Rik",0.51860586748976,3.30489848949443,1.1530577321086,0.311747063698856,0.892525810705945,0.186899179146419,1.1530577321086,0.168201218289325,0.288731292272785,0.507017849616366
"A830082N09Rik",1.07553726025487,5.08293085516316,2.39561352156025,0.421394730976198,1.77686396619479,0.148737217647163,2.39561352156025,0.168413170005089,0.434482336586144,0.711884998531581
"AC113305.1",1.20874989636992,4.9053090636966,2.87818371028099,0.210065205113562,1.98434614662504,0,2.87818371028099,0,0,0.6722086563634
"AC117202.2",0.131935291300911,3.31314992748494,0.520929335926876,0.189217331776196,0.469113091427064,0,0.520929335926876,0,0,0.605495461683828
"AC122291.1",1.00210783288506,3.55773152215126,1.05083922768186,1.27892082359613,1.42669388835282,0.47340210266527,1.05083922768186,0.519159500992191,1.6656670303741,1.8038882039429
"AC125351.1",1.87798493085439,7.30362226003674,3.26850631429932,1.33948338648788,2.57155251008589,1.32708342026335,3.26850631429932,1.48220843231564,1.56503236206246,0.942664355919975
"AC153912.1",0.756135712649996,4.25859217493593,2.02147066659708,0.0867746857320412,1.34027377654224,0.025370152517812,2.02147066659708,0.0166137388572283,0.0734534953236392,0.184289012390219
"AC154766.1",0.716796550522331,3.96779419007576,1.61725886251784,0.335266732470437,1.27299508158076,0,1.61725886251784,0,0,1.0728535439054
"AC157931.1",0.155652047792826,5.41005104249296,1.04146657483809,0.0373642109657347,0.689925428326592,0,1.04146657483809,0,0.0211207369100354,0.0984447381803156
"AC162863.1",0.36722783743652,5.08218335132641,1.39257906571231,0.0594149519314425,0.929397552312518,0,1.39257906571231,0,0,0.190127846180616
"AI593442",1.61769753224298,7.01096381816263,3.12718849955143,0.971051221588049,2.39959511660154,0.815795746736871,3.12718849955143,0.814543109793401,0.887871011206892,1.24204116612278
"AI606473",0.0371157065934732,3.48123927422064,0.503975354188121,0.0591289609015523,0.363714469684479,0,0.503975354188121,0,0.0271946980738378,0.16201797681113
"AI854703",1.17004674794282,4.73235554675743,2.5488334040315,0.408897023717052,1.87020647583738,0.135184695936429,2.5488334040315,0.0937178292269018,0.764484856590809,0.431524224231476
"AU022754",0.401157039339493,3.27568204890087,1.14504669059841,0.109569220683112,0.808352781786707,0,1.14504669059841,0,0.112785076571096,0.237836429614862
"AW551984",0.494008805381756,5.46211347691998,1.39597086147,0.325805090246822,1.08105863770634,0.121647934373713,1.39597086147,0.124966947164618,0.13067507630701,0.761940875885278
"Abca5",0.805157219873603,3.91410068961528,1.86111262601233,0.269814173219929,1.32461588425757,0.153881760253114,1.86111262601233,0.164691836133668,0.191777046276182,0.473998104667188
"Abcc8",0.0861202874315804,2.71026652357642,0.44343360744463,0.101489411938267,0.346827477694896,0.0252120732436729,0.44343360744463,0.0229901383288073,0.0372015205991478,0.259976431608739
"Abcg4",1.27782578123237,5.72385029180908,3.13992281125467,0.204243943784951,2.1412165627885,0.0150072595971851,3.13992281125467,0.0200096794629135,0.343367593086412,0.286201411669935
"Ablim1",0.864358480624866,4.07151846879974,1.47687743941711,0.729299390203513,1.37815525358685,0.253207352023115,1.47687743941711,0.275284686070795,0.736711050241055,1.26670537512523
"Ablim3",0.212032526132567,3.78004037053898,0.826664753492983,0.120230307743004,0.605218756091564,0.0227723548469294,0.826664753492983,0.0245333920283727,0.0882584899705499,0.267038424373017
"Ache",2.70611136768883,9.02234144946551,4.12145753811346,2.25721222878937,4.06201232996112,0.556441241884191,4.12145753811346,0.139811563846838,3.30713205321454,3.74817320229524
