"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 2.974  ","Min.   : 2.571  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 1.643  ","Min.   : 1.512  ","Min.   : 0.000  ","Min.   : 0.000  "
"","1st Qu.: 0.4947  ","1st Qu.: 0.466  ","1st Qu.: 0.1436  ","1st Qu.: 0.09187  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.00000  ","1st Qu.: 0.00000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.3029  ","1st Qu.: 0.464  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.2058  ","1st Qu.: 0.09833  ","1st Qu.: 0.1723  ","1st Qu.: 0.0000  ","1st Qu.: 0.1572  ","1st Qu.: 0.2682  ","1st Qu.: 0.2881  ","1st Qu.: 0.3708  ","1st Qu.: 5.568  ","1st Qu.: 5.476  ","1st Qu.: 1.270  ","1st Qu.: 1.186  ","1st Qu.: 5.150  ","1st Qu.: 4.540  ","1st Qu.: 1.866  ","1st Qu.: 1.784  "
"","Median : 2.1992  ","Median : 2.218  ","Median : 1.0668  ","Median : 0.95200  ","Median : 0.1765  ","Median : 0.1372  ","Median : 0.09318  ","Median : 0.08517  ","Median : 0.1455  ","Median : 0.1558  ","Median : 1.3560  ","Median : 1.632  ","Median : 0.1815  ","Median : 0.4134  ","Median : 0.8147  ","Median : 0.76575  ","Median : 0.9289  ","Median : 0.7417  ","Median : 0.7378  ","Median : 1.1731  ","Median : 0.7698  ","Median : 0.9786  ","Median : 6.850  ","Median : 6.890  ","Median : 3.115  ","Median : 3.001  ","Median : 6.596  ","Median : 6.337  ","Median : 3.598  ","Median : 3.885  "
"","Mean   : 2.8952  ","Mean   : 2.857  ","Mean   : 2.0084  ","Mean   : 1.97920  ","Mean   : 1.2680  ","Mean   : 1.2565  ","Mean   : 1.20452  ","Mean   : 1.22711  ","Mean   : 1.1621  ","Mean   : 1.2474  ","Mean   : 2.0800  ","Mean   : 2.226  ","Mean   : 0.9243  ","Mean   : 1.2030  ","Mean   : 1.7561  ","Mean   : 1.74051  ","Mean   : 1.9024  ","Mean   : 2.0148  ","Mean   : 1.9601  ","Mean   : 2.0728  ","Mean   : 1.7820  ","Mean   : 1.8421  ","Mean   : 7.159  ","Mean   : 7.077  ","Mean   : 3.387  ","Mean   : 3.339  ","Mean   : 6.797  ","Mean   : 6.474  ","Mean   : 3.778  ","Mean   : 3.983  "
"","3rd Qu.: 4.8182  ","3rd Qu.: 4.690  ","3rd Qu.: 3.1190  ","3rd Qu.: 3.17528  ","3rd Qu.: 1.8439  ","3rd Qu.: 1.8429  ","3rd Qu.: 1.63705  ","3rd Qu.: 1.80214  ","3rd Qu.: 1.6649  ","3rd Qu.: 1.7954  ","3rd Qu.: 3.2062  ","3rd Qu.: 3.500  ","3rd Qu.: 1.1781  ","3rd Qu.: 1.6710  ","3rd Qu.: 2.8101  ","3rd Qu.: 2.57086  ","3rd Qu.: 3.1698  ","3rd Qu.: 3.6048  ","3rd Qu.: 3.1839  ","3rd Qu.: 3.2634  ","3rd Qu.: 2.6984  ","3rd Qu.: 2.5893  ","3rd Qu.: 8.584  ","3rd Qu.: 8.449  ","3rd Qu.: 5.159  ","3rd Qu.: 5.066  ","3rd Qu.: 8.495  ","3rd Qu.: 8.241  ","3rd Qu.: 5.655  ","3rd Qu.: 5.967  "
"","Max.   :12.0893  ","Max.   :12.382  ","Max.   :13.0398  ","Max.   :12.99646  ","Max.   :10.9471  ","Max.   :11.0536  ","Max.   :11.30276  ","Max.   :11.30732  ","Max.   :11.0850  ","Max.   :11.3601  ","Max.   :13.3736  ","Max.   :12.912  ","Max.   :12.8912  ","Max.   :11.1380  ","Max.   :13.1509  ","Max.   :13.20229  ","Max.   :13.3841  ","Max.   :13.4947  ","Max.   :12.8373  ","Max.   :12.8980  ","Max.   :15.4587  ","Max.   :15.2923  ","Max.   :14.648  ","Max.   :14.374  ","Max.   :12.998  ","Max.   :12.616  ","Max.   :14.821  ","Max.   :12.997  ","Max.   :13.332  ","Max.   :13.989  "
