"","GSE67333","GSE68719","GSE53697","GSE64810","GSE100297"
"AB015752.1",0.703642331466015,0.0279508529000086,0.365682721742479,0.0421658124208123,0.0823447660474861
"ABAT",3.65428096424415,1.25780850344177,2.02580680281909,1.57656430166505,2.05057357916943
"ABCA1",3.22813029968546,0.71567972151117,1.91673902798805,0.780470615550232,1.87104713470069
"ABCA10",2.4204873123387,0.41877115456724,2.3166282150881,0.635174019055653,0.822815102365837
"ABCA17P",2.2066594022336,0.560017501847596,1.02172078946189,0.617124471040821,0.828937703719515
"ABCA2",8.30849335989387,7.20012666525189,6.350865244556,7.0323517741911,7.69138397034909
"ABCA3",4.88982055774561,3.33429595562093,2.94892416683408,3.56820464088133,3.4888504453943
"ABCA5",3.73610303638027,1.56362628876552,3.33787557603721,2.16145011450967,2.14960839029979
"ABCA6",2.95180072385668,0.412388646529459,2.3842093629971,0.490898079255222,2.24943806204585
"ABCA7",3.04776610595161,2.92115962927761,1.3836298001158,2.71478311548154,2.90993843951531
"ABCA8",3.22168897263344,1.81079561808648,2.94318389196372,1.83299888722073,2.89318966408054
"ABCB1",1.44427372202663,0.699722346379146,0.832226323909427,0.792225388424232,1.25725832374245
"ABCB10",2.80184454757332,1.42327891508864,2.18544693498669,1.77423206227264,1.60926661284278
"ABCB7",2.03916424288253,0.719774980954543,1.48890915546357,0.8449114971954,1.22819528516629
"ABCB8",4.39966330779421,3.45783404845491,2.91320076423256,3.66293405738684,3.81086953222234
"ABCB9",3.11686143640241,1.65110786209847,1.62895611080446,1.95925309802796,1.8032522498556
"ABCC1",2.08193680236043,0.395975250375656,0.790685706121788,0.498392847907504,1.51968883666145
"ABCC10",4.00705022396902,2.92694002730932,2.20243353954624,2.86670219545959,2.97901762866769
"ABCC12",0.584837186808153,0.314303656819027,0.193483301599993,0.59233165747076,0.00813225133238076
"ABCC3",0.541912623650837,0.246214600815674,0.130912774284665,0.229562100260804,2.36225058593886
"ABCC4",1.42544632335217,0.157917331328387,0.792039196703379,0.189893546286288,0.756537128828845
"ABCC5",4.34594577741375,2.78967940162787,2.69238758798167,3.09465972359231,2.52743733109706
"ABCC6",0.931985912564233,0.1685364548492,0.164996528137683,0.171716398256371,0.902588702601269
"ABCC8",3.05181577496112,2.15481997857936,2.19030827481868,2.36128324825979,1.58249301795127
"ABCC9",1.55626561695718,0.700895336068135,1.65609147208282,0.756255519975628,0.9103816420695
"ABCD1",0.735852816502608,0.555308325286735,0.466306298111657,0.537403108883644,1.17449718169891
"ABCD2",2.04934327227875,0.688317033290867,1.83852898404529,1.12113443565917,0.406049755004533
"ABCD3",2.77389384308539,1.34747000840701,2.26041985169209,1.67853546093213,1.79084501575972
"ABCD4",3.76850960188008,3.51117280958173,2.59719798343138,3.27450417421108,3.92024489608397
"ABCE1",2.33104632492477,0.327323414344661,1.37757120035923,0.61479121452126,0.853848022047148
"ABCF1",4.20122254930386,2.96165072217995,2.35735570059924,3.30791223538136,3.64994608918157
"ABCF2",5.19144412277163,3.71319474307258,3.21018595553742,4.10707420595817,3.50528551199833
"ABCF2P1",1.9230490479874,0.0165233789870391,1.4025894144066,0.053348271876845,0.0855263510981083
"ABCF3",6.69930310755024,4.83273924658875,3.93483861157439,5.18739129043908,4.65144184788543
"ABCG1",3.0455680294431,0.938471526353585,1.69553410521783,0.96726932827159,1.25118254896777
"ABCG2",0.702269213898945,0.866561603610978,1.11177759939917,1.08230139166117,1.51961549566853
"ABCG4",3.33789956284359,2.683468045545,2.02544932302907,3.17996192671404,1.69864386792428
"ABCG8",0.732491670901113,0.245414219780327,0.557794738000005,0.324649687125999,0.280941037436511
"ABHD1",2.27447811697068,1.30265232963663,1.10877436234669,1.30849775132417,2.04321477451756
"ABHD10",3.94722670073855,3.56867577838025,3.23387982178685,4.14371004989296,3.55182101772053
"ABHD11",3.18506545924767,4.51257617302913,2.80039701593623,4.77729665939684,4.04492123211435
"ABHD11-AS1",2.03077358172817,0.221779996195852,0.628635545955007,0.176807745871078,1.04441427838343
"ABHD12",3.26986901286507,2.56675917627292,1.95406514820911,2.85433340183115,2.57092424719234
"ABHD13",4.21755863566291,2.35116213667893,3.28626649398382,3.0157534503191,2.22431517230979
"ABHD17A",5.42263977697442,6.12128460296101,4.35297909742553,6.07222398815565,5.24880606531497
"ABHD17AP4",0.45648134021121,0.229610087639298,0.160354896099699,0.356803149793674,0.0934384629015836
"ABHD17B",3.17589708228695,2.02202062528055,2.69738583014113,2.31397108518014,2.00833124992183
"ABHD17C",1.96282669016287,1.14583589102978,1.22646530720712,1.37638747985532,1.11058414023529
"ABHD18",2.54311843137085,0.853779121959495,1.7237577951291,1.09866819880965,1.98087814935684
"ABHD2",4.35750984958897,1.94465938033623,3.28935900750789,2.38220680149092,2.36716262732012
"ABHD3",2.22397217145953,1.20882319663826,1.1018506754527,1.17437004238701,2.3010492460997
"ABHD4",2.81101485572803,2.98008712806934,1.882503139357,2.82693420608309,4.17592297503557
"ABHD5",2.79377671347399,1.51237979085061,2.08345385980007,1.71639519055544,2.32692011670501
"ABHD6",3.99777382220629,2.02330047892009,2.31057403736118,2.24282294328427,2.23814570523745
"ABHD8",0.487103377714798,3.0046257740127,0.758413411214356,2.93332665390771,2.07398645313172
"ABI1",3.83411900297229,1.90738478826174,2.76054081531879,2.33554768778832,2.12240801956451
"ABI2",2.82684270411355,0.180744520858331,1.93261861626306,0.334561288639141,0.756826842141012
"ABI3",2.88924413074928,1.48492880363929,1.16838629724919,1.17887389031007,2.49035032768691
"ABI3BP",1.08851822991113,0.135218819250203,0.693223798314863,0.219502593547638,1.68345262311424
"ABL1",2.86567866183462,1.50389489032249,1.82845161501195,1.4630947416333,2.33872558844374
"ABL2",3.51769349229077,1.11868497282914,2.31728507513793,1.35410569032935,1.73492473904565
"ABLIM1",3.71832419163754,2.1060027724098,2.81199432341912,2.37015566671358,3.09625419528779
"ABLIM2",3.17483005616367,1.45052510231395,1.80982131450595,1.79120440678512,1.54186503964265
"ABO",1.58819597766268,0.745979346367001,0.602857184239354,0.677620981646361,1.96552085180476
"ABR",5.13048317873996,3.10508925747395,2.78265694252861,3.41757135460284,3.44494037468685
"ABRA",0.701564277163233,0.195210574690923,0.975599771261558,0.284364724016443,0.0406818167595181
"ABRACL",2.80523064684757,1.91043317714685,1.35275515996994,2.53521531229438,1.35044552712885
"ABRAXAS1",0.794003813870953,0.272809628803121,0.469814951825626,0.366091582745022,0.511310506791508
"ABRAXAS2",3.20803629246313,1.71305580129473,1.87801280244424,2.07725964430102,1.96051903089922
"ABT1",3.63428118879981,3.90538381934236,2.82407542341425,4.24403152320679,3.45246025587085
"ABTB1",5.22352307699255,5.82711898774591,3.7059766334565,5.93909604758002,4.78671066999816
"ABTB2",1.69442686666032,0.641165574287423,0.764579802461092,0.587204283956775,1.18939525101607
"AC000036.1",0.525293856726833,0.104334077047693,0.231023995467882,0.110768005777469,0.360860408242303
"AC000058.1",1.91356968121,0.0261157245524482,1.57573793468823,0.037900638220196,0.147713314272447
"AC000067.1",0,0.135804140085997,0.0441856643115707,0.186163059716952,0.264390061125399
"AC000068.1",1.86425510851985,0.593565724369245,0.984894091980997,0.844788880356734,1.6577055185057
"AC000403.1",3.10302472399987,1.47591770380767,1.33734329492969,2.4162521622502,0.545907629506481
"AC002056.1",0.470530283923228,0.0143600246822995,0.128623741111265,0.0166293827334295,0.103844649967139
"AC002064.1",0.946224023522561,0.282003189981915,0.89545966355341,0.459823777540264,0.731207711338954
"AC002069.1",0.316610061942889,0,0.467951504318773,0.00188982682692913,0.0290636334084874
"AC002069.2",1.21316865444309,0.00486469539414501,0.584376340979002,0.00115985653681701,0
"AC002076.2",0,0.161942108915547,0.0808876164468359,0.141276244616629,0.199159225401498
"AC002091.2",0.420920300600176,0.0563209735003335,0.138056533550969,0.0612320754179499,0.557820467821385
"AC002116.2",0.419127910233563,0.557798944136178,0.131377603055427,0.575919724695008,0.748497808077529
"AC002310.2",0.926406806714048,0.532747393492317,0.23267807232131,0.465804177685575,0.674485573781034
"AC002310.4",1.82541774436461,1.59051421435136,1.01159295141653,1.64409269021998,2.16443295672459
"AC002310.5",1.60449339188015,0.593621000697893,0.662856793160306,0.67535341942183,0.898579237435498
"AC002347.1",0.255522155700263,0.17360334771098,0.649851364882301,0.183782036795835,1.10724299526432
"AC002368.1",0.617042230036872,0.0210547524726955,0.0444433196148057,0.0377802003490851,0.0406394123819934
"AC002383.1",0.428833521655731,0.0176957446052512,0.509303947598149,0.0515561510170248,0.0718985046480752
"AC002401.4",0.504315228805719,0.424795029646499,0.163279455901203,0.373350327110286,0.528169272461495
"AC002428.2",0.581196274026799,1.44949448851302,0.831358339656722,1.09514230761628,1.16749487297326
"AC002451.1",0.916680194429269,0.292557755059025,0.605938507445843,0.313509337505523,0.958113077668515
"AC002451.2",0.283586118109561,0.0167432608712969,0.0784982617128683,0.0149146327880445,1.38913488468109
"AC002460.1",0.946429268674073,0.00307609519337151,0.763149992529989,0.0219900395233916,0.0332155153014059
"AC002467.1",2.48061684863242,2.5011312675622,1.20166404593115,2.66903561421522,2.54563074904836
"AC002504.1",0.826405894841926,0.0597426235271781,0.0572421278987595,0.0419656599117915,0.0215337377253519
"AC002511.1",0.321163132546075,0.0836582754276106,0.205359725409773,0.160055663386309,0.223180515859452
"AC002511.2",0.252076189742471,0.216975896517083,0.111590377898865,0.516531815271014,0.229936917608545
"AC002519.2",0.432533206819006,0.253294118389018,0.205400642799685,0.397850413923952,0.0636644179406487
"AC002524.1",4.19668784726657,4.34890010504041,3.5191873891524,5.2215461213721,3.6100917025291
"AC002540.1",1.60823431706129,0.360165249836157,1.35923979579051,0.383568227562804,0.358126965141953
"AC002984.1",1.83548309764221,1.03465912203622,0.921501059675233,0.63417910331884,1.25094628749541
"AC003002.2",1.72936947123777,1.3024356904778,1.29532611949148,1.46331197696411,1.34067047176165
"AC003005.2",0.767682804878754,0.235254619993849,0.775028596227387,0.537077198796627,0.612518579046264
"AC003035.1",0.694197805185802,0.116384326572618,0.499650486613761,0.208201987454341,0.883792828152042
"AC003043.2",0.235935582587727,0.0532163799723195,0.0367076160635746,0.0504585026111023,0.923461070808019
"AC003084.1",0.711501983190437,0.0237331384714999,0.797883818779311,0.0317982079341737,0.152138313649981
"AC003101.1",1.5026095189558,0.0145737212942568,0.510085095598018,0.0249842662205349,0.183858270142913
"AC003101.2",1.20635291098235,0.323220196166742,0.722501388148646,0.312480822093163,0.544694520282423
"AC003102.1",1.76459849948836,2.96070506615937,1.51877525518253,3.14755611585298,3.37344576792546
"AC003682.1",2.70033224379689,0.205578682127072,1.59203782166268,0.397156078486908,1.92239766264553
"AC003965.1",0.505413387689553,0.576026869991063,0.232816482023389,0.847339420285292,0.836582342909419
"AC003985.2",0.225854221144948,0.168086720787872,0.174345554136418,0.24088841814691,0.0548520382667592
"AC003986.1",0.732602904479306,0.109072241292167,0.743350573371095,0.259904959379955,0.247817198788015
"AC004022.1",1.28783701422202,0.0135282010929711,0.457802087591816,0.0382688515408065,0.17794197203625
"AC004022.2",0,0.037225292884831,0.340658356154189,0.0333867014681397,0.0592697471429639
"AC004023.1",1.06544488968312,0.728356691894588,1.65261743387774,1.189591174184,0.799875193429297
"AC004069.1",1.59146799627627,0.900979513609727,0.644457976407696,1.34125566719119,1.43651773742109
"AC004076.1",2.44207537128098,1.10961327634552,1.62778716963403,1.34357011515095,2.33052066832231
"AC004112.1",1.76850366734696,0.697902303890324,1.1665990517519,0.804659733091014,1.14522207162858
"AC004130.1",0.545399069820605,1.04671892048904,0.528744406428936,1.23109875873923,1.25464188587439
"AC004148.1",0.388046211788366,0.032660500517362,0.180004774350887,0.0947271286956137,0.09912304965112
"AC004156.1",1.06705848068124,0.348571977680703,0.245818579582489,0.632587520056587,1.52549743538144
"AC004160.1",1.17105358295971,0.0248031048966754,0.130206987239639,0.042958669336099,0.0546851761215939
"AC004221.1",2.39337070123597,2.09073653096201,1.11803070652619,2.40729683038458,1.44284060448478
"AC004233.1",1.09923659486577,0.59219789492086,0.412682154943246,0.705113569297801,1.25269576477054
"AC004233.2",1.0738211296513,0.0949590906527749,0.210720858864932,0.122793096706856,0.246109180926778
"AC004233.3",2.10912733152331,3.29124215676774,1.98623383724745,3.63999621709241,2.62597120341785
"AC004233.4",1.95609087463427,1.72096257134708,0.690321831498057,1.82510254048505,2.34192673619382
"AC004241.1",0.953095789459064,0.257301886082311,0.404645545428863,0.213591316989335,0.29485797563957
"AC004257.1",0.506070840697952,0.139589983241406,0.0390013305311008,0.0917825426794664,2.9063825773705
"AC004264.2",1.75529275910247,0.719042970124716,0.707600529854518,0.643110591335851,1.8763738643618
"AC004383.1",4.59716064944679,2.05136600423299,3.17154176066975,2.0927717690783,3.45883709180891
"AC004408.1",0.75854414824073,0.0773879854863318,0.115019891765021,0.147196542771938,0.0102915149524952
"AC004448.2",1.51365534136862,0.483870330383186,0.509570606192344,0.506865145433286,0.57197831357496
"AC004449.1",1.30995870423689,2.09588947935677,0.782091292814558,1.98891820206016,1.87747109204499
"AC004453.2",3.24206356810823,1.12742796961795,1.89629568784591,1.40404424178523,1.1283975945209
"AC004471.1",0.250317267752903,0.509625103167279,0.131680318333983,0.570997475681351,0.750998493714229
"AC004471.2",0.936109247628576,0.417309671909775,0.192093498530563,0.308496235919035,0.535687241230333
"AC004477.1",3.16604007386651,1.17827783978188,1.31450752191366,1.21519207367536,2.64759160796681
"AC004477.3",3.7053458417314,2.81067429752293,2.62795972250104,3.17885139811507,3.36632839799734
"AC004486.1",1.13327000852367,0.131931750001807,0.750563280553136,0.281558583839534,0.165970268298963
"AC004522.2",0.935099157701385,0.239641446182129,0.7445975611972,0.39879546553021,0.355283599492226
"AC004528.1",0.14435829673401,0.00613385077932667,0,0.00209217033082431,1.47164940042824
"AC004540.1",1.52012310923531,0.141034373005744,0.829858344592986,0.22810946208232,0.492094230214667
"AC004540.2",0.74410195497073,0.405251939714197,0.699253207059009,0.579717175723656,0.648857287816089
"AC004543.1",0.484403800950092,0.191499574694565,0.458465425267478,0.396219289365695,0.287627856812421
"AC004552.1",0.0618946934363825,0.408365823525066,0.0991284362662015,0.642893131071579,0
"AC004556.1",0.4445309533911,0.726525055781126,0.375959973887514,0.559514711506411,0.189036056668686
"AC004590.1",0.637001561810366,1.11534447905495,0.294889924956515,1.45803516818892,0.421087364112759
"AC004656.1",7.10058989965676,5.31113526403437,5.4143551319368,6.1788768346138,4.78212915212591
"AC004674.2",0.720471701546489,0.0300108806957188,0.340865181535497,0.0760753951289064,0
"AC004690.2",1.84210269296861,0.463549513306362,1.30307244342563,0.469380153679017,1.26256283585168
"AC004691.2",0.874049211711812,0.0419583141405162,0.40908316614697,0.0643111601851773,0.181839245223571
"AC004771.3",2.22672500713222,1.16851738736842,1.46634422040887,1.36736038481509,2.0005519551429
"AC004775.1",0.794513442847946,0.559751655456249,0.856003345042146,0.51454186735787,0.77044438571066
"AC004801.6",0.855945601986408,0.820620286725939,0.449050894356188,0.850153856010042,0.804883291518639
"AC004801.7",0.0411574078496085,0.000604548876022269,0.0065301852743905,0.00523280916823429,1.18709425424719
"AC004805.1",1.5128227776597,0.0363049520851705,0.55477873458444,0.0337958010746804,0.430010084602578
"AC004812.2",1.89774217920262,2.90202800053832,2.02625981727116,3.51233348338027,3.00996218816768
"AC004816.1",3.5074946539065,1.90166073180878,1.65463122158988,2.74545395393079,1.96743623122384
"AC004817.1",2.12859926296602,0.815166922629088,2.08303093649161,1.17713542220855,0.269361449706019
"AC004817.2",0.626400119197636,0.0962520999427725,0.253311480836307,0.0814371602834479,0.448701733486626
"AC004817.3",1.02956601630938,0.0682089810758527,0.178097239145996,0.0742375381233281,1.7341447885251
"AC004817.4",2.01773569260997,2.84238641057481,2.17313617796148,3.11048301167204,2.28086659867498
"AC004825.2",3.5603604748893,2.68254919722746,1.25495607612821,3.23308241673812,2.29994759681191
"AC004832.6",0.0332412299741174,0.195655864136552,0.073946151220811,0.309746246047604,0.287607897008715
"AC004836.1",3.20687222353179,3.63829412831767,1.75728690023477,3.50603450068106,2.75861321714371
"AC004839.1",1.51750726714224,1.13338283164096,1.28128854474432,1.43524418514854,1.90680079132868
"AC004840.2",0.38690955570838,0.0668838145332124,0.0702384187953576,0.0875508739315764,0.553447631466896
"AC004847.1",0.521630189086179,0.395986029048436,0.286832085072468,0.429813177226531,1.11434959408432
"AC004854.1",0.348733585318806,0.316258437404149,0.288740148917512,0.213292330641253,0.583736381855557
"AC004854.2",3.2702237237842,1.60142484982261,1.13665203264089,1.83097091858848,1.70487681207591
"AC004865.2",3.62545406844889,2.27239603981972,2.26817726192454,2.24662996902105,3.19732088042134
"AC004888.1",0.79367373323502,0.0234456293015551,0.470874741441028,0.0907689049624182,0.0567001992487203
"AC004890.1",2.05176836449649,0.957437465123631,1.01795105590268,1.04119135237512,1.26906726451538
"AC004910.1",0,0,0,0,2.44057968028009
"AC004918.1",2.77604945300489,2.1208417692786,2.4143957566308,2.41860028122458,2.37581502400808
"AC004923.1",1.34327713739656,0.0932966947469838,0.413669648858448,0.127240226525484,0.29113634376883
"AC004923.4",0.792252216192058,0.0675179438674005,0.182983772985846,0.0978994649942145,0.195548297417643
"AC004925.1",4.86054641319796,3.97734707600449,3.81232853305278,4.02187730159027,4.19847188795957
"AC004941.1",1.1404443679975,0.0515144570135446,0.334126035646121,0.065205731168365,1.05204177827619
"AC004941.2",0.450212790221948,0,0.268742241853864,0.0114874177680644,0
"AC004947.2",3.62960621108385,3.88574201421013,2.76920987264945,4.46435763068596,2.82139772868118
"AC004948.1",0.474682919193683,1.2904627363634,0.464835617544521,1.49387248761747,0.575203298607684
"AC004980.1",3.60224427499199,0.364401666036637,3.35931757701185,0.481274940100745,1.00625577670016
"AC004980.2",3.27978453917872,0.801690639152801,2.67167164039205,1.16988991737902,1.46028172258616
"AC004982.1",3.06155967105809,2.47208745744516,2.81669098881447,3.06627498216242,2.47935038456704
"AC004982.2",1.48744877404223,1.08164440014252,1.18412514565798,1.28434381645045,1.56340351848642
"AC004990.1",0.712371910045801,0.0472292687469419,0.324430942736109,0.0871478960214966,0.98744817758639
"AC005000.1",1.47951540057549,0.383439234191194,0.308720389314188,0.643224473446381,0.630778600921332
"AC005005.4",0.0146455289230177,0.0029718585104663,0.00504793573426918,0.00495152549541512,1.33336175216235
"AC005013.1",2.58616651836294,0.501005746413354,1.23319525651269,0.588566165482139,1.62915459529387
"AC005014.1",1.30299951850177,0.452437814744466,0.383446800563354,0.552656201071554,0.29878498068151
"AC005014.2",1.00460330698011,3.48605802741924,2.31051104322806,3.75126064791839,1.82652536168736
"AC005020.1",3.18437049434134,0.111484740715798,2.43737170019751,0.100070034109586,0.57900590588385
"AC005020.2",0.81177188580224,0.0931051988979161,0.660532502567201,0.126448541540897,0.307267732334249
"AC005034.4",0.123576543976078,1.5914908340898,0.680402275989739,1.75262358614046,1.91105050815636
"AC005037.1",1.01547936738969,0.172416231464071,0.468262593301047,0.22265806420034,0.689180902299144
"AC005040.1",0.887224595411876,0.0175570208332556,0.194751000472091,0.0446559012612456,0.0267927464693359
"AC005041.1",2.61517448793529,1.49263024099438,1.19785628826085,1.83460519405945,1.81067686483177
"AC005076.1",2.29981201519496,2.32000779966215,1.30280720667736,2.7612755450592,2.19208765329848
"AC005077.4",0.497758776450224,0.59714150842429,0.179928111828026,0.778258877838511,1.24651746091741
"AC005082.1",1.48807494232185,0.744396090288711,0.388314785552927,1.02890781562902,1.50601449933631
"AC005150.1",0.0943999880370616,0.12120830132356,0.326355781325548,0.297169235374172,0.14127729727217
"AC005154.1",3.66184234168094,1.66972760422627,2.69124774879332,2.1212131324364,2.65613061950261
"AC005154.6",1.02792333294228,0.7133017660705,0.755770985142656,0.834166323180381,1.00410962719823
"AC005156.1",0.845463347844325,0.0798674341008204,0.315453805352456,0.0665539522015286,0.312761685722011
"AC005162.3",1.97448328546009,0.0389109142522278,1.10700773297246,0.0421321890828736,0.407998194704778
"AC005180.1",0.408668271829558,0.0953781128939481,0.204305903610224,0.130833458626197,0.278143108152278
"AC005180.2",0.22711632390704,0.606798731739468,0.27884030301096,0.681591041741842,0.760477894865676
"AC005224.1",2.40305924631258,0.729461641791937,1.5490434732614,0.91511872769674,1.28508357617998
"AC005225.2",2.45789861600481,0.13091620938717,0.968655515003041,0.103774812298203,0.709230854259533
"AC005225.4",3.36094732069927,3.97242221490671,2.99306303138257,3.83611223385615,3.76982396136413
"AC005229.2",0.41964144863014,0,0.0494714775860895,0.0297203270386099,0
"AC005229.4",0.779649893897734,1.82745128865662,0.954246944221532,2.30535947191887,2.2337220541197
"AC005252.3",0.495458000043482,0.137966982425375,0.229496729595243,0.288002670954528,0.359258645353591
"AC005258.1",1.30230065248567,0.574159742366077,0.309571472692734,0.675392056757804,1.00169616563628
"AC005261.1",6.20213898546416,6.05808352371339,5.28706500399909,6.15920745204856,5.92132689855551
"AC005261.2",0.126600097172376,0.405983355140342,0.10413228760633,0.448447952048488,0.385718843499132
"AC005261.3",4.08302960018497,4.10783590625479,3.38758342802955,4.17750902768574,3.8320432530855
"AC005261.5",5.30507691074994,0.7421456967058,5.23894270804545,0.848237308041918,2.36156392734475
"AC005262.1",0,0.0685464989012562,0.029032047499574,0.0328577267099789,0.114005891662989
"AC005280.1",0.76234489584761,0.135134793959155,0.221156233619982,0.165009568297425,0.181725077959821
"AC005288.1",0.736738555546927,0.237390141286334,0.424238664797627,0.383276316538745,0.283466789604974
"AC005296.1",0.287822636247803,0.033270683833874,0.344683219124967,0.0191154768144022,0.193060620299104
"AC005329.1",1.59027184125177,0.87142363320819,0.570064754376564,0.788836828611583,1.24398116443872
"AC005330.1",4.53551816266537,4.07586385643339,2.22578347402314,4.53586279887015,4.10805775202669
"AC005332.1",3.56317682021007,2.10528433046798,2.44953028432659,2.08150037198751,3.74379550176481
"AC005332.2",2.94408919198659,0.468840119154353,2.36676797166863,0.59265491803268,2.13229280712094
"AC005332.3",2.47627357240057,1.54375171933181,2.63458503768644,2.08740236717271,2.34902353066742
"AC005332.5",5.08527031303868,4.75921919694585,3.72840778393012,4.92225285651176,5.73724168444502
"AC005332.8",3.31929839587214,2.33645815583593,2.78341110841763,2.73434989245604,2.66441474936349
"AC005336.1",2.23587127279848,2.12348180964205,2.77121314813497,2.02099982168438,3.12522022999411
"AC005336.2",0.732708534638439,0.116361532561308,0.290752364761513,0.1171334535958,0.292031293741387
"AC005336.3",0.357543484936504,0.265755159568163,0.378951935655566,0.302852364517939,0.560474985032371
"AC005342.2",0.56510094481239,0.244802176482884,0.358566091709115,0.22322527902873,0.654073860796519
"AC005355.2",0.283844671187568,0.695342402760936,0.204041306323907,1.01231807545671,0.792075977272395
"AC005363.2",2.39480587350339,1.11314830839608,1.06710461575129,1.03294248582179,1.96501075206318
"AC005377.1",0.471342075882051,0.126993236636316,0.409136580139299,0.142356425892583,0.269475688548216
"AC005387.1",0.604384083232243,0,0.107391579903236,0.00195885298051825,0.085310998688881
"AC005392.2",0.751400626830971,0.0813576357663953,0.264560822649157,0.100254515266149,0.348335780385
"AC005392.3",0.438606384247304,0.225208064742331,0.195897896084918,0.240104988639232,0.117665765448169
"AC005393.1",4.69133348587903,4.41535974610534,1.90643145995737,4.02443378228406,3.80962462254344
"AC005410.1",1.09911398740062,0.295729558492255,0.327064305987128,0.300646166626829,1.92907894468298
"AC005412.1",2.74396957805122,0.568869067380735,1.8718564782893,0.699083387488932,0.869130346490921
"AC005476.2",1.11053063820788,0.406254520217734,0.548405028474559,0.527736055376816,1.20923201359717
"AC005479.1",1.83444338268508,0.383435442799735,1.44414982689985,0.335077076401333,1.98420753373935
"AC005479.2",3.40013391929724,0.988245895652095,1.12197580811759,0.717947459239706,2.4645301918727
"AC005487.1",0.718435142109833,0.0814350227372691,0.182416506857384,0.119462528263802,0.371610485998437
"AC005498.1",1.11057422187958,2.41076425162854,1.15999252728356,2.4041792119599,1.6362974185848
"AC005498.2",1.82561412043236,0.964364414502176,0.703197106873642,1.01647655800318,0.950347947545316
"AC005498.3",2.47075851343634,0.59704415588454,1.52722139352752,0.749800515313866,1.09984439241779
"AC005520.2",0.540020008218974,0.350851741838531,0.268838943830769,0.377323101307107,0.76232058182381
"AC005520.4",0,0,0,0.0156429751602887,0.352076939362696
"AC005523.1",0.328853886093498,0.402142854012182,0.15913702410763,0.303843572030779,0.511189712116217
"AC005531.1",0.049291221476687,0.00739912508417316,0,0.0105991351277874,2.0134875922807
"AC005532.1",1.79967431194351,0.291622132208621,1.01594144299949,0.251638394594374,0.862254224283007
"AC005552.1",0.525452253872274,0.104028042279476,0.234610893573568,0.0927955024492029,0.372727500499623
"AC005578.1",0.40119847171762,0.217068146438392,0.0796329087252158,0.189782750553829,0.592968687355757
"AC005586.2",0.595968372367833,0.243954848152588,0.16711638521335,0.395872048642657,1.08534915599342
"AC005592.1",0.655027243039577,0.241244911918643,0.862030441465175,0.620827543363937,0.273424001640783
"AC005593.1",2.25901628421442,0.570252309656705,0.597111116118621,0.691638948861029,1.31208973349715
"AC005597.1",1.08147950117952,0.0328996905239565,0.375283058837903,0.0487454092247929,0.189828636693785
"AC005614.1",1.3476126963279,0.158853069546773,0.485205028413575,0.242116634040821,0.496690340209639
"AC005614.2",1.35817826554063,0.310801611892805,0.853970956819321,0.480959610603587,0.777307870979709
"AC005618.1",3.64370903266625,1.50881527205716,2.36652428925128,1.85783490366531,2.51783950832682
