"","CON","AD","PD","HD","MS"
"AC004805.1",0.190076754073203,0.950486619411601,0.0363049520851705,0.027596513915867,0.542501945978443
"AC004812.2",3.19933251990281,2.20664273957616,2.90202800053832,3.37939419933019,2.92976012949337
"AC004816.1",2.59856828857514,2.39461198462433,1.90166073180878,2.61482355057092,2.07348785484975
"AC004817.1",1.29344582420764,2.38336190791653,0.815166922629088,0.906929192384595,0.373313121044918
"AC004817.2",0.129878359836221,0.452671297996683,0.0962520999427725,0.119910738048391,0.513752827621438
"AC004817.3",0.237752289730572,0.438805024313353,0.0682089810758527,0.129617845982414,1.94790917075558
"AC004817.4",2.84244610800302,2.37860436167123,2.84238641057481,3.02713429831804,2.2902417124119
"AC004825.2",2.89732065315246,1.99664292619894,2.68254919722746,3.35039957127245,2.34235744844904
"AC004832.6",0.208073292404617,0.101074038818056,0.195655864136552,0.423632137895992,0.450428359331857
"AC004836.1",3.13000870594705,2.39468688726441,3.63829412831767,3.63484985224132,2.92457332778128
"AC004839.1",1.34969510495762,1.60499206552367,1.13338283164096,1.61422806134731,1.9584970160741
"AC004840.2",0.127274919342262,0.290731613532835,0.0668838145332124,0.0226612575651593,0.646387075463302
"AC004847.1",0.444319406468806,0.38600725108205,0.395986029048436,0.467220460471925,1.23244156558979
"AC004854.1",0.246969807171376,0.422714974479821,0.316258437404149,0.124554514468773,0.793318723205249
"AC004854.2",1.86140716681308,1.92524990425966,1.60142484982261,1.58397154719065,1.86201662793618
"AC004865.2",2.34124725062739,2.97660275277238,2.27239603981972,2.22110060584854,3.38263124451103
"AC004888.1",0.186880977378043,0.541932222956985,0.0234456293015551,0.074541311598751,0.0628454535810048
"AC004890.1",1.0377907745826,1.76370727662022,0.957437465123631,0.935304297597492,1.62474383097804
"AC004910.1",0.169692265787787,0,0,0,2.64122145216139
"AC004918.1",2.46379615655093,2.74610319653835,2.1208417692786,2.23775196558568,2.16595318645319
"AC004923.1",0.255758152573203,0.706995898301871,0.0932966947469838,0.0905830378919723,0.317378938423527
"AC004923.4",0.139475862071579,0.443872157371623,0.0675179438674005,0.0925903813206421,0.266347072020982
"AC004925.1",4.21116639468281,4.4609747143045,3.97734707600449,3.63178168770449,2.9245843935382
"AC004941.1",0.212369362485416,0.690560975226601,0.0515144570135446,0.0396558420011836,1.20730466826724
"AC004941.2",0.0753213646889773,0.281437089292408,0,0.0166530014506952,0
"AC004947.2",4.10392331104671,3.22201779934764,3.88574201421013,4.2753926166353,2.82300981490933
"AC004948.1",1.11582200191352,0.574231818246623,1.2904627363634,1.81650320116306,0.617914739345867
"AC004980.1",0.998394888682292,3.74773711970797,0.364401666036637,0.453310483060744,1.10320535452813
"AC004980.2",1.54615483332488,3.07594960847792,0.801690639152801,0.884763635853987,1.45061581967489
"AC004982.1",3.03279999933158,3.05806479056229,2.47208745744516,2.8960127718191,2.18056082472234
"AC004982.2",1.38371194321322,1.43381776377272,1.08164440014252,0.978672795457746,1.34908021963927
"AC004990.1",0.203539703443989,0.54430346299317,0.0472292687469419,0.0762848082667023,1.01334525933578
"AC005000.1",0.690165098383656,0.735116570955923,0.383439234191194,0.520507782233513,0.451415387908038
"AC005005.4",0.0977123647958192,0.00946209205300918,0.0029718585104663,0.00796598311452725,1.42938179683403
"AC005013.1",0.811711680949921,1.78651267398506,0.501005746413354,0.678355581757981,1.63830310783306
"AC005014.1",0.565912239914964,0.778980694661429,0.452437814744466,0.441379518771635,0.351834439584921
"AC005014.2",3.21933541094591,2.25607612667899,3.48605802741924,3.67732936181498,1.81320770168079
"AC005020.1",0.544463606718696,2.90516281584451,0.111484740715798,0.0893711465559802,0.823207337991218
"AC005020.2",0.223453398140528,0.792280402064555,0.0931051988979161,0.141635131429877,0.328116437402622
"AC005034.4",1.58865770010311,0.63321231965505,1.5914908340898,1.5616018174975,1.65635577132371
"AC005037.1",0.320937115228302,0.730949188179527,0.172416231464071,0.218959097886222,0.655228693784788
"AC005040.1",0.118813086816931,0.455083437932495,0.0175570208332556,0,0
"AC005041.1",1.88103650315841,1.77507524223897,1.49263024099438,1.55122021789453,1.54613762537687
"AC005076.1",2.52870372482797,1.80241116346302,2.32000779966215,2.62691132208339,2.02621807436227
"AC005077.4",0.764507824853351,0.282128332575871,0.59714150842429,0.654128598727283,1.19962571087129
"AC005082.1",0.956714581118111,0.762145807039061,0.744396090288711,1.1757618426564,1.59888809326176
"AC005150.1",0.249122178105227,0.371523153140895,0.12120830132356,0.333598767135242,0.0553716623777944
"AC005154.1",2.32992776017027,3.24828449803845,1.66972760422627,1.89740809675203,2.80397404305859
"AC005154.6",0.84536654649244,0.953738059197946,0.7133017660705,0.758539169438234,1.0612991511106
"AC005156.1",0.133922868436158,0.564614904884448,0.0798674341008204,0.101871791799715,0.325984423318676
"AC005162.3",0.285003810116104,1.51704730173377,0.0389109142522278,0.0281246770107724,0.501548161512257
"AC005180.1",0.178069368006654,0.288129148082594,0.0953781128939481,0.094689636155349,0.231887265224142
"AC005180.2",0.608123510610414,0.337328957009467,0.606798731739468,0.658403510023146,0.700455645882629
"AC005224.1",1.05788852323919,1.97027033635054,0.729461641791937,0.959345287235317,1.38623566755383
"AC005225.2",0.354453142138807,1.63326846965688,0.13091620938717,0.0856888020009237,0.808585949508451
"AC005225.4",3.61444105898258,3.39636415904915,3.97242221490671,3.92160716610139,3.80432931325931
"AC005229.2",0.0828368828866611,0.0353413955178664,0,0.0161088430708415,0
"AC005229.4",2.11157215591202,0.951338239679746,1.82745128865662,2.04028123046916,2.26592745822666
"AC005252.3",0.289663760303805,0.293716618224241,0.137966982425375,0.326684670990341,0.37201230321844
"AC005258.1",0.739908328479148,0.578600031319912,0.574159742366077,0.533128992625375,1.05636077780461
"AC005261.1",5.98006393310387,5.90237099739631,6.05808352371339,6.10917000091049,6.01947151187729
"AC005261.2",0.353414415034833,0.191365153641219,0.405983355140342,0.493188301090266,0.381256476316691
"AC005261.3",3.91666074486771,3.87972542372275,4.10783590625479,4.37363759518438,4.08258378916023
"AC005261.5",1.66965775994411,5.53989640802268,0.7421456967058,0.85909890160651,2.84972227167519
"AC005262.1",0.0146805204382844,0.0379649851917506,0.0685464989012562,0.107711452999767,0.0568197301392654
"AC005280.1",0.199437697384581,0.46679716286961,0.135134793959155,0.15131833849258,0.160741643180442
"AC005288.1",0.427147330569445,0.597314243702571,0.237390141286334,0.263074925804437,0.233678396270541
"AC005296.1",0.082597679674421,0.311743707699737,0.033270683833874,0.0412026993401207,0.216720174576174
"AC005329.1",0.879469415880337,0.989357601654677,0.87142363320819,0.641752108437565,1.10823118692757
"AC005330.1",4.29641738685555,3.09503251855389,4.07586385643339,4.17341810479508,4.18204852649101
"AC005332.1",2.42342505519418,2.92940490661051,2.10528433046798,1.70094495897976,3.83233869433424
"AC005332.2",1.04559600011458,2.85350724277244,0.468840119154353,0.47650010267018,2.0737908505432
"AC005332.3",2.17744851760173,2.92036588903635,1.54375171933181,1.93407326614714,2.35226176386719
"AC005332.5",4.7677126273971,4.35397151286131,4.75921919694585,5.03049690954714,5.83847150170685
"AC005332.8",2.6576472808743,3.27330736710991,2.33645815583593,2.87485532291429,2.74636866295197
"AC005336.1",2.1766367819428,2.92580267627603,2.12348180964205,1.76271176610443,3.75021719498883
"AC005336.2",0.173105568246704,0.471211918863533,0.116361532561308,0.103167788868635,0.438580297339244
"AC005336.3",0.316222081112059,0.442656483162676,0.265755159568163,0.297833611865908,0.644445983173851
"AC005342.2",0.247536046543783,0.524444102711282,0.244802176482884,0.252732463618117,0.869982459800581
"AC005355.2",0.816263439576996,0.240913811583131,0.695342402760936,1.07192358388627,1.01328566317122
"AC005363.2",1.09774812941711,1.70557346995566,1.11314830839608,1.17459640899407,2.02132093346006
"AC005377.1",0.193668418064799,0.538092273147411,0.126993236636316,0.0713046537701255,0.408000104579851
"AC005387.1",0.0521669928285623,0.296535301507563,0,0,0.0702039840948203
"AC005392.2",0.158249085546464,0.419293474148925,0.0813576357663953,0.154856798847352,0.383453513989601
"AC005392.3",0.17330363618561,0.294967182781945,0.225208064742331,0.446772957087095,0.074988934370656
"AC005393.1",3.62039683258581,3.01582589760017,4.41535974610534,4.2666799184526,4.44733078416496
"AC005410.1",0.468526172773658,0.635572730747202,0.295729558492255,0.265250159261533,1.97964079141227
"AC005412.1",1.04705555682852,2.45391664311986,0.568869067380735,0.371510467437565,0.452916299396321
"AC005476.2",0.587590399695164,0.855364627112782,0.406254520217734,0.522121448594883,1.27402060849158
"AC005479.1",0.620981546105217,1.80330092216348,0.383435442799735,0.363764981415425,2.0970988136971
"AC005479.2",0.998987018201903,1.85666556965582,0.988245895652095,0.895855503714326,2.49428620350118
"AC005487.1",0.155698958380106,0.462096220730981,0.0814350227372691,0.142457993860847,0.335007812766844
"AC005498.1",2.08217728442594,1.08782459570774,2.41076425162854,2.47468604661849,1.95933302025113
"AC005498.2",1.06428567112183,1.16870858976831,0.964364414502176,0.796856711640457,0.965285112829074
"AC005498.3",0.897544091642665,2.03501084520799,0.59704415588454,0.821583311730967,1.2677588015108
"AC005520.2",0.41885109546793,0.400046916178672,0.350851741838531,0.305563498230386,0.718573948697907
"AC005520.4",0.0696990102982861,0,0,0,0
"AC005523.1",0.282971676924132,0.273540126261084,0.402142854012182,0.311708443303214,0.5893885810825
"AC005531.1",0.156826366557204,0.0303330593702689,0.00739912508417316,0,2.10313521076976
"AC005532.1",0.41155019020939,1.42292586451599,0.291622132208621,0.336405549156169,1.05310614414604
"AC005552.1",0.188812527672096,0.319766806719413,0.104028042279476,0.0208485825292671,0.257320186284806
"AC005578.1",0.214658007276009,0.211199069805826,0.217068146438392,0.136226769494128,0.790098421253297
"AC005586.2",0.322539730429658,0.422777992739893,0.243954848152588,0.646327279088151,1.21342134962161
"AC005592.1",0.686451867291151,0.790773503271203,0.241244911918643,0.432558198760561,0.245806639758256
"AC005593.1",0.844119574192357,1.08579859265104,0.570252309656705,0.650416480394383,1.24628016901354
"AC005597.1",0.169683949817502,0.580051616914031,0.0328996905239565,0.0349730192273401,0.170819104148951
"AC005614.1",0.35185073712696,0.831774732448647,0.158853069546773,0.218165210581851,0.460762764143643
"AC005614.2",0.5789464447115,1.09997165713873,0.310801611892805,0.498445454068187,0.772643651314384
"AC005618.1",2.04435592623394,3.00218454501746,1.50881527205716,1.77347520330544,2.66483886640006
"AC005670.1",0.949498919067291,0.859581414053682,0.778323872061444,0.884599753681344,0.707061868640579
"AC005674.2",1.59365367907875,1.87792883377904,1.63141815957144,1.85661304314416,2.37225574784077
