"","hippocampus","prefrontal_cortex","optic_chiasm"
"AC003101.2",1.20635291098235,0.375800747928615,0.544694520282423
"AC003102.1",1.76459849948836,2.85966085435287,3.37344576792546
"AC003682.1",2.70033224379689,0.525479949265629,1.92239766264553
"AC003965.1",0.505413387689553,0.688078951511509,0.836582342909419
"AC003985.2",0.225854221144948,0.212692958046123,0.0548520382667592
"AC003986.1",0.732602904479306,0.293334756017377,0.247817198788015
"AC004022.1",1.28783701422202,0.0940478615397624,0.17794197203625
"AC004022.2",0,0.0797774604311561,0.0592697471429639
"AC004023.1",1.06544488968312,1.14172723008314,0.799875193429297
"AC004069.1",1.59146799627627,1.12722463069396,1.43651773742109
"AC004076.1",2.44207537128098,1.32658699863665,2.33052066832231
"AC004112.1",1.76850366734696,0.831242367616362,1.14522207162858
"AC004130.1",0.545399069820605,1.08077667788244,1.25464188587439
"AC004148.1",0.388046211788366,0.0916818048605733,0.09912304965112
"AC004156.1",1.06705848068124,0.503791670343889,1.52549743538144
"AC004160.1",1.17105358295971,0.0512778870371155,0.0546851761215939
"AC004221.1",2.39337070123597,2.13688141482939,1.44284060448478
"AC004233.1",1.09923659486577,0.633410190159029,1.25269576477054
"AC004233.2",1.0738211296513,0.128772103499195,0.246109180926778
"AC004233.3",2.10912733152331,3.30758031964215,2.62597120341785
"AC004233.4",1.95609087463427,1.6310909652,2.34192673619382
"AC004241.1",0.953095789459064,0.252856781225581,0.29485797563957
"AC004257.1",0.506070840697952,0.0960358919818492,2.9063825773705
"AC004264.2",1.75529275910247,0.67179205168102,1.8763738643618
"AC004383.1",4.59716064944679,2.24180066191778,3.45883709180891
"AC004408.1",0.75854414824073,0.124836097307589,0.0102915149524952
"AC004448.2",1.51365534136862,0.501466390619818,0.57197831357496
"AC004449.1",1.30995870423689,1.83749306801169,1.87747109204499
"AC004453.2",3.24206356810823,1.40705643909115,1.1283975945209
"AC004471.1",0.250317267752903,0.490578428048192,0.750998493714229
"AC004471.2",0.936109247628576,0.318728784685361,0.535687241230333
"AC004477.1",3.16604007386651,1.22056468095484,2.64759160796681
"AC004477.3",3.7053458417314,3.0045705772228,3.36632839799734
"AC004486.1",1.13327000852367,0.31315772873377,0.165970268298963
"AC004522.2",0.935099157701385,0.409779544358423,0.355283599492226
"AC004528.1",0.14435829673401,0.00280209935154218,1.47164940042824
"AC004540.1",1.52012310923531,0.295105578773282,0.492094230214667
"AC004540.2",0.74410195497073,0.553392138231714,0.648857287816089
"AC004543.1",0.484403800950092,0.353795920538456,0.287627856812421
"AC004552.1",0.0618946934363825,0.503368855153837,0
"AC004556.1",0.4445309533911,0.574496184936372,0.189036056668686
"AC004590.1",0.637001561810366,1.1996743062773,0.421087364112759
"AC004656.1",7.10058989965676,5.84703879555021,4.78212915212591
"AC004674.2",0.720471701546489,0.103601964262381,0
"AC004690.2",1.84210269296861,0.59115128719976,1.26256283585168
"AC004691.2",0.874049211711812,0.109640652063919,0.181839245223571
"AC004771.3",2.22672500713222,1.33184976115545,2.0005519551429
"AC004775.1",0.794513442847946,0.576419510622963,0.77044438571066
"AC004801.6",0.855945601986408,0.783412778989568,0.804883291518639
"AC004801.7",0.0411574078496085,0.00425746869284739,1.18709425424719
"AC004805.1",1.5128227776597,0.11144341193529,0.430010084602578
"AC004812.2",1.89774217920262,3.13874990663008,3.00996218816768
"AC004816.1",3.5074946539065,2.37141925922354,1.96743623122384
"AC004817.1",2.12859926296602,1.21977139833905,0.269361449706019
"AC004817.2",0.626400119197636,0.110580609844483,0.448701733486626
"AC004817.3",1.02956601630938,0.0880704664973157,1.7341447885251
"AC004817.4",2.01773569260997,2.90431172815118,2.28086659867498
"AC004825.2",3.5603604748893,2.8018336240757,2.29994759681191
"AC004832.6",0.0332412299741174,0.246118222678248,0.287607897008715
"AC004836.1",3.20687222353179,3.28087641367127,2.75861321714371
"AC004839.1",1.51750726714224,1.33636396655209,1.90680079132868
"AC004840.2",0.38690955570838,0.0797799481935914,0.553447631466896
"AC004847.1",0.521630189086179,0.400146517541454,1.11434959408432
"AC004854.1",0.348733585318806,0.250410852439691,0.583736381855557
"AC004854.2",3.2702237237842,1.6704469441944,1.70487681207591
"AC004865.2",3.62545406844889,2.25631275191254,3.19732088042134
"AC004888.1",0.79367373323502,0.129981289536082,0.0567001992487203
"AC004890.1",2.05176836449649,1.01663528480708,1.26906726451538
"AC004910.1",0,0,2.44057968028009
"AC004918.1",2.77604945300489,2.34289181370695,2.37581502400808
"AC004923.1",1.34327713739656,0.161022293987083,0.29113634376883
"AC004923.4",0.792252216192058,0.102815718239259,0.195548297417643
"AC004925.1",4.86054641319796,3.97967116587613,4.19847188795957
"AC004941.1",1.1404443679975,0.101506585304296,1.05204177827619
"AC004941.2",0.450212790221948,0.0466195646740185,0
"AC004947.2",3.62960621108385,4.06785880664753,2.82139772868118
"AC004948.1",0.474682919193683,1.29045936085566,0.575203298607684
"AC004980.1",3.60224427499199,0.877252330358394,1.00625577670016
"AC004980.2",3.27978453917872,1.29904218018477,1.46028172258616
"AC004982.1",3.06155967105809,2.87954136386924,2.47935038456704
"AC004982.2",1.48744877404223,1.21841337752522,1.56340351848642
"AC004990.1",0.712371910045801,0.112158083875291,0.98744817758639
"AC005000.1",1.47951540057549,0.528264983284227,0.630778600921332
"AC005005.4",0.0146455289230177,0.00446655707364993,1.33336175216235
"AC005013.1",2.58616651836294,0.661778708043222,1.62915459529387
"AC005014.1",1.30299951850177,0.502370174879163,0.29878498068151
"AC005014.2",1.00460330698011,3.47140308901221,1.82652536168736
"AC005020.1",3.18437049434134,0.448462684675454,0.57900590588385
"AC005020.2",0.81177188580224,0.196991762417425,0.307267732334249
"AC005034.4",0.123576543976078,1.5534878289054,1.91105050815636
"AC005037.1",1.01547936738969,0.246295141116516,0.689180902299144
"AC005040.1",0.887224595411876,0.0600102417323122,0.0267927464693359
"AC005041.1",2.61517448793529,1.65423993286412,1.81067686483177
"AC005076.1",2.29981201519496,2.43439966358958,2.19208765329848
"AC005077.4",0.497758776450224,0.644136906228158,1.24651746091741
"AC005082.1",1.48807494232185,0.862465019575432,1.50601449933631
"AC005150.1",0.0943999880370616,0.257111010971613,0.14127729727217
"AC005154.1",3.66184234168094,2.09162624687095,2.65613061950261
"AC005154.6",1.02792333294228,0.792098558807965,1.00410962719823
"AC005156.1",0.845463347844325,0.106705156363661,0.312761685722011
"AC005162.3",1.97448328546009,0.198736252352737,0.407998194704778
"AC005180.1",0.408668271829558,0.132753689395703,0.278143108152278
"AC005180.2",0.22711632390704,0.603193306537547,0.760477894865676
"AC005224.1",2.40305924631258,0.962011468421608,1.28508357617998
"AC005225.2",2.45789861600481,0.238471094572658,0.709230854259533
"AC005225.4",3.36094732069927,3.74586139045106,3.76982396136413
"AC005229.2",0.41964144863014,0.0251453711706748,0
"AC005229.4",0.779649893897734,1.98511381726269,2.2337220541197
"AC005252.3",0.495458000043482,0.241518879907108,0.359258645353591
"AC005258.1",1.30230065248567,0.595786082440706,1.00169616563628
"AC005261.1",6.20213898546416,6.00478122997412,5.92132689855551
"AC005261.2",0.126600097172376,0.386840651128028,0.385718843499132
"AC005261.3",4.08302960018497,4.04316767363659,3.8320432530855
"AC005261.5",5.30507691074994,1.47054456953159,2.36156392734475
"AC005262.1",0,0.0412919688575455,0.114005891662989
"AC005280.1",0.76234489584761,0.165775871381544,0.181725077959821
"AC005288.1",0.736738555546927,0.352542932522059,0.283466789604974
"AC005296.1",0.287822636247803,0.070812456143483,0.193060620299104
"AC005329.1",1.59027184125177,0.777322846622942,1.24398116443872
"AC005330.1",4.53551816266537,4.07837307840872,4.10805775202669
"AC005332.1",3.56317682021007,2.14190248768923,3.74379550176481
"AC005332.2",2.94408919198659,0.823692246244329,2.13229280712094
"AC005332.3",2.47627357240057,2.03119572901051,2.34902353066742
"AC005332.5",5.08527031303868,4.70465857510916,5.73724168444502
"AC005332.8",3.31929839587214,2.64126450384181,2.66441474936349
"AC005336.1",2.23587127279848,2.15774420603597,3.12522022999411
"AC005336.2",0.732708534638439,0.142604199507251,0.292031293741387
"AC005336.3",0.357543484936504,0.304746919003123,0.560474985032371
"AC005342.2",0.56510094481239,0.248673312435139,0.654073860796519
"AC005355.2",0.283844671187568,0.812900687774665,0.792075977272395
"AC005363.2",2.39480587350339,1.0582183559388,1.96501075206318
"AC005377.1",0.471342075882051,0.177919296620952,0.269475688548216
"AC005387.1",0.604384083232243,0.017050588817485,0.085310998688881
"AC005392.2",0.751400626830971,0.119777973701091,0.348335780385
"AC005392.3",0.438606384247304,0.22981341153981,0.117665765448169
"AC005393.1",4.69133348587903,3.80991911681678,3.80962462254344
"AC005410.1",1.09911398740062,0.303311616480937,1.92907894468298
"AC005412.1",2.74396957805122,0.839613189753875,0.869130346490921
"AC005476.2",1.11053063820788,0.50015699470767,1.20923201359717
"AC005479.1",1.83444338268508,0.511221679740711,1.98420753373935
"AC005479.2",3.40013391929724,0.845835603473474,2.4645301918727
"AC005487.1",0.718435142109833,0.119179223705728,0.371610485998437
"AC005498.1",1.11057422187958,2.22191653814158,1.6362974185848
"AC005498.2",1.82561412043236,0.957024359475082,0.950347947545316
"AC005498.3",2.47075851343634,0.826202432758924,1.09984439241779
"AC005520.2",0.540020008218974,0.354610926509834,0.76232058182381
"AC005520.4",0,0.00938578509617322,0.352076939362696
"AC005523.1",0.328853886093498,0.307240683880928,0.511189712116217
"AC005531.1",0.049291221476687,0.00822534740224657,2.0134875922807
"AC005532.1",1.79967431194351,0.374705179061331,0.862254224283007
"AC005552.1",0.525452253872274,0.116592070311743,0.372727500499623
"AC005578.1",0.40119847171762,0.180380395506576,0.592968687355757
"AC005586.2",0.595968372367833,0.323746439142568,1.08534915599342
"AC005592.1",0.655027243039577,0.560762786457915,0.273424001640783
"AC005593.1",2.25901628421442,0.647054725438887,1.31208973349715
"AC005597.1",1.08147950117952,0.0930203153213027,0.189828636693785
"AC005614.1",1.3476126963279,0.257054541293077,0.496690340209639
"AC005614.2",1.35817826554063,0.493191009934498,0.777307870979709
"AC005618.1",3.64370903266625,1.84501881878118,2.51783950832682
"AC005670.1",1.35946899151885,0.868290553760146,0.691101813318313
"AC005674.2",2.53667071629202,1.59479525310131,2.22040640509972
"AC005682.1",0.714165768714355,0.108598606725028,0.495441176233588
"AC005695.3",1.09825444360659,0.467009592678932,0.991067303609115
"AC005696.1",3.12939469340761,1.55791125867417,2.6319515337079
"AC005696.3",2.8867103292281,1.16438706992577,1.46242302662227
"AC005696.4",4.722138686154,4.72135520838653,3.86474700691562
"AC005697.1",1.04684339906567,0.187845569574283,0.186342274110145
"AC005703.4",0.999646857883725,0.262049936568099,0.304318403974785
"AC005703.5",0.261691398047611,0.0566002823971176,1.81794734506674
"AC005722.2",0.635328130363977,0.629240773089667,1.22859820217436
"AC005730.2",2.87877742843193,2.88209042892748,2.04575264508635
"AC005736.1",1.4160011819301,0.481557166090199,1.41819210521679
"AC005740.1",0.801058131959251,1.84083255166588,1.93770289178851
"AC005740.2",0.85894512133138,0.142814404282196,0.511155062128352
"AC005753.1",1.79465235606324,0.971751375898816,1.16278259957583
"AC005776.1",3.99358104394189,1.04472397044629,2.77091665695233
"AC005776.2",2.89318131541431,1.37422515300557,2.83627375768417
"AC005777.1",0.925964357142035,0.458504194263496,0.10453212942805
"AC005785.1",0.493551027678093,0.00291544591157591,0.0307768553168542
"AC005796.1",0.347491253287701,0.233419975986014,0.189621284444986
"AC005798.1",0.722489250333729,0.0477786092875936,0.183996756158189
"AC005822.1",2.41011919812888,0.537805222002331,0.578252630373132
"AC005823.1",1.25340118372831,0.0517625712344058,0.132686250439974
"AC005828.4",2.33391718673908,0.296887146344332,0.627691471542823
"AC005828.5",1.05270340695929,1.11853715609201,0.590215868773219
"AC005829.1",1.33977878947246,0.729777785971825,1.25274888841155
"AC005829.2",0.469455253461808,0.897177043125411,0.994049077681308
"AC005833.2",0.641420428334779,0.576080686509817,0.350184893603147
"AC005837.1",1.26193392324917,0.413491482755894,0.55053732433671
"AC005840.1",0.340429498024573,0.0800955563153403,0.63095279402282
"AC005840.2",0.635761119961094,0.626224314680956,1.64289627861954
"AC005840.3",0.390145610832443,0.127190262141681,0.203681627880097
"AC005845.1",0.389793505804425,0.206340397753642,0.520757475379907
"AC005865.2",1.49635703422641,0.825761004727067,0.214754760785658
"AC005871.1",1.31030808058833,0.213145964692975,0.342541538854807
"AC005899.5",3.09046969680251,0.566260749747766,2.88061765453377
"AC005899.6",2.21236065397709,2.85293421323939,4.0259467656974
"AC005899.7",3.54651453817249,2.3584699248058,3.25093216808412
"AC005899.8",3.01079075555574,0.96550515372387,2.51517677304086
"AC005906.2",2.40338245341857,0.591595738186426,0.160881005085243
"AC005920.1",0.291171740596634,0.212162902865499,0.548567020338998
"AC005920.4",0.648541698019,1.90373959314558,1.24173171545706
"AC005921.1",0,0.101908603121961,0.0603131193461883
"AC005943.1",0.497334946482878,0.524007194406098,0.484926311852309
"AC005951.1",0.497443337208141,0.160827356940607,0
"AC005972.2",2.66671726487353,0.389179839138974,0.0803894133051858
"AC005972.3",0.919331684564349,0.281575589696751,0.485112670971977
"AC005999.1",1.23573272878357,0.0474086004985967,0.344729620649315
"AC006001.3",2.84320853435429,1.06803116719598,1.73233701930651
"AC006011.2",2.080779213619,0.343467250134811,0.744480084179287
"AC006012.1",0.611909578937304,1.0422010884355,1.4963384166533
"AC006020.1",2.42490358717878,0.273901197697258,1.32313930699947
"AC006023.1",1.61977552254768,0.48396472778184,0.36186883297913
"AC006023.2",1.62555745242041,1.67629617884457,1.50306804713814
"AC006026.2",0.119607806121698,0.0093066190589842,0.43711046498601
"AC006030.1",0.891973510864144,0.251962083874659,0.412896788577236
"AC006033.1",0,0.186383751962058,0.167602123346817
"AC006033.2",1.72857474394554,0.195735084896252,0.511762912202078
"AC006041.1",1.2317669875783,0.352456910587645,0.117872612890775
"AC006058.1",5.21861891476209,5.18985494883666,3.66022141356396
"AC006058.2",1.66183332334891,0.935485196174887,0.438730716735224
"AC006058.3",1.53518339552534,2.35130698406788,1.09750149122957
"AC006058.4",4.4630173188335,3.0943643766371,3.11107849822547
"AC006059.1",1.8302755620849,0.539756914795478,1.04796906554802
"AC006064.3",2.77795874099323,1.12767098975033,1.81446124035327
"AC006065.1",1.44106625952695,1.0481392919074,0.226296021236394
"AC006077.1",0.286798671647626,0.0765569511607542,0.0477354827935392
"AC006115.1",1.25337265103263,0.178061232925516,0.64994094445786
"AC006144.1",0.88273236821903,0.196509575102528,0.792983987583336
"AC006148.1",2.11972294715612,0.423629170149419,0.264280948456617
"AC006157.1",0.0592995169867615,2.47767979599148,0
"AC006160.2",0.161207728511342,0.0524217299509795,0.155467869833417
"AC006213.1",1.33917782245479,0.631869155783482,0.766919158088747
"AC006213.2",1.97941343746968,0.312049774039429,0.808683002536638
"AC006213.3",2.40103876398536,0.73023496512329,1.06235505095804
"AC006238.1",0.326708232539522,0.605732857250671,1.94013589710611
"AC006252.1",1.11365218412764,0.440542194560684,1.35076823126243
"AC006262.1",2.19987732651751,1.64984408960702,1.77116232149435
"AC006273.1",0.301026785433361,0.283768766463307,3.29883165856176
"AC006277.1",3.54149895709459,1.78151628299795,1.82397079485709
"AC006329.1",1.43180709642748,1.22924329478136,1.04154443817997
"AC006329.2",1.38770340070512,0.541026652425576,0.736756158686578
"AC006333.2",3.18144578681972,3.45662464863269,3.5683378748401
"AC006357.1",0.190061340539612,0.0577337847874569,0.0641541481561395
"AC006372.4",0.529431608341152,0.276273500207171,0.476021858577868
"AC006378.2",0.713869270776936,1.68508610964032,1.89240898361888
"AC006390.1",0.549505081415886,0.0928528308875092,0
"AC006445.2",0.236274659494461,0.200554487884232,0.604931706503568
"AC006449.2",0.132299024136414,0.117190782730418,1.25575498689982
"AC006449.5",1.70317040527279,2.22516330058436,1.17576896304203
"AC006449.6",0.553564368512592,1.88159349284672,1.87710331241813
"AC006453.2",1.55431559848048,0.44612500596754,0.436854796570041
"AC006460.2",2.1585664049687,0.751345665019766,1.18395724475345
"AC006466.1",3.75922970897006,1.87942885583885,2.25767208432222
"AC006480.2",4.14607485038941,2.34593074979689,3.54951935008492
"AC006499.8",0,0.0405712568599837,0
"AC006511.1",1.64561846417971,0.773734741842448,0.609108691551082
"AC006511.4",0.952286265953039,0.232223769754057,0.250776423100196
"AC006530.1",0.862919253286765,0.0161375908909745,0.0989309968598748
"AC006538.2",1.50934558816683,0.935101041301645,0.999372764929192
"AC006547.1",2.84063012160836,2.27158484314514,2.74363469708987
"AC006548.1",0,0.0914284352618674,0
"AC006557.5",2.42728303021257,1.13981264114715,0.416869603428595
"AC006557.6",6.64561325340225,4.98819384013724,4.60653866509711
"AC006581.2",0.918482080883243,0.19055771914229,0.321471523445605
"AC006924.1",1.02098627012088,0.0518210849746276,0.0611863276876692
"AC006927.3",0.37175462760733,0.0900749319022525,0.0949502532844296
"AC006946.2",2.44519952282881,2.24188670239364,2.49740538106395
"AC006946.3",3.34892168137631,2.11765509258648,2.3039625407579
"AC006960.1",3.11649805919325,0.385048488757024,0.606387072421793
"AC006960.3",1.17252758879248,1.36656954342167,2.23149052997902
"AC006963.1",0.0962623513272002,0.990150450052245,0.930211960999632
"AC006967.3",0.0671656016138076,0.00605373290843404,0.717693237535492
"AC006970.2",2.67838230821792,0.455323931211101,0.823012103522614
"AC006978.2",3.05930492293803,1.71780833207121,1.98915063328775
"AC006987.1",0,0,0.674353992033058
"AC006987.2",0,0,0.805092334027634
"AC006994.2",0.908782769499217,0.234135118374966,0.716189965523076
"AC007000.3",1.16723617231448,0.383369782821855,0.472373090993796
"AC007029.1",0.981372267854232,0.989090754979943,1.06032151977292
"AC007036.1",1.2503210363667,0.692688751109215,1.21699655822865
"AC007040.2",0.918226803150793,0.422644476887833,0.311728863771335
"AC007064.2",2.11477455853676,0.192633305378589,0.294946372332702
"AC007066.2",3.32886733609451,2.72237205930878,2.70181423729162
"AC007106.1",0.159188736312909,0.170671608533578,1.30679677061216
"AC007114.1",1.27417713520722,0.772947506015606,1.53869257774103
"AC007115.1",0.158274447449674,0.0193302692661596,0
"AC007159.1",0,0.00014719680864113,0.507669162035533
"AC007215.1",0.403190477899608,0.041040409364918,0.449758094786631
"AC007216.4",1.27907493612384,0.414609468959351,1.0743870760753
"AC007218.1",1.42911284028794,0.385080638400182,1.01319417754324
"AC007220.1",1.46464760142491,0.839982993070505,1.42189460030692
"AC007221.1",0.958205878324989,0.139606741001411,0.329597778506776
"AC007221.2",0.984616746068081,0.126662269982726,0.531476354381117
"AC007224.2",0.895947408151595,0.453104877334406,2.10499603277575
"AC007225.1",0.940948192471824,0.261454102270019,0.218449488000734
"AC007249.1",0.592821015062854,0.423553493576493,0.665601589839485
"AC007249.2",1.40301026352687,1.13184221207961,1.54611557689059
"AC007250.1",0,0.469908238016429,0.802323216716195
"AC007262.2",0.76527500988364,0.0512145244150263,0.0791445946747948
"AC007272.1",0.252795546775451,0.0578083969061676,1.02883157199505
"AC007285.1",0.964004593175032,0.22962706016208,0.506393759523077
"AC007318.1",0.47855054179675,1.57342001317595,0.394383465141091
"AC007318.2",4.77477344465457,1.98264816216805,2.18346825919036
"AC007325.2",0.995149331689352,2.3730472579409,1.66897576496597
"AC007325.4",2.79120002519829,2.7997601420656,1.40405343894599
"AC007326.3",2.67208920017327,1.4975546655097,0.868941062035186
"AC007342.4",2.00594508854479,0.282749396738418,0.666608366576362
