"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  "
"","1st Qu.: 0.01277  ","1st Qu.: 0.0000  ","1st Qu.: 0.0117  ","1st Qu.: 0.005211  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 1.375  ","1st Qu.: 1.400  ","1st Qu.: 0.3098  ","1st Qu.: 0.2925  ","1st Qu.: 3.070  ","1st Qu.: 3.016  ","1st Qu.: 3.262  ","1st Qu.: 0.000  ","1st Qu.: 0.06657  ","1st Qu.: 0.2129  ","1st Qu.: 0.2634  ","1st Qu.: 0.3231  ","1st Qu.: 0.0000  ","1st Qu.: 0.008956  ","1st Qu.: 0.0428  ","1st Qu.: 0.01482  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.3829  ","1st Qu.: 0.09093  "
"","Median : 0.42207  ","Median : 0.3963  ","Median : 0.4106  ","Median : 0.342933  ","Median : 0.1696  ","Median : 0.1821  ","Median : 0.1812  ","Median : 0.2157  ","Median : 0.2223  ","Median : 0.2289  ","Median : 4.192  ","Median : 4.200  ","Median : 2.2773  ","Median : 2.7248  ","Median : 5.032  ","Median : 5.023  ","Median : 5.099  ","Median : 1.366  ","Median : 1.21410  ","Median : 1.3431  ","Median : 1.1654  ","Median : 1.2169  ","Median : 0.3107  ","Median : 0.496002  ","Median : 0.5536  ","Median : 0.66042  ","Median : 0.3648  ","Median : 0.3286  ","Median : 2.3810  ","Median : 1.56314  "
"","Mean   : 2.04523  ","Mean   : 2.0458  ","Mean   : 1.8083  ","Mean   : 1.785808  ","Mean   : 1.7552  ","Mean   : 1.7248  ","Mean   : 1.7522  ","Mean   : 1.7903  ","Mean   : 1.7594  ","Mean   : 1.7853  ","Mean   : 4.364  ","Mean   : 4.315  ","Mean   : 3.1493  ","Mean   : 3.3733  ","Mean   : 5.177  ","Mean   : 5.159  ","Mean   : 5.285  ","Mean   : 2.801  ","Mean   : 2.65735  ","Mean   : 2.7301  ","Mean   : 2.3937  ","Mean   : 2.4564  ","Mean   : 1.4054  ","Mean   : 1.654608  ","Mean   : 1.8458  ","Mean   : 1.84859  ","Mean   : 1.6442  ","Mean   : 1.6222  ","Mean   : 2.8583  ","Mean   : 2.44135  "
"","3rd Qu.: 3.30526  ","3rd Qu.: 3.1163  ","3rd Qu.: 2.8216  ","3rd Qu.: 2.705891  ","3rd Qu.: 2.7515  ","3rd Qu.: 2.6381  ","3rd Qu.: 2.7075  ","3rd Qu.: 2.7769  ","3rd Qu.: 2.6771  ","3rd Qu.: 2.8050  ","3rd Qu.: 6.587  ","3rd Qu.: 6.632  ","3rd Qu.: 5.0013  ","3rd Qu.: 5.4599  ","3rd Qu.: 7.148  ","3rd Qu.: 7.205  ","3rd Qu.: 7.165  ","3rd Qu.: 4.967  ","3rd Qu.: 4.66689  ","3rd Qu.: 4.6135  ","3rd Qu.: 4.0372  ","3rd Qu.: 4.0434  ","3rd Qu.: 1.6406  ","3rd Qu.: 2.304946  ","3rd Qu.: 2.7479  ","3rd Qu.: 2.78957  ","3rd Qu.: 2.3138  ","3rd Qu.: 2.2820  ","3rd Qu.: 4.4294  ","3rd Qu.: 3.79875  "
"","Max.   :15.11349  ","Max.   :15.1148  ","Max.   :14.3585  ","Max.   :14.308667  ","Max.   :15.2698  ","Max.   :14.9113  ","Max.   :15.8697  ","Max.   :15.9780  ","Max.   :15.3599  ","Max.   :15.9300  ","Max.   :15.756  ","Max.   :16.183  ","Max.   :17.1042  ","Max.   :16.8366  ","Max.   :16.060  ","Max.   :15.933  ","Max.   :15.959  ","Max.   :14.872  ","Max.   :15.67661  ","Max.   :15.6762  ","Max.   :17.1936  ","Max.   :16.9282  ","Max.   :15.2345  ","Max.   :15.026647  ","Max.   :13.8167  ","Max.   :14.35259  ","Max.   :14.3480  ","Max.   :13.3711  ","Max.   :14.6400  ","Max.   :13.98905  "
