"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  "
"","1st Qu.: 0.1811  ","1st Qu.: 0.2046  ","1st Qu.: 0.09283  ","1st Qu.: 0.08138  ","1st Qu.: 0.000  ","1st Qu.: 0.000  ","1st Qu.: 0.000  ","1st Qu.: 0.06147  ","1st Qu.: 0.09897  ","1st Qu.: 0.1661  ","1st Qu.: 4.446  ","1st Qu.: 4.398  ","1st Qu.: 2.552  ","1st Qu.: 3.120  ","1st Qu.: 5.325  ","1st Qu.: 5.424  ","1st Qu.: 5.394  ","1st Qu.: 0.8173  ","1st Qu.: 0.8413  ","1st Qu.: 0.8229  ","1st Qu.: 0.7022  ","1st Qu.: 0.7396  ","1st Qu.: 0.1817  ","1st Qu.: 0.3505  ","1st Qu.: 0.2841  ","1st Qu.: 0.3106  ","1st Qu.: 0.2008  ","1st Qu.: 0.1629  ","1st Qu.: 2.331  ","1st Qu.: 1.315  "
"","Median : 1.6084  ","Median : 1.6963  ","Median : 1.30486  ","Median : 1.18622  ","Median : 1.306  ","Median : 1.031  ","Median : 1.094  ","Median : 1.26520  ","Median : 1.25697  ","Median : 1.4844  ","Median : 6.208  ","Median : 6.293  ","Median : 4.522  ","Median : 4.960  ","Median : 6.687  ","Median : 6.818  ","Median : 6.715  ","Median : 2.9849  ","Median : 2.7045  ","Median : 2.7404  ","Median : 2.2589  ","Median : 2.4035  ","Median : 0.9125  ","Median : 1.4328  ","Median : 1.6155  ","Median : 1.6812  ","Median : 1.1366  ","Median : 1.0690  ","Median : 3.691  ","Median : 3.041  "
"","Mean   : 2.8083  ","Mean   : 2.7904  ","Mean   : 2.52466  ","Mean   : 2.49019  ","Mean   : 2.410  ","Mean   : 2.271  ","Mean   : 2.417  ","Mean   : 2.46379  ","Mean   : 2.40380  ","Mean   : 2.4800  ","Mean   : 6.313  ","Mean   : 6.267  ","Mean   : 4.872  ","Mean   : 5.189  ","Mean   : 6.969  ","Mean   : 7.007  ","Mean   : 7.000  ","Mean   : 3.5606  ","Mean   : 3.3315  ","Mean   : 3.3633  ","Mean   : 2.9542  ","Mean   : 3.0121  ","Mean   : 1.8349  ","Mean   : 2.2041  ","Mean   : 2.5229  ","Mean   : 2.4794  ","Mean   : 2.1399  ","Mean   : 2.1311  ","Mean   : 3.977  ","Mean   : 3.397  "
"","3rd Qu.: 4.4995  ","3rd Qu.: 4.5901  ","3rd Qu.: 4.11022  ","3rd Qu.: 4.06356  ","3rd Qu.: 3.738  ","3rd Qu.: 3.530  ","3rd Qu.: 3.873  ","3rd Qu.: 3.97159  ","3rd Qu.: 3.86748  ","3rd Qu.: 3.8974  ","3rd Qu.: 8.340  ","3rd Qu.: 8.059  ","3rd Qu.: 6.644  ","3rd Qu.: 7.007  ","3rd Qu.: 8.641  ","3rd Qu.: 8.641  ","3rd Qu.: 8.567  ","3rd Qu.: 5.4286  ","3rd Qu.: 5.0761  ","3rd Qu.: 5.1380  ","3rd Qu.: 4.4766  ","3rd Qu.: 4.6255  ","3rd Qu.: 2.7156  ","3rd Qu.: 3.3307  ","3rd Qu.: 3.7997  ","3rd Qu.: 3.7928  ","3rd Qu.: 3.3841  ","3rd Qu.: 3.4199  ","3rd Qu.: 5.493  ","3rd Qu.: 5.024  "
"","Max.   :15.1135  ","Max.   :15.1148  ","Max.   :14.35851  ","Max.   :14.30867  ","Max.   :14.155  ","Max.   :13.901  ","Max.   :14.199  ","Max.   :14.29447  ","Max.   :14.02096  ","Max.   :14.1887  ","Max.   :15.756  ","Max.   :16.183  ","Max.   :17.104  ","Max.   :16.837  ","Max.   :16.060  ","Max.   :15.933  ","Max.   :15.959  ","Max.   :13.0276  ","Max.   :13.0962  ","Max.   :13.0693  ","Max.   :12.3332  ","Max.   :12.0637  ","Max.   :11.4297  ","Max.   :11.1649  ","Max.   :12.3494  ","Max.   :12.4828  ","Max.   :10.7213  ","Max.   :10.5917  ","Max.   :12.543  ","Max.   :12.010  "
