"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  "
"","1st Qu.: 0.1631  ","1st Qu.: 0.1364  ","1st Qu.: 0.0841  ","1st Qu.: 0.07834  ","1st Qu.: 0.000  ","1st Qu.: 0.000  ","1st Qu.: 0.000  ","1st Qu.: 0.05339  ","1st Qu.: 0.09828  ","1st Qu.: 0.1644  ","1st Qu.: 4.434  ","1st Qu.: 4.387  ","1st Qu.: 2.582  ","1st Qu.: 3.121  ","1st Qu.: 5.234  ","1st Qu.: 5.281  ","1st Qu.: 5.328  ","1st Qu.: 0.7932  ","1st Qu.: 0.7969  ","1st Qu.: 0.790  ","1st Qu.: 0.6977  ","1st Qu.: 0.7276  ","1st Qu.: 0.1733  ","1st Qu.: 0.322  ","1st Qu.: 0.2719  ","1st Qu.: 0.3145  ","1st Qu.: 0.1728  ","1st Qu.: 0.1576  ","1st Qu.: 2.236  ","1st Qu.: 1.269  "
"","Median : 1.5095  ","Median : 1.5049  ","Median : 1.1505  ","Median : 1.08929  ","Median : 1.278  ","Median : 1.031  ","Median : 1.079  ","Median : 1.26209  ","Median : 1.23871  ","Median : 1.4601  ","Median : 6.143  ","Median : 6.251  ","Median : 4.522  ","Median : 4.960  ","Median : 6.642  ","Median : 6.740  ","Median : 6.669  ","Median : 2.8913  ","Median : 2.6267  ","Median : 2.702  ","Median : 2.2435  ","Median : 2.2797  ","Median : 0.8561  ","Median : 1.381  ","Median : 1.5524  ","Median : 1.6326  ","Median : 1.0503  ","Median : 1.0428  ","Median : 3.624  ","Median : 2.981  "
"","Mean   : 2.6840  ","Mean   : 2.6632  ","Mean   : 2.4481  ","Mean   : 2.41494  ","Mean   : 2.524  ","Mean   : 2.382  ","Mean   : 2.530  ","Mean   : 2.57482  ","Mean   : 2.51182  ","Mean   : 2.5909  ","Mean   : 6.265  ","Mean   : 6.217  ","Mean   : 4.865  ","Mean   : 5.190  ","Mean   : 6.886  ","Mean   : 6.921  ","Mean   : 6.916  ","Mean   : 3.5100  ","Mean   : 3.2729  ","Mean   : 3.308  ","Mean   : 2.9201  ","Mean   : 2.9560  ","Mean   : 1.7957  ","Mean   : 2.163  ","Mean   : 2.4489  ","Mean   : 2.4178  ","Mean   : 2.0817  ","Mean   : 2.0904  ","Mean   : 3.925  ","Mean   : 3.346  "
"","3rd Qu.: 4.3637  ","3rd Qu.: 4.1915  ","3rd Qu.: 3.9223  ","3rd Qu.: 4.01767  ","3rd Qu.: 3.922  ","3rd Qu.: 3.674  ","3rd Qu.: 3.927  ","3rd Qu.: 3.97986  ","3rd Qu.: 4.05648  ","3rd Qu.: 4.0217  ","3rd Qu.: 8.319  ","3rd Qu.: 8.045  ","3rd Qu.: 6.633  ","3rd Qu.: 6.988  ","3rd Qu.: 8.580  ","3rd Qu.: 8.593  ","3rd Qu.: 8.485  ","3rd Qu.: 5.4192  ","3rd Qu.: 5.0355  ","3rd Qu.: 5.121  ","3rd Qu.: 4.4243  ","3rd Qu.: 4.5605  ","3rd Qu.: 2.6088  ","3rd Qu.: 3.157  ","3rd Qu.: 3.7206  ","3rd Qu.: 3.7264  ","3rd Qu.: 3.1845  ","3rd Qu.: 3.2823  ","3rd Qu.: 5.442  ","3rd Qu.: 4.978  "
"","Max.   :15.1135  ","Max.   :15.1148  ","Max.   :14.3585  ","Max.   :14.30867  ","Max.   :14.914  ","Max.   :14.718  ","Max.   :14.952  ","Max.   :14.97273  ","Max.   :14.81317  ","Max.   :14.9918  ","Max.   :15.756  ","Max.   :16.183  ","Max.   :17.104  ","Max.   :16.837  ","Max.   :16.060  ","Max.   :15.933  ","Max.   :15.959  ","Max.   :13.0276  ","Max.   :13.0962  ","Max.   :13.069  ","Max.   :12.3332  ","Max.   :12.0637  ","Max.   :11.4297  ","Max.   :11.165  ","Max.   :12.3494  ","Max.   :12.4828  ","Max.   :10.7213  ","Max.   :10.5917  ","Max.   :12.543  ","Max.   :12.010  "
