"","AD","CON","HD","MS","PD"
"A2M",1.4275494207995,3.33584868904117,0.99917739122308,3.49677051305277,10.6033488422249
"A4GALT",1.59152766669908,2.09062689461134,1.38553503125611,2.33074685751072,5.67149378919031
"A4GNT",1.17659759790633,2.26149047242165,0.992777221403655,2.20411777552055,6.26479878702711
"AAAS",1.29037036954563,2.42116744138088,1.14044661235942,2.28739248651232,6.71853161951353
"AADAC",1.13445861403899,1.93780302305907,1.03934428734451,1.13398661855346,4.97205891255425
"AAMP",1.35504424534792,2.91304740873869,1.25437549168252,2.81788488156847,8.10422690125096
"AARS",1.32849502678719,3.4636092945085,0.949624397373596,3.92862246698847,10.0473065642306
"AASDHPPT",1.21849490707926,2.96920911296058,0.966178993128298,3.27662257445797,7.76603360938294
"AASS",1.20844899428234,2.08484812307038,0.798804540871532,2.40420763965853,5.47277386308372
"AATF",1.33301914498762,2.83955946707839,1.06129100001668,3.15896693013848,8.63321857515633
"ABAT",1.10242696013528,2.88503140728029,0.780701199574267,3.10382963477846,8.22854968811477
"ABCA1",1.56715913592181,2.97100309530884,1.06752291931051,3.71833951994604,9.27703107844859
"ABCA3",1.34112909269013,3.12330627828006,1.04965591730658,3.29245669327618,8.81185748358108
"ABCA4",1.13113237505957,2.0523401107684,0.973669032169689,1.96683008596149,5.49437987028145
"ABCA7",1.283828866741,2.22464635036968,1.10855680396058,2.2442486959159,6.30028362936387
"ABCA8",1.29097062418099,2.82865771412236,0.933287116302747,2.8383505485411,9.44978485409077
"ABCB1",1.30379172629599,2.64565996167179,0.898399852120177,3.21313214515845,7.39410965763463
"ABCB11",1.05603188071679,1.92022012645726,0.957906176824056,1.64819322729129,5.0962569714454
"ABCB4",1.21126224088569,2.01468874620101,1.01902384312355,1.47336762889072,5.10967457500798
"ABCB6",1.34711186442459,2.56809544749378,1.11627029413603,2.7614775447863,6.99490938126635
"ABCB7",1.33420999625858,2.59315080733032,1.05220194814239,3.18509650263772,7.45703750539737
"ABCB8",1.22567049235986,2.16884710878282,1.16501870770058,2.28013701784265,5.22890013342107
"ABCB9",1.14000018312119,2.17688399474021,1.07671447571375,1.75608808301236,5.52317796379201
"ABCC1",1.0463071054919,2.10255335440457,0.910865843643936,1.93686948534926,5.81853198251686
"ABCC2",1.17936209822016,2.06745740430443,1.04641616113963,1.80206501920517,5.50875903903246
"ABCC3",1.18347396118296,2.06375021259953,0.97799967172867,2.04392554821973,5.97864374482868
"ABCC4",1.28107828256424,2.21419695478755,1.03037963316782,2.76855025519569,6.56017090693046
"ABCC5",1.28553515237221,3.06377880184907,0.934845965802791,3.22834248979357,9.08785791421848
"ABCC6",1.10723012741926,2.00248415481338,0.980964005807379,1.90846991304931,5.09060893569714
"ABCC8",1.31177307841818,2.81900493597213,1.00150349677947,2.97041965359592,7.0036161380913
"ABCC9",1.16288174851812,2.06858537617689,0.831333875439695,2.55327412796542,5.67729024324847
"ABCD1",1.25328508797244,2.21371487769749,1.24684708488594,1.83275645373741,6.33691854806957
"ABCD3",1.26060081988052,2.77989567062723,0.904324301264117,2.65557505326393,8.24319376735673
"ABCD4",1.21941501381151,2.37505689875616,1.07880315276682,2.42653227688786,6.70808065064464
"ABCE1",1.30813277608049,2.96585982499289,0.942807892028017,3.09092505782068,7.27926524973191
"ABCF1",1.29540611658448,3.11510508019452,0.979825136018735,3.42138067578832,8.79175925893114
"ABCF2",1.15294693254579,2.39537015431178,0.955545429304504,2.5378956185018,6.4887131396141
"ABCG1",1.37147796784298,2.68130037845411,1.05819558395896,2.88456632237522,7.63012845982277
"ABCG2",1.18021260857024,2.80367035705791,0.835248110059485,2.58596346529089,8.433361079175
"ABCG4",1.23154658171485,2.72323549421308,1.16543179075427,2.44884380217921,6.8475597851376
"ABCG5",1.25760572822448,2.06557915700776,1.1330566737021,1.93759559717842,5.02004916660103
"ABHD2",1.15758408154118,2.32749956457695,1.04074759855088,1.88053161432362,6.124024032387
"ABI1",1.12404337361524,2.42229944313722,1.01759393842895,2.30304417455389,6.91598475173427
"ABI2",1.13673467545122,2.73426040484022,0.982279284486779,2.89518817782382,7.22705585765271
"ABL1",1.32787442244411,2.41615683508123,1.22919151771398,1.97973650192224,7.61926402745896
"ABL2",1.1352374344148,2.15871360617764,1.08820091327097,1.94593903373988,5.85292134963369
"ABLIM1",1.2730105963331,2.62136454977908,0.957057376608068,1.94153050093196,8.61260941346386
"ACAA1",1.38063691047628,2.98021841832103,1.12247942439543,3.17380406809964,8.59505376198944
"ACAA2",1.4090713583067,2.7118074034933,1.03155352537261,2.98448540593703,7.62332542004771
"ACACA",1.20449753047811,3.0859983026731,0.886780805770699,3.39530547229466,8.25322622255142
"ACACB",1.42961411460093,2.71543083201309,1.09936231543182,3.12599385287088,7.61881588034298
"ACAD8",1.15033591498817,2.29571901413676,0.895814804646927,2.347286878265,6.57789407448542
"ACADL",1.37801302108555,2.06048468720268,1.03351514904074,2.1307856114293,5.67391528334279
"ACADM",1.26980641695604,2.9901047301059,0.893504408512684,3.5099717597941,8.3089587475831
"ACADSB",1.04337335879012,2.09373575789736,0.813117389077709,2.24063675570119,4.87724960168296
"ACADVL",1.43086390643458,3.32635504795884,0.940492001660592,3.71847017323903,10.6397537164693
"ACAT1",1.2020233152236,3.25849013233852,0.77890905715118,3.62640776429914,9.91873651262362
"ACBD3",1.25072083444347,3.07557265433515,0.930708055268563,3.41448827551223,8.5166670472903
"ACE2",1.23742097090307,2.0309313910834,1.08469650394432,2.02376029281046,4.85556908496054
"ACHE",1.2208827851593,2.33809837383486,1.30063005959714,1.92121249947689,5.66183656428253
"ACLY",1.12525560785451,3.14417811439598,0.744347673065061,3.31902397881822,8.91483747113648
"ACO1",1.38501570483156,3.04172518056172,1.0345050268026,3.44716781167648,9.03877063165098
"ACO2",1.20375932135277,3.02462471463446,0.893714140794254,3.15637439728552,8.70897115691442
"ACOT7",1.1489258918894,3.36535208427908,0.974871699333016,3.27016404319037,8.58101591813385
"ACOT8",1.19446135051398,2.73342233995289,1.0709484129168,2.77063231101347,7.50358517226501
"ACOT9",1.27696749374744,2.51675327445169,0.962749878222687,2.61550056718221,7.00501800021282
"ACOX1",1.2106334739676,2.35949892096159,0.92011881002749,2.5723368700744,6.38378091881293
"ACOX2",1.40016664057501,2.37639510316318,1.06477117679344,2.64351837863571,6.72974538066824
"ACOX3",1.18001111196071,2.47297636378481,0.952552418446575,2.74980384429147,6.77690518889058
"ACP1",1.15871680131301,3.10043718632798,0.8945917996215,3.20942830678946,8.00609751460142
"ACP2",1.14544620910516,2.85992315787661,0.939232976045111,2.81073954102331,7.18754652257535
"ACP5",1.25071727139331,1.9659801858012,1.05504400062665,1.61096436705461,5.31386847398421
"ACP6",1.27703250548732,2.56384251454658,0.966620212021195,2.67006772082867,7.5263649144371
"ACPP",1.1373723223466,1.94500787459359,1.0415756058279,1.80630738751077,5.41661942566854
"ACR",1.17725513073943,2.2382020515101,1.08975543014127,2.01196735494802,5.78666136228859
