"","AD","CON","HD","MS","PD"
"ACRV1",1.11079737028524,2.509664332478,0.95937544226203,2.63716203121915,6.55221819860292
"ACSBG1",1.65809455840871,2.98451674226732,1.09045274506879,3.49859783776711,8.8200400722438
"ACSL1",1.22902426173046,2.72001527485407,0.734470754058775,2.90547055733074,8.89847352322849
"ACSL3",1.12657016428249,2.82908268546106,0.752576735254844,3.03046528304095,7.75756744129997
"ACSL4",1.26025571521196,2.73515573318786,1.05587528716087,3.44464250972064,6.752682922786
"ACSL5",1.30829887073796,1.98447346775091,1.01538583004097,1.69659344899531,5.95439544121888
"ACSM3",1.12586600200795,1.92338814422551,0.962538509440377,1.48201315657944,5.13013765612513
"ACTA2",1.58158015190587,3.2491065385029,1.37516643286413,3.18561856542496,9.53081159653878
"ACTB",1.46431675857408,3.69074194054387,1.28965330069461,3.90898772758469,10.4497224193817
"ACTG2",1.34583520706076,2.38108257343496,1.21566643771064,2.37289510028822,6.91372411316963
"ACTL6A",1.40638066158167,2.39574196854569,1.03911822484189,3.13206933633137,7.17201760259439
"ACTL6B",1.23387673584575,2.67115006565121,1.13994593899407,3.07712380958899,5.49389725885912
"ACTL7A",1.11961458141165,2.02371395679834,1.02462576741117,1.88868385787604,5.32110794334698
"ACTN1",1.31188949449116,2.70408913692865,0.951021138414155,3.37202811428308,7.48960243513987
"ACTN2",0.835594873181996,2.44880037350891,0.59934585392205,2.95579864802423,6.55154023760618
"ACTN3",1.15892586646827,2.18362615086869,1.02539454168684,1.99828565913505,5.72511944283052
"ACTN4",1.42896860823924,2.96212808685967,1.21741268943306,3.08678341781759,8.51045850783598
"ACTR1A",1.31401115384016,3.16367025213872,0.915617036627612,3.49943087531597,8.5671654553906
"ACTR1B",1.22047106007662,3.08539407889159,0.965001071305322,3.06328146361114,8.68347418624198
"ACTR2",1.06745856556089,3.17730696562217,0.579477521800843,4.0572782756079,8.41293236594653
"ACTR3",1.19798249283859,3.00742148797026,0.850991917989678,3.21177941942341,8.61465705056332
"ACTR3B",0.863290817446953,2.41378331762899,0.923366564628429,2.16599475042107,5.89462036875163
"ACVR1",1.33492771267438,2.72316488888085,0.96532507266482,3.22078099585869,7.64032808356091
"ACVR1B",1.34233473168434,2.71830354453208,0.999829512217619,3.43987301872063,6.54900021777153
"ACVR2A",1.11040590025041,2.59318797565669,0.926336331686459,2.61170617996811,7.15155597710484
"ACVR2B",1.30838112495584,2.48955998017573,1.19090547545219,2.50636390858284,7.18885780370235
"ACVRL1",1.34392981297076,2.384409941551,1.23390569156518,2.27144757154992,6.9169535408229
"ACYP1",1.22379482647884,2.7923275313301,0.997854456299902,3.00919194153654,7.69830506547287
"ACYP2",1.17928290092635,2.68291953274733,1.16146949061127,2.2501870533172,7.36470855403505
"ADA",1.27178107953673,2.38563741340572,0.976584583190008,2.46614824663615,6.79123328918623
"ADAM10",1.19050912920653,2.46012016917745,0.813461437426159,2.75557382770814,6.78737216103537
"ADAM11",1.26700300157388,2.70096612070647,1.09847403438143,2.94508091410735,6.22159878746956
"ADAM12",1.12995886392398,1.94806204755278,0.759209042146539,1.99712288297013,6.12780360427121
"ADAM15",1.48041060658063,2.75693140618345,1.02690775462546,3.3692908387379,7.06777139523177
"ADAM17",1.17392545361972,2.2869146900663,0.95323170625539,2.59485058445716,5.99141970594317
"ADAM18",1.32666441972618,2.48203756465888,1.0981479650941,2.72124101363521,6.18940717008724
"ADAM19",1.13832541027923,2.07723856105576,1.08444744072714,1.65795890301257,5.66651430690741
"ADAM2",1.21734368550825,1.97870973866522,1.04110491545888,1.90210146265695,4.7670491870454
"ADAM20",1.1497624429578,2.12803349581319,1.0936130412553,1.983748481073,5.67644478029602
"ADAM21",1.19696531050715,2.33192382099137,1.09043868552093,2.0739544092461,6.18156900660189
"ADAM22",1.16691283188069,2.61583988732499,0.966583404685875,2.82630401394391,6.76407010825166
"ADAM23",1.19210977223918,2.88515487758913,0.986470317808174,3.10846728885087,7.2525358021583
"ADAM28",1.14876645153583,2.09069601225724,0.998305122515262,2.20717898852845,5.7833531375098
"ADAM30",1.15096956456963,2.25790609942183,1.01199622568001,2.04297526649621,6.2429398747309
"ADAM8",1.19328432299899,2.05691489318211,1.09636164147652,1.98128533453115,5.61442531066509
"ADAM9",1.16465237883686,2.40644366798604,0.900693485182522,2.623160953886,6.35725294231899
"ADAMDEC1",1.05442604358105,1.91166121032202,0.956542648165265,1.91793794928066,5.08435891015514
"ADAMTS1",1.39850849416803,2.6097653385643,0.848940165174377,3.19814361089285,8.01470730290968
"ADAMTS12",1.23302641604611,2.19374753416773,1.15617549049535,1.74510317141449,5.74621052440378
"ADAMTS13",1.26138348085267,2.20610629843444,1.13821914070611,1.88596807550473,6.13284403141441
"ADAMTS2",1.23833112813584,2.0221920339199,1.22746555112908,1.99298001141255,5.11216766595129
"ADAMTS6",1.17521203100787,2.12604115153076,1.08567369889354,2.03572613466769,5.41891967982637
"ADAMTS8",1.27812526115703,2.64709090907546,1.04406330243968,3.08713900881759,5.98777801242882
"ADAMTS9",1.27524291454606,2.54966184127112,1.07887579103465,2.54344713425489,7.29197075857287
"ADAR",1.35121036873485,3.51121291751084,0.975954442825945,3.79510755685869,10.447455267198
"ADARB1",1.21195608026608,2.34396781025596,1.09878862509787,1.96301471526862,6.17076294034854
"ADARB2",1.3569320037008,2.48978049378504,0.986729820136123,2.60343086065035,7.59960965001965
"ADAT1",1.11366905754717,2.51024616543024,0.782772337508673,2.62358264705896,6.95360903825443
"ADCY3",1.41838752319817,3.14019696071722,1.02353994025814,3.64979755323929,9.00396854787497
"ADCY6",1.4042326827213,2.80357827066793,1.20372468633601,2.78389635950713,7.39504990895811
"ADCY7",1.14762431243265,2.23099279210918,1.06340108458025,2.48297219310228,6.36056220435648
"ADCY8",1.28868586451492,2.6030930193619,1.02261690969798,3.33766797529998,6.94446266410529
"ADCY9",1.29850326578482,2.56293483643189,1.08796852279259,2.80510682204029,7.06438952664542
"ADCYAP1",0.81460135205768,2.87201827496052,0.917867869994715,2.87224634210909,6.4431751894429
"ADCYAP1R1",1.07838409082278,1.9454784596378,1.00748395736052,1.62850289564464,4.89916420625418
"ADD1",1.51857489043899,3.41930887593592,1.0647260028654,3.97600402763508,9.39472162452266
"ADD2",1.20086362024444,2.55484234822158,0.985803211444866,2.39085209430764,6.75881849867482
"ADD3",1.23948558146512,2.35228193958778,0.831876516138516,2.08726068784054,7.47240570638953
"ADH1A",1.35362297786176,1.9121774560381,1.01296336751346,1.64834894988184,6.25055401877039
"ADH1B",1.4931816888714,1.67494247345891,1.0325546465762,1.42731218549852,5.42558293348941
"ADH1C",1.14026180998374,1.71951652520267,1.00121926615606,1.06665447853166,4.15310123274394
"ADH5",1.1711367790345,2.64862930281998,0.932594287001114,2.57802061356513,7.411573085862
"ADH6",1.26285921342045,2.25511924721685,1.24770323752872,1.90331079491348,6.03578473710986
"ADK",1.25067707685751,2.40717566554184,1.09199372620599,2.23944352445684,6.17549278788037
"ADM",1.61055264950662,2.87424228407916,0.946061245606993,2.86574466500061,9.49531401023995
"ADORA1",1.23651066612659,2.65146296404097,1.11175151011529,2.07661755041576,7.49317221829809
"ADORA2A",1.42879502145506,2.34154327005564,1.15888263320562,2.47446591693788,6.82863068419354
"ADORA2B",1.39819928498018,2.35131715492321,1.11920866061197,2.69253316005962,6.22340327699763
"ADORA3",1.30779042971391,2.68806101245764,1.21255422739708,3.1848118127401,8.4603161511694
"ADPRH",1.21651480306912,2.10013080890423,0.903087972562031,2.27594835788554,5.84244271409707
"ADRA1A",1.20434944450949,2.44261309506915,0.870288840141135,2.92387852134534,6.50853715487319
"ADRA1B",1.25411341645411,2.27020897811762,1.05060357117171,2.55440668164427,5.06637350050862
"ADRA1D",1.24825939696533,2.31468713895263,1.03034553714108,2.48223588560158,5.73321438226227
"ADRA2A",1.12051979660228,2.43383458974414,1.03912461851327,2.26510755349086,5.7677856177201
"ADRA2B",1.20162032157177,2.25390617142049,1.01368007548643,2.22920975467546,6.05066315619194
"ADRA2C",1.26747877486888,2.28168189487726,1.16796930108395,1.96127784230049,6.00384137261089
"ADRB1",1.03849281931144,2.10239359442034,0.913030942856105,2.24933858095372,5.47331199074544
"ADRB2",1.35198436402516,2.50147346633763,1.08520189905624,2.74054725062892,6.97545428784077
"ADRB3",1.1661882371663,2.02087679810546,1.05282567739932,1.86961485273376,4.93546303090965
"ADRBK2",1.20795461184244,2.30353412250702,1.13047691402466,1.85230279605416,5.35100842846324
"ADRM1",1.38706305864356,3.06316306049548,1.25835474117211,3.34163407887687,8.8707255174601
"ADSL",1.28035881245541,2.81844676868283,0.996077710972503,3.18624874958891,8.01662822769549
"ADSS",0.860487365404777,2.58651470389197,0.528892780385582,2.53693203505335,7.52950589838728
"AEBP1",1.64669412529154,2.62385736057096,1.30592476096124,2.96437038188588,8.83469030718216
"AES",1.51541406566205,3.23700205407821,1.48058356529193,3.11834842680558,9.29430689205923
"AFF1",1.34316327253076,2.28940983532407,1.07811414847324,2.29440249814569,6.64972492184636
"AFF2",1.10990692917167,2.694452208815,0.911787226902795,2.85401765894112,7.3118554568256
"AFF3",1.36199323671061,2.488283448573,1.03635100264319,3.18506438712075,5.80867763939152
"AFF4",1.32988740067299,2.56113183802679,1.03793411836089,3.06265387022689,6.71227514675092
"AFG3L2",1.20993134644578,2.95146913219575,0.970118083137476,3.08082314727762,7.68808559770154
"AFM",1.27595645333956,2.01831477526239,1.13433007580176,0.893203752210494,5.06532104016868
"AFP",1.11277306102183,2.12917514810007,0.924445261978359,2.09058100360615,5.35366393774022
"AGA",1.2076029720608,2.61082252149477,0.834726244350289,3.07332979223836,7.02322483245433
"AGER",1.25385140167099,2.03229607447298,1.17273492220173,1.91250039046121,5.20915201545453
"AGL",1.12817097282772,2.5671667011349,0.830123803959958,2.45811567617433,6.94325085436457
"AGPAT1",1.35901475940874,2.95851786776999,1.22401350773439,2.56635217515194,8.6101425167932
"AGPAT2",1.2256209228638,2.46851959270884,1.06113924115395,2.09608309300341,6.85216458756377
"AGPAT3",1.26566719278205,2.66252462393422,1.04879491475416,2.96435407889979,7.56713201354835
"AGPAT4",1.18813973533747,3.07543077430039,0.798751771381955,3.42111913171397,9.00293039835759
"AGPS",1.14859172390397,2.34433569786164,0.880460795559336,2.70427347765541,6.53256604578405
"AGR2",1.10332140236827,2.06499612029863,0.957647534033651,1.89933071662401,5.03232633077111
"AGRP",1.132324121186,2.13898580496967,1.08853362348134,1.8915145209828,5.84466491168447
"AGT",1.44704641957096,3.28207001718792,1.06750312736564,3.36642818909803,10.7224057387005
"AGTR1",1.33521633433308,2.100450965278,1.02718090443822,1.73173656192313,5.43457443884062
"AGTR2",1.26724256342953,2.15514249930359,1.26552852718133,1.90522377787126,5.30526024392088
"AHCY",1.26499190854186,2.91068124981131,1.01241415532696,3.07659888233212,7.75673198379089
"AHCYL1",1.43642782368195,3.56546413808959,0.967262727655627,4.31034761825722,10.6405237487305
"AHR",1.3765865525782,2.85940434520629,0.86088114619654,4.48380490419454,7.54551825439869
"AHSA1",1.25135684902046,3.18917300066574,0.953416423874386,3.36728816346354,9.74861502366427
"AIF1",1.38820698241173,2.73032841322082,1.2255146888644,2.92074116066141,8.32211080896984
"AIM2",1.34799518642852,2.26366350609274,1.15820475133888,1.93298966979528,6.33077531126248
"AIP",1.3221854858147,2.95388222945692,1.0041463979232,3.30366113508612,8.48335782492209
"AIPL1",1.18257224777055,2.16016928526609,1.07095770216154,1.89371891047602,5.60607251548157
"AIRE",1.14532880501937,1.89880120116165,0.988508279314167,1.78355813560254,4.47428418367246
"AK1",1.52442529217324,3.08376805110153,1.28589877647238,3.14968259076823,8.23826105397443
"AK2",1.39211493004659,2.66295350325216,1.02943533124611,3.10699270003881,7.55199429413859
"AK5",1.2230077044176,3.39277975104309,0.862893294216472,3.89253739600101,9.3976909407495
"AKAP1",1.23083317704663,2.46878097327144,1.04573800920645,2.41997826400782,7.245111733361
"AKAP10",1.15164603012702,2.39526724751539,0.862606760001451,3.0201996311269,6.40578626048036
"AKAP11",0.933004629529778,2.66849096328664,0.729120911571355,2.82689138145709,7.78613659057237
"AKAP12",1.06960349254845,2.52733511225117,0.925596597735759,2.06336021485377,7.31373535217279
"AKAP3",1.26083648619962,2.1143872732459,1.22410097740031,1.93885133073804,5.62713658731828
"AKAP4",1.1060150058759,2.01568919550376,0.981549412271272,1.96466577819321,5.07631107773304
"AKAP5",0.957807168804196,2.07223330885655,0.796505378269892,1.54564470562513,4.93545338986836
"AKAP6",1.11033878417717,2.69973109322401,0.853822441453176,3.03524107137542,6.79756598023023
"AKAP7",1.17576798381168,2.78586696578446,0.819307024286239,2.96189688003841,7.68689606341393
"AKAP8",1.31179085990924,2.6896325033382,1.11324199338671,2.89206993800254,7.57880131132832
"AKAP8L",1.28957433869884,2.35616819842191,0.987651927379541,2.70452860768802,6.61562857817827
"AKAP9",1.27709259570153,2.46284172694335,1.03877570314288,2.48869905311338,6.09721036938672
"AKR1A1",1.2040305358253,2.90455444159975,0.925747423626067,2.95029774135917,8.07511386377105
"AKR1B1",1.27895434855184,3.3191174082013,0.955816739404241,3.62657167895445,9.97376779475222
"AKR1B10",1.20330335577282,2.01443480639972,1.06594646160734,1.62234055370104,5.20155465373365
"AKR1C3",1.44665655586456,2.63956596962291,1.00392502231777,3.19986849819462,8.24765765097848
"AKR7A2",1.41814034879969,3.05243563020415,1.11967657823018,3.46413177557717,8.6800613883506
"AKR7A3",1.21365975687559,2.45610777079816,1.0271553409963,2.13227293817411,6.51949546752885
"AKT1",1.30671593732743,2.23536105792192,1.1234146348688,1.78202556160596,5.72398871153246
"AKT3",1.21478255612819,2.48543794619493,1.21774297215836,2.10901162635043,6.70671333302765
"ALAD",1.1733753125392,2.81839501934169,0.83405539375863,2.89274590459071,7.62022100121595
"ALAS1",0.922258319080654,2.27749641047985,0.851741580421532,1.79929445201165,6.1571281885039
"ALB",1.09392229985058,2.02666611333097,0.879397737244892,1.31109314105294,4.83023818906162
"ALCAM",1.16407340052356,2.98740970565581,0.642203507671297,3.67664934714141,8.71102144469945
"ALDH1A1",1.11654257189975,3.11522179362575,0.59971099621719,3.04975543099494,7.88209123625291
"ALDH1A2",1.31346801833517,2.29485711181134,1.02453185655859,2.79115020113928,6.0422790804504
"ALDH1A3",1.0168881459565,2.57633831078357,0.737715567605856,2.43999608717565,6.52675482596238
"ALDH1L1",1.40009523416077,2.88094713270669,1.08145672302917,2.99249051149166,8.40844511106855
"ALDH2",1.44435501977644,3.43615715371844,1.0050770725269,3.35021809096576,10.600846781703
"ALDH3A1",1.19104321740222,2.06577314353644,1.10276203643105,1.86302667436438,5.23760955273386
"ALDH3A2",1.34615999854017,2.89100643230797,0.994349621215272,3.51678435668669,8.25107540730829
"ALDH3B1",1.25891193810232,2.35638462899868,1.05117770150063,2.17967342476982,6.62082427798368
"ALDH3B2",1.07818891393726,1.98439800487694,0.945858077489571,1.88190065820866,5.18092227000447
"ALDH4A1",1.42314277744727,2.79910627983039,1.12531282085824,2.5765258977442,8.12306400178113
"ALDH5A1",1.27262953032879,3.04352068672381,0.964007437537398,3.32180105203616,8.14145444153136
"ALDH6A1",1.41900713418892,3.24701738674072,0.927759930561685,3.7403046099586,9.80189979961617
"ALDH7A1",1.448175195307,3.00382882871072,0.960709891476425,3.47988140356358,8.40153684914394
"ALDH8A1",1.11933831648071,2.09731048784621,0.991841906448445,1.96213740857499,5.77225890108204
"ALDH9A1",1.5026880780052,3.36043926370374,1.0841061052211,4.00029989386658,9.96435387432875
"ALDOB",1.25299558047328,2.24220752202362,1.01078278995774,1.5866863279768,6.02648161719595
"ALG3",1.236629239151,2.56085166190817,1.08863328323275,2.55040561360207,7.12227927872895
"ALG5",1.12757047002262,2.90584032038014,0.755887206661244,2.96919474648187,8.66091616015932
"ALG6",1.22840539493494,2.64635646702563,0.920364563229898,2.76727880725005,7.50662996140383
"ALLC",1.28386084233004,2.03280401621282,1.04200735552914,1.88969167500275,5.27230294453904
"ALOX12",1.20830520801857,2.05629868538113,1.21236068964587,1.88425572202232,5.02367915542722
"ALOX12B",1.14143052920654,2.23948464907004,0.942437310186488,2.48531271018607,5.37051591061928
"ALOX15",1.20023267991314,1.8797691005697,1.47883767226047,1.58635119818702,4.46460651003343
"ALOX15B",1.23262955180376,2.07992113296706,1.15964860679893,2.08355825464536,6.15463345559148
"ALOX5",1.37882133094951,2.39291411048032,1.00813523942912,2.58956957760142,7.23400189585768
"ALOX5AP",1.41451610800501,2.60711257222712,0.914268140540311,3.28737048170992,8.23353478844109
"ALOXE3",1.20748884836642,2.24351041301666,1.16080737951718,2.06730520336064,5.83662434468354
"ALPI",1.20094873596138,2.02970160339613,1.08091314749212,1.97555250135371,4.89513308881046
"ALPL",1.4795567719792,2.59768656587465,1.29351676086045,3.2052117864534,6.3898909476035
"ALPP",1.49846462016276,2.97353810813086,1.11338172551166,4.06310504001662,7.00080537872351
"ALX3",1.48178805072267,2.04888144001649,1.13020253656598,2.27829691557277,5.82394261974081
"AMACR",1.06098576201702,2.286774055631,0.935104014263431,2.46736531192724,5.86794624732092
"AMBN",1.10646936254686,2.05869572962809,0.986849441842109,1.91389727073459,5.34742304842302
"AMBP",1.11297301772537,1.96209728769692,0.944666240331717,1.20562694842758,5.27487019705266
"AMD1",1.29106951588507,2.80150495371059,0.942482854965335,3.38091009976652,8.49985894942806
"AMELX",1.14649225834429,2.02228222233861,1.10968984215063,1.9363920131862,5.19881906558458
"AMFR",1.3921053506612,2.67030073910093,1.37495270938169,2.57905148195994,7.15222754121963
"AMH",1.27186022473785,2.10859811353232,1.2092991385026,2.23115521869349,4.97448524127547
"AMMECR1",1.14152535239095,2.29818786072243,0.927808597167335,2.62778397353775,5.73661587103879
"AMN",1.08178314786064,2.24533984288292,0.909287112056432,1.94302650436822,5.95491570341393
"AMOTL2",1.16888237648453,2.32910393635288,0.952008613564084,1.99493798428756,7.55736006088121
"AMPD2",1.10484523810475,2.43539677292145,1.08170097256435,1.55106666267149,7.06649149704303
"AMPD3",1.04990672855498,2.2928703895414,0.865070473649747,2.02990739899747,6.9849021951415
"AMPH",1.15126937024399,3.05426202024683,0.886928121254642,3.11085759867516,7.28789791483701
"AMT",1.31160891873051,2.75858576977075,1.01296745487746,2.8486905673328,7.48972767274306
"ANAPC1",1.21877903935355,2.79412945914496,0.9105985272608,3.23478789556975,7.80744508594618
"ANAPC10",1.22366619983167,2.50769699869294,0.934805459688332,2.92418649095771,6.2750768488683
"ANAPC2",1.49528073030461,2.56367746420771,1.35943083193393,2.08736903721953,6.31271023543549
"ANAPC5",1.3162529928894,3.33293443682379,0.92444755980626,3.5303709285415,9.97633074945404
"ANG",1.40316340813525,2.28500616681604,1.08945659860006,2.12122335079951,6.58554797851756
"ANGPT2",1.48751085616542,1.96407524090824,0.850329870113346,2.55950224373031,6.15299725492974
"ANGPT4",1.1296114415111,2.07217697998014,1.07735508090547,1.88622090828797,5.23839091005118
"ANGPTL2",1.16254274647711,2.49824479811674,0.891762007548019,2.53785994476886,6.77713269316692
"ANGPTL3",1.41648914202784,2.23916560798081,1.29718082608949,1.85599255833822,5.19698481476095
"ANGPTL4",1.58712327306252,2.72047985992724,1.07564506214812,3.06269025812085,8.86130370956447
"ANGPTL7",1.18860076569958,1.92522577707558,1.14450620792651,1.9183773502965,5.05427182314149
"ANK2",1.03890496524159,3.22261755423367,0.607196995850679,3.56435952593094,8.91176045627445
"ANK3",1.00608856639604,3.07768582026944,0.609178077125639,3.61749093976776,8.39346262598355
"ANKH",1.0103571869951,2.11937142750991,0.912845293771939,1.53019884761546,5.43295299674426
"ANKMY1",1.16446045044017,2.23652926317377,0.990488838933055,2.20189866263876,5.38978825491458
"ANKRA2",1.15838980122076,2.49942005454092,0.894920104318772,2.57264606736008,6.61298095009578
"ANKRD1",1.15104961403141,1.98681258446412,1.00559609720367,1.74496727392358,5.03431001110043
"ANKRD11",1.12128493966687,2.09854626731383,1.13296762146684,1.72140043960746,6.14519957531621
"ANKRD2",1.02521334815397,2.01424721008705,1.03190247918883,1.70327774450599,4.87554742816774
"ANKRD7",1.15957322791604,2.04858405569884,1.07966023664605,2.05244804328256,4.7474011133684
"ANP32A",1.3022648955078,2.5594331730974,0.999888765493516,2.4529129108034,7.09445633728677
"ANP32C",1.12685116483893,2.08429786834646,0.975627758089139,2.26195438371215,5.5132290971671
"ANPEP",1.3398077963023,1.9277701793973,1.23158094786813,1.70967915409852,5.4421599322995
"ANXA1",1.34871648875618,2.54808385180203,0.822920318792884,3.23562006654882,8.31004689537058
"ANXA11",1.10568089212741,2.24405953750373,0.895292798547076,2.4295180415559,5.78496177731634
"ANXA13",1.1997242796683,2.00423843013079,1.02761799435617,1.75853191271525,5.78334346616977
