"","AD","CON","HD","MS","PD"
"CER1",1.72781143299115,1.74942727891992,1.72796634404806,1.69904589670932,1.784626901607
"CES1",1.74373507734023,1.60739392248903,1.69662831628885,1.69024055812965,1.7204381244284
"CES2",2.33609715923253,2.42112087380454,2.39091204788562,2.34281902806896,2.4295537379302
"CETN1",1.80023506326921,1.80859205078925,1.79584114205491,1.82720831688344,1.78420423707509
"CETN2",2.38505903963008,2.38104976080755,2.38218417577423,2.43171014650455,2.26879239533977
"CETN3",1.73690330412187,1.70611481727708,1.74687550306354,1.71463362503914,1.67200529466051
"CETP",1.48496770508624,1.53969202730977,1.46949001909405,1.52333995462902,1.50637840131082
"CFB",2.0599799783616,1.95086628728075,2.04361817020664,2.03445907724714,2.02906104809175
"CFD",1.91137743577546,1.85618703156167,1.90628465031741,1.96107248769831,2.0086465627331
"CFDP1",2.28893185770011,2.29131606187741,2.2818606656587,2.33607679875524,2.25414330918745
"CFH",1.83929574023313,1.65859861575121,1.79742413689024,1.801713942832,1.82971546057723
"CFHR5",1.49818244105997,1.52024077263613,1.49912897046611,1.55833203827032,1.47010979084873
"CFI",2.0149207810959,1.84510852493868,1.96250618288845,2.02228666741758,1.95133031544614
"CFL1",2.89262034109873,2.95539490174623,2.95149320758454,2.86776827309409,2.93227271681858
"CFLAR",2.08150490030132,2.01351637860253,2.04347792170329,2.04024511513444,2.02857723901202
"CFTR",1.60418794493494,1.62616739641895,1.61448143995453,1.65748047652443,1.74647781540705
"CGA",1.73275529476661,1.73811200000207,1.74693314179858,1.70372160629198,1.78065323824968
"CGB",1.72743617068092,1.7343650882004,1.73874100315769,1.73178826694512,1.74128580351708
"CGGBP1",2.32370132464863,2.2500015094295,2.3392414936636,2.33330615924718,2.30655048514114
"CGREF1",1.74175975566235,1.76645531702561,1.73301886858432,1.74679191622714,1.69214819610087
"CGRRF1",2.01364321158729,2.00995281529518,2.02235475274745,2.01121204341421,1.98212722116366
"CH25H",1.91093516681496,1.89623144265427,1.91766283280673,1.94021685243344,1.87618763586473
"CHAD",1.77541388023048,1.79980453930114,1.79232913896744,1.76995001450094,1.76226617380776
"CHAF1A",1.83319665657561,1.90059258080513,1.83429361731094,1.75436377037085,1.94715879058016
"CHAF1B",1.59787425643984,1.68038628826529,1.57895123551361,1.58057259802252,1.59345895788779
"CHAT",1.56600187291354,1.58299948180139,1.55928909070997,1.61171556800429,1.5777668383673
"CHCHD2",2.64449554011565,2.73615355785471,2.642797706795,2.63037836553671,2.59408125455029
"CHD1",1.96808786000668,1.91366961259971,1.96041950994849,2.01026392824464,1.95815153859311
"CHD1L",1.9032012158893,1.89653886186988,1.90467009995728,1.88648126104107,1.99803612680622
"CHD3",1.91644319436439,1.89468068143909,1.94847214993507,1.88845976465049,1.86326371859397
"CHD4",2.15026813187468,2.12320035808039,2.14076006355737,2.18097880382219,2.12769652766568
"CHEK1",1.54872725933433,1.5544681788775,1.53281600345636,1.59363745363486,1.53942320950177
"CHEK2",1.6768101668529,1.62311721761401,1.66934031964445,1.76411773786162,1.67741022474648
"CHERP",2.00336178101972,1.99344755516625,1.99761354811326,2.04321307686213,2.0006061113466
"CHFR",2.04585727869277,2.06246250198829,2.04301696498489,2.01934740223716,2.13813133226206
"CHGA",2.34453496565692,2.38639361019804,2.35107468646273,2.25552568207705,2.11286422997648
"CHGB",2.09590184207584,2.27013982061888,2.10665934692273,2.08456518341399,1.83068237361448
"CHI3L1",1.83005797676248,1.67289028879553,1.84557193876924,1.8392249516563,1.8474449541479
"CHI3L2",1.65239129372118,1.57405629143561,1.64473830088749,1.74219381135361,1.58601438937821
"CHIA",1.79929659950127,1.79049806572561,1.81882154667502,1.86818014758656,1.75410620279379
"CHIC2",2.09493787355524,2.03968073216603,2.10704780821972,2.11872349119472,2.04745932318343
"CHIT1",1.73563714439922,1.69042225009296,1.71807063061115,1.81936972242487,1.76014490248472
"CHKA",2.28755448557104,2.26378338437398,2.29534313647421,2.24694626542098,2.3340024732912
"CHKB",2.05932717799579,1.95708347873422,2.09146330046058,2.01374992963633,2.04832107011502
"CHL1",1.9012490154082,1.96475052418606,1.89840415333657,1.89003120657325,1.71978775291204
"CHM",1.51118735987157,1.57218562798958,1.45757950506222,1.53867151013996,1.52075225622371
"CHML",1.54167193765838,1.6066529717705,1.5235876216045,1.56160697405599,1.58053986529446
"CHMP2A",2.3044401494335,2.32208502626709,2.32629748653791,2.31078910252891,2.30801502092757
"CHN1",2.45942942598808,2.61205751687866,2.41330472434172,2.41934028817624,2.22019300807321
"CHN2",1.96194272214239,1.92405562945734,1.93506127420331,1.92730241524563,2.03455105434068
"CHORDC1",2.19044313523146,2.04357175401832,2.23785100954412,2.28251609238176,2.25370346104191
"CHPT1",2.29466423703942,2.23086325473439,2.30168490448504,2.32064689720702,2.20969649195211
"CHRM2",1.76394832106173,1.77694410047171,1.77647336488562,1.76053930170618,1.84859877887256
"CHRM3",1.81628625394442,1.87755577204762,1.79683625720988,1.77275658161864,1.77147309870631
"CHRM4",1.63915072213975,1.6466376484767,1.62762085226659,1.72583981004857,1.6041745665274
"CHRM5",1.97969369022014,1.95754749359836,1.94574480358977,1.90746418988556,1.93658581070482
"CHRNA1",1.72404402219202,1.70565155258357,1.72064736057311,1.72557242161767,1.75417569360653
"CHRNA10",1.71472530702269,1.72586817517884,1.71669335989686,1.76283800020363,1.66829814682742
"CHRNA2",1.75150169897747,1.72297562954351,1.76186990208528,1.76506144360032,1.73674462467381
"CHRNA3",1.69679197973691,1.72826946197988,1.67890141186404,1.71938064823846,1.66693212537849
"CHRNA4",1.61189925667975,1.64176367993127,1.60327257198398,1.59339599115634,1.55956480213006
"CHRNA5",1.70957675335938,1.68394654018451,1.70699261914323,1.77175950703293,1.76106171433791
"CHRNA6",1.83941544790242,1.85133712266736,1.85741159303416,1.85483311277128,1.79024862926308
"CHRNA9",1.6310202519927,1.61896710591078,1.63299778714027,1.6423806364552,1.57363580548825
"CHRNB1",1.87496498147463,1.85969287816617,1.86493714046216,1.8721859265454,1.95708020498388
"CHRNB2",1.90644760461748,1.93169151171032,1.88409430418101,1.87097816929368,1.86567901000034
"CHRNB3",1.80446634620276,1.8398350846966,1.76692770310681,1.79479244340132,1.66123206650378
"CHRNB4",1.59275097238269,1.5952068324442,1.58470438277405,1.59194202914717,1.60460485020816
"CHRND",1.63833766946626,1.63916474371873,1.6379150921168,1.63921723837729,1.62260820912528
"CHRNE",1.78683067952631,1.79535732196574,1.78611677184527,1.74527374270843,1.81096632067264
"CHRNG",1.59133586773592,1.571520278468,1.57875228906691,1.54017273153795,1.68685335470171
"CHST1",2.15686433772999,2.16843373401184,2.16938182018309,2.11109294871498,2.04002577031005
"CHST10",2.18483027219707,2.22157736582017,2.1923609224374,2.13871809970788,2.23240451368665
"CHST11",1.80890007800672,1.74347755058372,1.82692888595932,1.82311438283124,1.78306792541462
"CHST12",2.09382253264108,2.05382914651427,2.1158767046709,2.06027607904518,2.08863608144311
"CHST2",1.84630880451345,1.86578118502426,1.88226656247803,1.84014489101382,2.0287343884441
"CHST3",2.08492529787704,1.97561656559865,2.14438728594383,2.09298956793335,2.07661888387984
"CHST4",1.83016654984761,1.80096159871021,1.82540826806337,1.81827101955732,1.83074888118669
"CHST5",1.74794568619925,1.73912724028122,1.73241650461,1.75156511596548,1.76285482507743
"CHST7",2.06895962242581,2.04189937764239,2.07275035872701,2.10934897532352,2.02370588458641
"CHST8",1.8289315204717,1.85023844952634,1.81769380916883,1.79868313619144,1.78358407643742
"CHUK",2.03218083685942,2.01288655884861,2.03640253150752,2.04250466155253,2.01173740199532
"CIB1",2.20289760775513,2.18476796767321,2.20642366574699,2.21641200427347,2.18540574479873
"CIB2",1.95114459793842,1.96268696418784,1.95966457161073,1.98630839345149,1.91002237937653
"CIDEA",1.60162487923237,1.70715134343424,1.54117179881035,1.54193213994292,1.6479886222469
"CIDEB",1.9680967455563,1.94699509772447,1.96542459939342,1.97793552048869,2.00370671646882
"CIDEC",1.77527130939133,1.86631225262532,1.76043591506068,1.78613526826257,1.82180033444269
"CIITA",1.72703979541505,1.69284720253408,1.75043204575928,1.72871336106076,1.82755081138302
"CILP",1.7395861912908,1.71229473594908,1.73905332872886,1.74778005002952,1.77217179293733
"CIRBP",2.33212176647129,2.51315091444539,2.34479268687333,2.18640542870415,2.328887521472
"CISH",1.70032508824999,1.6461991005514,1.66774040715665,1.80727619538,1.68476866426464
"CITED1",1.73710020166568,1.842678477733,1.78450046943516,1.77152277507115,1.736852580253
"CITED2",2.07566891248914,2.20992198013158,2.10418728664081,2.11264466662748,2.12659526147038
"CIZ1",1.92356526542009,1.88171619479649,1.93949631874059,1.92492491898041,2.00490637694147
"CKAP4",1.93601188405785,1.94373025866187,1.90931066347476,1.95360607856169,1.94966293784104
"CKB",2.64863276211662,2.68492119226786,2.63129972640838,2.57440464654553,2.58055751907821
"CKLF",2.05476334913292,2.04052971218074,2.07423260852765,2.07095073204591,1.96609456876973
"CKM",1.68304021711847,1.66399551878048,1.67109234478908,1.6922960451277,1.65580002158685
"CKMT1A",2.19399173853989,2.2620660895707,2.18302144654046,2.17899992115762,2.03701405040395
"CKMT2",2.05976857258357,2.07608061771116,2.08562471236887,1.99247053822631,2.09566535721313
"CKS1B",2.00647212405325,1.98037501531908,2.00675236496092,2.04320058555654,2.00469500809684
"CKS2",1.59539836332313,1.52628968048274,1.58427871327258,1.65300786971965,1.52879111108999
"CLC",1.64010910232821,1.66346480407525,1.63893074881682,1.71699089903066,1.65446819789271
"CLCA1",1.70252198701502,1.72062259616185,1.69091735250929,1.68379043215287,1.73475510872625
"CLCA4",2.00907283470977,2.009984625004,2.04636049056469,2.0128300086009,2.10093237441018
"CLCF1",1.78902569442225,1.74157258561609,1.82126953656355,1.81949180508879,1.83888856874209
"CLCN1",1.79723866891021,1.811380267237,1.80747085665369,1.75084027836475,1.83754124913986
"CLCN3",1.74873662519367,1.74496727712913,1.73701940357719,1.73913175857464,1.74858017445698
"CLCN4",1.87080215711468,1.90316374428311,1.80493969785115,1.84023071720618,1.95833742898153
"CLCN5",1.6782807835788,1.69001253502489,1.65588773268627,1.68185321081962,1.59784177302794
"CLCN6",1.96095532344589,1.97759564008542,1.9612877221704,2.01349985401482,1.89285744556743
"CLCNKA",1.70555931057405,1.71113069791344,1.70515726834937,1.67734636112236,1.69021824678281
"CLCNKB",1.6917163103626,1.69057195310334,1.68578086615594,1.71000167626188,1.67106232041896
"CLDN1",1.7840507772302,1.81206536941632,1.76182523922044,1.77380902258858,1.69321443005536
"CLDN10",2.20510173908747,2.15446266463621,2.14941561247807,2.17432462029368,2.03317270649388
"CLDN14",1.9408474985394,1.96325292193053,1.94607990188167,1.94285344471835,1.9209873422279
"CLDN15",1.82936198987357,1.75902897828547,1.83875576276582,1.85619885063008,1.88171406947348
"CLDN16",2.12865738978524,2.06627511865234,2.11104902754352,2.11122806854342,2.06835823579733
"CLDN17",1.76049351017851,1.79006790198757,1.77606649622618,1.81655519147115,1.72536028780605
"CLDN18",1.6386277845984,1.62520447473405,1.62481491074374,1.70969198689465,1.65946379459673
"CLDN3",1.550310841751,1.57448817467846,1.5375087790634,1.52711949629567,1.50099934400052
"CLDN4",1.60510960827525,1.62054386588651,1.59492008121682,1.53589357430177,1.59070601894058
"CLDN5",2.43728123255722,2.32979711086368,2.41338504944279,2.41980382856935,2.540355081681
"CLDN7",1.74690485388915,1.7140925816377,1.73873365417691,1.75908370764807,1.73321561535652
"CLDN8",1.58513238724638,1.61284895023704,1.55423497345525,1.56851592988664,1.5501165091518
"CLDN9",1.92401922507675,1.93833591737416,1.9354083545606,1.97984957671696,1.96714941883284
"CLEC10A",1.7213809117668,1.68754878952416,1.73894666838225,1.71211770837423,1.65239949410718
"CLEC11A",2.0036595698116,1.99500215580356,2.01547803398123,1.94816935810535,2.09455810303173
"CLEC1A",1.98795575830223,1.94353795774291,1.97941846620959,2.00974865979916,2.0095630797343
"CLEC2B",1.95091702135894,1.7987803372945,1.94334537276746,1.96469328141642,1.93411047585641
"CLEC2D",1.82407036069065,1.7805204573813,1.80581914585221,1.82673857753918,1.70431966747232
"CLEC3B",2.08212718796906,2.09367570541004,2.01336412207697,2.04682496444282,2.1550390072681
"CLEC4A",1.68198551162914,1.65978943121484,1.70077328361033,1.6514831828779,1.70995460578818
"CLEC5A",1.9237805914378,1.80630737807543,1.91490684977513,1.92715661297779,2.00731230560893
"CLGN",1.45780590168144,1.54819837409962,1.44778022180882,1.41409499736595,1.4131657118588
"CLIC1",1.99540603686625,1.86627439893643,1.98038841569409,2.01666619212019,1.97526696988299
"CLIC2",1.76886595573938,1.67731444175672,1.74356476623067,1.82344291277956,1.73914967670099
"CLIC3",1.70697690820623,1.70016017485745,1.69514258324954,1.69004275312613,1.77604408355254
"CLIC4",2.01816694165967,1.94667510023687,2.00756923521408,1.99523731457272,2.09161358249847
"CLIC5",1.92080948851561,1.91803800177202,1.93378254305265,1.96711726542375,2.0065946538261
"CLK1",2.02452222025432,1.89387188095134,2.04079045442003,2.10709058567595,2.08075798980546
"CLK2",2.02011474515005,1.99365355448029,2.05264166755789,2.02343145778104,2.10920301614826
"CLK3",2.07358017669639,2.04392135397544,2.08077121986565,2.06514023842729,2.09194487000226
"CLN3",1.96671204754261,1.93195031367411,1.96063445386526,1.95194624343081,1.99839681883566
"CLN5",1.97498665779246,1.95384304890139,1.98286029112174,1.9237924706159,2.0210648578744
"CLN8",1.93553939315771,1.93753395935652,1.9246364379755,1.86258525472353,1.99620969492321
"CLNS1A",2.36664614405303,2.37162312501344,2.38286347538054,2.3844681910931,2.32490936424364
"CLOCK",1.94446600120116,1.90117528120634,1.94145511471757,1.92409259521654,1.96706266627051
"CLPP",2.10494557477732,2.11508261740026,2.10049957654416,2.08479389419427,2.0597116920172
"CLPS",1.51366478917914,1.51685090907575,1.51375446416575,1.50279058624184,1.566118328435
"CLPTM1",2.53332689339178,2.58358552519807,2.59836665337754,2.52326555387569,2.56434367033069
"CLPX",1.94605895122913,1.98237986962533,1.94770263984946,1.96582906753345,1.88389119787058
"CLSPN",1.61241350126281,1.61512403432492,1.59992983036755,1.64661933217621,1.59331382115997
"CLSTN2",1.94512074323693,1.99713875198558,1.89843939866272,1.91859993459824,1.51381248605472
"CLTA",2.30494730216172,2.32963546298327,2.31136526971956,2.27986561302889,2.33332783330622
"CLTC",2.09079063799015,2.13394628282017,2.06494809629722,2.07440110251185,2.04415390253666
"CLTCL1",1.85067847077562,1.83344798880631,1.83050535430417,1.84522384996645,1.72527115746376
"CLU",3.10365713175291,2.8396931476793,3.19692060447942,3.07726177968049,2.97130087341556
"CLUL1",1.53620014551262,1.64184121511807,1.52720465805105,1.52044609913889,1.55530565761434
"CMA1",1.57300242297849,1.56361009855532,1.57181602972283,1.63387964014134,1.5797361169025
"CMAS",1.96080974797245,2.05228205847099,1.94287995000473,1.97826955847904,1.79199952991749
"CMKLR1",1.70405996979234,1.6943117182048,1.711893164806,1.73405515942119,1.77783255843734
"CNGA1",1.58776632935159,1.65185978876318,1.61986863216346,1.53221356078575,1.6858610089784
"CNGA3",1.59795731680883,1.54239876243996,1.59837093972647,1.67059334857522,1.65283174472082
"CNGB1",1.65622959150255,1.72490571470776,1.72076806044807,1.73459894796118,1.52868508896205
"CNKSR1",1.86675489545387,1.84832724606947,1.94756394146292,1.8468354227817,1.8569604164444
"CNN1",1.73657221464845,1.73960842473049,1.78593814254421,1.73484813066649,1.87783026739063
"CNN2",2.1299395712163,2.03786487170316,2.19981939996984,2.16421162695305,2.17428575467122
"CNN3",2.41510707054723,2.30944331442276,2.40220465428845,2.48722591022739,2.24997135882506
"CNNM1",2.26058626864721,2.24500871418148,2.32476132135708,2.25791199783717,2.18696071339312
"CNNM4",1.85726442748232,1.87340122374736,1.88316275785899,1.86473776351828,1.94366006793946
"CNOT2",2.18683161744601,2.12809359929743,2.19889999858011,2.22845267641731,2.32164815423268
"CNOT3",2.12181846758269,2.12283414558475,2.21260188803617,2.1845647644133,2.1709709685994
"CNOT4",2.11773796967323,2.09252980856581,2.12379386880703,2.12108768882115,2.0911662378805
"CNOT7",2.01314507767952,2.03200183754681,1.98299847165257,2.02065777293432,2.05845643488208
"CNR1",1.9311501754727,1.94110028217079,1.91511117229819,1.93018238004836,1.86845168565449
"CNR2",1.81404680733822,1.81343404038527,1.81692273817473,1.7938939706073,1.85080069087711
"CNTFR",2.38660386002113,2.39894715334769,2.57566470841529,2.34178725027271,2.42155681527125
"CNTN1",1.90981909100758,1.93474110130175,1.88049732354219,1.93757347764557,1.86429598192041
"CNTN2",2.33082712092475,2.35483797342382,2.33182769396425,2.19536873862164,2.3939042075308
"CNTN5",1.36201864290591,1.4165357179048,1.29499830403304,1.33126948134649,1.38760993932203
"CNTN6",1.69728549117827,1.77880705870483,1.62796901781378,1.64860469597397,1.51706813324672
"CNTNAP1",2.36568022338549,2.40886680559065,2.35489346606948,2.3562508401348,2.26279242853447
"COASY",2.34517208052669,2.32389007295074,2.36896434489594,2.32651989165217,2.32484441505547
"COCH",1.83958881578572,1.83878787199287,1.81143762356732,1.76806629508266,1.81144250575507
"COG2",2.12588431352873,2.09214080764926,2.14280054666104,2.14573042389042,2.21964128868146
"COG5",1.87154336699487,1.88350536573473,1.87141916619941,1.84404626970219,1.79548092910235
"COG8",1.68066441287266,1.74945271150717,1.67169724414057,1.68379714599197,1.59152342711541
"COIL",1.97647614036552,1.97535116260509,1.98276776622985,1.98699314236702,1.96269166148204
"COL10A1",1.52665282660035,1.52291173078564,1.50363367578941,1.44108350552322,1.56551229502102
"COL11A1",2.09238899076968,2.04832528851341,2.08576485439562,2.05166381975306,1.9192256362966
"COL13A1",1.6332608703732,1.68123340961921,1.6340067420104,1.58817328251993,1.78214377433345
"COL15A1",1.72115580095069,1.69507321577549,1.68039692068108,1.70854007229238,1.84013841110185
"COL16A1",2.40882228344939,2.38408240725845,2.45097949160325,2.40759688295269,2.66356360731395
"COL17A1",1.59301036393799,1.62675373117786,1.60081310752004,1.55269986909678,1.62859393453101
"COL18A1",2.13355676249334,2.03441700848479,2.10623163146803,2.08846471569342,2.33609880671245
"COL1A1",1.72875921161905,1.6916397493276,1.72582952609057,1.68394955299541,1.68536553134514
"COL1A2",1.98672127757437,1.85760786735996,1.94963729388833,2.0112141980342,2.12559666281168
"COL2A1",1.61919636704813,1.61272598481285,1.62112939377739,1.61123233748466,1.59509437049485
"COL3A1",1.84141178804778,1.80348752315122,1.78006163655695,1.80852024271828,1.91919772893765
"COL4A1",2.06226491501176,2.01588862973768,2.10252388226065,2.1041648645651,2.12965390438276
"COL4A3",1.77664966930483,1.76321238437117,1.79006982210285,1.75376952506622,1.89217046299021
"COL4A3BP",2.16315286361194,2.14203649032141,2.11753268438853,2.13155635986912,2.03405643448188
"COL4A4",1.650247377026,1.6605316239767,1.65092121088031,1.65824640735058,1.6605722203984
"COL4A5",2.2168834781659,2.21023739850868,2.24613997796446,2.11218435575383,2.37131708979779
"COL5A1",1.83571008251953,1.84578535263282,1.84928464885416,1.83377105337359,1.85520940624716
"COL5A2",1.88929344026452,1.93883287935946,1.90883232470529,1.90260957501011,1.93783386675302
"COL5A3",2.04801394577299,1.97729857472304,2.00741441970843,2.01919986228119,2.13168273274363
"COL6A3",1.86026726496361,1.78637514043191,1.78877055896033,1.79262477884447,1.78231130110869
"COL7A1",2.02076509681523,2.01556067425981,2.03074285373771,1.92104882885935,2.04904713751367
"COL8A1",1.97175976236881,1.86619368197168,1.99876156320108,2.12629845798597,1.95720589720922
"COL9A1",1.90262516247452,1.92420133581959,1.84914432538949,1.89572679810973,2.02060613701043
"COL9A2",2.30562096464487,2.29854047950652,2.33097065081527,2.29860452153907,2.49923177331438
"COL9A3",1.79414953147334,1.95047060347633,1.75660754089008,1.6416833501747,1.88120476217319
"COLEC12",2.23042216825034,2.1212653547787,2.18109999736706,2.32795978803036,2.20294928436691
"COLQ",1.62460009281688,1.62736634830359,1.60708111118673,1.61927364200645,1.65746554959517
"COMP",1.59300542546925,1.55223127785781,1.5758342091549,1.56842078660755,1.60810178591826
"COPA",2.21232025761245,2.222733484542,2.22619214613624,2.21218102991031,2.18914415227017
"COPB2",2.1028924410672,2.10277805946669,2.09067692774005,2.12160328855919,2.04472993777513
"COPE",2.28695210064554,2.29597560340386,2.29390608280699,2.22426273049931,2.27574823353214
"COPS2",2.00267164494754,2.00012250595409,1.99486390682033,2.02669093071603,1.9319611403273
"COPS3",2.15328711903529,2.21162246980701,2.13692430367638,2.17587213779671,2.01762781159105
"COPS4",2.07374613351519,2.17158292398176,2.04451798373117,2.01858973391976,1.87965865325087
"COPS5",2.23651938254865,2.29461540310898,2.21852582893299,2.20936170765699,2.12503147657323
"COPS6",2.2735147269933,2.30537794389115,2.27710690825547,2.26268017226961,2.28322482142088
"COPS7A",2.30784204092493,2.4182056631229,2.29929295775586,2.27494242287536,2.2713882847599
"COPS7B",2.30549602056057,2.30865668336517,2.33072661816681,2.33633633538238,2.29463932442697
"COPS8",2.03841364700113,2.10581754603161,2.02173110849486,2.05356559169401,1.96402002117405
"COPZ2",1.92220143924007,1.85149167364333,1.90958814155828,1.92191707079706,1.97869931671897
"COQ3",1.9916573201062,2.04889199354155,1.97657993176052,1.97106609260529,1.94874247197306
"COQ7",1.85247874077757,1.87087894072507,1.85673107931936,1.83436865849351,1.85799021738844
"CORIN",1.59857542401313,1.59493000184869,1.59949023447888,1.57613904182722,1.57840213562191
"CORO1A",2.16929350237901,2.18148233530465,2.19168881060319,2.20866701611873,2.22302772893864
"CORO1C",2.21160196264451,2.21109834479266,2.19315387730043,2.25446208935762,2.20384779295698
"CORO2A",1.78276519672347,1.86467067779544,1.73943135492896,1.74547194565248,1.70485586908496
"COTL1",2.0911319117915,2.04015129950209,2.09777069864097,2.09483742280872,1.98819372572213
"COX10",2.01981595175061,2.08516668981449,2.01050372785727,2.00782007925999,2.05078041114116
"COX11",1.92857412272402,1.95318063432104,1.95090203605029,1.88938850176079,1.78326846229298
"COX15",1.9507531012026,2.006223396557,1.96220661517661,1.97762552696131,1.97692204520074
"COX17",2.34978924713335,2.3492845382717,2.35232297083405,2.3804964847015,2.27119714627174
"COX4I1",2.65905513892573,2.74285646430898,2.64500583686334,2.62451134114606,2.62603095786426
"COX5A",2.48360612827516,2.5660577083367,2.48396027422389,2.436973389185,2.43371886319856
"COX6A2",1.86386827168886,1.82808427284852,1.84074782240517,1.83976940483815,1.81270553672107
"COX6B1",2.54707463652045,2.58172870813495,2.53710837154321,2.53161616556954,2.50280719682762
"COX6C",2.71104760186253,2.7750085157897,2.69259063610967,2.69007814569475,2.64961458197407
"COX7A1",2.25926745028239,2.30563136810227,2.26511468239596,2.2500390480913,2.34889310184432
"COX7A2",2.72222421704654,2.80899275444954,2.69120796661091,2.72304310189946,2.69468424375473
"COX7A2L",2.41606334544895,2.46847432830669,2.42905134653111,2.44947054077398,2.37225962757707
"COX7B",2.38182335143468,2.43048755979173,2.38214937557045,2.36783992719933,2.33871991322179
"COX7C",2.64906968492327,2.70245048678236,2.63096772843043,2.64186722759258,2.57065681883112
"COX8A",2.62579028554381,2.67199956790615,2.61131398332928,2.5975298166436,2.56933979856281
"CP",1.99911668451226,1.83987568287508,2.00818549940984,2.16588694322613,1.95111714368647
"CPA1",1.54664833562572,1.54969999359634,1.55105595091498,1.55419988089077,1.54650679014547
"CPA2",1.77454224470089,1.72403251438207,1.79164464105266,1.72010921517326,1.87924285029207
"CPA3",1.74907383519371,1.77522810068761,1.74158563564799,1.7229709968655,1.78806674080735
"CPB1",1.86528295868526,1.86027139113035,1.86999059951605,1.89374148188401,1.80676348471812
"CPB2",1.4222593060077,1.43444767200704,1.45089895519873,1.44590274137707,1.43058899826646
"CPD",2.05383345142062,2.01919255489366,2.02793901047637,2.05846116135481,2.03104452855495
"CPE",2.60042645521789,2.57885627156537,2.59027006579232,2.58969662237307,2.53097789641333
"CPLX2",2.00241298705927,2.07681568345694,1.96946833341865,1.97035553859901,1.85049094357664
"CPN1",1.62854373745455,1.62160709776258,1.60125025920638,1.635977575524,1.61772506913231
"CPNE1",2.2396710867819,2.20974514155182,2.26456650945616,2.21348277939322,2.27202904522019
"CPNE3",2.16283509740145,2.09216392320946,2.1664632496495,2.17354616740298,2.08234318362604
"CPNE6",2.1174672704101,2.14682571301119,2.10853486893496,2.07935039075448,2.03352808757708
"CPNE7",1.79742997011716,1.83237257106612,1.80607615564211,1.73935207207863,1.81155784651123
"CPOX",2.08451683701079,2.06870255816965,2.11492530912301,2.10695501587379,2.19797725352149
"CPS1",1.98541769994669,1.97694203977465,1.99812754978829,1.99766303480502,2.07129714387579
"CPSF1",2.14700020143585,2.06979742968508,2.16152458416807,2.10571598299795,2.18801840534806
"CPSF4",2.36518401821532,2.37329165546919,2.36903086598991,2.38215363871456,2.35166599384045
"CPT2",1.95150188570932,1.95968206606014,2.00061060413773,1.89407969527181,1.99717528249434
"CPVL",1.96286350626927,1.79385745811004,1.93293820288176,2.04041363058234,1.90967075402069
"CR1",1.58436605486397,1.5880919375815,1.57940401031697,1.59608210601368,1.53067617093051
"CR2",1.53324052579666,1.53103265937152,1.52856522229941,1.55702352104764,1.49813668921334
"CRABP1",2.43103042717916,2.23176301290572,2.36643819944453,2.34406646133354,2.21127962923656
"CRABP2",1.93769278566266,1.90786610183964,1.92557771598044,1.89916586223849,1.96186054469868
"CRADD",2.18785031281898,2.18946609994911,2.17926855883098,2.1628871569014,2.1229593006414
"CRAT",2.11496953409262,2.12149457083003,2.12676454339721,2.06906099732189,2.05546464951669
"CRB1",1.83327144168212,1.79432773495199,1.85568722930631,1.89755195455617,1.85864581785416
"CRBN",2.12371092733634,2.12801526454977,2.12419304418357,2.11166684257631,2.1158440846736
"CREB1",1.94842853734232,1.96783464128223,1.92627742663868,1.93028293779591,2.0286978501813
"CREB3",2.0295110963176,2.019719869453,2.03513001252335,2.09812767944985,1.9903574551741
"CREB5",1.83740696250782,1.80978620677147,1.8455572241013,1.73757444130127,1.98104759456451
"CREBBP",2.01376543815584,1.98972325192023,2.00578860872431,2.04572583327761,1.94307047233392
"CREBL2",2.06532603927594,2.00378174792826,2.04905915201546,2.09875176530075,2.05065952013916
"CREG1",2.24882615356484,2.24012363840269,2.23892047480623,2.26286980378768,2.22941037298826
"CREM",1.75486325878696,1.67691646640976,1.74063639937184,1.78212499725296,1.69741908625363
"CRHBP",1.65588319493938,1.8040714485237,1.65515369918891,1.6684942552086,1.72854424073273
"CRHR1",1.69667056336326,1.73821439905713,1.68007113514167,1.66718036001479,1.68980033462522
"CRHR2",1.75269519027044,1.74682812515626,1.74324284169493,1.78357779719983,1.83634107786829
"CRIM1",1.90301779741368,1.89200159736165,1.87369394349177,1.87624370905088,1.84060590612367
"CRIP1",2.04900580867871,2.01198796777315,2.0630412318956,2.1246699217215,2.18260125692406
"CRIP2",2.16907228227125,2.16019519816612,2.19064800527024,2.13182923103014,2.29700007360948
"CRISP1",1.54175640188637,1.53114777258552,1.5511366075454,1.50565062807284,1.57556982912123
"CRISP2",1.70662513066123,1.69422342914887,1.70131388627448,1.69500631168447,1.71202687082074
"CRISP3",1.55182584322839,1.55348184543918,1.55236486721858,1.5943484979405,1.52109964559225
"CRK",1.91916190995264,1.88905791956314,1.88312895062072,1.89372554335303,2.00458430389185
"CRKL",2.32424101178864,2.31212134702242,2.3334705266753,2.33807104979648,2.38692708749365
"CRLF1",1.85656050269619,1.84167935377017,1.91753977283662,1.95660916251654,1.99379699740024
"CRLF3",1.88148254430943,1.86016975189392,1.87428192929451,1.8829087916202,1.80594928805075
"CRMP1",2.22432472719096,2.27504405005225,2.20326347020276,2.21769914773163,2.06946462665735
