"","cortex_brain","substantia_nigra_brain","brain"
"CHST5",1.7433299658079,1.7433299658079,1.7433299658079
"CHST7",2.06160040610107,2.06160040610107,2.06160040610107
"CHST8",1.82871117485939,1.82871117485939,1.82871117485939
"CHUK",2.02694367786951,2.02694367786951,2.02694367786951
"CIB1",2.19817708112256,2.19817708112255,2.19817708112255
"CIB2",1.9556725060539,1.9556725060539,1.9556725060539
"CIDEA",1.61903202115687,1.61903202115687,1.61903202115687
"CIDEB",1.96401458399057,1.96401458399057,1.96401458399057
"CIDEC",1.80130227860475,1.80130227860475,1.80130227860475
"CIITA",1.72759662118551,1.72759662118551,1.72759662118551
"CILP",1.73392200922055,1.73392200922055,1.73392200922055
"CIRBP",2.37853899664436,2.37853899664436,2.37853899664436
"CISH",1.6830077768538,1.6830077768538,1.6830077768538
"CITED1",1.7783655751584,1.7783655751584,1.7783655751584
"CITED2",2.12424631299654,2.12424631299654,2.12424631299654
"CIZ1",1.91938272276714,1.91938272276714,1.91938272276714
"CKAP4",1.93450661492262,1.93450661492262,1.93450661492262
"CKB",2.64796270247891,2.64796270247891,2.64796270247891
"CKLF",2.05057624510937,2.05057624510937,2.05057624510937
"CKM",1.67420873883712,1.67420873883712,1.67420873883712
"CKMT1A",2.20178323235472,2.20178323235472,2.20178323235472
"CKMT2",2.06812143020414,2.06812143020414,2.06812143020414
"CKS1B",2.00088164579916,2.00088164579915,2.00088164579916
"CKS2",1.57280046418855,1.57280046418855,1.57280046418855
"CLC",1.65122649131504,1.65122649131504,1.65122649131504
"CLCA1",1.70615881132808,1.70615881132808,1.70615881132808
"CLCA4",2.02202913364803,2.02202913364803,2.02202913364803
"CLCF1",1.78627440357381,1.78627440357381,1.78627440357381
"CLCN1",1.80315334394931,1.80315334394931,1.80315334394931
"CLCN3",1.74481941797604,1.74481941797604,1.74481941797604
"CLCN4",1.87005902819647,1.87005902819647,1.87005902819647
"CLCN5",1.67290385911234,1.67290385911234,1.67290385911234
"CLCN6",1.96470092253307,1.96470092253307,1.96470092253307
"CLCNKA",1.70478267157701,1.70478267157701,1.70478267157701
"CLCNKB",1.69000232650946,1.69000232650945,1.69000232650945
"CLDN1",1.78206380207177,1.78206380207177,1.78206380207177
"CLDN10",2.16854654950382,2.16854654950382,2.16854654950382
"CLDN14",1.9472813606143,1.9472813606143,1.9472813606143
"CLDN15",1.8154782840228,1.8154782840228,1.8154782840228
"CLDN16",2.10319081350241,2.10319081350241,2.10319081350241
"CLDN17",1.77295752404662,1.77295752404662,1.77295752404661
"CLDN18",1.63681209228571,1.63681209228571,1.63681209228571
"CLDN3",1.55073631774512,1.55073631774512,1.55073631774512
"CLDN4",1.60313778174312,1.60313778174311,1.60313778174311
"CLDN5",2.4066848288151,2.40668482881511,2.4066848288151
"CLDN7",1.73580600417813,1.73580600417813,1.73580600417813
"CLDN8",1.58406039557451,1.58406039557451,1.58406039557451
"CLDN9",1.93558622521502,1.93558622521502,1.93558622521502
"CLEC10A",1.71101934471763,1.71101934471763,1.71101934471763
"CLEC11A",2.00571814635632,2.00571814635631,2.00571814635631
"CLEC1A",1.97590895536624,1.97590895536624,1.97590895536624
"CLEC2B",1.90590827081106,1.90590827081105,1.90590827081105
"CLEC2D",1.80159635520332,1.80159635520332,1.80159635520332
"CLEC3B",2.0738397355878,2.0738397355878,2.0738397355878
"CLEC4A",1.67941221082231,1.67941221082231,1.67941221082231
"CLEC5A",1.89334334724151,1.89334334724151,1.89334334724151
"CLGN",1.476830806368,1.476830806368,1.476830806368
"CLIC1",1.95564877225847,1.95564877225847,1.95564877225847
"CLIC2",1.73891315460667,1.73891315460667,1.73891315460667
"CLIC3",1.70559221660127,1.70559221660127,1.70559221660127
"CLIC4",1.99856808952108,1.99856808952108,1.99856808952109
"CLIC5",1.92968678596863,1.92968678596863,1.92968678596863
"CLK1",1.99791502613062,1.99791502613062,1.99791502613062
"CLK2",2.0241572776205,2.0241572776205,2.0241572776205
"CLK3",2.06716073867622,2.06716073867623,2.06716073867623
"CLN3",1.956591848743,1.956591848743,1.956591848743
"CLN5",1.97046463070885,1.97046463070885,1.97046463070885
"CLN8",1.93352878312872,1.93352878312872,1.93352878312872
"CLNS1A",2.36992954727036,2.36992954727036,2.36992954727036
"CLOCK",1.93174939485145,1.93174939485145,1.93174939485145
"CLPP",2.10342952197158,2.10342952197158,2.10342952197158
"CLPS",1.51691111287857,1.51691111287857,1.51691111287857
"CLPTM1",2.56183478247124,2.56183478247124,2.56183478247124
"CLPX",1.95431815425655,1.95431815425655,1.95431815425655
"CLSPN",1.61138219964854,1.61138219964853,1.61138219964853
"CLSTN2",1.92555946447215,1.92555946447215,1.92555946447215
"CLTA",2.31353171038071,2.31353171038071,2.31353171038071
"CLTC",2.09449659297443,2.09449659297443,2.09449659297443
"CLTCL1",1.83458117987007,1.83458117987007,1.83458117987007
"CLU",3.03864598835781,3.03864598835782,3.03864598835781
"CLUL1",1.56469127071157,1.56469127071157,1.56469127071156
"CMA1",1.57356860338377,1.57356860338377,1.57356860338377
"CMAS",1.97486956940631,1.9748695694063,1.9748695694063
"CMKLR1",1.7084323937847,1.7084323937847,1.7084323937847
"CNGA1",1.61497151235104,1.61497151235104,1.61497151235104
"CNGA3",1.58895275411072,1.58895275411072,1.58895275411072
"CNGB1",1.68569091261009,1.68569091261009,1.68569091261009
"CNKSR1",1.8761422843651,1.8761422843651,1.8761422843651
"CNN1",1.75498121775631,1.75498121775631,1.75498121775631
"CNN2",2.12192457535011,2.12192457535011,2.12192457535011
"CNN3",2.37709077082117,2.37709077082117,2.37709077082117
"CNNM1",2.26483221114882,2.26483221114882,2.26483221114882
"CNNM4",1.87216045990239,1.87216045990239,1.8721604599024
"CNOT2",2.18205880013938,2.18205880013938,2.18205880013938
"CNOT3",2.14618441480539,2.14618441480539,2.14618441480539
"CNOT4",2.11049404178533,2.11049404178532,2.11049404178532
"CNOT7",2.01534014971278,2.01534014971278,2.01534014971278
"CNR1",1.92728028187081,1.92728028187081,1.92728028187081
"CNR2",1.81543606452413,1.81543606452414,1.81543606452414
"CNTFR",2.42760567162257,2.42760567162256,2.42760567162257
"CNTN1",1.90995528052072,1.90995528052072,1.90995528052072
"CNTN2",2.33440555141765,2.33440555141765,2.33440555141765
"CNTN5",1.36393901765748,1.36393901765748,1.36393901765748
"CNTN6",1.69422432413869,1.69422432413869,1.69422432413869
"CNTNAP1",2.36967988719227,2.36967988719227,2.36967988719227
"COASY",2.34181662216737,2.34181662216737,2.34181662216737
"COCH",1.82853072930162,1.82853072930162,1.82853072930162
"COG2",2.12582875375409,2.12582875375409,2.1258287537541
"COG5",1.86934624642474,1.86934624642474,1.86934624642474
"COG8",1.69370547415043,1.69370547415042,1.69370547415042
"COIL",1.97719662851372,1.97719662851373,1.97719662851373
"COL10A1",1.51874455269092,1.51874455269092,1.51874455269092
"COL11A1",2.06695375340121,2.06695375340121,2.06695375340121
"COL13A1",1.65292086967812,1.65292086967812,1.65292086967812
"COL15A1",1.71145690094274,1.71145690094274,1.71145690094274
"COL16A1",2.42413676074006,2.42413676074006,2.42413676074006
"COL17A1",1.60406581722718,1.60406581722718,1.60406581722718
"COL18A1",2.10869377182312,2.10869377182311,2.10869377182311
"COL1A1",1.71294809514495,1.71294809514495,1.71294809514496
"COL1A2",1.95143668888441,1.95143668888442,1.95143668888442
"COL2A1",1.61601478914468,1.61601478914468,1.61601478914468
"COL3A1",1.82092715640121,1.82092715640121,1.82092715640121
"COL4A1",2.06296959711258,2.06296959711258,2.06296959711258
"COL4A3",1.78068364610076,1.78068364610076,1.78068364610076
"COL4A3BP",2.13931826414233,2.13931826414233,2.13931826414234
"COL4A4",1.65428195414734,1.65428195414734,1.65428195414734
"COL4A5",2.22398025764103,2.22398025764103,2.22398025764103
"COL5A1",1.84226480433618,1.84226480433618,1.84226480433618
"COL5A2",1.91063882738723,1.91063882738722,1.91063882738722
"COL5A3",2.02288836052273,2.02288836052273,2.02288836052273
"COL6A3",1.81720510615799,1.81720510615798,1.81720510615798
"COL7A1",2.01774647262999,2.01774647262999,2.01774647262999
"COL8A1",1.95422631648224,1.95422631648224,1.95422631648224
"COL9A1",1.90417139023479,1.90417139023479,1.90417139023479
"COL9A2",2.31894438249112,2.31894438249112,2.31894438249112
"COL9A3",1.82809115673258,1.82809115673258,1.82809115673258
"COLEC12",2.19296632711687,2.19296632711687,2.19296632711687
"COLQ",1.62340946968761,1.62340946968761,1.62340946968761
"COMP",1.57754272402299,1.57754272402299,1.57754272402299
"COPA",2.21678185769628,2.21678185769628,2.21678185769628
"COPB2",2.09817828745603,2.09817828745603,2.09817828745603
"COPE",2.28709837006229,2.28709837006228,2.28709837006228
"COPS2",1.99773025062427,1.99773025062427,1.99773025062427
"COPS3",2.16031501666424,2.16031501666424,2.16031501666424
"COPS4",2.08226241811056,2.08226241811056,2.08226241811056
"COPS5",2.24194047657249,2.24194047657248,2.24194047657248
"COPS6",2.28327699956705,2.28327699956705,2.28327699956705
"COPS7A",2.33384380808759,2.33384380808759,2.33384380808759
"COPS7B",2.31242562041864,2.31242562041865,2.31242562041865
"COPS8",2.05093796181677,2.05093796181677,2.05093796181677
"COPZ2",1.90264718991578,1.90264718991578,1.90264718991578
"COQ3",2.00151343571341,2.00151343571341,2.00151343571341
"COQ7",1.85794232743862,1.85794232743862,1.85794232743862
"CORIN",1.5954705635695,1.5954705635695,1.5954705635695
"CORO1A",2.18220126440104,2.18220126440104,2.18220126440104
"CORO1C",2.20952583967509,2.20952583967509,2.20952583967509
"CORO2A",1.79120866354237,1.79120866354237,1.79120866354237
"COTL1",2.07250371209066,2.07250371209065,2.07250371209065
"COX10",2.03762568681586,2.03762568681586,2.03762568681586
"COX11",1.93007561027669,1.93007561027669,1.93007561027669
"COX15",1.97163095729982,1.97163095729982,1.97163095729982
"COX17",2.34740923911108,2.34740923911108,2.34740923911108
"COX4I1",2.67650432698675,2.67650432698675,2.67650432698675
"COX5A",2.50201408912436,2.50201408912436,2.50201408912436
"COX6A2",1.84502427352996,1.84502427352996,1.84502427352996
"COX6B1",2.55171917175486,2.55171917175486,2.55171917175486
"COX6C",2.72110518104702,2.72110518104703,2.72110518104703
"COX7A1",2.27807094013594,2.27807094013594,2.27807094013594
"COX7A2",2.73922468779277,2.73922468779277,2.73922468779277
"COX7A2L",2.43287392362713,2.43287392362712,2.43287392362712
"COX7B",2.39265309561883,2.39265309561882,2.39265309561883
"COX7C",2.65596006771665,2.65596006771665,2.65596006771665
"COX8A",2.63149704679755,2.63149704679755,2.63149704679755
"CP",1.96151450424042,1.96151450424042,1.96151450424042
"CPA1",1.54877651251707,1.54877651251707,1.54877651251707
"CPA2",1.76656547330477,1.76656547330477,1.76656547330478
"CPA3",1.75582043632218,1.75582043632218,1.75582043632218
"CPB1",1.86304255510497,1.86304255510497,1.86304255510497
"CPB2",1.43312454162345,1.43312454162345,1.43312454162345
"CPD",2.03778094830887,2.03778094830887,2.03778094830887
"CPE",2.58790070848739,2.58790070848739,2.58790070848739
"CPLX2",2.00701062081812,2.00701062081812,2.00701062081812
"CPN1",1.62089093649619,1.62089093649619,1.62089093649619
"CPNE1",2.23658301980594,2.23658301980594,2.23658301980594
"CPNE3",2.13959177924565,2.13959177924564,2.13959177924565
"CPNE6",2.11748064492592,2.11748064492592,2.11748064492592
"CPNE7",1.80691215621721,1.80691215621721,1.80691215621721
"CPOX",2.09347585614921,2.09347585614921,2.09347585614921
"CPS1",1.99088709240849,1.99088709240849,1.99088709240849
"CPSF1",2.12809270656244,2.12809270656244,2.12809270656244
"CPSF4",2.36838487023072,2.36838487023072,2.36838487023072
"CPT2",1.96323826001512,1.96323826001512,1.96323826001512
"CPVL",1.90983811756326,1.90983811756326,1.90983811756326
"CR1",1.58208519757951,1.5820851975795,1.5820851975795
"CR2",1.53096434974447,1.53096434974447,1.53096434974447
"CRABP1",2.34492652911453,2.34492652911453,2.34492652911453
"CRABP2",1.92614268396488,1.92614268396488,1.92614268396488
"CRADD",2.18175866153526,2.18175866153526,2.18175866153526
"CRAT",2.11358158529883,2.11358158529883,2.11358158529883
"CRB1",1.83135454212414,1.83135454212414,1.83135454212414
"CRBN",2.12398582774286,2.12398582774286,2.12398582774286
"CREB1",1.95298924304174,1.95298924304174,1.95298924304174
"CREB3",2.02920469709518,2.02920469709517,2.02920469709517
"CREB5",1.83396743300674,1.83396743300674,1.83396743300674
"CREBBP",2.00308273729262,2.00308273729262,2.00308273729262
"CREBL2",2.04546390974492,2.04546390974492,2.04546390974492
"CREG1",2.24401877473558,2.24401877473558,2.24401877473558
"CREM",1.72808343543417,1.72808343543418,1.72808343543418
"CRHBP",1.70251625246025,1.70251625246025,1.70251625246025
"CRHR1",1.70328170769907,1.70328170769906,1.70328170769907
"CRHR2",1.75529685251159,1.75529685251159,1.75529685251159
"CRIM1",1.88922298550383,1.88922298550383,1.88922298550383
"CRIP1",2.05247487974934,2.05247487974934,2.05247487974934
"CRIP2",2.1759842360127,2.1759842360127,2.1759842360127
"CRISP1",1.54062976205593,1.54062976205593,1.54062976205593
"CRISP2",1.70173747410742,1.70173747410742,1.70173747410742
"CRISP3",1.55288910209267,1.55288910209267,1.55288910209267
"CRK",1.90677076684477,1.90677076684477,1.90677076684477
"CRKL",2.3267857201687,2.3267857201687,2.3267857201687
"CRLF1",1.87717066196485,1.87717066196485,1.87717066196485
"CRLF3",1.86990839967589,1.86990839967589,1.86990839967589
"CRMP1",2.22570200289198,2.22570200289198,2.22570200289198
"CROT",2.0435620150572,2.0435620150572,2.0435620150572
"CRP",1.62650450212616,1.62650450212615,1.62650450212615
"CRTAP",1.97789653624669,1.97789653624669,1.97789653624669
"CRY1",1.81803237495544,1.81803237495544,1.81803237495544
"CRYAA",1.7992559846051,1.79925598460511,1.79925598460511
"CRYAB",3.14076575298914,3.14076575298914,3.14076575298914
"CRYBA2",1.54526354832169,1.54526354832169,1.54526354832169
"CRYBB1",1.70635233326823,1.70635233326823,1.70635233326823
"CRYBB2",1.74318483249875,1.74318483249875,1.74318483249875
"CRYBB3",1.64810038421819,1.64810038421819,1.64810038421819
"CRYGA",1.69311351482863,1.69311351482863,1.69311351482863
"CRYGB",1.74052517972174,1.74052517972174,1.74052517972174
"CRYGC",1.66549436188478,1.66549436188478,1.66549436188478
"CRYGD",1.69395166388855,1.69395166388855,1.69395166388855
"CRYL1",2.24022633600194,2.24022633600194,2.24022633600194
"CRYM",1.81572130447475,1.81572130447475,1.81572130447475
"CRYZ",2.19261414197279,2.19261414197279,2.19261414197279
"CRYZL1",1.84055871636911,1.84055871636911,1.84055871636911
"CSAD",1.75525658896488,1.75525658896488,1.75525658896488
"CSDE1",2.20458488384433,2.20458488384434,2.20458488384434
"CSE1L",2.32664021305687,2.32664021305687,2.32664021305687
"CSF1",1.82090548674554,1.82090548674554,1.82090548674554
"CSF1R",2.4531549294641,2.4531549294641,2.4531549294641
"CSF2",1.8130026179185,1.8130026179185,1.8130026179185
"CSF2RA",1.72630118423863,1.72630118423863,1.72630118423863
"CSF2RB",1.69363761639098,1.69363761639097,1.69363761639097
"CSF3",1.78618213341542,1.78618213341542,1.78618213341542
"CSF3R",1.85757669265572,1.85757669265572,1.85757669265572
"CSH1",1.70565677460794,1.70565677460795,1.70565677460795
"CSHL1",1.58409265607516,1.58409265607516,1.58409265607516
"CSK",2.29088415939917,2.29088415939917,2.29088415939917
"CSN2",1.73274930657604,1.73274930657603,1.73274930657603
"CSN3",1.76602957374012,1.76602957374012,1.76602957374012
"CSNK1A1",2.23144978493777,2.23144978493777,2.23144978493777
"CSNK1D",2.05801107909491,2.05801107909491,2.05801107909491
"CSNK1E",2.26828864439148,2.26828864439148,2.26828864439148
"CSNK1G1",1.75612795039875,1.75612795039875,1.75612795039875
"CSNK1G2",2.07930580077689,2.07930580077689,2.07930580077689
"CSNK1G3",1.9140824194965,1.9140824194965,1.9140824194965
"CSNK2A1",1.97841025270403,1.97841025270403,1.97841025270403
"CSNK2A2",2.14830782752792,2.14830782752792,2.14830782752792
"CSNK2B",2.48736031515543,2.48736031515543,2.48736031515543
"CSPG4",2.06457311112212,2.06457311112211,2.06457311112212
"CSPG5",2.23845205694635,2.23845205694635,2.23845205694635
"CSRP1",2.74548656275755,2.74548656275755,2.74548656275755
"CSRP2",2.32001180509803,2.32001180509803,2.32001180509803
"CSRP3",1.54702340952683,1.54702340952683,1.54702340952683
"CST2",1.76041534559031,1.76041534559031,1.76041534559031
"CST3",3.08249524286157,3.08249524286157,3.08249524286157
"CST5",1.59889801859025,1.59889801859025,1.59889801859025
"CST6",1.70494945231331,1.70494945231331,1.7049494523133
"CST7",1.8872755627594,1.8872755627594,1.8872755627594
"CST8",1.67071740554713,1.67071740554713,1.67071740554713
"CSTB",2.45623535294777,2.45623535294777,2.45623535294777
"CSTF1",1.59800499650165,1.59800499650166,1.59800499650166
"CSTF2",1.96761628218964,1.96761628218963,1.96761628218964
"CSTF3",2.15906218267066,2.15906218267065,2.15906218267065
"CTAG1A",1.59784877249666,1.59784877249666,1.59784877249666
"CTAG2",1.64110955369604,1.64110955369604,1.64110955369604
"CTAGE5",1.70116116163166,1.70116116163166,1.70116116163166
"CTBP1",2.31382580813296,2.31382580813296,2.31382580813296
"CTBP2",1.86959936955915,1.86959936955915,1.86959936955915
"CTBS",2.04928474455058,2.04928474455059,2.04928474455059
"CTCF",2.19326607074563,2.19326607074563,2.19326607074563
"CTDP1",1.82006782577358,1.82006782577358,1.82006782577358
"CTDSP1",2.20370324331542,2.20370324331542,2.20370324331542
"CTDSP2",2.4856171900969,2.4856171900969,2.4856171900969
"CTF1",1.91216800840312,1.91216800840312,1.91216800840312
"CTGF",2.10102772935897,2.10102772935897,2.10102772935897
"CTH",1.86453074475042,1.86453074475042,1.86453074475042
"CTLA4",1.7531753257452,1.7531753257452,1.7531753257452
"CTNNA1",2.37707066725594,2.37707066725594,2.37707066725594
"CTNNA2",2.22500980762984,2.22500980762984,2.22500980762984
"CTNNA3",1.75651106522782,1.75651106522782,1.75651106522782
"CTNNAL1",1.98284138344321,1.98284138344321,1.98284138344321
"CTNNB1",1.97755058166218,1.97755058166218,1.97755058166218
"CTNNBIP1",2.2386292368285,2.23862923682851,2.2386292368285
"CTNNBL1",2.10836854088688,2.10836854088688,2.10836854088688
"CTNND1",1.75890488124253,1.75890488124253,1.75890488124253
"CTNND2",2.36176296096733,2.36176296096733,2.36176296096733
"CTNS",1.99606127199683,1.99606127199683,1.99606127199683
"CTPS2",1.9768103168393,1.9768103168393,1.9768103168393
"CTRB1",1.59027835670512,1.59027835670512,1.59027835670512
"CTRC",1.60923779107099,1.60923779107099,1.60923779107099
"CTRL",1.87636683237507,1.87636683237507,1.87636683237507
"CTSB",2.34606829332194,2.34606829332194,2.34606829332194
"CTSC",1.82890200068843,1.82890200068843,1.82890200068843
"CTSD",2.34791936682378,2.34791936682378,2.34791936682378
"CTSE",1.74496343589211,1.74496343589212,1.74496343589211
"CTSF",2.30948870514377,2.30948870514377,2.30948870514377
"CTSG",1.67515173451301,1.67515173451301,1.67515173451301
"CTSH",2.23489170432949,2.23489170432948,2.23489170432948
"CTSK",1.93881726062069,1.93881726062069,1.93881726062069
"CTSO",1.98315566100037,1.98315566100037,1.98315566100037
"CTSS",1.63379946696712,1.63379946696712,1.63379946696712
"CTSW",1.68857882443487,1.68857882443487,1.68857882443487
"CTSZ",2.03294512396338,2.03294512396338,2.03294512396338
"CTTN",2.11481080972481,2.11481080972481,2.11481080972481
"CUBN",1.73475739079396,1.73475739079396,1.73475739079396
"CUL1",2.14945226986484,2.14945226986484,2.14945226986484
"CUL2",1.96948993458874,1.96948993458874,1.96948993458874
"CUL3",1.98165646032471,1.98165646032471,1.98165646032471
"CUL4A",1.95260866219769,1.95260866219769,1.95260866219769
"CUL4B",1.70329973663945,1.70329973663945,1.70329973663945
"CUL5",1.92471009473584,1.92471009473584,1.92471009473584
"CUTA",2.59205484238869,2.59205484238869,2.59205484238869
"CUZD1",1.72656420396221,1.72656420396221,1.72656420396221
"CX3CL1",2.17572633959425,2.17572633959425,2.17572633959425
"CX3CR1",1.97988193172573,1.97988193172573,1.97988193172573
"CXADR",2.09595990423884,2.09595990423884,2.09595990423884
"CXCL1",2.01376101578159,2.01376101578159,2.01376101578159
"CXCL10",1.81810931458339,1.81810931458339,1.81810931458339
"CXCL11",1.62942261387978,1.62942261387978,1.62942261387978
"CXCL12",1.98286485791758,1.98286485791758,1.98286485791758
"CXCL14",2.05069183546909,2.05069183546909,2.05069183546909
"CXCL2",1.82421881523673,1.82421881523673,1.82421881523673
"CXCL3",1.66322865907375,1.66322865907375,1.66322865907374
"CXCL5",1.55827711873481,1.55827711873481,1.55827711873481
"CXCL6",1.70869470944553,1.70869470944553,1.70869470944553
"CXCR3",1.73939916587134,1.73939916587134,1.73939916587134
"CXCR4",1.73605121984053,1.73605121984054,1.73605121984053
"CXXC1",2.45352122984456,2.45352122984456,2.45352122984456
"CXXC4",1.87435730506259,1.87435730506259,1.87435730506259
"CYB561",1.69783286193305,1.69783286193305,1.69783286193305
"CYB561D2",1.95880802385572,1.95880802385572,1.95880802385572
"CYB5A",2.1225626302036,2.1225626302036,2.1225626302036
"CYB5R1",2.21545200077585,2.21545200077585,2.21545200077585
"CYB5R2",2.00386385977904,2.00386385977904,2.00386385977904
"CYB5R3",2.38662067873907,2.38662067873907,2.38662067873907
"CYB5R4",1.82519010761737,1.82519010761737,1.82519010761737
"CYBA",2.09828831571449,2.09828831571449,2.09828831571449
"CYBB",1.86454742269071,1.86454742269072,1.86454742269072
"CYC1",2.29419746627636,2.29419746627635,2.29419746627635
"CYCS",2.34214628761794,2.34214628761794,2.34214628761794
"CYP11A1",1.92944884826748,1.92944884826748,1.92944884826748
"CYP11B1",1.67204644737565,1.67204644737565,1.67204644737565
"CYP11B2",1.62496310766536,1.62496310766536,1.62496310766536
"CYP17A1",1.7520159214854,1.75201592148539,1.7520159214854
"CYP19A1",1.70149433991813,1.70149433991813,1.70149433991813
"CYP1A1",1.69561179813928,1.69561179813928,1.69561179813928
"CYP1B1",2.04883923858486,2.04883923858486,2.04883923858486
"CYP20A1",1.63416951177118,1.63416951177118,1.63416951177118
"CYP24A1",1.59806285982741,1.59806285982741,1.59806285982741
"CYP26A1",1.76632471443264,1.76632471443264,1.76632471443264
"CYP26B1",1.98410565086274,1.98410565086274,1.98410565086274
"CYP27A1",2.15281044604925,2.15281044604925,2.15281044604925
"CYP27B1",1.64267903631271,1.64267903631271,1.64267903631271
"CYP2A13",1.67083840208567,1.67083840208567,1.67083840208567
"CYP2A7",1.61657057023466,1.61657057023466,1.61657057023466
"CYP2C8",1.80014658317337,1.80014658317337,1.80014658317337
"CYP2D6",1.73910523851571,1.7391052385157,1.7391052385157
"CYP2E1",1.80857844405152,1.80857844405152,1.80857844405152
"CYP2J2",2.29009057587416,2.29009057587416,2.29009057587416
"CYP39A1",1.77842118556526,1.77842118556526,1.77842118556526
"CYP3A43",1.70377306127685,1.70377306127685,1.70377306127685
"CYP3A5",1.65502991633753,1.65502991633753,1.65502991633753
"CYP46A1",2.50577986022924,2.50577986022924,2.50577986022924
"CYP4A11",1.69445675658087,1.69445675658087,1.69445675658087
"CYP4B1",1.61722300140089,1.61722300140089,1.61722300140089
"CYP4F11",1.85119775129643,1.85119775129643,1.85119775129643
"CYP4F12",1.80552997999609,1.80552997999609,1.80552997999609
"CYP4F2",1.59944362695327,1.59944362695327,1.59944362695327
"CYP4F8",1.45271946419802,1.45271946419802,1.45271946419802
"CYP51A1",1.98401087122353,1.98401087122354,1.98401087122353
"CYP7A1",1.42517093064146,1.42517093064146,1.42517093064146
"CYP7B1",1.72145221020208,1.72145221020208,1.72145221020208
"CYR61",1.88308257471962,1.88308257471962,1.88308257471962
"CYSLTR2",1.79571842060891,1.79571842060891,1.7957184206089
"CYTL1",1.81622814108155,1.81622814108155,1.81622814108155
"DAB1",1.59053038702582,1.59053038702582,1.59053038702582
"DAB2",2.00278256761663,2.00278256761663,2.00278256761663
"DACH1",1.87228196975924,1.87228196975924,1.87228196975924
"DACT1",1.87126854189724,1.87126854189724,1.87126854189724
"DAD1",2.43848919558494,2.43848919558494,2.43848919558494
"DAG1",2.14926809415242,2.14926809415242,2.14926809415242
"DAP",2.26510938383038,2.26510938383039,2.26510938383039
"DAP3",2.11630567673609,2.1163056767361,2.11630567673609
"DAPK1",2.01769645926819,2.01769645926819,2.01769645926819
"DAPK2",2.05407774790638,2.05407774790638,2.05407774790638
"DAPK3",1.86273691717018,1.86273691717018,1.86273691717018
"DARS",2.60188086847081,2.60188086847081,2.60188086847082
"DAZ1",1.62285191558587,1.62285191558587,1.62285191558587
"DAZAP1",2.02825178607403,2.02825178607403,2.02825178607403
"DAZAP2",2.47547079381155,2.47547079381155,2.47547079381155
"DAZL",1.8017483429584,1.8017483429584,1.8017483429584
"DBF4",1.44229262443433,1.44229262443434,1.44229262443433
"DBH",1.79831453194522,1.79831453194522,1.79831453194522
"DBI",2.69800680316399,2.69800680316399,2.69800680316399
"DBN1",2.51115695938865,2.51115695938865,2.51115695938865
"DBP",1.92119205049361,1.92119205049361,1.92119205049361
"DBR1",1.66186774577496,1.66186774577496,1.66186774577496
"DBT",2.18748298599476,2.18748298599476,2.18748298599476
"DCC",1.48457512731008,1.48457512731008,1.48457512731008
"DCK",1.88596128201199,1.88596128201199,1.88596128201199
"DCP1A",1.95430572298233,1.95430572298233,1.95430572298233
"DCT",1.78467417139924,1.78467417139923,1.78467417139923
"DCTD",2.22588800506521,2.22588800506521,2.22588800506521
"DCTN1",1.94058476967762,1.94058476967762,1.94058476967762
"DCTN2",2.22863382813023,2.22863382813023,2.22863382813023
"DCTN3",2.30113257668919,2.30113257668919,2.30113257668919
"DCTN4",2.12558574391213,2.12558574391213,2.12558574391213
"DCTN6",2.27309351305282,2.27309351305282,2.27309351305282
"DCUN1D1",2.12976626173232,2.12976626173232,2.12976626173232
"DCX",1.85178982628918,1.85178982628918,1.85178982628918
"DCXR",2.34443117273962,2.34443117273962,2.34443117273962
"DDAH1",2.39466299175274,2.39466299175274,2.39466299175274
"DDAH2",2.11301306474539,2.11301306474539,2.11301306474539
"DDB1",2.40249378336246,2.40249378336246,2.40249378336246
"DDB2",1.84334726367363,1.84334726367363,1.84334726367363
"DDC",1.99117274288741,1.99117274288741,1.99117274288741
"DDI2",1.57420919161415,1.57420919161415,1.57420919161415
"DDO",1.75859061925248,1.75859061925248,1.75859061925248
"DDOST",2.07606567987596,2.07606567987596,2.07606567987596
"DDR1",2.46034431499222,2.46034431499222,2.46034431499222
"DDR2",2.19825837170104,2.19825837170103,2.19825837170104
"DDT",2.19851208819278,2.19851208819278,2.19851208819278
"DDX1",2.37370892481442,2.37370892481442,2.37370892481442
"DDX10",2.05147164478855,2.05147164478855,2.05147164478855
"DDX11",1.85399055413222,1.85399055413222,1.85399055413222
"DDX17",2.34807380547382,2.34807380547382,2.34807380547383
"DDX18",2.03983811398919,2.03983811398919,2.0398381139892
"DDX21",2.00341989575783,2.00341989575783,2.00341989575783
"DDX23",2.1231955944608,2.1231955944608,2.1231955944608
"DDX24",2.34431044833811,2.34431044833811,2.34431044833811
"DDX25",1.81898736822587,1.81898736822587,1.81898736822587
"DDX3X",1.73701997674713,1.73701997674712,1.73701997674713
"DDX3Y",1.62721491703628,1.62721491703629,1.62721491703629
"DDX41",2.21022630851395,2.21022630851395,2.21022630851395
"DDX42",2.22024364206836,2.22024364206836,2.22024364206836
"DDX43",1.58986675910453,1.58986675910452,1.58986675910452
"DDX5",2.53208642799426,2.53208642799426,2.53208642799426
"DDX56",2.05430011270976,2.05430011270975,2.05430011270975
"DDX58",1.73239988399655,1.73239988399655,1.73239988399654
