"","cortex_brain","substantia_nigra_brain","brain"
"ACYP2",1.22008868456144,7.55643495406195,2.71594875434423
"ADA",1.16527457081664,6.69275300647442,3.12199315978106
"ADAM10",1.13155998309874,6.62037367901791,3.1870246513627
"ADAM11",1.28242509862596,6.33637577191866,3.73193482718224
"ADAM12",0.978546164900809,6.07072094432575,2.22808610903847
"ADAM15",1.36750554059945,6.80931413481202,4.22692521987565
"ADAM17",1.12363785886023,6.04843176248339,3.00912642001252
"ADAM18",1.29569907569513,6.06684015690692,3.29062225945548
"ADAM19",1.14234384442948,5.68362320207182,1.82369207721887
"ADAM2",1.18697689810169,4.66504786326201,2.19945244463326
"ADAM20",1.15465571563931,5.74299045084693,2.10908899364396
"ADAM21",1.19432547910387,6.21063909424656,2.46966717869136
"ADAM22",1.16927027204919,6.86487298473319,3.33301640419553
"ADAM23",1.20215294873822,7.46244773129134,3.89045730796756
"ADAM28",1.09635578380459,5.80026989653204,2.48669909411912
"ADAM30",1.12559920002667,6.25765374897299,2.43768048783418
"ADAM8",1.15555854184052,5.50867058062924,2.34928661401226
"ADAM9",1.10327519372384,6.52730838280062,3.11075969426633
"ADAMDEC1",1.03290615434173,5.06238742104349,2.20086395247023
"ADAMTS1",1.18432753536225,7.89694822238137,3.81421049305246
"ADAMTS12",1.216542436985,5.89771901322037,1.97974512425797
"ADAMTS13",1.20102961720347,6.11846883952443,2.36569607134698
"ADAMTS2",1.18998150570746,5.32272044478673,2.33794023631197
"ADAMTS6",1.17526310232113,5.39691549140648,2.319626985082
"ADAMTS8",1.28176399856383,5.87657168063023,4.01143450059585
"ADAMTS9",1.22911250685013,7.24657900458043,2.98823309301056
"ADAR",1.30194431054207,10.3993901191593,4.70684163528778
"ADARB1",1.17768087437705,6.38117226013283,2.47981143262725
"ADARB2",1.21070092361991,7.44445289208249,3.14863540542513
"ADAT1",1.0716219576496,6.78507084931613,3.32932179041295
"ADCY3",1.3220320012866,8.841630941034,4.5944392584082
"ADCY6",1.37107202233217,7.38075967959801,3.48056482780723
"ADCY7",1.13789451322167,6.13868038685906,2.86292934184982
"ADCY8",1.21051241316001,6.97021832424022,3.96867503969461
"ADCY9",1.23482997093917,7.00632528696796,3.46430970954535
"ADCYAP1",1.07419300837753,6.42050463712392,3.69809100206253
"ADCYAP1R1",1.07550147794445,5.03723184978249,1.84095311885265
"ADD1",1.43388978037116,9.24578114802162,5.02387165730523
"ADD2",1.17043921810812,6.96391302604601,2.89631005004767
"ADD3",1.08617191354499,7.56444216575907,2.33726006687284
"ADH1A",1.15827235351835,6.0119372781448,1.96803117209131
"ADH1B",1.20593717700859,5.26218758068765,1.66026795876004
"ADH1C",1.09481435103214,4.14421318292318,1.42034814497333
"ADH5",1.12363285354691,7.66629712228351,3.08010591480685
"ADH6",1.26776513099339,6.01968710268976,2.20517378172132
"ADK",1.21241959858575,6.39747677932135,2.69779971270264
"ADM",1.30058413671519,9.53761070426431,3.53907068201818
"ADORA1",1.22545960701467,7.52991352031496,2.73023804883451
"ADORA2A",1.29115864112465,6.65470255153454,3.01253706321243
"ADORA2B",1.27642883402752,6.23316830718635,3.22670017368214
"ADORA3",1.23539162470447,8.31426086462434,3.76507667446638
"ADPRH",1.11388636966267,5.75418035918255,2.59867276847105
"ADRA1A",1.1381838808877,6.37548320451936,3.52088006671667
"ADRA1B",1.21846407707756,4.97275742599005,3.39636751414374
"ADRA1D",1.20660382136207,5.71471330128876,3.02003762641123
"ADRA2A",1.18013918900734,5.84908779082066,2.78198431400753
"ADRA2B",1.15436405259565,6.08920441351001,2.60698989219538
"ADRA2C",1.23350104965166,6.16346889138482,2.30585165508476
"ADRB1",1.04835453691736,5.34170191969355,2.6633102217917
"ADRB2",1.26208528485427,6.96611634927019,3.17130654804853
"ADRB3",1.14767504700711,5.07158834860037,2.07712435223769
"ADRBK2",1.25211355608877,5.44625645910467,2.21103261388117
"ADRM1",1.3579591477209,8.73869371377138,4.21030336198137
"ADSL",1.21805481832489,7.91430652080602,3.95156074234885
"ADSS",0.873761072569981,7.4859806157013,3.10810676231219
"AEBP1",1.40285524543229,8.62212643178694,3.4926376101172
"AES",1.5211195297992,9.1163190292116,4.01738712986866
"AFF1",1.19473290371406,6.90725854333254,2.58763786495774
"AFF2",1.11681178076208,7.35213034485525,3.48327001545587
"AFF3",1.28875334054242,5.73688478984959,3.90276103356047
"AFF4",1.26721705660217,6.5181784222653,3.73453195389473
"AFG3L2",1.21064467010228,7.89018067198863,3.80776718374787
"AFM",1.24191597523274,5.10555127473844,1.25546220823487
"AFP",1.09506460554824,5.36564021463863,2.46601553082765
"AGA",1.15130651799711,6.90301121795663,3.67753586243877
"AGER",1.22435551438668,5.16564817445884,2.17803115117757
"AGL",1.08712958518123,7.13090703105371,2.98605562340651
"AGPAT1",1.35001634714791,8.64837518705793,3.08627163362815
"AGPAT2",1.18634828303811,7.00642577373801,2.54711560171531
"AGPAT3",1.22784825212754,7.3773092320159,3.5904311080693
"AGPAT4",1.14236821670164,8.83147173231071,4.3167940174214
"AGPS",1.09761806841952,6.42875460746741,3.11599583727344
"AGR2",1.10332095571909,5.0463308409082,2.25405076986799
"AGRP",1.13179244780361,5.84546329621527,2.20686810929479
"AGT",1.31069979314604,10.6824885413438,4.03814587082807
"AGTR1",1.16604224640659,5.93767301969661,2.09567106856054
"AGTR2",1.26896497286241,5.39126683492056,2.22742279225576
"AHCY",1.24400478414485,7.73559170440411,3.96211971917261
"AHCYL1",1.33200172866303,10.6749866668334,5.12524153135843
"AHR",1.25389138444952,7.23509262683685,5.33705682001951
"AHSA1",1.19726008215253,9.69788692009368,4.2095296433134
"AIF1",1.29653618226371,8.30353228196384,3.47163364553234
"AIM2",1.26571577296293,6.37348797773306,2.22781579037048
"AIP",1.24991311278912,8.44952232975206,4.04023408356943
"AIPL1",1.15672245748018,5.74446390033796,2.21019697404682
"AIRE",1.09655285336084,4.66744666788028,2.05496668034606
"AK1",1.46640831115438,8.3614855217478,3.86772470827691
"AK2",1.28901728794127,7.26463714985974,3.80158313797576
"AK5",1.22225872290926,9.37810552817842,4.84595096110898
"AKAP1",1.17715253323746,7.19824841927202,2.86945187821652
"AKAP10",1.09352603467346,6.38976374365066,3.49174477321581
"AKAP11",0.965409811507776,7.82086585004543,3.26358973283101
"AKAP12",1.06244187517417,7.59290465555205,2.40960466841788
"AKAP3",1.22602343769883,5.6979623077572,2.22669496168718
"AKAP4",1.0897017211962,5.11803006231736,2.27056337603932
"AKAP5",0.999876922346811,5.04103413292609,1.88966623987137
"AKAP6",1.12993759398999,6.79986086509174,3.72008934239659
"AKAP7",1.12884532332919,7.7055545344764,3.66232159183915
"AKAP8",1.25699260024322,7.52377171835697,3.55474384804665
"AKAP8L",1.17755079864596,6.4469761545471,3.37422898891037
"AKAP9",1.24819308141896,6.14630543011123,2.97732030316769
"AKR1A1",1.1715137246685,8.20115129684582,3.66978960339912
"AKR1B1",1.22148833746359,10.0369307059338,4.45803012991377
"AKR1B10",1.1662289861823,5.23857675042962,1.88518505161481
"AKR1C3",1.25789413371111,8.0592705299935,3.74719992966972
"AKR7A2",1.35530128285118,8.50139012436709,4.27159862026609
"AKR7A3",1.19199246233126,6.64188239941853,2.57159847405316
"AKT1",1.24289222481147,5.90260565480357,2.16299157517293
"AKT3",1.2318815030261,6.87682624559856,2.55608284066416
"ALAD",1.14600493333278,7.61643217852476,3.65331658092711
"ALAS1",0.960697780304,6.41360854858106,2.19490770558993
"ALB",1.07947377700746,4.88225941924202,1.79895961379034
"ALCAM",1.07349808005469,8.62704815962992,4.4287009359445
"ALDH1A1",1.08962655866482,8.29861900401074,3.80253972285725
"ALDH1A2",1.22103978356951,5.89661616030945,3.3043635601192
"ALDH1A3",1.04436541276334,6.56822414388963,3.09898680802146
"ALDH1L1",1.30184732403091,8.3321399140218,3.73186319221271
"ALDH2",1.32765249914662,10.666789723568,4.17522634135538
"ALDH3A1",1.17058418515679,5.31285948525322,2.14491127658527
"ALDH3A2",1.23382634363661,8.37479918776637,4.15903758728416
"ALDH3B1",1.18741713016469,6.72105008464268,2.55089799951345
"ALDH3B2",1.06013350859532,5.1792519281706,2.16450713229391
"ALDH4A1",1.32159298197479,8.19911134317513,3.15444347092793
"ALDH5A1",1.24932458594897,8.2095758621292,4.10452230436305
"ALDH6A1",1.28324658794292,9.75412867277196,4.54425819285322
"ALDH7A1",1.32235887200533,8.31797989283978,4.24970188455473
"ALDH8A1",1.09106697496478,5.70270115364829,2.3555525709233
"ALDH9A1",1.37668431153692,9.97866094810623,4.80571956607837
"ALDOB",1.17865452898349,6.09614497842998,2.11571372643984
"ALG3",1.21258215355881,7.11646485572449,3.08649507692994
"ALG5",1.07146143435555,8.70211393309988,3.63937341905861
"ALG6",1.16629984618019,7.44248130839614,3.38968554070216
"ALLC",1.1751168555601,5.44308621121432,2.17613973079342
"ALOX12",1.21244260565125,5.13597560025403,2.14352479006136
"ALOX12B",1.13463780108411,5.28161644834416,3.04302683035078
"ALOX15",1.27375130865352,4.49501479988747,1.76222147227729
"ALOX15B",1.15762589602352,6.23180060047396,2.25582373897292
"ALOX5",1.2054366194526,7.19636527756223,3.08585547732565
"ALOX5AP",1.19203269755355,8.13204175321553,3.87350453198992
"ALOXE3",1.20954762882489,5.84943078237457,2.46062756846766
"ALPI",1.18274622757642,4.87914537137466,2.29885317122364
"ALPL",1.42773890873939,6.14215638894863,4.00020897251782
"ALPP",1.43301871301888,6.82900969101161,5.04148494259103
"ALX3",1.2689553946798,5.8257947246005,2.65288670194334
"AMACR",1.07422255845199,5.86075892544411,2.96869268253054
"AMBN",1.09001692022581,5.39218503646788,2.22910369316764
"AMBP",1.07867156523754,5.29578735748834,1.52345702986931
"AMD1",1.20434744038331,8.28072473517021,3.92764302186918
"AMELX",1.14587598943451,5.14098711288312,2.28343046003146
"AMFR",1.41909744816116,7.10540717321777,2.92023918970329
"AMH",1.24858360742352,4.9758723504214,2.69802236042658
"AMMECR1",1.12802938483714,5.75636217366655,3.00267931506582
"AMN",1.06312124087197,6.12953342574708,2.32263516482466
"AMOTL2",1.08488462453776,7.54617456193005,2.2258088657613
"AMPD2",1.11184636754262,7.36062170105778,1.9350217986053
"AMPD3",1.02206724938331,6.91246605003631,2.37839868734692
"AMPH",1.17215389444606,7.69993441351443,4.06336842571306
"AMT",1.24159345141233,7.57057119023275,3.55571765337655
"ANAPC1",1.17413427712535,7.76909810835795,3.85890522534016
"ANAPC10",1.19407150117905,6.16859352457394,3.55258215655322
"ANAPC2",1.46128983529462,6.4624010266828,2.53320287875164
"ANAPC5",1.25081919658627,9.88533291352987,4.45789488781893
"ANG",1.26001003972179,6.50398637487773,2.61317806764124
"ANGPT2",1.16794893648637,6.0098930216977,2.88843466445271
"ANGPT4",1.1259505308864,5.43296228254307,2.10303307381519
"ANGPTL2",1.14712807329293,6.56493193838755,3.14069847298858
"ANGPTL3",1.39311996267352,5.15812494532419,2.30075204469956
"ANGPTL4",1.32320091449314,8.83362927998947,3.57834893244117
"ANGPTL7",1.1494170954936,5.02623635896531,2.24242157311303
"ANK2",1.02496517225261,9.17388476987192,4.38260042877634
"ANK3",1.03259030479887,8.2939885324057,4.45846368353001
"ANKH",1.03488191336922,5.52583151293948,1.95956261338124
"ANKMY1",1.14974591214159,5.36939898614351,2.82423044999572
"ANKRA2",1.12900548500643,6.59890870974758,3.18413737846048
"ANKRD1",1.12658519718892,5.02562110568507,2.02216856455595
"ANKRD11",1.11652361703662,6.17590550063262,1.92752309913086
"ANKRD2",1.06204691082833,5.01038329346726,2.08955673691392
"ANKRD7",1.17674165747636,4.69965805757244,2.39933287534504
"ANP32A",1.24641864552706,7.01595848844094,2.89053229493572
"ANP32C",1.10024671299596,5.44263690320836,2.57639362157882
"ANPEP",1.25454258939381,5.19798697160042,2.06796717707823
"ANXA1",1.13115529254076,8.20415097750904,3.63623205148414
"ANXA11",1.06972711028651,5.91621313014862,2.83249348698063
"ANXA13",1.12186306360336,5.73900674739131,2.02638490401799
"ANXA2",1.10852118510508,8.71028486112113,2.25591146643507
"ANXA3",1.24575072164196,6.76608475486518,2.92146038001007
"ANXA4",1.03001607099679,6.96477519404935,2.37672795018549
"ANXA5",1.31884596282847,10.0467749080719,4.19243976051684
"ANXA6",1.17747567520717,7.43279409424521,2.19626549288158
"ANXA7",1.19257254640921,9.18624359516322,4.22656464551365
"ANXA9",1.15217877477286,5.08981108063079,2.07445858555445
"AOAH",1.16971461553142,6.24383818470543,2.75332821182466
"AOC2",1.19651410913193,5.63469805901734,2.12085672554029
"AOC3",1.28000705534672,5.63960509184777,2.01074702926926
"AP1B1",1.29867393845477,8.03108505592929,3.93321210882952
"AP1G1",1.19943263932138,7.85730262748574,3.94968079839102
"AP1G2",1.26532050792822,5.69810105298841,2.50772544062069
"AP1M2",1.11457499082265,6.21877737018694,2.44106673710219
"AP1S1",1.20125066401412,7.54261766716165,3.95499748964512
"AP1S2",1.05941480320426,8.26580239916728,4.5940658261914
"AP2B1",1.27819878538676,8.56385674755484,3.80090799988275
"AP2M1",1.40654603153334,9.2316676458223,4.37741790035385
"AP2S1",1.37141714413251,9.429227625491,4.95469006430916
"AP3B1",1.37329869271682,8.88583455010167,4.28677522700816
"AP3B2",1.17780939895643,7.44701208619768,3.94540701820269
"AP3D1",1.27229983342346,8.1769519401792,3.82715885739379
"AP3M2",1.24259860944399,9.20589587570568,4.41848548554055
"AP3S1",1.22188916504361,9.91255289257365,3.92251167615603
"AP3S2",1.25794604574345,9.16638245026584,3.61297310334344
"AP4E1",1.16481341997825,5.62023252764166,3.37098776573711
"AP4M1",1.15013685924623,5.7094218528609,2.58167491364869
"AP4S1",1.19071942102245,6.24751199104257,2.49250253566668
"APAF1",1.22846077674329,6.48434683646387,3.63004313199933
"APBA1",1.17048792682445,5.53526775682461,1.96174877460797
"APBA2",1.25488883684948,8.4523371563867,3.71289414664222
"APBA3",1.27380486084334,7.03391638403776,3.40974504642846
"APBB1",1.11995605111834,7.12206471581554,2.63314553567705
"APBB1IP",1.34322815069522,6.6708881861511,3.23370710063014
"APBB3",1.26508242281663,8.69023818303477,4.42324220848247
"APC",1.07941723914482,5.76004473864911,2.77113777448165
"APC2",1.27863500514201,8.20390330683006,3.63183422900182
"APCS",1.12256279804102,5.37360289749024,1.42629561249048
"APEH",1.25458481200518,7.54154155161466,4.00579151079533
"APEX1",1.20554100070336,9.03519645859433,4.28680920509469
"APEX2",1.2840776947462,6.80607889026695,3.45883090192676
"API5",1.2466173717936,7.24929536610215,4.36863878809187
"APITD1",1.1067694749027,6.7282375415632,3.61792100190159
"APLP1",1.50260389335558,10.3477488464102,4.54156778208823
"APLP2",1.4307557827663,7.64140332543139,3.9683896887303
"APOA1",1.19864689160858,5.37606041926693,1.72172244517608
"APOB",1.17273142143646,5.94236205936021,2.15490730866864
"APOBEC3B",1.1269809224395,5.08643129785101,2.11798881248356
"APOBEC3G",1.10233559421088,6.33560091289824,2.30891192523563
"APOC1",1.14506343270751,10.703062635853,3.11594130482076
"APOC2",1.16536589652168,8.02064521838204,2.89322700191798
"APOC3",1.04666831279395,4.86709207161941,1.47581249316683
"APOD",1.90679807642461,11.2354925405727,5.08910430434404
"APOE",1.43664695143632,11.7806034543224,4.86587226037967
"APOF",1.13619712129912,4.73581142775454,1.95292887313479
"APOH",1.17725944539267,5.31123462791607,1.50577481228407
"APOL1",1.1758027383548,6.10777042136451,2.32714134472567
"APOL2",1.15992354826125,6.80013760327516,2.49084635452481
"APOL3",1.19203532426383,7.1071095565342,2.94618692016232
"APOL5",1.11700084783644,5.44970775010055,1.89047495699891
"APOM",1.1731392231958,6.30057915398648,2.16208539309368
"APP",1.02064087780479,8.28253445227342,2.57946223752576
"APPBP2",1.09962253541765,7.0207860332867,3.026680866788
"APRT",1.27971210773072,7.83967676710615,3.41008720619393
"AQP1",1.08787959839601,10.6913369109773,3.56851827604104
"AQP2",1.13845419595567,6.60286844710918,2.07910735485032
"AQP3",1.20436296049237,5.0181180525927,2.12009631398413
"AQP4",1.33163658544413,8.16323805827174,4.63942234810045
"AQP6",1.13748592155546,6.70088467497875,2.17342732105817
"AQP7",1.19667892070474,6.46898484996106,2.3094553210408
"AQP8",1.14931111646052,5.56999728027939,2.69197688117908
"AQP9",1.16349354209277,6.11665949948216,2.99600163663584
"AR",1.12066430499633,6.10633299268398,2.72499711829035
"ARAF",1.32828580954509,6.83891799088467,2.82937679523267
"ARCN1",1.21303851109547,9.20846551600073,4.46475057263242
"ARF1",1.12171675485001,8.02739634774852,1.91081328196888
"ARF3",1.31619438344108,8.82583851975836,4.48118308648384
"ARF4",1.12809383509726,9.63939686781762,4.09177239280824
"ARF5",1.27972890709897,8.77522576743846,4.17621295394027
"ARFGAP3",1.13241354234504,7.81496982532816,3.74246854082016
"ARFGEF1",1.16208169779229,7.5556434820748,3.99178121572317
"ARFGEF2",1.09351198129346,5.50306062541874,2.73077387804295
"ARFIP1",1.15850635921622,7.59113495568563,3.86868129772761
"ARFIP2",1.18027275958151,7.22703025561213,2.21156480312529
"ARFRP1",1.11606567586512,6.91216732716947,2.61675386043962
"ARG1",1.14623587568235,5.40400608805135,1.85638498071909
"ARG2",1.16700288775406,6.59407317004821,3.13849545812516
"ARHGAP1",1.27334146434333,9.63840695606395,4.30012462501592
"ARHGAP29",1.10954864719346,6.44570610802046,1.9804777939375
"ARHGAP4",1.22894399766663,6.63924239434519,3.03388861939238
"ARHGAP5",1.16497557423318,7.26154674262748,3.20850300863444
"ARHGAP6",1.08377207511448,4.98549849719827,2.312752358349
"ARHGDIA",1.50505345782026,6.7776398186931,4.0918019687761
"ARHGDIB",1.40688159262913,9.07163251567891,4.28382865780673
"ARHGDIG",1.07916799546622,6.27445887781221,2.14411006512201
"ARHGEF1",1.37939702041819,7.19184395290077,2.81699667699459
"ARHGEF10",1.14005122245578,6.71629784013867,3.72765450662297
"ARHGEF16",1.24601263455468,6.64509019350927,2.72584258162255
"ARHGEF2",1.34483103480429,9.15400792107478,4.72606794593006
"ARHGEF3",1.336536410461,8.04627047865099,4.77140205518341
"ARHGEF4",1.29383770794535,8.20875147669381,4.22183216520318
"ARHGEF5",1.26791538370858,6.28646458715439,2.27014657341931
"ARHGEF7",1.20548295921717,7.87479560335857,4.38010628976023
"ARID1A",1.1623153415498,5.74091326184922,2.21983565690367
"ARID3A",1.2656625205666,5.91329044337066,3.3380975180966
"ARID3B",1.26504680670741,6.50968953891512,3.43833982019912
"ARID4A",1.14582906849969,6.75943641166448,3.57965854425322
"ARID4B",1.16841236255271,7.27785677816864,2.96386260049307
"ARIH1",1.024961089159,6.62712321267592,3.65672633371511
"ARIH2",1.20373415277467,7.70878155023968,4.32791583305368
"ARL1",1.25632489115427,9.15312694566377,4.40204055083708
"ARL2",1.3097185063258,9.6022427605323,4.60588109492647
"ARL2BP",1.20395556328018,9.36881023512209,4.55454920270889
"ARL3",1.32635638715539,8.18099491774881,4.11848670339142
"ARL4C",0.914112436703638,6.95723180825809,2.93327986950262
"ARL4D",1.13214545444914,6.01710920398922,2.35013510390185
"ARL6IP4",1.26208477838654,8.25774477755413,2.4651925738854
"ARL6IP5",1.28931453570768,9.86280861000401,4.83809566669884
"ARNT",1.56060782756329,5.92162050065571,2.96190317001691
"ARNTL",1.19739932486303,7.12507621801238,3.68779979865292
"ARNTL2",1.05976346144165,5.71449610902707,2.27725463036885
"ARPC1A",1.19564815349159,9.37202699802843,4.51579998817215
"ARPC3",1.13781571672017,9.19684012587946,4.18920314745878
"ARPC4",1.37267115577531,7.07124964551848,4.1896585183811
"ARPC5",1.18139990001134,9.83216382096193,4.50335448213447
"ARPC5L",1.24390509985939,9.40183109188587,4.51128873473034
"ARRB1",1.1433010980382,7.26522427751743,3.15860345989485
"ARRB2",1.22267331956965,6.52388632799811,2.14382171780849
"ARSA",1.2169243737911,6.63445467395837,2.76893650118279
"ARSB",1.06874875443646,5.60969366052052,2.0638113196211
"ARSD",1.08934668689505,5.29825547404099,2.32430329677125
"ARSE",1.21434042751688,6.11096825015341,2.1904735799756
"ARSF",1.19630103173617,6.6522065089782,2.86876566154476
"ART1",1.1308242952146,6.60909508154173,2.43638938950774
"ART3",1.09412297505044,6.31213972279606,3.96747981461255
"ART4",1.25659175830425,5.68039455382964,2.01522776195139
"ARTN",1.07861152863448,4.97576514221853,2.1489289154257
"ARVCF",1.17531335283327,7.47705372663853,2.68398349639966
"ASAH1",1.18140663985427,8.58118276303535,3.37295360770799
"ASB1",1.26074692458379,7.68890818316942,4.18469081839354
"ASB4",1.14764088712636,5.19299992935079,2.01557515907557
"ASCL1",1.31671569473735,7.26534086368074,3.95759722035645
"ASCL2",1.17729661572781,4.5862080850106,2.81828389295316
"ASCL3",1.12578799041258,5.88110018677841,2.19026355909827
"ASGR1",1.31130264463053,6.09613864665556,3.53476356838259
"ASGR2",1.1532678339825,5.89752778016532,1.84832936541171
"ASH2L",1.13322253424569,9.03120290218935,4.35388554066805
"ASIP",1.17974996764234,5.54744358031861,2.18618372036757
"ASL",0.976665047281175,5.90787220377581,1.91394216240819
"ASMT",1.03525889929231,4.92184361378541,2.15405357793451
"ASMTL",1.21281166393739,6.97580865275306,3.48084548878463
"ASNA1",1.14564568523253,6.8715033263751,2.79486276066
"ASNS",1.19899026682531,9.17825078480332,4.40064682827732
"ASPA",1.03052346425954,8.67317041537698,3.17674062037448
