"","cortex_brain","substantia_nigra_brain","brain"
"F11R",1.19724741122501,6.07131825237839,2.89002744539336
"F12",1.21405123058324,6.30855974243232,3.12373144872624
"F13A1",1.37772975699897,7.27793476382481,2.72765295412909
"F2",1.10580292044453,5.43304850108705,1.60033520731623
"F2RL1",1.15017933202568,5.46381231759157,2.05254411783322
"F2RL3",1.14711880446251,5.43985569031708,2.30639052376274
"F3",1.13289193960345,7.24970093693887,3.28478496554064
"F5",1.24404759185515,5.80026394240479,2.30620063557466
"F7",1.20396945154468,5.64533853537954,2.17299100935749
"F8",1.07240048571977,7.05740895138244,2.85095278026467
"F8A1",1.23553210464835,8.32461693463975,3.45001773433938
"F9",1.06255287859022,5.01342228922424,1.58742272039505
"FA2H",1.08844403648136,8.6562891252007,2.74883336005094
"FAAH",1.32208321150757,7.27132330895776,3.59631114022604
"FABP1",1.05440924402721,4.32115469193513,1.70331898649186
"FABP2",1.04947079342869,5.38392119419444,2.34529738137455
"FABP3",1.14057266081329,6.30035629328282,2.51564785092765
"FABP4",1.12626911340044,5.69137090389781,2.33971162576562
"FABP5",1.08399832048119,8.48318420915682,2.3807294628891
"FABP6",1.11258845648776,7.71815580630763,3.10205536666422
"FABP7",1.34725384893955,9.11457335856194,4.66141337778968
"FADD",1.21812652946296,7.32488885556322,3.44814673514889
"FADS1",1.38234335755426,8.94973164233217,4.04202266820239
"FADS2",1.37279624513997,8.69498508111527,2.9567952798446
"FADS3",1.30815840762422,7.47927119715877,3.94982625283019
"FAF1",1.07653593617474,7.53020797257327,3.13966688732855
"FAH",1.23257012484002,7.11693986635404,2.98719684173468
"FAIM2",1.21801618774894,9.411116532455,4.87709112100552
"FAIM3",1.1057363961483,6.22967258108012,1.99826592540529
"FAM107A",1.65026127488237,12.1568716748731,5.72298759150763
"FAM3A",1.40775702610129,8.7060097839885,4.42848149437941
"FAM50A",1.27926868074026,9.44509668495475,4.39764341295141
"FAM50B",1.15304443046753,8.17863688954987,3.72500223353199
"FAM53C",1.31438297401272,8.54398805041316,4.2616512297004
"FAM60A",1.23514087745499,7.21258538548541,3.15893917413353
"FAM8A1",1.28304445849218,9.21270368493813,4.58005575872725
"FANCA",1.13394932399734,5.58093915649605,2.1592304696548
"FANCC",1.17805267311234,6.50203428709631,2.37280292362381
"FANCE",1.24701452356605,6.580796623517,3.00480378250527
"FANCF",1.10514216030685,5.68784465810404,2.79911642182219
"FANCG",1.15885404816771,6.80549016310496,3.22374693102587
"FAP",1.1368711036558,5.7114699420978,2.93767647615051
"FARP1",1.29029547684443,8.0391001737898,4.00426397573165
"FARS2",1.1716054224875,7.58128357870559,3.77218315614701
"FAS",1.07261196360024,5.31404456484406,2.36134824738757
"FASN",1.45978257395792,7.64095040587152,4.22688422042568
"FASTK",1.25370827225452,7.94416435369771,3.10625157246736
"FAT2",1.13663232498472,5.94505384547428,2.49515491115109
"FAU",1.46268378782721,11.4844938039078,4.87584196962575
"FBLN1",1.29778983430711,6.83652872611479,3.14697213211853
"FBLN2",1.26861541723534,6.03382388177313,2.93807616881781
"FBLN5",1.17956050508457,6.99568316809073,2.5965774089811
"FBN1",1.07382876158593,6.2451447859768,2.3717207456255
"FBN2",1.02138885691247,5.08625113285325,2.18636280331218
"FBP1",1.1540482332743,5.97682788350795,1.9672072939886
"FBP2",1.11513576968766,4.91820875515059,1.91447008677118
"FBXL4",1.00566063875436,5.12598221203779,2.33403618146954
"FBXL6",1.43091273727753,5.88172141744052,3.12837769858185
"FBXL7",1.25157499446745,7.76882775165252,3.07043630389014
"FBXO16",1.01064043593709,6.10473398279764,2.55146685080277
"FBXO2",1.33661473946604,9.4211114950835,4.15875408253688
"FBXO22",1.10978126103784,5.38576531045281,2.85665684114181
"FBXO24",1.15905052196548,4.67678701908539,2.19467490250876
"FBXO3",1.04153990424358,6.57698409865602,3.32436772059071
"FBXO40",1.16621948095057,5.31913373083056,2.06784326292904
"FBXO5",1.15001839175757,5.56486869353725,3.17716062524032
"FBXO7",1.07505521052398,8.87123305437028,2.71674111147239
"FBXW2",1.29914423498175,5.98710535853708,2.46962872753477
"FBXW4",1.23902447062834,9.34853757775531,3.86765399423837
"FCAR",1.13520425834988,5.37492734356733,2.06886762911147
"FCER1G",1.31135640866096,8.18587672506373,3.52589678647293
"FCER2",1.10561259934877,5.13067989125777,2.34638522506274
"FCGR2A",1.18241815065773,6.81413703821674,2.91603200449472
"FCGR2B",1.21521931727691,6.06607708840631,2.45987524779136
"FCGRT",1.36468951391234,8.08176894691691,3.46559881465021
"FCN1",1.20358482170141,5.87246512403455,2.32745855909971
"FCN2",1.10863268995902,5.33276877960698,1.82182989141628
"FCN3",1.20974021318878,5.90926421779487,3.13478609622032
"FCRL2",1.06215450509924,5.54319448867757,2.18465885953785
"FDFT1",1.21171834441939,10.2361770407516,4.17960375384709
"FDPS",1.029051911994,8.37183854925442,3.2227173212827
"FDX1",1.10139337611063,6.11892583624943,2.65922539021723
"FDXR",1.27636541924012,6.96232030834791,3.40261040404091
"FECH",1.13921676257283,7.00352089185531,3.46474440404565
"FEM1B",1.04296800113492,6.12414357709976,2.80537346187934
"FEN1",0.967734084338823,6.48043731407921,2.97296643536175
"FER",1.17189880407178,6.1757231147597,3.17325663264286
"FES",1.2430009325139,5.58640981361495,3.19318816766141
"FEV",1.13889463029779,5.67381627928815,2.22794554041447
"FEZ1",1.3237671994616,12.0179523423545,4.96853090456517
"FEZ2",1.25243497382247,9.81709122823274,4.73475555168973
"FFAR2",1.18707746066022,5.01663531621182,2.34929376636514
"FFAR3",1.24192329197146,4.73114326989787,2.16468441688728
"FGA",1.18275713897407,4.92363193922995,1.56464649754508
"FGD1",1.35563721179968,6.47126215253295,3.42499199381923
"FGF1",1.04281998207249,8.61431715328086,2.80661909017205
"FGF12",0.839402855725697,5.52230312120915,2.32400081162892
"FGF13",1.0135816184037,6.83440718322464,2.23770432103071
"FGF14",0.836746850087787,5.34627733093387,1.81725366432582
"FGF16",1.11615613796575,5.19904677297742,1.81017600505314
"FGF18",1.19436964144875,6.08514214395888,2.91950389402401
"FGF2",1.12596000272722,6.27697562156568,2.63936621805202
"FGF20",1.10724285836474,5.25166082907897,2.7922901964207
"FGF21",1.07153279348,5.23776469140419,2.2033651030849
"FGF22",1.11267326009325,5.00738705061968,2.26886508477798
"FGF23",1.1831386262611,5.82677001114767,2.43498794854221
"FGF3",1.17002664059242,4.966462821986,1.96366256124663
"FGF4",1.21094791499119,6.34889909992049,2.12918932979538
"FGF5",1.14273980442561,5.66169816340133,2.05785228889945
"FGF6",1.17197127962864,6.48580285876802,2.86585657342311
"FGF7",0.888694071674496,4.51922698210559,1.77230351928177
"FGF8",1.12596819759098,4.61739761674502,2.37494661500915
"FGF9",1.15778208575781,7.44630273810439,4.0974322359892
"FGFR1",1.14587162544359,6.29987948607535,2.25168335255538
"FGFR1OP",1.04534850764925,5.80168508730272,2.52504235760826
"FGFR2",1.02706895080695,5.34964141549104,2.26409165333626
"FGFR3",1.44441549026917,8.63206825143692,4.23047334315844
"FGFR4",1.26144854318101,5.40610621622598,2.18409186507884
"FGG",1.27932800965832,5.14723323147203,1.66354070325529
"FGL2",1.23770072460125,6.62713476811123,3.03361476519295
"FH",1.15974258438489,7.65766657769573,4.20527999381802
"FHIT",1.12111333566564,7.61723485260101,2.8329768823667
"FHL1",1.26677584580807,7.92168508261276,4.34413689035199
"FHL2",1.11667958016349,6.47688583356884,3.90977022879904
"FHL3",1.26761192937094,6.52511907839271,3.09193199939498
"FHL5",1.25057744547573,6.14989652737607,2.96008178631306
"FHOD1",1.13514064309397,7.11578469243998,3.05440697902624
"FIBP",1.23123220252383,9.12673880244852,4.18444771205867
"FIGF",1.12925969716379,6.16608521424418,2.53232017811754
"FJX1",1.27560917813766,7.4583461288167,3.7152257128168
"FKBP11",1.29809175579954,5.83578251973432,3.59259153675249
"FKBP1A",1.43910447198763,7.83711645393551,4.42487534392685
"FKBP2",1.16293416797208,8.35544391592189,2.36320262631048
"FKBP3",1.08974747655312,8.10324789897522,3.29322333946912
"FKBP4",1.2178131376221,7.68351997041222,4.06404137836744
"FKBP5",1.31626720784957,6.2913065928882,3.56613972417706
"FKBP6",1.14378220215369,6.48545141313922,2.53406581607691
"FKBP8",1.77493424297271,6.91542433585999,3.30756669165487
"FKBPL",1.1295190716937,6.478591291572,2.79088815415029
"FLI1",1.19191649891271,6.35496931932476,3.17060009700884
"FLII",1.09601930522843,7.95250675989893,3.18751963132723
"FLNA",1.31106904594781,6.83748221350078,3.06572242814734
"FLNB",1.28331205637547,7.95748139367006,3.29718523335332
"FLNC",1.21618855112185,8.31627080489127,3.47442843073813
"FLOT1",1.46985594378894,9.54820080010922,4.30371748135155
"FLOT2",1.4248996788514,8.71270533515321,4.71501764024752
"FLRT1",1.16285181244164,7.21263131112993,3.05198169376204
"FLRT2",1.22798385159736,6.90899198485105,4.03057545504817
"FLRT3",1.04427868221749,5.51521022066816,2.02692967725181
"FLT1",1.14512196748982,5.52731841428811,2.70288163735166
"FLT3LG",1.18872672363698,5.10737231335969,2.49680472343436
"FLT4",1.11589666348925,4.97480216395349,2.02155952376478
"FMNL1",1.36187843639611,5.60673650561741,2.58379528941573
"FMO1",1.18318952069772,5.81182628005959,2.39308196534576
"FMO3",1.19416889798054,5.51207104987103,1.95626615163721
"FMO4",1.1638033894944,7.10815053736222,2.70799931389884
"FMO5",1.14418640448759,6.15717075180244,2.3205597144329
"FMOD",1.35778683009896,6.49544554672803,2.03234652688693
"FN3K",1.15846120934377,5.79537082715803,2.57070138984858
"FNTA",1.19736260522718,9.10359402368739,4.06955261205741
"FOLH1",0.909560731051343,7.51133479964987,2.83237764095912
"FOLR1",1.17740172318722,6.31012397843968,2.25584364042353
"FOLR2",1.26728012673657,6.84957837694266,2.87149615522584
"FOLR3",1.10694404035705,5.41942784505793,2.26492258382965
"FOS",1.2474462072846,8.40324205102418,3.67677684327547
"FOSB",1.15484610525722,5.61267432393106,3.11643657642166
"FOSL1",1.22537094991191,5.92194057241233,2.63606678010117
"FOSL2",1.33121876810605,5.86594692263791,3.19352229441
"FOXA1",1.16922575237063,6.65168854750325,1.905139831427
"FOXA2",1.05617723583029,6.19986821650889,1.67766109270635
"FOXC1",1.41961132471945,8.58362458012363,3.58688501137
"FOXC2",1.1922485494348,5.86745759295399,2.61009538171815
"FOXD2",1.17073310855936,5.56672055662261,2.57291349725165
"FOXD3",1.19027440039422,4.26956261185803,2.09729526748425
"FOXE1",1.15976374641809,4.85011210116903,2.29446796068375
"FOXE3",1.11593528037059,4.6864933515811,2.1215412077413
"FOXF1",1.37108680244661,6.77751795111201,2.80039541647928
"FOXF2",1.26636875403642,7.21009682840404,3.77340287744107
"FOXH1",1.28349429585294,5.64959701059931,2.39051158732327
"FOXI1",1.15965524037488,6.02239470380706,2.4869413096588
"FOXJ1",1.32987549670736,6.6176944797939,2.51500054884067
"FOXJ2",1.27471750037426,8.35287995361081,4.19435720383915
"FOXL2",1.15216937243187,4.75810451405654,1.8922408134854
"FOXN1",1.13790644138409,5.04514948716373,2.08590777000408
"FPGS",1.09924185813553,6.68633487547635,2.37831025352119
"FPGT",1.15220357614366,5.52987421108536,2.51500745260814
"FPR1",1.20560069222406,6.36284842915736,3.20576642300833
"FRAT1",1.12427489719134,6.68969220376159,2.52157473208512
"FRG1",1.20738823154014,8.2748678977564,3.9556644841064
"FRK",1.15624859033073,4.8727487952792,1.92163160222756
"FRS2",1.11768762741585,4.97118206722755,2.24578987507646
"FRS3",1.4536245568804,7.74287681757255,4.06598308828115
"FRY",1.13307785626262,7.23610089724529,3.01020221814017
"FRZB",1.32299741987501,7.32937339960796,3.68082296513163
"FSCN1",1.49149120695808,7.37685229623837,4.79693939593055
"FSCN2",1.10574640444071,4.85172937808517,2.39235730998683
"FSCN3",1.20212825525352,6.08318334740605,2.16103785564038
"FSHB",1.09434081037087,5.80515171975011,2.2374626103497
"FSHR",1.12955260843345,4.98121301272313,2.12679095436278
"FST",1.11168109794133,6.36643580475972,2.02734200394741
"FSTL3",1.22070478386109,7.19114176605355,3.09052785493797
"FTCD",1.17934093943778,6.28950093104833,2.73930885853862
"FTH1",1.47903723254815,11.6693379361629,4.83305324032971
"FTSJ1",1.15846201317144,7.2032878859899,3.51485297142211
"FTSJ2",1.16207027499679,7.30034715882025,3.48221951309115
"FUBP1",1.15589311951946,5.94219443017421,3.13019192613839
"FUCA1",1.21009057945157,7.88311408534129,3.66119698446123
"FURIN",1.25243900976994,7.11371248346179,2.89960031307579
"FUT1",1.16170829326072,5.99834540788008,2.48189708849044
"FUT2",1.11193179270571,5.75511051341939,2.28544931661404
"FUT3",1.10871736421158,6.22601169315984,2.29269185014768
"FUT4",1.2186753288768,6.22371467805759,3.03402629545615
"FUT5",1.07761045619605,5.3940391513988,2.17693592543681
"FUT6",1.16573685643636,6.481427469949,2.43467949847315
"FUT7",1.09474349341513,5.03362070813295,2.39870058734996
"FUT8",1.15039419047137,8.60811213065216,3.98975664540845
"FUT9",1.11053929884736,5.09236888427784,1.72103658645676
"FXN",1.15624099831756,5.61341031345283,2.33188015167124
"FXR1",1.04050681531244,7.8986932349764,2.64923999202721
"FXR2",1.40353728346735,7.14440339623266,3.18334066915364
"FXYD1",1.53511112064165,8.75774681543831,3.46098140194251
"FXYD2",1.10452361552208,5.7582059592266,2.46913183826905
"FXYD3",1.16666895389511,6.8049304329944,2.35189618059357
"FXYD5",1.37630910202152,8.05753193629319,3.40342038559044
"FXYD6",1.48238604842975,9.13628488331937,4.55236018972935
"FXYD7",1.45180435124696,7.11534893713165,3.73490712283579
"FYB",0.966323643002977,5.58919065701674,2.06853107712642
"FYCO1",1.27402719707118,7.24227559921645,3.4188987048475
"FYN",1.30384922650752,8.73866133120073,3.90574195267123
"FZD1",1.27322316435543,6.12690017297524,2.58079248814048
"FZD10",1.21313420813448,6.23627811645994,2.89670241512865
"FZD2",1.31406114995276,5.59283231580725,2.72730050648915
"FZD3",1.03195588004129,6.0076917425649,4.06887140080084
"FZD4",1.25427024876336,8.24462289983862,3.57735663026884
"FZD5",1.0921957464449,5.13393558728692,2.57152098269083
"FZD6",1.13480631385876,6.14613503281348,2.72682848248788
"FZD7",1.20113740991604,6.04479274213621,2.13709300237256
"FZD9",1.46452087329533,6.99978629510611,3.58733640282594
"G0S2",1.23741740249835,6.54227645216832,1.77543745677825
"G6PC2",1.1370299764283,6.12947674023503,2.02448329088721
"GAA",1.2254251126922,8.24518228171303,3.02705258105131
"GAB1",0.983360574555278,6.59320709719295,3.20949966932351
"GABARAP",1.2391856357967,9.94951692865533,3.37833061491992
"GABARAPL2",1.21628423133993,10.8072045865914,4.64442636108327
"GABBR1",1.36540471826915,7.97442248145181,4.77335217447557
"GABBR2",1.17901345785817,8.39861174936049,4.50553546295527
"GABPA",1.22931694574886,5.75049129660489,3.23077072537485
"GABRA1",1.06911490946869,6.9604423824935,3.87793046683482
"GABRA2",1.13400674512342,6.05987895795062,3.8875305469191
"GABRA3",1.24534701986604,5.29470333040893,3.45693938876832
"GABRA4",1.01307913833675,6.29628997282757,2.34997765096031
"GABRA5",1.08990365056619,5.34442901156394,3.60842317819972
"GABRA6",1.02251610655451,4.74139590142273,1.8406224063004
"GABRB1",1.28273541457262,9.49413472513405,4.89034652771025
"GABRB2",1.0615019454509,5.98237127684548,1.86336797421973
"GABRB3",1.29257655634089,6.11887254291003,4.27960367787066
"GABRD",1.09386558227959,5.72498186289329,3.5222093624764
"GABRE",1.2028053142211,5.71774134799216,2.23721868976399
"GABRG2",1.00102765910744,7.65483272131268,4.30892653158525
"GABRP",1.15371629437497,5.10231219945572,2.11150736106233
"GABRQ",1.12273316820553,6.02976888620701,2.28481717200726
"GAD1",1.15136250647855,5.3425724604669,2.52039729728487
"GAD2",1.07459661544456,7.88759738833408,3.72462309405286
"GADD45A",0.994219520637911,8.06796614650673,3.39473283823363
"GADD45B",1.29714271883458,8.7535042512804,3.35883110626082
"GADD45G",1.26382975492209,6.74273476097552,2.85251484049963
"GAK",1.33655937488512,9.6084953501019,4.43321721053366
"GAL",1.13709678734986,5.44442937087826,2.28672282881397
"GAL3ST1",1.20449551582367,7.69515733655815,2.95045551205448
"GALC",1.17190930046049,8.87127981447227,4.21979971342347
"GALE",1.23396968183822,6.08979881871596,3.14697762151717
"GALK1",1.23778277637608,5.68926945267795,3.82106784038764
"GALK2",1.02982688533267,5.75964564841138,2.14758544949736
"GALNS",1.28435302059714,6.48716010942811,2.83450105424201
"GALNT1",1.15708011585242,7.15989958966126,3.52735145556702
"GALNT2",1.09459395865817,7.45122948559782,2.46358572296456
"GALNT3",1.14862116421587,6.14442774049513,3.55247965551264
"GALNT4",1.10873888283403,5.72428050165422,2.83650945273636
"GALNT6",1.03973564160621,7.31096350785265,2.75361730412429
"GALNT7",0.98473696863578,6.26260134825436,1.90438955410405
"GALR1",1.01149493907259,4.50258048371673,1.99908004128055
"GALR2",1.05598026700425,4.85232909070767,2.11260831334254
"GALT",1.20164516282874,8.20006321000428,3.78169869187021
"GAMT",1.2494684640906,7.3760122797502,3.83862825294393
"GAN",1.1286601663944,4.50322978439067,2.4471596859468
"GAP43",1.47973548129849,9.55794261418521,4.41161284515705
"GAPDH",1.72222443423083,12.434329365989,4.86304057359772
"GARS",1.22878300842906,9.5385805664152,4.58523449951749
"GART",1.09094775503849,6.21015916189658,2.79992176381631
"GAS1",1.29423954302134,6.09389903134635,3.34942269298637
"GAS2",1.204595552001,6.30926848036082,2.95367492508913
"GAS2L1",1.31194106980974,6.93754296326051,2.29472129741867
"GAS6",1.32592751601714,8.07656488418394,3.78543163649801
"GAS7",1.02080481767255,7.35428457951005,2.0218944177901
"GAS8",1.23812515335919,7.97077280725358,3.66732357259762
"GATA2",1.2439617890106,6.48344548888318,2.69658833452012
"GATA6",1.25402545917859,4.76414625361786,2.09568280841712
"GATM",1.21854209077512,9.11529847917916,4.12948606097445
"GBA",1.20532376505808,7.35546776796274,3.47112712588279
"GBAS",1.15892626638711,8.23735580825505,4.12013767116599
"GBE1",1.05886304088994,8.83318138400533,3.20411322679979
"GBF1",1.32068568123075,7.78131625219872,3.40455744641736
"GBP1",0.977350138383172,6.00804233679704,2.54522444450457
"GBP2",1.08757400968372,7.64152632596755,3.50651109657875
"GBX2",1.09870517319719,4.86364267610532,2.22713659748553
"GCA",1.17924107956106,8.34454634682225,4.38444631089044
"GCAT",1.19620672958481,8.19869310108233,3.72030529970895
"GCDH",1.21296365559322,7.22351509590757,3.2424764044197
"GCG",1.09217365979059,4.19619984110981,1.77900742154013
"GCH1",1.06726408529985,6.49730949495493,2.42420496300461
"GCHFR",1.19388264529704,6.72308733750744,3.22239814962631
"GCK",1.24672148620372,5.84872889345545,2.39341402957927
"GCLC",1.07245195175325,8.25846653739258,3.72819619124043
"GCLM",1.0203039915767,6.83329660187798,3.38890763041191
"GCM1",1.16913714306473,5.29492359042788,2.01254415872584
"GCM2",1.1749789399733,4.80085728342296,2.18432120191276
"GCNT1",1.05371321410607,5.66370695078239,2.85994482057322
"GCNT2",1.22114233709262,5.1962134953242,2.27739917620665
"GCSH",1.0434902136502,8.1981190076982,1.96332196021789
"GDAP1",0.957975206467325,5.14872332871248,2.47825593983228
"GDF10",1.12465596531963,6.24550783962008,3.03506850899621
"GDF11",1.19729813263316,5.74993308347474,2.62764858479133
"GDF15",1.24518357983918,4.81033685335612,2.22255122961643
"GDF2",1.24325885179079,6.24499601287668,2.67857864978406
"GDF3",1.23180851950839,6.33235466825538,2.2375154370233
"GDF5",1.29075740213172,6.27882506161681,2.46688633658553
"GDF9",1.04848102858961,6.27765590190063,2.28417180077485
"GDI1",1.69829555010328,11.0887132721213,4.65199952293361
"GDI2",1.28969145996291,10.3158901721967,4.48652294531706
"GDNF",1.08734780504469,5.16631300437857,2.01357822550794
"GEM",1.1932206249284,6.62440198876313,2.64568484209803
"GEMIN4",1.18381405877026,6.47478174178063,3.66149634463647
"GFER",1.2529903810068,5.32542882814397,2.06298042634973
"GFPT1",1.11614971026179,7.11519557661414,3.54488456834961
"GFPT2",1.15307408653412,7.30890342070643,3.94206864471714
"GFRA1",1.07048134292872,5.47847149524257,2.30443800713178
"GFRA2",1.18565971059199,6.21165010015185,4.12402363302519
"GFRA3",3.10732313588813,5.75962078325625,2.52334252356397
"GFRA4",1.25304429061789,5.71978130407056,2.34932523581165
"GGA1",1.18205853045715,7.36366846353666,2.29589992724948
"GGCX",1.20532511641389,6.6501541284591,2.97550973057552
"GGH",1.05148130985603,6.84777012236769,3.46371988374558
"GGPS1",1.16569922284811,8.34848451415308,4.21560612362439
"GH1",1.17768478112348,4.81391423505411,2.28087006460367
"GH2",1.24419423527361,5.02237231188347,2.18068172191324
"GHITM",1.28783043581467,10.4256222891758,5.04703549432482
"GHR",1.23046683028612,6.24179866466201,2.9690183674045
"GHRH",1.21861158762713,5.61104969484974,2.72777148051058
"GHRHR",1.13085159397928,5.3348938804289,2.15691408165078
"GHSR",1.2566786088916,4.99208091399758,2.36145853563919
"GIP",1.12093399380109,5.20819539092082,2.19583295374369
"GIPC1",1.28519233392827,8.28326155092189,3.42440337919685
"GIPR",1.11008839317451,4.87503338865628,2.4552936342527
"GIT1",1.57274489483812,8.2125730193539,3.87066760076389
"GIT2",1.11748613042638,5.4933742844355,2.92486404218946
"GJA1",1.41968366830619,11.4124823617363,4.57104830805844
"GJA4",1.27655396383487,6.67252381946248,3.03227067962388
"GJA5",1.14630420174324,5.24322990609178,2.4663955874054
"GJA8",1.10632949881882,5.88958062550994,2.37385602142576
"GJB1",1.07483148626713,8.31396019426459,2.53856900909545
"GJB3",1.15299027678573,6.39870740237516,2.37955030125071
"GJB5",1.10457119650533,4.8913139806593,2.20402331384445
"GJC1",1.12928471623338,5.36477098209718,2.2360225503002
"GK",1.05455033826621,5.88760284452477,2.94051919421546
"GKN1",1.1248816045757,4.87560521226645,1.96055092017731
"GLA",1.20351152028722,8.50942795418586,3.82715334657243
"GLB1",1.22404394455616,7.0625869297639,2.96626489275987
"GLDC",1.23626103312974,7.26248373997193,3.85361597383857
"GLG1",1.28229625270826,9.66876414098249,4.51691536372716
"GLI1",1.34292236751549,6.04648291700081,2.03884160147504
"GLI2",1.21749865653431,4.95358005551234,2.56205645683008
"GLI3",1.21126089929594,7.27136662132215,3.2292469834419
"GLIPR1",1.12407528657925,5.72559533457507,3.25237744498394
"GLMN",1.1096179140731,6.18051996529008,3.57284701604833
"GLO1",1.23653271870247,9.65376541642478,4.60267842381205
"GLP1R",1.44588812002454,5.30039530486147,2.13695586673337
"GLRA1",1.21240508897197,5.31319810242407,2.22656130669186
"GLRA2",1.04731371371373,6.45799149345321,3.06861504429345
"GLRA3",1.09617865895757,4.30234253912251,2.21486108764327
"GLRB",1.03859345046071,7.12526099710687,4.27177364184236
"GLRX",1.17056227770674,8.72291743072068,4.00668761178696
"GLS2",1.09637049529291,6.72412133829378,3.45979102168974
"GLT8D1",1.11066263167464,6.48595333384705,3.42988200691495
"GLT8D2",1.13773501061402,6.3253961451407,3.11474798888179
"GLTP",1.22794246003587,8.68967059728738,4.43443062572387
"GLTSCR1",1.37480641166661,7.55295274105297,3.46537244565092
"GLTSCR2",1.35478972458499,11.0879057881842,4.58597367701813
"GLUD1",1.33842846662323,10.4625525347223,5.05327272495134
"GLUD2",1.10009824961335,6.93616103314499,2.29408946272934
"GLUL",1.13313713562769,10.2073770934003,2.14010030837565
"GLYAT",1.13919133098707,5.46018922560911,1.78531047071246
"GM2A",1.2218604965499,7.12172567571088,4.09309826068086
"GMCL1",1.25336673967414,6.57257501825365,3.69632414495517
"GMDS",1.1733860136715,6.51797454756589,3.83305622319066
"GMEB1",1.20347172975233,6.17147209435507,3.20164694586526
"GMEB2",1.30907232831255,7.65346868718903,3.42660782416521
"GMFB",1.18289776878538,8.47247764262104,4.83814260647902
"GMFG",1.2216983853562,7.74510573623254,3.16082400799759
"GMIP",1.17107873517331,6.11117857596537,3.0706630665831
"GML",1.12852859893919,6.19360984162032,2.14147653598781
"GMNN",1.20488675279248,8.25560027632354,3.14390995134487
"GMPPA",1.14959372392344,5.72529155885696,2.21525024658141
"GMPR",1.25358438449237,8.45895752872827,2.8976068849922
"GMPR2",1.00274165790134,6.86358152351918,2.32618169660287
"GMPS",1.21409642914362,7.49790101253389,3.72554786209179
"GNA11",1.40204814724873,8.61524531695388,4.72621397044292
"GNA12",1.11832593864552,7.17329267712908,2.34705369451054
"GNA13",1.27751863751878,6.85157930750157,3.91865573340979
"GNA14",1.11981006062966,6.58636260238468,3.3467188249727
"GNA15",1.2332748699489,5.8389135237579,3.368489224451
"GNAI1",1.04921641887959,7.40037747946207,3.61679491741678
"GNAI2",1.43455428133729,8.53170866779212,4.19916046391795
"GNAI3",1.18395024164244,8.35495014626835,3.48968172689838
"GNAL",1.01677633853813,5.27989498602908,2.72190441900469
"GNAO1",1.19832312516263,7.64006525580142,3.6442923934804
"GNAQ",1.08885096181682,9.13804148105107,3.91523240755168
"GNAS",0.880424926109566,8.32227194754046,1.87295946825592
"GNAT1",1.15370658639403,5.23343787689685,2.317391238953
"GNAZ",1.13559742242014,8.75223875679053,3.86314894642674
"GNB1",1.49981230713084,9.87294524073116,5.13490984103025
"GNB1L",1.14499984836287,6.5108625260689,3.12738413725956
"GNB2",1.27148075438142,8.03364282491647,3.08151483132507
"GNB2L1",1.42702576350535,11.0051805074287,5.19616015837147
"GNB3",1.20546831377022,6.84659570067504,2.86975872086009
"GNB5",0.965074776842584,6.30183459671918,3.10728072832492
"GNE",1.25218886908829,7.93743980844568,4.16464429478127
"GNG11",1.42713096228486,8.23792181176615,3.62850584803215
"GNG13",1.37381430152455,5.30213271824481,2.9346558356239
"GNG3",1.17962122349533,9.03292157397667,4.53372983310572
"GNG4",1.23164291935176,7.55426350167648,3.07897669903871
"GNG5",1.28783987359864,8.76377405132973,2.96384058013072
"GNG7",1.36467510042968,8.8453397691061,4.57339357883777
"GNGT1",1.16322766254913,4.15572392630756,2.07955963447259
"GNL1",1.25292010737353,7.55802285884388,3.61850050159556
"GNL2",1.20743243600345,7.4314004564022,4.30178302674248
"GNL3",1.06634479698709,6.82808491257174,2.60366952977166
"GNLY",1.17333940540303,5.84208673934159,2.32274033006697
"GNMT",1.07670982644805,5.7746671162586,2.39749023367813
"GNPAT",1.20322714547733,8.86343992926291,3.93154862540143
"GNPDA1",1.3096878803453,7.68895366154767,4.42577125148216
"GNRH1",1.20142065879322,4.94019129457194,2.86208440299445
"GNRH2",1.07977980276088,5.75424142517479,1.99253633269888
"GNS",1.16015351489648,8.53054297110052,4.42056355817045
"GOLGA1",1.19169644404722,7.24033348178005,3.43296379068252
"GOLGA2",1.199883648678,7.15086881568531,3.5653526588614
"GOLGA3",1.30322262389218,8.12088629720532,4.3132062488168
"GOLGA4",1.08847079128821,7.2382889262165,3.34206682598943
"GOLGA5",1.22193829237926,8.23920258658982,3.91446320097574
"GOLGA7",1.0869245789888,9.40557404734246,2.9584924893568
"GOLGA8A",1.2109705681858,6.62751188913522,3.01358827753679
"GOLGB1",1.14893403938177,8.18635054302436,3.97712850497496
"GOLPH3",1.40744570151534,8.6739437650963,4.04387049536713
"GOSR1",1.14429575695585,7.35454568525789,3.63278434340874
"GOSR2",1.07924025209837,6.54558423130783,2.74847488080083
"GOT1",1.06862885613955,8.87203116540164,4.86746355172109
"GOT2",1.11426142518049,9.5311266739185,4.63918243901318
"GP1BA",1.27237326797552,7.44518775755945,3.39996873959738
"GP1BB",1.45167066027896,7.59659916108842,4.56961698689721
"GP5",1.15724987124477,4.69942145227607,2.22926617866161
"GP6",1.18958863627582,5.76053845502857,2.5872023690971
"GP9",1.14248894995588,6.03535746675761,2.48787650874906
