GeneHu,Category,File
MCHR1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MCM10,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MCM2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MCM3,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MCM4,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MCM5,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MCM6,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MCM7,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MDGA1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MECOM,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MEGF6,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MELK,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MET,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
METTL1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MEX3A,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MFNG,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MFRP,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MFSD6,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MGAT4A,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MGLL,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MGP,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MICAL2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MICALL1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MITF,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MLANA,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MLF1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MLXIP,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMD2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMGT1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMP11,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMP15,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMP17,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMP19,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMP24,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMP28,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMP9,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MMRN2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MNS1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MPP3,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MPV17L,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MRGPRE,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MRGPRF,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MRVI1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MSH5-SAPCD1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MSH5,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MSX2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MT1A,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MT1E,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MT2A,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MT3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MTHFD1L,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MUC15,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MUC4,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MVP,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MXD3,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYB,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYBL2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYC,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYH13,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYH7,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYO18B,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYO1B,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYO5B,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
MYOF,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NAALADL1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NAMPT,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NANOS1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NASP,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NAT8L,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NAV1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NBL1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NCAN,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NCAPD2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NCAPG,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NCAPG2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NCAPH,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NDC80,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NDRG1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NDRG2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NDRG4,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NECAB1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NEDD9,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NEFH,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NEK2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NES,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NETO2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NEURL1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NEURL2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NEUROD1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NEXN,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NFASC,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NFATC2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NFIL3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NFKBIA,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NGFR,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NHLRC4,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NIPAL3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NLRX1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NMNAT2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NNMT,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NOG,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NOP56,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NOP58,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NOTUM,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NPAS4,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NPHP4,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NPM3,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NPR1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NPVF,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NR2E1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NR3C2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NR4A1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NR5A2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRAP,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRARP,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRGN,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRK,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRM,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRN1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRN1L,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRTN,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NRXN2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NSG2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NSL1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NT5E,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NTN1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NTNG1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NTRK2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NUAK1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NUF2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NUP210,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NUPR1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NUSAP1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NXPH3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NXPH4,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
NYNRIN,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OAF,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OASL,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OCIAD2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
ODF3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OGN,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OIP5,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OLFML3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OLIG2,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OMD,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OMG,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OPCML,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OPN1SW,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
ORC1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
ORM2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
ORM1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OSBPL3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OSGIN1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OSGIN2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OSMR,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OTOA,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
OXTR,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
P2RY1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
P2RY6,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PAK1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PALLD,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PALM,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PALM3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PANX1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PAPLN,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PAPSS2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PAQR8,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PARD6B,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PARP10,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PARP3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PARVB,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PASK,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PAWR,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCBP3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCDH1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCDH10,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCDH17,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCDH18,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCGF2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCNA,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCOLCE,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCOLCE2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCP4,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PCSK1N,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PC,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDF,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDGFRA,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDK2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDLIM2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDLIM4,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDXP,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDZD3,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDZD7,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDZRN3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PDZRN4,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
FRAT1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PELI3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PEMT,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PEX5L,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PFKP,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PGAP1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PGM5,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PHACTR1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PHF1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PHKG1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PHLDA3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PHLDB2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PHYHD1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PHYHIPL,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PI15,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PIK3C2B,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PIK3IP1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PIM1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PIM3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PINK1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PITPNM3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PITX3,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PKD2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PKMYT1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PKN3,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PKP2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLA2G3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLA2G4C,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLA2G5,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLAUR,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLBD2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLCD3,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLCE1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLCXD2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLEC,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLEKHA6,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLEKHG4,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLEKHG6,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLIN4,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLK1,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLK4,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLP1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLSCR1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLTP,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLXDC1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLXDC2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLXNA4,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLXNB3,PNSCbyQNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PLXND1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PMEPA1,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
PMP2,QNSCbyPNSC_Ben_FC5_,StemCellMouseBen_Ben_DEGup_FC5_Signature_Hu
