"","InputCategories","X","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues","Freq"
"1","black",1,"ADbyCON_FC1.25__","User",13,0.151239414373327,1,1177
"2","black",2,"HDbyCON_FC1.25__","User",7,0.942556718019027,1,1177
"3","black",3,"MSbyCON_FC1.25__","User",8,0.967145154405056,1,1177
"4","black",4,"PDbyCON_FC1.25__","User",11,0.773617364526312,1,1177
"5","blue",5,"ADbyCON_FC1.25__","User",3,0.999972833666949,1,1850
"6","blue",6,"HDbyCON_FC1.25__","User",18,0.530547782644112,1,1850
"7","blue",7,"MSbyCON_FC1.25__","User",25,0.247268406308001,1,1850
"8","blue",8,"PDbyCON_FC1.25__","User",14,0.958966124755433,1,1850
"9","brown",9,"ADbyCON_FC1.25__","User",5,0.998125503613797,1,1690
"10","brown",10,"HDbyCON_FC1.25__","User",32,0.000212065443492028,0.0237513296711072,1690
"11","brown",11,"MSbyCON_FC1.25__","User",17,0.769305277067239,1,1690
"12","brown",12,"PDbyCON_FC1.25__","User",24,0.138723461370735,1,1690
"13","cyan",13,"ADbyCON_FC1.25__","User",4,0.787250960518734,1,669
"14","cyan",14,"HDbyCON_FC1.25__","User",24,4.06515562755078e-08,4.55297430285688e-06,669
"15","cyan",15,"MSbyCON_FC1.25__","User",18,0.000918292900019494,0.102848804802183,669
"16","cyan",16,"PDbyCON_FC1.25__","User",37,1.07533387107605e-15,1.20437393560517e-13,669
"17","darkgreen",17,"ADbyCON_FC1.25__","User",0,1,1,247
"18","darkgreen",18,"HDbyCON_FC1.25__","User",1,0.911155701321483,1,247
"19","darkgreen",19,"MSbyCON_FC1.25__","User",9,0.00254744510903519,0.285313852211941,247
"20","darkgreen",20,"PDbyCON_FC1.25__","User",2,0.767241686771796,1,247
"21","darkgrey",21,"ADbyCON_FC1.25__","User",11,2.05683127148002e-06,0.000230365102405763,224
"22","darkgrey",22,"HDbyCON_FC1.25__","User",1,0.888567561386708,1,224
"23","darkgrey",23,"MSbyCON_FC1.25__","User",4,0.265157099385049,1,224
"24","darkgrey",24,"PDbyCON_FC1.25__","User",3,0.460783805622868,1,224
"25","darkorange",25,"ADbyCON_FC1.25__","User",1,0.801284417450868,1,200
"26","darkorange",26,"HDbyCON_FC1.25__","User",0,1,1,200
"27","darkorange",27,"MSbyCON_FC1.25__","User",1,0.905002992265573,1,200
"28","darkorange",28,"PDbyCON_FC1.25__","User",2,0.658833687634339,1,200
"29","darkred",29,"ADbyCON_FC1.25__","User",1,0.892861739510061,1,276
"30","darkred",30,"HDbyCON_FC1.25__","User",0,1,1,276
"31","darkred",31,"MSbyCON_FC1.25__","User",0,1,1,276
"32","darkred",32,"PDbyCON_FC1.25__","User",1,0.956377201624497,1,276
"33","darkturquoise",33,"ADbyCON_FC1.25__","User",0,1,1,229
"34","darkturquoise",34,"HDbyCON_FC1.25__","User",0,1,1,229
"35","darkturquoise",35,"MSbyCON_FC1.25__","User",0,1,1,229
"36","darkturquoise",36,"PDbyCON_FC1.25__","User",0,1,1,229
"37","green",37,"ADbyCON_FC1.25__","User",8,0.955728289786262,1,1638
"38","green",38,"HDbyCON_FC1.25__","User",9,0.980567665550557,1,1638
"39","green",39,"MSbyCON_FC1.25__","User",15,0.865219885126219,1,1638
"40","green",40,"PDbyCON_FC1.25__","User",12,0.959957367077404,1,1638
"41","greenyellow",41,"ADbyCON_FC1.25__","User",2,0.993616999064312,1,875
"42","greenyellow",42,"HDbyCON_FC1.25__","User",8,0.617589943231736,1,875
"43","greenyellow",43,"MSbyCON_FC1.25__","User",15,0.0885769691313416,1,875
"44","greenyellow",44,"PDbyCON_FC1.25__","User",4,0.989565236921765,1,875
"45","grey60",45,"ADbyCON_FC1.25__","User",0,1,1,384
"46","grey60",46,"HDbyCON_FC1.25__","User",0,1,1,384
"47","grey60",47,"MSbyCON_FC1.25__","User",1,0.989303637072799,1,384
"48","grey60",48,"PDbyCON_FC1.25__","User",0,1,1,384
"49","lightcyan",49,"ADbyCON_FC1.25__","User",1,0.968018028331229,1,424
"50","lightcyan",50,"HDbyCON_FC1.25__","User",6,0.23077395056972,1,424
"51","lightcyan",51,"MSbyCON_FC1.25__","User",5,0.551365391953179,1,424
"52","lightcyan",52,"PDbyCON_FC1.25__","User",8,0.106006710410357,1,424
"53","lightgreen",53,"ADbyCON_FC1.25__","User",15,3.92149737053147e-08,4.39207705499525e-06,314
"54","lightgreen",54,"HDbyCON_FC1.25__","User",2,0.811100893390234,1,314
"55","lightgreen",55,"MSbyCON_FC1.25__","User",3,0.711038014283337,1,314
"56","lightgreen",56,"PDbyCON_FC1.25__","User",2,0.869688046803282,1,314
"57","lightyellow",57,"ADbyCON_FC1.25__","User",0,1,1,298
"58","lightyellow",58,"HDbyCON_FC1.25__","User",1,0.946281676351886,1,298
"59","lightyellow",59,"MSbyCON_FC1.25__","User",1,0.970248890239023,1,298
"60","lightyellow",60,"PDbyCON_FC1.25__","User",0,1,1,298
"61","magenta",61,"ADbyCON_FC1.25__","User",2,0.998911649506151,1,1112
"62","magenta",62,"HDbyCON_FC1.25__","User",7,0.91850436665424,1,1112
"63","magenta",63,"MSbyCON_FC1.25__","User",4,0.999147091220489,1,1112
"64","magenta",64,"PDbyCON_FC1.25__","User",6,0.986989119314955,1,1112
"65","midnightblue",65,"ADbyCON_FC1.25__","User",14,0.000259455494671237,0.0290590154031785,581
"66","midnightblue",66,"HDbyCON_FC1.25__","User",6,0.496181451538895,1,581
"67","midnightblue",67,"MSbyCON_FC1.25__","User",5,0.809997760360392,1,581
"68","midnightblue",68,"PDbyCON_FC1.25__","User",12,0.0317463316596507,1,581
"69","orange",69,"ADbyCON_FC1.25__","User",0,1,1,224
"70","orange",70,"HDbyCON_FC1.25__","User",0,1,1,224
"71","orange",71,"MSbyCON_FC1.25__","User",0,1,1,224
"72","orange",72,"PDbyCON_FC1.25__","User",3,0.460783805622868,1,224
"73","pink",73,"ADbyCON_FC1.25__","User",7,0.794925986049269,1,1115
"74","pink",74,"HDbyCON_FC1.25__","User",24,0.000226589318698932,0.0253780036942804,1115
"75","pink",75,"MSbyCON_FC1.25__","User",50,1.59486927277747e-16,1.78625358551076e-14,1115
"76","pink",76,"PDbyCON_FC1.25__","User",18,0.0781575780860054,1,1115
"77","purple",77,"ADbyCON_FC1.25__","User",0,1,1,956
"78","purple",78,"HDbyCON_FC1.25__","User",3,0.995719845591385,1,956
"79","purple",79,"MSbyCON_FC1.25__","User",5,0.98794877651194,1,956
"80","purple",80,"PDbyCON_FC1.25__","User",2,0.999797267007086,1,956
"81","red",81,"ADbyCON_FC1.25__","User",27,0.000165666373039078,0.0185546337803767,1586
"82","red",82,"HDbyCON_FC1.25__","User",6,0.998421188742533,1,1586
"83","red",83,"MSbyCON_FC1.25__","User",10,0.990513047605197,1,1586
"84","red",84,"PDbyCON_FC1.25__","User",3,0.999998164858779,1,1586
"85","royalblue",85,"ADbyCON_FC1.25__","User",0,1,1,294
"86","royalblue",86,"HDbyCON_FC1.25__","User",0,1,1,294
"87","royalblue",87,"MSbyCON_FC1.25__","User",1,0.968802076246578,1,294
"88","royalblue",88,"PDbyCON_FC1.25__","User",1,0.964483909361987,1,294
"89","salmon",89,"ADbyCON_FC1.25__","User",0,1,1,714
"90","salmon",90,"HDbyCON_FC1.25__","User",2,0.993016537112924,1,714
"91","salmon",91,"MSbyCON_FC1.25__","User",5,0.921656772613671,1,714
"92","salmon",92,"PDbyCON_FC1.25__","User",6,0.815417990597511,1,714
"93","skyblue",93,"ADbyCON_FC1.25__","User",0,1,1,105
"94","skyblue",94,"HDbyCON_FC1.25__","User",0,1,1,105
"95","skyblue",95,"MSbyCON_FC1.25__","User",0,1,1,105
"96","skyblue",96,"PDbyCON_FC1.25__","User",0,1,1,105
"97","tan",97,"ADbyCON_FC1.25__","User",53,1.84062561096005e-33,2.06150068427526e-31,812
"98","tan",98,"HDbyCON_FC1.25__","User",8,0.532612069818375,1,812
"99","tan",99,"MSbyCON_FC1.25__","User",18,0.00714233694897337,0.799941738285018,812
"100","tan",100,"PDbyCON_FC1.25__","User",9,0.561903342194627,1,812
"101","turquoise",101,"ADbyCON_FC1.25__","User",14,0.997794477986592,1,3240
"102","turquoise",102,"HDbyCON_FC1.25__","User",41,0.0434164809154121,1,3240
"103","turquoise",103,"MSbyCON_FC1.25__","User",27,0.980203745675607,1,3240
"104","turquoise",104,"PDbyCON_FC1.25__","User",51,0.00715467356784212,0.801323439598317,3240
"105","white",105,"ADbyCON_FC1.25__","User",0,1,1,186
"106","white",106,"HDbyCON_FC1.25__","User",1,0.838065921103613,1,186
"107","white",107,"MSbyCON_FC1.25__","User",4,0.172560472670366,1,186
"108","white",108,"PDbyCON_FC1.25__","User",5,0.05896648636588,1,186
"109","yellow",109,"ADbyCON_FC1.25__","User",4,0.999444474599597,1,1668
"110","yellow",110,"HDbyCON_FC1.25__","User",17,0.452740162915248,1,1668
"111","yellow",111,"MSbyCON_FC1.25__","User",18,0.666790035466352,1,1668
"112","yellow",112,"PDbyCON_FC1.25__","User",23,0.178409847962939,1,1668
