"InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"HuAgeMSNDsplitRnaseq_12","ADbyO_FC1.25__","User",1.87810552981943e-30
"HuAgeMSNDsplitRnaseq_07","MSbyO_FC1.25__","User",1.15025104095126e-15
"HuAgeMSNDsplitRnaseq_06","MSbyO_FC1.25__","User",2.4707551541727e-12
"HuAgeMSNDsplitRnaseq_14","PDbyO_FC1.25__","User",7.54493211485379e-10
"HuAgeMSNDsplitRnaseq_24","MSbyO_FC1.25__","User",5.96194015840881e-07
"HuAgeMSNDsplitRnaseq_24","HDbyO_FC1.25__","User",4.96927062286678e-06
"HuAgeMSNDsplitRnaseq_15","MSbyO_FC1.25__","User",0.000217978795858484
"HuAgeMSNDsplitRnaseq_12","HDbyO_FC1.25__","User",0.000241624105171392
"HuAgeMSNDsplitRnaseq_12","MSbyO_FC1.25__","User",0.00578749000098345
"HuAgeMSNDsplitRnaseq_06","ADbyO_FC1.25__","User",0.0163682870372611
