"","InputCategories","X","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues","Freq"
"1","black",1,"ADbyO_FC1.25__","User",16,0.00300307254562181,0.336344125109642,1177
"2","black",2,"HDbyO_FC1.25__","User",12,0.0273900298631299,1,1177
"3","black",3,"MSbyO_FC1.25__","User",56,9.9159572495798e-18,1.11058721195294e-15,1177
"4","black",4,"PDbyO_FC1.25__","User",12,0.684084255020432,1,1177
"5","blue",5,"ADbyO_FC1.25__","User",2,0.9999273938625,1,1850
"6","blue",6,"HDbyO_FC1.25__","User",1,0.999973872197641,1,1850
"7","blue",7,"MSbyO_FC1.25__","User",0,1,1,1850
"8","blue",8,"PDbyO_FC1.25__","User",15,0.935099334516775,1,1850
"9","brown",9,"ADbyO_FC1.25__","User",6,0.958923048508636,1,1690
"10","brown",10,"HDbyO_FC1.25__","User",7,0.823708998311829,1,1690
"11","brown",11,"MSbyO_FC1.25__","User",15,0.951012052770417,1,1690
"12","brown",12,"PDbyO_FC1.25__","User",23,0.205017917958526,1,1690
"13","cyan",13,"ADbyO_FC1.25__","User",2,0.925640613206292,1,669
"14","cyan",14,"HDbyO_FC1.25__","User",2,0.883543063744602,1,669
"15","cyan",15,"MSbyO_FC1.25__","User",0,1,1,669
"16","cyan",16,"PDbyO_FC1.25__","User",32,6.50425182314981e-12,7.28476204192779e-10,669
"17","darkgreen",17,"ADbyO_FC1.25__","User",1,0.790780202959773,1,247
"18","darkgreen",18,"HDbyO_FC1.25__","User",2,0.391013651832937,1,247
"19","darkgreen",19,"MSbyO_FC1.25__","User",0,1,1,247
"20","darkgreen",20,"PDbyO_FC1.25__","User",3,0.530719301623529,1,247
"21","darkgrey",21,"ADbyO_FC1.25__","User",5,0.0136986936282015,1,224
"22","darkgrey",22,"HDbyO_FC1.25__","User",11,4.28385398522998e-08,4.79791646345758e-06,224
"23","darkgrey",23,"MSbyO_FC1.25__","User",17,5.13960358483518e-09,5.7563560150154e-07,224
"24","darkgrey",24,"PDbyO_FC1.25__","User",4,0.248202576356422,1,224
"25","darkorange",25,"ADbyO_FC1.25__","User",1,0.717871651486203,1,200
"26","darkorange",26,"HDbyO_FC1.25__","User",0,1,1,200
