"","InputCategories","X","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues","Freq"
"1","HuAgeMSNDsplitRnaseq_00",1,"ADbyO_FC1.25__","User",0,1,1,2
"2","HuAgeMSNDsplitRnaseq_00",2,"HDbyO_FC1.25__","User",0,1,1,2
"3","HuAgeMSNDsplitRnaseq_00",3,"MSbyO_FC1.25__","User",0,1,1,2
"4","HuAgeMSNDsplitRnaseq_00",4,"PDbyO_FC1.25__","User",0,1,1,2
"5","HuAgeMSNDsplitRnaseq_01",5,"ADbyO_FC1.25__","User",4,0.999999296294191,1,3240
"6","HuAgeMSNDsplitRnaseq_01",6,"HDbyO_FC1.25__","User",16,0.705138180408461,1,3240
"7","HuAgeMSNDsplitRnaseq_01",7,"MSbyO_FC1.25__","User",22,0.999853888603261,1,3240
"8","HuAgeMSNDsplitRnaseq_01",8,"PDbyO_FC1.25__","User",54,0.00196645427246184,0.228108695605573,3240
"9","HuAgeMSNDsplitRnaseq_02",9,"ADbyO_FC1.25__","User",2,0.9999273938625,1,1850
"10","HuAgeMSNDsplitRnaseq_02",10,"HDbyO_FC1.25__","User",1,0.999973872197641,1,1850
"11","HuAgeMSNDsplitRnaseq_02",11,"MSbyO_FC1.25__","User",0,1,1,1850
"12","HuAgeMSNDsplitRnaseq_02",12,"PDbyO_FC1.25__","User",15,0.935099334516775,1,1850
"13","HuAgeMSNDsplitRnaseq_03",13,"ADbyO_FC1.25__","User",6,0.958923048508636,1,1690
"14","HuAgeMSNDsplitRnaseq_03",14,"HDbyO_FC1.25__","User",7,0.823708998311829,1,1690
"15","HuAgeMSNDsplitRnaseq_03",15,"MSbyO_FC1.25__","User",15,0.951012052770417,1,1690
"16","HuAgeMSNDsplitRnaseq_03",16,"PDbyO_FC1.25__","User",23,0.205017917958526,1,1690
"17","HuAgeMSNDsplitRnaseq_04",17,"ADbyO_FC1.25__","User",3,0.998599042203581,1,1668
"18","HuAgeMSNDsplitRnaseq_04",18,"HDbyO_FC1.25__","User",4,0.983470666180984,1,1668
"19","HuAgeMSNDsplitRnaseq_04",19,"MSbyO_FC1.25__","User",6,0.999985227045352,1,1668
"20","HuAgeMSNDsplitRnaseq_04",20,"PDbyO_FC1.25__","User",25,0.0910247614708621,1,1668
"21","HuAgeMSNDsplitRnaseq_05",21,"ADbyO_FC1.25__","User",8,0.815218871896429,1,1638
"22","HuAgeMSNDsplitRnaseq_05",22,"HDbyO_FC1.25__","User",6,0.890046345007898,1,1638
"23","HuAgeMSNDsplitRnaseq_05",23,"MSbyO_FC1.25__","User",28,0.071183232558116,1,1638
"24","HuAgeMSNDsplitRnaseq_05",24,"PDbyO_FC1.25__","User",13,0.933988985007537,1,1638
"25","HuAgeMSNDsplitRnaseq_06",25,"ADbyO_FC1.25__","User",23,0.00014110592273501,0.0163682870372611,1586
"26","HuAgeMSNDsplitRnaseq_06",26,"HDbyO_FC1.25__","User",19,0.000975134521920864,0.11311560454282,1586
"27","HuAgeMSNDsplitRnaseq_06",27,"MSbyO_FC1.25__","User",60,2.12996133980406e-14,2.4707551541727e-12,1586
"28","HuAgeMSNDsplitRnaseq_06",28,"PDbyO_FC1.25__","User",4,0.999989022033394,1,1586
"29","HuAgeMSNDsplitRnaseq_07",29,"ADbyO_FC1.25__","User",16,0.00300307254562181,0.34835641529213,1177
"30","HuAgeMSNDsplitRnaseq_07",30,"HDbyO_FC1.25__","User",12,0.0273900298631299,1,1177
"31","HuAgeMSNDsplitRnaseq_07",31,"MSbyO_FC1.25__","User",56,9.9159572495798e-18,1.15025104095126e-15,1177
"32","HuAgeMSNDsplitRnaseq_07",32,"PDbyO_FC1.25__","User",12,0.684084255020432,1,1177
"33","HuAgeMSNDsplitRnaseq_08",33,"ADbyO_FC1.25__","User",4,0.924028976332259,1,1115
"34","HuAgeMSNDsplitRnaseq_08",34,"HDbyO_FC1.25__","User",3,0.9463027457536,1,1115
"35","HuAgeMSNDsplitRnaseq_08",35,"MSbyO_FC1.25__","User",7,0.989590565566282,1,1115
"36","HuAgeMSNDsplitRnaseq_08",36,"PDbyO_FC1.25__","User",16,0.196321722774364,1,1115
"37","HuAgeMSNDsplitRnaseq_09",37,"ADbyO_FC1.25__","User",3,0.97300293743201,1,1112
"38","HuAgeMSNDsplitRnaseq_09",38,"HDbyO_FC1.25__","User",4,0.861940932286841,1,1112
"39","HuAgeMSNDsplitRnaseq_09",39,"MSbyO_FC1.25__","User",3,0.999943898505995,1,1112
"40","HuAgeMSNDsplitRnaseq_09",40,"PDbyO_FC1.25__","User",6,0.987799702523683,1,1112
"41","HuAgeMSNDsplitRnaseq_10",41,"ADbyO_FC1.25__","User",2,0.984431533372932,1,956
"42","HuAgeMSNDsplitRnaseq_10",42,"HDbyO_FC1.25__","User",0,1,1,956
"43","HuAgeMSNDsplitRnaseq_10",43,"MSbyO_FC1.25__","User",1,0.999996475689896,1,956
"44","HuAgeMSNDsplitRnaseq_10",44,"PDbyO_FC1.25__","User",3,0.998834460849373,1,956
"45","HuAgeMSNDsplitRnaseq_11",45,"ADbyO_FC1.25__","User",1,0.996373577629176,1,875
"46","HuAgeMSNDsplitRnaseq_11",46,"HDbyO_FC1.25__","User",0,1,1,875
"47","HuAgeMSNDsplitRnaseq_11",47,"MSbyO_FC1.25__","User",2,0.999866781409049,1,875
"48","HuAgeMSNDsplitRnaseq_11",48,"PDbyO_FC1.25__","User",3,0.997428624909575,1,875
"49","HuAgeMSNDsplitRnaseq_12",49,"ADbyO_FC1.25__","User",47,1.61905649122365e-32,1.87810552981943e-30,812
"50","HuAgeMSNDsplitRnaseq_12",50,"HDbyO_FC1.25__","User",17,2.08296642389131e-06,0.000241624105171392,812
"51","HuAgeMSNDsplitRnaseq_12",51,"MSbyO_FC1.25__","User",25,4.98921551808918e-05,0.00578749000098345,812
"52","HuAgeMSNDsplitRnaseq_12",52,"PDbyO_FC1.25__","User",11,0.312973805606351,1,812
"53","HuAgeMSNDsplitRnaseq_13",53,"ADbyO_FC1.25__","User",1,0.989632048012758,1,714
"54","HuAgeMSNDsplitRnaseq_13",54,"HDbyO_FC1.25__","User",0,1,1,714
"55","HuAgeMSNDsplitRnaseq_13",55,"MSbyO_FC1.25__","User",4,0.982340673676513,1,714
"56","HuAgeMSNDsplitRnaseq_13",56,"PDbyO_FC1.25__","User",3,0.988257931351753,1,714
"57","HuAgeMSNDsplitRnaseq_14",57,"ADbyO_FC1.25__","User",2,0.925640613206292,1,669
"58","HuAgeMSNDsplitRnaseq_14",58,"HDbyO_FC1.25__","User",2,0.883543063744602,1,669
"59","HuAgeMSNDsplitRnaseq_14",59,"MSbyO_FC1.25__","User",0,1,1,669
"60","HuAgeMSNDsplitRnaseq_14",60,"PDbyO_FC1.25__","User",32,6.50425182314981e-12,7.54493211485379e-10,669
"61","HuAgeMSNDsplitRnaseq_15",61,"ADbyO_FC1.25__","User",6,0.159583108392886,1,581
"62","HuAgeMSNDsplitRnaseq_15",62,"HDbyO_FC1.25__","User",6,0.098880785922751,1,581
"63","HuAgeMSNDsplitRnaseq_15",63,"MSbyO_FC1.25__","User",23,1.87912755050417e-06,0.000217978795858484,581
"64","HuAgeMSNDsplitRnaseq_15",64,"PDbyO_FC1.25__","User",14,0.00664581753042743,0.770914833529582,581
"65","HuAgeMSNDsplitRnaseq_16",65,"ADbyO_FC1.25__","User",1,0.932516256515603,1,424
"66","HuAgeMSNDsplitRnaseq_16",66,"HDbyO_FC1.25__","User",3,0.408580633687731,1,424
"67","HuAgeMSNDsplitRnaseq_16",67,"MSbyO_FC1.25__","User",2,0.973141202225417,1,424
"68","HuAgeMSNDsplitRnaseq_16",68,"PDbyO_FC1.25__","User",7,0.20562739564913,1,424
"69","HuAgeMSNDsplitRnaseq_17",69,"ADbyO_FC1.25__","User",0,1,1,384
"70","HuAgeMSNDsplitRnaseq_17",70,"HDbyO_FC1.25__","User",0,1,1,384
"71","HuAgeMSNDsplitRnaseq_17",71,"MSbyO_FC1.25__","User",1,0.99312119117761,1,384
"72","HuAgeMSNDsplitRnaseq_17",72,"PDbyO_FC1.25__","User",0,1,1,384
"73","HuAgeMSNDsplitRnaseq_18",73,"ADbyO_FC1.25__","User",8,0.000851833541567206,0.0988126908217959,314
"74","HuAgeMSNDsplitRnaseq_18",74,"HDbyO_FC1.25__","User",7,0.00171072469662324,0.198444064808296,314
"75","HuAgeMSNDsplitRnaseq_18",75,"MSbyO_FC1.25__","User",12,0.000769163888639499,0.0892230110821819,314
"76","HuAgeMSNDsplitRnaseq_18",76,"PDbyO_FC1.25__","User",1,0.972514503729507,1,314
"77","HuAgeMSNDsplitRnaseq_19",77,"ADbyO_FC1.25__","User",0,1,1,298
"78","HuAgeMSNDsplitRnaseq_19",78,"HDbyO_FC1.25__","User",3,0.222507630514925,1,298
"79","HuAgeMSNDsplitRnaseq_19",79,"MSbyO_FC1.25__","User",0,1,1,298
"80","HuAgeMSNDsplitRnaseq_19",80,"PDbyO_FC1.25__","User",0,1,1,298
"81","HuAgeMSNDsplitRnaseq_20",81,"ADbyO_FC1.25__","User",0,1,1,294
"82","HuAgeMSNDsplitRnaseq_20",82,"HDbyO_FC1.25__","User",1,0.801912599966883,1,294
"83","HuAgeMSNDsplitRnaseq_20",83,"MSbyO_FC1.25__","User",0,1,1,294
"84","HuAgeMSNDsplitRnaseq_20",84,"PDbyO_FC1.25__","User",1,0.965392737368847,1,294
"85","HuAgeMSNDsplitRnaseq_21",85,"ADbyO_FC1.25__","User",0,1,1,276
"86","HuAgeMSNDsplitRnaseq_21",86,"HDbyO_FC1.25__","User",0,1,1,276
"87","HuAgeMSNDsplitRnaseq_21",87,"MSbyO_FC1.25__","User",0,1,1,276
"88","HuAgeMSNDsplitRnaseq_21",88,"PDbyO_FC1.25__","User",1,0.95742554631061,1,276
"89","HuAgeMSNDsplitRnaseq_22",89,"ADbyO_FC1.25__","User",1,0.790780202959773,1,247
"90","HuAgeMSNDsplitRnaseq_22",90,"HDbyO_FC1.25__","User",2,0.391013651832937,1,247
"91","HuAgeMSNDsplitRnaseq_22",91,"MSbyO_FC1.25__","User",0,1,1,247
"92","HuAgeMSNDsplitRnaseq_22",92,"PDbyO_FC1.25__","User",3,0.530719301623529,1,247
"93","HuAgeMSNDsplitRnaseq_23",93,"ADbyO_FC1.25__","User",0,1,1,229
"94","HuAgeMSNDsplitRnaseq_23",94,"HDbyO_FC1.25__","User",0,1,1,229
"95","HuAgeMSNDsplitRnaseq_23",95,"MSbyO_FC1.25__","User",1,0.948145084437509,1,229
"96","HuAgeMSNDsplitRnaseq_23",96,"PDbyO_FC1.25__","User",0,1,1,229
"97","HuAgeMSNDsplitRnaseq_24",97,"ADbyO_FC1.25__","User",5,0.0136986936282015,1,224
"98","HuAgeMSNDsplitRnaseq_24",98,"HDbyO_FC1.25__","User",11,4.28385398522998e-08,4.96927062286678e-06,224
"99","HuAgeMSNDsplitRnaseq_24",99,"MSbyO_FC1.25__","User",17,5.13960358483518e-09,5.96194015840881e-07,224
"100","HuAgeMSNDsplitRnaseq_24",100,"PDbyO_FC1.25__","User",4,0.248202576356422,1,224
"101","HuAgeMSNDsplitRnaseq_25",101,"ADbyO_FC1.25__","User",0,1,1,224
"102","HuAgeMSNDsplitRnaseq_25",102,"HDbyO_FC1.25__","User",0,1,1,224
"103","HuAgeMSNDsplitRnaseq_25",103,"MSbyO_FC1.25__","User",1,0.944666338872613,1,224
"104","HuAgeMSNDsplitRnaseq_25",104,"PDbyO_FC1.25__","User",3,0.465790855488658,1,224
"105","HuAgeMSNDsplitRnaseq_26",105,"ADbyO_FC1.25__","User",1,0.717871651486203,1,200
"106","HuAgeMSNDsplitRnaseq_26",106,"HDbyO_FC1.25__","User",0,1,1,200
"107","HuAgeMSNDsplitRnaseq_26",107,"MSbyO_FC1.25__","User",9,0.00112882683558077,0.130943912927369,200
"108","HuAgeMSNDsplitRnaseq_26",108,"PDbyO_FC1.25__","User",2,0.662962650095145,1,200
"109","HuAgeMSNDsplitRnaseq_27",109,"ADbyO_FC1.25__","User",1,0.691630119151477,1,186
"110","HuAgeMSNDsplitRnaseq_27",110,"HDbyO_FC1.25__","User",2,0.269780006668928,1,186
"111","HuAgeMSNDsplitRnaseq_27",111,"MSbyO_FC1.25__","User",0,1,1,186
"112","HuAgeMSNDsplitRnaseq_27",112,"PDbyO_FC1.25__","User",5,0.0605370910634341,1,186
"113","HuAgeMSNDsplitRnaseq_28",113,"ADbyO_FC1.25__","User",0,1,1,105
"114","HuAgeMSNDsplitRnaseq_28",114,"HDbyO_FC1.25__","User",0,1,1,105
"115","HuAgeMSNDsplitRnaseq_28",115,"MSbyO_FC1.25__","User",0,1,1,105
"116","HuAgeMSNDsplitRnaseq_28",116,"PDbyO_FC1.25__","User",0,1,1,105
