"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.404346028383097,0.558039748410849,0.474832576547799,NA,1.80977425934259e-07,4.57411886145564e-14,4.31314095550306e-10
"peritoneum",0.404346028383097,1,0.534064129813624,0.642759062097217,1.80977425934259e-07,NA,8.28892510185142e-13,0
"brain",0.558039748410849,0.534064129813624,1,0.77541501436079,4.57411886145564e-14,8.28892510185142e-13,NA,0
"blood",0.474832576547799,0.642759062097217,0.77541501436079,1,4.31314095550306e-10,0,0,NA
