"","other","myeoligo"
"0610009B22Rik",5.06996779292837,5.04723310840892
"0610009E02Rik",0.614532164502018,0.129336673404172
"0610009L18Rik",3.46199389502049,3.0164679486472
"0610009O20Rik",4.16194709150388,4.84906050485719
"0610010F05Rik",1.9785734444992,1.67555850007203
"0610012G03Rik",7.68122529195321,7.45029678062185
"0610025J13Rik",0.265624159508047,0.0413680936240471
"0610030E20Rik",4.57062573794455,3.22569135372169
"0610037L13Rik",4.69887317845527,4.47330541783685
"0610039K10Rik",0.856272519070729,0.561858087558766
"0610040B10Rik",1.80658109709985,2.59635780409984
"0610040J01Rik",2.40551132079161,1.13166667304599
"0610043K17Rik",0.25538517427583,0.0207114461715873
"1010001B22Rik",1.23081466636669,1.81098958922207
"1010001N08Rik",0.287922324311221,0
"1110002E22Rik",0.212863134553979,0.07654852564263
"1110002J07Rik",0.946033314415176,0.0187398038029711
"1110002L01Rik",1.39115814311258,1.00032719687419
"1110004E09Rik",3.01811907444567,3.16423593222865
"1110004F10Rik",3.37482611727558,2.90903307043631
"1110006O24Rik",2.47384516743435,3.95017884008529
"1110008E08Rik",0.121989417988668,0
"1110008F13Rik",3.42666607168979,4.06211268791175
"1110008L16Rik",1.09293814799455,0.405941803570385
"1110008P14Rik",1.513498550751,3.69511718683913
"1110012L19Rik",4.82242643046377,4.74419651370411
"1110015O18Rik",0.738864695334661,0.475912592832185
"1110017D15Rik",0.915346023358795,0.280260528336596
"1110018N20Rik",0.419593995009225,0.121829707908943
"1110019B22Rik",0.30345775214342,0
"1110019D14Rik",0.473416588387274,0.073827809984149
"1110020A21Rik",0.776161989392021,1.06112225936516
"1110025M09Rik",3.61227719351927,0.611519941965801
"1110032A03Rik",3.37990511695348,4.47289530077117
"1110032F04Rik",1.24325246341961,0.959983154502635
"1110034G24Rik",1.79482921652455,0.605826214154702
"1110035H17Rik",1.8608809496762,0
"1110038B12Rik",5.83605080673736,5.13615988009334
"1110038F14Rik",5.89316472804954,5.16940911260958
"1110051M20Rik",1.26141632533863,1.47182045509342
"1110059E24Rik",2.08033432128287,0.885159685704677
"1110059G10Rik",4.21652423100279,3.11726608017826
"1110060G06Rik",0.178420695700639,0.431827481912875
"1110065P20Rik",2.78526162560221,6.08910238081063
"1190001M18Rik",0.728163573282352,0
"1190002N15Rik",3.19629091329449,3.19751460627818
"1190007I07Rik",2.54281449625086,1.24029915016729
"1200007C13Rik",0.400058629909184,0.0479241270885226
"1300002E11Rik",1.95434154871012,1.26763633590628
"1300014J16Rik",1.39509631908772,0
"1300017J02Rik",0.291090233800819,0.0328693396094839
"1500002C15Rik",0.912208760392427,0.443611469947406
"1500004A13Rik",0.983614565273529,0.183162595514597
"1500009C09Rik",2.05350837662662,4.36743747618084
"1500009L16Rik",0.717944113371512,0.283966396054582
"1500011B03Rik",3.53309212534585,5.56876043005188
"1500011K16Rik",6.39456725966979,6.48289009935514
"1500015A07Rik",2.12810682427941,3.38515549478354
"1500015O10Rik",0.633903652819996,0.0122126498043952
"1500026H17Rik",0.749502360818806,0.346967515112319
"1600002K03Rik",4.97470394092377,3.79206477988903
"1600010M07Rik",0.527085688665373,0.0379786829487209
"1600012H06Rik",3.38175225644888,3.26859659887065
"1600014C10Rik",1.88147831331156,0.452880874044667
"1600014C23Rik",0.369627463252579,0.251380731321907
"1600017P15Rik",0.729360376091689,0.541594170132395
"1600020E01Rik",1.70806103481907,0.645715200456969
"1600023N17Rik",0.686044288056632,0
"1600027J07Rik",0.206857432945189,0
"1600029O15Rik",0.534556973587806,0
"1700001C19Rik",0.496502617128412,0
"1700001G11Rik",0.960646849011966,1.11661414811678
"1700001G17Rik",0.922281293943231,1.50365372317653
"1700001J03Rik",0.395986419083408,0.096291399152591
"1700001K19Rik",0.881157356215749,0.0838454672766105
"1700001L05Rik",0.84101288223862,0.206757669210093
"1700001L19Rik",0.339636211516628,0.275609330146092
"1700001N15Rik",0.180529143425401,0
"1700001O22Rik",0.796231666341745,0.861613360004359
"1700001P01Rik",0.893908111800158,2.61267275846535
"1700003E16Rik",1.17204238897854,2.62660491190078
"1700003I16Rik",0.220047663580953,0
"1700003M07Rik",1.24699122158059,1.24931685526067
"1700003N22Rik",2.25068278516016,7.15391620255517
"1700007E05Rik",0.400907837926442,0
"1700007G11Rik",0.535324015536576,0.000311974840646146
"1700007K13Rik",0.63873533540671,0.291428423120042
"1700007L15Rik",2.88992020342918,3.66521247467894
"1700008H02Rik",0.756262710422884,0
"1700008J07Rik",2.34100599749842,2.41434400579862
"1700008K24Rik",0.205808597899194,0
"1700008N11Rik",0.259582801924896,0
"1700008O03Rik",0.437393923569994,0.239700795621599
"1700009J07Rik",0.472007640497286,0
"1700010B13Rik",0.307215569785033,0
"1700010I14Rik",1.09802706248493,0.784695473181743
"1700010K24Rik",0.349556820877918,0.133049175131406
"1700011D18Rik",0.261454266408825,0
"1700011L03Rik",0.140954413007889,0
"1700011L22Rik",0.473760388948882,0.0404881990912001
"1700012A03Rik",0.147227693326025,0
"1700012D14Rik",0.925334048023049,0.159302065187086
"1700013A02Rik",0.168838194428986,0
"1700013F07Rik",0.365699612046928,0.0406833763481129
"1700015C15Rik",0.261352999147933,0
"1700015G11Rik",0.167257110038174,0
"1700015O11Rik",0.392981190012731,0
"1700016C15Rik",0.465736899012778,0.110328237068769
"1700016G14Rik",0.2809442849156,0.198708145899508
"1700016G22Rik",0.353817600855478,0
"1700016J18Rik",0.379012570238881,0
"1700016K19Rik",0.347665595484185,0.66820989956565
"1700016P03Rik",1.86970830129972,1.54006144019587
"1700017B05Rik",5.17123268126022,2.05225027848364
"1700017J07Rik",0.393300927771544,0
"1700018A04Rik",0.202998367226667,0
"1700018G05Rik",0.596567575102693,0.490855147840155
"1700018L02Rik",0.662536044812377,0.248599429143755
"1700018M17Rik",0.285242593971442,0.242837691001936
"1700019N19Rik",0.320762931512161,0
"1700020I14Rik",5.66204957701773,4.75115692270793
"1700020L24Rik",1.73034208985806,1.43809443073524
"1700020N01Rik",0.519069368625453,0
"1700021F02Rik",0.158048964863263,0
"1700021G15Rik",0.158483540874795,0
"1700021N21Rik",0.342880194365737,0.687670761894933
"1700021P04Rik",0.110394291001944,0
"1700022H01Rik",0.466999512425895,0.125087428786598
"1700022I11Rik",0.382951269438679,0.0700495894880615
"1700022N22Rik",1.54446449398872,1.49244021781032
"1700023F06Rik",0.606071707787461,0.0300498909546041
"1700024J04Rik",0.222395767795496,0
"1700025A08Rik",0.277639409957579,0
"1700025F24Rik",0.404022316243585,0.0109085418309887
"1700025G04Rik",0.980647309619698,0.566537995498098
"1700025O08Rik",1.16996782483256,0
"1700026J14Rik",0.094192887659839,0.863190617721593
"1700027H10Rik",0.403995357443142,0.407993676304647
"1700027J19Rik",0.799218948766956,0.0305305719740429
"1700028J19Rik",1.15730740123606,0.82000846553163
"1700029E06Rik",0.165057914328686,0
"1700029H14Rik",0.913496721742022,0.0124686571008307
"1700029I15Rik",1.59003623664496,0.937268285739262
"1700029J07Rik",0.89360734572765,0.652895239852991
"1700029P11Rik",0.115166867885902,0
"1700030C10Rik",0.40684163661943,0.0118567990829021
"1700030C12Rik",0.230153927133816,0
"1700030C14Rik",0.182631061390226,0
"1700030E10Rik",0.344466129651015,0
"1700030J22Rik",1.14803792752211,0.961094151028942
"1700030K09Rik",1.94319128269988,1.7846671640735
"1700030N03Rik",0.178182328664978,0.00111664785230202
"1700031L13Rik",0.0760009517137604,0
"1700031P21Rik",0.200334052781206,0
"1700034H15Rik",0.522261553117744,0.209028221542213
"1700036O09Rik",0.15581803666411,0
"1700037F03Rik",0.38378289778227,0.0982045690982065
"1700037H04Rik",3.23715894089389,2.65931935106998
"1700039I01Rik",0.159776144523386,0
"1700039M10Rik",0.578403485621275,0
"1700040D17Rik",1.21148237283368,0.637340491180966
"1700040K01Rik",0.662309568487538,0
"1700040L08Rik",0.312126295143113,0
"1700041G16Rik",1.0835232902199,0.447861926720249
"1700041I07Rik",0.226689851591836,0
"1700042D02Rik",0.265677255138174,0
"1700047G07Rik",0.710247216561679,0
"1700047M11Rik",1.81484518942027,5.14925895821188
"1700052K11Rik",0.859875193766353,0.456044137761161
"1700054O05Rik",0.229047204324964,0
"1700054O19Rik",0.724153973955268,0
"1700055C04Rik",0.156815974090116,0
"1700055D18Rik",0.951107192561,0.205626322386871
"1700056N10Rik",2.6675853636516,0.462690925901425
"1700061G19Rik",0.945689383641206,0.0928946954045381
"1700061J23Rik",0.244539883363118,0
"1700063I16Rik",0.138348188471411,0
"1700064H15Rik",0.403977677064596,0.0583141974147498
"1700064M15Rik",0.942644080533517,0.067629684441452
"1700065D16Rik",0.444822191723974,0
"1700066B17Rik",0.341275158599227,0.116177715173638
"1700066B19Rik",0.394474747913027,0.0500206484785777
"1700066J03Rik",0.302149862673552,0.347825640202888
"1700066M21Rik",3.43337867620948,3.86960708841454
"1700067K01Rik",1.14361802902824,0.333229074358627
"1700069B07Rik",0.680060121578809,1.35988268772661
"1700072G22Rik",0.292649025075414,0
"1700072O05Rik",0.198504764990738,0
"1700081N11Rik",0.621314943417308,0
"1700084C06Rik",0.300721937084644,0.0237615398662667
"1700084E18Rik",0.997784483615201,0.422525537550171
"1700086L19Rik",1.5902057303737,2.17365228672868
"1700086O06Rik",0.977575314646394,0.668514390806354
"1700086P04Rik",0.522943433700144,0.13333379318069
"1700093J21Rik",1.28270009694573,0.516551720997128
"1700093K21Rik",0.438537806034971,0.111235653745578
"1700095J03Rik",0.371533808087252,0.0213928970586636
"1700095K22Rik",0.600533011582538,0
"1700096K18Rik",4.21251652885021,4.08289605862575
"1700097M23Rik",0.186416977581182,0
"1700101I11Rik",1.08444608810447,0.83372900858643
"1700102P08Rik",1.02464289428939,0.182597792200521
"1700109G14Rik",0.64621140738334,0.0170232523883335
"1700109G15Rik",1.4070304767291,0
"1700109H08Rik",2.77606750364511,0.831350499384844
"1700110C19Rik",2.57513936210794,4.20122088607881
"1700112J05Rik",0.219710194244541,0
"1700112J16Rik",0.508881116314349,0.0793830675018282
"1700113A16Rik",1.01149949684637,0.851687402128589
"1700113B19Rik",0.298191613176946,0
"1700116B05Rik",0.294397609254399,0
"1700120B22Rik",0.250344805037367,0
"1700120C14Rik",0.426389072060897,0.0980148832874338
"1700122E12Rik",0.947499683781562,0
"1700123M08Rik",0.495420942466765,0.113635312938129
"1700123O20Rik",4.87884566089913,4.81090955154721
"1700124L16Rik",1.01395944678066,0.121977661283124
"1700124M09Rik",0.250365411709209,0
"1700125G22Rik",0.286302901257429,0
"1700127F24Rik",0.111850348381443,0
"1810006J02Rik",0.308202061189662,0.0110897804834104
"1810010H24Rik",2.24593001725798,1.24016239695675
"1810010K12Rik",0.164228624709924,0.0451232209307559
"1810011H11Rik",2.07693627717349,0.0657578187295342
"1810012K16Rik",0.599987942675746,0.151348670040779
"1810013D15Rik",0.418328211844171,0
"1810013L24Rik",4.4171264384474,3.58099549054402
"1810014B01Rik",1.99832893929639,0.734707510135024
"1810019N24Rik",0.566931255983934,0.182391630402399
"1810021B22Rik",0.53506688471885,0.217864741753678
"1810022K09Rik",2.89537282971879,1.48916230419933
"1810024B03Rik",1.06611254887659,0.471750515979434
"1810026B05Rik",1.9999368900734,1.66725051299188
"1810030O07Rik",4.05127780019572,2.61635611822012
"1810032O08Rik",2.63940487590196,2.24227153154944
"1810037I17Rik",7.63549991509903,8.97578169425265
"1810041H14Rik",0.608039751383936,0.322099731438517
"1810041L15Rik",1.20332241718781,4.15956596115349
"1810043G02Rik",4.27378196623706,2.74992195392753
"1810044D09Rik",3.6904416353175,4.97079561723496
"1810055G02Rik",3.13409939720754,4.20637469744769
"1810058I24Rik",5.43865890973439,6.05190099024695
"1810062G17Rik",0.305820356013485,0.127196827389414
"1810063I02Rik",0.195503937477296,0
"1810064F22Rik",0.531042180053991,0
"2010001A14Rik",1.80783015981578,2.996756858559
"2010007H06Rik",0.515818348205945,0.0254353528446856
"2010008C14Rik",4.89601165344147,0
"2010013B24Rik",1.52915156952507,0.0249957019303974
"2010016I18Rik",0.44159556381031,0
"2010107E04Rik",6.71834916754394,5.97057147713003
"2010109A12Rik",0.644632735584224,0
"2010109I03Rik",0.432653474362276,0.0288663285624691
"2010109P13Rik",0.196579550452507,0
"2010110E17Rik",0.348513474311289,0
"2010110G14Rik",0.671333356528921,0.0054915197763316
"2010110K18Rik",0.451765914171032,0.0571243115149585
"2010111I01Rik",0.609408083048232,0.154299480558768
"2010203P06Rik",0.161754589466774,0.914036250412654
"2010300C02Rik",0.391146048821692,0.496376761904238
"2010310C07Rik",0.570040263926043,0.0138552829242065
"2010315B03Rik",2.71028029320037,0.425048901778621
"2010320M18Rik",5.38361664768534,5.28338305292006
"2200002A13Rik",0.697776683034258,0.449706372880825
"2200002D01Rik",0.927202806136283,0.1416900226404
"2200002J24Rik",0.472493288869449,0
"2210008F06Rik",0.848321489637449,2.29686344804168
"2210011C24Rik",1.11335217134121,5.40457411605774
"2210016F16Rik",5.47231498532335,3.44157441914808
"2210016L21Rik",4.2579572406652,5.28193877048517
"2210039B01Rik",0.367564231665712,0
"2210408F21Rik",0.539500140807547,0.104307353429332
"2210414B05Rik",0.35259678696686,0
"2210417A02Rik",0.954323368987249,0
"2300009A05Rik",3.21546058168592,1.57830283043354
"2310001H17Rik",1.2833299127753,0
"2310009A05Rik",4.31977135096013,2.6004210746509
"2310009B15Rik",3.73333444586819,2.74218472121759
"2310010J17Rik",2.51065019791348,1.90339193110259
"2310011J03Rik",6.91769560879813,6.99629811332828
"2310014F06Rik",0.298651901901623,0.00201537667436697
"2310015A10Rik",2.82578994616929,3.39108819720124
"2310022A10Rik",2.55910047731469,1.42173067161995
"2310022B05Rik",3.09989331681789,5.50083562562244
"2310026L22Rik",1.7761783956598,1.16062739710914
"2310031A07Rik",1.77698673435692,0.286220581771946
"2310033P09Rik",4.79817044120988,4.04909007587604
"2310034C09Rik",0.0801357986911221,0
"2310034O05Rik",0.491451642907071,0
"2310035C23Rik",2.59927029166962,2.34583483869582
"2310040G24Rik",2.55276802227181,0.636816943939978
"2310047D07Rik",0.501926487573893,0.0957664456998845
"2310058D17Rik",0.743402964325792,0.570409340629028
"2310061I04Rik",4.31539269067719,3.8912802688363
"2310074N15Rik",1.21792840724466,2.16191269922053
"2400006E01Rik",0.156153114313424,0
"2410004B18Rik",4.70220897776394,4.74320212631067
"2410004P03Rik",1.13096937744956,0.224339025703444
"2410006H16Rik",8.10836390869727,7.33240976076237
"2410015M20Rik",6.42478858398319,6.95191376216371
"2410022M11Rik",3.84134808753618,2.48231328433542
"2410024N13Rik",0.129704845863116,0
"2410080I02Rik",0.359947065788805,0.160964598431686
"2410089E03Rik",1.76516919761475,0.798484501061511
"2410131K14Rik",3.09087734545395,2.90171418831913
"2410137M14Rik",0.159163384935097,0.214824306634712
"2500002B13Rik",0.986005493415342,0.280691617895164
"2500004C02Rik",2.41758486168916,2.50568745626189
"2510009E07Rik",3.55280533703315,3.98171587420357
"2510039O18Rik",6.11582194095257,5.87047837132961
"2510046G10Rik",2.7985766917714,1.01011410480741
"2600006K01Rik",0.905300338266652,2.86652130978818
"2610001J05Rik",6.83277335322296,6.7437205153368
"2610002M06Rik",2.15315083077387,1.0856672703973
"2610005L07Rik",0.41738463606526,0.00376940138405421
"2610008E11Rik",2.10904657034391,0.563341433233751
