"","other","myeoligo"
"2610017A05Rik",0.653879565461585,0.288854008114364
"2610020C07Rik",2.32194869533124,2.41684737236358
"2610021A01Rik",2.08480757033938,0.77120796064874
"2610035D17Rik",0.944073048586115,1.03779772738775
"2610035F20Rik",0.976276036815332,0
"2610037D02Rik",0.70550743739474,0.020305365929906
"2610042L04Rik",0.356247148583875,0.0146564864732338
"2610044O15Rik8",2.33543633074291,0.941588534756791
"2610203C22Rik",0.283229610706761,0
"2610301B20Rik",2.34208146023236,2.87658078887442
"2610306M01Rik",4.43324945446048,5.75899056618463
"2610316D01Rik",0.616606542759565,0.331949469623309
"2610318N02Rik",0.549385772121285,0.245419290784569
"2610507B11Rik",5.1447886068743,6.24008574074098
"2610507I01Rik",2.19631867910459,0.510681363798283
"2610528A11Rik",1.08974938039815,0.125922559501708
"2700033N17Rik",1.30070727106098,1.37983253882711
"2700038G22Rik",1.96084274995608,0.873415875376263
"2700046A07Rik",0.765140561474817,4.30981570074931
"2700046G09Rik",1.85605052167147,2.01204446579546
"2700049A03Rik",1.22490882996161,0.16325371517956
"2700062C07Rik",3.41941793939371,2.86636913903743
"2700081O15Rik",3.14194578651735,3.96814887814939
"2700097O09Rik",1.80401817363942,1.00223870015787
"2700099C18Rik",0.483127606243096,0.287518109176194
"2810001G20Rik",2.6022145372743,1.33717169493038
"2810002D19Rik",2.9111555746641,1.12960717029266
"2810006K23Rik",2.17618333489604,1.92123331179164
"2810021J22Rik",1.95679781702138,0.934639823275552
"2810025M15Rik",4.63070427189169,4.68644482589781
"2810029C07Rik",2.27752190882944,2.02261078627126
"2810030D12Rik",0.298113825243392,0
"2810039B14Rik",1.1051114763308,0.933909662098209
"2810049E08Rik",0.383617152680119,0.0471557343157876
"2810402E24Rik",3.62639200862657,2.89978063795288
"2810403A07Rik",3.99829263121063,2.64281087042614
"2810403D21Rik",0.514195292198053,0.0502783443568004
"2810403G07Rik",0.582512822641876,0
"2810405F17Rik",2.35919012384164,0.23398931953289
"2810408A11Rik",1.37978215114641,1.4569910749359
"2810408I11Rik",0.795810437057212,0.366684226646301
"2810410L24Rik",2.06148849130874,5.11960662327074
"2810414N06Rik",1.53760634609446,2.22896977288393
"2810428J06Rik",1.31068474513501,0.10188674885208
"2810429I04Rik",0.633107551628457,1.16978267356178
"2810433D01Rik",0.334926579391716,0
"2810454H06Rik",1.21820290738268,0.130152484659711
"2810459M11Rik",1.66172627874227,0.77636681971187
"2810468N07Rik",2.98539744923238,9.88375807123323
"2810474O19Rik",3.37608169529898,0.374490989133899
"2900005J15Rik",1.26547306647453,0
"2900011O08Rik",1.07137137277793,2.13738010035546
"2900026A02Rik",0.851269331157883,0.38349234198215
"2900042G08Rik",0.134820141959301,0
"2900045O20Rik",0.487674679458668,0.141337716908548
"2900052L18Rik",2.02089596002677,4.06747547157093
"2900052N01Rik",0.831204361931169,0.766731046548733
"2900055J20Rik",1.05954399944599,2.29310811704173
"2900064F13Rik",1.00155591617749,0.123911841810748
"2900076A07Rik",2.32588507796678,1.97307944527899
"2900076G11Rik",0.602781718181679,0
"2900089D17Rik",0.497183338423773,0.149186851484181
"2900092C05Rik",0.806520268724381,0.051338852710788
"2900092O11Rik",0.254750089950085,0
"2900097C17Rik",7.2931867956976,7.79487296823375
"3000002C10Rik",1.81976717463895,1.10726375557569
"3010001F23Rik",0.45590792672091,0.21494442764506
"3010003L21Rik",0.549802100765188,0.161216858519613
"3110002H16Rik",2.98344733573937,3.45055990454138
"3110009E18Rik",0.841125121391684,0.390102062547124
"3110031N09Rik",0.287491387252125,0
"3110039M20Rik",0.614610442528168,0.10089343987857
"3110040N11Rik",2.98705398144211,2.84579599342624
"3110043J17Rik",0.360451263681822,0
"3110043O21Rik",3.20497220762315,2.86601543464992
"3110045C21Rik",0.82244000680183,0.993812048303824
"3110056K07Rik",2.30230474824293,1.09303342655194
"3110062M04Rik",2.19107839051161,2.2890503662451
"3110067C02Rik",0.367464900600324,0
"3110070M22Rik",2.20720538089894,2.56841714468049
"3110079O15Rik",0.498107417398614,0.200737027476059
"3110082I17Rik",1.67302561311382,0.215964833608996
"3110082J24Rik",1.04550712984823,1.70777066048644
"3110083C13Rik",0.584709963332182,0.700662124183696
"3110099E03Rik",0.234702506730993,0.0085675293419195
"3300002P13Rik",0.995770123087989,1.67004686087983
"3300005D01Rik",0.576136836155662,0
"3632451O06Rik",0.771816089204325,1.00358122115111
"3732407C23Rik",0.225163066626785,0.0405120151348018
"3830403N18Rik",0.743999326722722,0.0086626187742427
"3830408C21Rik",0.720572170105183,0.33176848385263
"3830432H09Rik",0.336093138050587,0
"3930402G23Rik",0.524905801408629,0.0659823202406575
"4430402I18Rik",0.434400952744978,0.082175292813221
"4631405K08Rik",0.18523683029322,0
"4631422I05Rik",0.188382617386942,0
"4632404H12Rik",2.74354776750404,3.17801516362759
"4632415L05Rik",3.97343814962905,4.20522586408601
"4632427E13Rik",2.81097802603909,0.280094694097188
"4632428C04Rik",0.707488373155417,0.0970770036425491
"4632432E15Rik",0.684600269856909,0
"4732414G09Rik",0.270774069413955,0.198262056513126
"4732416N19Rik",1.3931529490159,0.960617198259678
"4732465J04Rik",0.506232342215199,0.0235831467432705
"4732487G21Rik",1.94557373195479,1.15760100273118
"4732490B19Rik",0.26287710847119,0
"4732491K20Rik",1.23856589590925,1.27610726490187
"4732496C06Rik",2.37191026966101,0.557756826570176
"4831440E17Rik",1.24343342909518,0.984904489187939
"4833403J16Rik",1.10823895276126,0
"4833411C07Rik",0.812385867839862,0
"4833413E03Rik",0.36449235928708,0
"4833417C18Rik",2.27502283866543,0.183982651203524
"4833418N02Rik",1.40577487208326,0.257944938334982
"4833420G17Rik",3.77577948473215,1.99629995608918
"4833422C13Rik",0.952075666630165,0.194621399436465
"4833427F10Rik",0.327952548460984,0
"4833439L19Rik",4.7324210248322,6.68994435711044
"4833445I07Rik",2.25440776961911,0.551937154355316
"4921501I09Rik",0.510671018217109,0
"4921504A21Rik",0.463539089071249,0.646874994899481
"4921507G05Rik",0.570098663961327,0
"4921517D22Rik",0.179870653037349,0
"4921522P10Rik",0.362367530485691,0
"4921524J17Rik",2.33034592441443,0.762747235330659
"4921527H02Rik",0.50913469079395,0
"4921530L21Rik",0.343478528558531,0.0841385323722145
"4921531C22Rik",3.04863617281329,2.43955592281356
"4921536K21Rik",0.954345194368117,0.315010279517327
"4922502N22Rik",0.166868086896256,0
"4930402H24Rik",1.93277382758658,4.32454871834376
"4930403P22Rik",1.55614462160405,0
"4930404I05Rik",0.88221092605317,0
"4930406D18Rik",0.342820907226323,0
"4930412L05Rik",0.400992892121331,0
"4930421C12Rik",0.239425028895711,0.088113033552738
"4930422M22Rik",0.75462654563099,0.1196181108085
"4930423D22Rik",0.658754578642629,0
"4930426I24Rik",0.945248404080712,1.65861307672713
"4930426L09Rik",0.837997810613276,1.30833041898331
"4930428D20Rik",0.188828104909718,0
"4930429F24Rik",0.550981344301104,0.0140644475177054
"4930429H19Rik",0.697166083985789,0.381954853542716
"4930430E12Rik",1.95187652214602,0.0266870973927462
"4930430F08Rik",1.26392991089486,1.79906107803498
"4930431P19Rik",1.60877104711406,0.442552099484853
"4930432E11Rik",0.391292078543132,0
"4930432K21Rik",0.6589086991334,0.751111386978747
"4930435E12Rik",0.24585721679116,0
"4930435F18Rik",0.583308080480262,0.0040765904821859
"4930438A08Rik",0.433668824550022,0.00752899429990505
"4930439D14Rik",0.892311862438686,0
"4930442G15Rik",0.149938984869619,0
"4930442H23Rik",0.290415955437162,0
"4930443O20Rik",0.223239381621041,0
"4930444E06Rik",0.362400027654726,0
"4930447K03Rik",0.915404838508691,0
"4930447M23Rik",0.800551883526009,0.211254925902253
"4930448A20Rik",0.852633165425292,0.0892337503469385
"4930448I18Rik",0.218932809031003,0
"4930449E01Rik",0.181610610887386,0
"4930449I04Rik",0.260660971012506,0.120677391041151
"4930451G09Rik",0.834558234163842,1.03916497552476
"4930453N24Rik",3.32654375047421,2.77419683816823
"4930455B14Rik",0.113229532703269,0
"4930455G09Rik",2.39807167740532,0.360581483515095
"4930455M05Rik",0.307758716320778,0
"4930456G14Rik",0.318462030633511,0.0958069024619745
"4930459C07Rik",0.274997018600257,0
"4930461C15Rik",0.237180244627454,0.632363162951861
"4930463O16Rik",0.193717426796671,0
"4930465K10Rik",0.373019965212204,0
"4930469K13Rik",0.31407548441626,0.00118300401108545
"4930471C04Rik",0.190026001191088,0
"4930473A02Rik",1.34879245412146,0.764632521710086
"4930474N09Rik",0.426885750147943,0.242949589679333
"4930478M09Rik",0.49666452085056,0
"4930479D17Rik",0.327202690757653,0.0177991263360155
"4930480E11Rik",0.153762446296074,0
"4930480K23Rik",0.844219362760952,0.854327823135033
"4930481A15Rik",1.65626148418918,0.126915978796384
"4930481B07Rik",1.11148443624107,0.725894192441112
"4930483J18Rik",0.260086826191716,0.06542036465027
"4930487D11Rik",0.237296848917272,0
"4930488L21Rik",0.286311192279481,0.0620690480529326
"4930488N15Rik",0.353680967791242,0
"4930500F10Rik",0.310703238864366,0
"4930502E09Rik",0.726966389123652,0
"4930503L19Rik",2.5162809789414,1.5947594877356
"4930503O07Rik",0.186141880224009,0.129436308588636
"4930505N22Rik",0.452340811456303,0.0647033890360683
"4930506C21Rik",0.487091073885569,1.42632763451895
"4930507D05Rik",1.18996341896177,0.486876965455601
"4930507D10Rik",0.212184427085447,0.096486257433896
"4930509G22Rik",0.439571054935668,0.167546323754706
"4930511J24Rik",0.122607965733661,0
"4930515G13Rik",0.224072134618415,0
"4930516B21Rik",2.04427587189794,1.58598923613807
"4930518I17Rik",0.102210959913739,0
"4930519A11Rik",0.19020392648909,0
"4930519G04Rik",0.406617741664839,0.00486544649610344
"4930519P11Rik",0.429382328535276,0.663353303131155
"4930520O04Rik",0.889496232551909,0.0632436110275265
"4930522L14Rik",1.72729932513946,0.450990636092656
"4930523C07Rik",1.56379837572722,0.0343340385328409
"4930524J08Rik",2.89873879267757,2.32645283694839
"4930524N10Rik",0.0748729598305854,0
"4930526H09Rik",0.173962570826071,0
"4930527E20Rik",0.846510785658354,0.625285152874846
"4930527J03Rik",0.259460498797276,0.213104887314401
"4930528J11Rik",0.385615855326275,0
"4930529C04Rik",0.256006188402653,0
"4930529I22Rik",0.114775016293807,0
"4930532G15Rik",0.860121408694968,0
"4930533N22Rik",0.368367721215353,0.00302388459585034
"4930534D22Rik",0.263871279782967,0.0207440206969286
"4930534H03Rik",0.249850699216191,0
"4930537H20Rik",0.30989016349545,0
"4930539E08Rik",0.461785777515725,0.122570512454333
"4930539J05Rik",1.39223913482561,1.23402317365368
"4930544G11Rik",0.20411954521581,0
"4930544L04Rik",0.1246904314202,0
"4930546C10Rik",0.233556430537315,0
"4930548H24Rik",0.182400502479471,0
"4930550C14Rik",0.35977646791439,0.0858580589795724
"4930553P18Rik",0.347469836062704,0.530191847392903
"4930555A03Rik",1.17334882387367,0
"4930555M17Rik",0.104940781693802,0
"4930555O08Rik",0.253084860374457,0
"4930560O18Rik",0.137991437795052,0
"4930562C15Rik",0.777243814801147,0.0356725629763917
"4930563E18Rik",0.376301266594428,0.0290697174667344
"4930563E22Rik",1.25844979438651,0.748068899917161
"4930567H12Rik",0.285001882337358,0.00690946898068557
"4930568A12Rik",0.62243847067304,0
"4930570G19Rik",1.09610016077227,0.706063356957418
"4930572O13Rik",0.273701623389905,0
"4930578C19Rik",0.37552642966361,0.00923832904544171
"4930578M01Rik",1.18499682482165,0.419864807237881
"4930578M07Rik",0.846367865886707,0.12097498106928
"4930579G24Rik",2.70045766790514,2.55099976885117
"4930579K19Rik",1.39699611341197,0.621216341824775
"4930581F22Rik",0.540802285899857,0.338569428795018
"4930583K01Rik",0.325523897203676,0.0825356992319935
"4930589L23Rik",0.372965352137674,0.0328509018916271
"4930590H14Rik",0.114929530103323,0
"4930590J08Rik",0.407255676573553,0.119962212685344
"4930595D18Rik",0.471574962538035,0
"4930595O18Rik",0.16387237057319,0
"4930597O21Rik",0.554418349399052,0.54646806523688
"4930598A11Rik",0.289775144740113,0
"4930599A14Rik",0.232729349697133,0
"4930599N23Rik",1.00005444440442,0.0882888517200534
"4931406C07Rik",3.4490159932846,3.84425062131135
"4931406G06Rik",0.483273712485497,0.0994114011860632
"4931406P16Rik",2.02853299650023,2.95131811787407
"4931414P19Rik",1.41001191694554,0.640238668231388
"4931415C17Rik",0.425852431967718,0.33983173472228
