"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.541082961676623,0.639646984219145,0.532728912877883,NA,0,0,0
"peritoneum",0.541082961676623,1,0.79961911812668,0.726222164854696,0,NA,0,0
"brain",0.639646984219145,0.79961911812668,1,0.817782585985766,0,0,NA,0
"blood",0.532728912877883,0.726222164854696,0.817782585985766,1,0,0,0,NA
