"","other","myeoligo"
"0610043K17Rik",0.25538517427583,0.0207114461715873
"1110060G06Rik",0.178420695700639,0.431827481912875
"1500015O10Rik",0.633903652819996,0.0122126498043952
"1600027J07Rik",0.206857432945189,0
"1700001K19Rik",0.881157356215749,0.0838454672766105
"1700003I16Rik",0.220047663580953,0
"1700008H02Rik",0.756262710422884,0
"1700008K24Rik",0.205808597899194,0
"1700011L03Rik",0.140954413007889,0
"1700012A03Rik",0.147227693326025,0
"1700013F07Rik",0.365699612046928,0.0406833763481129
"1700015C15Rik",0.261352999147933,0
"1700015G11Rik",0.167257110038174,0
"1700015O11Rik",0.392981190012731,0
"1700016G14Rik",0.2809442849156,0.198708145899508
"1700021F02Rik",0.158048964863263,0
"1700021G15Rik",0.158483540874795,0
"1700021P04Rik",0.110394291001944,0
"1700023F06Rik",0.606071707787461,0.0300498909546041
"1700024J04Rik",0.222395767795496,0
"1700025A08Rik",0.277639409957579,0
"1700029E06Rik",0.165057914328686,0
"1700029H14Rik",0.913496721742022,0.0124686571008307
"1700030C14Rik",0.182631061390226,0
"1700030N03Rik",0.178182328664978,0.00111664785230202
"1700031P21Rik",0.200334052781206,0
"1700042D02Rik",0.265677255138174,0
"1700054O05Rik",0.229047204324964,0
"1700054O19Rik",0.724153973955268,0
"1700072O05Rik",0.198504764990738,0
"1700084C06Rik",0.300721937084644,0.0237615398662667
"1700093K21Rik",0.438537806034971,0.111235653745578
"1700113B19Rik",0.298191613176946,0
"1700124L16Rik",1.01395944678066,0.121977661283124
"1700127F24Rik",0.111850348381443,0
"1810013D15Rik",0.418328211844171,0
"2010109I03Rik",0.432653474362276,0.0288663285624691
"2010110E17Rik",0.348513474311289,0
"2010310C07Rik",0.570040263926043,0.0138552829242065
"2200002A13Rik",0.697776683034258,0.449706372880825
"2210039B01Rik",0.367564231665712,0
"2210408F21Rik",0.539500140807547,0.104307353429332
"2210414B05Rik",0.35259678696686,0
"2310034C09Rik",0.0801357986911221,0
"2400006E01Rik",0.156153114313424,0
"2410024N13Rik",0.129704845863116,0
"2610037D02Rik",0.70550743739474,0.020305365929906
"2900042G08Rik",0.134820141959301,0
"2900045O20Rik",0.487674679458668,0.141337716908548
"3110043J17Rik",0.360451263681822,0
"4631405K08Rik",0.18523683029322,0
"4632428C04Rik",0.707488373155417,0.0970770036425491
"4632432E15Rik",0.684600269856909,0
"4732490B19Rik",0.26287710847119,0
"4921501I09Rik",0.510671018217109,0
"4921522P10Rik",0.362367530485691,0
"4921527H02Rik",0.50913469079395,0
"4922502N22Rik",0.166868086896256,0
"4930403P22Rik",1.55614462160405,0
"4930428D20Rik",0.188828104909718,0
"4930435F18Rik",0.583308080480262,0.0040765904821859
"4930442G15Rik",0.149938984869619,0
"4930444E06Rik",0.362400027654726,0
"4930448I18Rik",0.218932809031003,0
"4930449E01Rik",0.181610610887386,0
"4930455B14Rik",0.113229532703269,0
"4930459C07Rik",0.274997018600257,0
"4930469K13Rik",0.31407548441626,0.00118300401108545
"4930480E11Rik",0.153762446296074,0
"4930487D11Rik",0.237296848917272,0
"4930503O07Rik",0.186141880224009,0.129436308588636
"4930515G13Rik",0.224072134618415,0
"4930518I17Rik",0.102210959913739,0
"4930519A11Rik",0.19020392648909,0
