"","mouse_FVN_Swiss","mouse_C57BL6"
"1700047M11Rik",2.34447759930574,1.76821855186943
"2210011C24Rik",2.3536713856807,0.564475601883722
"2700046A07Rik",2.02881877203155,0.102506519646985
"2810468N07Rik",5.87942263450847,1.3154204898659
"AC110091.1",1.61590348161909,0.0244699271139241
"AC122356.1",1.29080452118662,0.243421293664716
"AC140244.1",3.76906101529283,0.0819718075322831
"AC142114.1",7.49852510071109,0.390659133313843
"AC161763.1",1.54696859425908,2.52219200023482
"Aatk",4.82954542205941,1.88770297576294
"Abca2",6.6408795391829,3.22079496055171
"Acot7",3.21280834238758,1.32931898251089
"Acss2",2.72408904931499,1.2665640237043
"Acy3",3.17649666301906,1.81548511200658
"Adamts4",4.01349008664777,0.298065412133478
"Adamtsl4",2.03055023203674,1.76635963299744
"Adap1",3.09949173560674,3.28898936108689
"Adi1",5.49603775835435,4.40949472631633
"Ado",6.63015121235833,5.69341760292066
"Adssl1",2.27280519789898,4.76777327573098
"Agpat4",2.62609619327711,1.77375094207324
"Anln",2.12490774236895,1.29839193574413
"Apbb1",5.72398464549448,1.79658216344298
"Aplp1",8.22648423310814,0.869485633011249
"Apod",4.5813725304771,0.602169181627705
"Arhgef10",2.81758525497228,0.362355317731249
"Arsg",1.78409164318595,1.92752850453889
"Aspa",2.14539179885536,1.64563464366808
"B3galt5",1.66301000092866,0.785040149282103
"B3gnt9",3.29322001784517,0.653966307094359
"Bace2",1.07816599757418,0.175702152054597
"Bcas1",3.27340975768783,0.197511155133525
"Capn5",2.9673919191406,1.45465084546306
"Car14",3.37349704224893,1.8272655112626
"Car2",6.20313680921094,1.47691182353367
"Carns1",2.59214212950507,1.60672243453549
"Cdc42ep2",4.04070305904409,3.99755209306647
"Cdk18",2.10644617187158,0.476397702890888
"Cdr2",3.29497047560934,1.3888000361413
"Cers2",7.65060314095536,4.12217722586078
"Cldn11",4.44408152531893,0.292936679258841
"Cmtm5",6.4965056378324,0.720511490487898
"Cnp",7.57442120337515,5.33129771175695
"Cntn2",3.30714422234479,0.174861178302197
"Cpm",1.832675534981,0.576198709492651
"Cpox",4.695416128454,3.78112616510779
"Cryab",6.14162273921337,1.27229755544961
"Csrp1",5.57570168580428,2.61079276524421
"Ctsk",2.93171586966191,0.630256584339504
"Cyp27a1",2.15092704852834,3.22517311632423
"Cyp2j12",0.718811992371634,0.195571637615294
"Dbndd2",4.21301569337219,0.653541524788866
"Ddn",4.72835341390887,0.4007820254873
"Ddr1",4.97638323003486,0.911400730345068
"Dhcr24",5.1241163318412,0.903212046814275
"Diras1",4.19101643726709,0.252497423363203
"Dlk2",3.40788015585354,0.128469504095941
"Dnajb2",6.21124642928902,3.34048434630479
"Dusp15",4.35820449382473,0.0234652058438772
"Efhd1",2.18832131633153,0.276117807074976
"Efnb3",6.24392462292883,0.301783410911571
"Elavl3",4.11012847030547,0.0763934635007711
"Elovl1",7.02563633828916,7.00758297907842
"Elovl7",1.95233316716597,0.63167372906636
"Eml1",1.78321107125963,0.208704955263063
"Endod1",4.5446972604561,3.22903200633638
"Enpp2",4.08125584231297,0.737618782800519
"Enpp6",1.65827578106987,0.120715987027255
"Erbb3",2.71072627095533,1.13193074825459
"Ermn",2.7120838372572,0.249903404634916
"Fa2h",2.61160294436427,0.15456779255907
"Fah",3.61436437126031,0.728005210188397
"Fam131b",4.36714564348416,0.234361163075983
"Fcho1",4.00070500079058,1.4661753182618
"Fcor",3.12871331888267,4.94332196726795
"Fez1",4.75462577751161,0.274198819180568
"Fgd3",2.51942236546291,2.42880622381616
"Fkbp1a",6.90271325226753,5.94879091314353
"Frmd8",5.16618390926402,2.74116619239226
"Fth1",12.001527967238,12.0122149633051
"Gal3st1",3.61855942568385,0.830498801082316
"Galnt6",1.75816190530535,1.30807556023076
"Gamt",5.90133166653619,5.25619602512582
"Gjb1",2.70427260607286,0.236527879170309
"Gjc2",3.25755983630175,0.100282698816068
"Gjc3",3.68496968258201,0.425159652389164
"Gltp",5.2975879764191,5.3465707453814
"Gm10687",2.1606036838213,0.964809325593327
"Gm11954",1.37283792109992,0.588007652699692
"Gm12326",1.56057553272739,0.30422423144106
"Gm15912",3.6243375505315,2.54615183658379
"Gm19439",0.741112555102701,0.175938949899741
"Gm21168",1.25906891487354,0.0649583088748575
"Gm24166",3.58507488994046,0.113320786145328
"Gm2719",5.37797772705829,0
"Gm33594",1.07525609595038,0.082652890096991
"Gm3571",9.04052333113585,0.418080393360768
"Gm36961",1.79233845465754,0.485802937962811
"Gm37459",1.57625537212452,0.0375463841490751
"Gm42528",2.91014024730824,0.26622757801484
"Gm43848",3.77706012677367,4.74950547032505
"Gm4768",7.78844231697861,0
"Gm4974",0.947900323298594,0.18860963690811
"Gm5067",1.94451983885667,0
"Gm5637",7.43963087612761,0.600238683903456
"Gm5873",7.36993377269845,0.251278119625324
"Gm6829",9.07628050594711,0.264668898185989
"Gm6977",8.68422985516147,0.259224418034279
"Gm7049",4.24253790036715,0
"Gm7329",4.83040582310521,0
"Gm8508",7.37679916430833,0
"Gm9791",7.94563594394034,0.499950637746556
"Gng11",4.45057471026353,4.65400221077016
"Gng13",1.44892758957838,0.212468411112797
"Gng8",2.34664154321968,0.126469623362027
"Golga7",5.73852600513424,5.38294009848874
"Gpd1",3.48917239054548,0.991591336251258
"Gpr15",2.05615494134545,1.5176563548369
