"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.434401777698197,0.58128833369779,0.491060415486543,NA,0,0,0
"peritoneum",0.434401777698197,1,0.428523258981917,0.559198569264313,0,NA,0,0
"brain",0.58128833369779,0.428523258981917,1,0.709503568758658,0,0,NA,0
"blood",0.491060415486543,0.559198569264313,0.709503568758658,1,0,0,0,NA
