"","other","myeoligo","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"2210408F21Rik",0.539500140807547,0.104307353429332,0.149286637257198,0.826537857991825,0.628108878527868,0.18702791523211,0.149286637257198,0.208274876586085,0.835855963640323,1.55913533003022
"2210414B05Rik",0.35259678696686,0,0.0389354073950969,0.582975895721294,0.388762242078199,0.164992588668961,0.0389354073950969,0.219990118225281,0.420152010865736,1.18138271357207
"2310034C09Rik",0.0801357986911221,0,0,0.140237647709464,0.101991016515974,0,0,0,0,0.448760472670284
"2400006E01Rik",0.156153114313424,0,0.00814985813653736,0.266136824179021,0.182850150483196,0.0436979862681949,0.00814985813653736,0.0582639816909265,0.147317444256778,0.634403615086978
"2410024N13Rik",0.129704845863116,0,0.0242604600283315,0.205755577735662,0.165078894734875,0,0.0242604600283315,0,0,0.65841784875412
"2610037D02Rik",0.70550743739474,0.020305365929906,0.42829005589214,0.862422387276411,0.862009642928672,0.10382585431022,0.42829005589214,0.11791053876562,0.571319837161621,2.04693915560415
"2900042G08Rik",0.134820141959301,0,0,0.235935248428777,0.171589271584565,0,0,0,0,0.754992794972086
"2900045O20Rik",0.487674679458668,0.141337716908548,0.187941994517413,0.706648658463502,0.61934266148316,0.0390034882537858,0.187941994517413,0.0520046510050477,0.0306518810441827,2.16821824483297
"3110043J17Rik",0.360451263681822,0,0.0552434686756481,0.582451676351996,0.458756153776864,0,0.0552434686756481,0,0.353442879569046,1.51040248475734
"4631405K08Rik",0.18523683029322,0,0.00654987992735333,0.318433308076701,0.0906920854926079,0.398925670921598,0.00654987992735333,0.53190089456213,0,0.380705512370885
"4632428C04Rik",0.707488373155417,0.0970770036425491,0.223279126941492,1.05487004240349,0.861265142613651,0.131999414767056,0.223279126941492,0.0586888971400158,1.06795756413075,2.23719989499241
"4632432E15Rik",0.684600269856909,0,0,1.19805047224959,0.797117172905537,0.204028719008957,0,0.272038292011943,0.334108709307195,3.17320685147717
"4732490B19Rik",0.26287710847119,0,0.051150927419769,0.415277878332285,0.281374673841691,0.146289526584515,0.051150927419769,0.0553343031225948,0.248303839651518,1.01418420726468
"4921501I09Rik",0.510671018217109,0,0.100295175737404,0.805916003109713,0.509408712225826,0.386474605138862,0.100295175737404,0.515299473518482,0.394811797366252,1.56576004436265
"4921522P10Rik",0.362367530485691,0,0.281383190866113,0.38793288634211,0.407272645244055,0.148286582278767,0.281383190866113,0.197715443038356,0.0716568639548144,0.932469840693909
"4921527H02Rik",0.50913469079395,0,0,0.890985708889412,0.447661589945138,0.550902045429695,0,0.521049811454795,0.519951139695972,1.70594335500439
"4922502N22Rik",0.166868086896256,0,0.0642099228134281,0.235835469606698,0.212377565140689,0,0.0642099228134281,0,0.0267779677473898,0.727895534994044
"4930403P22Rik",1.55614462160405,0,0.671903087425703,2.1353378863096,1.98054770022334,0,0.671903087425703,0,1.88961313490689,4.94346810128384
"4930428D20Rik",0.188828104909718,0,0,0.330449183592006,0.210535604247324,0.0819254555038706,0,0.109233940671827,0.210032429421755,0.716324229266472
"4930435F18Rik",0.583308080480262,0.0040765904821859,0.0045027464914092,1.01735881147075,0.725981195288488,0.0461491422581191,0.0045027464914092,0.0480789523035905,0.831702075378247,2.36615137856384
"4930442G15Rik",0.149938984869619,0,0.134099902983606,0.145055808411177,0.190831435288606,0,0.134099902983606,0,0,0.464178586915768
"4930444E06Rik",0.362400027654726,0,0.0678310299901873,0.574847897154357,0.461236398833288,0,0.0678310299901873,0,0.751513197066348,1.08800007382759
"4930448I18Rik",0.218932809031003,0,0.00827339323011521,0.375893196727905,0.249628625525646,0.0797861114129856,0.00827339323011521,0.106381481883981,0.17823747947505,0.896962971793469
"4930449E01Rik",0.181610610887386,0,0.164516843289924,0.173866331174243,0.221876233728326,0.0254774953529569,0.164516843289924,0,0.0547332372937246,0.501639022463852
"4930455B14Rik",0.113229532703269,0,0,0.198151682230721,0.144110314349616,0,0,0,0.0392209438448804,0.594864439293428
"4930459C07Rik",0.274997018600257,0,0.00474950171121962,0.477088968553133,0.236936771002471,0.310913444844106,0.00474950171121962,0.316719450864023,0.125845882329297,1.0207754760039
"4930469K13Rik",0.31407548441626,0.00118300401108545,0.0619200147387563,0.495599960333429,0.342844180689137,0.156738449564556,0.0619200147387563,0.179093983997485,0.328542804016851,1.04246428825314
"4930480E11Rik",0.153762446296074,0,0,0.269084281018129,0.195697658922276,0,0,0,0,0.861069699258014
"4930487D11Rik",0.237296848917272,0,0.00571020781259902,0.410273053769202,0.241873986089945,0.165385509463104,0.00571020781259902,0.0995301653671163,0.342015124805691,0.851422448815217
"4930503O07Rik",0.186141880224009,0.129436308588636,0.0659414724556884,0.284229040566868,0.209884920551749,0.10667212641388,0.0659414724556884,0.0837404704043912,0.126732245805486,0.682312119523224
"4930515G13Rik",0.224072134618415,0,0.118412595726803,0.288515214321274,0.285182716787074,0,0.118412595726803,0,0.247461857480362,0.675786828347716
"4930518I17Rik",0.102210959913739,0,0,0.178869179849043,0.13008667625385,0,0,0,0,0.572381375516938
"4930519A11Rik",0.19020392648909,0,0.0262523412056003,0.309886072801007,0.205641717747286,0.100199018906777,0.0262523412056003,0.0852252295491728,0.165290125896829,0.724075031607386
"4930523C07Rik",1.56379837572722,0.0343340385328409,0.808186399379347,2.0337758128823,1.84471554970698,0.408910062984269,0.808186399379347,0.489746273922989,0.610875767634198,5.30951130488159
"4930524N10Rik",0.0748729598305854,0,0,0.131027679703524,0.0952928579661995,0,0,0,0,0.419288575051278
"4930526H09Rik",0.173962570826071,0,0,0.304434498945623,0.210136784580584,0.0309928402946416,0,0.0413237870595221,0.11229089453856,0.812310957616009
"4930528J11Rik",0.385615855326275,0,0.112071564955261,0.576765127485128,0.433268754207768,0.158166419570603,0.112071564955261,0.21088855942747,0.490864378541074,1.10171775809837
"4930529C04Rik",0.256006188402653,0,0.00712117419174408,0.441779802286866,0.259646143295268,0.181994765347298,0.00712117419174408,0.242659687129731,0.0506949357052722,1.07180880705702
"4930529I22Rik",0.114775016293807,0,0.0062051583554829,0.195426764953115,0.146077293464846,0,0.0062051583554829,0,0.0182914906986792,0.607074157151289
"4930533N22Rik",0.368367721215353,0.00302388459585034,0.00633621781107501,0.639477307116659,0.451263964688304,0.0490670925098645,0.00633621781107501,0.0456167671928498,0.40321057941643,1.58837668272546
"4930534H03Rik",0.249850699216191,0,0,0.437238723628335,0.269189428148878,0.134206519847254,0,0.159585661462079,0.075819263957706,1.13184185789847
"4930546C10Rik",0.233556430537315,0,0.0212285077191345,0.390148809186059,0.282987529653547,0.0392318003333481,0.0212285077191345,0.0523090671111308,0.186096761738515,0.999608547123516
"4930548H24Rik",0.182400502479471,0,0.0316867234171054,0.291474996349107,0.232146094064781,0,0.0316867234171054,0,0.381164395807293,0.551555592509848
"4930560O18Rik",0.137991437795052,0,0,0.241485016141341,0.175625466284612,0,0,0,0.102308784226313,0.670443267425977
"4930578M07Rik",0.846367865886707,0.12097498106928,0.273088040379629,1.25731360260322,1.08819319122574,0,0.273088040379629,0,1.85732780306792,2.16607572526239
"4930590H14Rik",0.114929530103323,0,0,0.201126677680816,0.14627394740423,0,0,0,0,0.64360536857861
"4930595O18Rik",0.16387237057319,0,0,0.286776648503083,0.20856483527497,0,0,0,0,0.917685275209866
"4930598A11Rik",0.289775144740113,0,0.0872206807747801,0.430788407617265,0.335817887588423,0.0907138157222316,0.0872206807747801,0.0415445933308773,0.108632825296992,1.22003656708121
"4930599A14Rik",0.232729349697133,0,0.00514770476124845,0.402772120303891,0.219997223485637,0.209560359354464,0.00514770476124845,0.228610059117538,0.102247257039468,0.912291456991938
"4930599N23Rik",1.00005444440442,0.0882888517200534,0.34986304067468,1.4550012235824,1.24280297940215,0.10455457498957,0.34986304067468,0.1178147450652,1.43952182520858,3.07510439617687
"4932429P05Rik",0.135476925965271,0,0,0.237084620439225,0.144574717154416,0.0765887687038053,0,0,0.201733402125364,0.556937383280154
"4933406G16Rik",0.195794257418317,0,0.0240875580065507,0.321563337226323,0.225192079608966,0.0660016820394529,0.0240875580065507,0.0289469273410982,0.0889999655724719,0.905266400742443
"4933406M09Rik",0.561352570421729,0,0.0185669311354592,0.966120933494499,0.695937775835716,0.0509051129278329,0.0185669311354592,0.0678734839037772,0.164995385695111,2.84514342080275
"4933409D19Rik",0.222685030516319,0,0,0.389698803403558,0.283417311566224,0,0,0,0.220463641400212,1.02657252949117
"4933411E06Rik",1.66026555795742,0,0,2.90546472642549,1.50962692770647,1.6594554016582,0,1.53147043609378,3.07902500949807,4.38069759175096
"4933414I15Rik",0.196336293149193,0,0.0147701971382266,0.330664590515139,0.249882554917154,0,0.0147701971382266,0,0,1.05812668964844
"4933427I04Rik",0.659402244709707,0,0.149875598024984,1.02281277997013,0.839239220539627,0,0.149875598024984,0,1.25699353746918,2.01600735843522
"4933427J07Rik",1.03018235590058,0,0.0112547547660992,1.79297121240568,1.3111411802371,0,0.0112547547660992,0,1.48998120070447,4.2475266789937
"4933428M09Rik",0.155216657402924,0,0,0.271629150455117,0.15467526379408,0.117901325476516,0,0.157201767302021,0,0.68057116069395
"4933430N04Rik",0.23410620356219,0,0,0.409685856233833,0.283899009153717,0.0386494372949458,0,0.0515325830599277,0.315449413981157,0.933706226295196
"4933432G23Rik",0.219243221640157,0,0.00377885962224569,0.38036913570081,0.279036827542018,0,0.00377885962224569,0,0.0420048653242636,1.17517636891833
"4933433F19Rik",0.252537081939913,0,0.0112672492461882,0.432081050304434,0.273851611089315,0.130787856294081,0.0112672492461882,0.090664435618481,0.341446754076082,0.932415284155928
"4933435G04Rik",0.181263075376892,0,0.0345647239069309,0.286966248490997,0.23069845957059,0,0.0345647239069309,0,0,0.91829199517119
"4933439K11Rik",0.225121225174698,0.0217980444148185,0.0304186816929955,0.370070553126203,0.285180284427459,0.00912801703963518,0.0304186816929955,0,0.177280716170319,1.00694505383353
"4933439N06Rik",0.274014815712329,0,0,0.479525927496576,0.348746129088419,0,0,0,0.637280977151294,0.89720199083775
"5330411O13Rik",0.424972148420807,0,0.169780152829923,0.59514362601023,0.540873643444664,0,0.169780152829923,0,0.038480077493648,1.86597952573909
"5330426L24Rik",0.526929734678295,0,0.0233048196250766,0.901735318515074,0.618012631571589,0.144719334552162,0.0233048196250766,0.192959112736217,1.16158220531869,1.49241987864609
"5430430B14Rik",0.583317881640393,0.08525777717071,0.288165371030366,0.779318815365457,0.704411027635647,0.125796704036024,0.288165371030366,0.167728938714698,0.422078717941157,1.87046676477067
"5430437J10Rik",0.772511340065266,0,0.00816507420113906,1.34475040518822,0.957349565252901,0.0710783857829546,0.00816507420113906,0.0897660102549117,0.117106392402104,4.0783756918943
"5730416F02Rik",0.172023523555045,0,0.211040126346869,0.116381055667819,0.218939029979149,0,0.211040126346869,0,0,0.37241937813702
"5730420D15Rik",0.222157691235944,0.050561542733894,0.029656336174894,0.369146858351606,0.263849228881905,0.0646069255840379,0.029656336174894,0.0861425674453838,0.147105146071797,0.930793719718883
"5730585A16Rik",0.112260119884716,0,0,0.196455209798253,0.142876516216912,0,0,0,0.082387904743857,0.546268766610554
"6030442E23Rik",0.201826961051026,0,0,0.353197181839295,0.238081560111842,0.0516700733710257,0,0.0688934311613677,0.289434188787305,0.758124675704799
"9130204L05Rik",0.142291391597627,0,0,0.249009935295847,0.135846464343699,0.124442093646521,0,0.165922791528695,0,0.597724443112276
"9530026F06Rik",0.152951740232661,0,0.00863235113330827,0.260112238165511,0.163935797494205,0.0845076477052472,0.00863235113330827,0.0559099930278042,0.0977804738662554,0.667486696630016
"A030005K14Rik",0.171581085796804,0,0,0.300266900144407,0.218375927377751,0,0,0,0,0.960854080462103
"A230020J21Rik",0.735254403997404,0.139364009729673,0.271584827533637,1.06647898411973,0.84687458637656,0.279326303887791,0.271584827533637,0.294136725228266,0.984649190890763,2.07511948801846
"A230103J11Rik",0.673757233233069,0,0.47392630400737,0.764389642151421,0.843739274770895,0.0378673106957779,0.47392630400737,0,0.603700595532348,1.8423462593522
"A330040F15Rik",0.5034815963534,0.013010837252142,0.112788369801106,0.784029324698999,0.571684441796481,0.193306081609612,0.112788369801106,0.25147577827454,0.0316752799884953,2.17544762511886
"A430078G23Rik",0.951909688019651,0,0.128901842314238,1.55305284200943,1.15915347810371,0.144011843283583,0.128901842314238,0.155490702727183,0.25746085878783,4.52571939236973
"A430093F15Rik",0.320078546276892,0.00326369091713111,0.195147908018341,0.389790997833153,0.391348124341127,0.0448834927603041,0.195147908018341,0.0543717501290913,0.203791120168324,0.978293972742858
"A530072M11Rik",0.375042423038657,0.0773357064175227,0.108805338295639,0.570786532611156,0.43228551564873,0.143197239205674,0.108805338295639,0.163453389755845,0.643269798257257,0.987103038391429
"A530099J19Rik",0.50692647053401,0,0,0.887121323434517,0.572655859992054,0.199439031890886,0,0.189213469194602,0.167577670156965,2.44415440179997
"A630035G10Rik",0.302190386284954,0,0.00265983180184995,0.52650582317205,0.357417828677947,0.0747673231329822,0.00265983180184995,0.0996897641773097,0.157880861781331,1.40731005535646
"A730089K16Rik",0.964196152762243,0,0.480707056923185,1.26672459252614,1.22715873987922,0,0.480707056923185,0,0,4.05351869608364
"A930014E10Rik",0.223609189245227,0,0.00889807896681636,0.383530262083183,0.233441059659154,0.140669248295621,0.00889807896681636,0.187558997727495,0,1.00222604139319
"A930027P06Rik",0.580357007057353,0,0.34640152809692,0.712523425265563,0.641820180182484,0.266244029198905,0.34640152809692,0.246008709997722,0.684052895879449,1.30081161297309
"AA386476",0.956748388746052,0.0419791732410005,0.611703062805203,1.14431689700616,1.17652372265409,0.123673916622682,0.611703062805203,0.0692803403392483,0.982246465927574,2.59643119608505
"AB041806",0.538278083640175,0.428981850027284,0.363448110749998,0.677592280717468,0.724079547362703,0,0.363448110749998,0,0.749609206626472,1.41868609166943
"AC027184.1",0.261140469987966,0,0,0.456995822478941,0.332360598166502,0,0,0,0,1.46238663193261
"AC073947.1",0.326216567449538,0.240060363340226,0.249317591731051,0.38273364568955,0.437008391603069,0,0.249317591731051,0,0.0649786686045864,1.15976899760197
"AC074315.1",0.41669727012722,0,0.15467055753629,0.593883484878381,0.530341980161916,0,0.15467055753629,0,0.274140307911612,1.62628684369921
"AC087902.3",0.778682903861157,0,0.15925064837905,1.22335076442536,0.991050968550563,0,0.15925064837905,0,0.515465579949353,3.39925686621178
"AC093043.2",0.665660643442652,0,0.503602637592536,0.724253818131171,0.847204455290647,0,0.503602637592536,0,0.278297832402468,2.03931438561728
"AC093043.3",0.833565916808294,0,0.0387909537102536,1.42479826991804,1.00269194700732,0.160077854558899,0.0387909537102536,0.145594796017241,0.766145105550735,3.61849560296631
"AC098719.1",0.210858759117816,0,0,0.369002828456178,0.268365693422675,0,0,0,0.380950181060316,0.799858869999454
"AC099572.1",0.148783498902622,0,0,0.260371123079589,0.189360816785156,0,0,0,0,0.833187593854686
"AC102291.2",0.289777224516009,0,0.222377943438551,0.312529442394284,0.368807376656739,0,0.222377943438551,0,0.18893944094625,0.811154774715458
"AC102368.1",0.1513082991806,0,0.135710353411947,0.146042964330596,0.192574198957127,0,0.135710353411947,0,0,0.467337485857908
"AC105408.1",0.210452022604435,0,0.108942442045404,0.272966402768032,0.267848028769281,0,0.108942442045404,0,0.0895983650312452,0.783894123826458
"AC107232.1",0.589404922951715,0,0,1.0314586151655,0.548675859059886,0.554058617916316,0,0.612464329559853,0.702313287007436,1.86339708605034
"AC107369.1",0.102610641606892,0,0,0.179568622812061,0.130595362045135,0,0,0,0.32871864259858,0.245900950400014
"AC107742.1",0.163621049906509,0,0,0.286336837336391,0.196911153965786,0.0311680012668721,0,0,0.0498688020269954,0.866409077449457
"AC108858.1",0.69475500573718,0,0.0271942938640536,1.19202625290902,0.884233643665501,0,0.0271942938640536,0,1.19885987778718,2.61562413152168
"AC109617.1",0.188412845257182,0,0.00189642031749209,0.328063111422263,0.219396197827378,0.0561054143748484,0.00189642031749209,0.0748072191664645,0.155811678799826,0.804221614751659
"AC112943.1",0.206560839129911,0,0.116128510407736,0.259869021870574,0.262895613438068,0,0.116128510407736,0,0,0.831580869985838
"AC112945.1",0.223753659855803,0,0.155849607321279,0.255200498341537,0.284777385271022,0,0.155849607321279,0,0,0.816641594692918
"AC113031.1",0.161172018809068,0,0,0.282051032915869,0.205128023938814,0,0,0,0.167288087765496,0.735275217565284
"AC113177.1",0.292877866415929,0,0,0.512536266227875,0.264479633106412,0.297753541413116,0,0.397004721884155,0,1.16371038566821
"AC115005.1",0.562663295907382,0.762070451093095,0.835776059631372,0.348615522047105,0.785396053981495,0,0.835776059631372,0,0.408089084328036,0.7074805862227
"AC115784.1",0.0971592488046618,0,0,0.170028685408158,0.123657225751388,0,0,0,0,0.544091793306106
"AC116319.2",0.272525408167364,0,0,0.476919464292887,0.346850519485736,0,0,0,0.0855029307299696,1.44063935500727
"AC116390.1",0.144023366522886,0,0.00519755016593331,0.247493035019858,0.16279979574287,0.0563823445372083,0.00519755016593331,0,0.0902117512595332,0.701765960804014
"AC116487.2",0.247531890460808,0,0.0170140523816644,0.418293512472458,0.31504058785921,0,0.0170140523816644,0,0.137783921067837,1.20075531884403
"AC118250.2",0.155330790503322,0,0,0.271828883380814,0.197693733367865,0,0,0,0.486156144727058,0.383696282091546
"AC118646.2",0.756307389044083,0,0.132098442745692,1.20795179342466,0.96257304060156,0,0.132098442745692,0,2.30253756330394,1.56290817565499
"AC118733.1",0.207173152058185,0,0.0823010678856529,0.290539581701877,0.212349127036291,0.141145932853848,0.0823010678856529,0.188194577138464,0.0298949719735202,0.67399819690633
"AC122251.1",0.159352280949368,0,0,0.278866491661394,0.20281199393556,0,0,0,0,0.892372773316462
"AC122275.1",0.160107658195914,0,0,0.280188401842849,0.142688927768726,0.167982252321701,0,0.223976336428935,0,0.627831282182394
"AC122393.1",0.133377483617374,0,0.0531825208499378,0.186875890586708,0.169753160967566,0,0.0531825208499378,0,0,0.598002849877466
"AC122393.2",0.111194565533011,0,0.108922967428853,0.0992828931825225,0.141520356132922,0,0.108922967428853,0,0,0.317705258184072
"AC122774.1",0.236122735233113,0,0,0.413214786657947,0.244246370446862,0.154752054587023,0,0.206336072782698,0.170210859028187,0.904473170938006
"AC122937.1",0.117620184548019,0,0,0.205835322959033,0.149698416697479,0,0,0,0,0.658673033468906
"AC122937.2",0.0744163103721336,0,0,0.130228543151234,0.0947116677463518,0,0,0,0,0.416731338083948
"AC123533.1",0.163179208272726,0,0.007893077506935,0.278657171658703,0.207682628710742,0,0.007893077506935,0,0,0.891702949307848
"AC123665.2",0.149490613447112,0,0,0.261608573532446,0.0853926329805618,0.288387406368347,0,0,0.461419850189356,0.375727585114472
"AC123917.1",0.0758537158134982,0,0,0.132744002673622,0.0965410928535432,0,0,0,0,0.42478080855559
"AC124133.1",0.332798296532709,0,0,0.582397018932241,0.423561468314357,0,0,0,0,1.86367046058317
"AC124408.2",0.0925101198843068,0,0.0791706221090929,0.0926184154520806,0.117740152580027,0,0.0791706221090929,0,0,0.296378929446658
"AC124774.1",0.110075187127919,0,0,0.192631577473858,0.14009569270826,0,0,0,0.114529808211553,0.501891239704792
"AC125328.1",0.26912502905349,0,0.167086538330403,0.324768079804505,0.31074772996538,0.087381344282422,0.167086538330403,0.0621276745167718,0.15258149905052,0.812123146903771
"AC125371.1",0.221051932872608,0,0.142903711426699,0.261800135028703,0.281338823656047,0,0.142903711426699,0,0,0.83776043209185
"AC126033.1",0.532592827831237,0,0,0.932037448704665,0.605956563317381,0.197694348286532,0,0.263592464382042,0.689079667318012,1.97712921127847
"AC126691.1",0.194330253209302,0,0,0.340077943116278,0.247329413175475,0,0,0,0,1.08824941797209
"AC126691.2",0.221387390177582,0,0,0.387427932810768,0.281765769316922,0,0,0,0.24812836193566,0.991641023058798
"AC129208.1",0.483069234554915,0,0,0.845371160471101,0.614815389433528,0,0,0,0.276718653658819,2.42846905984871
"AC129541.1",0.148250743356775,0,0,0.259438800874356,0.188682764272259,0,0,0,0,0.83020416279794
"AC129935.1",0.234723264908639,0,0,0.410765713590118,0.210836190597326,0.241731903037591,0,0.322309204050121,0.273411218320182,0.654268020308051
"AC131029.1",0.219378762591966,0.054656277791637,0.0650771284234822,0.333802381889348,0.256144871504935,0.0770913418812185,0.0650771284234822,0.0901256330022791,0.188983091058594,0.771033771384583
"AC131745.2",0.320749901542243,0,0,0.561312327698925,0.4082271474174,0,0,0,0.48056613468335,1.31563331395321
"AC131776.3",0.113226623744704,0,0,0.198146591553232,0.144106612038714,0,0,0,0,0.634069092970342
"AC131997.2",0.200945185285666,0,0.108764701113005,0.256484960776035,0.21859173429834,0.102180879179396,0.108764701113005,0,0.163489406687034,0.65726246779628
"AC132317.1",0.430698790950558,0.19721266019595,0.238510486508923,0.569677790992664,0.479605065565633,0.237835003070451,0.238510486508923,0.250791794485496,0.105715554297326,1.4163032234966
"AC132833.1",0.36313578260789,0,0.0889474188090078,0.557658628105926,0.426013950787522,0.0994368744619311,0.0889474188090078,0.132582499282575,0.0655808898832257,1.55982772091665
"AC132833.3",0.285867625251932,0.0154878325187722,0.0925734745288354,0.421202533042997,0.291074619283089,0.20395344348296,0.0925734745288354,0.212486311330669,0.207338970631483,0.885525561509305
