"","other","monocytes"
"0610025J13Rik",0.231615111140548,0.345966974991942
"0610039K10Rik",0.95808423475963,0.229448168021442
"0610040J01Rik",2.20923991354401,2.87733049793135
"1600017P15Rik",0.860211154833283,0
"1700001C19Rik",0.456107210695079,0.499878602443716
"1700008N11Rik",0.179549508783197,0.555916146863432
"1700009J07Rik",0.52864855735696,0
"1700011L22Rik",0.437875509637167,0.479875909564385
"1700013A02Rik",0.189098777760464,0
"1700016G22Rik",0.396275712958135,0
"1700016J18Rik",0.424494078667547,0
"1700017B05Rik",5.1648987906497,3.95530917320214
"1700017J07Rik",0.440497039104129,0
"1700020N01Rik",0.515228135633355,0.330647786135763
"1700030C10Rik",0.359065764305622,0.487727063173857
"1700031P21Rik",0.151403691506229,0.364852238043609
"1700037F03Rik",0.284721282412362,0.764859643158179
"1700040L08Rik",0.349581450560286,0
"1700041I07Rik",0.193727132792142,0.300827504953573
"1700064M15Rik",0.88152579119697,0.898229768779425
"1700066B19Rik",0.367623500334982,0.390949346029473
"1700095K22Rik",0.437776374776737,1.17410299097853
"1700112J05Rik",0.17793284463828,0.340712864578031
"1700116B05Rik",0.329725322364927,0
"1700122E12Rik",0.687758786730746,1.86720429552302
"1700124M09Rik",0.224199612663007,0.281048242256534
"1700125G22Rik",0.282191979969264,0.192336347195279
"1810011H11Rik",2.04954527541005,1.4094199026131
"1810021B22Rik",0.524599037386386,0.460525264195103
"2010013B24Rik",0.955753052187436,3.79448180917539
"2310047D07Rik",0.423315433262691,0.732517742380295
"2610042L04Rik",0.394282641801834,0.0294334176498246
"2610203C22Rik",0.242780171567806,0.372184962118829
"2610528A11Rik",1.07093090909482,0.79831100855619
"3830403N18Rik",0.741735754553349,0.461182504390193
"4632427E13Rik",1.95749296979069,6.06604997450434
"4833411C07Rik",0.711192361072762,0.993399054539417
"4833413E03Rik",0.247062584006939,0.805844291972956
"4833427F10Rik",0.3114069557735,0.279499492514011
"4833445I07Rik",1.99945630096985,2.84817686675986
"4921536K21Rik",0.99678575692601,0.486408415638334
"4930404I05Rik",0.581235279697139,2.03420478741206
"4930406D18Rik",0.367398671980388,0.0828037205654652
"4930430E12Rik",1.83778721243347,1.75224730080748
"4930447M23Rik",0.843973590758596,0.347724564313575
"4930481A15Rik",1.21559452476446,3.24785807915565
"4930483J18Rik",0.221171656630208,0.376796089382681
"4930507D05Rik",1.21563557647533,0.780368049991535
"4930519P11Rik",0.533976472210001,0
"4930532G15Rik",0.539885278164069,2.11725349787148
"4930537H20Rik",0.316891211839244,0.150928856378299
"4930567H12Rik",0.294836459001858,0.12459203367219
"4930578M01Rik",1.06339235383292,1.48696637273182
"4930589L23Rik",0.369467056603502,0.254411049710116
"4930595D18Rik",0.289574645931412,1.19294656055594
"4933406I18Rik",0.645112963586923,0.744400741332803
"4933406P04Rik",1.41459607315359,2.1970812777494
"4933424M12Rik",0.756759079956768,1.63717485929164
"4933429H19Rik",0.43810540175621,0.440570272425118
"4933433G15Rik",0.869942652866069,0.799356274931091
"5033421B08Rik",0.307557605711877,0.161855857242883
"5330439K02Rik",0.888149468668475,0.829940992842636
"5830444B04Rik",0.599326261249946,0.756830610223083
"6030468B19Rik",0.777019418224082,0.733717138624843
"6820431F20Rik",2.35991863400112,5.86885574982257
"8030423J24Rik",0.732254048000779,0.413836226528012
"8030442B05Rik",0.811349555501541,0.501001821951881
"9430060I03Rik",0.560495972773306,0.918289925056964
"9530062K07Rik",1.0913873021975,1.94583189140105
"9930022D16Rik",0.274351356108857,0.383334779334328
"A430078I02Rik",0.383174827272656,0.95044527626764
"A730061H03Rik",0.249425664039742,0
"A730071L15Rik",0.437397591951584,0.837198705120504
"A730091E23Rik",0.379401724394263,0.713857703121686
"A830008E24Rik",0.648715153403238,0.45973483319389
"A930007I19Rik",0.949329455512263,0.949031055019536
"AC101945.2",1.02787073347546,0.243012441959876
"AC107369.1",0.065743728519716,0.245900950400014
"AC113595.1",0.907028503012297,2.57629002583385
"AC118250.2",0.0972312289454116,0.383696282091546
"AC118646.2",0.534482640598375,1.56290817565499
"AC123665.2",0.0922839700378712,0.375727585114472
"AC123724.1",2.13950775617795,1.14086149982993
"AC126028.2",0.464928281571643,0.13266306282966
"AC127578.1",0.210224193538616,0
"AC129931.1",0.557520496529708,0.344220865521828
"AC130815.1",0.370408938203699,0.471828672150794
"AC131747.1",0.40361939840068,0
"AC133654.1",0.250759665056563,0.421501379370914
"AC138177.1",0.5090952320926,0
"AC138177.5",0.759166300386564,1.45239251061636
"AC138604.1",0.12850882195655,0.309876438522658
"AC140426.1",0.540311760182173,0
"AC147545.1",0.473813670776206,0
"AC152827.1",1.83775247462884,2.31872162116815
"AC154239.2",0.235942509988147,0
"AC154838.1",0.093184558729744,0.236484560722536
"AC160411.1",0.399946067374953,0.967088388840333
"AC160562.1",0.816581127991531,0.443169361378577
"AC161172.2",0.26162905711916,0
"AC161199.1",0.543856284527052,0.655719918413616
"AC163291.1",0.38390934806872,0
"AC163295.1",0.292229342191391,0.246439977285102
"AC164069.1",0.348385142923692,0.075066597584033
"AC192088.1",0.22055705473953,0
"AI463229",0.286069092862676,0.837231100309205
"AL591952.3",0.726749675410847,1.81161252085284
"Abca9",1.99998339764599,4.36804551968116
"Abcb1b",1.3323893540756,2.04303320298544
"Abcc3",2.20441630274165,1.46736501406558
"Abhd15",1.55837138851159,3.55364994691536
"Abi3",1.21123942215652,4.61874035600068
"Adam3",0.515980565243945,0.30636030115654
"Adap2",1.35697661941718,3.40741671775803
"Adrb2",5.46996759223515,9.20596596261415
"Adtrp",0.245971306693783,0.469273073834318
"Agmo",0.916961701065498,0.622814684643446
"Aif1",4.2906591405822,6.55143304030808
"Akr1b10",3.60697072273534,4.17933513190085
"Ano7",0.436397531623322,0.149951312645138
"Anxa3",3.36905690575465,3.81321039295427
"Arhgap22",0.815802896842952,0.359566691874436
"Arid3b",0.174974824763818,0.293119250047133
"Asb10",1.12569398746915,0
"Asb2",1.20159574350326,0.620167157413559
"Ass-ps1",0.0615044780911344,0.247280228547394
"Atp8a2",0.633176320819598,0.294007134909917
"B3galnt1",2.47481700654259,0.407399292409225
"B4galt4",2.62466954956783,2.26631763380968
"B930036N10Rik",1.21664782560466,3.81514830839946
"BC018473",0.514038483739398,1.30171821925619
"BC024063",0.701984757397494,0.547308337485968
"BC043934",1.9849994496326,2.62003091687637
"BC049715",0.480955200682267,1.03505910138361
"BC106175",0.717863936228882,0.196724624133868
"Bbs9",0.663111566364888,0.940866374360054
"Bcl2a1b",0.570677752081328,0.375883533216094
"Bco2",1.38146845625256,2.06539845001314
"Best1",1.16602488519783,1.34764082205055
"Blnk",1.86541708074951,2.12085299781859
"Bloc1s6os",0.3321567544354,1.33799559065529
"Bmp2k",2.16387186229976,3.30846914242656
"Btg2",7.82955489734983,9.201581951919
"C1qb",7.93807150076073,4.5443788893399
"C230072F16Rik",0.242709556339012,0.533450034891335
"C3ar1",4.82306570201368,3.49748536590612
"C5ar2",1.99336945315519,4.26550338429574
"C730034F03Rik",1.4936939189362,3.78030706008029
"CT009713.2",0.200524112695326,0.67787925924205
"Cables1",1.70555942203897,0.544840464739764
"Cacnb2",0.48121005789171,0.574054487020048
"Calm2",6.9093642438088,7.64563665741303
"Capn3",1.59384050888998,1.37879359241109
"Card6",1.69937602553206,4.1619439350364
"Casp4",1.80925668556397,4.91190677244371
"Ccdc153",0.359107793325614,0
"Ccdc162",0.32162705847671,0.432239129520939
"Ccl12",2.99326368191104,2.07779547782356
"Ccl4",5.4537510009193,4.84476547627484
"Ccl8",0.81596991177739,1.33070259288255
"Ccr1l1",0.851236112405154,0.919160729484498
"Ccr5",3.41595049434583,2.24798132184842
"Cd164",7.32706635671949,6.10105116265227
"Cd300c2",4.09439805260361,7.93317576972027
"Cd33",3.77562209128299,6.03569012506368
"Cd63",3.67661250455931,4.10281773033718
"Cd86",2.26070645086917,4.01688207370746
"Cdrt4os1",0.751143625234686,0.443460390330211
"Cds1",1.6832457304147,2.71568329833083
"Cebpzos",1.85291739567611,1.69577689878641
"Cep152",1.46810889072168,2.14305547140991
"Cfap45",0.649556128359766,1.41230920296113
"Cfap74",0.873899926974913,0.537278858252546
"Cfh",2.40437563084534,3.99801924638566
"Chn2",0.670744172140358,1.52285807137539
"Cited2",6.60230337891831,7.61344981536539
"Ckb-ps1",0.0556074909586236,0.203762436071368
"Clcf1",1.66490908765936,3.01340209889432
"Clec5a",2.67763655437918,5.16376461969519
"Cmtm6",6.07822527976672,7.46395697188904
"Cmtm8",0.814903851619394,0.535259979506712
"Commd8",5.53890264010068,6.22476863660095
"Comp",0.518352427458842,0.944369905146516
"Comtd1",3.52245795647696,2.74273484038966
"Cox8b",0.465822519695855,0.625098758189435
"Cryba4",1.97855572019025,3.21364310257812
"Crybb1",3.09179402165952,1.7070221265177
"Csf1r",6.33451109989023,9.03509677955312
"Csmd3",0.654307781209203,0.383799443342288
"Cst3",12.6743278140143,11.0263614162364
"Cst7",1.26249424414228,2.04699368428679
"Ctc1",4.14754989044411,3.78597463796543
"Ctsd",5.04909449781238,5.5630911916573
"Ctss",6.1252819884042,8.97727863009305
"Cttnbp2nl",2.68572774486027,1.2649515100261
"Cx3cr1",2.37915834784276,4.82857668253905
"Cyfip1",4.11881650242674,4.92950805874905
"Cyp2r1",1.01334544608191,2.2405859297568
"Cyp4v3",1.3476710503714,2.98171400919544
"Cysltr1",1.87654345334192,3.16692334830521
"D5Ertd605e",1.32785392727407,2.72212298276251
"D7Ertd128e",0.474737858782013,0.350740305525476
"D830025C05Rik",1.36154052616957,2.73516504345164
"D930030I03Rik",1.39384009150746,2.68150830408344
"Daglb",2.85310634456341,4.7589218120341
"Ddx43",0.641427598525439,0.854810948373713
"Defb11",0.141673982893964,0
"Defb25",0.0713634056341784,0.303719519813802
"Dennd2c",1.09974300268001,1.78137578238108
"Depdc7",1.25197294217649,2.68761646972009
"Dnajb1",7.43251273636702,6.70394302438988
"Dock4",1.74594167964609,2.53501748747618
"Duoxa1",0.907231889129595,0.175485748490694
"Dusp27",0.732116119009719,0.34902032581665
"Dyrk4",0.589349138582279,0.366578642626222
"E230001N04Rik",1.16001371375794,3.43793801332
"E230029C05Rik",1.07843332115292,3.00146664028491
"E330011M16Rik",1.16099654011047,1.93891283012225
"E330020D12Rik",1.51410095494869,3.0886360355992
"Egr1",8.26402203512431,4.90623880819456
"Egr2",3.79435414750399,2.23564859743239
"Elmo1",1.74326850502955,3.47328575944355
"Entpd1",2.78411741910014,3.6265542768583
"Ermap",1.14076300417168,0.339306291789969
"Errfi1",4.33894126026924,2.98626158441358
"Eya4",0.361136015743551,0.419001886243817
"F11r",2.85753359063636,2.92569140728828
"F730035P03Rik",0.459318406979479,0.545467533644144
"F9",0.610940927723982,0.606573743210173
"Fam105a",2.78291044503606,7.45607506972762
"Fam166a",0.692447431372592,0.961681068536596
"Fam167b",2.83538418536434,0.729902159184585
"Fam46c",2.38241053895323,2.82554602354239
"Fam71a",2.45665070387475,2.04612795048785
"Fam72a",1.49036203094093,1.29538372472201
"Fbxo24",0.282077104022733,0.252280337900382
"Fcgr1",3.48658087039282,5.96752668457367
"Fcgr3",5.3283270837762,7.39688869672092
"Fcrl1",1.18291978726648,3.5507068360415
"Fcrls",4.65957458651077,1.63006740497668
"Fgd2",3.17249087868065,6.27379873529867
"Fhad1",0.341237756271509,0.24060002088757
"Fkbp5",1.9318642635503,2.83820088149826
"Fndc7",0.522224547699362,0.564313376213271
"Folr1",0.191508459951631,0.448193885147995
"Frmd8os",0.801014878476737,2.45991387832246
"Galnt12",1.49469982041578,1.13000346625281
"Gcnt1",1.75414587998705,4.24536584678907
"Ggta1",1.48345022552426,3.40754429262765
"Glrp1",1.05083166559732,0.483606436970729
"Gm10134",2.03516951158654,2.19778960739954
"Gm10138",1.44651757969052,1.50560247494115
"Gm10160",0.689931439132684,1.49730029397929
"Gm10182",0.263239837693844,0
"Gm10209",0.956401887425874,2.64690097434393
"Gm10300",0.21478109126538,0.201076709941508
