"","other","monocytes","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"4930534H03Rik",0.0534644115424401,1.13184185789847,0,0.437238723628335,0.269189428148878,0.134206519847254,0,0.159585661462079,0.075819263957706,1.13184185789847
"4930555O08Rik",0.0930100569766264,0.95222493321383,0.166089387458261,0.297570291629322,0.322108004112946,0,0.166089387458261,0,0,0.95222493321383
"4930590H14Rik",0,0.64360536857861,0,0.201126677680816,0.14627394740423,0,0,0,0,0.64360536857861
"4930595O18Rik",0,0.917685275209866,0,0.286776648503083,0.20856483527497,0,0,0,0,0.917685275209866
"4930598A11Rik",0.0805408486926857,1.22003656708121,0.0872206807747801,0.430788407617265,0.335817887588423,0.0907138157222316,0.0872206807747801,0.0415445933308773,0.108632825296992,1.22003656708121
"4930599A14Rik",0.0781985802624018,0.912291456991938,0.00514770476124845,0.402772120303891,0.219997223485637,0.209560359354464,0.00514770476124845,0.228610059117538,0.102247257039468,0.912291456991938
"4931406G06Rik",0.276084177894596,1.36567646092022,0.40392211406083,0.504723572194651,0.597851444379969,0.0722193719508384,0.40392211406083,0.0444693523414502,0.196075747292918,1.36567646092022
"4933406G16Rik",0.0382362881600263,0.905266400742443,0.0240875580065507,0.321563337226323,0.225192079608966,0.0660016820394529,0.0240875580065507,0.0289469273410982,0.0889999655724719,0.905266400742443
"4933406M09Rik",0.0596861947117859,2.84514342080275,0.0185669311354592,0.966120933494499,0.695937775835716,0.0509051129278329,0.0185669311354592,0.0678734839037772,0.164995385695111,2.84514342080275
"4933414I15Rik",0.00827131039740687,1.05812668964844,0.0147701971382266,0.330664590515139,0.249882554917154,0,0.0147701971382266,0,0,1.05812668964844
"4933417E11Rik",0.353041433988474,0.653609842215678,0.00132370264860348,0.754722076481861,0.149390047643583,1.10093800157892,0.00132370264860348,1.46791733543857,0,0.653609842215678
"4933421A08Rik",0.793021941115871,1.22182814931135,1.32564750550165,0.460976512339403,1.15317998793572,0.0705911924834544,1.32564750550165,0,0.253296690174742,1.22182814931135
"4933428M09Rik",0.0377284241524851,0.68057116069395,0,0.271629150455117,0.15467526379408,0.117901325476516,0,0.157201767302021,0,0.68057116069395
"4933432G23Rik",0.0105171344533103,1.17517636891833,0.00377885962224569,0.38036913570081,0.279036827542018,0,0.00377885962224569,0,0.0420048653242636,1.17517636891833
"4933435G04Rik",0.0193562453878813,0.91829199517119,0.0345647239069309,0.286966248490997,0.23069845957059,0,0.0345647239069309,0,0,0.91829199517119
"5031425F14Rik",1.01865070230486,3.1084098754319,0.0992692921362208,2.47615917780462,0.935069072329208,2.55459966794231,0.0992692921362208,3.26299553758891,0.8997048484362,3.1084098754319
"5033406O09Rik",0.154530593513577,2.53743059306119,0.144040493429167,0.908365680946065,0.724112403118122,0.0774931168183376,0.144040493429167,0.103324155757783,0.245350599056876,2.53743059306119
"5330411O13Rik",0.102772901083487,1.86597952573909,0.169780152829923,0.59514362601023,0.540873643444664,0,0.169780152829923,0,0.038480077493648,1.86597952573909
"5430425K12Rik",0.25506581483554,4.07842284894637,0.0221306046069309,1.65368319694521,1.03789154960041,0.491893190551403,0.0221306046069309,0.655857587401871,0.42633427639605,4.07842284894637
"5430437J10Rik",0.0495375624942376,4.0783756918943,0.00816507420113906,1.34475040518822,0.957349565252901,0.0710783857829546,0.00816507420113906,0.0897660102549117,0.117106392402104,4.0783756918943
"5730416F02Rik",0.118182470754247,0.37241937813702,0.211040126346869,0.116381055667819,0.218939029979149,0,0.211040126346869,0,0,0.37241937813702
"5830408C22Rik",0.246013309461876,2.31418710893568,0.296103479087555,0.84848872337497,0.80551219460115,0,0.296103479087555,0,0.400976805864227,2.31418710893568
"5830416I19Rik",0.109315339820162,2.72100271985331,0.0612509181906179,0.967524015006371,0.672467067351719,0.192952701629096,0.0612509181906179,0.213888333371005,0.118408128121874,2.72100271985331
"5830428M24Rik",0.120818166779566,3.65858911915507,0.101204616449714,1.24353344593553,0.944298921121178,0.0673529375748251,0.101204616449714,0.0898039167664335,0.212953207718911,3.65858911915507
"5930422O12Rik",0.743522811400273,1.47848623938421,1.2515643425667,0.528662542874634,1.18093188554218,0,1.2515643425667,0,0.213233897814614,1.47848623938421
"6330420H09Rik",0.256067463019172,0.746223539118771,0.457263326819949,0.233194855974616,0.460582012321506,0,0.457263326819949,0,0,0.746223539118771
"6720483E21Rik",0.715595056552852,0.610677269746276,1.27784831527295,0.190836646795711,0.95196648920694,0,1.27784831527295,0,0,0.610677269746276
"9130008F23Rik",0.939130417933112,2.90242853355268,0.342769027731706,2.07447729549046,0.887647075083373,2.30777093303212,0.342769027731706,3.0770279107095,0.0434653191653898,2.90242853355268
"9130204L05Rik",0.0398214699668868,0.597724443112276,0,0.249009935295847,0.135846464343699,0.124442093646521,0,0.165922791528695,0,0.597724443112276
"9330175E14Rik",0.139031851205331,2.55319098482648,0.108542485045075,0.920134775852165,0.667026700150802,0.195895475118507,0.108542485045075,0.210109985789916,0.139108314952547,2.55319098482648
"9430083B18Rik",0,0.503493736490972,0,0.157341792653429,0.114430394657039,0,0,0,0,0.503493736490972
"9830107B12Rik",0.046309967092172,2.89324943354936,0.0259893657609099,0.953759076524898,0.679261632208583,0.0850300545577843,0.0259893657609099,0.0602583586114528,0.0864695809965692,2.89324943354936
"A030005K14Rik",0,0.960854080462103,0,0.300266900144407,0.218375927377751,0,0,0,0,0.960854080462103
"A030005L19Rik",0.918655937133117,2.4432965495631,1.1532691191042,1.18981959429279,1.34275696370078,0.705278496840781,1.1532691191042,0.940371329121042,0.235680557228588,2.4432965495631
"A330040F15Rik",0.129850729872208,2.17544762511886,0.112788369801106,0.784029324698999,0.571684441796481,0.193306081609612,0.112788369801106,0.25147577827454,0.0316752799884953,2.17544762511886
"A430078G23Rik",0.160994972108063,4.52571939236973,0.128901842314238,1.55305284200943,1.15915347810371,0.144011843283583,0.128901842314238,0.155490702727183,0.25746085878783,4.52571939236973
"A530030E21Rik",0.510631225199406,2.73800782895271,0,1.65348873592179,0.622274506580162,1.59572257874814,0,2.12763010499752,0,2.73800782895271
"A530064D06Rik",0.638641738255919,5.50749770624542,0.0449377522454704,2.67965021601178,1.31149550205446,1.83132886780337,0.0449377522454704,2.26038181407522,0.354924808102015,5.50749770624542
"A530099J19Rik",0.0789267666380975,2.44415440179997,0,0.887121323434517,0.572655859992054,0.199439031890886,0,0.189213469194602,0.167577670156965,2.44415440179997
"A630035G10Rik",0.0569912215678564,1.40731005535646,0.00265983180184995,0.52650582317205,0.357417828677947,0.0747673231329822,0.00265983180184995,0.0996897641773097,0.157880861781331,1.40731005535646
"A730089K16Rik",0.269195951876983,4.05351869608364,0.480707056923185,1.26672459252614,1.22715873987922,0,0.480707056923185,0,0,4.05351869608364
"A830073O21Rik",0.221156634002372,0.75377054478381,0.344693594849595,0.27950364038025,0.403661580284673,0.052151725964442,0.344693594849595,0,0.140641104432992,0.75377054478381
"A930014E01Rik",0.113819340794599,0.44105376223822,0.203248822847498,0.137829300699444,0.229579651411639,0,0.203248822847498,0,0,0.44105376223822
"A930014E10Rik",0.049997083676016,1.00222604139319,0.00889807896681636,0.383530262083183,0.233441059659154,0.140669248295621,0.00889807896681636,0.187558997727495,0,1.00222604139319
"AA467197",0.601748797882809,2.23102618793352,0.229702223847177,1.43643873455484,0.694229375758309,1.36572557750688,0.229702223847177,0.700895381162309,1.52450330524718,2.23102618793352
"AB124611",2.36332778137843,6.77785191351817,0.74277456038595,5.16085064104053,2.19518688395025,5.58479283189327,0.74277456038595,6.91129111670347,1.44332079776734,6.77785191351817
"AC022775.1",0.533810928382906,0.868582350708591,0,1.10551156019473,0.197405079706498,1.66815915119658,0,1.66299518366247,0.67346042151957,0.868582350708591
"AC022775.2",0.700411562585091,1.02587250679549,1.20722282476575,0.358658253242761,1.02907507266385,0,1.20722282476575,0,0.121833903581348,1.02587250679549
"AC027184.1",0,1.46238663193261,0,0.456995822478941,0.332360598166502,0,0,0,0,1.46238663193261
"AC073947.1",0.152613585090306,1.15976899760197,0.249317591731051,0.38273364568955,0.437008391603069,0,0.249317591731051,0,0.0649786686045864,1.15976899760197
"AC074315.1",0.141443573802645,1.62628684369921,0.15467055753629,0.593883484878381,0.530341980161916,0,0.15467055753629,0,0.274140307911612,1.62628684369921
"AC087902.3",0.192273479082139,3.39925686621178,0.15925064837905,1.22335076442536,0.991050968550563,0,0.15925064837905,0,0.515465579949353,3.39925686621178
"AC093043.2",0.337677043532314,2.03931438561728,0.503602637592536,0.724253818131171,0.847204455290647,0,0.503602637592536,0,0.278297832402468,2.03931438561728
"AC093043.3",0.209894706232027,3.61849560296631,0.0387909537102536,1.42479826991804,1.00269194700732,0.160077854558899,0.0387909537102536,0.145594796017241,0.766145105550735,3.61849560296631
"AC099572.1",0,0.833187593854686,0,0.260371123079589,0.189360816785156,0,0,0,0,0.833187593854686
"AC101945.3",0.152101718198714,1.22691744618159,0,0.621070636617238,0.27884487413218,0.475317869370983,0,0.63375715916131,0,1.22691744618159
"AC102368.1",0.0759977979106901,0.467337485857908,0.135710353411947,0.146042964330596,0.192574198957127,0,0.135710353411947,0,0,0.467337485857908
"AC107742.1",0.00997376040539908,0.866409077449457,0,0.286336837336391,0.196911153965786,0.0311680012668721,0,0,0.0498688020269954,0.866409077449457
"AC110211.1",0.0310462084610326,3.94872039243202,0.0554396579661296,1.23397512263501,0.932716235167542,0,0.0554396579661296,0,0,3.94872039243202
"AC110211.2",0.652345398367408,0.489682140368566,1.16490249708466,0.153025668865177,0.852592984592183,0,1.16490249708466,0,0,0.489682140368566
"AC112943.1",0.0650319658283324,0.831580869985838,0.116128510407736,0.259869021870574,0.262895613438068,0,0.116128510407736,0,0,0.831580869985838
"AC112945.1",0.0872757800999161,0.816641594692918,0.155849607321279,0.255200498341537,0.284777385271022,0,0.155849607321279,0,0,0.816641594692918
"AC113125.2",0.0239708806597072,1.02471206896251,0.0428051440351914,0.320222521550784,0.260128743695692,0,0.0428051440351914,0,0,1.02471206896251
"AC113177.1",0.0952811332521972,1.16371038566821,0,0.512536266227875,0.264479633106412,0.297753541413116,0,0.397004721884155,0,1.16371038566821
"AC113305.1",1.61178287775735,0.6722086563634,2.87818371028099,0.210065205113562,1.98434614662504,0,2.87818371028099,0,0,0.6722086563634
"AC114008.2",1.18321321352675,1.03828072746893,2.11288073844063,0.32446272733404,1.58053336252334,0,2.11288073844063,0,0,1.03828072746893
"AC115784.1",0,0.544091793306106,0,0.170028685408158,0.123657225751388,0,0,0,0,0.544091793306106
"AC116319.2",0.0171005861459939,1.44063935500727,0,0.476919464292887,0.346850519485736,0,0,0,0.0855029307299696,1.44063935500727
"AC116390.1",0.0209529783448293,0.701765960804014,0.00519755016593331,0.247493035019858,0.16279979574287,0.0563823445372083,0.00519755016593331,0,0.0902117512595332,0.701765960804014
"AC116487.2",0.0370846535472994,1.20075531884403,0.0170140523816644,0.418293512472458,0.31504058785921,0,0.0170140523816644,0,0.137783921067837,1.20075531884403
"AC117202.2",0.291720428119051,0.605495461683828,0.520929335926876,0.189217331776196,0.469113091427064,0,0.520929335926876,0,0,0.605495461683828
"AC118733.1",0.0972342909239009,0.67399819690633,0.0823010678856529,0.290539581701877,0.212349127036291,0.141145932853848,0.0823010678856529,0.188194577138464,0.0298949719735202,0.67399819690633
"AC119959.1",2.1422578825375,1.52168922022295,3.82546050453125,0.475527881319672,2.78022241657056,0,3.82546050453125,0,0,1.52168922022295
"AC122251.1",0,0.892372773316462,0,0.278866491661394,0.20281199393556,0,0,0,0,0.892372773316462
"AC122275.1",0.0537543207429444,0.627831282182394,0,0.280188401842849,0.142688927768726,0.167982252321701,0,0.223976336428935,0,0.627831282182394
"AC122393.1",0.0297822116759652,0.598002849877466,0.0531825208499378,0.186875890586708,0.169753160967566,0,0.0531825208499378,0,0,0.598002849877466
"AC122937.1",0,0.658673033468906,0,0.205835322959033,0.149698416697479,0,0,0,0,0.658673033468906
"AC123533.1",0.0044201234038836,0.891702949307848,0.007893077506935,0.278657171658703,0.207682628710742,0,0.007893077506935,0,0,0.891702949307848
"AC123665.2",0.0922839700378712,0.375727585114472,0,0.261608573532446,0.0853926329805618,0.288387406368347,0,0,0.461419850189356,0.375727585114472
"AC124133.1",0,1.86367046058317,0,0.582397018932241,0.423561468314357,0,0,0,0,1.86367046058317
"AC125371.1",0.0800260783989512,0.83776043209185,0.142903711426699,0.261800135028703,0.281338823656047,0,0.142903711426699,0,0,0.83776043209185
"AC125405.1",1.50085024072528,0.765869894096158,2.68008971558086,0.239334341905049,1.87957297675513,0,2.68008971558086,0,0,0.765869894096158
"AC126253.2",0.110395522492809,1.25905187866805,0.197134861594302,0.393453712083764,0.41159761162093,0,0.197134861594302,0,0,1.25905187866805
"AC126691.1",0,1.08824941797209,0,0.340077943116278,0.247329413175475,0,0,0,0,1.08824941797209
"AC129208.1",0.0553437307317638,2.42846905984871,0,0.845371160471101,0.614815389433528,0,0,0,0.276718653658819,2.42846905984871
"AC129541.1",0,0.83020416279794,0,0.259438800874356,0.188682764272259,0,0,0,0,0.83020416279794
"AC131776.3",0,0.634069092970342,0,0.198146591553232,0.144106612038714,0,0,0,0,0.634069092970342
"AC131997.2",0.0936061139606895,0.65726246779628,0.108764701113005,0.256484960776035,0.21859173429834,0.102180879179396,0.108764701113005,0,0.163489406687034,0.65726246779628
"AC132317.1",0.214899013980981,1.4163032234966,0.238510486508923,0.569677790992664,0.479605065565633,0.237835003070451,0.238510486508923,0.250791794485496,0.105715554297326,1.4163032234966
"AC132833.1",0.0947465323375075,1.55982772091665,0.0889474188090078,0.557658628105926,0.426013950787522,0.0994368744619311,0.0889474188090078,0.132582499282575,0.0655808898832257,1.55982772091665
"AC133103.2",0,2.18353335068716,0,0.682354172089739,0.496257579701628,0,0,0,0,2.18353335068716
"AC135119.1",1.73664236651455,1.37658537546085,3.02972296976674,0.492679028964597,2.25922917468767,0.0744930246299005,3.02972296976674,0.0758775350828519,0.108934475126439,1.37658537546085
"AC137117.2",0,0.92243239370561,0,0.288260123033003,0.209643725842184,0,0,0,0,0.92243239370561
"AC137117.3",0.0203026975449625,0.71243663311138,0.0362548170445759,0.222636447847306,0.184988663826407,0,0.0362548170445759,0,0,0.71243663311138
"AC137871.1",0.0288155396361492,0.779665197751258,0.0514563207788379,0.243645374297268,0.209941567257274,0,0.0514563207788379,0,0,0.779665197751258
"AC137950.2",0.0210160970325018,0.724839833569171,0,0.25935009960365,0.168622567306795,0.0549881391136144,0,0.0733175188181525,0.0170994625807262,0.724839833569171
"AC138765.3",0,0.74405115141636,0,0.232515984817612,0.169102534412809,0,0,0,0,0.74405115141636
"AC139347.1",0.223551215127343,2.46485318761093,0.258764857229047,0.893146144689473,0.789799483899285,0.0671822088067437,0.258764857229047,0.0895762784089917,0.285722941304593,2.46485318761093
"AC140209.1",0.0292546579844664,1.71766116631777,0.00799921718928784,0.575480202534404,0.402047277046383,0.0593290232725072,0.00799921718928784,0.052651942789317,0.0606931504451457,1.71766116631777
"AC140267.3",0.118687133723775,0.917865591334746,0.211941310221027,0.286832997292108,0.343477559080369,0,0.211941310221027,0,0,0.917865591334746
"AC140280.1",0,0.544382373998466,0,0.170119491874521,0.123723266817833,0,0,0,0,0.544382373998466
"AC144732.1",1.4153556994028,0.755237271719327,2.52742089179071,0.23601164741229,1.78000358380303,0,2.52742089179071,0,0,0.755237271719327
"AC150314.1",0.133757898726293,1.54898429638516,0.238853390582666,0.484057592620363,0.504039497731051,0,0.238853390582666,0,0,1.54898429638516
"AC150560.1",0.3618612147103,2.15568222616807,0.589539219003678,0.723212027034146,0.90113370448172,0,0.589539219003678,0,0.158596260341202,2.15568222616807
"AC150560.3",0.013043600956987,0.808946071788208,0.0232921445660482,0.252795647433815,0.198673653766623,0,0.0232921445660482,0,0,0.808946071788208
"AC151902.2",0.144264083816142,3.99865014422322,0,1.47499080103248,1.07272058256907,0,0,0,0.721320419080712,3.99865014422322
"AC153379.1",0.152562778297486,0.818884405315714,0.175105639498928,0.34106328318942,0.304586261920985,0.150949215219255,0.175105639498928,0.201265620292339,0.0309993565396224,0.818884405315714
"AC153974.1",0.205427176349787,0.484332938779802,0.0550000734104211,0.424208942181112,0.145075714620223,0.545709797624849,0.0550000734104211,0.727613063499798,0,0.484332938779802
"AC154276.3",1.38395171410302,0.653302542092614,0.112580725633584,2.26807346276052,0.220120130424238,4.12783283671316,0.112580725633584,4.36877447537032,1.36200316829667,0.653302542092614
"AC154324.1",0,0.789349063647438,0,0.246671582389824,0.179397514465327,0,0,0,0,0.789349063647438
"AC154361.1",0,0.923497777399404,0,0.288593055437314,0.209885858499865,0,0,0,0,0.923497777399404
"AC154407.1",0,0.997256165868978,0,0.311642551834056,0.226649128606586,0,0,0,0,0.997256165868978
"AC154484.2",0,0.967202551715872,0,0.30225079741121,0.219818761753607,0,0,0,0,0.967202551715872
"AC154616.2",0.220712036133443,1.35652902607034,0.330580689527243,0.479519773769148,0.559111183349444,0,0.330580689527243,0,0.177934249990936,1.35652902607034
"AC154646.1",0.220131926551754,3.67086383042922,0.160149730527731,1.35097006803448,1.07271536278202,0.0322349168419345,0.160149730527731,0.0211127131324593,0.626905131522171,3.67086383042922
"AC154657.1",0,0.897293611577604,0,0.280404253618001,0.203930366267637,0,0,0,0,0.897293611577604
"AC154738.1",0,0.826849680271812,0,0.258390525084941,0.187920381879957,0,0,0,0,0.826849680271812
"AC154738.5",1.03456144612899,0.455276184402616,1.84743115380178,0.142273807625818,1.27910986705627,0,1.84743115380178,0,0,0.455276184402616
"AC154766.1",0.905664963009992,1.0728535439054,1.61725886251784,0.335266732470437,1.27299508158076,0,1.61725886251784,0,0,1.0728535439054
"AC154846.1",0.00720034402946168,0.636677291786818,0.0128577571954673,0.198961653683381,0.152881593621392,0,0.0128577571954673,0,0,0.636677291786818
"AC155167.2",0.572669449397414,0.67238989535031,0,1.10491785698043,0.152815885306889,1.78959202936692,0,2.38612270582256,0,0.67238989535031
"AC157566.2",0.564817618317144,1.48252706736748,1.00860288985204,0.463289708552338,0.978776172489364,0,1.00860288985204,0,0,1.48252706736748
"AC158122.1",0,0.89325436849972,0,0.279141990156162,0.203012356477209,0,0,0,0,0.89325436849972
"AC158142.2",0,0.975412152257238,0,0.304816297580387,0.221684580058463,0,0,0,0,0.975412152257238
"AC158779.1",0.258575635833993,3.87029652636186,0,1.6134920954787,1.11519786237202,0.160190069434333,0,0.213586759245778,1.03657406807503,3.87029652636186
"AC158972.1",0,0.54552852110329,0,0.170477662844778,0.123983754796202,0,0,0,0,0.54552852110329
"AC158972.2",0.26425308232347,1.34034955115155,0,0.83175467586528,0.329681074020602,0.756886398173906,0,0.806110539843518,0.353932763805127,1.34034955115155
"AC160550.1",0,1.1466809867749,0,0.358337808367156,0.260609315176114,0,0,0,0,1.1466809867749
"AC160930.2",4.3706841306389,2.42735600327869,7.71621866353797,0.83605137455214,5.51835833101663,0,7.71621866353797,0,0.248008395288162,2.42735600327869
