"","other","monocytes"
"1700047M11Rik",1.89950712802392,2.72530100391866
"1810058I24Rik",5.16066224608932,7.07393906016475
"2010016I18Rik",0.00285029449907867,2.45868368484234
"2310001H17Rik",0.706221954675833,3.65553773816253
"4632432E15Rik",0.132110931944305,3.17320685147717
"4732465J04Rik",0.0351251645242411,2.66870855248121
"4930455G09Rik",1.87488303883449,4.19901879270335
"4930523C07Rik",0.692298642920791,5.30951130488159
"4933406M09Rik",0.0596861947117859,2.84514342080275
"5430425K12Rik",0.25506581483554,4.07842284894637
"5430437J10Rik",0.0495375624942376,4.0783756918943
"5830416I19Rik",0.109315339820162,2.72100271985331
"5830428M24Rik",0.120818166779566,3.65858911915507
"9130008F23Rik",0.939130417933112,2.90242853355268
"9330175E14Rik",0.139031851205331,2.55319098482648
"9830107B12Rik",0.046309967092172,2.89324943354936
"A430078G23Rik",0.160994972108063,4.52571939236973
"A530030E21Rik",0.510631225199406,2.73800782895271
"A530064D06Rik",0.638641738255919,5.50749770624542
"A730089K16Rik",0.269195951876983,4.05351869608364
"AB124611",2.36332778137843,6.77785191351817
"AC087902.3",0.192273479082139,3.39925686621178
"AC093043.3",0.209894706232027,3.61849560296631
"AC110211.1",0.0310462084610326,3.94872039243202
"AC123665.2",0.0922839700378712,0.375727585114472
"AC151902.2",0.144264083816142,3.99865014422322
"AC154646.1",0.220131926551754,3.67086383042922
"AC168059.1",0.0925066400893473,2.57563437282083
"AI662270",0.116482716574035,3.17799688628999
"AI839979",1.12466354402761,7.79520194633752
"AW011738",3.28592952773287,5.09671259818449
"AW121686",0.221583900182725,3.75187525138706
"Abca7",3.78211782171839,6.76267940070006
"Acap1",0.504875294712077,4.96394639871534
"Ace",0.629121039582776,4.42650355264746
"Adam19",0.622326118672658,2.8851992448379
"Adam8",1.19945503460408,5.75225242837807
"Adap1",2.90169765950785,4.69485451763768
"Add3",3.42224081401362,6.01758920282545
"Adgre4",0.660268163111245,5.75359225514287
"Adgre5",1.4902110028992,8.01922202365123
"Adgrg5",0.268913183138827,2.74549173070815
"Adora2a",1.45117469020203,3.30277523178467
"Adora2b",1.76353781379873,4.22137615112447
"Adssl1",3.01333700122242,6.55404403034415
"Agpat4",1.90205803876155,3.51878216200254
"Ahnak",2.52925018845999,7.72119758969181
"Ahr",0.665411910520794,5.06710878485811
"Aifm2",1.76004669903286,3.14708018908478
"Alcam",1.60582090888258,4.52530269774726
"Aldh1b1",2.40733195411779,4.91392126436382
"Aldh2",4.977856498595,6.99972778008035
"Alox12",0.271545666982748,7.4496661815696
"Antxr2",0.56232326541882,3.60167392187801
"Anxa1",2.01556129061825,8.86397020156527
"Anxa2",2.99251890983155,8.4150600640354
"Anxa5",3.66368584145777,7.18116457564411
"Aoah",0.169765397854275,2.64195134034235
"Aplnr",1.39775252603125,4.12210771289454
"Apobr",1.72005076635963,7.72834770882253
"Arg2",0.701232712357961,4.6548257085218
"Arhgap15",0.246727373704025,4.87492732541032
"Arhgap26",0.251035472585746,3.47178543796183
"Arhgef37",0.204455369752653,6.60079400540432
"Arsi",0.30004925697331,4.77716059807079
"Art2a-ps",0.523052826367919,6.67610388951263
"Art2b",0.0249388834764794,3.21526864788445
"Asprv1",1.36266251109431,5.790012697117
"Atp1a3",3.68812012375827,6.86279080381217
"Atp2a3",2.08490781704725,6.49439611816951
"Atp8b4",0.148770784018145,4.75860516956081
"Atrnl1",0.511426643301791,3.3599133742245
"Aurkb",3.01004026714413,4.3602993348949
"B230208H11Rik",0.534437262187123,3.28357236793382
"B3gnt5",1.76344185120219,3.23109608942021
"B3gnt8",0.809059927348851,5.21208398332727
"B430306N03Rik",1.81088627092105,6.93257950045947
"B4galnt1",3.2271278521439,7.66536739042529
"B4galt5",2.5530750837437,4.5294201209972
"BC051226",3.35034511850168,4.36888285137577
"BC064078",1.29335154495081,3.05371022635056
"BC147527",0.52441480937156,5.96002180377824
"BE692007",0.609889659961697,4.18079664640215
"Bambi-ps1",2.80448464262545,5.32161013111239
"Bcl3",1.51983114382783,5.20285540355532
"Bex6",0.133124043630833,4.9082390039288
"Bhlhe40",6.34676469602334,6.1770292839149
"Bmx",0.315377346436462,2.79864786830446
"Bri3bp",3.50412784323195,4.89802990790442
"Bst1",1.59348883245137,3.34603405416121
"Btla",0.239547804623919,4.36870493633787
