"","other","monocytes","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"0610025J13Rik",0.231615111140548,0.345966974991942,0.105342362169774,0.377838723943536,0.329884023592259,0.0328455168054636,0.105342362169774,0,0.863116941627373,0.345966974991942
"0610039K10Rik",0.95808423475963,0.229448168021442,0.634782848630337,1.01327417676708,0.947382907955712,0.532115341759036,0.634782848630337,0.305677638379382,2.64621603157795,0.229448168021442
"0610040J01Rik",2.20923991354401,2.87733049793135,1.89829238869455,2.69009730540833,2.63208220791194,1.46398021927429,1.89829238869455,0.811441616407056,4.75725093968683,2.87733049793135
"1600017P15Rik",0.860211154833283,0,0.575805357763024,0.840250241384358,0.977512675946912,0,0.575805357763024,0,2.68880077242995,0
"1700001C19Rik",0.456107210695079,0.499878602443716,0.178819913289196,0.712412155846675,0.506362724518376,0.345261667523909,0.178819913289196,0.216564542940919,1.51996284473654,0.499878602443716
"1700008N11Rik",0.179549508783197,0.555916146863432,0,0.454269903368568,0.330378111540777,0,0,0,0.897747543915985,0.555916146863432
"1700009J07Rik",0.52864855735696,0,0.238157384542086,0.617625659395925,0.579387287256935,0.0587117017839303,0.238157384542086,0,1.97640211006696,0
"1700011L22Rik",0.437875509637167,0.479875909564385,0.175812064928436,0.680306148734563,0.547604572312383,0.162370837234835,0.175812064928436,0.0403649197509759,1.64866586268504,0.479875909564385
"1700013A02Rik",0.189098777760464,0,0.0900961245543636,0.216632731265657,0.2148849747278,0,0.0900961245543636,0,0.693224740050104,0
"1700016G22Rik",0.396275712958135,0,0.207388788218699,0.437715611805725,0.450313310179699,0,0.207388788218699,0,1.40068995777832,0
"1700016J18Rik",0.424494078667547,0,0.236646777749569,0.456206067387169,0.200510142530247,0.775141103877905,0.236646777749569,0,1.45985941563894,0
"1700017B05Rik",5.1648987906497,3.95530917320214,4.35438357708117,5.49610284706981,4.88783142962874,5.17084052255263,4.35438357708117,4.91894054059671,7.72949128870519,3.95530917320214
"1700017J07Rik",0.440497039104129,0,0.0693592430112705,0.627587285965341,0.500564817163783,0,0.0693592430112705,0,2.00827931508909,0
"1700020N01Rik",0.515228135633355,0.330647786135763,0.0904564857791726,0.829221970037767,0.623666557558417,0.101659756903439,0.0904564857791726,0.0300615573968043,2.28678864910892,0.330647786135763
"1700030C10Rik",0.359065764305622,0.487727063173857,0.016849864651938,0.698711332398919,0.34022871760741,0.491280954518352,0.016849864651938,0.507786443539152,1.1388054682557,0.487727063173857
"1700031P21Rik",0.151403691506229,0.364852238043609,0.0262050655996653,0.327655159967403,0.254970612630626,0,0.0262050655996653,0,0.683644273852081,0.364852238043609
"1700037F03Rik",0.284721282412362,0.764859643158179,0.102227507008849,0.594446573623505,0.485918424703275,0.0315156165784886,0.102227507008849,0.0420208221046515,1.08694440591145,0.764859643158179
"1700040L08Rik",0.349581450560286,0,0.162543050954876,0.403995846914931,0.347826307317139,0.135919687878762,0.162543050954876,0,1.29278671012778,0
"1700041I07Rik",0.193727132792142,0.300827504953573,0,0.396707240285713,0.267664148230289,0.0573380729381313,0,0.0764507639175083,0.876894747259699,0.300827504953573
"1700064M15Rik",0.88152579119697,0.898229768779425,0.492687530002871,1.22697926273632,1.05756870408863,0.407847766733953,0.492687530002871,0,3.02810387197681,0.898229768779425
"1700066B19Rik",0.367623500334982,0.390949346029473,0.0779376841252096,0.628387916298062,0.429360998569898,0.212424033748019,0.0779376841252096,0.162450868586511,1.42495094382051,0.390949346029473
"1700095K22Rik",0.437776374776737,1.17410299097853,0,1.05093277026944,0.703344681909851,0.167667665286791,0,0.223556887049055,1.92061360942482,1.17410299097853
"1700112J05Rik",0.17793284463828,0.340712864578031,0.0171601549722623,0.369477704327218,0.1994406989642,0.220523757704344,0.0171601549722623,0.181826212909818,0.623424333777284,0.340712864578031
"1700116B05Rik",0.329725322364927,0,0.0975821362448864,0.429811446980922,0.107349949295262,0.735179271828426,0.0975821362448864,0.327351050584498,0.982575369637554,0
"1700122E12Rik",0.687758786730746,1.86720429552302,0.209148105289584,1.47511985448935,1.09030950896411,0.317897743584174,0.209148105289584,0.276532846391955,2.52133982317255,1.86720429552302
"1700124M09Rik",0.224199612663007,0.281048242256534,0,0.438139470491115,0.318646887629902,0,0,0,1.12099806331503,0.281048242256534
"1700125G22Rik",0.282191979969264,0.192336347195279,0.0203432635836168,0.483229721564836,0.291053870075882,0.201662011692326,0.0203432635836168,0.0888720362281948,1.24735231833836,0.192336347195279
"1810011H11Rik",2.04954527541005,1.4094199026131,0.639699061183556,3.08312153385918,1.46674302233546,3.25217311336707,0.639699061183556,3.2259627801816,4.58541366951836,1.4094199026131
