"","mouse_FVN_Swiss","mouse_C57BL6"
"1110019B22Rik",0,0.531051066250984
"1110032F04Rik",2.33651937808389,0.251235249473739
"1110035H17Rik",1.25682948649714,2.15681586124834
"1190001M18Rik",0.315168567054685,0.998513757071266
"1700003I16Rik",0.000729400166310693,0.384445186121146
"1700003N22Rik",5.33288829911707,0.166657137622248
"1700010B13Rik",0.0166658537803896,0.523044625065967
"1700011L03Rik",0,0.246670222763807
"1700012A03Rik",0.00650267949630714,0.251958618761275
"1700016C15Rik",0.391906373391345,0.485912526188531
"1700016G14Rik",0.112709552841349,0.417870158103559
"1700018G05Rik",0.965151587619961,0.260842510742267
"1700020L24Rik",1.50169791344946,1.89387478682522
"1700025F24Rik",0.591467620496687,0.190868453220546
"1700027J19Rik",0.715692546549394,0.776218503608209
"1700029E06Rik",0,0.2888513500752
"1700029H14Rik",0.271662941825349,1.36247277108896
"1700030C14Rik",0,0.319604357432896
"1700036O09Rik",0,0.272681564162193
"1700039I01Rik",0,0.279608252915925
"1700040K01Rik",1.18792490405469,0.119607453805339
"1700047M11Rik",2.34447759930574,1.76821855186943
"1700063I16Rik",0,0.242109329824969
"1700127F24Rik",0,0.195738109667526
"1810006J02Rik",0.160167548244384,0.400593224928498
"1810058I24Rik",5.00824153839319,5.891929369722
"2010016I18Rik",0.00508981160549762,0.768338651513231
"2310001H17Rik",0.176851168685019,2.09108257475739
"2310026L22Rik",2.28223130724841,1.25643822320092
"2410004P03Rik",0.954635804828999,1.17193245952428
"2410024N13Rik",0.0242604600283315,0.205755577735662
"2810030D12Rik",0.239327015859765,0.312288055298642
"2810433D01Rik",0.240716400857311,0.375494663185357
"2900042G08Rik",0,0.235935248428777
"2900045O20Rik",0.187941994517413,0.706648658463502
"2900076G11Rik",0.442976205873178,0.667263826678909
"4632432E15Rik",0,1.19805047224959
"4732465J04Rik",0.0198681634897713,0.871469849165956
"4732490B19Rik",0.051150927419769,0.415277878332285
"4921522P10Rik",0.281383190866113,0.38793288634211
"4921527H02Rik",0,0.890985708889412
"4922502N22Rik",0.0642099228134281,0.235835469606698
"4930438A08Rik",0.0253691119190773,0.737663594320834
"4930455G09Rik",0.499650927144015,3.80450355964768
"4930459C07Rik",0.00474950171121962,0.477088968553133
"4930463O16Rik",0.016398020870635,0.324657228632369
"4930480E11Rik",0,0.269084281018129
"4930507D10Rik",0.0225187216886246,0.363679648101222
"4930518I17Rik",0,0.178869179849043
"4930519G04Rik",0.0712676491727397,0.649830035699333
"4930523C07Rik",0.808186399379347,2.0337758128823
"4930529C04Rik",0.00712117419174408,0.441779802286866
"4930529I22Rik",0.0062051583554829,0.195426764953115
"4930534H03Rik",0,0.437238723628335
"4930555O08Rik",0.166089387458261,0.297570291629322
"4930590H14Rik",0,0.201126677680816
"4930595O18Rik",0,0.286776648503083
"4930598A11Rik",0.0872206807747801,0.430788407617265
