"","other","monocytes"
"1110019B22Rik",0,1.69936341200315
"1110032F04Rik",1.33775791492045,0.657417482348596
"1110035H17Rik",1.35646329907,3.63861682283671
"1190001M18Rik",0.613566660535336,1.00988270770449
"1700003I16Rik",0.0362333321037867,1.0511002555344
"1700003N22Rik",2.98641744750556,0.533302840391194
"1700010B13Rik",0.068034758528095,1.38023339815571
"1700011L03Rik",0,0.789344712844181
"1700012A03Rik",0.0346522781858858,0.651213691696311
"1700016C15Rik",0.245488546663973,1.4248151959792
"1700016G14Rik",0.100263858712927,1.15145196032253
"1700018G05Rik",0.540484889067178,0.834696034375254
"1700020L24Rik",1.82974152995295,1.11644582573448
"1700025F24Rik",0.341622449400764,0.558776140692651
"1700027J19Rik",0.431408929793634,2.3307936929164
"1700029E06Rik",0.0773842556720525,0.537403041880377
"1700029H14Rik",0.316956759381704,3.53578530768714
"1700030C14Rik",0,1.02273394378527
"1700036O09Rik",0.0558328507796344,0.593416751420846
"1700039I01Rik",0,0.89474640933096
"1700040K01Rik",0.665237946270626,0.382743852177084
"1700047M11Rik",1.89950712802392,2.72530100391866
"1700063I16Rik",0,0.7747498554399
"1700127F24Rik",0,0.626361950936082
"1810006J02Rik",0.142056800356719,1.02008345307188
"1810058I24Rik",5.16066224608932,7.07393906016475
"2010016I18Rik",0.00285029449907867,2.45868368484234
"2310001H17Rik",0.706221954675833,3.65553773816253
"2310026L22Rik",1.55634922675673,2.62910384075486
"2410004P03Rik",0.783041740789036,2.50795542005371
"2410024N13Rik",0.0135858576158656,0.65841784875412
"2810030D12Rik",0.163364830534164,0.852613268692173
"2810433D01Rik",0.244801764068381,0.651580024251706
"2900042G08Rik",0,0.754992794972086
"2900045O20Rik",0.123859009379799,2.16821824483297
"2900076G11Rik",0.301943960345519,1.86585782008981
"4632432E15Rik",0.132110931944305,3.17320685147717
"4732465J04Rik",0.0351251645242411,2.66870855248121
"4732490B19Rik",0.0915855200347971,1.01418420726468
"4921522P10Rik",0.219357666005192,0.932469840693909
"4921527H02Rik",0.229042182688345,1.70594335500439
"4922502N22Rik",0.0413131503249977,0.727895534994044
"4930438A08Rik",0.0638749015341243,2.11218250752946
"4930455G09Rik",1.87488303883449,4.19901879270335
"4930459C07Rik",0.103841565631508,1.0207754760039
"4930463O16Rik",0.0257890883779554,0.955872148171581
"4930480E11Rik",0,0.861069699258014
"4930507D10Rik",0.0347009922957076,1.05332233317352
"4930518I17Rik",0,0.572381375516938
"4930519G04Rik",0.0645674713944813,1.95616817494913
"4930523C07Rik",0.692298642920791,5.30951130488159
"4930529C04Rik",0.0723651695995666,1.07180880705702
"4930529I22Rik",0.00713318681880626,0.607074157151289
"4930534H03Rik",0.0534644115424401,1.13184185789847
"4930555O08Rik",0.0930100569766264,0.95222493321383
"4930590H14Rik",0,0.64360536857861
"4930595O18Rik",0,0.917685275209866
"4930598A11Rik",0.0805408486926857,1.22003656708121
"4930599A14Rik",0.0781985802624018,0.912291456991938
"4931406G06Rik",0.276084177894596,1.36567646092022
"4933406G16Rik",0.0382362881600263,0.905266400742443
"4933406M09Rik",0.0596861947117859,2.84514342080275
"4933414I15Rik",0.00827131039740687,1.05812668964844
"4933417E11Rik",0.353041433988474,0.653609842215678
"4933421A08Rik",0.793021941115871,1.22182814931135
"4933428M09Rik",0.0377284241524851,0.68057116069395
"4933432G23Rik",0.0105171344533103,1.17517636891833
"4933435G04Rik",0.0193562453878813,0.91829199517119
"5031425F14Rik",1.01865070230486,3.1084098754319
"5033406O09Rik",0.154530593513577,2.53743059306119
"5330411O13Rik",0.102772901083487,1.86597952573909
"5430425K12Rik",0.25506581483554,4.07842284894637
"5430437J10Rik",0.0495375624942376,4.0783756918943
"5730416F02Rik",0.118182470754247,0.37241937813702
"5830408C22Rik",0.246013309461876,2.31418710893568
"5830416I19Rik",0.109315339820162,2.72100271985331
"5830428M24Rik",0.120818166779566,3.65858911915507
"5930422O12Rik",0.743522811400273,1.47848623938421
"6330420H09Rik",0.256067463019172,0.746223539118771
"6720483E21Rik",0.715595056552852,0.610677269746276
"9130008F23Rik",0.939130417933112,2.90242853355268
"9130204L05Rik",0.0398214699668868,0.597724443112276
"9330175E14Rik",0.139031851205331,2.55319098482648
"9430083B18Rik",0,0.503493736490972
"9830107B12Rik",0.046309967092172,2.89324943354936
"A030005K14Rik",0,0.960854080462103
"A030005L19Rik",0.918655937133117,2.4432965495631
"A330040F15Rik",0.129850729872208,2.17544762511886
"A430078G23Rik",0.160994972108063,4.52571939236973
"A530030E21Rik",0.510631225199406,2.73800782895271
"A530064D06Rik",0.638641738255919,5.50749770624542
"A530099J19Rik",0.0789267666380975,2.44415440179997
"A630035G10Rik",0.0569912215678564,1.40731005535646
"A730089K16Rik",0.269195951876983,4.05351869608364
"A830073O21Rik",0.221156634002372,0.75377054478381
"A930014E01Rik",0.113819340794599,0.44105376223822
"A930014E10Rik",0.049997083676016,1.00222604139319
"AA467197",0.601748797882809,2.23102618793352
"AB124611",2.36332778137843,6.77785191351817
"AC022775.1",0.533810928382906,0.868582350708591
"AC022775.2",0.700411562585091,1.02587250679549
"AC027184.1",0,1.46238663193261
"AC073947.1",0.152613585090306,1.15976899760197
"AC074315.1",0.141443573802645,1.62628684369921
"AC087902.3",0.192273479082139,3.39925686621178
"AC093043.2",0.337677043532314,2.03931438561728
"AC093043.3",0.209894706232027,3.61849560296631
"AC099572.1",0,0.833187593854686
"AC101945.3",0.152101718198714,1.22691744618159
"AC102368.1",0.0759977979106901,0.467337485857908
"AC107742.1",0.00997376040539908,0.866409077449457
"AC110211.1",0.0310462084610326,3.94872039243202
"AC110211.2",0.652345398367408,0.489682140368566
"AC112943.1",0.0650319658283324,0.831580869985838
"AC112945.1",0.0872757800999161,0.816641594692918
"AC113125.2",0.0239708806597072,1.02471206896251
"AC113177.1",0.0952811332521972,1.16371038566821
"AC113305.1",1.61178287775735,0.6722086563634
"AC114008.2",1.18321321352675,1.03828072746893
"AC115784.1",0,0.544091793306106
"AC116319.2",0.0171005861459939,1.44063935500727
"AC116390.1",0.0209529783448293,0.701765960804014
"AC116487.2",0.0370846535472994,1.20075531884403
"AC117202.2",0.291720428119051,0.605495461683828
"AC118733.1",0.0972342909239009,0.67399819690633
"AC119959.1",2.1422578825375,1.52168922022295
"AC122251.1",0,0.892372773316462
"AC122275.1",0.0537543207429444,0.627831282182394
"AC122393.1",0.0297822116759652,0.598002849877466
"AC122937.1",0,0.658673033468906
"AC123533.1",0.0044201234038836,0.891702949307848
"AC123665.2",0.0922839700378712,0.375727585114472
"AC124133.1",0,1.86367046058317
"AC125371.1",0.0800260783989512,0.83776043209185
"AC125405.1",1.50085024072528,0.765869894096158
"AC126253.2",0.110395522492809,1.25905187866805
"AC126691.1",0,1.08824941797209
"AC129208.1",0.0553437307317638,2.42846905984871
"AC129541.1",0,0.83020416279794
"AC131776.3",0,0.634069092970342
"AC131997.2",0.0936061139606895,0.65726246779628
"AC132317.1",0.214899013980981,1.4163032234966
"AC132833.1",0.0947465323375075,1.55982772091665
"AC133103.2",0,2.18353335068716
"AC135119.1",1.73664236651455,1.37658537546085
"AC137117.2",0,0.92243239370561
"AC137117.3",0.0203026975449625,0.71243663311138
"AC137871.1",0.0288155396361492,0.779665197751258
"AC137950.2",0.0210160970325018,0.724839833569171
"AC138765.3",0,0.74405115141636
"AC139347.1",0.223551215127343,2.46485318761093
"AC140209.1",0.0292546579844664,1.71766116631777
"AC140267.3",0.118687133723775,0.917865591334746
"AC140280.1",0,0.544382373998466
"AC144732.1",1.4153556994028,0.755237271719327
"AC150314.1",0.133757898726293,1.54898429638516
"AC150560.1",0.3618612147103,2.15568222616807
"AC150560.3",0.013043600956987,0.808946071788208
"AC151902.2",0.144264083816142,3.99865014422322
"AC153379.1",0.152562778297486,0.818884405315714
"AC153974.1",0.205427176349787,0.484332938779802
"AC154276.3",1.38395171410302,0.653302542092614
"AC154324.1",0,0.789349063647438
"AC154361.1",0,0.923497777399404
"AC154407.1",0,0.997256165868978
"AC154484.2",0,0.967202551715872
"AC154616.2",0.220712036133443,1.35652902607034
"AC154646.1",0.220131926551754,3.67086383042922
"AC154657.1",0,0.897293611577604
"AC154738.1",0,0.826849680271812
"AC154738.5",1.03456144612899,0.455276184402616
"AC154766.1",0.905664963009992,1.0728535439054
"AC154846.1",0.00720034402946168,0.636677291786818
"AC155167.2",0.572669449397414,0.67238989535031
"AC157566.2",0.564817618317144,1.48252706736748
"AC158122.1",0,0.89325436849972
"AC158142.2",0,0.975412152257238
"AC158779.1",0.258575635833993,3.87029652636186
"AC158972.1",0,0.54552852110329
"AC158972.2",0.26425308232347,1.34034955115155
"AC160550.1",0,1.1466809867749
"AC160930.2",4.3706841306389,2.42735600327869
"AC163018.1",0.040472026618419,1.69326297377788
"AC163018.2",0.336761169287232,2.89227008629499
"AC163667.2",1.15954503145136,0.6460445142031
"AC164879.1",0.0686088392994661,0.753466165973422
"AC164883.2",2.60866515018568,0.695368643974678
"AC164883.6",0.349165202359518,0.61383749014209
"AC165106.3",0.269362501734012,4.0840282502723
"AC165154.2",0.106646777187235,1.99584600474697
"AC165249.1",0.0534853240686178,0.814188564871247
"AC165278.1",0.60061662444535,0.485937344398511
"AC166171.1",0.0461706741570094,0.541983986707064
"AC167013.3",0,1.24250347227702
"AC167013.5",0.0398358374540459,0.895667723276455
"AC167013.6",0.0287569271738947,2.10255653594427
"AC168059.1",0.0925066400893473,2.57563437282083
"AC168977.1",0.0388701376150716,1.13694760476663
"AC169508.1",0.0751234868264491,1.22253396711997
"AC169509.3",0.00378481027744714,1.73508629987805
"AC192616.1",0.0767280025144754,1.40657613594493
"AC225888.1",2.00113320968223,0.570320597708412
"AI662270",0.116482716574035,3.17799688628999
"AI839979",1.12466354402761,7.79520194633752
"AL603714.1",0.185110575252002,0.538692767590296
"AW011738",3.28592952773287,5.09671259818449
"AW121686",0.221583900182725,3.75187525138706
"AW822073",0.0148057677416947,0.897291654817238
"AY761185",0,0.81199533225461
"Abca6",0.340815092870591,2.44232074356383
"Abca7",3.78211782171839,6.76267940070006
"Abhd12b",0.0449157376961314,1.19048260519782
"Abtb2",1.63141326138048,2.74382709747656
"Acap1",0.504875294712077,4.96394639871534
"Ace",0.629121039582776,4.42650355264746
"Acod1",0.385766883397098,2.48157039871571
"Acot11",0.527488228076189,2.12544852876353
"Acpp",0.3780904114053,2.24385658080359
"Acss2",1.88467886653912,2.25705988124013
"Actl7a",0.215515854141195,1.030663580344
"Adam19",0.622326118672658,2.8851992448379
"Adam21",0.273735487814613,1.22344265570606
"Adam8",1.19945503460408,5.75225242837807
"Adamts10",2.61703391877859,4.72860154753172
"Adap1",2.90169765950785,4.69485451763768
"Adcy4",1.00271245571338,2.33928834727721
"Add3",3.42224081401362,6.01758920282545
"Adgre4",0.660268163111245,5.75359225514287
"Adgre5",1.4902110028992,8.01922202365123
"Adgrg3",0.322545708274143,2.42624371125662
"Adgrg5",0.268913183138827,2.74549173070815
"Adgrg6",0.462763260972802,1.01713686116839
"Adgrl3",0.630953190972333,0.986445525810913
"Adora2a",1.45117469020203,3.30277523178467
"Adora2b",1.76353781379873,4.22137615112447
"Adssl1",3.01333700122242,6.55404403034415
"Afdn",1.75687072825348,2.12768549980404
"Aff3",0.252720596433147,1.29469887783693
"Agpat4",1.90205803876155,3.51878216200254
"Agtr2",0.164802327020833,0.686087136443951
"Ahnak",2.52925018845999,7.72119758969181
"Ahr",0.665411910520794,5.06710878485811
"Aifm2",1.76004669903286,3.14708018908478
"Ak8",0.233884443669609,1.08519977341608
"Akr1c13",1.46649132214688,3.11329372806261
"Akt2-ps",4.54850344990629,0.819049791458022
"Alcam",1.60582090888258,4.52530269774726
"Aldh1b1",2.40733195411779,4.91392126436382
"Aldh2",4.977856498595,6.99972778008035
"Aldh3b1",3.18064669901569,6.44459163159056
"Alox12",0.271545666982748,7.4496661815696
"Alpk1",0.665764295321561,3.58382409282115
"Amd-ps6",0,0.98688146724729
"Ang6",0,0.888133422041422
"Angpt1",0.306279921900328,1.15423380856907
"Ankdd1a",0.258402780412251,1.59621178416435
"Ankrd22",0.0613898563753054,1.59820359852096
"Ankrd35",0.518146835499652,1.84509991359681
"Ankrd53",0.963434506237328,1.48950348630932
"Ankrd66",0.213911103287587,1.76011438755928
"Antxr2",0.56232326541882,3.60167392187801
"Anxa1",2.01556129061825,8.86397020156527
"Anxa11",1.3926427131109,2.99646143465029
"Anxa2",2.99251890983155,8.4150600640354
"Anxa5",3.66368584145777,7.18116457564411
"Aoah",0.169765397854275,2.64195134034235
"Ap1m2",0.0740913030441135,1.09654210104224
"Ap1s3",0.213458897198499,1.98302372741539
"Aph1b",2.66094976034318,3.34260581170735
"Aplnr",1.39775252603125,4.12210771289454
"Apobr",1.72005076635963,7.72834770882253
"Apoc1",2.32922893025376,2.66999582361242
"Apol11b",0.268495933049008,1.14770082267027
"Apol7d",0.166729137465981,1.05481848866231
"Aqp1",0.562277647524769,2.38404219852394
"Aqp9",0.369841463384778,2.01798501583571
"Arg2",0.701232712357961,4.6548257085218
"Arhgap10",0.130086488391579,1.24324607132917
"Arhgap15",0.246727373704025,4.87492732541032
"Arhgap23",2.28453550496396,2.50679980272107
"Arhgap26",0.251035472585746,3.47178543796183
"Arhgef3",0.858819560400682,2.92123959096389
"Arhgef37",0.204455369752653,6.60079400540432
"Arsi",0.30004925697331,4.77716059807079
"Art2a-ps",0.523052826367919,6.67610388951263
"Art2b",0.0249388834764794,3.21526864788445
"Asprv1",1.36266251109431,5.790012697117
"Ass1",0.291849343282117,1.17220302110157
"Atp10a",0.41565330685944,2.07662029686368
"Atp1a3",3.68812012375827,6.86279080381217
"Atp2a1",0.129340606504877,1.56332135569077
"Atp2a3",2.08490781704725,6.49439611816951
"Atp2b4",1.28531643835721,1.92764189301879
"Atp5l-ps1",0.506334687974757,0.453804616076068
"Atp8b4",0.148770784018145,4.75860516956081
"Atrnl1",0.511426643301791,3.3599133742245
"Aurkb",3.01004026714413,4.3602993348949
"B130011K05Rik",0.0852188688610208,1.05588221764024
"B230208H11Rik",0.534437262187123,3.28357236793382
"B230303A05Rik",0.178835641572848,1.0720263255656
"B3gnt5",1.76344185120219,3.23109608942021
"B3gnt8",0.809059927348851,5.21208398332727
"B430306N03Rik",1.81088627092105,6.93257950045947
"B4galnt1",3.2271278521439,7.66536739042529
"B4galt5",2.5530750837437,4.5294201209972
"B930082K07Rik",0.917604284578198,0.981096540240282
"BC048507",0.330737968810011,1.49184323798345
"BC048671",0.00592026171131439,0.904222981059623
"BC051226",3.35034511850168,4.36888285137577
"BC064078",1.29335154495081,3.05371022635056
"BC147527",0.52441480937156,5.96002180377824
"BE692007",0.609889659961697,4.18079664640215
"Bambi-ps1",2.80448464262545,5.32161013111239
"Batf2",0.639299162234522,2.01763096274602
"Bcl11a",0.470146451546601,2.35498299647313
"Bcl2",0.74492825131443,2.75221464830519
"Bcl2l10",0.126702758679328,0.634148787177622
"Bcl3",1.51983114382783,5.20285540355532
"Bdkrb1",0.265431653924291,1.27604257613251
"Bend4",1.30683697252531,1.61233786516396
"Bex6",0.133124043630833,4.9082390039288
"Bfsp1",0.379739165874887,1.15550616719924
"Bhlha15",0.323975492196395,1.41004053974855
"Bhlhe40",6.34676469602334,6.1770292839149
"Blk",0.286106952349061,1.64801310750562
"Bmp2",2.13146242927256,1.9786378398062
"Bmx",0.315377346436462,2.79864786830446
"Bnip3l-ps",4.23940071549227,0.595414192450132
"Bpifa2",0.0281651308103409,0.862060257556019
"Bri3bp",3.50412784323195,4.89802990790442
"Brsk1",2.25475991112177,2.36197740646495
"Bst1",1.59348883245137,3.34603405416121
"Btg1-ps2",0,0.715720440479877
"Btla",0.239547804623919,4.36870493633787
"Btn1a1",0.0418178633276402,0.887941729051056
"Btnl2",0.104847828659064,1.75534936927485
"Btnl9",0.0793487600000621,0.836454770391549
"C130060C02Rik",0.176519629332564,1.1745598853407
