"","cerebral_cortex","peritoneum","brain","blood"
"1110019B22Rik",0,0,0,1.69936341200315
"1110032F04Rik",2.33651937808389,0,0.14653531596737,0.657417482348596
"1110035H17Rik",1.25682948649714,1.74229823951578,1.17243604573906,3.63861682283671
"1190001M18Rik",0.315168567054685,1.61638386794269,0.24570067339233,1.00988270770449
"1700003I16Rik",0.000729400166310693,0.115067567297467,0.0410432592963028,1.0511002555344
"1700003N22Rik",5.33288829911707,0,0,0.533302840391194
"1700010B13Rik",0.0166658537803896,0.129192757159985,0.138478093463402,1.38023339815571
"1700011L03Rik",0,0,0,0.789344712844181
"1700012A03Rik",0.00650267949630714,0.0494694734323513,0.0956905202209472,0.651213691696311
"1700016C15Rik",0.391906373391345,0.0194596259826442,0.106753336644925,1.4248151959792
"1700016G14Rik",0.112709552841349,0,0.185732545608861,1.15145196032253
"1700018G05Rik",0.965151587619961,0,0,0.834696034375254
"1700020L24Rik",1.50169791344946,3.51675584839795,0.7238464740287,1.11644582573448
"1700025F24Rik",0.591467620496687,0.0433357580109133,0,0.558776140692651
"1700027J19Rik",0.715692546549394,0.0225750128854957,0.126015503167275,2.3307936929164
"1700029E06Rik",0,0.18693758973234,0.162596170681454,0.537403041880377
"1700029H14Rik",0.271662941825349,0,0.824127559797541,3.53578530768714
"1700030C14Rik",0,0,0,1.02273394378527
"1700036O09Rik",0,0.232636878248477,0,0.593416751420846
"1700039I01Rik",0,0,0,0.89474640933096
"1700040K01Rik",1.18792490405469,0,0,0.382743852177084
"1700047M11Rik",2.34447759930574,2.34907646254322,0.114106607011668,2.72530100391866
"1700063I16Rik",0,0,0,0.7747498554399
"1700127F24Rik",0,0,0,0.626361950936082
"1810006J02Rik",0.160167548244384,0.142754045243893,0.0905100124066442,1.02008345307188
"1810058I24Rik",5.00824153839319,6.00941092226573,4.56894181622677,7.07393906016475
"2010016I18Rik",0.00508981160549762,0,0,2.45868368484234
"2310001H17Rik",0.176851168685019,1.5948886107595,1.12206016814972,3.65553773816253
"2310026L22Rik",2.28223130724841,0,1.3914984734881,2.62910384075486
"2410004P03Rik",0.954635804828999,0.478951332478424,0.667486851449872,2.50795542005371
"2410024N13Rik",0.0242604600283315,0,0,0.65841784875412
"2810030D12Rik",0.239327015859765,0.0507687931530567,0.0857859564798121,0.852613268692173
"2810433D01Rik",0.240716400857311,0.293551384388487,0.197741236675251,0.651580024251706
"2900042G08Rik",0,0,0,0.754992794972086
"2900045O20Rik",0.187941994517413,0.0520046510050477,0.0306518810441827,2.16821824483297
"2900076G11Rik",0.442976205873178,0,0.269386425282697,1.86585782008981
"4632432E15Rik",0,0.272038292011943,0.334108709307195,3.17320685147717
"4732465J04Rik",0.0198681634897713,0.0333377707620931,0.0799896399353342,2.66870855248121
"4732490B19Rik",0.051150927419769,0.0553343031225948,0.248303839651518,1.01418420726468
"4921522P10Rik",0.281383190866113,0.197715443038356,0.0716568639548144,0.932469840693909
"4921527H02Rik",0,0.521049811454795,0.519951139695972,1.70594335500439
"4922502N22Rik",0.0642099228134281,0,0.0267779677473898,0.727895534994044
"4930438A08Rik",0.0253691119190773,0.0539421914882042,0.18361036451136,2.11218250752946
"4930455G09Rik",0.499650927144015,6.45001896983418,0.235369834368204,4.19901879270335
"4930459C07Rik",0.00474950171121962,0.316719450864023,0.125845882329297,1.0207754760039
"4930463O16Rik",0.016398020870635,0,0.083030983451999,0.955872148171581
"4930480E11Rik",0,0,0,0.861069699258014
"4930507D10Rik",0.0225187216886246,0.045363196810777,0.0560167045774568,1.05332233317352
"4930518I17Rik",0,0,0,0.572381375516938
"4930519G04Rik",0.0712676491727397,0.0602785024816734,0.0509537363107272,1.95616817494913
"4930523C07Rik",0.808186399379347,0.489746273922989,0.610875767634198,5.30951130488159
"4930529C04Rik",0.00712117419174408,0.242659687129731,0.0506949357052722,1.07180880705702
"4930529I22Rik",0.0062051583554829,0,0.0182914906986792,0.607074157151289
"4930534H03Rik",0,0.159585661462079,0.075819263957706,1.13184185789847
"4930555O08Rik",0.166089387458261,0,0,0.95222493321383
"4930590H14Rik",0,0,0,0.64360536857861
"4930595O18Rik",0,0,0,0.917685275209866
"4930598A11Rik",0.0872206807747801,0.0415445933308773,0.108632825296992,1.22003656708121
"4930599A14Rik",0.00514770476124845,0.228610059117538,0.102247257039468,0.912291456991938
"4931406G06Rik",0.40392211406083,0.0444693523414502,0.196075747292918,1.36567646092022
"4933406G16Rik",0.0240875580065507,0.0289469273410982,0.0889999655724719,0.905266400742443
"4933406M09Rik",0.0185669311354592,0.0678734839037772,0.164995385695111,2.84514342080275
"4933414I15Rik",0.0147701971382266,0,0,1.05812668964844
"4933417E11Rik",0.00132370264860348,1.46791733543857,0,0.653609842215678
"4933421A08Rik",1.32564750550165,0,0.253296690174742,1.22182814931135
"4933428M09Rik",0,0.157201767302021,0,0.68057116069395
"4933432G23Rik",0.00377885962224569,0,0.0420048653242636,1.17517636891833
"4933435G04Rik",0.0345647239069309,0,0,0.91829199517119
"5031425F14Rik",0.0992692921362208,3.26299553758891,0.8997048484362,3.1084098754319
"5033406O09Rik",0.144040493429167,0.103324155757783,0.245350599056876,2.53743059306119
"5330411O13Rik",0.169780152829923,0,0.038480077493648,1.86597952573909
"5430425K12Rik",0.0221306046069309,0.655857587401871,0.42633427639605,4.07842284894637
"5430437J10Rik",0.00816507420113906,0.0897660102549117,0.117106392402104,4.0783756918943
"5730416F02Rik",0.211040126346869,0,0,0.37241937813702
"5830408C22Rik",0.296103479087555,0,0.400976805864227,2.31418710893568
"5830416I19Rik",0.0612509181906179,0.213888333371005,0.118408128121874,2.72100271985331
"5830428M24Rik",0.101204616449714,0.0898039167664335,0.212953207718911,3.65858911915507
"5930422O12Rik",1.2515643425667,0,0.213233897814614,1.47848623938421
"6330420H09Rik",0.457263326819949,0,0,0.746223539118771
"6720483E21Rik",1.27784831527295,0,0,0.610677269746276
"9130008F23Rik",0.342769027731706,3.0770279107095,0.0434653191653898,2.90242853355268
"9130204L05Rik",0,0.165922791528695,0,0.597724443112276
"9330175E14Rik",0.108542485045075,0.210109985789916,0.139108314952547,2.55319098482648
"9430083B18Rik",0,0,0,0.503493736490972
"9830107B12Rik",0.0259893657609099,0.0602583586114528,0.0864695809965692,2.89324943354936
"A030005K14Rik",0,0,0,0.960854080462103
"A030005L19Rik",1.1532691191042,0.940371329121042,0.235680557228588,2.4432965495631
"A330040F15Rik",0.112788369801106,0.25147577827454,0.0316752799884953,2.17544762511886
"A430078G23Rik",0.128901842314238,0.155490702727183,0.25746085878783,4.52571939236973
"A530030E21Rik",0,2.12763010499752,0,2.73800782895271
"A530064D06Rik",0.0449377522454704,2.26038181407522,0.354924808102015,5.50749770624542
"A530099J19Rik",0,0.189213469194602,0.167577670156965,2.44415440179997
"A630035G10Rik",0.00265983180184995,0.0996897641773097,0.157880861781331,1.40731005535646
"A730089K16Rik",0.480707056923185,0,0,4.05351869608364
"A830073O21Rik",0.344693594849595,0,0.140641104432992,0.75377054478381
"A930014E01Rik",0.203248822847498,0,0,0.44105376223822
"A930014E10Rik",0.00889807896681636,0.187558997727495,0,1.00222604139319
"AA467197",0.229702223847177,0.700895381162309,1.52450330524718,2.23102618793352
"AB124611",0.74277456038595,6.91129111670347,1.44332079776734,6.77785191351817
"AC022775.1",0,1.66299518366247,0.67346042151957,0.868582350708591
"AC022775.2",1.20722282476575,0,0.121833903581348,1.02587250679549
"AC027184.1",0,0,0,1.46238663193261
