"GeneHu","Category"
"PNMA2","QNSCbyPNSCBen_FC5_"
"PNMA8A","PNSCbyQNSCBen_FC5_"
"PODN","QNSCbyPNSCBen_FC5_"
"PODXL","QNSCbyPNSCBen_FC5_"
"POLA1","PNSCbyQNSCBen_FC5_"
"POLA2","PNSCbyQNSCBen_FC5_"
"POLD1","PNSCbyQNSCBen_FC5_"
"POLE","PNSCbyQNSCBen_FC5_"
"POLE2","PNSCbyQNSCBen_FC5_"
"POLQ","PNSCbyQNSCBen_FC5_"
"POU2F3","QNSCbyPNSCBen_FC5_"
"POU3F1","PNSCbyQNSCBen_FC5_"
"PPAN","PNSCbyQNSCBen_FC5_"
"PPAN-P2RY11","PNSCbyQNSCBen_FC5_"
"PPARG","QNSCbyPNSCBen_FC5_"
"PPARGC1B","PNSCbyQNSCBen_FC5_"
"PPEF1","PNSCbyQNSCBen_FC5_"
"PPM1H","QNSCbyPNSCBen_FC5_"
"PPP1R15A","QNSCbyPNSCBen_FC5_"
"PPP1R3B","QNSCbyPNSCBen_FC5_"
"PQLC3","QNSCbyPNSCBen_FC5_"
"PRC1","PNSCbyQNSCBen_FC5_"
"PRDM1","PNSCbyQNSCBen_FC5_"
"PRELP","QNSCbyPNSCBen_FC5_"
"PRICKLE2","QNSCbyPNSCBen_FC5_"
"PRIM1","PNSCbyQNSCBen_FC5_"
"PRIMA1","QNSCbyPNSCBen_FC5_"
"PRKAR1B","QNSCbyPNSCBen_FC5_"
"PRKCB","PNSCbyQNSCBen_FC5_"
"PRKCD","QNSCbyPNSCBen_FC5_"
"PRKCE","QNSCbyPNSCBen_FC5_"
"PRKCH","PNSCbyQNSCBen_FC5_"
"PRNP","QNSCbyPNSCBen_FC5_"
"PRPH","QNSCbyPNSCBen_FC5_"
"PRR11","PNSCbyQNSCBen_FC5_"
"PRR15L","QNSCbyPNSCBen_FC5_"
"PRR18","PNSCbyQNSCBen_FC5_"
"PRR5","PNSCbyQNSCBen_FC5_"
"PRRT1","QNSCbyPNSCBen_FC5_"
"PRRX1","QNSCbyPNSCBen_FC5_"
"PRRX2","QNSCbyPNSCBen_FC5_"
"PRSS23","QNSCbyPNSCBen_FC5_"
"PRSS50","QNSCbyPNSCBen_FC5_"
"PRUNE2","QNSCbyPNSCBen_FC5_"
"PSAT1","PNSCbyQNSCBen_FC5_"
"PSD2","QNSCbyPNSCBen_FC5_"
"PSD4","QNSCbyPNSCBen_FC5_"
"PSMB9","PNSCbyQNSCBen_FC5_"
"PSMC3IP","PNSCbyQNSCBen_FC5_"
"PSORS1C2","QNSCbyPNSCBen_FC5_"
"PSTPIP1","QNSCbyPNSCBen_FC5_"
"PSTPIP2","PNSCbyQNSCBen_FC5_"
"PTGDS","PNSCbyQNSCBen_FC5_"
"PTGER3","QNSCbyPNSCBen_FC5_"
"PTH1R","QNSCbyPNSCBen_FC5_"
"PTPN6","QNSCbyPNSCBen_FC5_"
"PTPRB","PNSCbyQNSCBen_FC5_"
"PTPRN","QNSCbyPNSCBen_FC5_"
"PTPRZ1","PNSCbyQNSCBen_FC5_"
"PVALB","QNSCbyPNSCBen_FC5_"
"PWWP2B","QNSCbyPNSCBen_FC5_"
"PYCR1","PNSCbyQNSCBen_FC5_"
"PYGB","QNSCbyPNSCBen_FC5_"
"PYROXD2","QNSCbyPNSCBen_FC5_"
"RAB11FIP5","QNSCbyPNSCBen_FC5_"
"RAB15","PNSCbyQNSCBen_FC5_"
"RAB17","PNSCbyQNSCBen_FC5_"
"RAB26","PNSCbyQNSCBen_FC5_"
"RAB27B","QNSCbyPNSCBen_FC5_"
"RAB37","QNSCbyPNSCBen_FC5_"
"RAB3C","PNSCbyQNSCBen_FC5_"
"RAB3IL1","QNSCbyPNSCBen_FC5_"
"RACGAP1","PNSCbyQNSCBen_FC5_"
"RAD51","PNSCbyQNSCBen_FC5_"
"RAD51AP1","PNSCbyQNSCBen_FC5_"
"RAD51C","PNSCbyQNSCBen_FC5_"
"FSBP","PNSCbyQNSCBen_FC5_"
"RAD54B","PNSCbyQNSCBen_FC5_"
"RAD54L","PNSCbyQNSCBen_FC5_"
"RAET1E","PNSCbyQNSCBen_FC5_"
"RAMP2","QNSCbyPNSCBen_FC5_"
"RAPSN","QNSCbyPNSCBen_FC5_"
"RARA","QNSCbyPNSCBen_FC5_"
"RARG","QNSCbyPNSCBen_FC5_"
"RARRES2","QNSCbyPNSCBen_FC5_"
"RASGEF1B","QNSCbyPNSCBen_FC5_"
"RASL10A","QNSCbyPNSCBen_FC5_"
"RASL11A","QNSCbyPNSCBen_FC5_"
"RASL11B","QNSCbyPNSCBen_FC5_"
"RASSF3","PNSCbyQNSCBen_FC5_"
"RASSF5","QNSCbyPNSCBen_FC5_"
"RBL1","PNSCbyQNSCBen_FC5_"
"RBMS1","QNSCbyPNSCBen_FC5_"
"RCAN2","QNSCbyPNSCBen_FC5_"
"RCC1","PNSCbyQNSCBen_FC5_"
"RCC2","PNSCbyQNSCBen_FC5_"
"RCL1","PNSCbyQNSCBen_FC5_"
"RCN3","PNSCbyQNSCBen_FC5_"
"RCOR2","PNSCbyQNSCBen_FC5_"
"RCSD1","QNSCbyPNSCBen_FC5_"
"RECQL4","PNSCbyQNSCBen_FC5_"
"RELL1","QNSCbyPNSCBen_FC5_"
"RELL2","PNSCbyQNSCBen_FC5_"
"REP15","QNSCbyPNSCBen_FC5_"
"RET","QNSCbyPNSCBen_FC5_"
"RFC4","PNSCbyQNSCBen_FC5_"
"RFX4","PNSCbyQNSCBen_FC5_"
"RFX8","PNSCbyQNSCBen_FC5_"
"RGS6","QNSCbyPNSCBen_FC5_"
"RGS7BP","PNSCbyQNSCBen_FC5_"
"RHOU","QNSCbyPNSCBen_FC5_"
"RILP","QNSCbyPNSCBen_FC5_"
"RIMBP3B","PNSCbyQNSCBen_FC5_"
"RIMBP3","PNSCbyQNSCBen_FC5_"
"RIMBP3C","PNSCbyQNSCBen_FC5_"
"RIMKLB","QNSCbyPNSCBen_FC5_"
"RIMS4","PNSCbyQNSCBen_FC5_"
"RIN1","QNSCbyPNSCBen_FC5_"
"RINL","QNSCbyPNSCBen_FC5_"
"RIPPLY1","QNSCbyPNSCBen_FC5_"
"RLBP1","PNSCbyQNSCBen_FC5_"
"RNASE1","QNSCbyPNSCBen_FC5_"
"RNASE10","QNSCbyPNSCBen_FC5_"
"RND1","QNSCbyPNSCBen_FC5_"
"RNF125","QNSCbyPNSCBen_FC5_"
"RNF128","QNSCbyPNSCBen_FC5_"
"RNF150","QNSCbyPNSCBen_FC5_"
"RNF152","QNSCbyPNSCBen_FC5_"
"RNF182","QNSCbyPNSCBen_FC5_"
"ROM1","QNSCbyPNSCBen_FC5_"
"RORC","QNSCbyPNSCBen_FC5_"
"RPP40","PNSCbyQNSCBen_FC5_"
"RPS2","PNSCbyQNSCBen_FC5_"
"RPS6KA6","PNSCbyQNSCBen_FC5_"
"RRM2","PNSCbyQNSCBen_FC5_"
"RSAD2","PNSCbyQNSCBen_FC5_"
"RSPO3","QNSCbyPNSCBen_FC5_"
"RTKN2","PNSCbyQNSCBen_FC5_"
"RTN4RL1","QNSCbyPNSCBen_FC5_"
"RTP4","QNSCbyPNSCBen_FC5_"
"RUNX2","QNSCbyPNSCBen_FC5_"
"RUVBL2","PNSCbyQNSCBen_FC5_"
"RYR3","PNSCbyQNSCBen_FC5_"
"S100A1","QNSCbyPNSCBen_FC5_"
"S100A11","QNSCbyPNSCBen_FC5_"
"S100A13","QNSCbyPNSCBen_FC5_"
"S100A3","QNSCbyPNSCBen_FC5_"
"S100A4","QNSCbyPNSCBen_FC5_"
"S100A6","QNSCbyPNSCBen_FC5_"
"S1PR1","QNSCbyPNSCBen_FC5_"
"SAMD10","QNSCbyPNSCBen_FC5_"
"SAMD5","QNSCbyPNSCBen_FC5_"
"SAMD9L","QNSCbyPNSCBen_FC5_"
"SASS6","PNSCbyQNSCBen_FC5_"
"SAT1","QNSCbyPNSCBen_FC5_"
"SBNO2","QNSCbyPNSCBen_FC5_"
"SCARF1","QNSCbyPNSCBen_FC5_"
"SCG2","QNSCbyPNSCBen_FC5_"
"SCML2","PNSCbyQNSCBen_FC5_"
"SCML4","PNSCbyQNSCBen_FC5_"
"SCN1B","QNSCbyPNSCBen_FC5_"
"SCN3B","QNSCbyPNSCBen_FC5_"
"SCP2","QNSCbyPNSCBen_FC5_"
"SCUBE3","QNSCbyPNSCBen_FC5_"
"SCX","QNSCbyPNSCBen_FC5_"
"SDC1","QNSCbyPNSCBen_FC5_"
"SDS","QNSCbyPNSCBen_FC5_"
"SDSL","QNSCbyPNSCBen_FC5_"
"SEMA3B","QNSCbyPNSCBen_FC5_"
"SEMA3C","QNSCbyPNSCBen_FC5_"
"SEMA3E","QNSCbyPNSCBen_FC5_"
"SEMA3F","QNSCbyPNSCBen_FC5_"
"SEMA4D","QNSCbyPNSCBen_FC5_"
"SEMA5B","PNSCbyQNSCBen_FC5_"
"SERPINA3","QNSCbyPNSCBen_FC5_"
"SERPINB1","QNSCbyPNSCBen_FC5_"
"SERPINB8","QNSCbyPNSCBen_FC5_"
"SERPINB9","QNSCbyPNSCBen_FC5_"
"SERPINE1","QNSCbyPNSCBen_FC5_"
"SERPINF1","QNSCbyPNSCBen_FC5_"
"SERPING1","QNSCbyPNSCBen_FC5_"
"SERTAD4","QNSCbyPNSCBen_FC5_"
"SETBP1","QNSCbyPNSCBen_FC5_"
"SEZ6","QNSCbyPNSCBen_FC5_"
"SFRP2","PNSCbyQNSCBen_FC5_"
"SFTPC","PNSCbyQNSCBen_FC5_"
"SFXN2","PNSCbyQNSCBen_FC5_"
"SGCA","QNSCbyPNSCBen_FC5_"
"SH3PXD2A","QNSCbyPNSCBen_FC5_"
"SH3TC1","QNSCbyPNSCBen_FC5_"
"SHANK1","QNSCbyPNSCBen_FC5_"
"SHANK2","QNSCbyPNSCBen_FC5_"
"SHC3","PNSCbyQNSCBen_FC5_"
"SHC4","PNSCbyQNSCBen_FC5_"
"SHCBP1","PNSCbyQNSCBen_FC5_"
"SHF","QNSCbyPNSCBen_FC5_"
"SHMT1","PNSCbyQNSCBen_FC5_"
"SHROOM3","QNSCbyPNSCBen_FC5_"
"SIDT2","QNSCbyPNSCBen_FC5_"
"SIK1","QNSCbyPNSCBen_FC5_"
"SIK1B","QNSCbyPNSCBen_FC5_"
"SIX3","PNSCbyQNSCBen_FC5_"
"SKP2","PNSCbyQNSCBen_FC5_"
"SLA2","QNSCbyPNSCBen_FC5_"
"SLC12A5","QNSCbyPNSCBen_FC5_"
"SLC13A4","QNSCbyPNSCBen_FC5_"
"SLC13A5","PNSCbyQNSCBen_FC5_"
"SLC14A1","QNSCbyPNSCBen_FC5_"
"SLC14A2","PNSCbyQNSCBen_FC5_"
"SLC15A1","QNSCbyPNSCBen_FC5_"
"SLC16A4","QNSCbyPNSCBen_FC5_"
"SLC17A8","PNSCbyQNSCBen_FC5_"
"SLC1A1","PNSCbyQNSCBen_FC5_"
"SLC1A2","QNSCbyPNSCBen_FC5_"
"SLC1A3","PNSCbyQNSCBen_FC5_"
"SLC1A5","PNSCbyQNSCBen_FC5_"
"SLC1A7","QNSCbyPNSCBen_FC5_"
"SLC22A12","QNSCbyPNSCBen_FC5_"
"SLC22A14","QNSCbyPNSCBen_FC5_"
"SLC22A15","QNSCbyPNSCBen_FC5_"
"SLC22A18","QNSCbyPNSCBen_FC5_"
"SLC22A2","QNSCbyPNSCBen_FC5_"
"SLC22A5","QNSCbyPNSCBen_FC5_"
"SLC25A34","QNSCbyPNSCBen_FC5_"
"SLC25A45","QNSCbyPNSCBen_FC5_"
"SLC25A48","QNSCbyPNSCBen_FC5_"
"SLC29A4","PNSCbyQNSCBen_FC5_"
"SLC2A13","QNSCbyPNSCBen_FC5_"
"SLC2A4","QNSCbyPNSCBen_FC5_"
"SLC35F3","QNSCbyPNSCBen_FC5_"
"SLC37A1","QNSCbyPNSCBen_FC5_"
"SLC38A3","PNSCbyQNSCBen_FC5_"
"SLC39A12","QNSCbyPNSCBen_FC5_"
"SLC39A13","QNSCbyPNSCBen_FC5_"
"SLC41A3","QNSCbyPNSCBen_FC5_"
"SLC43A1","PNSCbyQNSCBen_FC5_"
"SLC43A2","QNSCbyPNSCBen_FC5_"
"SLC44A1","QNSCbyPNSCBen_FC5_"
"SLC44A3","QNSCbyPNSCBen_FC5_"
"SLC46A3","QNSCbyPNSCBen_FC5_"
"SLC6A1","PNSCbyQNSCBen_FC5_"
"SLC6A11","PNSCbyQNSCBen_FC5_"
"SLC6A17","QNSCbyPNSCBen_FC5_"
"SLC6A6","QNSCbyPNSCBen_FC5_"
"SLC6A8","QNSCbyPNSCBen_FC5_"
"SLC7A1","PNSCbyQNSCBen_FC5_"
"SLC7A2","QNSCbyPNSCBen_FC5_"
"SLC8A1","QNSCbyPNSCBen_FC5_"
"SLC8A3","QNSCbyPNSCBen_FC5_"
"SLC9A9","QNSCbyPNSCBen_FC5_"
"SLCO1A2","QNSCbyPNSCBen_FC5_"
"SLIT1","PNSCbyQNSCBen_FC5_"
"SLIT2","PNSCbyQNSCBen_FC5_"
"SLITRK1","PNSCbyQNSCBen_FC5_"
"SMAD6","QNSCbyPNSCBen_FC5_"
"SMAD7","QNSCbyPNSCBen_FC5_"
"SMC2","PNSCbyQNSCBen_FC5_"
"SMOC2","QNSCbyPNSCBen_FC5_"
"SMTN","PNSCbyQNSCBen_FC5_"
"SNAI2","QNSCbyPNSCBen_FC5_"
"SNORA31","QNSCbyPNSCBen_FC5_"
"SNORA74A","QNSCbyPNSCBen_FC5_"
"SNTA1","QNSCbyPNSCBen_FC5_"
"SNTB2","QNSCbyPNSCBen_FC5_"
"SOCS2","QNSCbyPNSCBen_FC5_"
"SOCS3","QNSCbyPNSCBen_FC5_"
"SORBS1","QNSCbyPNSCBen_FC5_"
"SORBS2","QNSCbyPNSCBen_FC5_"
"SORBS3","QNSCbyPNSCBen_FC5_"
"SORL1","QNSCbyPNSCBen_FC5_"
"SOX11","PNSCbyQNSCBen_FC5_"
"SOX3","PNSCbyQNSCBen_FC5_"
"SOX8","PNSCbyQNSCBen_FC5_"
"SP9","PNSCbyQNSCBen_FC5_"
"SPAG5","PNSCbyQNSCBen_FC5_"
"SPARC","QNSCbyPNSCBen_FC5_"
"SPC24","PNSCbyQNSCBen_FC5_"
"SPC25","PNSCbyQNSCBen_FC5_"
"SPINK9","PNSCbyQNSCBen_FC5_"
"SPON2","QNSCbyPNSCBen_FC5_"
"SPP1","QNSCbyPNSCBen_FC5_"
"SPRY4","PNSCbyQNSCBen_FC5_"
"SPSB1","QNSCbyPNSCBen_FC5_"
"SPSB4","PNSCbyQNSCBen_FC5_"
"SRCIN1","QNSCbyPNSCBen_FC5_"
"SRD5A1","PNSCbyQNSCBen_FC5_"
"SRGAP1","QNSCbyPNSCBen_FC5_"
"SRL","PNSCbyQNSCBen_FC5_"
"SRM","PNSCbyQNSCBen_FC5_"
"SRPK3","PNSCbyQNSCBen_FC5_"
"SRRM3","QNSCbyPNSCBen_FC5_"
"SRRM4","QNSCbyPNSCBen_FC5_"
"SRSF12","PNSCbyQNSCBen_FC5_"
"SRXN1","QNSCbyPNSCBen_FC5_"
"ST3GAL1","QNSCbyPNSCBen_FC5_"
"ST3GAL2","QNSCbyPNSCBen_FC5_"
"STAB1","QNSCbyPNSCBen_FC5_"
"STAC2","QNSCbyPNSCBen_FC5_"
"STAP2","QNSCbyPNSCBen_FC5_"
"STARD10","QNSCbyPNSCBen_FC5_"
"STAT6","QNSCbyPNSCBen_FC5_"
"STBD1","QNSCbyPNSCBen_FC5_"
"STEAP2","QNSCbyPNSCBen_FC5_"
"STIL","PNSCbyQNSCBen_FC5_"
"STIM1","QNSCbyPNSCBen_FC5_"
"STK32A","QNSCbyPNSCBen_FC5_"
"STK33","PNSCbyQNSCBen_FC5_"
"STMN1","PNSCbyQNSCBen_FC5_"
"STMN3","QNSCbyPNSCBen_FC5_"
"STOM","QNSCbyPNSCBen_FC5_"
"STON2","QNSCbyPNSCBen_FC5_"
"STXBP2","QNSCbyPNSCBen_FC5_"
"STYXL1","QNSCbyPNSCBen_FC5_"
"SUSD2","QNSCbyPNSCBen_FC5_"
"SUV39H1","PNSCbyQNSCBen_FC5_"
"SUV39H2","PNSCbyQNSCBen_FC5_"
"SVEP1","QNSCbyPNSCBen_FC5_"
"SYBU","PNSCbyQNSCBen_FC5_"
"SYCE2","PNSCbyQNSCBen_FC5_"
"SYNC","QNSCbyPNSCBen_FC5_"
"SYNGR3","QNSCbyPNSCBen_FC5_"
"SYNGR4","PNSCbyQNSCBen_FC5_"
"SYNM","QNSCbyPNSCBen_FC5_"
"SYNPO2","QNSCbyPNSCBen_FC5_"
"SYTL1","QNSCbyPNSCBen_FC5_"
"SYTL2","QNSCbyPNSCBen_FC5_"
"TACC3","PNSCbyQNSCBen_FC5_"
"TAS1R1","QNSCbyPNSCBen_FC5_"
"TBC1D30","PNSCbyQNSCBen_FC5_"
"TBX2","QNSCbyPNSCBen_FC5_"
"TBX6","QNSCbyPNSCBen_FC5_"
"TCP11L2","QNSCbyPNSCBen_FC5_"
"TECTA","PNSCbyQNSCBen_FC5_"
"TES","QNSCbyPNSCBen_FC5_"
"TEX14","PNSCbyQNSCBen_FC5_"
"TEX264","QNSCbyPNSCBen_FC5_"
"TFDP1","PNSCbyQNSCBen_FC5_"
"TGFB2","QNSCbyPNSCBen_FC5_"
"TGFB3","QNSCbyPNSCBen_FC5_"
"TGIF2","PNSCbyQNSCBen_FC5_"
"TGM2","QNSCbyPNSCBen_FC5_"
"THBS1","QNSCbyPNSCBen_FC5_"
"THRA","QNSCbyPNSCBen_FC5_"
"TIMELESS","PNSCbyQNSCBen_FC5_"
"TIMP2","QNSCbyPNSCBen_FC5_"
"TIMP4","QNSCbyPNSCBen_FC5_"
"TINAGL1","QNSCbyPNSCBen_FC5_"
"TJP3","PNSCbyQNSCBen_FC5_"
"TK1","PNSCbyQNSCBen_FC5_"
"TLCD2","QNSCbyPNSCBen_FC5_"
"TLE4","PNSCbyQNSCBen_FC5_"
"TLE6","PNSCbyQNSCBen_FC5_"
"TLR6","PNSCbyQNSCBen_FC5_"
"TM6SF1","QNSCbyPNSCBen_FC5_"
"TMEFF2","QNSCbyPNSCBen_FC5_"
"TMEM116","QNSCbyPNSCBen_FC5_"
"TMEM117","QNSCbyPNSCBen_FC5_"
"TMEM132B","QNSCbyPNSCBen_FC5_"
"TMEM132E","QNSCbyPNSCBen_FC5_"
"TMEM145","QNSCbyPNSCBen_FC5_"
"TMEM150A","QNSCbyPNSCBen_FC5_"
"TMEM151A","QNSCbyPNSCBen_FC5_"
"TMEM176A","QNSCbyPNSCBen_FC5_"
"TMEM176B","QNSCbyPNSCBen_FC5_"
"TMEM182","PNSCbyQNSCBen_FC5_"
"TMEM220","QNSCbyPNSCBen_FC5_"
"TMEM51","PNSCbyQNSCBen_FC5_"
"TMEM53","QNSCbyPNSCBen_FC5_"
"TMEM56-RWDD3","QNSCbyPNSCBen_FC5_"
"TMEM56","QNSCbyPNSCBen_FC5_"
"TMEM86A","QNSCbyPNSCBen_FC5_"
"TMEM89","QNSCbyPNSCBen_FC5_"
"TMEM97","PNSCbyQNSCBen_FC5_"
"TMIE","QNSCbyPNSCBen_FC5_"
"TMIGD1","QNSCbyPNSCBen_FC5_"
"TMOD1","QNSCbyPNSCBen_FC5_"
"TMPO","PNSCbyQNSCBen_FC5_"
"TMTC1","QNSCbyPNSCBen_FC5_"
"TNFAIP6","PNSCbyQNSCBen_FC5_"
"TNFAIP8L1","PNSCbyQNSCBen_FC5_"
"TNFRSF12A","QNSCbyPNSCBen_FC5_"
"TNFRSF13C","QNSCbyPNSCBen_FC5_"
"TNFRSF10C","QNSCbyPNSCBen_FC5_"
"TNFRSF10B","QNSCbyPNSCBen_FC5_"
"TNFRSF10D","QNSCbyPNSCBen_FC5_"
"TNFSF18","PNSCbyQNSCBen_FC5_"
"TNMD","QNSCbyPNSCBen_FC5_"
"TNNI1","QNSCbyPNSCBen_FC5_"
"TNR","QNSCbyPNSCBen_FC5_"
"TOB2","QNSCbyPNSCBen_FC5_"
"TOM1","QNSCbyPNSCBen_FC5_"
"TOM1L2","QNSCbyPNSCBen_FC5_"
"TOP2A","PNSCbyQNSCBen_FC5_"
"TOPBP1","PNSCbyQNSCBen_FC5_"
"TOX2","PNSCbyQNSCBen_FC5_"
"TOX3","PNSCbyQNSCBen_FC5_"
"TPH2","QNSCbyPNSCBen_FC5_"
"TPPP","PNSCbyQNSCBen_FC5_"
"TPPP3","QNSCbyPNSCBen_FC5_"
"TPX2","PNSCbyQNSCBen_FC5_"
"TRAF3IP2","PNSCbyQNSCBen_FC5_"
"TRAF4","PNSCbyQNSCBen_FC5_"
"TRAIP","PNSCbyQNSCBen_FC5_"
"TRAM1L1","PNSCbyQNSCBen_FC5_"
"TRDN","QNSCbyPNSCBen_FC5_"
"TF","PNSCbyQNSCBen_FC5_"
"TRIB2","PNSCbyQNSCBen_FC5_"
"TRIM5","QNSCbyPNSCBen_FC5_"
"TRIM17","QNSCbyPNSCBen_FC5_"
"TRIM29","QNSCbyPNSCBen_FC5_"
"TRIM6-TRIM34","QNSCbyPNSCBen_FC5_"
"TRIM34","QNSCbyPNSCBen_FC5_"
"TRIM63","QNSCbyPNSCBen_FC5_"
"TRIP13","PNSCbyQNSCBen_FC5_"
"TROAP","PNSCbyQNSCBen_FC5_"
"TP53I11","PNSCbyQNSCBen_FC5_"
"TP63","QNSCbyPNSCBen_FC5_"
"TSHR","QNSCbyPNSCBen_FC5_"
"TSHZ1","QNSCbyPNSCBen_FC5_"
"TSHZ2","QNSCbyPNSCBen_FC5_"
"TSLP","PNSCbyQNSCBen_FC5_"
"TSPAN17","QNSCbyPNSCBen_FC5_"
"TSPAN32","QNSCbyPNSCBen_FC5_"
"TSPAN4","QNSCbyPNSCBen_FC5_"
"TST","QNSCbyPNSCBen_FC5_"
"TTC22","QNSCbyPNSCBen_FC5_"
"TTC39B","QNSCbyPNSCBen_FC5_"
"TTC6","QNSCbyPNSCBen_FC5_"
"TTK","PNSCbyQNSCBen_FC5_"
"TTLL11","QNSCbyPNSCBen_FC5_"
"TTYH3","PNSCbyQNSCBen_FC5_"
"TUB","QNSCbyPNSCBen_FC5_"
"TUBA4A","QNSCbyPNSCBen_FC5_"
"TUBB3","QNSCbyPNSCBen_FC5_"
"TULP2","QNSCbyPNSCBen_FC5_"
"TXNDC2","QNSCbyPNSCBen_FC5_"
"TXNIP","QNSCbyPNSCBen_FC5_"
"TYMS","PNSCbyQNSCBen_FC5_"
"UBE2C","PNSCbyQNSCBen_FC5_"
"UBE2T","PNSCbyQNSCBen_FC5_"
"UBXN10","PNSCbyQNSCBen_FC5_"
"UCHL1","QNSCbyPNSCBen_FC5_"
"UHRF1","PNSCbyQNSCBen_FC5_"
"UNC13C","QNSCbyPNSCBen_FC5_"
"UNC5A","PNSCbyQNSCBen_FC5_"
"UNC5B","QNSCbyPNSCBen_FC5_"
"UNC80","PNSCbyQNSCBen_FC5_"
"UNG","PNSCbyQNSCBen_FC5_"
"UPB1","QNSCbyPNSCBen_FC5_"
"UPP2","QNSCbyPNSCBen_FC5_"
"USP1","PNSCbyQNSCBen_FC5_"
"USP18","QNSCbyPNSCBen_FC5_"
"USP41","QNSCbyPNSCBen_FC5_"
"USP35","QNSCbyPNSCBen_FC5_"
"USP44","PNSCbyQNSCBen_FC5_"
"USP51","PNSCbyQNSCBen_FC5_"
"USP53","QNSCbyPNSCBen_FC5_"
"VARS","PNSCbyQNSCBen_FC5_"
"VASH1","PNSCbyQNSCBen_FC5_"
"VASH2","PNSCbyQNSCBen_FC5_"
"VASN","QNSCbyPNSCBen_FC5_"
"VCAN","PNSCbyQNSCBen_FC5_"
"VGF","QNSCbyPNSCBen_FC5_"
"VSIG10L","QNSCbyPNSCBen_FC5_"
"VTCN1","QNSCbyPNSCBen_FC5_"
"VWA3B","QNSCbyPNSCBen_FC5_"
"VWA5A","QNSCbyPNSCBen_FC5_"
"VWA5B1","PNSCbyQNSCBen_FC5_"
"WDHD1","PNSCbyQNSCBen_FC5_"
"WDR72","QNSCbyPNSCBen_FC5_"
"WDR76","PNSCbyQNSCBen_FC5_"
"WDR90","PNSCbyQNSCBen_FC5_"
"WEE1","PNSCbyQNSCBen_FC5_"
"WHRN","QNSCbyPNSCBen_FC5_"
"WIF1","QNSCbyPNSCBen_FC5_"
"WIPF3","PNSCbyQNSCBen_FC5_"
"WIPI1","QNSCbyPNSCBen_FC5_"
"WNK4","QNSCbyPNSCBen_FC5_"
"WNT11","QNSCbyPNSCBen_FC5_"
"WNT4","QNSCbyPNSCBen_FC5_"
"WNT5B","QNSCbyPNSCBen_FC5_"
"WNT7A","PNSCbyQNSCBen_FC5_"
"WNT7B","PNSCbyQNSCBen_FC5_"
"WNT9A","QNSCbyPNSCBen_FC5_"
"WSCD1","PNSCbyQNSCBen_FC5_"
"WT1","QNSCbyPNSCBen_FC5_"
"XKR5","PNSCbyQNSCBen_FC5_"
"XKRX","QNSCbyPNSCBen_FC5_"
"XPNPEP2","QNSCbyPNSCBen_FC5_"
"XYLT1","PNSCbyQNSCBen_FC5_"
"YPEL2","QNSCbyPNSCBen_FC5_"
"YPEL3","QNSCbyPNSCBen_FC5_"
"YPEL4","QNSCbyPNSCBen_FC5_"
"ZBTB16","QNSCbyPNSCBen_FC5_"
"ZBTB4","QNSCbyPNSCBen_FC5_"
"ZC3H12A","QNSCbyPNSCBen_FC5_"
"ZC3HAV1L","PNSCbyQNSCBen_FC5_"
"ZCCHC12","PNSCbyQNSCBen_FC5_"
"ZFR2","QNSCbyPNSCBen_FC5_"
"ZIK1","PNSCbyQNSCBen_FC5_"
"ZNF483","PNSCbyQNSCBen_FC5_"
"ZMYND12","QNSCbyPNSCBen_FC5_"
"ZPLD1","QNSCbyPNSCBen_FC5_"
"ZWILCH","PNSCbyQNSCBen_FC5_"
