Gene,Category,sample_1,sample_2,value_1_tap,value_2_qnp,FC5
AABR07044388.1,tapBYqnp_FC5_,tap,qnp,39.2747,1.48525,26.44315772
Ormdl1,tapBYqnp_FC5_,tap,qnp,46.7244,1.77207,26.36712997
Neurod1,tapBYqnp_FC5_,tap,qnp,2.89581,0.110446,26.21923836
Crcp,tapBYqnp_FC5_,tap,qnp,1270.32,48.4793,26.20334865
Casp4,tapBYqnp_FC5_,tap,qnp,790.984,30.3268,26.08201327
Adgrv1,tapBYqnp_FC5_,tap,qnp,43.5529,1.67732,25.96576682
Rfesd,tapBYqnp_FC5_,tap,qnp,101.536,3.99761,25.39917601
Dram2,tapBYqnp_FC5_,tap,qnp,195.603,7.74131,25.2674289
Kdm4c,tapBYqnp_FC5_,tap,qnp,410.393,16.2795,25.20918947
Rpl31,tapBYqnp_FC5_,tap,qnp,6196.7,247.094,25.07831028
LOC100360750,tapBYqnp_FC5_,tap,qnp,86.2307,3.49205,24.69343222
AABR07043453.1,tapBYqnp_FC5_,tap,qnp,77.3284,3.20234,24.14746716
Rps10l1,tapBYqnp_FC5_,tap,qnp,63.6309,2.64755,24.03388038
Ka11,tapBYqnp_FC5_,tap,qnp,2.24214,0.0935076,23.97815793
AABR07001210.1,tapBYqnp_FC5_,tap,qnp,10.6248,0.443311,23.96692164
Rps25,tapBYqnp_FC5_,tap,qnp,27163.1,1133.44,23.96518563
P2ry12,tapBYqnp_FC5_,tap,qnp,28.5313,1.19146,23.94650261
AABR07000382.1,tapBYqnp_FC5_,tap,qnp,32.606,1.36393,23.90591893
Sh2d5,tapBYqnp_FC5_,tap,qnp,2.29296,0.0960937,23.86170998
LOC688613,tapBYqnp_FC5_,tap,qnp,18.6864,0.783999,23.83472428
AABR07056845.1,tapBYqnp_FC5_,tap,qnp,128.536,5.39767,23.81323793
Dnajc5,tapBYqnp_FC5_,tap,qnp,898.668,37.7959,23.77686469
AABR07054367.1,tapBYqnp_FC5_,tap,qnp,47.7604,2.01582,23.69279003
AABR07061328.1,tapBYqnp_FC5_,tap,qnp,2.4954,0.105776,23.59136288
Pkp1,tapBYqnp_FC5_,tap,qnp,0.966788,0.0410591,23.54625406
Vom2r60,tapBYqnp_FC5_,tap,qnp,1.82188,0.0783269,23.25995284
Cntnap5b,tapBYqnp_FC5_,tap,qnp,2.27455,0.0979831,23.21369706
Zfp617,tapBYqnp_FC5_,tap,qnp,31.6379,1.36657,23.15132046
AABR07034833.2,tapBYqnp_FC5_,tap,qnp,2.28551,0.0989195,23.10474679
Abcc5,tapBYqnp_FC5_,tap,qnp,77.926,3.3807,23.05025586
Wbp11,tapBYqnp_FC5_,tap,qnp,3.76394,0.163907,22.96387586
AABR07001233.1,tapBYqnp_FC5_,tap,qnp,4.54813,0.198577,22.90360918
Grid2,tapBYqnp_FC5_,tap,qnp,2.12179,0.0935191,22.68830645
Armc2,tapBYqnp_FC5_,tap,qnp,2.35076,0.103787,22.64985017
Otulin,tapBYqnp_FC5_,tap,qnp,11.065,0.488839,22.63526437
Krt31,tapBYqnp_FC5_,tap,qnp,8.24396,0.366071,22.52011222
AABR07058192.1,tapBYqnp_FC5_,tap,qnp,1.64092,0.0729489,22.49410204
Ppara,tapBYqnp_FC5_,tap,qnp,8.31593,0.370068,22.47135662
Hmga1,tapBYqnp_FC5_,tap,qnp,1101.79,49.1865,22.4002521
Zfp770,tapBYqnp_FC5_,tap,qnp,69.5589,3.11341,22.34170893
Ubl5,tapBYqnp_FC5_,tap,qnp,2252.31,101.518,22.18631179
AABR07002898.1,tapBYqnp_FC5_,tap,qnp,9.78799,0.44223,22.13325645
Kazn,tapBYqnp_FC5_,tap,qnp,5.56607,0.251749,22.10960123
AABR07029573.1,tapBYqnp_FC5_,tap,qnp,125.718,5.70233,22.04677737
Xkr9,tapBYqnp_FC5_,tap,qnp,2.5155,0.114831,21.90610549
Tmem167a,tapBYqnp_FC5_,tap,qnp,956.377,43.6957,21.88721087
Cyp11b3,tapBYqnp_FC5_,tap,qnp,1.62816,0.0751375,21.66907337
AABR07070310.1,tapBYqnp_FC5_,tap,qnp,20.3289,0.941271,21.59728707
Arap2,tapBYqnp_FC5_,tap,qnp,28.7337,1.33069,21.59308329
AABR07066144.1,tapBYqnp_FC5_,tap,qnp,6.96398,0.323316,21.53923715
Chadl,tapBYqnp_FC5_,tap,qnp,4.1128,0.191083,21.52363109
Cetn4,tapBYqnp_FC5_,tap,qnp,123.586,5.74373,21.51667993
AABR07002546.1,tapBYqnp_FC5_,tap,qnp,2.28024,0.106317,21.44755778
Tube1,tapBYqnp_FC5_,tap,qnp,11.3491,0.530227,21.40422875
Eya3,tapBYqnp_FC5_,tap,qnp,336.91,15.786,21.34232865
Tmem163,tapBYqnp_FC5_,tap,qnp,3.88818,0.182777,21.27280785
Nkap,tapBYqnp_FC5_,tap,qnp,804.107,37.8375,21.25158903
Pigf,tapBYqnp_FC5_,tap,qnp,154.912,7.29124,21.2463175
Hilpda,tapBYqnp_FC5_,tap,qnp,132.797,6.25148,21.24248978
Dpep2,tapBYqnp_FC5_,tap,qnp,2.94148,0.138598,21.22310567
Trappc2,tapBYqnp_FC5_,tap,qnp,108.324,5.10425,21.22231474
Entpd3,tapBYqnp_FC5_,tap,qnp,1.36963,0.0645837,21.20705379
Atp6v0a4,tapBYqnp_FC5_,tap,qnp,1.41021,0.0665367,21.19446862
Oscar,tapBYqnp_FC5_,tap,qnp,4.45887,0.21044,21.18831971
Aplp2,tapBYqnp_FC5_,tap,qnp,185.852,8.80412,21.10966229
Rhoh,tapBYqnp_FC5_,tap,qnp,3.29333,0.156056,21.10351412
LOC292543,tapBYqnp_FC5_,tap,qnp,1.735,0.0823037,21.08046175
AABR07046628.1,tapBYqnp_FC5_,tap,qnp,397.918,18.9375,21.01217162
AC128207.1,tapBYqnp_FC5_,tap,qnp,215.471,10.2594,21.00230033
Wnk3,tapBYqnp_FC5_,tap,qnp,18.546,0.887281,20.90205921
Lgr5,tapBYqnp_FC5_,tap,qnp,9.18446,0.441601,20.79809602
AC127076.1,tapBYqnp_FC5_,tap,qnp,8.1916,0.398301,20.5663556
Txn1,tapBYqnp_FC5_,tap,qnp,3727.12,183.101,20.35554148
Nwd2,tapBYqnp_FC5_,tap,qnp,3.67226,0.180453,20.3502297
AABR07026399.1,tapBYqnp_FC5_,tap,qnp,4.40339,0.218322,20.16924543
Cbx5,tapBYqnp_FC5_,tap,qnp,2977.56,147.96,20.12408759
AABR07061378.1,tapBYqnp_FC5_,tap,qnp,748.698,37.2363,20.1066701
Tasp1,tapBYqnp_FC5_,tap,qnp,8.84422,0.443001,19.96433417
Mogat1,tapBYqnp_FC5_,tap,qnp,5.08889,0.255273,19.9350891
Pknox2,tapBYqnp_FC5_,tap,qnp,305.782,15.3918,19.86655232
LOC100910057,tapBYqnp_FC5_,tap,qnp,4.94934,0.251747,19.65997609
Scn11a,tapBYqnp_FC5_,tap,qnp,0.309413,0.0157815,19.60605773
Nif3l1,tapBYqnp_FC5_,tap,qnp,59.1376,3.02756,19.53308935
AABR07044383.1,tapBYqnp_FC5_,tap,qnp,16.4818,0.846274,19.47572536
Btf3l4,tapBYqnp_FC5_,tap,qnp,249.715,12.8649,19.41056674
Pstpip2,tapBYqnp_FC5_,tap,qnp,14.6447,0.75507,19.39515542
Vom2r16,tapBYqnp_FC5_,tap,qnp,6.85444,0.35496,19.31045752
AA926063,tapBYqnp_FC5_,tap,qnp,93.473,4.8418,19.3054236
RGD1566359,tapBYqnp_FC5_,tap,qnp,478.995,25.0583,19.1152233
AABR07058464.1,tapBYqnp_FC5_,tap,qnp,322.604,16.9479,19.03504269
AABR07002928.2,tapBYqnp_FC5_,tap,qnp,12.6141,0.665189,18.96318189
Wac,tapBYqnp_FC5_,tap,qnp,142.64,7.61403,18.7338374
Herc6,tapBYqnp_FC5_,tap,qnp,5.55848,0.297335,18.69433467
Kbtbd11,tapBYqnp_FC5_,tap,qnp,8.26664,0.442783,18.66973213
AABR07010563.1,tapBYqnp_FC5_,tap,qnp,26.424,1.41574,18.66444404
Samd12,tapBYqnp_FC5_,tap,qnp,25.6565,1.3805,18.584933
AABR07058976.1,tapBYqnp_FC5_,tap,qnp,1557.42,83.9318,18.55577981
Mrps10,tapBYqnp_FC5_,tap,qnp,106.682,5.77194,18.48286711
AABR07052897.2,tapBYqnp_FC5_,tap,qnp,56.2859,3.05267,18.43825242
AABR07051177.1,tapBYqnp_FC5_,tap,qnp,115.162,6.28214,18.33165132
Nhej1,tapBYqnp_FC5_,tap,qnp,10.7915,0.589129,18.31771989
Susd1,tapBYqnp_FC5_,tap,qnp,5.56868,0.30669,18.15735759
AABR07038477.1,tapBYqnp_FC5_,tap,qnp,12.4524,0.691143,18.01711079
Ift52,tapBYqnp_FC5_,tap,qnp,416.654,23.2017,17.95790826
Abi2,tapBYqnp_FC5_,tap,qnp,399.562,22.4448,17.80198532
Eny2,tapBYqnp_FC5_,tap,qnp,199.708,11.2343,17.7766305
Med8,tapBYqnp_FC5_,tap,qnp,40.1805,2.26078,17.77284831
Art3,tapBYqnp_FC5_,tap,qnp,23.7908,1.34095,17.74175025
Fbxw7,tapBYqnp_FC5_,tap,qnp,440.2,25.0195,17.59427646
AABR07027306.1,tapBYqnp_FC5_,tap,qnp,96.635,5.49863,17.57437762
Kcnk5,tapBYqnp_FC5_,tap,qnp,1.4701,0.0843788,17.42262274
Elovl7,tapBYqnp_FC5_,tap,qnp,14.4812,0.833136,17.38155595
Cited1,tapBYqnp_FC5_,tap,qnp,42.9709,2.47323,17.37440513
RGD1307621,tapBYqnp_FC5_,tap,qnp,5.08193,0.292507,17.37370388
Fam76a,tapBYqnp_FC5_,tap,qnp,249.178,14.3434,17.37231061
Efna3,tapBYqnp_FC5_,tap,qnp,42.9459,2.48677,17.26975153
Pcsk4,tapBYqnp_FC5_,tap,qnp,2.17832,0.126149,17.26783407
Gprasp1,tapBYqnp_FC5_,tap,qnp,0.747759,0.0434396,17.21376348
Cept1,tapBYqnp_FC5_,tap,qnp,74.1328,4.33763,17.09062322
Ube2t,tapBYqnp_FC5_,tap,qnp,281.858,16.5049,17.07723161
Rel,tapBYqnp_FC5_,tap,qnp,6.3175,0.374499,16.86920392
Gbp4,tapBYqnp_FC5_,tap,qnp,12.3747,0.733833,16.86310101
C4b,tapBYqnp_FC5_,tap,qnp,1.77264,0.105412,16.81630175
Pck2,tapBYqnp_FC5_,tap,qnp,29.2484,1.73961,16.81319376
Arl4a,tapBYqnp_FC5_,tap,qnp,294.039,17.5183,16.7846766
Rhebl1,tapBYqnp_FC5_,tap,qnp,34.3923,2.05595,16.72817919
Zfp799,tapBYqnp_FC5_,tap,qnp,30.1374,1.81533,16.60160962
Senp8,tapBYqnp_FC5_,tap,qnp,45.2663,2.73957,16.52314049
Carmil2,tapBYqnp_FC5_,tap,qnp,1.30172,0.0788846,16.50157318
Zbtb46,tapBYqnp_FC5_,tap,qnp,5.01031,0.303757,16.49446762
Rbm12,tapBYqnp_FC5_,tap,qnp,2.48825,0.151998,16.37028119
Hist1h2an,tapBYqnp_FC5_,tap,qnp,50.545,3.09753,16.31784034
Zfp455,tapBYqnp_FC5_,tap,qnp,20.4712,1.25704,16.28524152
Ly6h,tapBYqnp_FC5_,tap,qnp,19.0242,1.16897,16.27432697
Hspe1,tapBYqnp_FC5_,tap,qnp,10699.1,662.506,16.14943865
Gsta6,tapBYqnp_FC5_,tap,qnp,17.1072,1.06382,16.08091594
LOC500475,tapBYqnp_FC5_,tap,qnp,30.2322,1.90776,15.84696188
Matk,tapBYqnp_FC5_,tap,qnp,12.0779,0.763511,15.81889455
AABR07026294.1,tapBYqnp_FC5_,tap,qnp,26.1797,1.65893,15.78107575
Cep57l1,tapBYqnp_FC5_,tap,qnp,53.8025,3.42551,15.70642036
Cpne2,tapBYqnp_FC5_,tap,qnp,9.70286,0.618017,15.69998884
AABR07008670.1,tapBYqnp_FC5_,tap,qnp,19.0916,1.21727,15.68394851
Mrpl52,tapBYqnp_FC5_,tap,qnp,181.49,11.5785,15.67474198
Zfp184,tapBYqnp_FC5_,tap,qnp,63.9704,4.08861,15.64600194
Taf1d,tapBYqnp_FC5_,tap,qnp,728.048,46.734,15.57855095
Cbln1,tapBYqnp_FC5_,tap,qnp,1.30929,0.0840587,15.57590113
Fbxo21,tapBYqnp_FC5_,tap,qnp,96.6371,6.20949,15.5628079
LOC102547287,tapBYqnp_FC5_,tap,qnp,72.8719,4.688,15.54434727
Glrb,tapBYqnp_FC5_,tap,qnp,199.16,12.834,15.5181549
AABR07048487.1,tapBYqnp_FC5_,tap,qnp,3.46247,0.223238,15.51021779
AABR07010502.1,tapBYqnp_FC5_,tap,qnp,239.18,15.4219,15.50911366
RGD1304624,tapBYqnp_FC5_,tap,qnp,5.49581,0.356175,15.43008353
Bpifb1,tapBYqnp_FC5_,tap,qnp,2.0283,0.131855,15.38280687
Plppr1,tapBYqnp_FC5_,tap,qnp,11.0697,0.720821,15.35707201
Zfp280c,tapBYqnp_FC5_,tap,qnp,57.5773,3.75756,15.32305539
Fabp7,tapBYqnp_FC5_,tap,qnp,178.751,11.6918,15.28857832
AABR07055776.1,tapBYqnp_FC5_,tap,qnp,5.82919,0.381921,15.26281613
Stk26,tapBYqnp_FC5_,tap,qnp,0.442645,0.0292356,15.14061624
Tfpi,tapBYqnp_FC5_,tap,qnp,235.129,15.5541,15.11685022
Zbtb16,tapBYqnp_FC5_,tap,qnp,0.582138,0.03864,15.06568323
AABR07066944.1,tapBYqnp_FC5_,tap,qnp,140.551,9.36007,15.01602018
AABR07054578.1,tapBYqnp_FC5_,tap,qnp,68.392,4.5907,14.89794585
Acyp1,tapBYqnp_FC5_,tap,qnp,1925.18,129.378,14.88027331
Rnf32,tapBYqnp_FC5_,tap,qnp,43.5701,2.93502,14.84490736
AABR07018857.1,tapBYqnp_FC5_,tap,qnp,389.958,26.3613,14.79282129
Serpinf2,tapBYqnp_FC5_,tap,qnp,7.2312,0.491544,14.71119574
Catsper2,tapBYqnp_FC5_,tap,qnp,2.09637,0.142574,14.7037328
Sh3kbp1,tapBYqnp_FC5_,tap,qnp,526.757,35.865,14.68721595
AABR07055919.2,tapBYqnp_FC5_,tap,qnp,2039.97,139.306,14.64380572
Irx3,tapBYqnp_FC5_,tap,qnp,24.6055,1.6812,14.6356769
RGD1560883,tapBYqnp_FC5_,tap,qnp,3.81337,0.260871,14.61783794
Cul3,tapBYqnp_FC5_,tap,qnp,625.423,42.8914,14.58154782
Mas1,tapBYqnp_FC5_,tap,qnp,9.03615,0.623096,14.50201895
Pltp,tapBYqnp_FC5_,tap,qnp,4.582,0.316428,14.48038732
LOC317588,tapBYqnp_FC5_,tap,qnp,1.5263,0.105486,14.46921866
AABR07013651.1,tapBYqnp_FC5_,tap,qnp,8.06621,0.558134,14.4521029
Rgp1,tapBYqnp_FC5_,tap,qnp,155.597,10.814,14.3884779
Sntg2,tapBYqnp_FC5_,tap,qnp,2.09439,0.146047,14.34052052
Abcg3l3,tapBYqnp_FC5_,tap,qnp,4.44734,0.310759,14.31121866
Oard1,tapBYqnp_FC5_,tap,qnp,70.908,4.95715,14.30418688
AABR07056730.1,tapBYqnp_FC5_,tap,qnp,128.526,8.98608,14.30278831
Gpt2,tapBYqnp_FC5_,tap,qnp,181.199,12.6723,14.298825
AABR07008293.3,tapBYqnp_FC5_,tap,qnp,11.5604,0.811183,14.25128485
AABR07017046.1,tapBYqnp_FC5_,tap,qnp,370.251,26.02,14.22947733
LOC100360828,tapBYqnp_FC5_,tap,qnp,1097.98,77.6018,14.14889861
Dph5,tapBYqnp_FC5_,tap,qnp,103.026,7.31127,14.09139589
Vom2r80,tapBYqnp_FC5_,tap,qnp,1.6777,0.119268,14.06663984
Ugt8,tapBYqnp_FC5_,tap,qnp,7.63409,0.544684,14.01563108
AABR07026957.1,tapBYqnp_FC5_,tap,qnp,3.57098,0.254958,14.00615003
Thrsp,tapBYqnp_FC5_,tap,qnp,4.23387,0.305561,13.85605493
Pus3,tapBYqnp_FC5_,tap,qnp,99.4005,7.17473,13.85424957
LOC108348069,tapBYqnp_FC5_,tap,qnp,1.74513,0.125977,13.85276677
AABR07043626.4,tapBYqnp_FC5_,tap,qnp,43.8945,3.18406,13.78570127
Fgd3,tapBYqnp_FC5_,tap,qnp,9.09704,0.660008,13.78322687
AABR07001610.1,tapBYqnp_FC5_,tap,qnp,165.032,11.9928,13.76092322
Da2-19,tapBYqnp_FC5_,tap,qnp,27.4021,1.99683,13.72280064
Nrep,tapBYqnp_FC5_,tap,qnp,209.818,15.3047,13.70938339
AABR07000658.1,tapBYqnp_FC5_,tap,qnp,2096.42,153.324,13.67313663
Taar7h,tapBYqnp_FC5_,tap,qnp,5.10261,0.373563,13.65930245
Gpm6a,tapBYqnp_FC5_,tap,qnp,15.2281,1.11828,13.61743034
RGD1563270,tapBYqnp_FC5_,tap,qnp,1294.31,95.5315,13.54851541
Ccdc102a,tapBYqnp_FC5_,tap,qnp,65.3545,4.83703,13.51128688
Snca,tapBYqnp_FC5_,tap,qnp,5.61191,0.415715,13.49941667
Asxl3,tapBYqnp_FC5_,tap,qnp,1.6696,0.124419,13.41917231
AABR07001099.1,tapBYqnp_FC5_,tap,qnp,35.356,2.63784,13.40339065
Tmem56,tapBYqnp_FC5_,tap,qnp,17.2674,1.28965,13.38921413
Bcl7a,tapBYqnp_FC5_,tap,qnp,50.2933,3.75762,13.38434967
Armh4,tapBYqnp_FC5_,tap,qnp,32.5129,2.42972,13.38133612
AABR07057108.1,tapBYqnp_FC5_,tap,qnp,1.70079,0.127687,13.31999342
Ankrd46,tapBYqnp_FC5_,tap,qnp,275.748,20.7194,13.30868654
Acat2l1,tapBYqnp_FC5_,tap,qnp,120.198,9.09561,13.21494655
Thoc5,tapBYqnp_FC5_,tap,qnp,127.603,9.6921,13.16567101
RT1-CE7,tapBYqnp_FC5_,tap,qnp,14.4189,1.09565,13.16013325
Syce2,tapBYqnp_FC5_,tap,qnp,9.16096,0.698395,13.11716149
Bche,tapBYqnp_FC5_,tap,qnp,0.187745,0.0143528,13.08072293
Gbp6,tapBYqnp_FC5_,tap,qnp,13.9758,1.0703,13.05783425
Ndufs5,tapBYqnp_FC5_,tap,qnp,849.402,65.3002,13.00764776
LOC108348215,tapBYqnp_FC5_,tap,qnp,6.56525,0.507279,12.94208907
Zfp639,tapBYqnp_FC5_,tap,qnp,63.3361,4.9099,12.89967209
Ikzf2,tapBYqnp_FC5_,tap,qnp,7.36306,0.571894,12.87486842
Immp1l,tapBYqnp_FC5_,tap,qnp,130.281,10.1454,12.84138624
Ecd,tapBYqnp_FC5_,tap,qnp,11.2905,0.879244,12.84114535
Apbb2,tapBYqnp_FC5_,tap,qnp,152.787,11.9561,12.77899984
Set,tapBYqnp_FC5_,tap,qnp,2297.91,179.956,12.76928805
Nr6a1,tapBYqnp_FC5_,tap,qnp,20.04,1.57435,12.72906279
Dlgap1,tapBYqnp_FC5_,tap,qnp,16.5126,1.29877,12.71402943
Dtwd1,tapBYqnp_FC5_,tap,qnp,9.35258,0.736544,12.69792436
Ube2d3,tapBYqnp_FC5_,tap,qnp,5385.2,425.388,12.65950144
AABR07042611.1,tapBYqnp_FC5_,tap,qnp,87.0513,6.93394,12.55437745
Lca5,tapBYqnp_FC5_,tap,qnp,41.4435,3.30277,12.54810356
Ddx39a,tapBYqnp_FC5_,tap,qnp,70.1395,5.5912,12.54462369
Atp13a3,tapBYqnp_FC5_,tap,qnp,59.3178,4.72859,12.54450058
Fbxo44,tapBYqnp_FC5_,tap,qnp,33.595,2.68566,12.50902944
Pla2g12a,tapBYqnp_FC5_,tap,qnp,57.7288,4.62188,12.49032861
Parpbp,tapBYqnp_FC5_,tap,qnp,6.40837,0.514505,12.4554086
AABR07057961.1,tapBYqnp_FC5_,tap,qnp,11.638,0.936447,12.4278256
AABR07030520.1,tapBYqnp_FC5_,tap,qnp,0.993599,0.0800544,12.41154765
LOC498826,tapBYqnp_FC5_,tap,qnp,12.5357,1.01239,12.38228351
Ccdc62,tapBYqnp_FC5_,tap,qnp,8.60766,0.696186,12.36402341
Plekhn1,tapBYqnp_FC5_,tap,qnp,3.534,0.286643,12.32892483
Tmem205,tapBYqnp_FC5_,tap,qnp,17.1003,1.38765,12.3232083
Hoxa3,tapBYqnp_FC5_,tap,qnp,19.0177,1.54466,12.31190035
AABR07001634.1,tapBYqnp_FC5_,tap,qnp,16.8114,1.36742,12.29424756
Kars,tapBYqnp_FC5_,tap,qnp,444.566,36.4832,12.18549908
AC096239.2,tapBYqnp_FC5_,tap,qnp,161.256,13.2401,12.1793642
Asnsd1,tapBYqnp_FC5_,tap,qnp,54.8101,4.5034,12.17082649
Ptprz1,tapBYqnp_FC5_,tap,qnp,177.126,14.587,12.14272983
Samd9,tapBYqnp_FC5_,tap,qnp,99.22,8.20893,12.08683714
Ccrl2,tapBYqnp_FC5_,tap,qnp,2.57936,0.213944,12.05623902
LOC108353037,tapBYqnp_FC5_,tap,qnp,18.3075,1.52158,12.03190105
Acat2,tapBYqnp_FC5_,tap,qnp,425.837,35.4351,12.01737825
AABR07064613.1,tapBYqnp_FC5_,tap,qnp,6.30986,0.526028,11.99529303
Slc2a12,tapBYqnp_FC5_,tap,qnp,52.5443,4.3901,11.9688162
AABR07019403.1,tapBYqnp_FC5_,tap,qnp,367.192,30.7043,11.95897643
Dus4l,tapBYqnp_FC5_,tap,qnp,10.723,0.903101,11.87353353
AABR07030529.1,tapBYqnp_FC5_,tap,qnp,2621.93,220.922,11.8681254
Nrg2,tapBYqnp_FC5_,tap,qnp,1.54471,0.130422,11.84393737
AABR07058886.1,tapBYqnp_FC5_,tap,qnp,50.3245,4.25781,11.81933905
LOC102554315,tapBYqnp_FC5_,tap,qnp,32.4218,2.74682,11.80339447
Rev1,tapBYqnp_FC5_,tap,qnp,38.5607,3.26917,11.7952569
AABR07029023.1,tapBYqnp_FC5_,tap,qnp,0.859603,0.0729029,11.7910673
Fam53c,tapBYqnp_FC5_,tap,qnp,65.1765,5.55173,11.73985406
RGD1563365,tapBYqnp_FC5_,tap,qnp,64.0205,5.47082,11.70217627
Bms1,tapBYqnp_FC5_,tap,qnp,127.921,10.944,11.68868787
Zscan29,tapBYqnp_FC5_,tap,qnp,7.03008,0.602353,11.67103011
Crem,tapBYqnp_FC5_,tap,qnp,61.1276,5.24944,11.64459447
Pym1,tapBYqnp_FC5_,tap,qnp,110.848,9.51967,11.64410111
Rap1gap,tapBYqnp_FC5_,tap,qnp,22.8902,1.96941,11.62287182
Gar1,tapBYqnp_FC5_,tap,qnp,33.7088,2.91721,11.5551503
Rsrc2,tapBYqnp_FC5_,tap,qnp,749.607,64.8898,11.55200047
AABR07009106.1,tapBYqnp_FC5_,tap,qnp,27.7706,2.40618,11.54136432
Phf20l1,tapBYqnp_FC5_,tap,qnp,101.735,8.83211,11.51876505
Ppil1,tapBYqnp_FC5_,tap,qnp,115.971,10.0778,11.5075711
Syn3,tapBYqnp_FC5_,tap,qnp,11.1023,0.967479,11.47549456
Epm2a,tapBYqnp_FC5_,tap,qnp,9.38523,0.820502,11.43839991
AABR07000433.1,tapBYqnp_FC5_,tap,qnp,4.45918,0.390389,11.42240176
Nek3,tapBYqnp_FC5_,tap,qnp,3.41046,0.299454,11.38892785
Rpl24,tapBYqnp_FC5_,tap,qnp,25244.8,2217.02,11.38681654
LOC100911372,tapBYqnp_FC5_,tap,qnp,322.81,28.439,11.35096171
Vom1r58,tapBYqnp_FC5_,tap,qnp,7.50772,0.661491,11.34969334
Sp110,tapBYqnp_FC5_,tap,qnp,659.143,58.1117,11.34269003
Camkv,tapBYqnp_FC5_,tap,qnp,5.46545,0.482638,11.3241187
Myh2,tapBYqnp_FC5_,tap,qnp,0.710065,0.0627495,11.31586706
Epb41,tapBYqnp_FC5_,tap,qnp,206.597,18.2695,11.30830072
LOC103692984,tapBYqnp_FC5_,tap,qnp,15.0329,1.32964,11.3059926
Hiatl3,tapBYqnp_FC5_,tap,qnp,2.51206,0.222524,11.28893962
Prdm8,tapBYqnp_FC5_,tap,qnp,2.31889,0.205578,11.27985485
AC109942.1,tapBYqnp_FC5_,tap,qnp,34.1376,3.02792,11.27427409
Prdm9,tapBYqnp_FC5_,tap,qnp,30.5446,2.71118,11.26616455
Prr18,tapBYqnp_FC5_,tap,qnp,6.20627,0.551096,11.2616858
Casp12,tapBYqnp_FC5_,tap,qnp,20.591,1.82991,11.25246597
Hist1h2ak,tapBYqnp_FC5_,tap,qnp,96.7321,8.60839,11.23695604
Vmn1r83,tapBYqnp_FC5_,tap,qnp,5.75057,0.512032,11.2308801
Zic4,tapBYqnp_FC5_,tap,qnp,0.292845,0.0261266,11.20869153
Nlrp12,tapBYqnp_FC5_,tap,qnp,1.18404,0.105737,11.19797233
Cnot2,tapBYqnp_FC5_,tap,qnp,499.442,44.8022,11.1477115
Slc25a14,tapBYqnp_FC5_,tap,qnp,26.4361,2.38112,11.10238039
Srsf5,tapBYqnp_FC5_,tap,qnp,993.595,89.7117,11.07542272
Rfpl4a,tapBYqnp_FC5_,tap,qnp,3.34835,0.302513,11.06844995
Eps8l1,tapBYqnp_FC5_,tap,qnp,4.34259,0.392876,11.05333489
Trim17,tapBYqnp_FC5_,tap,qnp,2.77903,0.251945,11.03030423
Sub1,tapBYqnp_FC5_,tap,qnp,415.006,37.6438,11.02455119
AABR07063829.2,tapBYqnp_FC5_,tap,qnp,34.4102,3.13233,10.98549642
Sema4c,tapBYqnp_FC5_,tap,qnp,10.7291,0.979209,10.95690501
St8sia1,tapBYqnp_FC5_,tap,qnp,4.65632,0.425583,10.94103853
Srpk1,tapBYqnp_FC5_,tap,qnp,157.793,14.4796,10.89760767
Rhno1,tapBYqnp_FC5_,tap,qnp,109.317,10.055,10.87190453
AC095947.1,tapBYqnp_FC5_,tap,qnp,227.996,21.0116,10.85095852
Kif21a,tapBYqnp_FC5_,tap,qnp,172.504,15.9034,10.84698869
Glmn,tapBYqnp_FC5_,tap,qnp,25.0515,2.31271,10.83209741
Il18,tapBYqnp_FC5_,tap,qnp,20.9758,1.93808,10.82297944
Rad54b,tapBYqnp_FC5_,tap,qnp,6.77777,0.626406,10.82009112
Ssbp1,tapBYqnp_FC5_,tap,qnp,1650.33,152.554,10.81800543
AABR07020987.1,tapBYqnp_FC5_,tap,qnp,0.36682,0.0340041,10.78752268
AABR07000986.1,tapBYqnp_FC5_,tap,qnp,3.27795,0.304524,10.76417622
Itgb3bp,tapBYqnp_FC5_,tap,qnp,466.41,43.3316,10.76373824
Trappc9,tapBYqnp_FC5_,tap,qnp,40.898,3.8003,10.76178196
Scml2,tapBYqnp_FC5_,tap,qnp,3.28787,0.305724,10.75437323
Zic1,tapBYqnp_FC5_,tap,qnp,1.10576,0.103463,10.68749215
Adora2b,tapBYqnp_FC5_,tap,qnp,0.628783,0.0590588,10.64672835
Sp140,tapBYqnp_FC5_,tap,qnp,9.04876,0.850468,10.63974188
Rp2,tapBYqnp_FC5_,tap,qnp,17.3644,1.63512,10.61964871
RGD1563354,tapBYqnp_FC5_,tap,qnp,3.25442,0.307166,10.59498773
LOC100910979,tapBYqnp_FC5_,tap,qnp,0.756028,0.0714693,10.57836022
Tsta3,tapBYqnp_FC5_,tap,qnp,203.447,19.2634,10.56132355
Plagl1,tapBYqnp_FC5_,tap,qnp,1325.76,125.767,10.54139798
Egfl8,tapBYqnp_FC5_,tap,qnp,6.12192,0.581627,10.52550862
Aptx,tapBYqnp_FC5_,tap,qnp,72.5878,6.91284,10.50043108
Naxd,tapBYqnp_FC5_,tap,qnp,45.6965,4.35262,10.49861922
Llph,tapBYqnp_FC5_,tap,qnp,967.879,92.3377,10.48194833
