Gene,Category,QNP_avg,TAP_avg,FC5
MLLT10P1,QNPbyTAP_FC5_,-1.886094286,-0.28893125,6.527830706
TET2,QNPbyTAP_FC5_,1.145628571,0.17605,6.507404552
COL8A1,QNPbyTAP_FC5_,-2.813814286,-0.432775,6.501794895
RP3-368A4.5,QNPbyTAP_FC5_,0.454263857,0.070781625,6.417821817
RP11-1246C19.1,QNPbyTAP_FC5_,2.6788,0.41796125,6.409206595
WDPCP,QNPbyTAP_FC5_,0.227778571,0.03560525,6.397331052
CDH12P1,QNPbyTAP_FC5_,1.637214286,0.25597375,6.396024146
LSM11,QNPbyTAP_FC5_,1.4097,0.220425,6.395372576
RP11-670E13.6,QNPbyTAP_FC5_,-1.7375,-0.2721225,6.384992053
GATS,QNPbyTAP_FC5_,1.656171429,0.26047625,6.35824352
SPRY4-IT1,QNPbyTAP_FC5_,1.393448571,0.21973375,6.341531838
PLAG1,QNPbyTAP_FC5_,2.790342857,0.44018625,6.33900504
Metazoa_SRP,QNPbyTAP_FC5_,1.253412857,0.1979575,6.331727048
CCDC136,QNPbyTAP_FC5_,3.469,0.5480825,6.329339105
RP11-552M11.8,QNPbyTAP_FC5_,1.801177143,0.28532875,6.312638116
FBXL16,QNPbyTAP_FC5_,1.78777,0.283295,6.310630262
RPS4XP22,QNPbyTAP_FC5_,3.669885714,0.581725,6.308626437
FAM185A,QNPbyTAP_FC5_,1.805714286,0.286925,6.293332006
GS1-174L6.4,QNPbyTAP_FC5_,0.917222857,0.146769375,6.249415841
TCP11L2,QNPbyTAP_FC5_,1.735268571,0.27815825,6.23842209
NBEAP3,QNPbyTAP_FC5_,2.216371429,0.35529625,6.238094065
RP11-705C15.3,QNPbyTAP_FC5_,-0.406124286,-0.065175625,6.231229631
IQGAP2,QNPbyTAP_FC5_,1.923132857,0.30865,6.230788457
NCOR1P2,QNPbyTAP_FC5_,-0.630215714,-0.10127625,6.222739431
C9orf172,QNPbyTAP_FC5_,2.701857143,0.4348725,6.212986894
WDR27,QNPbyTAP_FC5_,2.031014286,0.3273625,6.204175144
ATP1A1-AS1,QNPbyTAP_FC5_,1.466071429,0.23665125,6.19507156
EHMT1,QNPbyTAP_FC5_,1.983557143,0.320275,6.19329371
WDR73,QNPbyTAP_FC5_,0.254612286,0.041119938,6.19194243
PCDHB11,QNPbyTAP_FC5_,2.650528571,0.42877,6.181702478
EEF1GP5,QNPbyTAP_FC5_,1.6496,0.267245,6.172613145
RP11-305E6.4,QNPbyTAP_FC5_,0.528800857,0.085827875,6.161178488
BRWD3,QNPbyTAP_FC5_,2.186014286,0.359675,6.077748761
TMCO6,QNPbyTAP_FC5_,1.724214286,0.28504625,6.048893068
VCAN,QNPbyTAP_FC5_,-1.786814286,-0.2954375,6.048028046
FRG1KP,QNPbyTAP_FC5_,0.548971429,0.091304575,6.012529258
SEC14L1P1,QNPbyTAP_FC5_,1.025051429,0.170580525,6.009193773
RP11-426L16.3,QNPbyTAP_FC5_,-0.258817571,-0.043084,6.007278141
MT1A,QNPbyTAP_FC5_,2.107314286,0.35086425,6.006067263
ARHGAP5-AS1,QNPbyTAP_FC5_,1.479901429,0.246465,6.004509478
RP11-390E23.6,QNPbyTAP_FC5_,2.003971429,0.33443125,5.992177551
AC064875.2,QNPbyTAP_FC5_,1.666888571,0.27824625,5.990695549
INE1,QNPbyTAP_FC5_,0.828497143,0.1383925,5.986575449
ENPP5,QNPbyTAP_FC5_,4.191257143,0.701163,5.977578884
PTCD2,QNPbyTAP_FC5_,1.6921,0.2833875,5.970976137
RP5-882C2.2,QNPbyTAP_FC5_,1.235128571,0.20689375,5.969868937
DLX1,QNPbyTAP_FC5_,-0.888759714,-0.149031625,5.963564541
AKR1C3,QNPbyTAP_FC5_,-3.920285714,-0.6583625,5.954600565
RP11-230F18.5,QNPbyTAP_FC5_,0.660825714,0.11103,5.951776225
NDOR1,QNPbyTAP_FC5_,1.739957143,0.29307,5.937001886
ZNF775,QNPbyTAP_FC5_,2.135371429,0.3598125,5.93467828
TTC33,QNPbyTAP_FC5_,1.283905714,0.2164125,5.932678169
RNU6-26P,QNPbyTAP_FC5_,0.538084429,0.090729375,5.930652874
RP11-723O4.2,QNPbyTAP_FC5_,-0.469677143,-0.07924275,5.927067686
AC144652.1,QNPbyTAP_FC5_,0.965152857,0.16304375,5.919594324
CD70,QNPbyTAP_FC5_,-5.218414286,-0.8820525,5.916217329
RP11-364P2.2,QNPbyTAP_FC5_,1.544657143,0.2611225,5.915450192
RP11-274B21.14,QNPbyTAP_FC5_,2.265857143,0.383105625,5.914444986
RHBDL3,QNPbyTAP_FC5_,-2.383564286,-0.404555,5.891817641
SPDYE3,QNPbyTAP_FC5_,1.032687143,0.175485,5.884760195
RP11-107F6.4,QNPbyTAP_FC5_,1.601639286,0.272835875,5.870339763
C1QTNF1,QNPbyTAP_FC5_,-3.248412857,-0.55385875,5.865056492
RP11-113D6.10,QNPbyTAP_FC5_,-0.298982857,-0.051049125,5.856767518
CNTNAP3,QNPbyTAP_FC5_,2.534428571,0.4334225,5.847478088
TMEFF2,QNPbyTAP_FC5_,-6.331914286,-1.0834125,5.844416864
SYDE2,QNPbyTAP_FC5_,0.513449857,0.087876088,5.842884814
TIGD6,QNPbyTAP_FC5_,1.918285714,0.329425,5.823133382
Metazoa_SRP,QNPbyTAP_FC5_,1.176621183,0.20333625,5.786578551
FGF12,QNPbyTAP_FC5_,0.610107143,0.10585,5.763884203
RP11-347C18.5,QNPbyTAP_FC5_,-1.598281429,-0.277367563,5.762322797
SPDYE16,QNPbyTAP_FC5_,2.022028571,0.35138125,5.754514709
RP11-104G3.7,QNPbyTAP_FC5_,2.149357143,0.37674375,5.705090377
HLA-L,QNPbyTAP_FC5_,1.296068571,0.22741375,5.699165382
GS1-388B5.1,QNPbyTAP_FC5_,-0.558581429,-0.09804025,5.697470463
AC138969.4,QNPbyTAP_FC5_,1.296874286,0.22786875,5.691321367
TOR2A,QNPbyTAP_FC5_,0.788781429,0.138675,5.687985784
GDPD3,QNPbyTAP_FC5_,1.264424286,0.22254125,5.68175242
BOK,QNPbyTAP_FC5_,-2.34009,-0.4133125,5.661793437
OCLN,QNPbyTAP_FC5_,2.0066,0.35464125,5.658112247
CD37,QNPbyTAP_FC5_,1.314515714,0.23311375,5.638945426
RP11-85K15.3,QNPbyTAP_FC5_,0.426888857,0.075731875,5.636845214
AF127936.9,QNPbyTAP_FC5_,0.972468571,0.17255,5.635865381
ZFPM2-AS1,QNPbyTAP_FC5_,3.672157143,0.65209625,5.631311548
INTS4P1,QNPbyTAP_FC5_,2.047192857,0.36359,5.630498246
TXNDC5,QNPbyTAP_FC5_,0.937998571,0.16697375,5.617640925
DPY19L2P2,QNPbyTAP_FC5_,1.752795714,0.31239125,5.610898879
LINC00551,QNPbyTAP_FC5_,3.057285714,0.547076375,5.588407495
MLLT3,QNPbyTAP_FC5_,2.210257143,0.39657,5.573435063
SERAC1,QNPbyTAP_FC5_,1.439285714,0.2587625,5.562188162
PCDHB9,QNPbyTAP_FC5_,2.273971429,0.40913375,5.558014778
THBS4,QNPbyTAP_FC5_,2.274305714,0.4094725,5.554233103
FAM198B,QNPbyTAP_FC5_,0.815441429,0.14683,5.553643183
HIST1H4K,QNPbyTAP_FC5_,-1.7208,-0.309951,5.551845292
TENM1,QNPbyTAP_FC5_,3.494457143,0.630483625,5.542502619
DNAJB5,QNPbyTAP_FC5_,1.346827143,0.24351,5.530890489
PHBP3,QNPbyTAP_FC5_,-0.613837143,-0.111154,5.522402638
VCAM1,QNPbyTAP_FC5_,-6.155871429,-1.11551125,5.518430611
GEMIN8P4,QNPbyTAP_FC5_,-0.202499143,-0.036696125,5.518270467
WHRN,QNPbyTAP_FC5_,3.251971429,0.5901175,5.510718507
C11orf96,QNPbyTAP_FC5_,2.056922857,0.37337875,5.508944623
RP11-471G13.2,QNPbyTAP_FC5_,-0.830522857,-0.15132375,5.488384058
TMEM86A,QNPbyTAP_FC5_,1.299762857,0.2373945,5.475117819
RP11-460E7.8,QNPbyTAP_FC5_,3.9994,0.731475,5.467582624
CEP85L,QNPbyTAP_FC5_,1.977828571,0.362175,5.460974864
POLR2J2,QNPbyTAP_FC5_,1.979685714,0.362956,5.454340786
CCNJL,QNPbyTAP_FC5_,1.198745714,0.22055625,5.435101995
BTBD9,QNPbyTAP_FC5_,1.178071429,0.2169025,5.431340942
LYPD6,QNPbyTAP_FC5_,-1.29422,-0.2384025,5.428718239
HIGD1AP10,QNPbyTAP_FC5_,-1.19231,-0.22040425,5.409650676
SH3RF3,QNPbyTAP_FC5_,0.933228571,0.17295125,5.395905328
DNAH1,QNPbyTAP_FC5_,0.695451429,0.1288935,5.395550812
IGHD7-27,QNPbyTAP_FC5_,0.469008571,0.087104875,5.384412427
DUS4L,QNPbyTAP_FC5_,1.771128571,0.3291625,5.380711872
FBXW7,QNPbyTAP_FC5_,2.397614286,0.44599,5.375937321
TRNP1,QNPbyTAP_FC5_,-1.622327143,-0.3018875,5.373946066
AL772307.1,QNPbyTAP_FC5_,1.875357143,0.3499385,5.359104937
CDK20,QNPbyTAP_FC5_,1.709357143,0.3192875,5.353661333
IRF9,QNPbyTAP_FC5_,0.976774286,0.182774875,5.344138716
FANCB,QNPbyTAP_FC5_,-0.999651429,-0.1875375,5.330408204
MRPS21P3,QNPbyTAP_FC5_,0.225788571,0.04235875,5.33038797
MYRF,QNPbyTAP_FC5_,0.998984286,0.18768125,5.322770845
AC005519.4,QNPbyTAP_FC5_,2.010771429,0.3788365,5.307755268
RP11-477I4.4,QNPbyTAP_FC5_,0.590708571,0.11148275,5.298654468
CTD-2530N21.4,QNPbyTAP_FC5_,2.128457143,0.40188375,5.29620106
Metazoa_SRP,QNPbyTAP_FC5_,1.426685714,0.26952125,5.293407159
SIRT5,QNPbyTAP_FC5_,1.762528571,0.33305,5.292083986
ZNF555,QNPbyTAP_FC5_,1.572237143,0.2971075,5.291812367
TPMTP1,QNPbyTAP_FC5_,-2.586514286,-0.489825,5.280486471
FAIM,QNPbyTAP_FC5_,-2.992257143,-0.5672125,5.275372357
KANSL1-AS1,QNPbyTAP_FC5_,-1.317595714,-0.25035625,5.262883249
RNF135,QNPbyTAP_FC5_,-3.188728571,-0.608375,5.241386598
IGSF11,QNPbyTAP_FC5_,2.429571429,0.46379375,5.238473844
SEMA4D,QNPbyTAP_FC5_,2.669042857,0.5102,5.231365851
PRR22,QNPbyTAP_FC5_,0.620668571,0.1186725,5.230096033
HSP90AB4P,QNPbyTAP_FC5_,-0.72457,-0.138789375,5.220644592
GLRX,QNPbyTAP_FC5_,3.376985714,0.6473325,5.216771465
BBS9,QNPbyTAP_FC5_,1.849214286,0.3547,5.213460067
TRIM36,QNPbyTAP_FC5_,2.239614286,0.43027375,5.205091609
FAM185BP,QNPbyTAP_FC5_,1.613244286,0.31052375,5.195236389
CNR1,QNPbyTAP_FC5_,4.767257143,0.9197625,5.183139281
PSMA2,QNPbyTAP_FC5_,1.263901429,0.2439225,5.181569673
Metazoa_SRP,QNPbyTAP_FC5_,0.635496,0.12322875,5.157043304
FGF7P3,QNPbyTAP_FC5_,2.428328571,0.471212,5.153367426
C10orf90,QNPbyTAP_FC5_,3.867971429,0.753155875,5.135685131
INTU,QNPbyTAP_FC5_,1.6089,0.313625,5.130011957
LINC00328-2P,QNPbyTAP_FC5_,1.09431,0.213645,5.122095064
ZSCAN16,QNPbyTAP_FC5_,0.5406,0.10573125,5.112963291
RAB26,QNPbyTAP_FC5_,1.638318571,0.32047375,5.112177117
RP11-1280N14.3,QNPbyTAP_FC5_,2.1897,0.42876525,5.106990364
TRIM52,QNPbyTAP_FC5_,2.266471429,0.44456875,5.09813483
DERL3,QNPbyTAP_FC5_,-1.086641429,-0.214039375,5.076829572
NQO2,QNPbyTAP_FC5_,2.243357143,0.44194625,5.076085933
RP11-600F24.7,QNPbyTAP_FC5_,2.488535714,0.490825,5.070107909
HELB,QNPbyTAP_FC5_,0.385811429,0.0761775,5.064637571
REC8,QNPbyTAP_FC5_,1.24635,0.24618864,5.062581286
RN7SL608P,QNPbyTAP_FC5_,0.55816,0.110293875,5.0606618
TPRN,QNPbyTAP_FC5_,2.524371429,0.49894375,5.059430905
GRIK5,QNPbyTAP_FC5_,-2.495342857,-0.49425,5.048746297
CDH12P3,QNPbyTAP_FC5_,1.573728571,0.31177,5.047722909
JMY,QNPbyTAP_FC5_,3.010085714,0.596575,5.045611556
SNHG7,QNPbyTAP_FC5_,2.299585714,0.4564375,5.038117408
PAXIP1-AS2,QNPbyTAP_FC5_,2.594571429,0.5157975,5.030213269
RAB33B,QNPbyTAP_FC5_,1.551,0.30834,5.03016151
OLIG2,QNPbyTAP_FC5_,4.526657143,0.90056625,5.026456569
RP11-554D14.2,QNPbyTAP_FC5_,-0.413974286,-0.082377375,5.025339612
GUSBP9,QNPbyTAP_FC5_,1.42842,0.284825,5.015079435
IFI44L,QNPbyTAP_FC5_,-4.5113,-0.899555,5.015035212
ADGRB3,QNPbyTAP_FC5_,1.380375714,0.27553375,5.009824438
LINC01003,QNPbyTAP_FC5_,0.890718571,0.17801375,5.0036504
Y_RNA,TAPbyQNP_FC5_,-0.000707143,-0.44886125,634.7532828
RN7SL771P,TAPbyQNP_FC5_,-0.004230929,-2.34401,554.0178617
STK32C,TAPbyQNP_FC5_,0.001657143,0.56351375,340.0514009
ATF4P1,TAPbyQNP_FC5_,-0.00483,-1.2074325,249.9860248
ALDH1L2,TAPbyQNP_FC5_,0.002744286,0.6447775,234.952759
PDK1,TAPbyQNP_FC5_,0.003825714,0.861056875,225.0708785
CA13,TAPbyQNP_FC5_,-0.002902743,-0.56973375,196.2742751
RP11-178H8.7,TAPbyQNP_FC5_,-0.004147143,-0.72893375,175.7676972
SULT1A3,TAPbyQNP_FC5_,-0.00434,-0.7499385,172.7968894
RP3-331H24.7,TAPbyQNP_FC5_,-0.006274714,-1.062838625,169.3843857
RP11-403I13.7,TAPbyQNP_FC5_,-0.017406143,-2.91546,167.49604
ZDHHC20P4,TAPbyQNP_FC5_,0.000812857,0.1355025,166.6990334
MEIS3P1,TAPbyQNP_FC5_,0.007077143,0.988958,139.7397255
FAM35DP,TAPbyQNP_FC5_,0.005447143,0.717471,131.7151062
HYLS1,TAPbyQNP_FC5_,0.008155714,1.00817,123.615169
MIR27A,TAPbyQNP_FC5_,-0.020921143,-2.342635,111.9745234
IMPDH1P5,TAPbyQNP_FC5_,-0.006018571,-0.586845,97.50569665
NKX2-1,TAPbyQNP_FC5_,-0.02036,-1.93883875,95.22783644
SLITRK5,TAPbyQNP_FC5_,-0.007884286,-0.72169025,91.5352736
SNORA22,TAPbyQNP_FC5_,-0.004945714,-0.39730475,80.33313836
AC102953.4,TAPbyQNP_FC5_,-0.034575714,-2.69494,77.94314754
NDUFA4L2,TAPbyQNP_FC5_,-0.008242857,-0.640730375,77.73158795
ANKRD20A4,TAPbyQNP_FC5_,-0.027177143,-2.087166375,76.79859454
CEL,TAPbyQNP_FC5_,-0.024067286,-1.7665425,73.40015492
CRISPLD2,TAPbyQNP_FC5_,0.010655,0.76704475,71.98918348
CTD-2516F10.2,TAPbyQNP_FC5_,-0.039650286,-2.83284375,71.44573359
AP001432.14,TAPbyQNP_FC5_,-0.013190571,-0.9275275,70.31746161
PRELID2,TAPbyQNP_FC5_,-0.020707143,-1.40061825,67.63937737
C14orf80,TAPbyQNP_FC5_,0.014554,0.88881875,61.0704102
UG0898H09,TAPbyQNP_FC5_,-0.043278571,-2.60522625,60.19667849
GRIN3B,TAPbyQNP_FC5_,-0.038191429,-2.2141025,57.97380676
MAP3K14-AS1,TAPbyQNP_FC5_,-0.016058571,-0.91406375,56.92061427
RP11-524F11.1,TAPbyQNP_FC5_,-0.005274571,-0.29080375,55.13315232
STOX2,TAPbyQNP_FC5_,-0.048312857,-2.471085,51.14756498
RINL,TAPbyQNP_FC5_,-0.020035571,-0.9857525,49.20011907
MIR3125,TAPbyQNP_FC5_,-0.021687143,-1.0617825,48.95907714
CTC-384G19.1,TAPbyQNP_FC5_,-0.02387,-1.097980875,45.99836091
RP11-10K16.1,TAPbyQNP_FC5_,-0.050208571,-2.215705,44.1300148
CYP3A5,TAPbyQNP_FC5_,-0.037417086,-1.60830375,42.98313776
AC073464.11,TAPbyQNP_FC5_,-0.054427971,-2.33571725,42.91391336
CTD-2050E21.1,TAPbyQNP_FC5_,-0.019639686,-0.839065875,42.72297873
GPRIN3,TAPbyQNP_FC5_,-0.054825714,-2.33702875,42.62650803
FAM231D,TAPbyQNP_FC5_,-0.066913571,-2.82061,42.15303323
EEF1E1P1,TAPbyQNP_FC5_,-0.002359186,-0.098747125,41.85644411
RNF112,TAPbyQNP_FC5_,-0.025597143,-1.03736,40.52639804
ACAP1,TAPbyQNP_FC5_,-0.038491429,-1.5367,39.92317399
CTC-439O9.1,TAPbyQNP_FC5_,-0.068301429,-2.70778375,39.64461369
RP11-480D4.7,TAPbyQNP_FC5_,-0.057872557,-2.280055,39.39786166
XAGE1A,TAPbyQNP_FC5_,-0.067335,-2.583198875,38.36339014
CTD-2349P21.10,TAPbyQNP_FC5_,-0.009740443,-0.373019375,38.29593587
LLNLR-246C6.1,TAPbyQNP_FC5_,-0.011807429,-0.447547375,37.90388164
Y_RNA,TAPbyQNP_FC5_,-0.022074714,-0.83438,37.79799771
RNU1-122P,TAPbyQNP_FC5_,-0.0571,-2.15389375,37.7214317
GSG2,TAPbyQNP_FC5_,0.034212857,1.257235,36.74744248
RP11-848G14.2,TAPbyQNP_FC5_,-0.056075714,-2.05079,36.57180343
RP5-890E16.2,TAPbyQNP_FC5_,-0.025705714,-0.93236775,36.27083611
SAP30L-AS1,TAPbyQNP_FC5_,-0.027818571,-0.9865625,35.46416834
CTD-2528L19.3,TAPbyQNP_FC5_,0.009912471,0.348856375,35.19368278
RP11-334C17.3,TAPbyQNP_FC5_,-0.009515714,-0.330125,34.69261372
TTC21A,TAPbyQNP_FC5_,-0.027617143,-0.95233375,34.48342774
ALK,TAPbyQNP_FC5_,-0.052133857,-1.79295,34.39127849
AC090018.1,TAPbyQNP_FC5_,-0.05773,-1.952614875,33.82322666
SLX1A,TAPbyQNP_FC5_,-0.012678857,-0.408562875,32.22395129
RP11-490D19.8,TAPbyQNP_FC5_,-0.077434286,-2.4807875,32.03732658
RP11-195F19.9,TAPbyQNP_FC5_,-0.024974,-0.794735,31.8224954
CA5B,TAPbyQNP_FC5_,-0.035866857,-1.11277375,31.02512566
PALM2,TAPbyQNP_FC5_,-0.071478571,-2.17409625,30.41605626
AC019185.4,TAPbyQNP_FC5_,-0.010393857,-0.313172,30.13048916
CTD-2132N18.2,TAPbyQNP_FC5_,-0.048290586,-1.44783875,29.98180139
MIR6784,TAPbyQNP_FC5_,-0.062202857,-1.83307,29.46922512
ZNF836,TAPbyQNP_FC5_,-0.021467429,-0.610765,28.45077593
RP13-36G14.3,TAPbyQNP_FC5_,-0.012706286,-0.35108075,27.63047817
RP1-290F12.3,TAPbyQNP_FC5_,-0.037228571,-1.0224025,27.46284536
NOS1AP,TAPbyQNP_FC5_,-0.044471714,-1.22130875,27.46259661
FLJ31104,TAPbyQNP_FC5_,-0.059329571,-1.62288125,27.35366548
MGAT2,TAPbyQNP_FC5_,0.018289286,0.494875125,27.05819859
HSP90AA5P,TAPbyQNP_FC5_,0.035125714,0.94656125,26.94781499
C19orf38,TAPbyQNP_FC5_,-0.112218,-3.0145875,26.8636716
CTNNA1P1,TAPbyQNP_FC5_,-0.029858571,-0.792062375,26.52713566
RP4-584D14.6,TAPbyQNP_FC5_,-0.06549,-1.71135375,26.13152771
RP11-25I15.3,TAPbyQNP_FC5_,-0.065717857,-1.695135,25.79413075
AC005624.2,TAPbyQNP_FC5_,-0.019452857,-0.50156375,25.78355181
AC091633.3,TAPbyQNP_FC5_,-0.082772857,-2.1074925,25.46115445
Y_RNA,TAPbyQNP_FC5_,-0.064484286,-1.64061625,25.44210937
RP11-18M17.1,TAPbyQNP_FC5_,-0.010575714,-0.2673375,25.27843442
ESPN,TAPbyQNP_FC5_,-0.104364286,-2.6372,25.26918075
CFAP45,TAPbyQNP_FC5_,-0.046463714,-1.17336525,25.25336745
PMS2P6,TAPbyQNP_FC5_,-0.060188429,-1.49778875,24.8849951
RP11-102M11.1,TAPbyQNP_FC5_,0.039823571,0.98918,24.83905799
RP11-577H5.5,TAPbyQNP_FC5_,-0.072644143,-1.78556625,24.57963133
RP11-742D12.2,TAPbyQNP_FC5_,-0.122534286,-2.9852745,24.36276902
THCAT158,TAPbyQNP_FC5_,-0.028122857,-0.68032625,24.19122092
RP1-200G19.1,TAPbyQNP_FC5_,0.025883143,0.62436375,24.12240868
HOXC6,TAPbyQNP_FC5_,-0.081499714,-1.9366225,23.76232257
RP3-337H4.8,TAPbyQNP_FC5_,-0.022402857,-0.531250075,23.71349652
LCMT1-AS1,TAPbyQNP_FC5_,-0.03155,-0.740782,23.47961965
RP11-326C3.2,TAPbyQNP_FC5_,-0.140201429,-3.2835075,23.41992898
ZNF223,TAPbyQNP_FC5_,-0.033377486,-0.7789185,23.33664395
CTC-573M9.1,TAPbyQNP_FC5_,-0.049831286,-1.16186875,23.31605001
MOCOS,TAPbyQNP_FC5_,0.041248571,0.93700125,22.71596852
AC007041.2,TAPbyQNP_FC5_,0.034410729,0.7737,22.48426674
CLIC5,TAPbyQNP_FC5_,-0.155528571,-3.4955375,22.47521126
CTC-444N24.7,TAPbyQNP_FC5_,-0.030509286,-0.683729125,22.41052548
AC055876.1,TAPbyQNP_FC5_,-0.032381429,-0.72124375,22.27337649
FAT4,TAPbyQNP_FC5_,-0.052392857,-1.1622475,22.1833197
RP11-346C16.4,TAPbyQNP_FC5_,-0.117222857,-2.57907,22.00142586
RAPGEF5,TAPbyQNP_FC5_,-0.082401429,-1.81115625,21.97967052
ANXA2P3,TAPbyQNP_FC5_,0.051855714,1.130891875,21.80843308
RP11-291I6.2,TAPbyQNP_FC5_,-0.115834286,-2.52224375,21.77458716
CD27,TAPbyQNP_FC5_,-0.053247571,-1.15315675,21.65651351
CFAP70,TAPbyQNP_FC5_,-0.040905714,-0.88501875,21.63557746
XRCC6P1,TAPbyQNP_FC5_,0.043827143,0.94668,21.60031292
TBC1D10C,TAPbyQNP_FC5_,-0.128628571,-2.76765,21.51660373
CTD-2270L9.2,TAPbyQNP_FC5_,-0.013102857,-0.278932525,21.28791621
CTC-463A16.1,TAPbyQNP_FC5_,-0.089148714,-1.86416875,20.91077549
FGF9,TAPbyQNP_FC5_,-0.193127571,-4.035005,20.89295159
CTD-2325P2.3,TAPbyQNP_FC5_,-0.094808571,-1.97099875,20.78924638
MRPL3P1,TAPbyQNP_FC5_,0.065740571,1.35468875,20.60658617
LRCOL1,TAPbyQNP_FC5_,-0.121314286,-2.4939625,20.55786328
BCAR1P2,TAPbyQNP_FC5_,-0.016706857,-0.341635,20.44878921
SGO1,TAPbyQNP_FC5_,0.072831429,1.46012875,20.04805863
RP11-662M24.2,TAPbyQNP_FC5_,-0.155167143,-3.1050375,20.0109214
RP3-406A7.7,TAPbyQNP_FC5_,-0.095825714,-1.90937625,19.92551023
RP11-814E24.3,TAPbyQNP_FC5_,-0.082635857,-1.6379375,19.82114734
AKAP3,TAPbyQNP_FC5_,-0.073794286,-1.45860875,19.76587666
RP11-706D8.3,TAPbyQNP_FC5_,-0.056555714,-1.1146925,19.70963525
STEAP1B,TAPbyQNP_FC5_,-0.069625714,-1.36714375,19.63561543
SLC2A1-AS1,TAPbyQNP_FC5_,-0.072987086,-1.42949375,19.58557101
LINC01058,TAPbyQNP_FC5_,-0.14063,-2.675075,19.02207921
THBS1,TAPbyQNP_FC5_,0.156214286,2.9503525,18.88657293
RP11-603B24.2,TAPbyQNP_FC5_,-0.056254714,-1.05487125,18.7516951
RP11-534C12.1,TAPbyQNP_FC5_,-0.080917571,-1.501385,18.55449902
OR7E101P,TAPbyQNP_FC5_,-0.185109286,-3.37490375,18.23195275
BNIPL,TAPbyQNP_FC5_,-0.08576,-1.510895,17.61771222
AC073957.15,TAPbyQNP_FC5_,-0.147701,-2.58414375,17.49577694
AL022341.3,TAPbyQNP_FC5_,-0.118750829,-2.063125,17.37356299
LAMTOR5-AS1,TAPbyQNP_FC5_,-0.072278571,-1.23734375,17.11909527
CNTNAP3P5,TAPbyQNP_FC5_,-0.110433429,-1.88957125,17.11050064
ATP5F1P6,TAPbyQNP_FC5_,-0.034813071,-0.5909275,16.97429947
CTC-501O10.1,TAPbyQNP_FC5_,-0.151551429,-2.5236625,16.65218549
CTD-2561J22.2,TAPbyQNP_FC5_,-0.067491143,-1.119356125,16.58522997
MAT1A,TAPbyQNP_FC5_,-0.298930857,-4.954945,16.57555546
RN7SL202P,TAPbyQNP_FC5_,0.013192857,0.21777375,16.50694369
SNORA15,TAPbyQNP_FC5_,-0.079594286,-1.30766325,16.42910968
SEPT7P6,TAPbyQNP_FC5_,-0.013512429,-0.21830375,16.15577458
LST1,TAPbyQNP_FC5_,-0.227278571,-3.6434625,16.03082278
KLHL7-AS1,TAPbyQNP_FC5_,-0.106511429,-1.7056325,16.01361021
GSTM5,TAPbyQNP_FC5_,-0.058974,-0.940621125,15.94975964
CTD-2186M15.3,TAPbyQNP_FC5_,-0.035602857,-0.567624,15.94321483
LINC00390,TAPbyQNP_FC5_,-0.123198,-1.93935,15.74173282
SNORD100,TAPbyQNP_FC5_,-0.053564286,-0.8353225,15.59476597
RP11-332M2.1,TAPbyQNP_FC5_,0.111251143,1.73182125,15.56677267
XXbac-BPG181B23.7,TAPbyQNP_FC5_,-0.052465143,-0.812882,15.49375368
CTB-113I20.2,TAPbyQNP_FC5_,-0.051637286,-0.7949075,15.39406049
DDN,TAPbyQNP_FC5_,-0.098687286,-1.516858125,15.37035003
FUT3,TAPbyQNP_FC5_,-0.345485714,-5.306925,15.36076538
BCRP3,TAPbyQNP_FC5_,-0.029462243,-0.4482125,15.21311538
SKA3,TAPbyQNP_FC5_,0.146795286,2.20975575,15.0533155
ZNF843,TAPbyQNP_FC5_,-0.086292857,-1.2858225,14.90068289
PCDHGB1,TAPbyQNP_FC5_,-0.090767143,-1.327133125,14.62129448
GALNT4,TAPbyQNP_FC5_,-0.078713143,-1.14932875,14.60148469
ALG14,TAPbyQNP_FC5_,0.035401254,0.51635875,14.58588856
MLC1,TAPbyQNP_FC5_,0.141252857,2.0304125,14.37431101
AC007461.2,TAPbyQNP_FC5_,-0.165561429,-2.3678375,14.30186681
SEMA4A,TAPbyQNP_FC5_,-0.156591714,-2.222575,14.19343935
RP11-392E22.11,TAPbyQNP_FC5_,-0.183251857,-2.58705025,14.1174572
RP11-405L18.4,TAPbyQNP_FC5_,-0.088968571,-1.2557175,14.11416953
ERVW-1,TAPbyQNP_FC5_,-0.132868429,-1.86643875,14.04727045
RP11-347C18.3,TAPbyQNP_FC5_,-0.122372429,-1.71761125,14.03593334
LACE1,TAPbyQNP_FC5_,-0.065386,-0.90885025,13.8997683
RP11-416H1.2,TAPbyQNP_FC5_,-0.042522857,-0.590099584,13.8772327
RP11-946P6.4,TAPbyQNP_FC5_,-0.141188571,-1.9573925,13.86367523
SULT1C2,TAPbyQNP_FC5_,-0.175017857,-2.4185,13.81858994
CASKIN1,TAPbyQNP_FC5_,-0.155537286,-2.147995,13.81016128
TAS2R6P,TAPbyQNP_FC5_,-0.145856386,-2.011705,13.79236836
MRGPRX3,TAPbyQNP_FC5_,-0.058141143,-0.80154675,13.78622281
RP11-855A2.1,TAPbyQNP_FC5_,-0.025695714,-0.354103875,13.78065895
CDK5R2,TAPbyQNP_FC5_,-0.076478571,-1.0508875,13.74094051
RPSAP54,TAPbyQNP_FC5_,0.019411429,0.26567375,13.68646048
