Gene,Category
PDLIM5,ADbyO_FC1.25
S100P,ADbyO_FC1.25
HIST1H4D,ADbyO_FC1.25
RIPK4,ADbyO_FC1.25
LIFR,ADbyO_FC1.25
SPARC,ADbyO_FC1.25
LHCGR,ADbyO_FC1.25
MMP14,ADbyO_FC1.25
PSAT1,ADbyO_FC1.25
SIX1,ADbyO_FC1.25
SRPX,ADbyO_FC1.25
MMRN1,ADbyO_FC1.25
ECM2,ADbyO_FC1.25
LILRB2,ADbyO_FC1.25
CD48,ADbyO_FC1.25
CYBB,ADbyO_FC1.25
IRAK3,ADbyO_FC1.25
CRISP2,ADbyO_FC1.25
RPE65,ADbyO_FC1.25
C1QB,ADbyO_FC1.25
GPR65,ADbyO_FC1.25
IL4R,ADbyO_FC1.25
SAMSN1,ADbyO_FC1.25
C2,ADbyO_FC1.25
HIST1H4I,ADbyO_FC1.25
ADAM12,ADbyO_FC1.25
RNASE6,ADbyO_FC1.25
PGF,ADbyO_FC1.25
FYB,ADbyO_FC1.25
CSF2,ADbyO_FC1.25
SYCP1,ADbyO_FC1.25
ENPEP,ADbyO_FC1.25
CTGF,ADbyO_FC1.25
CLIC4,ADbyO_FC1.25
HLA-DRB1,ADbyO_FC1.25
RASSF8,HDbyO_FC1.25
FKBP8,HDbyO_FC1.25
TLN1,HDbyO_FC1.25
PCDHGA9,HDbyO_FC1.25
HOXA10,HDbyO_FC1.25
PCDHGB6,HDbyO_FC1.25
NIN,HDbyO_FC1.25
RNF17,HDbyO_FC1.25
PTK2B,HDbyO_FC1.25
GLP1R,HDbyO_FC1.25
CNTFR,HDbyO_FC1.25
S100A1,HDbyO_FC1.25
IGFBP4,HDbyO_FC1.25
MKNK2,HDbyO_FC1.25
CD34,HDbyO_FC1.25
NEUROD2,HDbyO_FC1.25
BARX1,HDbyO_FC1.25
TNFRSF11B,HDbyO_FC1.25
S100A11,HDbyO_FC1.25
HIST1H2BD,HDbyO_FC1.25
GLI1,HDbyO_FC1.25
C4BPA,HDbyO_FC1.25
ELF5,HDbyO_FC1.25
PLXNB3,HDbyO_FC1.25
CBX8,HDbyO_FC1.25
PPP2R5A,HDbyO_FC1.25
MYL9,HDbyO_FC1.25
RARA,HDbyO_FC1.25
KLK14,HDbyO_FC1.25
APLP1,HDbyO_FC1.25
UCP2,HDbyO_FC1.25
HAND2,HDbyO_FC1.25
TAGLN,HDbyO_FC1.25
CLPTM1,HDbyO_FC1.25
TRIP10,HDbyO_FC1.25
KHSRP,HDbyO_FC1.25
WAS,HDbyO_FC1.25
PTMS,HDbyO_FC1.25
SMARCB1,HDbyO_FC1.25
C1QA,HDbyO_FC1.25
C1QB,HDbyO_FC1.25
TP53,HDbyO_FC1.25
MT1X,HDbyO_FC1.25
PTPN9,HDbyO_FC1.25
PCYT1B,HDbyO_FC1.25
RAB5C,HDbyO_FC1.25
SF3B4,HDbyO_FC1.25
RORA,HDbyO_FC1.25
RAMP2,HDbyO_FC1.25
FOXJ1,HDbyO_FC1.25
CXCL1,HDbyO_FC1.25
APOD,HDbyO_FC1.25
CNOT3,HDbyO_FC1.25
CD74,HDbyO_FC1.25
POU4F2,HDbyO_FC1.25
GPSM3,HDbyO_FC1.25
PDLIM7,HDbyO_FC1.25
CD180,HDbyO_FC1.25
CSF1R,HDbyO_FC1.25
NOTCH3,HDbyO_FC1.25
SH3BGRL3,HDbyO_FC1.25
TNS1,HDbyO_FC1.25
SMAD6,HDbyO_FC1.25
BCL3,HDbyO_FC1.25
CRABP1,HDbyO_FC1.25
SMTN,HDbyO_FC1.25
TCF7,HDbyO_FC1.25
CXCL2,HDbyO_FC1.25
GIT1,HDbyO_FC1.25
PFN1,HDbyO_FC1.25
MT1G,HDbyO_FC1.25
CEBPD,HDbyO_FC1.25
CCNT1,HDbyO_FC1.25
RCE1,HDbyO_FC1.25
CNN2,HDbyO_FC1.25
TPM2,HDbyO_FC1.25
ZNF580,HDbyO_FC1.25
BAG3,HDbyO_FC1.25
NOVA2,HDbyO_FC1.25
TYROBP,HDbyO_FC1.25
TRIO,HDbyO_FC1.25
MLF2,HDbyO_FC1.25
DBN1,HDbyO_FC1.25
SERPINA1,HDbyO_FC1.25
EPHX1,HDbyO_FC1.25
ADORA3,HDbyO_FC1.25
ARHGDIA,HDbyO_FC1.25
EBI3,HDbyO_FC1.25
FZD9,HDbyO_FC1.25
PHF1,HDbyO_FC1.25
SLC30A4,HDbyO_FC1.25
HSF1,HDbyO_FC1.25
AIF1,HDbyO_FC1.25
SORBS3,HDbyO_FC1.25
HOOK2,HDbyO_FC1.25
CD37,HDbyO_FC1.25
JUP,HDbyO_FC1.25
AOC2,HDbyO_FC1.25
PRKCSH,HDbyO_FC1.25
FXYD1,HDbyO_FC1.25
LHX1,HDbyO_FC1.25
SOX15,HDbyO_FC1.25
IGF2,HDbyO_FC1.25
C5AR1,HDbyO_FC1.25
GTF2A1,HDbyO_FC1.25
HIST1H1C,HDbyO_FC1.25
IFITM1,HDbyO_FC1.25
RCC1,HDbyO_FC1.25
A4GALT,HDbyO_FC1.25
LTBR,HDbyO_FC1.25
SUPT6H,HDbyO_FC1.25
MBD3,HDbyO_FC1.25
ARHGDIB,HDbyO_FC1.25
APBB1IP,HDbyO_FC1.25
TINAGL1,HDbyO_FC1.25
CNNM1,HDbyO_FC1.25
GRIN1,HDbyO_FC1.25
BMP4,HDbyO_FC1.25
CSF3R,HDbyO_FC1.25
DDX17,HDbyO_FC1.25
CD4,HDbyO_FC1.25
BTBD2,HDbyO_FC1.25
CLU,HDbyO_FC1.25
MXI1,HDbyO_FC1.25
ITGA5,HDbyO_FC1.25
MIA,HDbyO_FC1.25
ITGB4,HDbyO_FC1.25
NFKBIA,HDbyO_FC1.25
MSX1,HDbyO_FC1.25
MAPRE3,HDbyO_FC1.25
CD99,HDbyO_FC1.25
CD14,HDbyO_FC1.25
CDKN1A,HDbyO_FC1.25
S100A9,HDbyO_FC1.25
BGN,HDbyO_FC1.25
MAFF,HDbyO_FC1.25
PRELP,HDbyO_FC1.25
CDA,HDbyO_FC1.25
COL8A1,HDbyO_FC1.25
MT2A,HDbyO_FC1.25
PLTP,HDbyO_FC1.25
IFITM2,HDbyO_FC1.25
AEBP1,HDbyO_FC1.25
F13A1,HDbyO_FC1.25
S100A8,HDbyO_FC1.25
S100A12,HDbyO_FC1.25
SLCO4A1,HDbyO_FC1.25
ABCA1,MSbyO_FC1.25
MT1X,MSbyO_FC1.25
LCP1,MSbyO_FC1.25
TPD52L1,MSbyO_FC1.25
AQP1,MSbyO_FC1.25
SLC7A2,MSbyO_FC1.25
CCL2,MSbyO_FC1.25
DTNA,MSbyO_FC1.25
EMP1,MSbyO_FC1.25
TNFRSF1A,MSbyO_FC1.25
DSC2,MSbyO_FC1.25
SERPINA3,MSbyO_FC1.25
S100A3,MSbyO_FC1.25
CNN3,MSbyO_FC1.25
TGFBR3,MSbyO_FC1.25
BBOX1,MSbyO_FC1.25
CHI3L2,MSbyO_FC1.25
SAMSN1,MSbyO_FC1.25
SLC1A3,MSbyO_FC1.25
PLOD2,MSbyO_FC1.25
CEBPG,MSbyO_FC1.25
COL8A1,MSbyO_FC1.25
CD68,MSbyO_FC1.25
ALOX5AP,MSbyO_FC1.25
ITGB2,MSbyO_FC1.25
VAMP8,MSbyO_FC1.25
BTG1,MSbyO_FC1.25
HCLS1,MSbyO_FC1.25
CRYZ,MSbyO_FC1.25
C1QB,MSbyO_FC1.25
PTPN13,MSbyO_FC1.25
ETV6,MSbyO_FC1.25
C1QA,MSbyO_FC1.25
LYN,MSbyO_FC1.25
AQP4,MSbyO_FC1.25
IFI16,MSbyO_FC1.25
CD14,MSbyO_FC1.25
NFIL3,MSbyO_FC1.25
F3,MSbyO_FC1.25
FPR1,MSbyO_FC1.25
RNASE2,MSbyO_FC1.25
IGSF6,MSbyO_FC1.25
MAPK4,MSbyO_FC1.25
ATP1B2,MSbyO_FC1.25
ANGPTL4,MSbyO_FC1.25
PDPN,MSbyO_FC1.25
GBP1,MSbyO_FC1.25
FABP7,MSbyO_FC1.25
IGJ,MSbyO_FC1.25
MUC1,MSbyO_FC1.25
MSR1,MSbyO_FC1.25
SAA1,MSbyO_FC1.25
TMOD3,MSbyO_FC1.25
IL17RB,MSbyO_FC1.25
YAP1,MSbyO_FC1.25
LILRA3,MSbyO_FC1.25
EMP3,MSbyO_FC1.25
CD79A,MSbyO_FC1.25
GBP2,MSbyO_FC1.25
SLC5A3,MSbyO_FC1.25
PLSCR4,MSbyO_FC1.25
OSMR,MSbyO_FC1.25
SQRDL,MSbyO_FC1.25
LGALS3,MSbyO_FC1.25
MS4A6A,MSbyO_FC1.25
CAPG,MSbyO_FC1.25
IFITM3,MSbyO_FC1.25
AIM2,MSbyO_FC1.25
MSN,MSbyO_FC1.25
CASP4,MSbyO_FC1.25
S100A10,MSbyO_FC1.25
RARRES3,MSbyO_FC1.25
RAB13,MSbyO_FC1.25
BRAF,MSbyO_FC1.25
TGFB2,MSbyO_FC1.25
PLAUR,MSbyO_FC1.25
CPVL,MSbyO_FC1.25
HIST1H2BL,MSbyO_FC1.25
RFX2,MSbyO_FC1.25
PLEKHA4,MSbyO_FC1.25
CP,MSbyO_FC1.25
LAMC1,MSbyO_FC1.25
FCGR2A,MSbyO_FC1.25
TAGLN2,MSbyO_FC1.25
TREM2,MSbyO_FC1.25
ADAMTS9,MSbyO_FC1.25
CAT,MSbyO_FC1.25
LILRB3,MSbyO_FC1.25
VIM,MSbyO_FC1.25
CYBA,MSbyO_FC1.25
TRIP10,MSbyO_FC1.25
ZFP36L1,MSbyO_FC1.25
STK17B,MSbyO_FC1.25
CDA,MSbyO_FC1.25
TIMP1,MSbyO_FC1.25
EGFR,MSbyO_FC1.25
HLA-DMB,MSbyO_FC1.25
GPC4,MSbyO_FC1.25
DDR2,MSbyO_FC1.25
GNG5,MSbyO_FC1.25
IFI30,MSbyO_FC1.25
RPN2,MSbyO_FC1.25
CUZD1,MSbyO_FC1.25
AKR1C3,MSbyO_FC1.25
HLA-DRA,MSbyO_FC1.25
PDK4,MSbyO_FC1.25
CDK2,MSbyO_FC1.25
GZMK,MSbyO_FC1.25
SLC1A7,MSbyO_FC1.25
SLAMF8,MSbyO_FC1.25
MYBPC1,MSbyO_FC1.25
ANXA1,MSbyO_FC1.25
MICB,MSbyO_FC1.25
FAM107A,MSbyO_FC1.25
RBMS2,MSbyO_FC1.25
PLSCR1,MSbyO_FC1.25
CD84,MSbyO_FC1.25
DNALI1,MSbyO_FC1.25
MTHFD2,MSbyO_FC1.25
IGFBP7,MSbyO_FC1.25
SOX9,MSbyO_FC1.25
PHEX,MSbyO_FC1.25
YBX1,MSbyO_FC1.25
CASP7,MSbyO_FC1.25
GPNMB,MSbyO_FC1.25
TP53BP2,MSbyO_FC1.25
IL13RA1,MSbyO_FC1.25
CTSS,MSbyO_FC1.25
TNFRSF10B,MSbyO_FC1.25
NPL,MSbyO_FC1.25
PLAU,MSbyO_FC1.25
IFITM1,MSbyO_FC1.25
MERTK,MSbyO_FC1.25
FCER1G,MSbyO_FC1.25
BMPR1A,MSbyO_FC1.25
HLA-DMA,MSbyO_FC1.25
GJA1,MSbyO_FC1.25
SPR,MSbyO_FC1.25
TGFBR2,MSbyO_FC1.25
TRPS1,MSbyO_FC1.25
EFEMP1,MSbyO_FC1.25
NPC2,MSbyO_FC1.25
PTTG1IP,MSbyO_FC1.25
OLR1,MSbyO_FC1.25
PECAM1,MSbyO_FC1.25
TYROBP,MSbyO_FC1.25
C1R,MSbyO_FC1.25
RHOQ,MSbyO_FC1.25
CDC14A,MSbyO_FC1.25
LPP,MSbyO_FC1.25
SLA,MSbyO_FC1.25
SLC15A3,MSbyO_FC1.25
HEBP2,MSbyO_FC1.25
C5AR1,MSbyO_FC1.25
HLA-E,MSbyO_FC1.25
NEBL,MSbyO_FC1.25
FAS,MSbyO_FC1.25
PLA1A,MSbyO_FC1.25
SERPING1,MSbyO_FC1.25
RAB27A,MSbyO_FC1.25
P4HA1,MSbyO_FC1.25
ANGPT2,MSbyO_FC1.25
PYGL,MSbyO_FC1.25
AHCYL1,MSbyO_FC1.25
ITGB5,MSbyO_FC1.25
GNA13,MSbyO_FC1.25
MT1G,MSbyO_FC1.25
JAM2,MSbyO_FC1.25
PLEK,MSbyO_FC1.25
PSMB8,MSbyO_FC1.25
PPP1R12B,MSbyO_FC1.25
CASP1,MSbyO_FC1.25
LIMS1,MSbyO_FC1.25
S100A11,MSbyO_FC1.25
GLI3,MSbyO_FC1.25
EHD2,MSbyO_FC1.25
S100A4,MSbyO_FC1.25
PDLIM4,MSbyO_FC1.25
HSPA6,MSbyO_FC1.25
CLK1,MSbyO_FC1.25
IFITM2,MSbyO_FC1.25
VSIG4,MSbyO_FC1.25
FZD7,MSbyO_FC1.25
ZNF217,MSbyO_FC1.25
ABCB7,MSbyO_FC1.25
ID4,MSbyO_FC1.25
TNS3,MSbyO_FC1.25
PITPNC1,MSbyO_FC1.25
HIST1H1C,MSbyO_FC1.25
COL4A1,MSbyO_FC1.25
HLA-DPB1,MSbyO_FC1.25
C3,MSbyO_FC1.25
APOC1,MSbyO_FC1.25
SALL1,MSbyO_FC1.25
PLCD1,MSbyO_FC1.25
LEPROT,MSbyO_FC1.25
PI15,MSbyO_FC1.25
RPL14,MSbyO_FC1.25
NCF2,MSbyO_FC1.25
SLCO4A1,MSbyO_FC1.25
LY86,MSbyO_FC1.25
IL4R,MSbyO_FC1.25
DHRS3,MSbyO_FC1.25
ADH1A,MSbyO_FC1.25
VCL,MSbyO_FC1.25
CAST,MSbyO_FC1.25
TNC,MSbyO_FC1.25
SORBS1,MSbyO_FC1.25
FUT9,MSbyO_FC1.25
RNASE6,MSbyO_FC1.25
SLC7A11,MSbyO_FC1.25
PLCE1,MSbyO_FC1.25
APOE,MSbyO_FC1.25
EFNB1,MSbyO_FC1.25
PPIC,MSbyO_FC1.25
SERPINH1,MSbyO_FC1.25
SPOP,MSbyO_FC1.25
LILRB5,MSbyO_FC1.25
PDIA4,MSbyO_FC1.25
ABCB1,MSbyO_FC1.25
IGF2BP2,MSbyO_FC1.25
CD163,MSbyO_FC1.25
ABCC9,MSbyO_FC1.25
SLC7A7,MSbyO_FC1.25
CD99,MSbyO_FC1.25
ITPR2,MSbyO_FC1.25
AEBP1,MSbyO_FC1.25
BAG3,MSbyO_FC1.25
ZNF117,MSbyO_FC1.25
FOXJ1,MSbyO_FC1.25
PPAP2B,MSbyO_FC1.25
RFX4,MSbyO_FC1.25
PARP4,MSbyO_FC1.25
HIST1H1D,MSbyO_FC1.25
GNAI3,MSbyO_FC1.25
VASP,MSbyO_FC1.25
ACTL6A,MSbyO_FC1.25
HLA-DRB1,MSbyO_FC1.25
PON2,MSbyO_FC1.25
PLEK2,MSbyO_FC1.25
NR2F1,MSbyO_FC1.25
GPR65,MSbyO_FC1.25
AKAP10,MSbyO_FC1.25
BCMO1,MSbyO_FC1.25
TCF12,MSbyO_FC1.25
S100A6,MSbyO_FC1.25
PCTP,MSbyO_FC1.25
CTSH,MSbyO_FC1.25
CALD1,MSbyO_FC1.25
PRRX1,MSbyO_FC1.25
SIRT1,MSbyO_FC1.25
SRPX2,MSbyO_FC1.25
EPS8,MSbyO_FC1.25
LAPTM5,MSbyO_FC1.25
GYPC,MSbyO_FC1.25
CHORDC1,MSbyO_FC1.25
CFI,MSbyO_FC1.25
B2M,MSbyO_FC1.25
TNFRSF11B,MSbyO_FC1.25
LPL,MSbyO_FC1.25
MAOB,MSbyO_FC1.25
CALCRL,MSbyO_FC1.25
P2RY1,MSbyO_FC1.25
AKAP12,MSbyO_FC1.25
DDX3X,MSbyO_FC1.25
PGAM2,MSbyO_FC1.25
ALOX15B,MSbyO_FC1.25
ANXA2,MSbyO_FC1.25
HMOX1,MSbyO_FC1.25
ROCK1,MSbyO_FC1.25
IL10RA,MSbyO_FC1.25
TBL1X,MSbyO_FC1.25
OPHN1,MSbyO_FC1.25
CD44,MSbyO_FC1.25
TGFBR1,MSbyO_FC1.25
GEM,MSbyO_FC1.25
PPP1R3C,MSbyO_FC1.25
FABP5,MSbyO_FC1.25
MT2A,MSbyO_FC1.25
DNAJB1,MSbyO_FC1.25
CD86,MSbyO_FC1.25
SSPN,MSbyO_FC1.25
SLC38A2,MSbyO_FC1.25
COLEC12,MSbyO_FC1.25
CCR1,MSbyO_FC1.25
PTPN21,MSbyO_FC1.25
CHI3L1,MSbyO_FC1.25
RGS10,MSbyO_FC1.25
MYBPH,MSbyO_FC1.25
SERPINA5,MSbyO_FC1.25
PPIG,MSbyO_FC1.25
HSPA1A,MSbyO_FC1.25
NR6A1,MSbyO_FC1.25
IL15,MSbyO_FC1.25
PMP2,MSbyO_FC1.25
CCR5,MSbyO_FC1.25
CHIC2,MSbyO_FC1.25
CDC42EP4,MSbyO_FC1.25
STK3,MSbyO_FC1.25
ELK1,MSbyO_FC1.25
BCAR3,MSbyO_FC1.25
SMAD4,MSbyO_FC1.25
MSLN,MSbyO_FC1.25
SPI1,MSbyO_FC1.25
ALDH1L1,MSbyO_FC1.25
NMI,MSbyO_FC1.25
MYH9,MSbyO_FC1.25
SERPINA1,MSbyO_FC1.25
SMAD5,MSbyO_FC1.25
PDYN,MSbyO_FC1.25
BAG4,MSbyO_FC1.25
CEBPB,MSbyO_FC1.25
SMAD6,MSbyO_FC1.25
RAC2,MSbyO_FC1.25
DGKG,MSbyO_FC1.25
CPNE3,MSbyO_FC1.25
EBI3,MSbyO_FC1.25
CDKN1A,MSbyO_FC1.25
IL6ST,MSbyO_FC1.25
ARHGDIB,MSbyO_FC1.25
PSTPIP2,MSbyO_FC1.25
TAF13,MSbyO_FC1.25
AIF1,MSbyO_FC1.25
KYNU,MSbyO_FC1.25
THBS1,MSbyO_FC1.25
PYCARD,MSbyO_FC1.25
CEBPD,MSbyO_FC1.25
IL1RAP,MSbyO_FC1.25
CYP4F11,MSbyO_FC1.25
SDC4,MSbyO_FC1.25
CYP1B1,MSbyO_FC1.25
AQP9,MSbyO_FC1.25
GADD45B,MSbyO_FC1.25
RGS1,MSbyO_FC1.25
CTBS,MSbyO_FC1.25
MAN1C1,MSbyO_FC1.25
RAB23,MSbyO_FC1.25
LGR4,MSbyO_FC1.25
ST8SIA1,MSbyO_FC1.25
MAFB,MSbyO_FC1.25
TANK,MSbyO_FC1.25
MKLN1,MSbyO_FC1.25
TPST1,MSbyO_FC1.25
KAL1,MSbyO_FC1.25
EML4,MSbyO_FC1.25
DIAPH2,MSbyO_FC1.25
PIM1,MSbyO_FC1.25
S100A8,MSbyO_FC1.25
PITX3,PDbyO_FC1.25
KCND3,PDbyO_FC1.25
GSK3B,PDbyO_FC1.25
F3,PDbyO_FC1.25
SLC24A3,PDbyO_FC1.25
EDNRB,PDbyO_FC1.25
PDYN,PDbyO_FC1.25
RGS1,PDbyO_FC1.25
FPR1,PDbyO_FC1.25
HAMP,PDbyO_FC1.25
GBE1,PDbyO_FC1.25
DLK1,PDbyO_FC1.25
ALDH1A1,PDbyO_FC1.25
SLC6A3,PDbyO_FC1.25
SLC18A2,PDbyO_FC1.25
DDC,PDbyO_FC1.25
CLSTN2,PDbyO_FC1.25
NDUFS1,PDbyO_FC1.25
AGTR1,PDbyO_FC1.25
ACHE,PDbyO_FC1.25
TH,PDbyO_FC1.25
KCNJ6,PDbyO_FC1.25
EN1,PDbyO_FC1.25
SNX10,PDbyO_FC1.25
CHN1,PDbyO_FC1.25
MDH1,PDbyO_FC1.25
AMPH,PDbyO_FC1.25
FGF13,PDbyO_FC1.25
ATP5A1,PDbyO_FC1.25
PIP5K1B,PDbyO_FC1.25
GADD45A,PDbyO_FC1.25
PBX1,PDbyO_FC1.25
PCDH8,PDbyO_FC1.25
AQP4,PDbyO_FC1.25
ARL1,PDbyO_FC1.25
FOXA1,PDbyO_FC1.25
VAV3,PDbyO_FC1.25
SULT4A1,PDbyO_FC1.25
DLD,PDbyO_FC1.25
MOAP1,PDbyO_FC1.25
DNAJA2,PDbyO_FC1.25
ATP5G3,PDbyO_FC1.25
NAP1L2,PDbyO_FC1.25
FABP7,PDbyO_FC1.25
RET,PDbyO_FC1.25
DDX25,PDbyO_FC1.25
NR4A2,PDbyO_FC1.25
SYNGR3,PDbyO_FC1.25
INSM1,PDbyO_FC1.25
ATP6V1D,PDbyO_FC1.25
VSNL1,PDbyO_FC1.25
TRPV2,PDbyO_FC1.25
IMMT,PDbyO_FC1.25
TPBG,PDbyO_FC1.25
PIAS2,PDbyO_FC1.25
SNCA,PDbyO_FC1.25
VRK1,PDbyO_FC1.25
LSAMP,PDbyO_FC1.25
TSSC1,PDbyO_FC1.25
SRD5A1,PDbyO_FC1.25
ATP5C1,PDbyO_FC1.25
PRKAR2B,PDbyO_FC1.25
ATP8A2,PDbyO_FC1.25
IMPA1,PDbyO_FC1.25
TTC1,PDbyO_FC1.25
CBLN1,PDbyO_FC1.25
C14orf2,PDbyO_FC1.25
NME5,PDbyO_FC1.25
GHITM,PDbyO_FC1.25
NDFIP1,PDbyO_FC1.25
DNAJB9,PDbyO_FC1.25
C12orf10,PDbyO_FC1.25
ACOT7,PDbyO_FC1.25
DLL3,PDbyO_FC1.25
LDHB,PDbyO_FC1.25
PTDSS1,PDbyO_FC1.25
DYNC1I1,PDbyO_FC1.25
GLO1,PDbyO_FC1.25
GUCY1B3,PDbyO_FC1.25
IDS,PDbyO_FC1.25
SLC30A9,PDbyO_FC1.25
CMAS,PDbyO_FC1.25
SCN9A,PDbyO_FC1.25
CSF3,PDbyO_FC1.25
L1CAM,PDbyO_FC1.25
UBE2V2,PDbyO_FC1.25
NEFL,PDbyO_FC1.25
RBKS,PDbyO_FC1.25
NTSR1,PDbyO_FC1.25
ME1,PDbyO_FC1.25
COPS4,PDbyO_FC1.25
PPARGC1A,PDbyO_FC1.25
SLC1A4,PDbyO_FC1.25
CACNA2D2,PDbyO_FC1.25
MAGED1,PDbyO_FC1.25
NDUFAB1,PDbyO_FC1.25
ATP6V1A,PDbyO_FC1.25
RND1,PDbyO_FC1.25
PPFIA2,PDbyO_FC1.25
HMGCS1,PDbyO_FC1.25
SDC1,PDbyO_FC1.25
XK,PDbyO_FC1.25
