"GeneHu","Category"
"DNAI1","QSVZbyPSVZ_Morizur_FC5_"
"DNAJB1","PSVZbyQSVZ_Morizur_FC5_"
"DNAJB6","PSVZbyQSVZ_Morizur_FC5_"
"DNAJB9","QSVZbyPSVZ_Morizur_FC5_"
"DNAJC1","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC10","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC11","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC14","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC15","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC18","QSVZbyPSVZ_Morizur_FC5_"
"DNAJC19","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC2","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC27","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC7","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC8","PSVZbyQSVZ_Morizur_FC5_"
"DNAJC9","PSVZbyQSVZ_Morizur_FC5_"
"DNAL1","PSVZbyQSVZ_Morizur_FC5_"
"DNAL4","PSVZbyQSVZ_Morizur_FC5_"
"DNASE1L2","PSVZbyQSVZ_Morizur_FC5_"
"DNER","QSVZbyPSVZ_Morizur_FC5_"
"DNM1","QSVZbyPSVZ_Morizur_FC5_"
"DNM3","QSVZbyPSVZ_Morizur_FC5_"
"DNMT1","PSVZbyQSVZ_Morizur_FC5_"
"DNPEP","PSVZbyQSVZ_Morizur_FC5_"
"DNPH1","PSVZbyQSVZ_Morizur_FC5_"
"DNTTIP2","PSVZbyQSVZ_Morizur_FC5_"
"DOC2A","PSVZbyQSVZ_Morizur_FC5_"
"DOCK10","QSVZbyPSVZ_Morizur_FC5_"
"DOCK11","PSVZbyQSVZ_Morizur_FC5_"
"DOCK3","PSVZbyQSVZ_Morizur_FC5_"
"DOCK4","QSVZbyPSVZ_Morizur_FC5_"
"DOCK7","PSVZbyQSVZ_Morizur_FC5_"
"DOT1L","PSVZbyQSVZ_Morizur_FC5_"
"DPF1","PSVZbyQSVZ_Morizur_FC5_"
"DPF2","PSVZbyQSVZ_Morizur_FC5_"
"DPH3","PSVZbyQSVZ_Morizur_FC5_"
"DPH6","PSVZbyQSVZ_Morizur_FC5_"
"DPH7","PSVZbyQSVZ_Morizur_FC5_"
"DPM1","PSVZbyQSVZ_Morizur_FC5_"
"DPP3","PSVZbyQSVZ_Morizur_FC5_"
"DPP7","QSVZbyPSVZ_Morizur_FC5_"
"DPP9","PSVZbyQSVZ_Morizur_FC5_"
"DPY30","PSVZbyQSVZ_Morizur_FC5_"
"DPYD","PSVZbyQSVZ_Morizur_FC5_"
"DPYSL3","PSVZbyQSVZ_Morizur_FC5_"
"DPYSL5","PSVZbyQSVZ_Morizur_FC5_"
"DRAP1","PSVZbyQSVZ_Morizur_FC5_"
"DRAXIN","PSVZbyQSVZ_Morizur_FC5_"
"DRD2","QSVZbyPSVZ_Morizur_FC5_"
"DRG1","PSVZbyQSVZ_Morizur_FC5_"
"DROSHA","PSVZbyQSVZ_Morizur_FC5_"
"DRP2","QSVZbyPSVZ_Morizur_FC5_"
"DSCAML1","PSVZbyQSVZ_Morizur_FC5_"
"DSN1","PSVZbyQSVZ_Morizur_FC5_"
"DST","PSVZbyQSVZ_Morizur_FC5_"
"DSTN","PSVZbyQSVZ_Morizur_FC5_"
"DSTYK","QSVZbyPSVZ_Morizur_FC5_"
"DTL","PSVZbyQSVZ_Morizur_FC5_"
"DTWD1","PSVZbyQSVZ_Morizur_FC5_"
"DTX3","QSVZbyPSVZ_Morizur_FC5_"
"DTYMK","PSVZbyQSVZ_Morizur_FC5_"
"DUOXA1","PSVZbyQSVZ_Morizur_FC5_"
"DUS3L","PSVZbyQSVZ_Morizur_FC5_"
"DUSP1","PSVZbyQSVZ_Morizur_FC5_"
"DUSP10","PSVZbyQSVZ_Morizur_FC5_"
"DUSP16","PSVZbyQSVZ_Morizur_FC5_"
"DUSP18","PSVZbyQSVZ_Morizur_FC5_"
"DUSP22","QSVZbyPSVZ_Morizur_FC5_"
"DUSP23","QSVZbyPSVZ_Morizur_FC5_"
"DUSP28","PSVZbyQSVZ_Morizur_FC5_"
"DUSP4","PSVZbyQSVZ_Morizur_FC5_"
"DUSP6","QSVZbyPSVZ_Morizur_FC5_"
"DUSP8","PSVZbyQSVZ_Morizur_FC5_"
"DUT","PSVZbyQSVZ_Morizur_FC5_"
"DUX4","PSVZbyQSVZ_Morizur_FC5_"
"DVL2","PSVZbyQSVZ_Morizur_FC5_"
"DVL3","PSVZbyQSVZ_Morizur_FC5_"
"DXO","PSVZbyQSVZ_Morizur_FC5_"
"DYM","PSVZbyQSVZ_Morizur_FC5_"
"DYNC1LI1","PSVZbyQSVZ_Morizur_FC5_"
"DYNC1LI2","PSVZbyQSVZ_Morizur_FC5_"
"DYNLL1","PSVZbyQSVZ_Morizur_FC5_"
"DYNLL2","PSVZbyQSVZ_Morizur_FC5_"
"DYNLRB1","PSVZbyQSVZ_Morizur_FC5_"
"DYNLT1","PSVZbyQSVZ_Morizur_FC5_"
"DYRK3","PSVZbyQSVZ_Morizur_FC5_"
"DZIP3","PSVZbyQSVZ_Morizur_FC5_"
"KIAA1958","QSVZbyPSVZ_Morizur_FC5_"
"E2F1","PSVZbyQSVZ_Morizur_FC5_"
"E2F2","PSVZbyQSVZ_Morizur_FC5_"
"E2F3","PSVZbyQSVZ_Morizur_FC5_"
"E2F4","PSVZbyQSVZ_Morizur_FC5_"
"E2F7","PSVZbyQSVZ_Morizur_FC5_"
"E2F8","PSVZbyQSVZ_Morizur_FC5_"
"KIAA1147","PSVZbyQSVZ_Morizur_FC5_"
"ZNF764","PSVZbyQSVZ_Morizur_FC5_"
"ZNF747","PSVZbyQSVZ_Morizur_FC5_"
"EAF1","PSVZbyQSVZ_Morizur_FC5_"
"EARS2","PSVZbyQSVZ_Morizur_FC5_"
"EBAG9","PSVZbyQSVZ_Morizur_FC5_"
"EBNA1BP2","PSVZbyQSVZ_Morizur_FC5_"
"EBP","QSVZbyPSVZ_Morizur_FC5_"
"ECE1","QSVZbyPSVZ_Morizur_FC5_"
"EEF1AKMT4-ECE2","PSVZbyQSVZ_Morizur_FC5_"
"ECE2","PSVZbyQSVZ_Morizur_FC5_"
"ECEL1","PSVZbyQSVZ_Morizur_FC5_"
"ECHDC2","PSVZbyQSVZ_Morizur_FC5_"
"ECSIT","PSVZbyQSVZ_Morizur_FC5_"
"ECT2","PSVZbyQSVZ_Morizur_FC5_"
"EDA","PSVZbyQSVZ_Morizur_FC5_"
"EDAR","PSVZbyQSVZ_Morizur_FC5_"
"EDEM2","QSVZbyPSVZ_Morizur_FC5_"
"EDNRA","QSVZbyPSVZ_Morizur_FC5_"
"EDNRB","QSVZbyPSVZ_Morizur_FC5_"
"EED","PSVZbyQSVZ_Morizur_FC5_"
"EEF1A1","PSVZbyQSVZ_Morizur_FC5_"
"EEF1A2","PSVZbyQSVZ_Morizur_FC5_"
"EEF1B2","PSVZbyQSVZ_Morizur_FC5_"
"EEF1D","PSVZbyQSVZ_Morizur_FC5_"
"EEF1E1","PSVZbyQSVZ_Morizur_FC5_"
"EEF1G","PSVZbyQSVZ_Morizur_FC5_"
"EEF2","PSVZbyQSVZ_Morizur_FC5_"
"EEFSEC","PSVZbyQSVZ_Morizur_FC5_"
"EFCAB11","PSVZbyQSVZ_Morizur_FC5_"
"EFCAB2","PSVZbyQSVZ_Morizur_FC5_"
"EFCAB9","PSVZbyQSVZ_Morizur_FC5_"
"EFEMP1","QSVZbyPSVZ_Morizur_FC5_"
"EFEMP2","PSVZbyQSVZ_Morizur_FC5_"
"EFHD1","QSVZbyPSVZ_Morizur_FC5_"
"EFHD2","PSVZbyQSVZ_Morizur_FC5_"
"EFNA5","PSVZbyQSVZ_Morizur_FC5_"
"EFNB1","PSVZbyQSVZ_Morizur_FC5_"
"EFNB3","QSVZbyPSVZ_Morizur_FC5_"
"EFR3A","PSVZbyQSVZ_Morizur_FC5_"
"EFR3B","QSVZbyPSVZ_Morizur_FC5_"
"EFS","PSVZbyQSVZ_Morizur_FC5_"
"EFTUD2","PSVZbyQSVZ_Morizur_FC5_"
"EGFL6","QSVZbyPSVZ_Morizur_FC5_"
"EGFR","PSVZbyQSVZ_Morizur_FC5_"
"EGLN2","PSVZbyQSVZ_Morizur_FC5_"
"EGR1","PSVZbyQSVZ_Morizur_FC5_"
"EGR2","PSVZbyQSVZ_Morizur_FC5_"
"EGR3","PSVZbyQSVZ_Morizur_FC5_"
"EHD3","QSVZbyPSVZ_Morizur_FC5_"
"EHMT2","PSVZbyQSVZ_Morizur_FC5_"
"EID1","PSVZbyQSVZ_Morizur_FC5_"
"EIF1AD","PSVZbyQSVZ_Morizur_FC5_"
"EIF1AX","PSVZbyQSVZ_Morizur_FC5_"
"EIF2A","PSVZbyQSVZ_Morizur_FC5_"
"EIF2AK1","PSVZbyQSVZ_Morizur_FC5_"
"EIF2B1","PSVZbyQSVZ_Morizur_FC5_"
"EIF2B4","PSVZbyQSVZ_Morizur_FC5_"
"EIF2B5","PSVZbyQSVZ_Morizur_FC5_"
"EIF2D","PSVZbyQSVZ_Morizur_FC5_"
"EIF2S2","PSVZbyQSVZ_Morizur_FC5_"
"EIF2S3B","PSVZbyQSVZ_Morizur_FC5_"
"EIF3A","PSVZbyQSVZ_Morizur_FC5_"
"EIF3B","PSVZbyQSVZ_Morizur_FC5_"
"EIF3CL","PSVZbyQSVZ_Morizur_FC5_"
"EIF3C","PSVZbyQSVZ_Morizur_FC5_"
"EIF3D","PSVZbyQSVZ_Morizur_FC5_"
"EIF3F","PSVZbyQSVZ_Morizur_FC5_"
"EIF3G","PSVZbyQSVZ_Morizur_FC5_"
"EIF3H","PSVZbyQSVZ_Morizur_FC5_"
"EIF3I","PSVZbyQSVZ_Morizur_FC5_"
"EIF3J","PSVZbyQSVZ_Morizur_FC5_"
"EIF3K","PSVZbyQSVZ_Morizur_FC5_"
"EIF3L","PSVZbyQSVZ_Morizur_FC5_"
"EIF3M","PSVZbyQSVZ_Morizur_FC5_"
"EIF4A1","PSVZbyQSVZ_Morizur_FC5_"
"EIF4A3","PSVZbyQSVZ_Morizur_FC5_"
"EIF4B","PSVZbyQSVZ_Morizur_FC5_"
"EIF4E","PSVZbyQSVZ_Morizur_FC5_"
"EIF4E3","QSVZbyPSVZ_Morizur_FC5_"
"EIF4EBP1","PSVZbyQSVZ_Morizur_FC5_"
"EIF4ENIF1","PSVZbyQSVZ_Morizur_FC5_"
"EIF4G1","PSVZbyQSVZ_Morizur_FC5_"
"EIF4G2","PSVZbyQSVZ_Morizur_FC5_"
"EIF5AL1","PSVZbyQSVZ_Morizur_FC5_"
"EIF5A","PSVZbyQSVZ_Morizur_FC5_"
"EIF5B","PSVZbyQSVZ_Morizur_FC5_"
"ELAC2","PSVZbyQSVZ_Morizur_FC5_"
"ELAVL1","PSVZbyQSVZ_Morizur_FC5_"
"ELAVL2","PSVZbyQSVZ_Morizur_FC5_"
"ELAVL4","PSVZbyQSVZ_Morizur_FC5_"
"ELF2","PSVZbyQSVZ_Morizur_FC5_"
"ELL3","QSVZbyPSVZ_Morizur_FC5_"
"ELMO1","QSVZbyPSVZ_Morizur_FC5_"
"ELMOD1","QSVZbyPSVZ_Morizur_FC5_"
"ELMOD3","QSVZbyPSVZ_Morizur_FC5_"
"ELN","PSVZbyQSVZ_Morizur_FC5_"
"ELOF1","PSVZbyQSVZ_Morizur_FC5_"
"ELOVL7","QSVZbyPSVZ_Morizur_FC5_"
"ELP2","PSVZbyQSVZ_Morizur_FC5_"
"ELP3","PSVZbyQSVZ_Morizur_FC5_"
"ELP4","PSVZbyQSVZ_Morizur_FC5_"
"ELP5","PSVZbyQSVZ_Morizur_FC5_"
"ELP6","PSVZbyQSVZ_Morizur_FC5_"
"EMC8","PSVZbyQSVZ_Morizur_FC5_"
"EMC9","QSVZbyPSVZ_Morizur_FC5_"
"EMCN","QSVZbyPSVZ_Morizur_FC5_"
"EMD","PSVZbyQSVZ_Morizur_FC5_"
"EME1","PSVZbyQSVZ_Morizur_FC5_"
"EML3","PSVZbyQSVZ_Morizur_FC5_"
"EML4","PSVZbyQSVZ_Morizur_FC5_"
"EML6","QSVZbyPSVZ_Morizur_FC5_"
"EMP1","PSVZbyQSVZ_Morizur_FC5_"
"EMP2","QSVZbyPSVZ_Morizur_FC5_"
"ENC1","PSVZbyQSVZ_Morizur_FC5_"
"ENDOG","QSVZbyPSVZ_Morizur_FC5_"
"ENGASE","PSVZbyQSVZ_Morizur_FC5_"
"ENO2","QSVZbyPSVZ_Morizur_FC5_"
"ENOX2","PSVZbyQSVZ_Morizur_FC5_"
"ENPP4","PSVZbyQSVZ_Morizur_FC5_"
"ENSA","PSVZbyQSVZ_Morizur_FC5_"
"ENTPD1","PSVZbyQSVZ_Morizur_FC5_"
"ENTPD2","QSVZbyPSVZ_Morizur_FC5_"
"ENTPD6","PSVZbyQSVZ_Morizur_FC5_"
"EOMES","PSVZbyQSVZ_Morizur_FC5_"
"EP300","PSVZbyQSVZ_Morizur_FC5_"
"EPAS1","QSVZbyPSVZ_Morizur_FC5_"
"EPC1","PSVZbyQSVZ_Morizur_FC5_"
"EPC2","PSVZbyQSVZ_Morizur_FC5_"
"EPCAM","PSVZbyQSVZ_Morizur_FC5_"
"EPHA3","PSVZbyQSVZ_Morizur_FC5_"
"EPHA4","PSVZbyQSVZ_Morizur_FC5_"
"EPHB2","PSVZbyQSVZ_Morizur_FC5_"
"EPHX1","QSVZbyPSVZ_Morizur_FC5_"
"EPHX2","QSVZbyPSVZ_Morizur_FC5_"
"EPHX4","PSVZbyQSVZ_Morizur_FC5_"
"EPM2A","PSVZbyQSVZ_Morizur_FC5_"
"EPN1","PSVZbyQSVZ_Morizur_FC5_"
"EPRS","PSVZbyQSVZ_Morizur_FC5_"
"EPS8","QSVZbyPSVZ_Morizur_FC5_"
"ERBB2","PSVZbyQSVZ_Morizur_FC5_"
"ERBB3","QSVZbyPSVZ_Morizur_FC5_"
"ERC2","PSVZbyQSVZ_Morizur_FC5_"
"ERCC1","PSVZbyQSVZ_Morizur_FC5_"
"ERCC3","PSVZbyQSVZ_Morizur_FC5_"
"BIVM","PSVZbyQSVZ_Morizur_FC5_"
"ERCC5","PSVZbyQSVZ_Morizur_FC5_"
"BIVM-ERCC5","PSVZbyQSVZ_Morizur_FC5_"
"ERCC6L","PSVZbyQSVZ_Morizur_FC5_"
"ERCC8","PSVZbyQSVZ_Morizur_FC5_"
"ERF","PSVZbyQSVZ_Morizur_FC5_"
"ERGIC1","PSVZbyQSVZ_Morizur_FC5_"
"ERGIC2","PSVZbyQSVZ_Morizur_FC5_"
"ERH","PSVZbyQSVZ_Morizur_FC5_"
"ERI1","PSVZbyQSVZ_Morizur_FC5_"
"ERI2","PSVZbyQSVZ_Morizur_FC5_"
"ERICH6","QSVZbyPSVZ_Morizur_FC5_"
"ERLEC1","PSVZbyQSVZ_Morizur_FC5_"
"ERLIN1","PSVZbyQSVZ_Morizur_FC5_"
"ERMN","QSVZbyPSVZ_Morizur_FC5_"
"ERMP1","QSVZbyPSVZ_Morizur_FC5_"
"ERN1","QSVZbyPSVZ_Morizur_FC5_"
"ERP29","PSVZbyQSVZ_Morizur_FC5_"
"ESAM","QSVZbyPSVZ_Morizur_FC5_"
"ESCO2","PSVZbyQSVZ_Morizur_FC5_"
"ESD","PSVZbyQSVZ_Morizur_FC5_"
"ESF1","PSVZbyQSVZ_Morizur_FC5_"
"ESPL1","PSVZbyQSVZ_Morizur_FC5_"
"ESRP2","PSVZbyQSVZ_Morizur_FC5_"
"ESYT2","PSVZbyQSVZ_Morizur_FC5_"
"ETAA1","PSVZbyQSVZ_Morizur_FC5_"
"EVA1A","QSVZbyPSVZ_Morizur_FC5_"
"EVC","PSVZbyQSVZ_Morizur_FC5_"
"EVC2","PSVZbyQSVZ_Morizur_FC5_"
"EVL","PSVZbyQSVZ_Morizur_FC5_"
"EWSR1","PSVZbyQSVZ_Morizur_FC5_"
"EXO1","PSVZbyQSVZ_Morizur_FC5_"
"EXO5","PSVZbyQSVZ_Morizur_FC5_"
"EXOC2","QSVZbyPSVZ_Morizur_FC5_"
"EXOC5","PSVZbyQSVZ_Morizur_FC5_"
"EXOC6","PSVZbyQSVZ_Morizur_FC5_"
"EXOC7","PSVZbyQSVZ_Morizur_FC5_"
"EXOC8","PSVZbyQSVZ_Morizur_FC5_"
"EXOSC1","PSVZbyQSVZ_Morizur_FC5_"
"EXOSC10","PSVZbyQSVZ_Morizur_FC5_"
"EXOSC2","PSVZbyQSVZ_Morizur_FC5_"
"EXOSC3","PSVZbyQSVZ_Morizur_FC5_"
"EXOSC5","PSVZbyQSVZ_Morizur_FC5_"
"EXOSC7","PSVZbyQSVZ_Morizur_FC5_"
"EXOSC9","PSVZbyQSVZ_Morizur_FC5_"
"EYA1","PSVZbyQSVZ_Morizur_FC5_"
"EZH2","PSVZbyQSVZ_Morizur_FC5_"
"F11R","PSVZbyQSVZ_Morizur_FC5_"
"F3","QSVZbyPSVZ_Morizur_FC5_"
"F5","QSVZbyPSVZ_Morizur_FC5_"
"F8A1","QSVZbyPSVZ_Morizur_FC5_"
"F8A2","QSVZbyPSVZ_Morizur_FC5_"
"F8A3","QSVZbyPSVZ_Morizur_FC5_"
"FA2H","QSVZbyPSVZ_Morizur_FC5_"
"FAAH","QSVZbyPSVZ_Morizur_FC5_"
"FABP3","PSVZbyQSVZ_Morizur_FC5_"
"FABP7","PSVZbyQSVZ_Morizur_FC5_"
"FADD","PSVZbyQSVZ_Morizur_FC5_"
"FADS3","QSVZbyPSVZ_Morizur_FC5_"
"FAF1","PSVZbyQSVZ_Morizur_FC5_"
"FAHD1","QSVZbyPSVZ_Morizur_FC5_"
"FAM104B","PSVZbyQSVZ_Morizur_FC5_"
"FAM107A","QSVZbyPSVZ_Morizur_FC5_"
"FAM107B","PSVZbyQSVZ_Morizur_FC5_"
"FAM110A","PSVZbyQSVZ_Morizur_FC5_"
"FAM111A","PSVZbyQSVZ_Morizur_FC5_"
"FAM117A","QSVZbyPSVZ_Morizur_FC5_"
"FAM117B","PSVZbyQSVZ_Morizur_FC5_"
"FAM118A","PSVZbyQSVZ_Morizur_FC5_"
"FAM118B","PSVZbyQSVZ_Morizur_FC5_"
"FAM120A","PSVZbyQSVZ_Morizur_FC5_"
"FAM120C","PSVZbyQSVZ_Morizur_FC5_"
"FAM122A","PSVZbyQSVZ_Morizur_FC5_"
"FAM124A","PSVZbyQSVZ_Morizur_FC5_"
"FAM126A","PSVZbyQSVZ_Morizur_FC5_"
"FAM131A","QSVZbyPSVZ_Morizur_FC5_"
"FAM131B","QSVZbyPSVZ_Morizur_FC5_"
"FAM133B","PSVZbyQSVZ_Morizur_FC5_"
"FAM135A","PSVZbyQSVZ_Morizur_FC5_"
"FAM136A","PSVZbyQSVZ_Morizur_FC5_"
"FAM13C","PSVZbyQSVZ_Morizur_FC5_"
"FAM149B1","PSVZbyQSVZ_Morizur_FC5_"
"FAM163A","QSVZbyPSVZ_Morizur_FC5_"
"FAM163B","QSVZbyPSVZ_Morizur_FC5_"
"FAM167A","PSVZbyQSVZ_Morizur_FC5_"
"FAM168B","PSVZbyQSVZ_Morizur_FC5_"
"FAM171A1","QSVZbyPSVZ_Morizur_FC5_"
"FAM171B","PSVZbyQSVZ_Morizur_FC5_"
"ATPSCKMT","PSVZbyQSVZ_Morizur_FC5_"
"FAM174B","PSVZbyQSVZ_Morizur_FC5_"
"FAM181A","QSVZbyPSVZ_Morizur_FC5_"
"FAM184A","QSVZbyPSVZ_Morizur_FC5_"
"FAM192A","PSVZbyQSVZ_Morizur_FC5_"
"FAM193B","PSVZbyQSVZ_Morizur_FC5_"
"FAM19A5","QSVZbyPSVZ_Morizur_FC5_"
"FAM206A","PSVZbyQSVZ_Morizur_FC5_"
"TASOR2","PSVZbyQSVZ_Morizur_FC5_"
"FAM209A","PSVZbyQSVZ_Morizur_FC5_"
"FAM209B","PSVZbyQSVZ_Morizur_FC5_"
"FAM20A","QSVZbyPSVZ_Morizur_FC5_"
"FAM20C","QSVZbyPSVZ_Morizur_FC5_"
"FAM210B","PSVZbyQSVZ_Morizur_FC5_"
"PRXL2A","PSVZbyQSVZ_Morizur_FC5_"
"FAM214A","PSVZbyQSVZ_Morizur_FC5_"
"FAM214B","QSVZbyPSVZ_Morizur_FC5_"
"FAM217B","QSVZbyPSVZ_Morizur_FC5_"
"FAM219A","PSVZbyQSVZ_Morizur_FC5_"
"FAM219B","PSVZbyQSVZ_Morizur_FC5_"
"FAM220A","PSVZbyQSVZ_Morizur_FC5_"
"FAM221A","PSVZbyQSVZ_Morizur_FC5_"
"FAM227A","QSVZbyPSVZ_Morizur_FC5_"
"FAM228B","QSVZbyPSVZ_Morizur_FC5_"
"FAM229B","PSVZbyQSVZ_Morizur_FC5_"
"FAM25A","PSVZbyQSVZ_Morizur_FC5_"
"FAM25C","PSVZbyQSVZ_Morizur_FC5_"
"FAM25G","PSVZbyQSVZ_Morizur_FC5_"
"FAM32A","PSVZbyQSVZ_Morizur_FC5_"
"FAM50A","PSVZbyQSVZ_Morizur_FC5_"
"FAM57B","PSVZbyQSVZ_Morizur_FC5_"
"DIPK1A","PSVZbyQSVZ_Morizur_FC5_"
"FAM72D","PSVZbyQSVZ_Morizur_FC5_"
"FAM72A","PSVZbyQSVZ_Morizur_FC5_"
"FAM72C","PSVZbyQSVZ_Morizur_FC5_"
"FAM72B","PSVZbyQSVZ_Morizur_FC5_"
"FAM76A","PSVZbyQSVZ_Morizur_FC5_"
"FAM76B","PSVZbyQSVZ_Morizur_FC5_"
"FAM83D","PSVZbyQSVZ_Morizur_FC5_"
"FAM84A","QSVZbyPSVZ_Morizur_FC5_"
"FAM89B","PSVZbyQSVZ_Morizur_FC5_"
"FAM98A","PSVZbyQSVZ_Morizur_FC5_"
"FAM98B","PSVZbyQSVZ_Morizur_FC5_"
"FANCA","PSVZbyQSVZ_Morizur_FC5_"
"FANCB","PSVZbyQSVZ_Morizur_FC5_"
"FANCE","PSVZbyQSVZ_Morizur_FC5_"
"FANCF","PSVZbyQSVZ_Morizur_FC5_"
"FANCG","PSVZbyQSVZ_Morizur_FC5_"
"FANCI","PSVZbyQSVZ_Morizur_FC5_"
"FANCL","PSVZbyQSVZ_Morizur_FC5_"
"FANCM","PSVZbyQSVZ_Morizur_FC5_"
"FAR2","QSVZbyPSVZ_Morizur_FC5_"
"FARP1","QSVZbyPSVZ_Morizur_FC5_"
"FARP2","PSVZbyQSVZ_Morizur_FC5_"
"FARSA","PSVZbyQSVZ_Morizur_FC5_"
"FARSB","PSVZbyQSVZ_Morizur_FC5_"
"FASTKD1","PSVZbyQSVZ_Morizur_FC5_"
"FASTKD2","PSVZbyQSVZ_Morizur_FC5_"
"FAT3","QSVZbyPSVZ_Morizur_FC5_"
"FAT4","PSVZbyQSVZ_Morizur_FC5_"
"FAU","PSVZbyQSVZ_Morizur_FC5_"
"FAXC","PSVZbyQSVZ_Morizur_FC5_"
"FBL","PSVZbyQSVZ_Morizur_FC5_"
"FBLN1","PSVZbyQSVZ_Morizur_FC5_"
"FBLN2","PSVZbyQSVZ_Morizur_FC5_"
"FBLN7","PSVZbyQSVZ_Morizur_FC5_"
"FBRSL1","QSVZbyPSVZ_Morizur_FC5_"
"FBXL14","PSVZbyQSVZ_Morizur_FC5_"
"FBXL17","PSVZbyQSVZ_Morizur_FC5_"
"FBXL18","PSVZbyQSVZ_Morizur_FC5_"
"FBXL19","PSVZbyQSVZ_Morizur_FC5_"
"FBXL4","PSVZbyQSVZ_Morizur_FC5_"
"FBXO11","PSVZbyQSVZ_Morizur_FC5_"
"FBXO2","QSVZbyPSVZ_Morizur_FC5_"
"FBXO22","PSVZbyQSVZ_Morizur_FC5_"
"FBXO28","PSVZbyQSVZ_Morizur_FC5_"
"FBXO3","PSVZbyQSVZ_Morizur_FC5_"
"FBXO32","QSVZbyPSVZ_Morizur_FC5_"
"FBXO33","QSVZbyPSVZ_Morizur_FC5_"
"FBXO34","QSVZbyPSVZ_Morizur_FC5_"
"FBXO45","PSVZbyQSVZ_Morizur_FC5_"
"FBXO5","PSVZbyQSVZ_Morizur_FC5_"
"FBXO6","QSVZbyPSVZ_Morizur_FC5_"
"FBXO8","QSVZbyPSVZ_Morizur_FC5_"
"FBXW2","PSVZbyQSVZ_Morizur_FC5_"
"FBXW8","PSVZbyQSVZ_Morizur_FC5_"
"FCER1G","PSVZbyQSVZ_Morizur_FC5_"
"FCGRT","QSVZbyPSVZ_Morizur_FC5_"
"FCHSD1","QSVZbyPSVZ_Morizur_FC5_"
"FDPS","PSVZbyQSVZ_Morizur_FC5_"
"FDX1","PSVZbyQSVZ_Morizur_FC5_"
"FDX2","PSVZbyQSVZ_Morizur_FC5_"
"FEM1A","PSVZbyQSVZ_Morizur_FC5_"
"FEM1B","PSVZbyQSVZ_Morizur_FC5_"
"FEN1","PSVZbyQSVZ_Morizur_FC5_"
"FERMT2","QSVZbyPSVZ_Morizur_FC5_"
"FGD1","PSVZbyQSVZ_Morizur_FC5_"
"FGD3","PSVZbyQSVZ_Morizur_FC5_"
"FGD4","PSVZbyQSVZ_Morizur_FC5_"
"FGD5","PSVZbyQSVZ_Morizur_FC5_"
"FGD6","QSVZbyPSVZ_Morizur_FC5_"
"FGF1","QSVZbyPSVZ_Morizur_FC5_"
"FGF18","PSVZbyQSVZ_Morizur_FC5_"
"FGFR1OP","PSVZbyQSVZ_Morizur_FC5_"
"FGFR2","QSVZbyPSVZ_Morizur_FC5_"
"FGFR3","QSVZbyPSVZ_Morizur_FC5_"
"FGFRL1","QSVZbyPSVZ_Morizur_FC5_"
"FHOD1","PSVZbyQSVZ_Morizur_FC5_"
"FIBP","PSVZbyQSVZ_Morizur_FC5_"
"FICD","QSVZbyPSVZ_Morizur_FC5_"
"FIGNL1","PSVZbyQSVZ_Morizur_FC5_"
"FIS1","PSVZbyQSVZ_Morizur_FC5_"
"FITM2","PSVZbyQSVZ_Morizur_FC5_"
"FJX1","QSVZbyPSVZ_Morizur_FC5_"
"FKBP10","QSVZbyPSVZ_Morizur_FC5_"
"FKBP2","PSVZbyQSVZ_Morizur_FC5_"
"FKBP3","PSVZbyQSVZ_Morizur_FC5_"
"FKBP4","PSVZbyQSVZ_Morizur_FC5_"
"FKBP5","PSVZbyQSVZ_Morizur_FC5_"
"FKBP7","PSVZbyQSVZ_Morizur_FC5_"
"FKTN","QSVZbyPSVZ_Morizur_FC5_"
"FLAD1","QSVZbyPSVZ_Morizur_FC5_"
"FLNA","PSVZbyQSVZ_Morizur_FC5_"
"FLNB","PSVZbyQSVZ_Morizur_FC5_"
"FLNC","PSVZbyQSVZ_Morizur_FC5_"
"FLOT2","PSVZbyQSVZ_Morizur_FC5_"
"FLRT1","QSVZbyPSVZ_Morizur_FC5_"
"FLT3LG","QSVZbyPSVZ_Morizur_FC5_"
"FLYWCH1","PSVZbyQSVZ_Morizur_FC5_"
"FMNL3","PSVZbyQSVZ_Morizur_FC5_"
"FMO1","QSVZbyPSVZ_Morizur_FC5_"
"FMR1","PSVZbyQSVZ_Morizur_FC5_"
"FN1","PSVZbyQSVZ_Morizur_FC5_"
"FN3K","QSVZbyPSVZ_Morizur_FC5_"
"FNBP1","QSVZbyPSVZ_Morizur_FC5_"
"FNBP1L","PSVZbyQSVZ_Morizur_FC5_"
"FNDC3B","QSVZbyPSVZ_Morizur_FC5_"
"FNDC5","QSVZbyPSVZ_Morizur_FC5_"
"FOLH1","QSVZbyPSVZ_Morizur_FC5_"
"FOPNL","PSVZbyQSVZ_Morizur_FC5_"
"FOS","PSVZbyQSVZ_Morizur_FC5_"
