Gene,Category,sample_1,sample_2,value_1_npc,value_2_nsc,FC5
Pstpip1,npcBYnsc_FC5_,npc,nsc,3.20465,0.0740341,43.28613436
Kiss1r,npcBYnsc_FC5_,npc,nsc,1.77485,0.0412471,43.02969178
Neurod6,npcBYnsc_FC5_,npc,nsc,23.6844,0.550732,43.0053093
Gm45645,npcBYnsc_FC5_,npc,nsc,0.358091,0.00835594,42.85466387
Gm30238,npcBYnsc_FC5_,npc,nsc,0.691103,0.0162477,42.53543578
Clcn1,npcBYnsc_FC5_,npc,nsc,1.40758,0.0331255,42.49233974
Hhipl1,npcBYnsc_FC5_,npc,nsc,0.403769,0.00951546,42.43294596
Amer3,npcBYnsc_FC5_,npc,nsc,1.61409,0.0380949,42.37023854
Teddm3,npcBYnsc_FC5_,npc,nsc,2.71214,0.064625,41.9673501
Spire2,npcBYnsc_FC5_,npc,nsc,0.652286,0.0156264,41.74256387
A330076H08Rik,npcBYnsc_FC5_,npc,nsc,3.59498,0.0862395,41.68600235
Tmem212,npcBYnsc_FC5_,npc,nsc,22.6935,0.55123,41.16884059
Ydjc,npcBYnsc_FC5_,npc,nsc,0.644395,0.0156613,41.14569033
Gm33594,npcBYnsc_FC5_,npc,nsc,0.917581,0.0223144,41.12057685
Neurod1,npcBYnsc_FC5_,npc,nsc,326.368,8.05617,40.51155822
Gm26755,npcBYnsc_FC5_,npc,nsc,13.1502,0.329274,39.9369522
1700021N21Rik,npcBYnsc_FC5_,npc,nsc,0.739613,0.0186431,39.67221117
Gm20743,npcBYnsc_FC5_,npc,nsc,6.54111,0.165487,39.52642806
Trpc2,npcBYnsc_FC5_,npc,nsc,0.0115543,0.000295806,39.06039769
Pdlim3,npcBYnsc_FC5_,npc,nsc,15.5383,0.400771,38.77101886
Gm32391,npcBYnsc_FC5_,npc,nsc,3.01796,0.0782078,38.58898985
Gm39302,npcBYnsc_FC5_,npc,nsc,2.3966,0.0626391,38.26044755
B230344G16Rik,npcBYnsc_FC5_,npc,nsc,0.255404,0.00667912,38.23916923
Gm48562,npcBYnsc_FC5_,npc,nsc,4.69,0.123297,38.03823288
Prokr2,npcBYnsc_FC5_,npc,nsc,0.175132,0.00467535,37.45858599
Sec14l3,npcBYnsc_FC5_,npc,nsc,0.183036,0.00489447,37.39649032
Gm17396,npcBYnsc_FC5_,npc,nsc,0.447419,0.0120372,37.16969063
Gm35657,npcBYnsc_FC5_,npc,nsc,1.15271,0.0310682,37.1025679
Ccdc69,npcBYnsc_FC5_,npc,nsc,1.61048,0.0434605,37.05617745
Zcwpw2,npcBYnsc_FC5_,npc,nsc,1.00868,0.0272371,37.03331118
Gm26548,npcBYnsc_FC5_,npc,nsc,0.263767,0.00712338,37.0283489
Ppp1r14a,npcBYnsc_FC5_,npc,nsc,19.1357,0.518541,36.90296428
A830019P07Rik,npcBYnsc_FC5_,npc,nsc,0.285166,0.0077307,36.88747461
Gm44436,npcBYnsc_FC5_,npc,nsc,0.34789,0.00943238,36.88252594
Gpr12,npcBYnsc_FC5_,npc,nsc,0.964161,0.0261809,36.82688525
Mpo,npcBYnsc_FC5_,npc,nsc,1.44139,0.0398586,36.16258474
Tmem196,npcBYnsc_FC5_,npc,nsc,1.52984,0.0424749,36.01750681
Rab26,npcBYnsc_FC5_,npc,nsc,1.95421,0.0542942,35.99297899
Car15,npcBYnsc_FC5_,npc,nsc,0.583017,0.0162005,35.98759298
Prnd,npcBYnsc_FC5_,npc,nsc,1.18223,0.032924,35.90784838
Gm9911,npcBYnsc_FC5_,npc,nsc,0.17845,0.00500037,35.68735914
Prss57,npcBYnsc_FC5_,npc,nsc,0.249229,0.00700632,35.5720264
Gm42876,npcBYnsc_FC5_,npc,nsc,0.152971,0.00431433,35.45649035
AC139197.1,npcBYnsc_FC5_,npc,nsc,1.71925,0.0488488,35.19533745
Gm1110,npcBYnsc_FC5_,npc,nsc,0.194819,0.0055484,35.11264509
Tbx6,npcBYnsc_FC5_,npc,nsc,2.08043,0.0595671,34.92582315
Ccdc187,npcBYnsc_FC5_,npc,nsc,0.045521,0.0013168,34.56941069
Frzb,npcBYnsc_FC5_,npc,nsc,48.9077,1.42903,34.22440397
Foxd1,npcBYnsc_FC5_,npc,nsc,0.26146,0.00766589,34.10693344
Gm44837,npcBYnsc_FC5_,npc,nsc,0.807202,0.0238407,33.85815014
Btbd16,npcBYnsc_FC5_,npc,nsc,2.88237,0.0851876,33.83555823
Sgpp2,npcBYnsc_FC5_,npc,nsc,0.258506,0.00772947,33.44420769
Gm16567,npcBYnsc_FC5_,npc,nsc,1.10179,0.0329837,33.40407535
Gm44702,npcBYnsc_FC5_,npc,nsc,1.05299,0.0316163,33.30528873
Adamts3,npcBYnsc_FC5_,npc,nsc,0.154853,0.00467114,33.15100811
Itga2b,npcBYnsc_FC5_,npc,nsc,2.65825,0.080694,32.94235011
Gm44633,npcBYnsc_FC5_,npc,nsc,1.7315,0.0525742,32.93440509
Gm7972,npcBYnsc_FC5_,npc,nsc,0.201564,0.00613812,32.83806768
Prr16,npcBYnsc_FC5_,npc,nsc,0.238719,0.00727378,32.81911193
Gm11739,npcBYnsc_FC5_,npc,nsc,2.20397,0.0676601,32.57414636
Prdm8,npcBYnsc_FC5_,npc,nsc,7.65531,0.23547,32.5107657
Csrnp3,npcBYnsc_FC5_,npc,nsc,0.828255,0.0255444,32.4241321
Gm13589,npcBYnsc_FC5_,npc,nsc,2.60489,0.0804096,32.39526126
Zfp366,npcBYnsc_FC5_,npc,nsc,0.0676977,0.00210074,32.2256443
Tmem200b,npcBYnsc_FC5_,npc,nsc,0.964455,0.0299744,32.17595682
Gm13387,npcBYnsc_FC5_,npc,nsc,0.703677,0.0219787,32.0163158
Hecw1,npcBYnsc_FC5_,npc,nsc,17.39,0.544586,31.93251387
9030612E09Rik,npcBYnsc_FC5_,npc,nsc,0.702236,0.02204,31.86188748
AC137513.1,npcBYnsc_FC5_,npc,nsc,0.185268,0.00583266,31.76389503
Arg2,npcBYnsc_FC5_,npc,nsc,1.7055,0.0538712,31.65884554
Gm20554,npcBYnsc_FC5_,npc,nsc,0.255966,0.00812165,31.51650219
Gm38116,npcBYnsc_FC5_,npc,nsc,0.306974,0.00979064,31.35382365
Sgk2,npcBYnsc_FC5_,npc,nsc,4.29997,0.137246,31.33038486
Gm11646,npcBYnsc_FC5_,npc,nsc,2.42685,0.077675,31.24364339
Tnxb,npcBYnsc_FC5_,npc,nsc,0.131469,0.00424168,30.99455876
Meioc,npcBYnsc_FC5_,npc,nsc,0.0857984,0.00277842,30.88028448
Gm13293,npcBYnsc_FC5_,npc,nsc,3.90913,0.126675,30.8595224
Phf24,npcBYnsc_FC5_,npc,nsc,0.358336,0.0116121,30.85884551
Tspan32,npcBYnsc_FC5_,npc,nsc,0.194664,0.00634557,30.67714957
Tgfbr3l,npcBYnsc_FC5_,npc,nsc,2.31365,0.076105,30.4007621
Tbr1,npcBYnsc_FC5_,npc,nsc,4.62045,0.153032,30.19270479
Gm27252,npcBYnsc_FC5_,npc,nsc,1.82933,0.0610039,29.98709919
Sned1,npcBYnsc_FC5_,npc,nsc,3.11174,0.104147,29.87834503
Gm38562,npcBYnsc_FC5_,npc,nsc,3.54801,0.118833,29.8571104
Neurod2,npcBYnsc_FC5_,npc,nsc,4.79369,0.161007,29.77317756
Gm37928,npcBYnsc_FC5_,npc,nsc,0.0983219,0.00330624,29.73828276
Hdc,npcBYnsc_FC5_,npc,nsc,2.7919,0.0940964,29.67063565
Gm37786,npcBYnsc_FC5_,npc,nsc,0.143842,0.00486017,29.59608409
Nipal4,npcBYnsc_FC5_,npc,nsc,3.21806,0.108753,29.59054003
Kcnq1,npcBYnsc_FC5_,npc,nsc,0.136026,0.00459795,29.58405376
A230009B12Rik,npcBYnsc_FC5_,npc,nsc,6.59219,0.224167,29.4074953
Lipc,npcBYnsc_FC5_,npc,nsc,0.234731,0.00798994,29.37831824
Rhd,npcBYnsc_FC5_,npc,nsc,0.783036,0.0266686,29.36172128
Slc23a4,npcBYnsc_FC5_,npc,nsc,0.210225,0.00722596,29.09302017
Tspear,npcBYnsc_FC5_,npc,nsc,1.23714,0.0428195,28.89197679
Opn1sw,npcBYnsc_FC5_,npc,nsc,12.9565,0.450192,28.77994278
Cdh7,npcBYnsc_FC5_,npc,nsc,0.202349,0.00704102,28.73859185
Adamts15,npcBYnsc_FC5_,npc,nsc,0.174525,0.0060878,28.66799172
Cdhr4,npcBYnsc_FC5_,npc,nsc,4.12572,0.144238,28.60355801
Il23a,npcBYnsc_FC5_,npc,nsc,4.11268,0.144341,28.49280523
Cilp,npcBYnsc_FC5_,npc,nsc,0.534492,0.0187676,28.47950724
Rtl4,npcBYnsc_FC5_,npc,nsc,0.100747,0.00353897,28.46788755
Tmem151a,npcBYnsc_FC5_,npc,nsc,4.75124,0.168408,28.21267398
Chdh,npcBYnsc_FC5_,npc,nsc,0.576873,0.0205136,28.12149013
Shbg,npcBYnsc_FC5_,npc,nsc,0.619806,0.022127,28.01129841
AF529169,npcBYnsc_FC5_,npc,nsc,0.0519107,0.00185443,27.99280641
Grb14,npcBYnsc_FC5_,npc,nsc,201.737,7.2114,27.97473445
Ccdc102a,npcBYnsc_FC5_,npc,nsc,0.617413,0.0222999,27.68680577
Gm38260,npcBYnsc_FC5_,npc,nsc,0.445659,0.0162134,27.48707859
Angpt4,npcBYnsc_FC5_,npc,nsc,1.49917,0.0545551,27.47992397
Astn2,npcBYnsc_FC5_,npc,nsc,0.186439,0.00680578,27.39421492
Ly6g6e,npcBYnsc_FC5_,npc,nsc,12.1557,0.443775,27.39158357
9330154J02Rik,npcBYnsc_FC5_,npc,nsc,0.505891,0.0185224,27.31238932
Foxj1,npcBYnsc_FC5_,npc,nsc,0.39311,0.0144203,27.26087529
Pax4,npcBYnsc_FC5_,npc,nsc,1.03077,0.0379179,27.18425862
Snord14d,npcBYnsc_FC5_,npc,nsc,678.006,24.979,27.14304015
Hist1h4f,npcBYnsc_FC5_,npc,nsc,1.92114,0.0709506,27.07714945
Alx3,npcBYnsc_FC5_,npc,nsc,0.196857,0.0072805,27.03893963
Slc5a5,npcBYnsc_FC5_,npc,nsc,1.1599,0.0431274,26.89473513
Adamts5,npcBYnsc_FC5_,npc,nsc,0.0592212,0.00220865,26.81330224
Gm29398,npcBYnsc_FC5_,npc,nsc,0.251794,0.00945444,26.63235475
Doc2g,npcBYnsc_FC5_,npc,nsc,0.373904,0.0140662,26.58173494
Opalin,npcBYnsc_FC5_,npc,nsc,148.779,5.60438,26.54691509
Cacna2d4,npcBYnsc_FC5_,npc,nsc,0.774347,0.0293883,26.34881909
Gm5087,npcBYnsc_FC5_,npc,nsc,1.46215,0.0555027,26.34376346
Drc7,npcBYnsc_FC5_,npc,nsc,0.546249,0.0208406,26.21080967
A830036E02Rik,npcBYnsc_FC5_,npc,nsc,0.149505,0.0057279,26.10118892
Gm37593,npcBYnsc_FC5_,npc,nsc,0.110239,0.00425828,25.88815202
Gm48699,npcBYnsc_FC5_,npc,nsc,0.287986,0.0111353,25.86243747
Gm16027,npcBYnsc_FC5_,npc,nsc,0.609437,0.0236183,25.80359298
Cd24a,npcBYnsc_FC5_,npc,nsc,146.755,5.68873,25.79749786
Mgst2,npcBYnsc_FC5_,npc,nsc,3.23038,0.125266,25.78816279
Il7r,npcBYnsc_FC5_,npc,nsc,0.607731,0.0237671,25.57026309
Nlrp4f,npcBYnsc_FC5_,npc,nsc,0.246938,0.00966922,25.53856464
Gm37018,npcBYnsc_FC5_,npc,nsc,0.499597,0.0195658,25.53419743
Il17d,npcBYnsc_FC5_,npc,nsc,0.621267,0.0243403,25.52421293
Gm48717,npcBYnsc_FC5_,npc,nsc,0.382638,0.0150166,25.48100103
Gm9989,npcBYnsc_FC5_,npc,nsc,0.456774,0.0179326,25.47171074
Gm48405,npcBYnsc_FC5_,npc,nsc,0.153169,0.0060193,25.44631436
H2-M5,npcBYnsc_FC5_,npc,nsc,0.29301,0.0115249,25.42408177
Gm30122,npcBYnsc_FC5_,npc,nsc,0.301238,0.0118739,25.36976057
Gm27011,npcBYnsc_FC5_,npc,nsc,0.429554,0.0170105,25.25228535
Gm47018,npcBYnsc_FC5_,npc,nsc,0.43784,0.0175579,24.93692298
Gm40117,npcBYnsc_FC5_,npc,nsc,6.01173,0.241598,24.8831944
Gm43189,npcBYnsc_FC5_,npc,nsc,0.112686,0.00453366,24.85541483
Arsj,npcBYnsc_FC5_,npc,nsc,0.20094,0.00809084,24.83549298
Gm26523,npcBYnsc_FC5_,npc,nsc,0.297526,0.0120097,24.77380784
Grm8,npcBYnsc_FC5_,npc,nsc,0.117425,0.00474356,24.75461468
Cd7,npcBYnsc_FC5_,npc,nsc,0.944688,0.0382146,24.72060417
Gm45399,npcBYnsc_FC5_,npc,nsc,0.449493,0.0181981,24.69999615
Gm42608,npcBYnsc_FC5_,npc,nsc,0.198651,0.00810178,24.5194266
Sh2d1b1,npcBYnsc_FC5_,npc,nsc,0.318834,0.0130067,24.51305865
9530062K07Rik,npcBYnsc_FC5_,npc,nsc,1.16785,0.0477494,24.45789895
Fibcd1,npcBYnsc_FC5_,npc,nsc,0.139619,0.00570999,24.45170657
Gsta3,npcBYnsc_FC5_,npc,nsc,0.55495,0.0227232,24.42217645
Ninj2,npcBYnsc_FC5_,npc,nsc,32.0203,1.31372,24.37376305
Rnf138rt1,npcBYnsc_FC5_,npc,nsc,0.430864,0.0177173,24.31882962
Mgat4c,npcBYnsc_FC5_,npc,nsc,2.92254,0.120416,24.27036274
Fabp3,npcBYnsc_FC5_,npc,nsc,23.1404,0.955232,24.22490034
Adora2a,npcBYnsc_FC5_,npc,nsc,1.64843,0.0681111,24.20207573
Gm17359,npcBYnsc_FC5_,npc,nsc,0.219979,0.00910288,24.16586838
Gm36757,npcBYnsc_FC5_,npc,nsc,0.104848,0.00437962,23.93997653
E330034G19Rik,npcBYnsc_FC5_,npc,nsc,0.307388,0.0128418,23.9365198
C1s1,npcBYnsc_FC5_,npc,nsc,1.97517,0.0828163,23.85001503
Svep1,npcBYnsc_FC5_,npc,nsc,0.0608967,0.00256754,23.71791676
Gm48079,npcBYnsc_FC5_,npc,nsc,0.839784,0.0354937,23.66008616
Islr2,npcBYnsc_FC5_,npc,nsc,5.26542,0.22329,23.5810829
Arhgef16,npcBYnsc_FC5_,npc,nsc,0.305611,0.0130357,23.4441572
Dact1,npcBYnsc_FC5_,npc,nsc,2.49254,0.106664,23.3681467
Gm26671,npcBYnsc_FC5_,npc,nsc,0.845837,0.0362208,23.35224512
Gm47153,npcBYnsc_FC5_,npc,nsc,0.784613,0.0337174,23.27026995
4930444P10Rik,npcBYnsc_FC5_,npc,nsc,2.0708,0.0889943,23.26890599
Gm11630,npcBYnsc_FC5_,npc,nsc,3.95039,0.169878,23.2542766
Impg2,npcBYnsc_FC5_,npc,nsc,0.692441,0.0297955,23.23978453
Ccdc155,npcBYnsc_FC5_,npc,nsc,0.420345,0.0181252,23.19119237
Bcl2l14,npcBYnsc_FC5_,npc,nsc,0.74442,0.0321134,23.18097741
Ctsk,npcBYnsc_FC5_,npc,nsc,14.2237,0.613873,23.17042776
Sema3c,npcBYnsc_FC5_,npc,nsc,28.4568,1.23338,23.07220808
Itgbl1,npcBYnsc_FC5_,npc,nsc,0.177537,0.00770003,23.05666342
Gm42966,npcBYnsc_FC5_,npc,nsc,0.227991,0.00988863,23.05587326
Fam129c,npcBYnsc_FC5_,npc,nsc,0.820803,0.0357011,22.99097227
Bend5,npcBYnsc_FC5_,npc,nsc,2.73613,0.119389,22.91777299
Gm20683,npcBYnsc_FC5_,npc,nsc,0.295503,0.0129338,22.84734571
Gm10244,npcBYnsc_FC5_,npc,nsc,1.11397,0.0488346,22.81108067
Krt6a,npcBYnsc_FC5_,npc,nsc,2.79051,0.122406,22.79716681
Gm6133,npcBYnsc_FC5_,npc,nsc,3.20532,0.141227,22.69622664
Plxdc1,npcBYnsc_FC5_,npc,nsc,1.46054,0.0646346,22.59687536
Ptger3,npcBYnsc_FC5_,npc,nsc,0.0983484,0.00435232,22.59677597
Ccdc3,npcBYnsc_FC5_,npc,nsc,0.894006,0.0396292,22.55927447
AC158556.2,npcBYnsc_FC5_,npc,nsc,0.0885139,0.00392414,22.55625436
Bmp5,npcBYnsc_FC5_,npc,nsc,0.404488,0.0182437,22.17137971
Abca8b,npcBYnsc_FC5_,npc,nsc,1.13922,0.0516267,22.06648885
Gm16201,npcBYnsc_FC5_,npc,nsc,1.17645,0.0535059,21.98729486
Mcam,npcBYnsc_FC5_,npc,nsc,8.85772,0.404696,21.8873426
Fam183b,npcBYnsc_FC5_,npc,nsc,21.5351,0.987239,21.81346158
Pla2g4b,npcBYnsc_FC5_,npc,nsc,0.950621,0.0439513,21.62896206
Abca8a,npcBYnsc_FC5_,npc,nsc,27.9184,1.29866,21.49785163
Nyx,npcBYnsc_FC5_,npc,nsc,0.0751872,0.00349975,21.48359169
C230072F16Rik,npcBYnsc_FC5_,npc,nsc,1.52351,0.0714621,21.3191328
A730094K22Rik,npcBYnsc_FC5_,npc,nsc,1.10373,0.0519706,21.23758433
Mab21l2,npcBYnsc_FC5_,npc,nsc,0.204893,0.0097224,21.07432321
Zfp385b,npcBYnsc_FC5_,npc,nsc,9.26357,0.439668,21.06946605
Gm16044,npcBYnsc_FC5_,npc,nsc,1.27712,0.0606695,21.05044545
Gm43372,npcBYnsc_FC5_,npc,nsc,0.382629,0.0181776,21.04947848
Higd1b,npcBYnsc_FC5_,npc,nsc,142.679,6.78184,21.03839076
Gm45212,npcBYnsc_FC5_,npc,nsc,0.0962273,0.00458943,20.96715714
Pgm5,npcBYnsc_FC5_,npc,nsc,0.933582,0.0445851,20.93932726
Dusp4,npcBYnsc_FC5_,npc,nsc,1.51198,0.0724737,20.86246459
4930488L21Rik,npcBYnsc_FC5_,npc,nsc,0.334279,0.0160574,20.81775381
Wnk4,npcBYnsc_FC5_,npc,nsc,1.05949,0.0509234,20.80556287
Aqp6,npcBYnsc_FC5_,npc,nsc,0.206689,0.0099508,20.77109378
Hspa12a,npcBYnsc_FC5_,npc,nsc,3.47874,0.168103,20.69409826
Dlk2,npcBYnsc_FC5_,npc,nsc,0.788366,0.0381314,20.67498177
Gpr182,npcBYnsc_FC5_,npc,nsc,0.994312,0.0481802,20.63735725
Defb42,npcBYnsc_FC5_,npc,nsc,8.72526,0.423024,20.62592193
Dapk2,npcBYnsc_FC5_,npc,nsc,1.04909,0.0510156,20.56410196
Mog,npcBYnsc_FC5_,npc,nsc,384.419,18.7378,20.51569555
Syt2,npcBYnsc_FC5_,npc,nsc,0.663257,0.0324717,20.42569376
4930474H06Rik,npcBYnsc_FC5_,npc,nsc,0.436383,0.0213778,20.41290498
Prcd,npcBYnsc_FC5_,npc,nsc,4.23844,0.209815,20.2008436
P2rx6,npcBYnsc_FC5_,npc,nsc,2.60948,0.129294,20.18252974
Gm45345,npcBYnsc_FC5_,npc,nsc,1.50993,0.0748262,20.17916184
Slc26a4,npcBYnsc_FC5_,npc,nsc,0.299047,0.0148278,20.16799525
Cd244,npcBYnsc_FC5_,npc,nsc,0.103117,0.00511668,20.15310709
4930455H04Rik,npcBYnsc_FC5_,npc,nsc,0.784422,0.0390219,20.10209652
Mettl21e,npcBYnsc_FC5_,npc,nsc,0.086762,0.00431926,20.08723717
Tmem88b,npcBYnsc_FC5_,npc,nsc,15.8841,0.792655,20.03910907
Sstr2,npcBYnsc_FC5_,npc,nsc,34.0115,1.70086,19.99664875
AC153911.1,npcBYnsc_FC5_,npc,nsc,0.44093,0.0220624,19.98558634
Gm26846,npcBYnsc_FC5_,npc,nsc,0.126233,0.0063393,19.91276639
Fndc11,npcBYnsc_FC5_,npc,nsc,0.307997,0.0155035,19.86628826
Gm9962,npcBYnsc_FC5_,npc,nsc,0.426319,0.0214606,19.86519482
Mogat1,npcBYnsc_FC5_,npc,nsc,9.62539,0.485728,19.81641989
AC113595.3,npcBYnsc_FC5_,npc,nsc,0.0760722,0.00385388,19.73912006
AC139758.2,npcBYnsc_FC5_,npc,nsc,3.97143,0.202227,19.63847557
Gpr15,npcBYnsc_FC5_,npc,nsc,0.315866,0.0160957,19.62424747
Igf2bp1,npcBYnsc_FC5_,npc,nsc,0.0698707,0.00358925,19.46665738
Hist1h2br,npcBYnsc_FC5_,npc,nsc,0.566895,0.0291704,19.43391246
Gpr132,npcBYnsc_FC5_,npc,nsc,0.148907,0.00767078,19.41223709
Gm37176,npcBYnsc_FC5_,npc,nsc,0.087781,0.00453073,19.37458202
9530056K15Rik,npcBYnsc_FC5_,npc,nsc,0.110842,0.0057537,19.2644733
Gm12903,npcBYnsc_FC5_,npc,nsc,0.694131,0.0361282,19.21299705
Irs3,npcBYnsc_FC5_,npc,nsc,0.261203,0.0136683,19.11013074
Gm43653,npcBYnsc_FC5_,npc,nsc,0.236332,0.0124544,18.97578366
Sftpc,npcBYnsc_FC5_,npc,nsc,0.678729,0.0357738,18.97279573
Slc1a6,npcBYnsc_FC5_,npc,nsc,0.181357,0.00956249,18.96545774
Gm43707,npcBYnsc_FC5_,npc,nsc,0.0825733,0.00435407,18.9646239
Gm15497,npcBYnsc_FC5_,npc,nsc,2.44388,0.128988,18.94656867
Gm37805,npcBYnsc_FC5_,npc,nsc,0.372338,0.0196577,18.94107652
Grik1,npcBYnsc_FC5_,npc,nsc,0.274871,0.0145239,18.92542637
Skap1,npcBYnsc_FC5_,npc,nsc,0.310744,0.0164437,18.89745009
Gm45620,npcBYnsc_FC5_,npc,nsc,0.882254,0.0467025,18.89093732
Speer4b,npcBYnsc_FC5_,npc,nsc,0.123424,0.00653494,18.88678396
Gm44065,npcBYnsc_FC5_,npc,nsc,0.0737214,0.00390803,18.86408241
U2af1l4,npcBYnsc_FC5_,npc,nsc,3.52653,0.187233,18.83498101
Gm39662,npcBYnsc_FC5_,npc,nsc,0.446888,0.0237991,18.7775168
Abcc6,npcBYnsc_FC5_,npc,nsc,1.26652,0.0676111,18.73242707
Gm43154,npcBYnsc_FC5_,npc,nsc,4.78973,0.256064,18.70520651
5031434O11Rik,npcBYnsc_FC5_,npc,nsc,0.86112,0.0460565,18.69703516
Gm38102,npcBYnsc_FC5_,npc,nsc,2.20194,0.117939,18.67016
Cldn9,npcBYnsc_FC5_,npc,nsc,0.264482,0.014193,18.63467907
Akap12,npcBYnsc_FC5_,npc,nsc,2.02274,0.108637,18.61925495
Samd3,npcBYnsc_FC5_,npc,nsc,0.334981,0.0179912,18.61915826
Otoa,npcBYnsc_FC5_,npc,nsc,0.191184,0.0102835,18.59133563
Cdc42ep2,npcBYnsc_FC5_,npc,nsc,35.0758,1.88799,18.5783823
AC132392.1,npcBYnsc_FC5_,npc,nsc,0.318698,0.0171844,18.54577407
Ctrl,npcBYnsc_FC5_,npc,nsc,0.719169,0.0388044,18.5331818
Chn2,npcBYnsc_FC5_,npc,nsc,34.0056,1.83811,18.50030738
Rbpms,npcBYnsc_FC5_,npc,nsc,3.27171,0.177748,18.40645183
Slc36a2,npcBYnsc_FC5_,npc,nsc,0.204782,0.0111342,18.39216109
Mcf2,npcBYnsc_FC5_,npc,nsc,0.192756,0.0105277,18.30941231
Gm48544,npcBYnsc_FC5_,npc,nsc,0.202943,0.0110967,18.2885903
Cntnap2,npcBYnsc_FC5_,npc,nsc,49.2797,2.69964,18.25417463
Mobp,npcBYnsc_FC5_,npc,nsc,306.42,16.7882,18.25210565
Hcn1,npcBYnsc_FC5_,npc,nsc,0.565677,0.0310022,18.24635026
Wnt16,npcBYnsc_FC5_,npc,nsc,0.230429,0.0126364,18.23533601
1700047M11Rik,npcBYnsc_FC5_,npc,nsc,28.4519,1.56088,18.22811491
Gm15912,npcBYnsc_FC5_,npc,nsc,12.7805,0.70908,18.02405934
Gm43681,npcBYnsc_FC5_,npc,nsc,0.284614,0.0158075,18.00499763
Pgr,npcBYnsc_FC5_,npc,nsc,0.0393384,0.00219462,17.9249255
Scara5,npcBYnsc_FC5_,npc,nsc,0.0603415,0.00338204,17.8417464
Gm13717,npcBYnsc_FC5_,npc,nsc,1.46863,0.0825469,17.79146158
8030442B05Rik,npcBYnsc_FC5_,npc,nsc,0.748265,0.0421214,17.76448551
Gm45187,npcBYnsc_FC5_,npc,nsc,0.132113,0.00749155,17.63493536
Tll1,npcBYnsc_FC5_,npc,nsc,0.0566106,0.00321618,17.60181333
Gm44090,npcBYnsc_FC5_,npc,nsc,0.560973,0.0319114,17.57907832
Kcnmb1,npcBYnsc_FC5_,npc,nsc,0.920883,0.0524576,17.55480617
Gm26653,npcBYnsc_FC5_,npc,nsc,0.211597,0.0120586,17.54739356
Hapln2,npcBYnsc_FC5_,npc,nsc,1.02655,0.0585421,17.53524387
Acsbg2,npcBYnsc_FC5_,npc,nsc,0.214125,0.0122145,17.5303942
Synpo2,npcBYnsc_FC5_,npc,nsc,1.13074,0.0645762,17.51016628
Baiap2l2,npcBYnsc_FC5_,npc,nsc,0.111781,0.00641009,17.4382887
Zfp469,npcBYnsc_FC5_,npc,nsc,0.0692925,0.00397974,17.4113133
Gm42917,npcBYnsc_FC5_,npc,nsc,0.29204,0.0168508,17.33092791
Gm10687,npcBYnsc_FC5_,npc,nsc,2.42748,0.140108,17.32577726
Srrm4os,npcBYnsc_FC5_,npc,nsc,1.57029,0.0907563,17.30226993
Snora70,npcBYnsc_FC5_,npc,nsc,69.1781,3.99972,17.2957357
Pear1,npcBYnsc_FC5_,npc,nsc,1.90769,0.110346,17.28825694
Gm17597,npcBYnsc_FC5_,npc,nsc,3.98276,0.230429,17.28410921
Cacng8,npcBYnsc_FC5_,npc,nsc,5.82487,0.337119,17.27837944
Cdk3-ps,npcBYnsc_FC5_,npc,nsc,0.423224,0.0246371,17.1783205
Cox4i2,npcBYnsc_FC5_,npc,nsc,90.6067,5.28159,17.1551938
Pllp,npcBYnsc_FC5_,npc,nsc,35.1885,2.05242,17.14488263
9230112E08Rik,npcBYnsc_FC5_,npc,nsc,0.217432,0.0126929,17.13020665
Foxq1,npcBYnsc_FC5_,npc,nsc,0.335985,0.0196199,17.12470502
Ror1,npcBYnsc_FC5_,npc,nsc,0.24218,0.0141659,17.09598402
Gm13536,npcBYnsc_FC5_,npc,nsc,0.898565,0.052582,17.08883268
Srpx2,npcBYnsc_FC5_,npc,nsc,3.46499,0.203469,17.02957207
Ddc,npcBYnsc_FC5_,npc,nsc,12.1148,0.711957,17.0161962
Cep126,npcBYnsc_FC5_,npc,nsc,0.227744,0.0134345,16.95217537
1700021J08Rik,npcBYnsc_FC5_,npc,nsc,0.677857,0.0399871,16.95189199
Gm47270,npcBYnsc_FC5_,npc,nsc,0.5051,0.0298802,16.90417065
Serpine1,npcBYnsc_FC5_,npc,nsc,0.0730657,0.00432691,16.88634615
Gm26549,npcBYnsc_FC5_,npc,nsc,1.66358,0.0988319,16.83241949
Gm37465,npcBYnsc_FC5_,npc,nsc,0.344369,0.0204959,16.80184817
Stmn4,npcBYnsc_FC5_,npc,nsc,80.5972,4.80658,16.76809707
P2ry14,npcBYnsc_FC5_,npc,nsc,37.4776,2.24108,16.72300855
Itga8,npcBYnsc_FC5_,npc,nsc,0.552124,0.0330252,16.71826363
Plekha4,npcBYnsc_FC5_,npc,nsc,0.551237,0.0330062,16.70101375
S1pr5,npcBYnsc_FC5_,npc,nsc,3.55785,0.213062,16.69866048
Nppa,npcBYnsc_FC5_,npc,nsc,0.768772,0.0462633,16.6173187
Igflr1,npcBYnsc_FC5_,npc,nsc,1.73616,0.104813,16.56435747
Gm47322,npcBYnsc_FC5_,npc,nsc,0.131759,0.00802722,16.41402628
Cd163l1,npcBYnsc_FC5_,npc,nsc,0.0800575,0.004884,16.39178952
