Gene,Category,sample_1,sample_2,value_1_npc,value_2_nsc,FC5
Six2,nscBYnpc_FC5_,npc,nsc,0.00358966,0.0332762,9.27001443
Gm15747,nscBYnpc_FC5_,npc,nsc,0.0545067,0.504185,9.249963766
AC154738.4,nscBYnpc_FC5_,npc,nsc,0.0814466,0.752892,9.243995452
Gm6218,nscBYnpc_FC5_,npc,nsc,0.0350321,0.321683,9.182521173
Tlr6,nscBYnpc_FC5_,npc,nsc,0.58359,5.35577,9.177281996
Gm12488,nscBYnpc_FC5_,npc,nsc,0.0340388,0.312339,9.175969776
Apobec1,nscBYnpc_FC5_,npc,nsc,1.36001,12.478,9.174932537
AA386476,nscBYnpc_FC5_,npc,nsc,0.104439,0.955841,9.152146229
A930033H14Rik,nscBYnpc_FC5_,npc,nsc,0.0717312,0.655553,9.139021792
9930111J21Rik2,nscBYnpc_FC5_,npc,nsc,0.376574,3.42829,9.103894586
Gm20775,nscBYnpc_FC5_,npc,nsc,0.0168206,0.153107,9.102350689
Gm16310,nscBYnpc_FC5_,npc,nsc,0.0273738,0.246956,9.021619213
Stk17b,nscBYnpc_FC5_,npc,nsc,2.66044,23.9583,9.005390086
F830115B05Rik,nscBYnpc_FC5_,npc,nsc,0.0528244,0.474812,8.98849774
Gm44037,nscBYnpc_FC5_,npc,nsc,0.0411589,0.368645,8.956629064
Slamf8,nscBYnpc_FC5_,npc,nsc,0.0945586,0.845807,8.944791907
Creb3l3,nscBYnpc_FC5_,npc,nsc,0.126552,1.13127,8.93917125
Hhex,nscBYnpc_FC5_,npc,nsc,0.566458,5.05924,8.93135943
Bcl3,nscBYnpc_FC5_,npc,nsc,0.121128,1.07699,8.891338089
Gm13432,nscBYnpc_FC5_,npc,nsc,0.161687,1.43567,8.87931621
Gm43496,nscBYnpc_FC5_,npc,nsc,0.0171916,0.15225,8.856069243
Them6,nscBYnpc_FC5_,npc,nsc,0.00435285,0.0384818,8.840598688
Nrk,nscBYnpc_FC5_,npc,nsc,0.0130138,0.114905,8.829473328
Itgb7,nscBYnpc_FC5_,npc,nsc,0.1925,1.69915,8.826753247
Man2b1,nscBYnpc_FC5_,npc,nsc,9.21862,81.345,8.82398884
Colq,nscBYnpc_FC5_,npc,nsc,0.020204,0.178081,8.814145714
Gm22551,nscBYnpc_FC5_,npc,nsc,9.12928,80.4105,8.807978285
Gm24307,nscBYnpc_FC5_,npc,nsc,10.5886,93.264,8.807963281
Gm13373,nscBYnpc_FC5_,npc,nsc,0.0221505,0.194891,8.798492133
Gm15418,nscBYnpc_FC5_,npc,nsc,0.0211107,0.185742,8.798476602
Mpeg1,nscBYnpc_FC5_,npc,nsc,0.40955,3.59314,8.773385423
C1rb,nscBYnpc_FC5_,npc,nsc,0.00754388,0.0660231,8.751875693
Slc5a1,nscBYnpc_FC5_,npc,nsc,0.0185102,0.161832,8.742855291
Tm4sf5,nscBYnpc_FC5_,npc,nsc,0.0276883,0.24191,8.736903313
Gm13363,nscBYnpc_FC5_,npc,nsc,0.0218664,0.191025,8.736005927
Tmem114,nscBYnpc_FC5_,npc,nsc,0.0228876,0.199873,8.732807284
Hmcn1,nscBYnpc_FC5_,npc,nsc,0.0220446,0.192255,8.721183419
Gm37934,nscBYnpc_FC5_,npc,nsc,0.102141,0.890696,8.720259249
Marveld1,nscBYnpc_FC5_,npc,nsc,0.221432,1.9274,8.704252321
Gm7497,nscBYnpc_FC5_,npc,nsc,0.029712,0.2583,8.693457189
Fmo4,nscBYnpc_FC5_,npc,nsc,0.0542324,0.470385,8.673505137
Sox15,nscBYnpc_FC5_,npc,nsc,0.0926323,0.803164,8.670452963
Mgat4a,nscBYnpc_FC5_,npc,nsc,0.764439,6.61244,8.650055793
Ankrd34b,nscBYnpc_FC5_,npc,nsc,0.0144767,0.125207,8.648863346
Ptprj,nscBYnpc_FC5_,npc,nsc,0.964744,8.3322,8.636695331
Tmem140,nscBYnpc_FC5_,npc,nsc,0.56519,4.87416,8.623931775
Gm16712,nscBYnpc_FC5_,npc,nsc,0.654364,5.6402,8.619361701
Plbd1,nscBYnpc_FC5_,npc,nsc,0.527932,4.55024,8.618988809
Ticam2,nscBYnpc_FC5_,npc,nsc,0.995803,8.56141,8.597493681
C530044C16Rik,nscBYnpc_FC5_,npc,nsc,0.146891,1.26222,8.59290222
Krt80,nscBYnpc_FC5_,npc,nsc,0.428874,3.66816,8.553001581
Rab32,nscBYnpc_FC5_,npc,nsc,2.64091,22.5693,8.546031482
Gm20499,nscBYnpc_FC5_,npc,nsc,0.300948,2.56901,8.536391669
1700018A23Rik,nscBYnpc_FC5_,npc,nsc,0.118813,1.01413,8.535513791
Gm26740,nscBYnpc_FC5_,npc,nsc,0.181052,1.5443,8.529593708
D030068K23Rik,nscBYnpc_FC5_,npc,nsc,0.01868,0.159192,8.522055675
Oasl1,nscBYnpc_FC5_,npc,nsc,0.721525,6.14305,8.513980805
AC122397.2,nscBYnpc_FC5_,npc,nsc,0.0287175,0.244364,8.509236528
Gm26778,nscBYnpc_FC5_,npc,nsc,1.73469,14.7425,8.498636644
4933433G15Rik,nscBYnpc_FC5_,npc,nsc,0.03868,0.32865,8.49663909
Tgtp2,nscBYnpc_FC5_,npc,nsc,1.2936,10.9901,8.495748299
Dusp6,nscBYnpc_FC5_,npc,nsc,16.5297,140.378,8.492471128
Zdhhc19,nscBYnpc_FC5_,npc,nsc,0.0185562,0.157427,8.483795174
Tmem82,nscBYnpc_FC5_,npc,nsc,0.112019,0.950234,8.482793098
Gm45493,nscBYnpc_FC5_,npc,nsc,0.0225347,0.191009,8.476216679
Abca17,nscBYnpc_FC5_,npc,nsc,0.00553124,0.046842,8.46862548
Gm7452,nscBYnpc_FC5_,npc,nsc,0.0059182,0.0500801,8.462049272
Ccdc152,nscBYnpc_FC5_,npc,nsc,90.4126,764.921,8.460336281
D330045A20Rik,nscBYnpc_FC5_,npc,nsc,0.556619,4.69618,8.436973944
Gm42731,nscBYnpc_FC5_,npc,nsc,0.106441,0.897678,8.433573529
Col14a1,nscBYnpc_FC5_,npc,nsc,0.0754005,0.635515,8.42852501
Phf19,nscBYnpc_FC5_,npc,nsc,1.60543,13.5228,8.423163888
Tgfbr2,nscBYnpc_FC5_,npc,nsc,0.966896,8.14143,8.420171352
Ptprv,nscBYnpc_FC5_,npc,nsc,0.0776112,0.65329,8.417470674
Pcnx2,nscBYnpc_FC5_,npc,nsc,0.0166995,0.140457,8.410850624
Coro6,nscBYnpc_FC5_,npc,nsc,0.0362589,0.304484,8.39749689
Lmo2,nscBYnpc_FC5_,npc,nsc,1.62765,13.6606,8.392836298
Gm31597,nscBYnpc_FC5_,npc,nsc,0.219472,1.84158,8.390956477
Il1r2,nscBYnpc_FC5_,npc,nsc,0.585339,4.9111,8.390180733
P3h2,nscBYnpc_FC5_,npc,nsc,0.374541,3.13114,8.359939232
Gm26520,nscBYnpc_FC5_,npc,nsc,0.102512,0.851651,8.307817621
Gpr20,nscBYnpc_FC5_,npc,nsc,0.0483398,0.400958,8.294573002
Gm26545,nscBYnpc_FC5_,npc,nsc,0.058368,0.483336,8.280838816
1700095J03Rik,nscBYnpc_FC5_,npc,nsc,0.00490291,0.0405376,8.268069371
Gm23264,nscBYnpc_FC5_,npc,nsc,6.95824,57.5311,8.268053416
Ifi203,nscBYnpc_FC5_,npc,nsc,3.28334,27.1464,8.267922299
Gm45822,nscBYnpc_FC5_,npc,nsc,0.127519,1.05424,8.267317027
Gtf2a1l,nscBYnpc_FC5_,npc,nsc,0.0875173,0.722389,8.254242304
Nr4a1,nscBYnpc_FC5_,npc,nsc,2.62613,21.6727,8.25271407
Gm28417,nscBYnpc_FC5_,npc,nsc,1.46688,12.1057,8.252685973
Ptbp3,nscBYnpc_FC5_,npc,nsc,2.94046,24.2647,8.252008189
Znf41-ps,nscBYnpc_FC5_,npc,nsc,0.0686708,0.566657,8.251789698
D7Ertd128e,nscBYnpc_FC5_,npc,nsc,0.0913584,0.753792,8.250932591
Spns3,nscBYnpc_FC5_,npc,nsc,0.0503646,0.414719,8.234335228
Mansc4,nscBYnpc_FC5_,npc,nsc,0.0923616,0.759743,8.225745331
Gm28053,nscBYnpc_FC5_,npc,nsc,0.249325,2.0485,8.216183696
Gm36551,nscBYnpc_FC5_,npc,nsc,0.143456,1.17581,8.196311064
Gm16372,nscBYnpc_FC5_,npc,nsc,0.271723,2.2219,8.177077391
G630022F23Rik,nscBYnpc_FC5_,npc,nsc,0.014104,0.114962,8.151020987
4930486L24Rik,nscBYnpc_FC5_,npc,nsc,0.0551781,0.449354,8.14370194
M1ap,nscBYnpc_FC5_,npc,nsc,0.145367,1.18081,8.122957755
P2rx3,nscBYnpc_FC5_,npc,nsc,0.132455,1.07544,8.119285795
Susd3,nscBYnpc_FC5_,npc,nsc,1.86835,15.1628,8.11561003
Uba7,nscBYnpc_FC5_,npc,nsc,3.77577,30.632,8.112782293
Olfr105-ps,nscBYnpc_FC5_,npc,nsc,0.00200134,0.0161918,8.090479379
Cd226,nscBYnpc_FC5_,npc,nsc,0.0429012,0.347014,8.088678172
St8sia6,nscBYnpc_FC5_,npc,nsc,0.0127461,0.103068,8.086238143
Sp100,nscBYnpc_FC5_,npc,nsc,2.9464,23.8008,8.077925604
Nfatc2,nscBYnpc_FC5_,npc,nsc,0.413263,3.33624,8.072922086
Gm31544,nscBYnpc_FC5_,npc,nsc,0.0884368,0.713508,8.067998842
Hist2h2ac,nscBYnpc_FC5_,npc,nsc,0.0251651,0.202661,8.053256295
Gm25783,nscBYnpc_FC5_,npc,nsc,0.490746,3.9437,8.036132745
Col2a1,nscBYnpc_FC5_,npc,nsc,0.125908,1.01034,8.024430537
D530033B14Rik,nscBYnpc_FC5_,npc,nsc,0.0496222,0.397568,8.011897901
1700126G02Rik,nscBYnpc_FC5_,npc,nsc,0.0589741,0.471489,7.994848586
H2-DMb1,nscBYnpc_FC5_,npc,nsc,1.30539,10.4243,7.985582853
Gm16121,nscBYnpc_FC5_,npc,nsc,0.0604371,0.482485,7.983258628
Pkib,nscBYnpc_FC5_,npc,nsc,3.8016,30.3317,7.978666877
A230087F16Rik,nscBYnpc_FC5_,npc,nsc,0.0203537,0.162289,7.973439719
Gm26621,nscBYnpc_FC5_,npc,nsc,0.0359007,0.285154,7.942853482
Snora73a,nscBYnpc_FC5_,npc,nsc,0.24106,1.91435,7.941383888
Selenop,nscBYnpc_FC5_,npc,nsc,120.642,957.545,7.937078298
Gm45893,nscBYnpc_FC5_,npc,nsc,0.397168,3.14845,7.92724993
Elfn1,nscBYnpc_FC5_,npc,nsc,0.0122519,0.097105,7.925709482
Ctsh,nscBYnpc_FC5_,npc,nsc,47.2137,374.082,7.923166369
Gm42515,nscBYnpc_FC5_,npc,nsc,0.032519,0.257378,7.914696024
Platr1,nscBYnpc_FC5_,npc,nsc,0.00441401,0.0349316,7.913801736
Gm17202,nscBYnpc_FC5_,npc,nsc,0.0290323,0.228618,7.874608626
Phf11d,nscBYnpc_FC5_,npc,nsc,1.01092,7.95119,7.865300914
Gm17025,nscBYnpc_FC5_,npc,nsc,0.193767,1.51963,7.842563491
Rspo1,nscBYnpc_FC5_,npc,nsc,0.00482449,0.0378164,7.838424372
Gm36940,nscBYnpc_FC5_,npc,nsc,0.0225161,0.176489,7.838346783
Gm37239,nscBYnpc_FC5_,npc,nsc,33.5737,263.117,7.836997412
Evi2b,nscBYnpc_FC5_,npc,nsc,0.664032,5.1994,7.830044335
Asb4,nscBYnpc_FC5_,npc,nsc,0.0229352,0.179305,7.817895636
Cxcl1,nscBYnpc_FC5_,npc,nsc,2.30811,18.0223,7.80825004
Nfkbiz,nscBYnpc_FC5_,npc,nsc,1.97808,15.4103,7.790534255
Gbp9,nscBYnpc_FC5_,npc,nsc,0.684098,5.32468,7.783504703
Tcf24,nscBYnpc_FC5_,npc,nsc,0.391048,3.03997,7.773904994
Grn,nscBYnpc_FC5_,npc,nsc,92.2105,716.421,7.769408039
Gpr150,nscBYnpc_FC5_,npc,nsc,0.0273599,0.212444,7.764794462
Rcsd1,nscBYnpc_FC5_,npc,nsc,1.19655,9.25946,7.738464753
AC139671.1,nscBYnpc_FC5_,npc,nsc,0.0476369,0.368617,7.738056003
Naa11,nscBYnpc_FC5_,npc,nsc,0.017073,0.131991,7.730978738
Arhgap18,nscBYnpc_FC5_,npc,nsc,2.93813,22.7055,7.727874532
Iqcm,nscBYnpc_FC5_,npc,nsc,0.0410856,0.316896,7.713067352
Gm15982,nscBYnpc_FC5_,npc,nsc,0.0711558,0.547786,7.69840266
Gm16174,nscBYnpc_FC5_,npc,nsc,0.156856,1.20684,7.693935839
Slc25a45,nscBYnpc_FC5_,npc,nsc,3.03225,23.2801,7.677500206
Ptger4,nscBYnpc_FC5_,npc,nsc,0.188091,1.43438,7.625989548
Gm8870,nscBYnpc_FC5_,npc,nsc,0.0174598,0.133096,7.622996827
Ppp1r3b,nscBYnpc_FC5_,npc,nsc,0.381593,2.90883,7.622859958
Gm24644,nscBYnpc_FC5_,npc,nsc,1.35544,10.3265,7.618559287
Gm25482,nscBYnpc_FC5_,npc,nsc,6.08491,46.3382,7.615264646
Gm13550,nscBYnpc_FC5_,npc,nsc,0.0649774,0.49482,7.615263153
Pla2g4c-ps,nscBYnpc_FC5_,npc,nsc,0.0178044,0.135585,7.61525241
Oas1a,nscBYnpc_FC5_,npc,nsc,1.69272,12.8598,7.597121792
Gm10075,nscBYnpc_FC5_,npc,nsc,0.0497603,0.376663,7.569548415
Gm3544,nscBYnpc_FC5_,npc,nsc,0.0685127,0.518214,7.56376555
Gm24226,nscBYnpc_FC5_,npc,nsc,12.8537,97.2223,7.563759851
Vwce,nscBYnpc_FC5_,npc,nsc,0.00706224,0.0533773,7.558126034
Rhbdf2,nscBYnpc_FC5_,npc,nsc,0.274328,2.07084,7.548773731
2310044K18Rik,nscBYnpc_FC5_,npc,nsc,0.0959284,0.722832,7.535119944
Gm8770,nscBYnpc_FC5_,npc,nsc,0.010985,0.0825657,7.516222121
Serpina3g,nscBYnpc_FC5_,npc,nsc,0.0294133,0.220659,7.502014395
Gm10684,nscBYnpc_FC5_,npc,nsc,0.0376749,0.282242,7.491512917
Gm15740,nscBYnpc_FC5_,npc,nsc,0.0632912,0.473535,7.481845817
Gm48065,nscBYnpc_FC5_,npc,nsc,0.00600128,0.0448745,7.477488136
Ctse,nscBYnpc_FC5_,npc,nsc,0.472084,3.52701,7.471149202
Gm29094,nscBYnpc_FC5_,npc,nsc,1.107,8.27008,7.47071364
Serpina3i,nscBYnpc_FC5_,npc,nsc,0.0213764,0.159673,7.469592635
Stard8,nscBYnpc_FC5_,npc,nsc,3.329,24.8661,7.469540403
Gm15677,nscBYnpc_FC5_,npc,nsc,0.0140877,0.105177,7.465874486
Gm9522,nscBYnpc_FC5_,npc,nsc,0.0152914,0.113935,7.450920125
Npl,nscBYnpc_FC5_,npc,nsc,11.7361,87.3634,7.443989059
Gm5943,nscBYnpc_FC5_,npc,nsc,0.0273621,0.2036,7.440949342
Rps12-ps1,nscBYnpc_FC5_,npc,nsc,0.0355861,0.264794,7.440939018
Olfr558,nscBYnpc_FC5_,npc,nsc,0.0653741,0.486207,7.437303152
Gm9575,nscBYnpc_FC5_,npc,nsc,0.00875043,0.0650251,7.431074816
Rpl39l,nscBYnpc_FC5_,npc,nsc,0.198838,1.47697,7.428006719
Gm42507,nscBYnpc_FC5_,npc,nsc,0.123975,0.919655,7.418068159
Hsd17b1,nscBYnpc_FC5_,npc,nsc,0.0573069,0.425018,7.416524014
Gm47523,nscBYnpc_FC5_,npc,nsc,0.0376908,0.279094,7.404830887
Rnasel,nscBYnpc_FC5_,npc,nsc,10.0183,74.1419,7.400646816
Ncf2,nscBYnpc_FC5_,npc,nsc,2.57416,19.0233,7.390100071
Mchr1,nscBYnpc_FC5_,npc,nsc,0.0357623,0.263701,7.373714778
Rassf5,nscBYnpc_FC5_,npc,nsc,0.804753,5.93049,7.369329471
Ppp1r3g,nscBYnpc_FC5_,npc,nsc,0.014282,0.105136,7.361433973
Gimap9,nscBYnpc_FC5_,npc,nsc,1.28949,9.46942,7.343538918
Vsig4,nscBYnpc_FC5_,npc,nsc,0.266798,1.95837,7.340272416
AC132317.1,nscBYnpc_FC5_,npc,nsc,0.054881,0.402212,7.328802318
Gm23187,nscBYnpc_FC5_,npc,nsc,10.765,78.8642,7.32598235
Gm5218,nscBYnpc_FC5_,npc,nsc,0.0267224,0.195558,7.318130108
Gm2076,nscBYnpc_FC5_,npc,nsc,0.0102837,0.0749581,7.289020489
Gm12786,nscBYnpc_FC5_,npc,nsc,0.0360058,0.262123,7.280021552
4933423P22Rik,nscBYnpc_FC5_,npc,nsc,0.0531753,0.38689,7.275746446
Abca13,nscBYnpc_FC5_,npc,nsc,0.00626083,0.0454615,7.261257693
Tm6sf1,nscBYnpc_FC5_,npc,nsc,1.11804,8.11745,7.260428965
Itgal,nscBYnpc_FC5_,npc,nsc,0.0690774,0.501313,7.257265039
Rab20,nscBYnpc_FC5_,npc,nsc,0.8326,6.03378,7.246913284
Rps6ka1,nscBYnpc_FC5_,npc,nsc,3.64183,26.3618,7.238613554
Tpbgl,nscBYnpc_FC5_,npc,nsc,0.118829,0.859976,7.237088589
4930565N06Rik,nscBYnpc_FC5_,npc,nsc,0.0186404,0.134898,7.23686187
Vmn1r90,nscBYnpc_FC5_,npc,nsc,0.0153639,0.111175,7.236118433
Gm42428,nscBYnpc_FC5_,npc,nsc,0.203141,1.46971,7.234925495
Snord17,nscBYnpc_FC5_,npc,nsc,2.12316,15.3515,7.230496053
Samhd1,nscBYnpc_FC5_,npc,nsc,5.735,41.4487,7.227323452
Gm7803,nscBYnpc_FC5_,npc,nsc,0.00850248,0.0613412,7.214506826
Gm5278,nscBYnpc_FC5_,npc,nsc,0.0516111,0.372265,7.212886375
Gm14442,nscBYnpc_FC5_,npc,nsc,0.00647642,0.0466076,7.196506712
B3gnt8,nscBYnpc_FC5_,npc,nsc,0.645241,4.63474,7.182959545
Snora7a,nscBYnpc_FC5_,npc,nsc,1.68571,12.1016,7.178933506
Hrh1,nscBYnpc_FC5_,npc,nsc,0.416151,2.98524,7.173453867
Fam105a,nscBYnpc_FC5_,npc,nsc,0.567959,4.06829,7.162999442
Tmem173,nscBYnpc_FC5_,npc,nsc,2.88641,20.6663,7.159862944
Gm10046,nscBYnpc_FC5_,npc,nsc,1.27291,9.11097,7.15759166
Sh3bp1,nscBYnpc_FC5_,npc,nsc,1.64214,11.7405,7.149512222
Trip13,nscBYnpc_FC5_,npc,nsc,1.99182,14.2356,7.147031358
Bdkrb2,nscBYnpc_FC5_,npc,nsc,0.00831305,0.0592361,7.125675895
Ccbe1,nscBYnpc_FC5_,npc,nsc,0.0235948,0.168102,7.124535915
Flnb,nscBYnpc_FC5_,npc,nsc,1.96007,13.9573,7.120817114
Gm17114,nscBYnpc_FC5_,npc,nsc,0.312322,2.22382,7.120279711
Gm45418,nscBYnpc_FC5_,npc,nsc,0.0889911,0.633281,7.116228477
Cracr2a,nscBYnpc_FC5_,npc,nsc,0.146633,1.04342,7.115860686
Apbb1ip,nscBYnpc_FC5_,npc,nsc,0.603202,4.28997,7.11199565
Arsi,nscBYnpc_FC5_,npc,nsc,0.0141741,0.100688,7.103660903
Gm45667,nscBYnpc_FC5_,npc,nsc,0.052379,0.371808,7.098417305
Snx8,nscBYnpc_FC5_,npc,nsc,2.84086,20.1497,7.092816964
AC154843.1,nscBYnpc_FC5_,npc,nsc,0.0118078,0.0837032,7.088805705
Slc16a10,nscBYnpc_FC5_,npc,nsc,1.41295,10.0107,7.084964082
Dock8,nscBYnpc_FC5_,npc,nsc,0.0931112,0.659598,7.083981304
Kcnh2,nscBYnpc_FC5_,npc,nsc,0.0180507,0.127861,7.083437207
Tacr1,nscBYnpc_FC5_,npc,nsc,0.00165876,0.011738,7.076370301
Gm27813,nscBYnpc_FC5_,npc,nsc,0.0468609,0.331423,7.072484737
Gm43814,nscBYnpc_FC5_,npc,nsc,0.100522,0.710938,7.07246175
Gm24060,nscBYnpc_FC5_,npc,nsc,15.4375,109.181,7.072453441
Gm11575,nscBYnpc_FC5_,npc,nsc,0.17135,1.21186,7.072424861
Gm2213,nscBYnpc_FC5_,npc,nsc,0.0206266,0.145777,7.067427497
4930430E12Rik,nscBYnpc_FC5_,npc,nsc,0.152054,1.07255,7.053744065
Pparg,nscBYnpc_FC5_,npc,nsc,0.0402316,0.283366,7.043368894
Nt5c1a,nscBYnpc_FC5_,npc,nsc,0.0195595,0.137675,7.03877911
P2ry12,nscBYnpc_FC5_,npc,nsc,13.8608,97.3548,7.023750433
D730045A05Rik,nscBYnpc_FC5_,npc,nsc,0.0221911,0.155774,7.019661035
Gm42490,nscBYnpc_FC5_,npc,nsc,0.00534713,0.0375286,7.01845663
Gm7347,nscBYnpc_FC5_,npc,nsc,0.00355041,0.0248639,7.003106683
Gm14270,nscBYnpc_FC5_,npc,nsc,0.0499355,0.349673,7.002493216
Parp10,nscBYnpc_FC5_,npc,nsc,0.538572,3.76701,6.994440855
Pate2,nscBYnpc_FC5_,npc,nsc,0.11552,0.806892,6.984868421
C130050O18Rik,nscBYnpc_FC5_,npc,nsc,0.210461,1.46911,6.980438181
Gm23058,nscBYnpc_FC5_,npc,nsc,6.08491,42.3992,6.967925573
Gm28893,nscBYnpc_FC5_,npc,nsc,0.00762356,0.0531193,6.967781456
Plk1,nscBYnpc_FC5_,npc,nsc,15.9052,110.703,6.960176546
Gm10605,nscBYnpc_FC5_,npc,nsc,0.0867161,0.601947,6.941582936
Gm12843,nscBYnpc_FC5_,npc,nsc,0.0801046,0.555907,6.939763759
Ppp1r17,nscBYnpc_FC5_,npc,nsc,0.11648,0.80646,6.923592033
Gm45894,nscBYnpc_FC5_,npc,nsc,0.0158297,0.109247,6.901394215
Upb1,nscBYnpc_FC5_,npc,nsc,0.0815896,0.563026,6.900707933
F830208F22Rik,nscBYnpc_FC5_,npc,nsc,0.0179882,0.124015,6.894241781
Cxcl2,nscBYnpc_FC5_,npc,nsc,5.21265,35.9319,6.893211706
Raet1e,nscBYnpc_FC5_,npc,nsc,0.0965403,0.66421,6.880131924
Gm5464,nscBYnpc_FC5_,npc,nsc,0.0138867,0.095535,6.879604226
Tln2,nscBYnpc_FC5_,npc,nsc,3.02935,20.8401,6.87939657
Gm37543,nscBYnpc_FC5_,npc,nsc,0.0360809,0.24813,6.87704575
Gm26615,nscBYnpc_FC5_,npc,nsc,0.0235867,0.162088,6.872008378
A130071D04Rik,nscBYnpc_FC5_,npc,nsc,0.0874955,0.600285,6.860752839
Gm15711,nscBYnpc_FC5_,npc,nsc,0.0629886,0.431571,6.851573142
Lrch4,nscBYnpc_FC5_,npc,nsc,2.5688,17.5912,6.848022423
Ngfr,nscBYnpc_FC5_,npc,nsc,0.00581193,0.0397996,6.847914548
Gm44985,nscBYnpc_FC5_,npc,nsc,1.33222,9.11933,6.845213253
Gm9025,nscBYnpc_FC5_,npc,nsc,0.0178866,0.122391,6.842608433
AC113060.1,nscBYnpc_FC5_,npc,nsc,0.0179897,0.123086,6.842026271
Gm26510,nscBYnpc_FC5_,npc,nsc,0.622191,4.25349,6.836309108
Gm29135,nscBYnpc_FC5_,npc,nsc,0.016991,0.115813,6.816137955
Olfr1178,nscBYnpc_FC5_,npc,nsc,0.00173082,0.0117896,6.811569083
Sp110,nscBYnpc_FC5_,npc,nsc,0.915578,6.23469,6.80956729
Dbx1,nscBYnpc_FC5_,npc,nsc,0.0568317,0.386228,6.795995897
Il4i1,nscBYnpc_FC5_,npc,nsc,0.202307,1.37122,6.777916731
Gm45496,nscBYnpc_FC5_,npc,nsc,0.0219159,0.14843,6.772708399
D930036K23Rik,nscBYnpc_FC5_,npc,nsc,0.00547871,0.0370856,6.769038697
Tox2,nscBYnpc_FC5_,npc,nsc,0.118134,0.799409,6.766968019
Zfp992,nscBYnpc_FC5_,npc,nsc,0.351004,2.37097,6.754823307
Gm10873,nscBYnpc_FC5_,npc,nsc,0.0039628,0.0267397,6.747678409
Rnase6,nscBYnpc_FC5_,npc,nsc,0.910325,6.13777,6.7423942
Fzd5,nscBYnpc_FC5_,npc,nsc,0.0187746,0.126544,6.74017023
Tubb6,nscBYnpc_FC5_,npc,nsc,21.8898,146.948,6.713080978
Gm44423,nscBYnpc_FC5_,npc,nsc,0.0382053,0.256458,6.712628876
Kcns2,nscBYnpc_FC5_,npc,nsc,0.0350889,0.23499,6.696989646
Mdc1,nscBYnpc_FC5_,npc,nsc,1.39232,9.31672,6.691507699
Sirpb1b,nscBYnpc_FC5_,npc,nsc,0.0361998,0.242021,6.685699921
Neurl1b,nscBYnpc_FC5_,npc,nsc,1.474,9.85217,6.683968792
Gm15890,nscBYnpc_FC5_,npc,nsc,0.0978934,0.653502,6.675649227
Gpd1,nscBYnpc_FC5_,npc,nsc,61.7572,412.233,6.67505975
Gpr176,nscBYnpc_FC5_,npc,nsc,0.0875032,0.583614,6.669630368
Gm42849,nscBYnpc_FC5_,npc,nsc,0.014384,0.0959199,6.668513626
Gm23850,nscBYnpc_FC5_,npc,nsc,0.631403,4.20481,6.659471051
Gm12259,nscBYnpc_FC5_,npc,nsc,0.0646098,0.430267,6.659469616
Gm15976,nscBYnpc_FC5_,npc,nsc,0.0355963,0.236736,6.650578852
D030007L05Rik,nscBYnpc_FC5_,npc,nsc,0.0861995,0.5724,6.640409747
Gm12350,nscBYnpc_FC5_,npc,nsc,0.0309191,0.204542,6.615393074
A930002H24Rik,nscBYnpc_FC5_,npc,nsc,0.0276491,0.182884,6.614464847
Gm45058,nscBYnpc_FC5_,npc,nsc,0.0421922,0.279078,6.614445324
Zfp820,nscBYnpc_FC5_,npc,nsc,0.109007,0.720705,6.611547882
Gm9930,nscBYnpc_FC5_,npc,nsc,0.014319,0.0946654,6.611173965
Trim47,nscBYnpc_FC5_,npc,nsc,0.59584,3.93641,6.606488319
Rasl2-9,nscBYnpc_FC5_,npc,nsc,0.312412,2.06246,6.601731047
Gm9869,nscBYnpc_FC5_,npc,nsc,0.136267,0.899176,6.598633565
Gm19337,nscBYnpc_FC5_,npc,nsc,0.0503441,0.331849,6.591616495
Gm43936,nscBYnpc_FC5_,npc,nsc,0.192006,1.26554,6.591148193
Gm44435,nscBYnpc_FC5_,npc,nsc,0.0101198,0.0666889,6.589942489
A930035D04Rik,nscBYnpc_FC5_,npc,nsc,0.0437388,0.288167,6.588360906
Gm15753,nscBYnpc_FC5_,npc,nsc,0.0644084,0.423585,6.576549022
Gm5967,nscBYnpc_FC5_,npc,nsc,0.0240096,0.157672,6.567039851
Gm47540,nscBYnpc_FC5_,npc,nsc,0.00365265,0.0239431,6.554994319
B3gnt3,nscBYnpc_FC5_,npc,nsc,0.00347557,0.0227798,6.554263042
Cd209e,nscBYnpc_FC5_,npc,nsc,0.334966,2.1911,6.541260904
Ly96,nscBYnpc_FC5_,npc,nsc,8.41568,55.045,6.540766759
Ect2l,nscBYnpc_FC5_,npc,nsc,0.0225295,0.147025,6.52588828
Rhobtb1,nscBYnpc_FC5_,npc,nsc,0.669156,4.36662,6.525563546
Jak3,nscBYnpc_FC5_,npc,nsc,0.0665777,0.434452,6.525488264
Slc35g1,nscBYnpc_FC5_,npc,nsc,0.0749459,0.488942,6.523932597
Haspin,nscBYnpc_FC5_,npc,nsc,0.456965,2.98119,6.523891326
Gm5587,nscBYnpc_FC5_,npc,nsc,0.230614,1.50307,6.517687565
A830012C17Rik,nscBYnpc_FC5_,npc,nsc,0.0135842,0.0884559,6.511675329
AC132863.1,nscBYnpc_FC5_,npc,nsc,0.0798224,0.519539,6.508686785
Catsperg1,nscBYnpc_FC5_,npc,nsc,0.179479,1.16814,6.508505173
