PSID Gene Module kTotal kWithin kOut kDiff rank
LINC02071 LINC02071 HuAgeMSNDsplitRnaseq_10 42.6723461976702 26.3260090035362 16.3463371941341 9.97967180940211 1
AC015688.5 AC015688.5 HuAgeMSNDsplitRnaseq_10 47.0561718100656 22.9841990965205 24.0719727135452 -1.08777361702472 2
AC015849.5 AC015849.5 HuAgeMSNDsplitRnaseq_10 39.7359974128257 22.4707516503674 17.2652457624583 5.20550588790909 3
AL355773.1 AL355773.1 HuAgeMSNDsplitRnaseq_10 44.6921170952324 22.0703034832111 22.6218136120213 -0.551510128810214 4
RNU6-205P RNU6-205P HuAgeMSNDsplitRnaseq_10 38.4899615514069 21.5512186756618 16.9387428757451 4.61247579991664 5
LINC01588 LINC01588 HuAgeMSNDsplitRnaseq_10 39.2913743861922 20.3807012847288 18.9106731014634 1.47002818326541 6
LINC00520 LINC00520 HuAgeMSNDsplitRnaseq_10 44.1357364330537 19.6251641231741 24.5105723098796 -4.88540818670554 7
CLDN19 CLDN19 HuAgeMSNDsplitRnaseq_10 37.4512692079837 19.3079022998949 18.1433669080888 1.16453539180612 8
LRRC37A9P LRRC37A9P HuAgeMSNDsplitRnaseq_10 33.8909918133554 19.067797718041 14.8231940953144 4.24460362272661 9
AL591424.1 AL591424.1 HuAgeMSNDsplitRnaseq_10 35.2864642124083 18.6721010289833 16.614363183425 2.05773784555834 10
AC113430.1 AC113430.1 HuAgeMSNDsplitRnaseq_10 33.3476063494013 18.5509021046792 14.7967042447221 3.75419785995715 11
MUC12 MUC12 HuAgeMSNDsplitRnaseq_10 37.4950520702625 17.8923678107656 19.602684259497 -1.71031644873141 12
AL591424.3 AL591424.3 HuAgeMSNDsplitRnaseq_10 33.3849090122922 17.6359232297182 15.748985782574 1.88693744714413 13
AC022167.5 AC022167.5 HuAgeMSNDsplitRnaseq_10 34.6281076361605 16.9244093461186 17.7036982900419 -0.779288943923312 14
CYP39A1 CYP39A1 HuAgeMSNDsplitRnaseq_10 33.8302988099018 15.9360430125501 17.8942557973517 -1.95821278480162 15
AC009237.9 AC009237.9 HuAgeMSNDsplitRnaseq_10 31.3269698061837 15.8905976378939 15.4363721682898 0.454225469604033 16
SEPT14P24 SEPT14P24 HuAgeMSNDsplitRnaseq_10 32.7601730395501 15.3103455859283 17.4498274536219 -2.1394818676936 17
RNF169 RNF169 HuAgeMSNDsplitRnaseq_10 35.1908867803071 15.2379245721381 19.952962208169 -4.71503763603083 18
RN7SL155P RN7SL155P HuAgeMSNDsplitRnaseq_10 31.4799214636615 15.1518497892544 16.3280716744071 -1.1762218851527 19
AC106774.3 AC106774.3 HuAgeMSNDsplitRnaseq_10 30.6852867756474 14.5606685579123 16.1246182177351 -1.56394965982283 20
LINC02054 LINC02054 HuAgeMSNDsplitRnaseq_10 31.7093135614499 14.5502070898286 17.1591064716214 -2.6088993817928 21
MIR4421 MIR4421 HuAgeMSNDsplitRnaseq_10 29.6677402296778 14.3237935389128 15.343946690765 -1.02015315185222 22
AC005823.1 AC005823.1 HuAgeMSNDsplitRnaseq_10 30.2571844261288 14.2276881334026 16.0294962927262 -1.80180815932363 23
TUBBP5 TUBBP5 HuAgeMSNDsplitRnaseq_10 28.3657184686467 13.4670102294172 14.8987082392295 -1.43169800981228 24
CHRNA5 CHRNA5 HuAgeMSNDsplitRnaseq_10 31.273136634938 13.3601309109542 17.9130057239838 -4.55287481302966 25
CXCR3 CXCR3 HuAgeMSNDsplitRnaseq_10 27.320766476696 13.3263366466959 13.9944298300002 -0.668093183304304 26
AC092813.1 AC092813.1 HuAgeMSNDsplitRnaseq_10 34.9435960437011 13.317239475966 21.6263565677351 -8.30911709176904 27
AC016831.7 AC016831.7 HuAgeMSNDsplitRnaseq_10 41.4089971144852 13.3107324148312 28.098264699654 -14.7875322848227 28
ECEL1P3 ECEL1P3 HuAgeMSNDsplitRnaseq_10 29.1067198863509 13.3105491547084 15.7961707316425 -2.48562157693418 29
