PSID Gene Module kTotal kWithin kOut kDiff rank
RPEP2 RPEP2 darkturquoise 29.5715344608845 9.99165391941635 19.5798805414681 -9.5882266220518 1
NF1P10 NF1P10 darkturquoise 27.7429344022707 8.77821746520785 18.9647169370628 -10.186499471855 2
SNX19P3 SNX19P3 darkturquoise 26.8815225350811 7.66907630306965 19.2124462320114 -11.5433699289418 3
AC092284.1 AC092284.1 darkturquoise 27.6752325076029 6.72029415192587 20.954938355677 -14.2346442037512 4
OR1A2 OR1A2 darkturquoise 24.6069851537256 6.64152899107464 17.965456162651 -11.3239271715764 5
CSHL1 CSHL1 darkturquoise 25.1057117219073 6.29843838405823 18.8072733378491 -12.5088349537909 6
OR52S1P OR52S1P darkturquoise 25.353979658335 6.13941463751917 19.2145650208158 -13.0751503832967 7
AC005785.1 AC005785.1 darkturquoise 24.2450249462382 5.75505517269961 18.4899697735386 -12.734914600839 8
FTLP5 FTLP5 darkturquoise 22.2251212600286 5.49513914620733 16.7299821138213 -11.234842967614 9
GMCL2 GMCL2 darkturquoise 21.7446039768879 4.7512771165406 16.9933268603473 -12.2420497438067 10
CHCHD2P5 CHCHD2P5 darkturquoise 26.0581430834512 4.73461652477256 21.3235265586787 -16.5889100339061 11
RPL5P16 RPL5P16 darkturquoise 20.184526108918 4.687013083612 15.4975130253059 -10.8104999416939 12
AC002069.2 AC002069.2 darkturquoise 22.0794354856656 4.58802190708699 17.4914135785786 -12.9033916714916 13
RNU7-182P RNU7-182P darkturquoise 21.3370161713618 4.42504447619276 16.9119716951691 -12.4869272189763 14
RPL7L1P10 RPL7L1P10 darkturquoise 27.6024500651784 4.31218948148843 23.29026058369 -18.9780711022015 15
GRPEL2P1 GRPEL2P1 darkturquoise 22.4600720674725 4.0406367146111 18.4194353528614 -14.3787986382503 16
TRAJ10 TRAJ10 darkturquoise 20.9693601607764 3.99870876695216 16.9706513938243 -12.9719426268721 17
AC112200.1 AC112200.1 darkturquoise 19.7810638054426 3.91723254975209 15.8638312556906 -11.9465987059385 18
MTCYBP5 MTCYBP5 darkturquoise 31.5600643401573 3.8387376011697 27.7213267389876 -23.8825891378179 19
IGKV1OR10-1 IGKV1OR10-1 darkturquoise 19.008425947152 3.70521752271027 15.3032084244418 -11.5979909017315 20
AC067904.1 AC067904.1 darkturquoise 21.9940258051153 3.64443466503123 18.3495911400841 -14.7051564750528 21
AC100810.2 AC100810.2 darkturquoise 21.2313743576126 3.63006183087415 17.6013125267385 -13.9712506958643 22
RPL17P25 RPL17P25 darkturquoise 22.0172761868824 3.6226937449981 18.3945824418843 -14.7718886968862 23
ATP5MGP7 ATP5MGP7 darkturquoise 22.9678299964674 3.54655107152959 19.4212789249378 -15.8747278534082 24
RPL23AP71 RPL23AP71 darkturquoise 16.7060250026279 3.52572309871234 13.1803019039156 -9.65457880520323 25
MIR3144 MIR3144 darkturquoise 17.6541279973128 3.48906776002477 14.1650602372881 -10.6759924772633 26
MT-ND4 MT-ND4 darkturquoise 25.0998923945281 3.37180927155773 21.7280831229704 -18.3562738514127 27
RN7SL571P RN7SL571P darkturquoise 18.6148642502044 3.31140984725205 15.3034544029524 -11.9920445557003 28
AC027288.1 AC027288.1 darkturquoise 30.4349349058141 3.18546087703269 27.2494740287814 -24.0640131517487 29
MTND2P6 MTND2P6 darkturquoise 23.0026169591779 3.16462254963922 19.8379944095387 -16.6733718598994 30
