PSID Gene Module kTotal kWithin kOut kDiff rank
PPIAP82 PPIAP82 royalblue 34.4034989963888 13.3614231993771 21.0420757970117 -7.68065259763467 1
AL158154.2 AL158154.2 royalblue 39.0789380369247 11.5161091908774 27.5628288460473 -16.0467196551699 2
AC005005.4 AC005005.4 royalblue 29.3309526926778 11.4705610161836 17.8603916764943 -6.38983066031069 3
OR10G3 OR10G3 royalblue 27.1346736490031 10.1768943836929 16.9577792653102 -6.78088488161734 4
Z95114.4 Z95114.4 royalblue 25.7085330939418 10.0773910461241 15.6311420478177 -5.55375100169365 5
EEF1A1P1 EEF1A1P1 royalblue 44.7063829624332 9.92805686714199 34.7783260952912 -24.8502692281492 6
OR5A1 OR5A1 royalblue 31.5819290589142 9.73256296696472 21.8493660919495 -12.1168031249848 7
LINC00352 LINC00352 royalblue 26.3186025245774 9.58714762509999 16.7314548994774 -7.14430727437739 8
HNRNPA1P52 HNRNPA1P52 royalblue 29.5284869229087 9.46668070163271 20.061806221276 -10.5951255196433 9
HMGN2P17 HMGN2P17 royalblue 28.2800647637035 8.73336152514412 19.5467032385594 -10.8133417134153 10
AC093426.1 AC093426.1 royalblue 26.5958247163573 8.72411961597509 17.8717051003822 -9.14758548440713 11
RPL15P20 RPL15P20 royalblue 26.7828054506942 8.68416322855888 18.0986422221353 -9.41447899357641 12
AC092474.1 AC092474.1 royalblue 28.2086755786533 8.1768251486075 20.0318504300458 -11.8550252814383 13
AL121950.1 AL121950.1 royalblue 25.7456429175941 8.09215772337247 17.6534851942216 -9.56132747084917 14
NIFKP4 NIFKP4 royalblue 27.1999885156466 8.0481022164762 19.1518862991704 -11.1037840826942 15
AC004910.1 AC004910.1 royalblue 32.8693346520902 7.90510229396238 24.9642323581279 -17.0591300641655 16
AC104837.1 AC104837.1 royalblue 27.8953137033653 7.88579720770234 20.009516495663 -12.1237192879606 17
JADRR JADRR royalblue 23.4453596506643 7.88559499579186 15.5597646548725 -7.67416965908061 18
AC135012.1 AC135012.1 royalblue 26.1883619158652 7.83438229044667 18.3539796254186 -10.5195973349719 19
AC010970.1 AC010970.1 royalblue 33.6764292973607 7.81365862876141 25.8627706685993 -18.0491120398379 20
AC022743.1 AC022743.1 royalblue 20.3439085082309 7.71816541580757 12.6257430924234 -4.90757767661579 21
AC087190.2 AC087190.2 royalblue 24.0763109986399 7.44797794566907 16.6283330529708 -9.18035510730173 22
HTN1 HTN1 royalblue 24.2267389218331 7.27409630442034 16.9526426174128 -9.67854631299242 23
OR7E25P OR7E25P royalblue 21.6822418181015 7.08593242874177 14.5963093893597 -7.51037696061792 24
AC004801.7 AC004801.7 royalblue 24.2678042900502 6.95201319101733 17.3157910990328 -10.3637779080155 25
HTN3 HTN3 royalblue 22.8619242181437 6.94143292404447 15.9204912940992 -8.97905837005471 26
OR6K1P OR6K1P royalblue 27.2525273625911 6.91636277305139 20.3361645895397 -13.4198018164883 27
AC092104.1 AC092104.1 royalblue 24.4042033753767 6.80887088137003 17.5953324940067 -10.7864616126367 28
MIR663AHG MIR663AHG royalblue 24.0542678246247 6.52548332695971 17.528784497665 -11.0033011707053 29
FGF7P4 FGF7P4 royalblue 26.3106844762448 6.4553294238957 19.8553550523491 -13.4000256284534 30
RN7SL667P RN7SL667P royalblue 21.4994719316941 6.35804956839082 15.1414223633033 -8.78337279491245 31
LINC01761 LINC01761 royalblue 25.9463720927513 6.34514447715629 19.601227615595 -13.2560831384387 32
PPIAP9 PPIAP9 royalblue 22.4987177755769 6.32709044202713 16.1716273335498 -9.84453689152269 33
AC108860.2 AC108860.2 royalblue 22.9686022231015 6.26612748740926 16.7024747356922 -10.4363472482829 34
AC008072.1 AC008072.1 royalblue 22.6166917568192 6.19342568153941 16.4232660752798 -10.2298403937404 35
RN7SL317P RN7SL317P royalblue 24.2419814599961 5.95684854152834 18.2851329184678 -12.3282843769395 36
AC009133.3 AC009133.3 royalblue 22.7050280687979 5.88167474169338 16.8233533271046 -10.9416785854112 37
OR2A5 OR2A5 royalblue 20.8973655085094 5.8557755589159 15.0415899495935 -9.18581439067762 38
SNX19P2 SNX19P2 royalblue 26.3233527468333 5.85518826142071 20.4681644854126 -14.6129762239919 39
AL078595.1 AL078595.1 royalblue 23.2580135797156 5.81579910177043 17.4422144779452 -11.6264153761748 40
AC079598.1 AC079598.1 royalblue 16.3418645014918 5.72715184219671 10.6147126592951 -4.88756081709836 41
PFN1P9 PFN1P9 royalblue 28.2070281633 5.51475395451678 22.6922742087832 -17.1775202542664 42
RN7SL339P RN7SL339P royalblue 21.0354896288223 5.49085355857631 15.544636070246 -10.0537825116697 43
AC009159.4 AC009159.4 royalblue 20.9116777930987 5.39283092700148 15.5188468660972 -10.1260159390957 44
AC006987.1 AC006987.1 royalblue 24.2666852758047 5.39040867968825 18.8762765961164 -13.4858679164282 45
AL138899.1 AL138899.1 royalblue 17.8729403808416 5.3572532182625 12.5156871625791 -7.1584339443166 46
AC093072.1 AC093072.1 royalblue 21.4076994620423 5.29528660688614 16.1124128551561 -10.81712624827 47
RF00017 RF00017 royalblue 16.890254977359 5.19502769017396 11.6952272871851 -6.5001995970111 48
KRTAP9-6 KRTAP9-6 royalblue 18.5991185173983 5.12130072000862 13.4778177973896 -8.35651707738103 49
IRX1 IRX1 royalblue 27.1965463002348 5.06842480940571 22.1281214908291 -17.0596966814234 50
AC109495.1 AC109495.1 royalblue 19.1774014219885 5.06639754565129 14.1110038763372 -9.04460633068589 51
OLA1P3 OLA1P3 royalblue 22.0457201441276 5.06540680008073 16.9803133440469 -11.9149065439661 52
AL161912.4 AL161912.4 royalblue 20.3864038949013 4.96354352113078 15.4228603737705 -10.4593168526397 53
HMGN2P8 HMGN2P8 royalblue 20.7821046418212 4.88134390905969 15.9007607327615 -11.0194168237018 54
AL591163.1 AL591163.1 royalblue 20.9837176599006 4.86883644073508 16.1148812191655 -11.2460447784304 55
AC110926.1 AC110926.1 royalblue 16.3400600568002 4.68393294731102 11.6561271094891 -6.97219416217812 56
AC114928.1 AC114928.1 royalblue 20.6471363743441 4.64511393319512 16.002022441149 -11.3569085079539 57
IGKV1-17 IGKV1-17 royalblue 18.181928692094 4.4835035725093 13.6984251195847 -9.21492154707541 58
HSP90AA6P HSP90AA6P royalblue 25.7465749629534 4.46040528642708 21.2861696765263 -16.8257643900992 59
AC090525.1 AC090525.1 royalblue 23.9690520298983 4.38836077285575 19.5806912570426 -15.1923304841868 60
LGMNP1 LGMNP1 royalblue 24.8342656572794 4.3787579633813 20.4555076938981 -16.0767497305168 61
C12orf77 C12orf77 royalblue 17.8752835108479 4.34377678485805 13.5315067259898 -9.18772994113176 62
AC074143.1 AC074143.1 royalblue 22.6849964077446 4.33504432882474 18.3499520789199 -14.0149077500952 63
AC092326.1 AC092326.1 royalblue 16.664999421004 4.32165166300176 12.3433477580023 -8.02169609500049 64
RPL7P41 RPL7P41 royalblue 21.8350793743679 4.32069699500719 17.5143823793607 -13.1936853843535 65
AC124276.1 AC124276.1 royalblue 17.6555206644368 4.31462424554414 13.3408964188927 -9.02627217334851 66
AL359641.1 AL359641.1 royalblue 19.6747986791748 4.28779335221958 15.3870053269553 -11.0992119747357 67
AL645937.2 AL645937.2 royalblue 22.2663278515355 4.28112499107004 17.9852028604655 -13.7040778693955 68
