GSM1294118	GSM1294119	GSM1294120	GSM1294121	GSM1294122	GSM1294123	GSM1294124	GSM1294125	GSM1294126	GSM1294127	GSM1294128	GSM1294129	GSM1294130
A_32_P107717	5.452842166	1.969751338	6.513523749	6.055075888	5.776177964	6.294157358	5.872374214	4.794157458	2.298712855	4.366077372	5.740622965	5.799595321	4.819523089
A_32_P107746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P107752	6.211402222	NA	6.866903034	6.849720348	5.884484367	6.865477181	7.096810014	6.798535307	5.440912012	5.029647235	5.970280327	6.384797217	4.618026583
A_32_P107777	6.021503935	6.912940817	7.36336472	6.777890454	6.574553566	6.72270782	6.411062136	6.468238404	5.84206668	5.801838963	7.003102963	7.331216139	5.514988249
A_32_P107797	7.519909042	5.935572896	7.626060891	8.296953822	7.576282525	7.127805559	7.104632298	6.391416659	6.661018435	3.262319193	5.263436351	5.503403439	6.680290596
A_32_P107821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P107833	5.361704152	5.103186239	6.347282257	6.726301278	6.217969133	6.561841315	7.046696222	6.319497452	5.41180653	6.496726295	6.038295698	6.815849494	6.568450803
A_32_P107876	4.373935608	4.192518498	5.901148317	6.173288968	6.000442659	5.168125721	5.715451656	5.398194038	3.237764996	4.848633956	5.385892419	5.808736156	2.766012878
A_32_P107994	12.52000032	NA	7.311779189	NA	3.628308172	7.169469078	11.13806185	12.60342931	11.78831989	4.545166512	3.887867383	4.283286195	9.390437905
A_32_P108033	5.331157009	3.520961508	5.488555497	6.333702978	6.129659923	5.966028022	5.498466617	5.938270028	5.582418109	5.420624886	5.069309909	5.328335641	2.324167727
A_32_P108203	5.322894737	5.730640499	6.691144685	8.201349607	6.651612869	6.383614791	6.864082118	6.720526099	5.022037065	5.05654538	6.951803409	6.929337718	5.649722364
A_32_P108226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P108254	3.806839582	3.517334912	5.384461897	5.688226247	5.313486402	4.157718805	5.156019955	4.895827539	3.494392568	5.838179048	5.060409309	4.981264955	6.089833277
A_32_P108277	5.445305922	4.423888727	7.156784908	5.856008129	6.271103477	6.853670106	7.383174631	5.075352069	5.787488884	4.945595999	5.891755031	6.109380829	5.195043986
A_32_P108387	4.4647715	3.281202679	5.572382211	6.441203585	6.291970005	5.398197459	5.800323742	5.410286826	4.246108572	4.644317778	5.215084469	5.875608069	5.344317215
A_32_P108396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P108420	5.765180924	4.775519947	5.714121303	5.820036984	5.072299205	5.553590284	6.704519269	5.582240755	5.34846402	3.530617644	5.653389689	5.534682622	5.506010938
A_32_P108505	8.044704484	7.043986391	8.607625481	9.651632959	9.142634502	8.049888835	8.61899549	8.764907077	6.65649351	7.249477578	7.358265259	7.856723064	7.34284627
A_32_P108544	7.222698318	7.638620538	7.633439929	8.102925253	7.282731688	7.07206613	7.823457047	7.404250888	5.772389536	7.3133801	6.42926981	8.086342727	7.561714866
A_32_P108554	4.476556019	2.690359431	5.456750306	5.50077497	5.629085251	4.829448756	5.926045688	4.823682624	3.1491857	3.517930742	4.248457417	4.813843771	5.099515295
A_32_P108592	6.670979093	5.577880449	6.978878597	6.819581333	7.322608706	6.554018414	7.188225839	6.354087315	6.818868451	4.590497828	6.101911398	7.424790272	6.724970805
A_32_P108655	10.95771368	6.717291196	11.64878134	11.34529601	11.34375091	NA	12.04730901	10.91655576	10.73313738	9.574513869	9.399259123	11.34241696	10.5402133
A_32_P108722	8.429076526	6.864543988	8.466130313	8.85083942	7.621796213	8.262780315	8.720961408	8.794665392	8.04554836	6.580559476	8.130998803	7.76743896	7.177711536
A_32_P108738	NA	5.062156259	7.113407755	7.544483841	6.946082812	6.832645748	7.0672999	7.148116563	5.933711189	5.756500015	6.217712504	6.537760581	6.194431645
A_32_P108826	4.418301284	5.258094873	5.978139559	6.713397513	5.788002565	4.729799633	5.681540345	5.342496789	3.711722856	4.360857967	4.931282621	5.472618388	3.733064688
A_32_P108870	10.95279365	11.47528556	10.71544383	11.87385241	10.72850728	10.81855022	11.49520247	11.1990576	9.6062266	9.048885433	10.03661872	9.593030451	9.992921347
A_32_P108889	3.853068473	5.948586364	7.384467769	5.311179388	6.053376386	6.467342418	6.296895472	6.658201484	3.031272378	6.30066683	6.548829767	7.407916937	4.986603433
A_32_P108917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P10894	6.070249131	4.374388507	7.198260365	7.164357894	6.591072582	6.437838444	6.834117049	6.468019389	4.687870857	6.327110674	6.047891691	6.55280633	5.178342567
A_32_P109002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P109029	4.597604469	NA	4.760295475	5.625841784	5.402399526	5.054292385	6.143679529	5.695065392	4.690951163	3.329202548	4.462931152	4.51162743	3.526505812
A_32_P109165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P109203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P109214	5.486137373	NA	4.720928517	5.100846908	NA	5.538716937	5.755374196	4.877067889	4.374150597	2.541532433	3.433747331	3.486504581	5.104569821
A_32_P109242	7.348967993	8.372216028	9.62899991	7.644622058	7.800728448	8.675574615	9.094965205	8.513184361	6.143098474	8.14085175	8.954505177	9.870251581	7.049910611
A_32_P109315	5.635391931	4.623626354	NA	4.970268821	5.169055516	3.980190771	4.516501848	4.868054559	3.81979896	3.208642889	3.566602082	4.227240481	5.401739675
A_32_P109328	3.901319707	NA	5.918597089	5.40794616	5.382704945	5.52500769	5.804430244	6.032685607	2.954149957	3.146820888	5.291353437	6.043551864	3.22009573
A_32_P10936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P109401	4.690210343	4.295995524	6.419267855	6.432794423	5.833905618	5.255804725	NA	6.544041276	5.779322239	4.422261262	4.928146202	5.714730456	4.800792761
A_32_P109495	4.908051978	3.508839344	4.741445953	5.718847375	4.327716103	5.217632055	5.626264484	4.326466161	4.230903129	3.205795986	4.283067604	4.4162689	4.37423547
A_32_P109516	8.762142151	7.370935825	9.171478568	9.323665271	8.92609344	9.23155793	9.760630972	NA	8.08666118	7.372499444	8.328873705	8.818155217	8.445169249
A_32_P109522	6.500144916	NA	7.363803607	7.447252702	6.563186355	6.99822823	8.563384297	7.007241482	5.791856518	7.494927567	6.967217035	7.343004451	6.536263071
A_32_P109532	6.911268537	6.678869112	6.855304553	6.633350848	6.297620455	6.988016576	7.35855978	6.135282442	6.772879333	6.165793786	6.671659945	7.267912153	7.226802318
A_32_P109572	8.399649634	7.173496257	9.621242731	8.890352143	9.240400201	8.763200081	9.256260592	8.797410248	7.43647253	8.095411793	8.434825021	9.372638302	8.696411199
A_32_P10960	8.653882623	NA	9.270456993	8.807131094	8.193608643	8.621140876	9.033432363	7.806215774	7.300774438	7.174175686	7.732436771	8.160703925	7.434054371
A_32_P109604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P109637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P109653	9.390666611	9.885845363	11.74139536	10.0365363	10.27101124	11.1567499	11.20913835	10.36190321	8.406935417	11.57717057	11.16261225	13.10841501	9.78393672
A_32_P109704	9.741709999	5.828205554	9.58868728	10.29013177	9.737356872	9.134842896	9.501419837	9.227002638	8.457174824	6.624082905	7.019041343	6.985051795	9.530026641
A_32_P109755	9.827546271	9.7337148	12.54845661	10.45066175	11.69914513	12.09029341	11.73307466	11.53672949	9.88189461	11.54155695	11.12049775	11.51226739	10.94823362
A_32_P109794	7.54375724	7.617413834	7.81654851	8.013534839	7.329797235	7.803630671	8.394357651	6.41886542	7.607452383	5.888735701	7.305659593	7.385381854	7.734951404
A_32_P109817	5.796348043	3.243385906	7.067096572	7.363004576	6.310709291	6.989624972	7.235011853	5.567016935	5.838616763	4.747165553	5.171902942	6.595852119	6.017386364
A_32_P109876	2.594432222	6.186652679	7.393651299	5.045304042	5.953338583	6.305738927	6.036003667	5.736620298	1.716918045	5.601254668	6.491935969	7.066843716	3.550880969
A_32_P110016	6.764009032	5.663202563	6.363586371	5.191533831	5.225450782	6.371486029	7.189674353	6.567474412	4.834338057	3.2217543	4.688161331	4.872110187	5.753249113
A_32_P110156	7.831827217	7.648391379	8.996890913	9.060949327	8.209175035	7.723288918	8.06570101	8.085974294	6.200391158	7.139239246	7.883857214	8.581198322	6.826830643
A_32_P110225	NA	7.213552394	6.407016514	8.57153992	6.710489626	6.297966675	7.020533315	8.596165525	5.035608075	4.859404581	6.030368305	6.589098454	5.401445476
A_32_P110243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P110372	7.297117115	4.390135243	10.44316527	6.870691447	NA	9.965406393	9.94972051	7.926365978	6.831266702	7.667905604	7.330579015	8.251079962	8.308797252
A_32_P110485	8.49609439	5.973864483	7.777386179	8.583438977	7.44140878	8.512982175	8.392207928	7.028831015	7.48643443	4.747098402	6.967165148	6.622187734	6.066505359
A_32_P110505	6.505882675	6.114623347	7.126194407	7.013187541	6.678438168	6.516688731	6.887809152	6.806262182	5.505383802	5.254460258	6.14524132	6.353169414	5.758827621
A_32_P110550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P110575	6.818470975	3.594583183	7.672735771	8.183443836	7.835285556	7.555743313	7.994201239	7.860597237	6.586634757	6.39656882	6.741426536	7.513030355	6.777365794
A_32_P110751	6.747442453	5.408405494	8.361565729	8.697990955	7.702442841	7.356333116	8.030643965	7.237816076	5.828276906	7.566019779	8.031763499	9.218757681	6.546155487
A_32_P110872	5.593222285	4.266224342	5.752990447	6.249885781	5.218184441	6.051781663	5.92463272	5.752421593	5.786084794	4.214048627	5.675673404	6.184214626	4.994254312
A_32_P111019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P111072	8.208910303	7.576353582	8.105293072	8.467909136	7.683663474	7.885737854	8.765758493	8.051181746	7.430741062	5.647034694	6.96461234	6.828725504	6.656745188
A_32_P111098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P111235	4.391527846	NA	5.28636998	4.61696869	4.562643575	4.701683784	4.742548467	4.367141083	2.922760352	3.118797751	4.173424099	4.588326667	3.31420317
A_32_P111254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P111266	6.338480574	2.08511392	7.045750926	8.216236097	6.859027813	6.701210799	6.395590857	6.017899199	5.804854576	2.390854476	4.541670326	4.296393531	4.405967861
A_32_P111274	6.314025226	6.468327369	6.59076847	6.589572952	6.215517857	6.275130372	6.856806462	6.608953653	5.657321022	5.408679597	5.861803794	6.127938004	6.353802463
A_32_P111394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P111507	12.06073139	9.532652032	12.36598199	12.3457437	12.46419295	12.05066256	12.90537328	12.13507436	11.14655913	10.21423897	11.42178924	11.52552815	12.40341047
A_32_P111524	7.075771135	4.143677489	7.702592443	7.439871599	7.500292974	8.137660798	7.478129718	7.057356039	7.449232852	5.466642128	6.491625453	6.394851248	6.601663687
A_32_P111587	6.361460982	6.089959301	7.308326287	7.390971138	8.00003494	7.42139584	8.014846783	6.957250658	6.395209873	5.755982733	6.092711904	6.6968827	7.836594499
A_32_P111609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P111658	5.870800422	5.197521814	6.292575267	7.455688054	7.156847591	6.236265673	6.695896406	6.368358037	5.426387882	5.498593307	6.250184703	6.224821895	6.091770486
A_32_P11181	8.817973337	8.296113212	9.857609858	10.17098534	9.593316605	9.793552265	10.31073092	9.604965686	8.55686199	9.688182982	9.338601799	10.01322775	9.435139126
A_32_P111852	8.318903834	7.180519867	9.538293904	9.002454156	8.899028162	9.009934682	8.960270167	9.117728024	7.698255295	7.40829577	7.70684685	8.577402769	7.96740554
A_32_P111873	5.00611891	2.153135057	5.937767627	5.975022975	3.558878629	4.649860869	4.658542836	4.207186164	5.195513751	5.87430492	3.1215796	5.017142464	6.686165727
A_32_P112078	6.396208135	5.315569853	7.873293375	7.331023508	7.594012515	7.640889847	7.751959067	7.457244607	5.970627525	6.16170814	7.029351284	8.32713044	6.600768686
A_32_P11216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P112223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P112279	NA	2.495639398	5.621237822	5.788902568	5.172593522	4.95509376	NA	5.564882658	3.477896176	3.544087193	4.989887416	5.074036107	3.484024671
A_32_P11230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P112359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P112493	4.632450286	3.812903766	6.458601666	5.736650601	5.719440572	6.05448689	5.670614047	5.316205129	4.877476787	5.116950649	5.009237873	5.685286191	5.486818292
A_32_P112546	6.787629662	5.48441272	7.525731423	8.043912594	7.306935702	7.09974545	7.200495526	7.450157972	7.090092301	5.455108868	6.072762883	6.113694457	7.251989809
A_32_P11262	9.034103166	8.523645065	9.023048216	9.87912663	8.274137237	8.699147303	9.207519541	9.231195015	8.016797704	6.730524481	7.722276795	8.442241877	6.26650753
A_32_P112623	6.039803644	5.374718526	7.239060969	7.50291373	6.732274627	7.417867701	7.713359018	7.58649455	6.303529807	6.483994048	6.616934442	6.471321121	5.192089984
A_32_P112655	4.760679768	NA	5.603480362	5.392519729	4.294522238	4.493058045	4.668161116	4.50686404	3.3145711	1.95251734	2.843458712	4.828013572	3.770267713
A_32_P112881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113066	4.842450417	5.078667897	4.505673112	5.093065728	4.745619203	3.683380936	5.582614107	NA	2.760183681	2.446886643	4.825950948	3.129853717	2.442425757
A_32_P113114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113193	9.73162502	8.576194078	10.26670574	10.33632245	9.954871398	10.34438247	10.03492273	10.0188247	9.26232251	9.260125657	9.158864125	9.787086325	9.11725556
A_32_P11325	6.616463125	5.712752862	7.399477036	7.733669557	7.363217519	7.481060744	8.12278659	7.418464054	6.071089252	5.495439663	6.492741523	7.267778287	6.854245054
A_32_P113317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113380	7.887776867	5.201228438	7.662270311	8.608909385	7.141621822	7.555783185	8.021235963	7.499381918	7.09097619	4.417673643	5.426110076	5.731847402	5.946909549
A_32_P113404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113436	8.503130454	7.216019236	8.770050679	9.58611826	9.230557773	8.351031971	8.568598017	7.941142707	7.612550811	7.324691814	7.714255136	7.779044955	7.270586873
A_32_P113462	3.78046339	3.771517993	5.035549574	6.363981226	4.563585261	4.917075573	5.59662332	5.618860889	5.573489656	5.321851991	5.736193546	3.229520247	3.336113397
A_32_P113472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113682	8.773880973	8.60119731	10.49402552	9.529137105	9.104314118	9.953635266	10.44685275	9.597204877	8.207182259	9.509473966	9.449467695	10.46317387	8.401461946
A_32_P11372	7.138573877	7.177970597	9.691868419	8.258782245	7.980474358	8.367805242	8.824701037	NA	6.912285792	7.927226255	7.827745364	9.007123443	7.082718554
A_32_P113742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P113784	3.828797084	5.577293163	4.975672828	4.987276748	5.069629566	4.412420468	4.867997251	5.105392293	3.779403667	4.206633848	5.519710784	5.058279259	3.433544382
A_32_P113887	8.590123666	7.855796644	9.790141894	9.52263606	9.456335521	9.229979593	9.475954681	9.059141631	8.11653007	7.927149794	8.244573147	8.51126759	9.020645539
A_32_P113971	7.878848544	6.007245071	8.333646454	8.720334905	8.18271762	8.777478895	8.646369338	8.31595471	8.157553597	4.792419668	7.31383355	7.081141465	7.742898185
A_32_P114003	3.896883096	4.08227595	5.265571542	5.174516278	4.020567983	4.598232984	5.391686621	4.185729403	2.252191886	3.600445797	3.880971489	5.114463229	3.258154813
A_32_P114020	9.970233901	8.440665308	9.431035993	7.991669226	7.450097746	9.330053019	9.588045969	9.076761094	8.907402962	8.530114452	8.371556249	8.467704172	8.47266363
A_32_P114117	5.140878839	2.786936923	5.769856617	5.713486323	5.445311882	5.500853987	5.981617055	4.934860858	4.338255389	5.076474439	4.068810946	4.163390043	4.903774378
A_32_P114146	4.220272679	4.370918917	4.039623598	5.29928496	4.956020863	4.351699699	4.871873704	4.082290429	3.727967273	3.048924929	3.33093695	4.002110201	4.539170601
A_32_P114215	10.37828402	7.932934001	10.85682078	11.30228477	10.72797489	NA	11.35011597	11.15650217	9.781696085	8.767289643	9.691039619	10.39827982	9.359321739
A_32_P114235	7.750531474	6.42053613	8.117069026	8.608034843	7.907957795	7.956826249	8.40848897	7.77304951	6.877928255	7.095598511	7.211216665	7.327683772	7.444294353
A_32_P114246	8.346675058	8.380251085	9.089397513	9.330525012	8.531058963	8.942407765	9.488152852	8.889585488	7.795187047	7.609927046	8.162249318	8.585610441	8.38177783
A_32_P11425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P114268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P114284	6.169735234	5.292171419	5.870462376	8.031879263	5.914444693	7.378509889	6.735851133	6.369997189	6.362899407	4.087868436	4.733545241	4.728979494	4.970628676
A_32_P114348	9.026986193	6.435828584	9.663915265	10.63171456	10.35103418	9.297185454	9.587310041	9.373038478	7.715277706	8.092802588	8.421482523	8.836288996	7.900075825
A_32_P114372	5.091048147	4.914308585	4.973276506	6.541084377	4.861175761	5.067296243	6.140577041	5.668852373	5.692341826	3.515544681	3.746185907	4.106378473	4.355859188
A_32_P1144	6.030364773	6.031275643	7.523933559	6.710134167	6.746901227	6.554482641	6.929471468	5.888181889	4.190974304	5.313499462	6.348806925	7.015254465	5.168140567
A_32_P114447	7.280155522	6.575621382	8.331445023	7.614410969	7.042775645	7.926574721	NA	8.308193843	6.596072994	6.574264271	8.019517341	8.835638955	6.96902152
A_32_P11450	5.219681215	NA	6.751070001	6.584525568	5.863017646	4.949512522	5.651711878	5.437305652	3.354821673	4.974482966	5.252641592	6.367972587	4.847800526
A_32_P11451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P114574	7.797059034	8.052210457	10.1050311	9.71766323	8.586351928	8.642335509	8.962692452	9.606687987	6.163443785	9.079947652	8.99659212	9.437864613	6.76690916
A_32_P114675	4.845773042	4.175586874	NA	6.081654714	6.157437486	5.667178547	6.143429135	6.370488118	4.409105764	5.799651267	5.929390272	6.297691613	4.609259128
A_32_P11477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P114866	11.51606933	10.77011958	11.53107339	11.81620409	11.91066297	12.15728408	12.10826471	11.91671474	12.05778938	9.368637411	10.78987512	10.91923951	9.8927685
A_32_P114896	6.590059575	5.502371341	7.072580688	8.665983563	7.084335383	6.233988116	6.988005211	6.837841089	5.017941945	5.981743306	6.458518497	7.516253947	5.389129325
A_32_P114918	3.158710257	3.477376843	5.837869844	4.614328216	3.994841268	5.103644084	4.639426671	5.542488986	2.906527183	3.568135498	4.797944202	4.768508299	3.146472756
A_32_P11499	8.511876365	7.968007207	10.21006736	9.521569819	9.375213674	9.459423831	9.807117727	9.453952512	7.896075633	9.338228955	9.384209579	10.2785238	8.049058934
A_32_P115015	6.719644821	6.452574021	9.806529	8.120394452	8.425503364	8.572230682	8.975596656	7.864738969	6.072239385	8.96972208	8.527690462	9.777290498	7.306873746
A_32_P115043	4.253730647	3.004049727	4.945760785	5.167589553	4.876106303	4.511912013	4.830693928	5.022188464	3.25957094	3.785123643	4.280918465	5.134048398	4.463087493
A_32_P115077	3.184720654	3.642513281	4.595830044	4.884162214	4.623917182	4.011973238	4.384109227	5.54389022	3.060057763	4.012882385	1.905575028	3.371738666	4.147959509
A_32_P115130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P115258	5.973511174	6.632440107	7.931901666	7.691658385	7.297757266	7.23686855	7.718319838	7.267407515	5.090534207	7.145479784	7.027719153	7.88427555	4.786218389
A_32_P11526	4.631846398	7.754457969	4.82279336	5.623621087	3.285085679	3.173050018	NA	3.737867357	3.866666685	4.237207283	3.359346867	5.015361971	6.169594146
A_32_P115277	5.152956895	6.028885591	6.397677884	7.132281734	5.352056142	6.239881647	6.917187068	3.717646815	5.788355534	5.617688435	5.824403315	6.328132031	5.882746235
A_32_P115375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P115382	6.944949782	NA	8.825743341	7.543996131	7.861462268	8.306871924	7.724543184	7.707769793	7.080278181	5.325493274	6.123424306	6.460927475	5.969499112
A_32_P115438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P115451	5.420302509	5.334458868	NA	6.763310646	6.16883335	5.473277788	6.241206578	6.319841171	4.606547643	3.66618849	5.076393627	5.11666501	5.784638248
A_32_P115505	4.884102123	4.499003298	5.235414978	6.166185382	5.20444516	4.069265649	5.410938033	5.025679544	3.1251758	3.93326575	4.431698502	4.748014079	2.406459391
A_32_P115515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P115535	5.064482814	4.946910016	7.219606104	7.320523489	6.742340429	5.939074447	6.190694459	6.11183363	3.794531277	6.128822724	6.412446382	7.31393601	4.76744876
A_32_P115555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P115558	6.850705677	7.054517496	6.97094451	7.367759821	7.953789622	7.706978735	7.174834825	7.30919893	7.413580544	5.75034522	6.59662809	6.792148665	7.26438536
A_32_P115606	10.39252995	9.869837485	10.91945257	11.66200829	9.995230103	10.89262326	10.96148153	10.91232652	9.731880385	9.528318724	9.970681128	10.41386589	8.433407258
A_32_P115663	4.850807922	3.931673603	5.112069963	5.946943927	4.904256235	5.088782304	5.684902593	5.197608699	3.930532035	2.494938573	3.893034023	4.666563462	4.61090672
A_32_P115749	4.152714798	2.989910843	4.675512798	5.259514297	4.723206309	4.584532032	5.484732363	5.017561189	3.441111603	2.930759474	4.028135925	4.062537947	2.523849212
A_32_P11579	3.484647304	6.191318259	8.106088638	7.058280774	6.491204539	6.392950524	6.839751782	6.105583381	1.723452403	6.621626125	8.158939842	9.806403492	4.674829527
A_32_P115840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P115947	6.593698865	5.734306693	7.79575591	7.750162293	7.458350832	7.071414093	7.750068475	7.161145995	5.685666044	6.152722301	6.115230343	7.344759272	6.607451495
A_32_P116058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P116105	8.430298656	7.740463493	8.614687026	9.065059288	8.564321765	7.980888442	8.651420931	7.415284596	7.78565059	7.349403319	7.689413789	8.214067963	8.103622999
A_32_P116113	3.847638192	4.500872784	3.532553856	5.67019338	4.448338032	4.128723967	4.627272388	3.987978389	4.237051985	3.850372391	3.593911856	3.133619911	4.151310885
A_32_P116153	5.613478612	3.732287654	6.232343214	7.061767559	6.442134033	6.588035022	6.509037834	5.756954952	5.265559541	4.953751333	5.306939529	6.380698111	4.663325262
A_32_P116203	4.202888617	1.959114303	5.810867983	5.311982941	4.410575157	4.566771933	4.76382159	5.279881313	4.043683089	4.289084157	5.215009895	4.284964905	4.364447066
A_32_P116206	10.04929723	9.521726449	9.136853242	10.72509695	9.535771096	10.1577183	9.838897577	10.12889653	9.304784579	8.279035245	9.262469334	9.058236933	8.202441231
A_32_P116219	5.094314622	4.572976955	6.786340209	6.61473649	5.733862449	5.077733073	5.354563236	6.960036695	5.037963312	3.619471703	4.282347873	5.85162063	5.443624884
A_32_P116271	6.0624788	4.026268908	7.29370522	7.317218131	6.828325657	6.943072709	7.397476128	6.424585386	5.237472323	6.193096948	5.528036147	6.256826874	5.579466498
A_32_P116323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P116556	7.677559686	6.652245548	7.541337496	8.47739522	7.574049269	8.144612361	7.871607122	7.791644792	7.653881907	5.889581595	7.414176134	7.459195522	7.119635268
A_32_P116606	8.577628979	8.118657176	8.988599202	9.025992743	8.320170544	9.782712917	10.37147065	9.523440812	8.962944576	7.094019607	8.606289718	8.755673423	8.976857358
A_32_P116685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P11670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P116813	7.329896774	6.76779779	9.283639853	8.771574642	8.706129211	8.461450798	8.59317671	8.492762509	6.840849663	8.263875733	7.790512064	8.614607527	7.452597082
A_32_P116840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P116857	NA	3.69903296	6.433928893	6.620949531	6.045119219	5.950753939	6.720196367	6.291415695	4.688560289	4.553297215	5.306025587	5.675942923	4.545831875
A_32_P116881	11.91566281	9.19805847	12.41421985	12.77729868	NA	11.87503551	12.48208945	12.02877805	11.24132777	11.79452674	11.12441086	11.16526441	11.6989694
A_32_P116957	3.018081842	3.851564165	5.995881545	5.163128753	4.622434925	5.888172876	4.929659407	5.441948191	2.70788277	4.750685283	5.557347592	5.741803756	5.30691912
A_32_P116989	4.335108756	4.008404418	6.970900808	5.667560642	5.549587855	5.196802947	6.061786564	5.465425353	2.320004855	4.576377015	5.15844125	6.078935335	5.045157234
A_32_P116997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P11701	3.750635444	3.919230422	4.621467007	5.805366498	4.608899704	3.579956088	4.039960426	4.621868432	2.80311852	2.850829221	3.206338776	4.351860091	6.020704648
A_32_P117016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P117026	4.016439267	NA	4.708861514	5.063263048	3.971991352	3.589182218	5.196102217	4.031891831	2.924471061	3.171453448	3.712187454	4.013894557	4.527456988
A_32_P117098	7.599095331	NA	7.76923486	8.735623038	7.316446272	7.2241387	7.714272997	7.881180663	6.48488942	5.386167728	6.75033852	7.287972734	5.996378351
A_32_P117145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A_32_P117170	8.121707045	7.943291944	8.198425887	8.794337556	8.006596497	8.064756774	8.995874819	8.352397488	6.793279459	6.473337541	8.081507938	8.277466418	5.781707492
A_32_P117185	6.51186601	5.080571542	6.999255919	8.41017275	7.490343889	6.441618759	6.82158905	7.478302058	3.931597022	6.115374769	6.347242564	7.099543488	5.705014401
A_32_P117186	7.54776907	9.534605204	8.280665463	8.231380565	7.632788045	8.094223928	9.402915486	8.376305579	7.197138043	6.699330914	8.208686486	9.074390366	6.494501056
