GSM509547	GSM509548	GSM509549	GSM509550	GSM509551	GSM509552	GSM509553	GSM509554	GSM509555	GSM509556	GSM509557	GSM509558
206388_at	36.9	29.4	18.3	41.5	40.2	49.1	25.8	16.7	27.3	89.3	140.9	53.6
206390_x_at	25.9	23.4	17.2	47.6	10.8	29.1	18.4	30.3	14.4	114.8	21.2	10.7
206393_at	4.9	2.3	3.7	5.2	2.1	5	2.4	3.4	2.3	15.9	8.4	4.5
206394_at	8.6	2.7	1.4	3	2.2	2.5	4.7	2.6	3.5	10.6	3.3	2.3
206395_at	74.6	57.8	42.1	97.3	50.2	48.2	85	104.1	54.2	32.5	141.9	77
206397_x_at	1027.6	773.7	365.6	963.7	1854.4	1243.9	1670.8	1484.5	1577.5	4301.2	970.4	1308
206398_s_at	30.5	6.8	12.5	45.5	16.3	12.9	18	8.7	10.5	7.5	57.6	34.4
206400_at	3.4	2.5	2.6	6	6.7	1.4	3.4	2.1	5.8	17.4	5.2	3.3
206404_at	147.9	164.1	192.9	74.4	84.7	57.3	68.3	91.8	115.8	252.5	24	96.9
206405_x_at	202.2	322.4	184.1	356.5	265.7	190.2	189.7	142.9	192.2	361.7	221.4	235.5
206406_at	7.2	6.7	4	6.6	6.7	6.1	5.7	5.3	3.3	20.9	18.5	11.1
206407_s_at	23	32.7	17	39.2	5	18.9	6	33.5	2.4	94.9	23.3	11
206409_at	18.9	8.4	18.6	15.7	16.5	9.4	9.3	8	9.3	22.9	26.3	13.3
206410_at	9.6	2.9	4.4	9.5	4.4	13.4	3.1	5.5	5.4	23.3	23.5	6
206411_s_at	32.3	47.3	41.4	29.4	41.8	30.9	6.4	10.1	18.9	141.5	82.7	48.8
206412_at	4.1	7.7	9.9	23.2	9.9	6.8	10.5	7	13.2	12.9	56.2	13.4
206413_s_at	7.5	3.3	17.6	8.7	25.8	7	47.5	20	10.3	148.1	20	10.2
206414_s_at	128.9	178.1	209.2	160.6	185.6	134.7	141.3	185.1	215.4	104	89.2	155.4
206415_at	17.5	3	0.5	16.8	8.9	19	7.5	21.7	9.5	63.5	35	17.8
206416_at	16.9	25.7	22.4	22.6	50.6	24.8	25.8	18.3	44.5	193.7	41.9	46.3
206417_at	32.3	36	30	34.4	67.5	40	81	29.5	44.9	53.8	133.5	40.8
206418_at	20.2	1.5	1	1.4	2.2	9.4	2.4	0.6	0.9	15.5	20.9	7.1
206419_at	57.1	35.7	70.3	81.2	39	27.9	66.6	45.1	16.4	29.8	229.9	101.4
206420_at	48.2	30.9	21.3	31.2	43.9	25.7	63.5	40.1	31.5	6.7	56.5	57.1
206421_s_at	2.1	2.5	3.1	5.5	2.9	4.2	5.1	1.7	2.9	6	8.2	4.2
206422_at	2.6	5.3	2.1	1.1	3.3	3	5.5	4.3	2.1	14.8	10	2.6
206423_at	3.1	2.1	1.6	2.7	5.4	3	4.2	5	3.9	5.7	22.4	3.7
206424_at	40.3	8.2	20.9	34.9	58.8	10	29	77.8	5.8	104.1	133.3	44.4
206425_s_at	39.8	39.8	25.3	57.6	60.5	31.9	23.9	20.3	19.2	125.5	82.1	36.4
206426_at	10.6	8.5	14.5	13.9	11.1	27.9	16.2	12	20.1	26.3	11.3	37.6
206429_at	7.6	69.4	24.9	33.6	44.1	22.8	20.6	17.1	15.2	89.9	45.9	78.1
206430_at	12.5	18.4	4.8	4.7	8.8	10.8	7.6	8.7	3.9	12.3	52.1	25.5
206432_at	12	8.2	10.7	14	3.2	27.2	6.1	21.8	18.1	50.9	50.5	34.9
206434_at	66.9	95.2	153.4	80.6	55.9	27.6	31.2	35.7	64.3	9.8	97.2	45.9
206436_at	13	34.1	52.4	76.5	57.6	10.1	9.1	71.1	63.7	155.5	12.1	115.5
206437_at	15.7	42.2	10.1	12.5	21.3	15.6	31.8	34.7	38	30.2	64.7	71.8
206439_at	10.3	5.3	12.8	9.5	0.8	1.1	2.6	2.3	15.7	26.3	35.9	29.1
206440_at	9.5	24.4	29.6	3	3.8	9	6.9	22.1	8.5	8.1	16.6	10.8
206442_at	11.4	18	6.7	2	3.6	13.6	5.5	12.6	8.3	54.3	48.3	17.9
206443_at	10.4	3.2	3.7	8.4	8	4.5	22.1	2.2	4.5	18.6	19.1	4.2
206444_at	51.3	43.7	15.5	9.1	15.6	13.6	16.1	19.7	29.2	182.9	76.9	63.9
206445_s_at	261.2	302.1	171.8	355.4	312.9	332	266.8	368.4	304.7	247.7	266.3	332
206446_s_at	23	13.9	5.8	0.5	29.2	3.1	8.3	1	23.7	28.7	42	21.3
206449_s_at	30.7	20.8	27.4	5.3	42.7	10.5	5.6	40.9	20	49.2	13.8	41.8
206450_at	5.7	5.7	3.6	8.5	5.9	9.9	7.3	4.6	7.6	37.1	11.3	5.4
206454_s_at	25	53.5	13.7	65	66.4	9.4	47.2	22.2	24.6	207.3	98.4	85.3
206457_s_at	9.3	5.5	13.2	17.1	13.4	13.6	2.3	21	13	12.8	62.1	26.8
206458_s_at	20.6	5.1	12.1	35.7	31.4	15.8	15.1	34.4	9.9	17.9	14.7	42.9
206461_x_at	5729.4	3216.4	4713.9	3806.5	2403.6	7319.4	6025.9	6052.5	4063.6	1728	4877.7	3732.9
206462_s_at	60.4	87	68.4	69.8	81	92	51.9	74.5	57.3	85	149.6	70.9
206463_s_at	7	9.7	8.2	10	12.2	57.9	10.4	50.3	5.6	34.2	117.2	25.1
206464_at	7.1	3.5	5.7	5	3.8	7.4	7.8	7.6	5.1	9.2	28.1	7.8
206465_at	509	487.2	366.9	564.9	495.8	570.7	432.1	448.9	676	308.5	319.6	606.6
206467_x_at	178.2	47	22.8	42.2	36.9	111.3	112.9	44.3	30.3	116.4	116.4	66.7
206468_s_at	13	23.8	31.1	70.8	12.7	43.9	8.6	36.7	51.7	27.7	31.6	89.8
206469_x_at	41.5	28.8	28.9	55.3	67	18	29.4	22.7	71.3	13.3	13	39.1
206471_s_at	14	2	0.6	23	3.3	25.8	4.2	2.4	0.5	113.2	33.7	24.9
206472_s_at	12.1	15.4	12.4	4.3	30.6	18.9	36.4	21.1	29.8	21.2	34.2	15.1
206474_at	16.2	35.8	28.4	46.2	18.7	41.6	28.1	11.9	37.5	103.2	45.8	44.7
206476_s_at	1.4	22.1	1.8	1.3	2.1	23.1	1.8	12.3	14.2	31.4	2.5	5.3
206480_at	3	8.6	2.2	4	4.3	5.6	4.8	6.3	3.5	7.5	11.9	6.5
206481_s_at	44.1	71.4	96.7	53.6	24.1	56.3	38.9	59.4	67.2	42.6	81.8	2.9
206482_at	1.9	0.8	10.2	4	2.8	1.5	2.7	1.1	1	28.8	10.6	3.5
206483_at	44.8	30.1	29	39.5	20	35.8	55.7	65.8	43.4	18.5	16.6	38
206485_at	16.5	18.2	14	16.2	19.3	22.3	72.3	53.5	19.1	30.5	53.1	91.8
206486_at	1.9	1.7	1	5.8	27.6	8.2	4.1	4.2	5.1	116	20.9	2.2
206488_s_at	11.2	14.5	13.6	7.6	23.6	5.5	4.6	12.2	3.1	17.1	42.7	3.1
206490_at	22.8	8.9	3.4	18.5	17	3.2	5.1	26.4	2.3	7.1	87.8	20.5
206491_s_at	164.8	219.3	89.5	173.7	80.7	174.7	175.3	105.3	124.4	223.1	241.3	209.3
206492_at	62.7	79.8	46.3	75.4	81.1	67.5	33.9	53.7	86.1	53.5	121.9	90.8
206493_at	24.6	26.7	6.8	33.2	60.7	61.4	20	40.6	34.1	148.6	26.2	49.9
206498_at	6.2	14.1	11.6	9.8	7.5	12.9	5	5.5	10.5	91.4	20.1	29.2
206499_s_at	22.7	18.6	9.9	13.6	12.2	47.6	71.7	46.7	9.8	44.4	108.2	75
206502_s_at	38.9	86.7	101	66.5	4.5	42.6	43.9	36.1	47.9	5.7	17	28.3
206504_at	2.5	16.3	6.1	18.7	14.5	3.9	3.5	1.3	6.2	23.8	44	14.7
206505_at	0.3	0.8	0.5	1.9	1.3	2.2	0.8	0.6	1.1	88.5	5.7	2.7
206508_at	17	23.1	4.6	11.1	14.3	38.2	56.2	20	18.5	66.5	19.2	24.1
206509_at	58	70	32	107.5	42.9	84.6	48.7	63.9	22.1	120.4	160.3	53.2
206511_s_at	13.3	22.5	24.3	28.5	28	13.9	11.6	43.3	21	138.8	64.9	40.9
206512_at	28.7	2.5	1.5	6.8	14	1.9	48.9	10.3	20.7	26.7	5.8	4.8
206513_at	22.8	49.6	16.6	56.1	48.8	42.1	47.7	42.7	9.8	110.3	85.9	27.4
206515_at	66.7	25.2	26	43.3	68.8	34.2	5.9	22.8	73.6	103	125.8	5.9
206516_at	12.7	1.5	4.7	4.2	9.4	13.2	5.8	5.5	4.7	33.8	8.3	7.7
206517_at	6.1	2.4	1	3.4	27.2	5.7	2	3.4	4.8	11	3.9	3.1
206518_s_at	8.2	8.9	6.8	17.7	22.7	6	26.7	9.9	53.7	165.8	19	56.6
206521_s_at	10.1	10.9	4	5.4	8.7	10.6	6	4.8	3.1	31.5	6.6	7
206522_at	1.2	2.5	2.4	1.1	3.1	4.4	3	2.4	1.1	6.3	8.6	1.7
206523_at	3.9	2.7	1.6	3.6	5.8	1.7	1.5	3.1	1.9	8.5	15.6	4.6
206524_at	13.1	31.9	4.4	36.6	25.5	24.3	41.6	9.6	17.8	26.4	39.5	55.5
206525_at	26.7	21.4	18.1	38.5	35.6	18.5	28.5	46.7	47.1	179.3	101.3	49.7
206527_at	76.2	49.3	53.1	41.6	58.5	67.3	62.6	63.4	47.2	49.8	159.3	98.9
206529_x_at	15.2	10.3	0.3	19.8	23.7	9	11.7	23.6	4.5	84.7	51	3.2
206530_at	32.6	24.3	7	21.3	41.8	8.5	6.3	7.9	22.6	63.7	21.4	46.9
206531_at	18.7	9.7	10.8	11.2	16.4	45.1	13	15.7	17.9	43.4	26.5	18.8
206533_at	34.3	26.4	10.1	22.5	38.3	30	20.2	40.8	30.4	103	103.4	38.2
206534_at	25.9	44.6	7.5	52.5	7.1	54.3	8.8	10.7	8.6	81	132.9	17
206535_at	1.3	1.1	1.9	0.6	1.5	0.7	2.3	1.1	1.4	14.7	8.6	2.5
206536_s_at	30.5	18.1	21	24.2	13.4	1.6	7.4	13.2	18.3	113.5	54	28.1
206538_at	7.2	78.4	15.8	68.4	39.8	9.4	46	70.7	65.6	52.1	18.8	130
206539_s_at	10.3	38.5	7.9	56.4	99.2	26.3	41.8	77	156.4	430.3	39	101.1
206541_at	25.9	32.3	42	31.9	45.6	50.4	63.7	92.4	44.2	158.5	20.8	63.3
206545_at	30.3	32	15.1	12	11	26.7	12.7	32	6.2	80.6	92.3	41.8
206546_at	18.1	10.9	9.3	6.1	29	35.8	20.6	19.7	7.5	41	35.5	21.1
206547_s_at	20.9	33.4	27.2	35.5	44.5	66.4	5.5	95.8	92.2	222.8	17.7	57
206549_at	26.3	40.4	26.2	62.6	57.5	77.6	32.6	86.5	29	66.6	29.2	72.1
206550_s_at	21.8	15.3	30.8	24.7	12.6	24.8	6.1	10.4	5.3	70.5	7.1	11.7
206552_s_at	80.8	148.7	380.2	89.9	165.2	105.4	196.6	280.8	321.6	161.7	44.9	60.9
206554_x_at	44	18.9	36.7	53.3	53.5	37.6	55.9	14.5	22.4	9.8	19	64.4
206556_at	3.3	28.7	26.8	22	39.6	39.4	9.8	32.7	3.3	111.2	57	30
206558_at	8.8	32.2	5.4	7.2	39.9	23.5	7	8.9	7	17.2	26.5	6.6
206559_x_at	7558.6	6452	4048.1	6784	7006.7	6303.4	6997.2	6276.6	7881.7	4656.9	11596.5	9537.9
206560_s_at	13.3	2.8	2.8	10.6	15.5	7.9	2.8	42.3	22.7	77.4	5.9	10.5
206561_s_at	4.7	27	4.4	15.2	18	3.5	3.3	10.4	23.3	10.2	61.1	4.3
206562_s_at	267.9	182.5	195	161.9	136.9	136.9	206.8	183.4	156.2	107.5	219.4	233.2
206563_s_at	24.7	11.7	19.8	4.4	22.2	34.3	1.7	2.1	7.1	60.5	15.1	1.3
206565_x_at	57.2	132.7	37.3	134.1	171.6	59	90.4	62.1	74.3	165.6	136.7	96.1
206566_at	7.8	3.2	13.5	17.2	1.5	5.5	19.5	7.7	2	51.1	41.4	22.1
206567_s_at	177.1	114.2	87.2	113.9	124.3	175.8	165.2	161.6	160.9	252.5	278.3	139.6
206568_at	32.4	45.3	30.4	34.5	35.7	5	32.5	12	20.4	91.4	123.6	24.9
206569_at	12.1	3.7	1.8	2.5	5.3	3.3	6.7	4.2	2.4	17.4	36.1	1.9
206570_s_at	37.4	23	19.4	14.8	12.8	33.1	44.6	46.5	26.1	83.7	113.6	31
206571_s_at	338.3	351.1	147.8	284.1	471.7	267.9	467.9	276.8	353.2	413.5	642.4	460.3
206572_x_at	40.2	84.2	86.1	60.4	77.2	58.4	63.7	58.8	72.7	107.4	149	128.6
206573_at	7.1	2.7	8.8	33.3	7.9	7.4	9.8	2.5	18.2	35.3	17.4	9
206575_at	4.7	5.1	0.9	1.6	1.8	5.7	20.8	2.1	1.3	33.7	6.9	5.8
206576_s_at	27.6	5	10.7	38.8	23.9	36.2	40	23.8	3	9.6	28.3	89.2
206577_at	2.9	2.3	6.6	4.7	17.8	18.5	15	2.6	2.6	14.3	49.8	0.7
206578_at	6.1	6.5	4.9	10.3	7.8	6.7	15.2	16.4	5.5	51	16.9	11.2
206579_at	29.3	18.5	27.1	18.7	48.9	18	32.8	23.2	2.5	133.3	72.9	59.8
206580_s_at	82.7	154.6	96.1	151.9	229.9	213.4	192.9	202.1	354.1	337.2	346.3	296.3
206581_at	4.2	36.2	2.7	9	46.1	15.9	28.7	17.5	4.2	71.9	7.2	9.4
206585_at	21.8	9.2	5.9	39.4	58.9	14.9	44.5	23.9	12.9	76.3	35.4	44.5
206586_at	110.2	44.8	80	102.8	74	60.3	87.4	84.5	63.3	311.5	323.1	120.3
206587_at	33.4	25.6	37.2	84.7	48	68.8	19	34.8	55.9	137.8	59.1	56.4
206588_at	20.1	31.8	16.8	19.5	16.5	17.1	3.9	19.2	32.9	11.6	81.8	15.6
206589_at	7.1	8.5	4.6	3.3	7.6	8.2	11.4	4.6	4.9	12.9	25.8	3.9
206591_at	1.8	2.2	8.2	2.6	18.1	2.5	2.7	3.5	3.6	8.6	32.1	5.9
206592_s_at	534.5	502.4	721.9	585.8	602.5	506.1	585.8	679.8	492.3	77.6	296.4	548.8
206593_s_at	136.4	94.7	76.5	92.8	131.3	141.3	108.1	122.6	101.9	225.1	162.9	151.3
206595_at	3.8	13.6	1.3	21.8	1.5	34.4	16.9	21.3	15.5	20.9	116.6	21.5
206596_s_at	6	4.9	9.3	5.2	7.1	8.1	27.2	3.9	3.9	18.5	9.6	6.3
206598_at	2	3.6	1.9	3.4	6.3	2.2	2	1.5	3	4.6	5.5	4.2
206602_s_at	17.3	16.5	10.2	14.8	14.6	5.9	18.3	15.6	1.1	4.1	4.7	34.6
206603_at	2.2	3.1	2.4	16.3	3.5	3.6	10.5	2.1	5.2	75.7	13.3	4.2
206604_at	5.7	1.8	10.4	30.7	3.3	27.3	2.2	39.2	24.8	13.4	13.2	3.3
206605_at	9.5	7.5	20.3	7	25.9	13	8.2	10.1	16.1	16	10.9	4.5
206606_at	1.8	3.6	2.3	3.9	3.1	5.5	4.3	5	3.8	25.9	21.7	14.1
206607_at	28.6	33.6	21.8	27.9	26	8.3	13.8	17	16.4	125.6	77.7	42.1
206608_s_at	30.5	27.8	41.5	67	61.8	48.8	52.8	23.4	33.6	202.7	70.7	79.9
206609_at	21.3	15.4	8	27.1	30.5	61.8	23.6	34	4.2	25.5	93.7	48.3
206610_s_at	3.9	19.6	17.4	2.9	10.6	31.7	24.8	5.8	2.6	17.6	77.5	16.5
206612_at	4.1	2.7	2.9	18.8	4.1	7.1	4.8	15.5	2.3	32.9	27.2	15
206613_s_at	21.5	19.2	16.7	20.1	26	35.2	6.1	15.7	38.1	36	9.9	23.8
206614_at	5.9	5	1.7	41.5	16.2	8.2	26.1	17.6	32.8	39.7	25.8	29.7
206615_s_at	22	13.1	5.1	13.8	16.3	8.7	10.2	1.7	15.6	54	19.5	22.6
206617_s_at	14.6	25.2	8	29	29.9	37.1	12.9	33.5	36.6	166	27.5	49.6
206618_at	8.7	11.6	12	18.2	16.3	25.1	18.6	16.3	4.6	9.7	39.8	18.1
206619_at	2.1	1.1	1.2	2.1	9.2	2.2	1.8	2.7	3.6	5.8	9	2.9
206620_at	4.1	3.6	3.8	3	3.6	8.1	1.3	1.5	3.7	60.9	4.1	2.1
206621_s_at	1075.3	929	712.5	590.9	759.7	813.8	732.3	734.6	862.3	331.2	639.1	856.1
206622_at	4.7	5.2	6.3	5	16.2	8.7	15.8	3.4	10.9	123.1	18.8	27.4
206623_at	38.2	21.2	9.6	19.6	9.5	22.8	1.7	2.6	25.2	19	26	4.6
206624_at	22	26.5	20.7	34	2.4	5.8	11.9	1.9	2.6	7.7	4	6.6
206625_at	85.5	51.5	50.2	27.5	66.2	86.1	68.4	50.5	63.5	100.1	127.6	46.7
206627_s_at	0.6	1.6	0.7	1	11.3	1	1.4	1.3	1.1	4.3	5.6	3.7
206628_at	25.5	6	11.2	17.8	53.8	3.2	14.5	41.9	23.9	66.4	72.4	19.6
206630_at	29.3	12.8	31.9	11	27.7	37.9	44.8	9.3	24.6	36.1	126.1	51
206631_at	6.1	1	7.5	1.9	28.9	3.8	5.4	5.1	19.5	21.2	17.1	5.8
206632_s_at	12.5	24.8	12.2	5.4	17.9	19.8	21.2	31	24.1	49.9	33	33.9
206633_at	37.6	9.7	33.5	20.2	32.1	22.7	24.5	48.8	24.6	117.2	28.8	40.9
206634_at	24.5	55.5	39.4	17	62.2	33.8	44.1	62.4	52.5	147.2	9.9	67
206635_at	47.3	27.1	56.3	38.8	72.9	85.7	83.5	55.7	60.2	276.4	34.2	88.6
206636_at	20.4	5.6	4.6	16.8	3.7	4.5	17.6	0.8	18.9	13.7	8.1	25.1
206638_at	3.2	2.1	1.3	4	1.6	2.5	16.4	1.7	22.6	2.6	15.7	7.9
206639_x_at	17.5	34.4	5.4	17	21.3	23	27.8	17.3	3.7	8.8	77	4.6
206640_x_at	6.4	6	1.4	23.4	9.6	1.7	21	2.6	3.9	62	122.2	39.2
206641_at	0.5	0.9	1.3	8	2	1.6	1.1	0.8	0.6	4.2	4.8	1.6
206642_at	4.9	19.2	1.1	9.3	9.2	4.9	11.5	18.7	3.2	124.1	25	17.8
206643_at	20.5	27.8	11.6	7.5	43	15.7	2.8	34.4	2.9	9.2	112.8	8.9
206644_at	26.2	20.9	13.1	26	46.7	30.3	14.3	42	21.3	93.8	114.5	29.8
206646_at	45.7	61.1	51.4	17.6	45.9	100.5	58.9	80.2	100.7	23.5	5.8	63.5
206647_at	1.5	2.1	1.6	1.6	6.8	7.8	2.2	2.4	4.7	26.6	5.1	4.1
206649_s_at	51.7	64.5	42.5	44.9	77	72.6	90.5	65.5	59.8	66.6	114.5	54.7
206651_s_at	39.1	12.2	3.1	35.5	16	23.8	6.2	4.5	10.4	209.2	14.8	17.4
206653_at	45.4	52.9	45.4	60.6	64.1	52.6	39.2	46.2	52.5	153.9	87.2	57.4
206656_s_at	557.5	666.7	740.3	610.6	501.1	619.2	586.3	627.7	775.5	390.6	445.8	581
206660_at	3.6	1.8	8.9	4.7	4.6	5.3	23.1	8.8	1.6	13.4	15.3	5.8
206662_at	241.4	137.1	260.2	74.3	144.5	343.5	728.2	184.1	124.3	116.8	179.8	137.1
206663_at	43.5	23.6	29.3	26.9	6.8	7.2	28.2	27.9	26.1	18.5	91.1	18
206664_at	0.5	0.6	5.8	2	1.2	0.8	10.4	1.6	3.5	54.8	4.7	0.9
206666_at	12.8	15.3	13.1	20.1	6.7	40.9	12	50.4	9	41.9	52.3	37
206671_at	70.9	43.6	10	13.7	19.3	14.9	13.1	60.7	22.3	282.4	80.7	41.4
206672_at	61.6	65.6	65.3	43.4	34.1	69.8	67.3	73.9	69.4	181.3	205.5	91
206673_at	20.7	11.7	25	26.4	16.5	25	37	20.7	16.7	114.1	32.5	6.5
206674_at	51.9	35.8	25	34.5	46.2	75.2	15.9	40.4	48.6	129.8	109.2	86.3
206676_at	0.9	6.9	13.9	2.6	4.7	1.1	21.4	8.3	10.2	2.3	3.8	4.4
206677_at	23.6	29.5	10	8.1	7.2	27.9	4.2	1.5	8.7	18.6	7.8	5.4
206678_at	13.2	275.5	365.2	70.4	91.9	60.3	75.1	347.3	161.2	231.9	38.6	37.1
206679_at	6.8	13.5	36.5	29.6	15.2	61.1	34.8	27.3	10.1	30.3	71.6	57.9
206680_at	31.8	7.4	9.9	4.9	4.7	8.9	16.3	13.2	5.2	57.3	26.6	5.6
206681_x_at	23.7	21	22.7	5	32.5	25.5	21	15.5	30.2	131.4	23.5	62.3
206682_at	37.4	25.7	17	13.7	10.3	5.2	4.1	4.6	6.5	4.3	38.4	3.3
206683_at	2.3	0.9	1.5	1.2	1	12.4	7.5	22.5	0.5	6.3	3.2	1.1
206684_s_at	12.7	32.6	22.2	40.1	27.3	27.2	30.3	20.9	14.2	103.2	79.8	16.3
206686_at	5.5	5.2	3	2.8	3.7	15.2	4.3	3.2	2.5	16.8	16.1	5
206687_s_at	66.3	51.5	35	60.8	50.7	84	67.7	57.4	37.1	162.9	89.1	86.9
206688_s_at	191.4	269.1	254.1	233.3	291	348.8	264.2	267.3	234.8	480.2	265.8	310.2
206689_x_at	156.3	201.3	104.1	121.9	182	154.9	140.9	198.3	156.3	312.7	241	253.8
206690_at	67.7	75.2	82.9	55.5	48.1	47.8	32.7	86.6	59.3	108.1	24.8	24.8
206691_s_at	91.6	94.9	27.9	84.6	161.9	59.7	52.9	73.9	77.9	195.6	104.2	85.4
206692_at	46.2	54.3	37.2	47.5	43.7	55.5	7.3	54.8	34.5	138.6	68.8	77.8
206693_at	14.1	7	9.5	8.1	17.2	17.1	11.2	3.7	3.6	3.7	7.8	1.8
206694_at	38.6	51	31.1	50.8	51.4	52.8	25.7	39.3	16.6	135.5	98.5	53.6
206695_x_at	34.1	62.3	60.9	92.8	61.3	43.8	50	51	48.6	88.2	105.3	63.4
206696_at	29.5	34	41.5	11.8	13.5	10.2	7.7	11.5	37.3	37.3	10.8	6.8
206697_s_at	27.6	40.8	58.1	46.4	75.4	29.8	64.4	51.3	118.9	170	67.4	85.5
206698_at	52.6	63.2	80.7	50.6	54.9	37.2	70.3	34.3	41.4	5.1	51.7	41.9
206699_x_at	1.2	12.7	0.9	4.8	3.3	21.3	6.7	2.8	2.7	3.4	24	2.8
206700_s_at	190.1	225.6	189.4	342.2	277.5	6.8	12	11.3	23.7	141.2	31.6	263.9
206702_at	101.8	93	39.7	132.6	87.3	62.8	119.8	77.2	129.3	48.8	236.4	129.7
206703_at	26.6	35.3	7.2	9.6	49	73.7	46.5	67.9	36.3	22.6	22.4	94.3
206704_at	20	33.9	42	95.2	28.8	24.6	7.7	41.3	15.8	186.6	20	36.8
206705_at	35.5	19.1	2.1	26.2	30.7	39.1	23	33.9	21.1	66.3	103.8	18
206706_at	24.8	39.7	19.7	19.1	36.8	9	4.4	25.9	5.9	118.3	10.4	39.8
206708_at	25	22.5	14.7	28.3	41.3	18.2	24.8	30.1	28.4	16.7	90.9	43.1
206709_x_at	5.5	16.7	22.4	29.7	55.2	20.4	7.4	36	14.5	22.2	63	24.1
206711_at	19.2	18.2	8.5	1.9	59	8.5	5	49.4	11.5	10.8	4.8	44.5
206714_at	67.8	72.3	37.2	46.8	77.8	76.5	39.9	41.2	8	30	207.7	33.1
206715_at	18.2	18	19.3	31.7	3.7	31.2	17.1	27.4	19.6	17	65.3	20.7
206716_at	3.2	2.4	2.6	3.2	5.6	2.8	7	13.8	17.9	8.2	8.8	16.3
206717_at	15.3	9.2	21	37.1	27.1	11.1	18.4	30.8	16.1	44	35.8	14.2
206718_at	49.4	59.8	35.3	57.6	51.8	34.4	31.8	72.5	50.7	79	86	70.7
206719_at	16	31.1	32.2	15.5	19.8	16.2	12.4	45.2	3.7	192	76.6	27.7
206720_at	23.1	2.7	2.9	3	4.2	38	4.7	3.5	5	6.5	26.5	5.4
206723_s_at	29.1	7.7	5.7	49.8	37.5	4.4	17.6	23.7	24.4	33.7	23	21.2
206724_at	25.2	5.3	26.5	27.5	19.6	12.9	30.1	42.8	25	100.9	127.8	12.6
206726_at	41.5	37.9	76.5	12.7	34.2	59.8	58.9	7.5	66.5	68.3	178.6	106.4
206727_at	9.2	2.3	1.3	4.7	3.9	16.8	1.5	1.6	1.1	6.7	76.7	1.7
206729_at	24.6	48.6	35.7	37.3	44.9	56.5	30.7	63.2	27.4	167.3	122.1	78.5
206730_at	58.6	75.5	84.2	52.8	90	15.1	30.8	54.7	44	163	24.2	95.5
206733_at	33.4	31.7	8.2	32.4	39.5	27.5	40.7	35.5	24.6	178.3	97.2	8.4
206734_at	39.8	47.5	35.2	63.2	22.4	75.6	64.9	40.1	49.8	55.5	60.9	65.5
206735_at	2.9	14.8	5.3	9.9	20.1	25.6	7.1	4.3	11.8	26.8	53.6	38.6
206737_at	3.1	2.9	2.4	3.3	3.4	3.5	2.8	5.4	3.7	16.5	10.1	5.6
206738_at	55.4	46.4	30.2	33	82.8	95.5	39.5	64.5	29.8	244.8	70.6	70.9
206739_at	8.6	21.2	36.3	8.5	7	9.2	11.6	7.9	7	34.3	28.5	6.5
206741_at	9.4	38.6	35.1	14.2	59.7	27.2	8.6	6.3	13.5	73.5	28.7	44.4
206742_at	26	30.3	38.3	35.6	71.8	37.9	50.9	36.8	23.3	72.8	90.3	77.1
206743_s_at	2.7	25.1	28.4	1.9	2.2	9.8	5.7	5	4.3	84.1	34.6	2.5
206744_s_at	18.6	19.1	0.4	19.1	27.1	45.7	22.2	10.6	7.7	93.3	43.5	40.1
206745_at	16.6	51.4	22.6	53.4	39	54.9	17.7	15.3	5.9	76.4	96.5	32.8
206746_at	18.5	8.9	1.6	12.6	24.2	30.7	2.7	5.3	1.1	12.7	76.7	3.5
206749_at	5.3	5.5	5.7	29.4	6.4	28.5	7.7	30	3.9	8.2	30.7	11.7
206750_at	8.8	4.8	0.9	4.1	12.6	3.8	10.8	3.7	3.9	10.7	66.3	4.3
206751_s_at	40.9	18.5	15.6	38.6	34.5	24.5	15.9	2.6	0.9	76.9	7.1	46.8
206752_s_at	26.4	24	19.1	13.9	28	2.6	32.1	25.1	42	38.5	22.3	25
206753_at	3.7	8	1.4	12.3	3.2	11.5	5	3.9	9.9	41.5	18.1	16.2
206754_s_at	5.5	17.9	38.8	34.5	30	36.7	6.6	6.2	16.9	59.3	61.7	13.9
206756_at	88.2	47.5	62	34.6	49.5	58	51.6	64.1	42.1	9.3	20.2	11.4
206757_at	24.7	24	7.9	24.1	3.1	13.7	1.9	1.8	21.5	96.3	10	31.2
206758_at	10.9	7.1	5.6	3.8	8	5.5	5.3	5.2	8.8	192	17.5	7.4
206760_s_at	2.2	1.5	1.5	2.2	3.8	1.8	2	2	2.1	5.1	6.1	3.7
206761_at	23.8	8.6	2.2	2.4	4	2.3	21.1	24.2	2.3	141	20.1	2.6
206762_at	4.4	4.2	1.5	4.3	54.3	3.1	31.2	39.4	2.7	11.7	16.7	10.8
206763_at	27.7	51.9	25.4	39	40.9	41.2	77.1	72.7	24.7	260.5	113.2	63.4
206765_at	452.5	362.9	188.3	468.5	369.9	302.8	474.6	299.3	275.1	281.8	427	361.9
206766_at	98	72.9	57.6	103.9	67	104.7	98.4	110.6	46.5	83.5	228	107.2
206767_at	66.8	55.4	36.7	93.4	131.6	63.8	84	68.5	36.7	157.5	361.2	106.4
206768_at	10.9	54.2	3.8	9.7	39.5	10.3	12.4	8.6	5	22.5	17.9	12.1
206769_at	9.4	32.9	1.9	39.2	5.4	14.9	2.9	3.9	29.4	18.7	80.5	14.7
