GSM506013	GSM506014	GSM506015	GSM506016	GSM506017	GSM506018	GSM506019	GSM506020	GSM506021	GSM506022	GSM506023
211142_x_at	8.225266093	6.283995498	7.09515734	5.61360975	9.556093238	13.7167205	4.8548207	24.48483336	5.58685615	8.197739406	7.53520939
211143_x_at	21.2249379	7.954009683	18.10098741	19.20355535	8.286555363	19.89619039	7.760962548	13.06583927	8.406535275	17.61317687	13.35648554
211144_x_at	53.74073768	113.8108818	56.72700721	84.01493954	61.55038065	131.1517563	64.01855314	61.50541326	166.008593	91.84963204	62.92361384
211145_x_at	29.16132854	4.613541153	16.26885706	6.005885546	13.95636094	5.874759683	3.935095189	25.63572182	4.771921231	4.358833424	9.682950931
211146_at	2.978344796	4.033153605	3.302332664	4.935239544	1.729481178	3.212260522	1.027015743	7.559515389	7.086604508	4.320136878	3.647282862
211147_s_at	8.73371898	15.54833638	9.083839808	9.497259478	9.036787403	10.25348622	5.346053461	19.33426316	5.5160082	5.884760388	5.997177251
211148_s_at	1.239309542	5.336793332	28.21430301	19.80009111	67.23987722	38.89892787	59.07815719	40.89714602	103.5929381	2.018604683	4.268047792
211149_at	2.565956862	1.95765084	39.10430036	10.54939536	32.19814251	2.688921135	13.18489725	52.05472468	12.50980661	5.007707117	15.827553
211150_s_at	40.25551227	73.08389421	64.02524344	20.3472286	49.49281983	28.34273454	47.12633912	60.11433323	12.09421738	16.4403938	6.367328038
211151_x_at	4.45207698	7.384053874	5.506337853	5.014697052	9.978769676	6.316600844	5.26944627	9.143007946	6.504708621	6.038579729	5.482819137
211152_s_at	74.11280345	80.72833685	89.81513083	116.2470802	73.09139673	65.57138535	125.2864851	72.11364935	57.13965603	104.1794471	61.25767119
211153_s_at	30.4858712	11.85384876	16.90694968	17.55789309	41.49716259	32.74685208	42.29425181	68.11992549	23.19610657	20.58216249	32.87131743
211154_at	17.66494653	2.462906239	25.42294303	6.112738213	7.621462072	3.136008482	2.632225697	28.53972753	2.308910119	29.61058039	3.72015597
211155_s_at	2.090965719	10.21523166	1.89772141	1.573384219	7.768779598	3.15672195	0.802031999	4.329166227	0.916284	3.861750533	2.053823599
211156_at	13.4344138	7.224264981	5.552170268	9.253709531	12.27000953	39.19115202	3.670434931	22.40551477	10.56690759	9.757813106	10.73420859
211157_at	90.85942618	75.01685461	46.45252102	74.35693059	101.1618249	84.32336567	42.81948418	85.43402719	76.02142099	79.54871872	114.6861432
211159_s_at	90.83918423	94.6600232	113.0517111	116.5590448	77.43864536	81.62497334	65.15863894	85.98195588	30.5145033	69.81109129	64.96073105
211160_x_at	8.194958831	64.98827746	77.55863302	12.7091819	7.984226382	11.00665603	26.83439448	28.95423045	94.32352846	40.78061154	10.18795342
211161_s_at	11.66446095	9.572833316	14.84509973	20.45112798	21.55490051	25.311871	18.02919653	27.76655093	26.63486059	21.11242079	11.00322097
211162_x_at	170.0598993	108.9883638	226.2513055	247.4929085	91.58615405	102.4122448	35.41796956	32.42060108	176.5750273	132.7664032	11.59238442
211163_s_at	5.15822681	4.552942637	3.151110588	6.443669482	3.291814058	7.547992269	2.079290034	15.9224956	4.205399932	6.077063954	7.412554594
211164_at	9.31856978	14.34536057	10.83118323	10.44877877	1.383874714	0.433093626	4.178434052	13.73095142	1.190972848	27.72031085	9.546315608
211165_x_at	5.46369755	4.049157819	4.326201313	6.91716972	9.094360233	5.30558388	5.416208716	21.54640443	4.592477024	6.4483896	5.705178627
211166_at	14.57729759	9.822026597	19.80496963	14.87854829	33.17340656	50.45131369	7.790295253	18.68096502	5.944412066	35.40431775	27.33295283
211167_s_at	12.60923531	38.69239466	7.626615538	8.642988548	3.709861843	8.981305254	7.210984614	16.96486641	5.346352636	36.43654515	5.484371656
211168_s_at	161.8729453	204.1323303	165.4648324	180.207373	201.0092815	157.8659865	188.5138569	195.7613723	168.0005654	158.4525455	121.2631106
211169_s_at	10.06885641	1.18492661	15.80512917	9.916428323	12.22914622	1.714418336	7.341310574	47.53908702	1.619746107	14.57288899	18.459496
211170_s_at	22.04394308	15.46063315	11.9169229	23.54674348	13.51081039	15.61150575	13.88606984	44.09152017	3.279397116	33.19607212	28.37657335
211171_s_at	32.65849656	31.90334234	22.00801263	42.05843067	32.37191742	47.07483923	33.81679343	38.58280509	40.34399663	43.52450936	45.40852761
211172_x_at	35.16270052	59.1975013	41.03551057	41.50191935	52.14731881	33.37915795	32.32076905	58.18699995	40.46075102	50.6589855	50.77985479
211173_at	13.14470137	28.20639998	11.28376287	23.80189163	4.365576111	19.5088255	24.01522289	67.04483115	24.86090599	12.9872874	45.63770634
211174_s_at	21.58028133	34.39738026	39.3615505	12.3741697	21.23181121	12.91116764	15.29831486	20.21952728	6.036707016	46.09499044	32.62002477
211175_at	7.717319583	4.899556973	38.67000038	11.74616873	26.56232868	16.27397311	1.929627749	7.735126668	2.801651856	9.80946472	8.112711347
211176_s_at	26.52527055	31.95370666	18.46627395	35.40104648	22.05992113	24.07545632	9.122918204	18.53856314	21.42095273	5.36182723	20.58683535
211177_s_at	74.36343951	108.6256765	134.6934189	107.5964033	47.51083918	73.68966646	58.56120066	97.12986855	14.82287731	108.2913896	50.33965966
211178_s_at	15.72277283	26.89975174	11.6039965	10.94922218	84.5589539	18.40620479	37.12309209	61.58694808	36.83958463	35.49413785	39.22377416
211179_at	0.417156337	0.669146042	1.087588728	0.729211501	2.767477697	1.319743625	2.09917068	4.832119951	1.76045278	1.072249887	2.3223851
211180_x_at	7.096078677	21.61708865	11.14996114	28.23604931	17.76916293	31.92418433	8.962950013	54.89025458	30.44543916	13.39890881	9.847825914
211181_x_at	65.29056688	35.00538796	9.434235743	97.84501668	51.44227419	15.35706011	12.39423973	37.61770432	10.23188703	73.66874478	34.42124629
211182_x_at	36.53331889	6.127720525	5.789644229	10.06495728	25.00634049	5.42656431	6.473940585	13.34187076	4.872608795	9.385554688	8.512949969
211184_s_at	227.327715	144.913724	78.24666972	79.74246394	178.0982606	173.9606815	120.2117335	187.1029162	236.9229639	146.3603973	272.5046189
211185_s_at	647.8417535	527.1503957	466.9216247	631.0948444	494.3248689	716.0917516	668.227549	280.0705287	826.4490586	583.1928003	607.7023648
211186_s_at	2.771093027	3.510129746	2.138205966	3.105669924	4.376195066	7.939949333	3.065491499	13.02908798	2.938439286	4.63473084	3.525203752
211187_at	0.455774119	0.253873916	0.676898153	2.041494428	20.42612832	0.62488908	0.282322608	3.979300482	9.062955785	13.8034978	1.289839101
211188_at	8.723185664	4.165479302	8.461581982	23.80485082	13.04222694	14.15506841	7.971939007	24.59933349	24.68482757	18.65124241	15.13933117
211189_x_at	65.54305154	65.80284327	57.29496857	70.4061273	62.10292914	55.97156018	38.7046696	93.27338705	67.88848803	54.21772596	68.89568672
211190_x_at	44.02439469	20.06512049	29.15637677	40.4835612	40.16605502	36.51241135	31.84783254	11.52502306	28.98844866	48.82098321	49.96622849
211191_at	2.239901511	2.985170236	4.313998014	3.137889912	2.997752866	2.642225039	2.199614891	8.334923886	1.403796933	5.796003963	3.423997115
211192_s_at	6.025457159	5.673661056	4.665884184	6.69758593	7.22488436	6.408762756	16.91994305	10.74965777	4.822118507	8.053736398	8.322715366
211193_at	24.064735	10.77702629	3.70255855	23.11129603	41.82323409	46.78259904	20.84467268	57.41446843	14.53377576	14.12126152	35.27878049
211194_s_at	10.44393189	2.69300578	6.90933176	5.495000792	52.66506005	21.72085928	33.68360203	8.308974229	27.39050335	53.62298834	5.580687648
211195_s_at	49.64358729	34.87259154	51.46241095	47.15993176	59.35799588	50.95555062	6.931681084	57.50577409	68.7327275	61.81695342	48.88622966
211196_at	7.829520098	12.79040267	4.270622103	14.8330768	18.85176039	6.388838649	19.87120576	11.89812794	3.870586173	28.68911763	20.15428895
211197_s_at	49.61933829	10.11142419	56.48487515	35.28960104	54.30113712	48.73502493	37.32300446	50.0788064	12.08957064	52.68705307	9.226016967
211198_s_at	6.976787309	9.269374267	5.04320375	4.632925657	7.016869954	4.515582609	7.969862481	19.47986005	3.944435169	11.56334626	4.599497676
211199_s_at	3.144614224	7.627292187	34.914177	3.743279343	9.373494973	7.010521808	1.229725473	19.66087401	3.684904629	11.22237397	8.3343685
211200_s_at	24.20364246	3.987657915	14.2546584	35.89985975	22.67447865	27.89255872	4.320523276	30.44227751	20.1139335	34.08767527	9.692678226
211201_at	5.51914409	4.842593502	7.265783327	5.234168144	7.722046719	5.677133751	6.272211788	17.25365297	5.794700488	8.306326972	7.532670806
211202_s_at	81.03401296	60.91859385	49.41969252	66.45894323	98.89005544	49.90236206	76.98267333	65.30974574	96.45255181	81.43902496	49.32097199
211203_s_at	115.7083376	115.1629469	94.02130007	282.728816	77.0753667	106.2359818	72.79062138	52.42096868	76.45005503	207.4213433	98.82449887
211204_at	7.684195879	45.89321246	7.340586945	11.5552945	15.3988464	15.18369134	11.37632936	41.31869879	42.39820406	19.82982794	10.99576044
211205_x_at	22.80656852	42.73098453	57.8097161	86.46960726	17.8114949	11.47055869	18.49875637	53.79227961	6.777017324	21.51626812	20.90982437
211207_s_at	84.35951139	80.03782444	65.88864904	46.9443817	55.53737733	41.12183894	28.05034365	62.07826169	22.69946875	76.94124746	94.33387528
211208_s_at	153.782035	143.6154808	112.2262915	161.60122	117.3684886	141.4057425	117.6008753	70.89004857	79.1677402	197.4393413	148.2178199
211209_x_at	8.12658514	5.309763351	8.816963058	13.49641145	5.844214584	6.143486366	3.808198153	13.31763513	2.795555983	6.179718462	8.080115486
211210_x_at	27.09068559	14.15464966	13.20279707	38.99312218	6.425329743	8.894489308	11.73817118	20.61538023	8.769674235	34.48950556	12.97073434
211211_x_at	4.736478356	3.748324479	4.147765093	18.32027701	11.00881558	9.31185371	24.68616118	18.95605585	3.973927309	6.392425383	40.82579763
211212_s_at	17.78539824	15.99681823	24.93303716	30.05594372	18.69985441	17.29402172	17.69979933	29.398453	18.41063039	49.66905685	48.14668224
211213_at	0.24609874	0.56050404	0.60599686	0.119523656	1.699503622	1.758808531	5.294146459	2.094586989	0.314752329	0.941377126	5.627194183
211214_s_at	18.94937205	9.108460194	12.06512614	35.6730208	10.94304514	12.80208745	5.999442367	28.32147867	10.21896553	21.38515385	7.618514274
211215_x_at	8.990069412	66.6872709	17.22830875	31.03043057	24.29601959	42.96286495	55.97023839	85.21187555	11.30499234	22.0033286	54.47874372
211217_s_at	12.37773371	43.63944317	12.5437652	15.49146567	21.62703941	18.21693619	11.32905361	25.64520003	13.92701679	66.56413285	80.52897957
211218_at	1.981760233	2.720287438	6.380968872	3.132395585	8.241418047	3.088203774	4.750719063	11.43719027	2.445539907	19.67733183	17.94259278
211219_s_at	35.83716173	26.53024327	66.98423963	11.75119415	49.79063078	65.07531899	4.647326378	34.14348135	60.83908676	109.7377655	43.50081783
211220_s_at	21.39873671	9.35398472	20.26255966	17.67337281	10.07552538	9.843900163	23.30689147	6.02979583	12.01849466	20.63110951	24.97113805
211221_at	4.651594515	2.943549834	4.301453529	3.759861795	3.881583304	3.968644639	2.463198873	13.78167909	5.965408284	4.3549085	7.033394189
211222_s_at	98.75277535	121.0574672	153.4079446	68.05449577	17.8125112	69.79026646	91.03176764	144.91735	22.77312499	136.8635431	66.81932827
211223_at	24.0649431	41.39922057	52.34859886	50.89528335	63.93067564	44.63760096	27.58557971	61.46679467	37.0862251	74.84889744	59.67989232
211224_s_at	15.60443687	7.130992138	6.410368419	39.69213062	47.913111	7.201465688	49.67570142	18.18687033	45.36559764	17.54461895	7.119428247
211225_at	8.368543538	6.050937563	7.863728785	8.359593363	2.870332681	10.21198724	2.63481655	23.3553358	4.856509062	6.629150439	16.60336646
211226_at	5.212069852	4.4092054	18.79753041	2.599420045	31.15689789	14.59101447	15.43378582	24.61969585	5.176671986	18.30464826	2.237740901
211227_s_at	10.599093	0.502882511	6.022525187	19.78620567	18.32138935	8.633771489	1.136594161	24.55849208	6.101287192	5.954270165	9.68118384
211228_s_at	80.72618888	84.20259475	90.78406159	96.32755025	41.05046086	87.34614964	75.38747787	42.96795677	78.79980447	86.64848661	101.8952788
211230_s_at	56.54102246	44.96785583	60.47850137	71.48434151	34.74214255	65.02798713	23.78765829	115.4474993	45.52033135	77.55795854	39.00597681
211231_x_at	69.10273234	11.4274621	13.18124861	47.91222364	69.61984482	20.04837783	83.30239263	118.954891	46.96851557	55.67003884	57.79129996
211232_x_at	9.867603756	4.68505493	7.945695243	7.719278421	22.23525541	13.75474218	13.0980517	16.23434153	4.119187952	5.544418313	7.589088186
211233_x_at	12.9962358	9.848863125	7.69280515	19.48269424	13.47328616	19.94962707	5.432500304	19.67148406	14.86425229	14.05756201	7.198021403
211234_x_at	12.06962773	6.59279418	5.453052921	14.21563316	9.569832018	8.140526648	5.532172998	19.56930234	11.33270507	16.11263272	11.88111148
211235_s_at	8.917505462	8.767621823	11.50958946	7.169409469	11.17127535	4.552214673	4.533922677	18.41048043	4.193912989	10.23257535	8.452471463
211237_s_at	3.238637257	3.397485726	7.252471649	3.314080364	11.18290398	5.375291584	7.593712271	14.40259987	2.382598215	5.90832348	6.916074918
211238_at	6.645086808	12.15342198	4.937940737	6.107018535	3.832415547	4.248513784	19.80011632	39.46496397	14.69285381	24.41495445	29.9729325
211239_s_at	29.40473379	18.7432231	11.84763942	34.4393823	33.62247587	27.37328124	12.69571837	48.45215833	9.726910897	42.15240962	24.51163182
211240_x_at	126.5437276	100.0154557	101.1431232	158.9846435	125.7598444	197.7420836	114.0547875	101.9088298	169.8210903	118.9664674	141.5512352
211241_at	7.558039568	17.37930488	20.2907479	6.688780826	16.08113387	6.838721895	5.869188174	15.22311825	3.143577114	16.7993338	7.898828099
211242_x_at	26.39749989	22.66683376	14.18708672	37.80624857	57.74518511	50.31793026	50.09296141	166.1459516	54.48854693	51.99440083	52.16610833
211245_x_at	29.84735029	25.01209704	24.47177941	49.63931741	50.43980346	51.49279808	20.75122298	39.86957411	45.95482801	46.27709691	13.1976186
211248_s_at	45.54382626	57.40680862	102.4103375	41.94298577	29.6751204	49.08643441	11.87068071	20.69572011	6.461424349	64.78030813	47.5405858
211249_at	17.23306251	20.13954282	37.48866301	26.88917293	39.28119873	31.53889551	32.20653081	116.9488658	14.16793963	59.95279073	8.286918103
211250_s_at	40.42117549	31.6420904	54.14392487	35.95044173	44.81073069	32.28618184	32.40451226	13.59493313	6.963274997	51.21861398	18.11478909
211251_x_at	138.4826284	107.228165	112.4609357	139.7970407	171.5236792	117.5890027	122.9958426	138.6679065	153.0979841	98.12099583	124.1591635
211252_x_at	239.4384526	185.3161639	225.8430851	230.2403998	226.2846335	279.3894733	161.6722064	236.3283326	197.880061	211.3213188	224.5726225
211253_x_at	10.97658296	19.81735526	3.388623271	4.652844566	70.00165497	5.771975599	22.53390104	94.13100176	63.80797673	5.126701125	16.42892969
211254_x_at	70.69435955	61.67633576	82.43100473	90.8760844	91.61647255	83.50874445	52.53174539	130.986935	74.15006741	101.5016344	54.18814927
211255_x_at	51.77219999	42.44568875	59.84331487	75.5071548	69.9907792	60.62871806	72.80219202	18.08843942	88.96940922	75.82058438	38.86449491
211256_x_at	77.39962784	61.18763167	82.92024986	114.7129578	63.26737784	35.57988534	107.0955974	29.54748527	60.68178632	100.898674	72.88681347
211257_x_at	280.8651355	239.9961415	294.7557796	281.4578303	384.4818825	357.1790427	343.0729296	198.0279507	253.3664463	294.0131279	255.2243671
211258_s_at	80.61555007	56.78167875	69.9198588	57.15184418	65.48911494	55.59448386	55.49368922	81.37301697	41.60429758	66.39806178	99.34173911
211259_s_at	58.84922208	48.7988833	74.64664466	72.25824891	1.901377977	43.99726135	6.700642189	20.42130949	2.276137983	59.89429044	42.25868926
211260_at	88.42934614	57.18354042	54.51459219	116.7245452	72.44397413	108.4791054	14.48701134	25.05468823	30.73442808	89.79511059	111.6568432
211261_at	5.150512006	24.32841172	14.78269347	47.23749074	41.65376718	61.95870978	52.20675969	65.52673712	47.28937192	73.21893244	55.93997569
211262_at	60.82199542	69.35160417	49.65364202	68.52133218	84.48662866	70.88542877	47.5571207	121.3079532	73.61588804	60.06044091	79.45669678
211263_s_at	27.27984555	44.3805845	46.53831313	73.30902108	37.69269691	27.0739657	35.81338806	19.26144286	31.93606073	31.68082271	36.85066769
211264_at	18.50047818	1.490861311	2.005797965	1.218047024	3.970561446	15.81083313	7.063110883	12.85935297	6.386855494	10.12204189	1.529890423
211265_at	2.148232645	0.839987568	27.56117736	1.185577883	2.496725758	2.169028157	2.778312315	7.64169928	1.431398466	2.984489688	2.079845843
211266_s_at	28.277343	79.4222663	47.30788585	53.08730333	89.61301768	60.63233718	64.0878517	162.5722562	117.1297649	33.39637381	35.99946271
211267_at	4.432955529	4.0932742	2.255102326	4.402756794	12.31401255	3.799201838	23.0317199	9.167548544	2.089488926	8.37037686	7.031933409
211269_s_at	69.95214107	38.92751122	45.66863761	81.95712688	55.65211523	66.34354136	10.53616213	11.45617969	25.01833338	73.26557596	84.72729661
211270_x_at	181.7349676	142.0349721	191.1825947	235.5860783	220.6502585	235.0223096	287.9108119	238.2560579	298.3166085	180.6316696	174.8837319
211271_x_at	91.12481908	134.5978897	158.5672214	192.300403	211.7631801	174.8531438	219.3146302	155.5921213	306.6595558	173.9449606	124.9696629
211272_s_at	4.998779104	14.48256137	34.15925371	21.71373837	31.85746643	27.73269115	9.799268102	34.56871443	8.114331135	23.90546675	14.75723083
211273_s_at	7.269999687	1.625958487	2.140588451	3.039528793	2.044572003	1.083149254	0.396460497	13.9044786	1.004769758	1.378978819	9.117649493
211274_at	1.765426303	11.02443158	4.465739519	7.1425034	12.44810285	6.248183461	3.207780072	11.81194656	1.714895069	14.15282806	9.002471631
211275_s_at	487.1927057	643.4519443	628.557006	565.3481922	480.9060922	518.1747953	577.5955465	819.6492587	454.0663826	398.117475	622.2805344
211276_at	573.0742332	648.3848419	610.4710759	483.704319	378.9001466	442.9532762	446.8667314	332.1580162	209.1999183	318.757384	646.9288925
211277_x_at	128.6911524	145.2113166	200.1456985	218.9289147	80.20404343	183.4583091	43.75317825	93.20881155	154.4854445	175.4213087	34.47332035
211279_at	7.437869781	18.33938784	23.82588636	21.43583308	33.6394178	14.95538153	34.87420204	78.33487585	24.46111147	18.46211763	38.16470346
211280_s_at	10.5239386	4.119039328	6.869812782	3.236555893	18.10157319	7.348794943	4.525403778	20.85754296	4.173174774	28.20768063	23.79008052
211282_x_at	25.13604435	37.76496209	97.079065	43.44305107	96.54364866	56.97187466	41.1658278	54.4539994	14.58623217	74.85798157	18.43734641
211284_s_at	47.84081233	74.3028052	78.72792462	78.78288233	82.4496716	107.5944824	90.93401982	114.7371001	80.28248232	72.92622073	85.49772047
211285_s_at	55.75128112	62.25801533	36.45654059	119.8971584	79.00044616	88.28552595	56.36818492	80.70270445	49.50692751	53.77063024	70.43493589
211286_x_at	5.688085099	13.70878766	5.663502045	11.01231566	5.306614154	12.25067921	12.66305604	14.65033166	3.373984172	42.62802727	26.16269286
211287_x_at	10.22897053	31.42779455	34.93121999	38.591124	41.79170097	33.87893854	15.85757083	16.8727938	3.752866451	52.33591778	14.73804297
211289_x_at	58.0803637	36.11428844	46.11373902	51.95358265	22.33700894	62.46816194	57.20412163	23.6436061	61.00602827	42.60540829	32.30112829
211295_x_at	128.6877025	99.91500369	98.97937267	126.4192037	155.7334567	74.50693918	93.84980391	58.81445524	96.82777964	112.6894293	118.6335363
211296_x_at	6444.367374	8313.461816	7956.815444	6664.696328	9912.39312	6809.669891	9424.277463	9905.451712	11911.29696	7466.405303	7446.362414
211297_s_at	42.42191232	61.80742941	69.07220223	44.12613783	68.68691055	27.10226657	64.4186445	18.32070823	44.54726527	33.83985497	40.91947928
211298_s_at	17.42200423	19.16531798	14.21751955	9.659034465	16.57610928	22.84077026	4.023519987	15.38063835	2.745631873	37.53577109	27.22123907
211299_s_at	4.675489517	15.30697976	27.29546621	8.075909871	2.067575884	4.354365365	1.719872973	13.77026709	44.44498514	3.94351556	19.47620169
211300_s_at	2.610571609	2.726737998	12.89567963	1.526768077	5.716682869	7.91471652	4.016181871	29.84796962	1.814995507	4.954653823	6.79753892
211301_at	21.9758712	40.06847045	28.45619482	32.2279913	21.71759537	27.14214013	3.842694147	15.98780565	15.96664405	24.73833113	35.86525487
211302_s_at	220.3061689	196.0484585	261.0233414	227.6368808	219.2125314	205.3223085	181.4864546	233.9139118	253.534399	241.4307798	210.3483828
211303_x_at	311.9034061	126.7284977	121.4680364	108.5609736	113.6621754	180.9943096	138.1140217	205.2206441	152.2955821	93.54534021	263.2388725
211304_x_at	61.4573676	44.84398387	50.24277642	39.27243502	67.23264577	58.17736549	81.80484391	48.17353728	65.8650605	70.29448017	82.84781193
211305_x_at	16.36680942	34.87555927	18.8911161	40.50529958	37.12086306	36.8576792	15.99075889	46.63186162	16.12902995	118.0729084	35.36248023
211306_s_at	2.095238156	1.964074257	2.423204817	0.999399954	2.20899956	3.701984726	0.668687745	8.30397507	2.956246212	24.45964789	4.866917731
211307_s_at	2.974680235	1.057853135	6.843447659	1.774975997	2.306297229	2.953910882	1.30884634	13.71498706	1.588957669	14.04807666	18.56385335
211310_at	0.60294024	2.455933945	3.216615059	1.962368241	13.60595569	1.69729743	1.501149281	43.74881804	3.416260476	3.085892663	2.23979929
211312_s_at	8.89600831	33.49644437	8.739875082	13.61418761	14.54840915	46.9284118	2.961178144	13.54697113	5.326935815	7.733216806	19.13472597
211313_s_at	4.88566728	9.674053085	19.96479112	9.92361939	7.794903987	16.72841757	5.02373911	42.22212265	6.503015434	33.09459504	10.3959329
211314_at	2.160319869	2.408392222	2.674267934	2.796285669	3.823200148	2.304517456	2.451394165	10.72780099	2.649285437	2.894470373	3.400279622
211315_s_at	5.30742193	32.35818413	16.95863302	17.74547561	7.250633177	6.676282334	8.331145315	31.92539414	2.321827211	12.6991289	39.26594688
211316_x_at	61.61126046	75.11890292	70.28598227	100.0406187	49.88580248	95.78714237	49.04195478	94.12885488	53.5073528	73.47073338	75.95745151
211317_s_at	21.66977929	20.78735793	57.69990078	38.25220708	46.01708629	51.42404637	6.13999017	15.26355141	5.81411764	30.62961871	31.76905389
211318_s_at	167.4763575	182.493072	159.5112491	180.9732938	206.1379568	142.8582956	120.8578763	184.1548496	193.1416894	164.8511135	177.6589794
211319_at	2.300274777	3.130950036	5.331476746	1.377978306	4.256161117	3.353740496	1.948074945	9.80080078	3.004972032	9.665524846	6.97451927
211320_s_at	134.9027561	78.60886795	112.6394777	76.68597529	194.0059787	102.0532314	152.1233332	121.0005439	74.08497709	25.88678422	88.80472171
211322_s_at	11.41408642	19.9560499	10.41329804	29.83745847	19.48076958	10.63117239	4.525413438	81.6596566	5.937401912	24.51151935	12.81591716
211323_s_at	49.57058913	25.99273546	76.59970076	55.60650428	66.25037256	18.72249109	3.025194354	14.53404909	34.80637383	31.27227219	36.98655621
211324_s_at	0.90014029	1.499601964	4.08292349	1.046000303	2.205990296	0.985653192	4.193553642	5.192220509	1.129266229	1.702223964	1.708941476
211325_x_at	182.0802437	161.8359367	140.5695168	131.7886706	154.1049907	118.2557213	123.1866938	154.1600313	224.8963928	149.3197729	127.3666919
211326_x_at	33.40776894	55.73423403	8.614068208	45.50664911	57.21648684	67.91439896	28.70787121	104.6233565	36.6076592	47.22195566	43.06500062
211327_x_at	58.04401483	46.34855482	37.69743195	76.76167987	22.27033401	53.16069586	20.83881886	82.25173081	25.81455805	42.66511798	44.94934446
211328_x_at	82.79721336	76.14686998	122.3266334	90.03270976	73.81343437	93.48325892	53.80965117	82.75414873	81.52499669	51.39230268	85.58359652
211329_x_at	4.645670207	4.509157727	8.706178754	7.663422334	26.15758898	8.450441037	5.457046632	13.42654819	15.75286026	10.52601925	20.22587188
211330_s_at	29.23022624	17.20207424	21.68934504	19.12894289	40.95926347	30.13522757	15.45784978	4.900959013	6.475080323	33.76123871	7.060896374
211331_x_at	7.962882618	8.698413178	7.944462826	6.385426314	14.3617525	14.79482723	42.17634084	27.53334687	13.42530323	6.128002373	5.235085092
211332_x_at	49.37251559	52.28719683	49.43391638	56.85529855	29.74282504	69.72524287	53.70379071	126.9791481	66.81101586	56.3405567	32.77192441
211333_s_at	41.47810326	26.09296016	20.83511235	46.59562146	32.96320785	11.561087	1.059292864	16.00828471	8.527268808	51.86815276	45.93071036
211334_at	11.39597687	14.03963064	22.00156367	25.47806187	28.85160256	5.76707737	15.76383472	12.03635149	4.778775402	19.18085477	43.01395987
211336_x_at	49.91912636	46.86773878	71.47887571	31.63055528	41.79623959	52.74605854	19.53845283	79.05852585	41.46732601	33.73727674	6.719868886
211337_s_at	48.88860638	50.86205764	72.65317747	90.94556879	43.22379402	61.90427915	37.34862752	68.98425132	47.30554186	70.31976194	56.98767197
211338_at	1.938671036	6.851088397	1.125467959	2.353007265	17.11011173	4.235133044	8.35712394	7.39061935	3.239857612	1.358294384	2.06158322
211339_s_at	29.33938955	15.10736544	26.7629958	40.92120481	86.33394022	50.80793694	38.6988098	61.20644794	21.0627049	84.04714518	31.79521844
211340_s_at	205.3301262	180.9204217	161.5103944	144.820262	145.8311003	187.1001466	207.1044263	208.2599314	231.5972121	126.9728921	229.4669177
211341_at	1.311248885	4.179423966	5.062898195	2.820128201	4.195795597	1.654233308	8.052131975	9.153558697	1.003949817	31.03358471	4.823189838
211342_x_at	153.6370254	87.37718936	115.5272405	110.1228218	145.1060767	113.8635236	161.5354138	39.99851424	50.50150652	149.4233	114.9249942
211343_s_at	12.09000461	8.099429729	9.684237626	3.342797679	11.73563293	6.911487067	27.30062189	19.50413584	8.237680612	2.169984688	6.246175555
211345_x_at	1808.963201	2699.153598	2317.556061	1892.05934	2899.999826	2219.138144	2364.059344	3273.742955	2412.936067	2067.028533	2039.272081
211347_at	6.981354624	15.04001854	34.14644365	8.52461417	29.1579907	16.12315135	24.20196065	9.700559813	28.37105158	5.727980071	10.68945455
211348_s_at	17.09046084	28.64448137	11.12530444	27.64484217	12.37850934	22.57345179	43.50721756	16.20376148	48.52077744	6.547933993	36.20319964
211349_at	26.83607688	22.88467083	19.82117105	15.79358985	7.728824875	19.20213109	24.04252679	47.9870366	21.71657827	54.3285529	28.0475844
211350_s_at	30.92437638	31.7849195	19.7184341	28.40506184	12.98920179	48.1676127	12.23106987	18.33341133	2.986920934	50.0841873	13.80478691
211351_at	1.263164478	1.156540793	5.472447808	1.213509804	8.135642201	3.783722584	1.015673401	19.92924127	1.938467767	2.498740462	1.444156836
211352_s_at	3.000366731	2.36151122	6.548322724	2.59104803	2.76847978	2.732247074	2.133382786	8.000097915	2.862827056	11.52976406	2.929833146
211353_at	1.731737839	1.725265988	7.766827051	1.533966065	5.095230605	1.841771148	7.630703786	21.67246038	1.547586514	2.537140214	6.266666276
211354_s_at	25.80407628	19.49419945	18.69862523	34.58223663	43.82167713	22.78210841	13.07862115	8.038179263	48.05657892	25.52839736	41.22134412
211355_x_at	61.50408305	43.7905473	43.03933127	33.65456523	71.67480913	11.60417852	38.7753697	51.47675567	83.99352611	42.17156166	39.7234119
211356_x_at	86.4494615	45.19208801	67.43511926	61.26313899	71.30673031	56.48117325	56.73976287	8.623758533	64.06753928	55.5905259	73.42724372
211357_s_at	3.923803816	15.32980555	14.83518983	2.741396814	12.9173767	4.824611136	1.951526156	27.06496676	9.115927685	17.14576738	8.085386678
211358_s_at	47.47159154	56.79173149	60.64049152	81.64240594	33.14188833	59.52622249	61.0069354	47.61261966	35.55323519	70.9014829	49.82723943
211359_s_at	28.17741277	36.34601299	40.97023326	48.26349526	15.32161415	42.5772095	18.49261289	31.34245578	28.0776861	43.93429669	35.99641985
211360_s_at	25.31062721	33.81842501	31.20621021	37.04068045	35.5061148	10.1495432	9.324409634	72.77180888	8.233371737	23.24131611	37.69736086
