"","ID","GSM509547","GSM509548","GSM509549","GSM509550","GSM509551","GSM509552","GSM509553","GSM509554","GSM509555","GSM509556","GSM509557","GSM509558","gene_symbol"
"14","160020_at","7.28690424402748","7.08241519669839","6.75944437946816","7.06953927574404","7.43643394062762","6.28601862350349","7.52610794674445","6.55087501924324","7.06595460441906","8.00239311326719","8.64928612106379","7.17226080981337","MMP14"
"15","1729_at","6.94534628777644","5.84077792359505","6.55100324170618","6.08019573371968","6.06411400246491","7.10913416278454","6.59774220979781","6.81884843106487","6.55061854012418","7.40166175103108","6.05672802183545","7.10974361122824","TRADD"
"16","177_at","4.65320336203398","4.98489310760979","3.17392693199981","5.03268861870617","5.73921804589758","5.00824185334213","5.24079133216196","5.40599235967584","4.69116190455308","5.00168966840422","2.54432051622381","5.82336724004624","PLD1"
"17","1773_at","6.20758379971724","6.40187503599501","4.44846050081629","5.24586957316688","4.81378119121704","4.5869648536323","5.07360604057494","3.48489001040465","3.46270675067016","2.52877966532803","3.40712610829284","4.66296501272243","CHURC1-FNTB"
"18","1861_at","5.95632775197392","5.41560094198895","5.46855616576066","4.36573918936785","5.94006884440284","5.75120928822302","5.77818666941931","5.85943125234544","5.48623167798101","6.00599874062144","3.239041550212","6.40514146313634","BAD"
"19","200000_s_at","8.5904155130698","8.38995393346472","8.34396293987013","8.60115173882049","8.38510742994534","8.75533270970932","8.40542515108159","8.84945722990807","8.63677564855121","7.12265546490542","8.26344527120349","8.75816768267102","PRPF8"
"20","200001_at","9.47135345074597","9.26170318117858","8.26166400891067","8.94773433179787","8.8258730589516","8.89034028634864","8.35285266808226","8.49218701486858","8.56432417828035","4.92362461136832","9.14504053185259","9.10835020772416","CAPNS1"
"21","200002_at","10.7451560818689","10.7451560818689","10.5996339437668","11.134827369633","10.9629140750518","11.1125589661946","11.2989265127256","10.9846261368702","11.1939667666855","10.7243148861837","11.2010416008585","11.081827371454","RPL35"
"22","200003_s_at","10.8263697282078","10.6046227213861","10.2237805083412","11.2230665144404","11.0937641657231","11.1238627411607","11.3053825360775","10.6412238769667","11.081827371454","10.7949640837718","11.4810215454667","10.9935340268708","MIR6805"
"23","200004_at","10.0619899043576","9.9789368305575","9.90615152606142","9.75228306967551","9.86770345356507","9.50471969343542","10.1272742979609","9.93775387845854","9.92184093707449","8.58123197181499","9.39664045569234","9.53128397782829","EIF4G2"
"24","200005_at","8.48361426947136","8.27437815324636","8.15224258348495","8.40969146630042","8.47092996816402","8.69017262126421","8.71453173828821","8.42357116813472","8.65743755261453","7.7290542031802","8.68278980707947","8.73978060977326","EIF3D"
"25","200006_at","10.4467128593879","10.4467128593879","10.6558884457067","10.2700616727278","10.5996339437668","10.6558884457067","10.9795681000952","10.7243148861837","10.6731029194717","10.5573121165179","10.1043148165195","10.4093113735556","PARK7"
"26","200007_at","10.6096558631018","10.8639281289081","10.7949640837718","10.6305780825571","10.4093113735556","10.5654591369046","10.5996339437668","10.5930642616479","10.5712786185146","9.77763888680997","11.1682908168866","10.5996339437668","SRP14"
"27","200008_s_at","6.86377329730824","6.99251353514958","6.30103884990315","6.21771541135067","6.51871871633055","5.8212425046977","6.10913416278454","6.14881550155281","6.00880208700689","6.75254790584714","6.37315516569187","6.6188748832134","GDI2"
"28","200009_at","9.73640193131829","9.54390181628603","9.50817442063204","9.42346612134942","9.39961616951174","9.48552745808026","9.35685541356309","9.44105943858188","9.63784749302034","8.31620609473918","9.31061278165953","9.56915940329211","GDI2"
"29","200010_at","10.4722931380152","10.6361563332204","10.5250721401315","10.9935340268708","10.3607556557414","10.5343677357976","10.6558884457067","10.1589567515714","10.8978454560055","7.84486265583082","10.9238226613434","10.7920581888827","RPL11"
"30","200011_s_at","8.98773772576614","9.66053078523999","9.40221267271464","9.63422114859458","9.47135345074597","9.81581022340144","9.22086196666754","9.74347401445424","9.64975016657911","8.41202286679795","9.84564685710081","9.54141932982149","ARF3"
"31","200012_x_at","11.8486131607389","12.3417550834335","12.4257032770191","12.3865922793363","12.2666255166375","12.3865922793363","12.2850891000241","12.3592096380994","12.573398670389","10.7584175600903","12.6998182312652","12.4257032770191","RPL21"
"32","200013_at","11.0231247980932","10.9238226613434","11.3382071116442","11.1767705114805","11.0231247980932","11.2402944507929","11.2402944507929","11.1939667666855","11.3527929100277","10.2919860387061","11.3637332424304","11.3053825360775","RPL24"
"33","200014_s_at","8.2660447048231","7.86294724802092","8.37101426442465","8.1307850421102","8.67148209575229","8.42108300700536","8.53495128473111","8.40758643929095","8.30644149594387","6.7702784621076","7.92698776896885","7.86408294389306","HNRNPC"
"34","200015_s_at","9.87946838078507","10.2919860387061","9.78733124349642","10.8048771888791","10.4886770095621","10.256975248353","9.99292653782643","9.93263307779741","10.3818132959883","9.92554207739522","10.4503435164925","10.3526228158618","SEPT2"
"35","200016_x_at","11.5502537803511","11.7592675133683","11.3527929100277","11.8595671392456","11.8993223028623","11.5650306560458","11.5857410891829","11.3239132519117","11.7110431333359","11.2010416008585","12.0459530086886","11.8864332914469","HNRNPA1"
"36","200017_at","10.3526228158618","10.8978454560055","10.6731029194717","10.9795681000952","10.554373006819","10.5377199233416","11.2489553837927","10.0952101900396","11.4398222284776","10.0014081943928","11.1508526350267","10.8112810263506","RPS27A"
"37","200018_at","11.8405222434219","11.8405222434219","12.1691316350231","11.825270203905","11.8405222434219","11.8734601338266","12.0681428731553","11.9506773922719","12.0459530086886","10.7520600120275","12.0323672086291","11.7664288329978","LOC100508408"
"38","200019_s_at","11.2722749962122","11.2010416008585","11.1682908168866","11.7217649710107","11.7848631451605","11.4938262682208","11.7110431333359","11.6524603524066","11.8405222434219","12.2141521325442","11.7664288329978","11.6664459388148","FAU"
"39","200020_at","8.6633208968769","8.29082524015729","8.0148108989953","8.55286118792676","9.04873661072412","8.72249448645045","9.0128805607652","8.69772054395887","8.80864246791806","9.28676951075205","9.24507727535967","8.92585110757785","TARDBP"
"40","200021_at","13.2961191882796","12.573398670389","13.2961191882796","12.9604349049473","13.1733218835616","13.0017351095803","12.9604349049473","13.0017351095803","13.0017351095803","13.4118706459611","12.573398670389","13.0017351095803","CFL1"
"41","200022_at","11.2230665144404","10.8839669498911","9.98263713366942","11.3144605127384","11.3053825360775","11.1441005563635","11.3527929100277","10.8263697282078","11.2782413249619","10.6211590130142","11.3144605127384","11.0537675337808","RPL18"
"42","200023_s_at","8.82535634147933","8.68047673955545","8.64592857472593","9.11398085938061","8.76213284706267","8.97494032718359","8.93204246489396","8.74469370879846","8.85115039655977","7.17059276125099","9.31876874268273","9.25946866264618","EIF3F"
"43","200024_at","9.7815919468747","9.86770345356507","8.86134543032919","10.1272742979609","9.65268068160374","9.95425690618422","10.1341054004018","9.66053078523999","9.85818826400816","8.71168131154757","10.5377199233416","10.2237805083412","RPS5"
"44","200025_s_at","11.5329240592607","11.632446208412","11.6777233114955","11.6664459388148","11.7592675133683","11.5857410891829","11.9110205296993","11.8102670247074","11.8102670247074","12.197700480105","11.9663161803962","11.8405222434219","RPL27"
"45","200026_at","12.5340434399253","13.0017351095803","13.0017351095803","13.1733218835616","13.5422247925153","12.6998182312652","12.9218130496585","13.2961191882796","13.3562857462575","11.9856314693429","12.7774522508593","13.1304633111947","RPL34"
"46","200027_at","9.86486321652392","10.0681400733959","10.256975248353","9.95048299500142","9.87946838078507","9.77763888680997","9.75487358721364","10.038884704307","10.0681400733959","8.96936253618794","8.79365749399109","9.67479547226496","NARS"
"47","200028_s_at","9.70518597552501","9.61099404900354","9.61099404900354","9.5260590277325","9.9907067340764","9.95963976436419","9.70518597552501","10.0069454791425","9.60274525318025","9.88611570048692","9.5162088963024","9.64026000188137","STARD7"
"48","200029_at","12.0323672086291","12.0459530086886","11.7427866059609","12.2552130270116","12.0068432379326","12.2666255166375","12.3006051909873","12.2242303441474","12.2850891000241","11.1031894394875","12.3865922793363","12.3164253226154","RPL19"
"49","200030_s_at","10.5377199233416","10.9718189425553","10.9321901407888","10.692208642103","10.1789345272028","10.7665772184735","10.2293395696631","10.6361563332204","10.4057708203595","8.53342707686516","10.4635839734641","10.5001281547685","SLC25A3"
"50","200031_s_at","11.4145178805222","11.9312238202014","11.7848631451605","12.0459530086886","11.9856314693429","11.8405222434219","12.2192000387281","11.9856314693429","12.1024213847949","11.7736028556147","12.1252789246094","12.0323672086291","RPS11"
"51","200032_s_at","11.9312238202014","12.0681428731553","12.0850629846288","12.1024213847949","12.0459530086886","11.7427866059609","12.2192000387281","11.9110205296993","12.2242303441474","11.6777233114955","12.197700480105","11.7110431333359","RPL9"
"52","200033_at","9.54390181628603","9.36128586004706","9.7289975369047","9.7116956493883","9.7843213006611","9.95048299500142","9.44846050081629","9.9789368305575","9.7116956493883","7.79452417272311","9.63422114859458","9.68429569852081","DDX5"
"53","200034_s_at","10.6267737311063","11.0537675337808","10.7520600120275","10.7015808223133","10.4503435164925","10.5015718372759","10.8839669498911","10.735971990368","10.9846261368702","8.609517359207","11.5502537803511","10.9321901407888","RPL6"
"54","200035_at","8.17246918034407","7.96554381544895","7.81452906143679","7.74995320516412","8.06949452228007","7.93938331574139","8.0342028739095","8.00698053160376","8.24230080149082","8.38751476672805","7.88437405960551","8.35309167555099","CTDNEP1"
"55","200036_s_at","9.29312674027191","9.93775387845854","9.5907897489857","9.80798542662553","9.49307152539893","9.7815919468747","9.94323518410922","9.7843213006611","9.88232462283906","5.93093441358818","10.7267574368403","10.0162395457939","RPL10A"
"56","200037_s_at","8.40095057333705","8.32612983086598","8.58123197181499","8.66391384211598","9.14210705730255","8.82092352432844","8.79289872277362","8.9758002116705","8.67504550734268","9.11857343272399","8.70468179608741","8.73693741625351","CBX3"
"57","200038_s_at","11.2010416008585","11.2489553837927","11.1238627411607","11.5062331878945","11.2230665144404","11.3527929100277","11.6200288589512","11.1238627411607","11.4621273208426","9.85325756545643","11.632446208412","11.2989265127256","C18orf32"
"58","200039_s_at","8.63976275204644","8.78714075457712","9.16420509681981","8.73693741625351","8.66876682258545","8.69647495589732","8.71904650392994","8.53932039424545","8.74469370879846","8.48537650908291","7.99873144876122","8.64229242295371","PSMB2"
"59","200040_at","8.40891349481518","8.35119691414594","8.89703869236593","8.89773203212551","8.41644569367165","8.41535446287953","8.17534162456523","8.25309896417551","8.57108896490043","7.44694542640622","8.88264304936184","8.9130639256877","KHDRBS1"
"60","200041_s_at","9.95425690618422","9.52398659997643","8.53060141451683","9.12698403781662","9.36128586004706","9.39101082014756","9.13733274008109","9.13897569433135","9.31341214884945","8.36715989993994","9.59933949248583","9.75955534320631","ATP6V1G2-DDX39B"
"61","200042_at","7.71961698716759","7.45155456976536","8.05021144595377","8.31454548183676","7.69980377489612","7.78163292535028","8.07975143109509","7.9328298950472","7.69249926780466","9.06761362206899","8.00183038481895","7.83925628696127","RTCB"
"62","200043_at","9.41535446287953","9.6627870377187","9.81803620396813","10.0069454791425","9.46867494869036","9.93263307779741","9.83167671223242","9.45915835506211","9.93775387845854","8.40311857023439","9.35685541356309","9.7651203098197","ERH"
"63","200044_at","8.43341157009986","8.94773433179787","8.86676376735335","8.58524424958269","8.31409225547326","8.41939843539325","8.79119002703266","8.42181938900734","8.46372870653983","6.74584236256046","8.52290841355846","8.07195390351474","GATC"
"64","200045_at","7.7112080828473","7.83254722791236","7.72320585350573","7.74995320516412","7.86181065741963","7.97766153837872","7.74146698640115","8.01062134540315","7.80372752655311","8.65975809862016","7.18123509657969","7.8881090135863","ABCF1"
"65","200046_at","8.42947648578128","8.21444055466649","8.28950021317224","8.00814845991009","7.60504732387933","7.98365869574447","8.32841313931416","8.18852703225628","8.17631861664074","7.79528208975703","7.35601172150278","7.62607403609031","DAD1"
"66","200047_s_at","7.95109039951905","7.78833769588723","7.90829253439951","7.85642552862553","8.53627959905175","7.7778032434328","8.58627685823853","8.07065766138811","8.07850665531391","8.96340187181306","6.64144969206763","7.75769557387471","YY1"
"67","200048_s_at","9.61714601429463","9.11398085938061","9.22086196666754","9.22267417019798","8.80864246791806","9.57386805565315","9.80091337795003","9.24705720463714","9.03181605327898","8.0144622338423","9.14504053185259","9.49170280776858","JTB"
"68","200049_at","7.12829511968141","7.2993225134503","7.16649787293383","7.3843520639618","6.5708044377245","6.98622129410279","7.08989180722546","7.28709669831066","7.26373867484504","7.47153974370873","7.51517417056429","6.66782118057477","KAT7"
"69","200050_at","7.62716906084185","7.104074518442","8.07065766138811","7.64349547092277","8.40446748061153","8.17505047771211","7.61022512834486","7.84182639387441","7.74536620246887","8.23884257700345","7.99929538702341","7.93788871378041","ZNF146"
"70","200051_at","6.66805764919371","7.10599578330824","6.28748152987444","6.73346732922186","7.06734472174684","6.83930878391526","6.96357045456223","6.77774845997228","7.08631317768801","7.62284496161289","7.60612756666795","7.15553505999119","SART1"
"71","200052_s_at","7.32470561305999","7.16066981058304","7.63438755551385","7.11478344724985","6.63269233264287","7.26178152252371","7.04971243972445","7.23110115117238","7.16942397867607","5.52316986608561","6.17941152317403","6.95710204156229","ILF2"
"72","200053_at","7.96260685912106","7.96219713608863","7.48495712342496","7.94534628777644","8.18599039774227","7.97317117569789","7.82644255865612","8.1307850421102","8.09174390406002","8.70381707834341","7.53478921148027","8.0313795725824","SPAG7"
"73","200054_at","6.54927127617486","5.79094576235386","6.63728902554795","6.23521646169403","6.3895237918274","6.45477908388426","6.84867509765864","5.82739563648783","6.69777845212276","6.1152170927011","6.1844621408316","6.11980573864144","ZPR1"
"74","200055_at","9.89461569102792","9.61467917425177","8.62330234535737","9.39664045569234","9.25946866264618","9.65578411912477","9.65578411912477","9.1500857405697","9.27941712546508","9.53350819231416","9.91740316098969","9.86601673077443","TAF10"
"75","200056_s_at","5.31167264058175","5.99180525537646","6.8856963733394","4.97918698926458","5.73921804589758","5.64793804582134","5.45642286876496","6.5708044377245","5.99510759005998","6.38973887867698","4.75488750216347","5.58871463558226","C1D"
"76","200057_s_at","9.7401039846979","9.76149582834528","9.26984745688085","9.81117397072132","9.61099404900354","9.88851495630487","9.72233793861484","9.61183938865995","9.6312073768448","9.17353140217118","9.80091337795003","9.90615152606142","NONO"
"77","200058_s_at","8.06263083479742","8.08148343809367","7.90463462166815","8.34442537473837","8.53495128473111","8.46931959971534","8.43341157009986","8.34218581125569","8.42783660345852","7.23294050762665","7.13929553272601","8.1821667157469","LOC101929240"
"78","200059_s_at","10.2114827583407","9.89901698090303","9.28069345321208","9.90739144443871","9.80418481194192","9.8725081592107","9.77432035901396","9.77763888680997","9.81117397072132","5.98280348377357","10.2734945207736","10.0523982320716","RHOA"
"79","200060_s_at","9.08139466778594","8.9363925618371","9.37228467388696","9.22500654645499","9.24915296723807","9.37908951031969","9.34589493324872","9.11398085938061","9.25559908106147","10.2536013038969","9.14072327916632","9.13187839085725","RNPS1"
"80","200061_s_at","12.2552130270116","12.4497118194481","12.6609095476945","12.573398670389","12.5123269000778","12.4257032770191","12.573398670389","12.4903871146089","12.6609095476945","11.2305959173935","12.4016128687856","12.5586499030781","RPS24"
"81","200062_s_at","12.3417550834335","12.3592096380994","12.3592096380994","12.4016128687856","12.4681827842998","12.3006051909873","12.4497118194481","12.4497118194481","12.4257032770191","10.692208642103","12.5340434399253","12.3592096380994","RPL30"
"82","200063_s_at","10.3400355227255","10.4057708203595","10.3018295843931","10.8397221306867","10.8337400362738","10.554373006819","10.817303475832","10.3018295843931","10.7723970584156","10.1132538066513","11.262119320852","10.6046227213861","NPM1"
"83","200064_at","11.7427866059609","11.3239132519117","10.8397221306867","10.817303475832","10.2052841647238","10.3955252100756","10.8774503036051","10.8839669498911","10.5377199233416","9.67155580907515","10.8263697282078","10.5437326914747","HSP90AB1"
"84","200065_s_at","9.93263307779741","9.82472012735034","9.08721971957974","9.71561885907482","8.98939449984473","9.82726330221198","9.16197163565114","9.3667046963162","9.27404806817672","8.24990353764086","9.05963738696588","9.70256231628115","ARF1"
"85","200066_at","8.00468864579363","8.43813341210186","8.08662279262861","8.63304062133467","8.01778275245909","8.402088289432","8.16469746097065","8.21658420263562","8.45500178942272","8.20294005867028","8.04957631715597","8.04957631715597","IK"
"86","200067_x_at","10.1911929054823","10.0442518010384","10.5774130917475","10.0598288834443","9.98263713366942","10.2465921654418","10.0487933630437","10.4635839734641","9.99292653782643","8.37999199570543","9.3667046963162","9.52398659997643","SNX3"
"87","200068_s_at","10.9046722501561","10.735971990368","10.9046722501561","10.8839669498911","10.372765322845","10.710957065234","10.7162049921402","10.8048771888791","10.5851268609106","10.2390614460236","10.038884704307","10.5204631740716","CANX"
"88","200069_at","6.70009287475899","6.11096173629744","6.84329297333358","7.08878823871691","6.11165734626313","6.01402047031493","6.49765228026764","6.52591226074335","6.81975332587548","6.80219321694183","6.54644435111986","6.48998172290204","SART3"
"89","200070_at","7.37778893875187","7.02762959173316","7.05261333242375","6.89739170697177","7.48004964971579","7.13519623665344","7.47951082803226","7.04971243972445","7.24626555896271","8.34300060028231","5.59929299468419","7.8105984105699","CNPPD1"
"90","200071_at","7.13228550510649","6.97985386716374","7.00492267856905","6.83678677285845","6.58358426921682","6.74281466986289","7.1994269676709","6.77451254812838","6.82697212407002","6.66225298093654","5.85445286049213","6.20847824221171","SMNDC1"
"91","200072_s_at","8.49974625000724","8.2313812045637","8.03502816188522","8.45292758442135","8.61090180015984","8.38995393346472","8.3271034862193","8.61694698491982","8.4964876491472","8.00534384191779","9.16996674548655","8.6019719223437","HNRNPM"
"92","200073_s_at","7.10320036969925","8.01634402540068","8.2246046815385","7.92070021178205","7.75930566279249","7.46665430761589","7.63722863773518","7.60325542454685","7.83668159332712","6.97932991762434","8.14193681775537","7.5077285812211","HNRNPD"
"93","200074_s_at","9.03089699286192","9.12092903013841","9.05550840386893","9.67852678483271","8.9363925618371","8.91408609701272","9.45200952561796","8.93906492381521","9.30320994894478","8.19223115951912","9.49033279037144","9.21273954970504","RPL14"
"94","200075_s_at","9.46469889454521","9.30788384949487","8.29155444584384","9.3018200600505","9.72233793861484","9.29486959998035","9.29895991457441","9.25946866264618","9.06488868824111","8.11089650566431","9.31433777076085","9.57618513212304","GUK1"
"95","200076_s_at","8.14868841611756","7.8356556908398","7.86861680819152","8.07235594886013","8.1263603184902","8.1442758524844","7.96178729666247","7.94192792470872","8.04165915163721","8.72192514014938","9.0930103389834","8.67218958822624","KXD1"
"96","200077_s_at","11.3637332424304","11.5857410891829","11.4810215454667","11.5857410891829","10.7723970584156","11.1851593507021","11.632446208412","11.3467260958374","11.159724201285","11.7592675133683","10.9846261368702","11.1508526350267","OAZ1"
"97","200078_s_at","8.99696771954953","8.88264304936184","8.8577477820375","8.59820762032098","8.83810087041245","8.58977596871947","8.93832990492785","8.99178164006105","8.66984468933076","9.38406420142961","8.08123930660297","8.56633950366836","ATP6V0B"
"98","200079_s_at","8.81006279955192","8.53112149204261","8.44259798152762","8.35231935484684","8.25069319011864","8.44050585333247","8.57108896490043","8.50521609609692","8.40095057333705","7.85873220318458","8.36033501028101","8.44549773325602","KARS"
"99","200080_s_at","10.6558884457067","10.6853547288494","10.1789345272028","10.5030140765567","10.5654591369046","10.3018295843931","10.6610580548504","10.2426580761812","10.4766027709869","9.79779660333533","10.5147469244644","10.4923372529999","H3F3A"
"100","200081_s_at","11.2402944507929","11.0056537863944","9.92895010752652","11.2989265127256","11.1508526350267","11.2782413249619","11.4510994703966","11.2010416008585","11.4510994703966","11.7110431333359","11.689732317579","11.4398222284776","RPS6"
"101","200082_s_at","11.0137297626264","11.1767705114805","10.7451560818689","11.3382071116442","10.7068413256361","10.776686619604","11.211888294546","10.9795681000952","11.0137297626264","9.16674891467471","11.211888294546","10.9629140750518","RPS7"
"102","200083_at","9.06868872244108","8.89842503883542","8.54099978692968","8.93979956841856","8.8577477820375","8.66569121703696","8.75533270970932","9.08303603495137","9.03505107981345","9.30683069388068","8.84085658530227","9.1500857405697","USP22"
"103","200084_at","9.25559908106147","9.31639467986132","9.24915296723807","9.25311866706794","9.18048936785688","9.18729020673504","8.84828387246911","9.02811326545048","9.23347987395511","8.5195052119202","8.8949945533383","9.18729020673504","C11orf58"
"104","200085_s_at","9.14588970050532","9.28882763253881","9.32449935974775","9.57258970720398","9.87695173592974","9.6285974267553","9.76946596708636","9.54975258631384","9.68429569852081","10.8112810263506","9.32151476366653","9.77059507353826","TCEB2"
"105","200086_s_at","9.98803371785615","10.554373006819","10.386949223981","10.6361563332204","10.4417770532242","10.0969896137381","10.2700616727278","10.308026108874","10.460310834512","11.7002265638552","10.4923372529999","10.4253995073482","COX4I1"
"106","200087_s_at","9.03743255876402","8.85621800632355","9.37908951031969","9.00311964613829","9.20232792583842","9.19227226311298","9.08953875713875","8.7423655819088","9.24507727535967","8.99370502133589","8.29695443358643","8.59625188637593","TMED2"
"107","200088_x_at","10.9527897729442","10.8774503036051","10.3778160459549","11.3527929100277","11.3144605127384","11.3053825360775","11.1851593507021","11.0937641657231","11.1508526350267","11.4219596096408","11.2722749962122","11.1939667666855","NBEAL1"
"108","200089_s_at","10.3338634763863","10.326120465605","9.3018200600505","10.5001281547685","10.7162049921402","10.160764337433","10.6361563332204","10.1000599954043","10.5250721401315","10.554373006819","11.2489553837927","10.6776756026587","RPL4"
"109","200090_at","10.1272742979609","9.53561559476668","9.88232462283906","10.372765322845","10.7520600120275","10.1156560259614","10.4014573233481","10.5001281547685","10.2700616727278","10.9629140750518","10.0728806728281","9.74347401445424","FNTA"
"110","200091_s_at","10.1827150546064","10.5204631740716","9.96604875451059","10.1571468981024","10.5204631740716","10.2083867905911","10.710957065234","10.0247125979811","10.3116158821593","8.70468179608741","10.7451560818689","10.5250721401315","RPS25"
"111","200092_s_at","10.9718189425553","11.1125589661946","10.7665772184735","11.3870928748885","11.3870928748885","11.0231247980932","11.5132546789326","10.9718189425553","11.4300125322777","11.2489553837927","11.7592675133683","11.5062331878945","RPL37"
"112","200093_s_at","9.05781126181193","9.63784749302034","10.1698310729263","9.38406420142961","8.94887821725988","9.05781126181193","9.12509053930326","9.18904206344179","9.29486959998035","7.56513382047626","8.7693419869341","9.02811326545048","HINT1"
"113","200094_s_at","10.0487933630437","10.6211590130142","8.83447104998422","9.87695173592974","9.86117739478194","9.57618513212304","9.92184093707449","9.79310200419777","9.89901698090303","9.6285974267553","9.94057054284579","10.2606745564942","EEF2"
"114","200095_x_at","12.3865922793363","12.6393049046476","12.8178064338329","13.3562857462575","13.0498712331565","12.8800075468219","13.2140724267892","13.2140724267892","13.5422247925153","13.0498712331565","12.8490743639735","12.7268656228513","RPS10"
"115","200096_s_at","9.01720279319735","8.22661288765464","8.50521609609692","8.5097090359673","8.16071182328098","8.19138827766609","8.99574360032579","8.47897180503294","8.24954805296759","5.61667136044849","8.38614990463621","8.22516726108361","ATP6V0E1"
"116","200097_s_at","8.78321653444155","8.97954428361755","9.17581980973552","9.05781126181193","9.10215069157797","9.11857343272399","8.7693419869341","8.83447104998422","9.0221365933724","6.31861812462748","9.06761362206899","8.87960877477694","HNRNPK"
"117","200098_s_at","8.83531356116424","8.9463702192745","8.96340187181306","9.31341214884945","9.56175730961394","8.84666568189974","8.37319142478786","8.98375368801057","9.08529540336651","10.3338634763863","9.01854794187165","9.4273477673395","ANAPC5"
"118","200099_s_at","11.6200288589512","11.6200288589512","11.4510994703966","11.6200288589512","11.5502537803511","11.2489553837927","11.7340391982951","11.5132546789326","11.632446208412","10.1000599954043","11.8405222434219","11.4510994703966","RPS3A"
"119","200593_s_at","6.98622129410279","6.98204286952588","7.41009796631156","7.51020372515419","7.33382621525686","6.41433288630225","7.09178797263706","7.15456498245423","7.194264382992","6.5293003998729","7.32297967667872","7.11217883372259","HNRNPU"
"120","200595_s_at","7.63611100702462","7.89112548166403","7.47661120861412","7.98778508858162","8.27616318687774","8.02181282358484","7.96801873072677","7.87200788039986","8.03502816188522","6.88508622529017","8.05875843005312","8.04305007480537","EIF3A"
"121","200599_s_at","10.2857200853937","9.24915296723807","9.39101082014756","9.18239435340453","9.03505107981345","8.94356486622575","10.4565169872398","8.76121877592938","9.39961616951174","8.48537650908291","8.21971305926659","9.18904206344179","HSP90B1"
"122","200600_at","8.34218581125569","7.92920908488645","7.06411400246491","8.16024961630008","7.78730403233351","8.44050585333247","8.87608202612697","7.77291935072401","8.14966245181835","6.03589878732342","8.04216095067944","8.43017374307622","MSN"
"123","200601_at","8.98140078918917","8.32612983086598","6.95482638230765","7.7028075854758","8.24303510350356","8.57311065257371","8.13348475292358","7.61268423328404","7.80025280637239","9.4085951127981","8.54064469377931","8.0122520622501","ACTN4"
"124","200602_at","8.16505353457591","8.46967573068767","9.21795769786411","8.97696978706654","9.29486959998035","8.34300060028231","8.55794228678745","8.34547917231751","8.97173513419684","9.9789368305575","8.43756136462875","8.65877678464453","APP"
