"","neuronBYo","AveExpr","F","P.Value","adj.P.Val"
"Gm7335",2.07199772952582,3.46699126935794,44.0239757499117,2.98784486627263e-07,1.00762335330106e-05
"Pou6f2",1.17299418598279,0.224972294995974,43.8987506228795,3.06420299403925e-07,1.03180156525313e-05
"Srsf12",3.43920314724363,0.986553415764129,43.6791555585541,3.20319451892408e-07,1.07620986535947e-05
"Chrna7",1.42115759876371,0.300018406795211,43.6751150558368,3.20581431664734e-07,1.07620986535947e-05
"A830073O21Rik",2.19051456026657,0.309925619132611,43.6470316168084,3.2240866681045e-07,1.08070408118903e-05
"Spint2",2.33133841357033,0.90559555904829,43.5575815522905,3.28303384742625e-07,1.09738869492271e-05
"Cib2",3.5779122092835,1.96343054316484,43.5564558156768,3.28378301332926e-07,1.09738869492271e-05
"Fam241b",2.3317116968674,0.563984524947495,43.5263242272851,3.30390342747135e-07,1.10244729300073e-05
"Tspan11",1.05081368867318,0.191309965130246,43.5032106934292,3.31942696106142e-07,1.10595907619822e-05
"Zdbf2",4.40962063878404,0.994943336179208,43.4574895645611,3.35036469551802e-07,1.11458824299166e-05
"Akp-ps1",1.45243924864131,0.252898437074548,43.4494686928421,3.35582386549426e-07,1.11472809874369e-05
"Nt5c1a",1.22574341987396,0.236843231830456,43.1974318834312,3.53230948061664e-07,1.17159344287379e-05
"AC102103.2",1.9549646725277,0.205311654397838,43.184340142267,3.54174422758212e-07,1.17296418483232e-05
"Dcx",5.04100735929765,1.08451656186571,43.0757906606993,3.62101902572219e-07,1.19742606735504e-05
"Tmem91",2.49254312698676,1.28245412261964,43.0299647776755,3.65505448108741e-07,1.20687716843428e-05
"Avp",1.6562830233906,0.200627720586058,43.0031948567794,3.6750951712287e-07,1.21168599810868e-05
"Gm15016",2.55357760084761,0.408047373254039,42.7634759843545,3.85988843401927e-07,1.26994902117127e-05
"Sh3rf3",1.45082195804748,0.329813478371897,42.7591790888828,3.86329020136628e-07,1.26994902117127e-05
"Unc13a",3.32290929905415,1.80653433275055,42.6007469365106,3.99098595867813e-07,1.3099789668225e-05
"Gm14824",3.85959371555773,0.784659875628376,42.5560297029742,4.02784015103506e-07,1.3201171505385e-05
"Resp18",4.5939806928375,0.853314264420431,42.4085338684973,4.15200582827956e-07,1.35879918548859e-05
"A230057D06Rik",2.79285933085726,0.630420921901994,42.3996349997378,4.15962704553173e-07,1.35928255728654e-05
"Ccdc188",1.71097604053979,0.35670758263891,42.3380703003516,4.21276456940612e-07,1.37461638007333e-05
"Adgrg2",1.20947367539809,0.203175373159763,42.3056813888695,4.24101129823693e-07,1.38179518337107e-05
"Svop",3.16359888455588,0.73985385498485,42.2797728801364,4.26375235451231e-07,1.38716166674817e-05
"Auts2",1.62427385646608,0.390328169328592,42.244651229049,4.29478885961667e-07,1.3952072531762e-05
"Elovl1",-4.53708691445803,7.01600788004343,42.2015242242703,4.3332307935137e-07,1.40563144933876e-05
"Syt13",3.05826123721332,1.0234364624152,42.1938422426388,4.34011681638987e-07,1.40580387011703e-05
"Gm37714",2.68928172145369,0.468473079439463,42.1623256666599,4.36849070802918e-07,1.41292573002529e-05
"Atl1",2.89499336191098,1.17748592882626,41.864340990149,4.64679101779148e-07,1.50074390783359e-05
"Mapk8",2.97906127939234,2.45003638445614,41.797894171156,4.71140045148439e-07,1.51939230595028e-05
"Dnajc6",3.27704193619644,0.831618437602073,41.7409270583449,4.76755819552731e-07,1.53526477379404e-05
"Gm19777",2.00889355571434,0.249204072490227,41.7187925105291,4.78957120581421e-07,1.54011168293936e-05
"Ppm1e",3.11447272295517,1.31231763023165,41.6964638457973,4.81188755302918e-07,1.54504192069179e-05
"Zfp92",1.26108361424011,0.232777131337131,41.6842379755045,4.82415381908845e-07,1.54673557883614e-05
"Sema6c",3.78448164946062,1.94404305464997,41.60249371799,4.9070332568413e-07,1.57103179075398e-05
"1700066J03Rik",1.41915860524007,0.305194914508841,41.5481126845369,4.96301303035089e-07,1.58665805304122e-05
"4933406C10Rik",1.0041284223857,0.272965053261132,41.527888365822,4.98400600143742e-07,1.59107019869841e-05
"Lrrn4cl",2.23891334086844,1.39243419642754,41.4034559956781,5.11527744914513e-07,1.63062367445876e-05
"Adcy8",1.86004223529008,0.423954936765683,41.3548786215357,5.16752511387313e-07,1.64490874955705e-05
"Flywch2",2.6648580984064,1.05200279091605,41.3479518363163,5.17502167737895e-07,1.64492822656113e-05
"Iqcf1",1.07214999379425,0.143501290794429,41.2723187146067,5.257638035752e-07,1.66879090767491e-05
"Nova2",3.06491666806903,1.32536140826132,41.2117518133763,5.32481514960419e-07,1.68769177012455e-05
"Lrrc7",1.63099466836418,0.349676936084559,41.0298134206882,5.53219543218921e-07,1.75091215373851e-05
"2210008F06Rik",2.7425380037713,0.944890953531064,40.8263966070833,5.77434194622885e-07,1.82493952680601e-05
"Ankrd42",2.13334108839768,0.689033961328563,40.7003546348508,5.93005742964734e-07,1.87147875201267e-05
"Mdga1",1.82121377697758,0.481730983476284,40.6686955537691,5.96987226018703e-07,1.88136017111279e-05
"Chrm4",3.15305220573342,1.53101283514551,40.4544395879738,6.24696110860065e-07,1.96588222767528e-05
"Sytl1",1.94319605475045,0.62644640375886,40.4398138588011,6.26637156132828e-07,1.96918946095548e-05
"Fam57b",2.99358113835742,1.24371620082234,40.4311167926959,6.27794442949596e-07,1.96972051958425e-05
"Mapk10",2.41657628529847,0.619188514858142,40.4251717146884,6.28586849354283e-07,1.96972051958425e-05
"Cnr1",5.76382594728314,1.21790630473535,40.3588128870989,6.37504717327704e-07,1.99483972580492e-05
"Gm9269",2.5254812383634,0.861192318800628,40.1159126088756,6.71321023252791e-07,2.09768855895784e-05
"Mir365-2",1.7592191918311,0.183540433679037,39.9947219393666,6.88906706303133e-07,2.1480745465357e-05
"Fbxl2",2.06435445369759,0.7910934735563,39.991452305226,6.89387934746801e-07,2.1480745465357e-05
"D830036C21Rik",2.7823966757422,0.718027670355918,39.9582521991881,6.94294795830881e-07,2.16032120508672e-05
"Rab26",2.26010997537614,0.719062353813876,39.8921722569703,7.04172817106137e-07,2.18797966753358e-05
"Rell2",3.235745470629,1.57655117007292,39.8630725543477,7.08570437740505e-07,2.19855593185599e-05
"Zbtb8a",1.64327470719858,0.854707445981111,39.8476604632934,7.10911454488164e-07,2.20009792371976e-05
"Nsg2",4.95336424840306,1.50878047569945,39.846708174078,7.11056373665248e-07,2.20009792371976e-05
"Sncb",4.2018609643958,1.76238983152327,39.7672040805819,7.232675586366e-07,2.23475533515607e-05
"Gm18706",1.62795879298612,0.176222630730414,39.7538380867528,7.25342420671815e-07,2.23804049825977e-05
"Begain",2.92124150252126,1.06121816496196,39.6973662338846,7.34179400311463e-07,2.26150060901148e-05
"Cck",3.96808691780594,1.74432389252302,39.6922210481745,7.34990253527665e-07,2.26150060901148e-05
"Aff2",1.17889388086589,0.244461471636102,39.6609669073779,7.39936383015066e-07,2.27355730575588e-05
"1700023F06Rik",2.01973951929561,0.567670253331937,39.6344979691416,7.44153102129504e-07,2.2833424519294e-05
"Rasgrf2",1.07826776011773,0.420660352325825,39.5849798227767,7.52110996675572e-07,2.30456393067225e-05
"Syngr3",5.29735716226196,2.3191358889172,39.5616121483188,7.55897936755664e-07,2.31296404631335e-05
"Kcnq2",4.38305888394051,1.11703806418114,39.505866772389,7.6501466204078e-07,2.33762698457572e-05
"Tmem178",2.85971211968535,0.886252597041992,39.4887089182541,7.67844335276862e-07,2.34303727301104e-05
"Kif17",1.13873601000136,0.351047593670923,39.4514935740264,7.74020476363443e-07,2.35863016509483e-05
"Adamts14",1.15719846680279,0.185594512800399,39.3488301423546,7.91335568837638e-07,2.40807658726204e-05
"Nol4",1.92273014469039,0.428546676677718,39.3026920203197,7.99251824482266e-07,2.42882529025016e-05
"Nipal2",1.21922940300383,0.295286599686654,39.254231898417,8.07657861504489e-07,2.45100341153139e-05
"Fstl5",1.16034766774427,0.21952794572981,39.2111612725686,8.15208496826784e-07,2.47052843497246e-05
"Trim72",1.79442628342675,0.449662937805857,39.1511891339189,8.25848250745908e-07,2.49934895365961e-05
"9530080O11Rik",1.26439213074291,0.242609433414495,39.0535778318694,8.43484849708547e-07,2.54923706695385e-05
"Pbx3",1.52827082931676,1.20596953893111,39.0316681878027,8.47498680305403e-07,2.55787357495176e-05
"Cdon",2.53175471197334,0.866904580491545,38.9666211744745,8.59536201624225e-07,2.59024727729334e-05
"Evl",2.02047635061882,1.6308604586177,38.9610979738426,8.60566717357775e-07,2.59024727729334e-05
"Sdk2",1.80070670116513,0.348518137670366,38.9389270183163,8.64716694355549e-07,2.59920209636247e-05
"Napb",3.74891659391815,1.51210467095712,38.899081339983,8.72228996804883e-07,2.61822552188798e-05
"Gm5441",2.5915423176793,0.683320258470257,38.8901561565268,8.73921266171684e-07,2.61975070074745e-05
"Cplx2",3.71874503105949,2.65285106581704,38.8817804704777,8.75512545181195e-07,2.62096942314527e-05
"A430108G06Rik",2.06517837082346,0.502148340567526,38.8187881048369,8.87580201032541e-07,2.65350497127607e-05
"Pak3",2.33880744276523,0.537853242566968,38.8081980157938,8.89626407700249e-07,2.65603306579657e-05
"Ccl28",1.21012246913056,0.346870225437405,38.7723037162746,8.96599526131591e-07,2.67324411275056e-05
"Cacng5",4.12819230493167,0.923716022938717,38.6591613169353,9.18965129763331e-07,2.73624031840568e-05
"Islr",3.27628062624793,0.774342981165996,38.6335742036438,9.2410546720451e-07,2.74784747996847e-05
"Gm43517",1.77704528613793,0.281979867209735,38.5515305908064,9.40796342987225e-07,2.79372315381294e-05
"Cdkl4",1.29142337388624,0.693715732666324,38.5348351090845,9.44232217178704e-07,2.80016747193626e-05
"Syn1",3.54753882522772,1.47560139418685,38.4921610260926,9.53075607934648e-07,2.82260932722064e-05
"Gabra1",2.38967741319503,0.538348199848084,38.4743314546726,9.56796676223005e-07,2.82417197738501e-05
"Btbd11",1.13586806584727,0.257321960500097,38.4737352352575,9.56921376916215e-07,2.82417197738501e-05
"Camk4",1.70452432146771,0.503528976686262,38.47129002418,9.57432980625935e-07,2.82417197738501e-05
"Samd11",1.58502351693215,0.543600209593795,38.3750643420718,9.77800340075859e-07,2.88040971018618e-05
"Gm15533",2.06593172162006,0.580070388093181,38.3199635781225,9.89671576202163e-07,2.91150322876602e-05
"Gm39363",1.59255114908991,0.609290392822131,38.2814011111897,9.98071447956297e-07,2.93231535765434e-05
"Csrnp3",2.07228530997524,0.471369775972849,38.2743209897194,9.99621953421271e-07,2.93297565988578e-05
"Scg2",5.72908920545709,1.71981683910674,38.1917398923418,1.01789843668358e-06,2.98264465096038e-05
"Sh3yl1",1.5926027938181,0.705232189543999,38.0871548277927,1.04155985153146e-06,3.04794029040086e-05
"Rab9b",3.54236280092635,0.839119924980923,38.0201343952074,1.05703176175449e-06,3.08766499771815e-05
"Gm47692",1.80415469114455,0.486496562629888,38.016292208661,1.05792617107551e-06,3.08766499771815e-05
"Nexmif",2.18026213742245,0.53229276692651,37.9938681887738,1.06316237295597e-06,3.09885918009288e-05
"C030014I23Rik",1.19903019205537,0.312825256233771,37.9530461393832,1.07276605005672e-06,3.12273727965853e-05
"Fgf3",1.15542713830566,0.1312397521686,37.8165363437509,1.10556151918735e-06,3.21397338882808e-05
"Cacna1c",1.84628247771814,0.395675056324738,37.7415122726684,1.12404123157293e-06,3.26340737087767e-05
"Golga7b",3.43691148131424,1.21397396523752,37.7064505096701,1.13279070010586e-06,3.28449916886525e-05
"Plag1",1.4569810010776,0.405012917029745,37.6084840571835,1.15762650111333e-06,3.35211663404845e-05
"Osbp2",1.36614584446493,0.355204690141454,37.526468740951,1.17886693710258e-06,3.40915990189809e-05
"Kit",3.59310293973235,0.990278708044381,37.4132636409221,1.20887318380087e-06,3.49137094585203e-05
"Cabp7",2.62189645006088,0.606130214483515,37.3760138798433,1.2189246309351e-06,3.51581090093575e-05
"Smyd3",1.06079761910717,0.722366627233586,37.2625572414221,1.25009498462346e-06,3.60102231052407e-05
"Serp2",2.15379970831232,1.24057383713081,37.1418938923485,1.28418408841759e-06,3.69440891912383e-05
"Has1",1.65054360118098,0.405875686746664,37.0870193896677,1.30001496733808e-06,3.73509495096367e-05
"Pknox2",2.08235684385853,0.526605853260631,37.0789910687523,1.30234854571175e-06,3.73694641722193e-05
"Vwa5b2",3.76486629839046,1.26088660049721,37.008987953324,1.32288733076809e-06,3.79096326665576e-05
"Casp3",3.15168250381595,3.62147152289115,36.6851270360349,1.42252648394118e-06,4.07122295009452e-05
"Ufsp1",4.06326954571811,4.45103792127879,36.5551916463899,1.46473535571382e-06,4.18660727060165e-05
"Mtcl1",2.95705432365356,1.07604990250592,36.5288515484829,1.47345418118121e-06,4.20609378713185e-05
"9330121K16Rik",2.76100053952515,0.758647943136139,36.5155845143149,1.47786672758676e-06,4.21325330082499e-05
"AK157302",1.58702740840465,3.0401529042872,36.5075589541195,1.48054285432286e-06,4.21545039461834e-05
"Gabrb3",2.29097609834155,0.483456293788985,36.4951636931151,1.48468626128205e-06,4.22181415917004e-05
"Celf3",4.36513869967746,1.63859159324875,36.4668869861836,1.49418495947287e-06,4.2433702000537e-05
"Zfp704",1.77216842780956,0.766423732867442,36.4090471927394,1.5138177772578e-06,4.29361419054798e-05
"Mtss1",2.48102931564784,2.3241441951022,36.3358670011787,1.53905439647008e-06,4.35960312587806e-05
"Slc24a3",2.42216271280009,0.909554493572765,36.2976175263418,1.55242389872789e-06,4.39185088383084e-05
"Sgsh",-1.80669733948346,2.39450139814752,36.2909067948591,1.55478232619416e-06,4.3929054153759e-05
"C530008M17Rik",2.13921371327421,0.793554150373659,36.2006356736362,1.58688298741854e-06,4.47788422584953e-05
"Gm47749",1.67631537009939,0.223764197577612,36.1625962736138,1.60062179886871e-06,4.5108988606844e-05
"Arhgap20",1.42001986385422,0.307837665430039,36.1396681144289,1.60896431745425e-06,4.52864091539954e-05
"Gm24598",6.20655653180941,1.38219817462068,36.0710165099665,1.6342231630987e-06,4.59389060193551e-05
"Kcnv1",2.14229662909436,0.443320503911545,36.0542426320508,1.64045907413237e-06,4.60556803261808e-05
"Sgtb",3.05116970458855,1.68588881918842,36.033396205022,1.64824454325758e-06,4.62156071362325e-05
"Bag4",1.54402414983115,1.05608098269163,35.9784416155115,1.66895857343294e-06,4.67371778734898e-05
"Zkscan16",2.80086651098567,0.653863289271263,35.927524230707,1.68839979297379e-06,4.72218313779509e-05
"Adarb1",2.34909743893574,1.19642165501226,35.674065392418,1.78885081429463e-06,4.99681143492931e-05
"Cyp2t4",2.10990778700818,1.38950373538637,35.4724832527504,1.87330937346595e-06,5.22613155979663e-05
"Gm45205",2.10503942910045,1.45217650022778,35.4316767731946,1.89092052278712e-06,5.26861898307551e-05
"Klhl33",1.77858651973263,0.478205967198725,35.4201242600124,1.89593846658189e-06,5.27595555926932e-05
"Gm5424",4.68858438198608,1.91174331705387,35.3394053639703,1.93139988614796e-06,5.36788438206674e-05
"Gm6395",1.74881869479973,3.39695371892415,35.3333243778974,1.93410000505946e-06,5.36864421730622e-05
"Prkce",1.54574010176256,0.988972099115441,35.3236720568792,1.93839419541192e-06,5.37382140164133e-05
"Pgr15l",1.40209075052439,0.2696983032675,35.2757167986981,1.95988076504061e-06,5.42658850625699e-05
"Drd1",2.88724225211291,1.0570893899365,35.2081964909011,1.9905670050616e-06,5.50466423162222e-05
"Ypel1",2.60660840039344,1.86405102439658,35.193025955128,1.99753216506063e-06,5.51702922442402e-05
"Cygb",4.41221916157612,1.33546909442418,35.1152925075965,2.03363332492818e-06,5.60973441987359e-05
"Rtl9",4.28125710991177,0.96796836933815,35.0686208537381,2.05564389713448e-06,5.66338853503189e-05
"Sptbn4",2.81909019807776,0.83307279726327,35.0449588938988,2.06690032526731e-06,5.68731789749858e-05
"Plcd3",1.25097752118197,0.369454178981429,35.0213567667156,2.07819407468494e-06,5.7112903744416e-05
"Thy1",3.83327448657894,2.73349935278913,35.0090407633716,2.0841135750085e-06,5.72045218609342e-05
"Pnma2",3.88701320473233,1.13078188132676,34.938886790928,2.11817821277761e-06,5.80674802989827e-05
"Tmem59l",5.23616304110429,1.80325933437166,34.9136472779533,2.13057919502631e-06,5.83351528856028e-05
"Gpr135",4.03288518035906,1.34590692198023,34.8773558955571,2.14854677872631e-06,5.87543886103363e-05
"AU022754",2.48574125135286,0.592792039976918,34.7966032070455,2.18911170731132e-06,5.97897756800596e-05
"Cln5",-2.36004234096798,4.95314686910561,34.6589032604933,2.2601871562566e-06,6.16426953250102e-05
"Ywhag",3.32389245351396,5.67810219356117,34.6544506743212,2.26252626695784e-06,6.16426953250102e-05
"Gm26507",1.31355667831302,0.259493054047313,34.4570771046299,2.36886383593108e-06,6.44604854148873e-05
"Kcnc1",3.62890017652823,0.998060896227123,34.4167410418736,2.39124706576973e-06,6.49896300196851e-05
"Fam189a1",1.62826862949158,0.381837803658403,34.3182209775406,2.44687552181354e-06,6.64199106369092e-05
"Rundc3b",1.8268702596059,0.594603321928387,34.2545084940616,2.48358706453671e-06,6.73338193979727e-05
"Hpca",3.74924521587051,1.69050198400909,34.2186844412036,2.50448783270212e-06,6.78173614722999e-05
"Cyp2s1",1.29911012989272,0.358681428034596,34.1452320695457,2.54793344854622e-06,6.89094519342151e-05
"Stum",2.08458435013273,0.686841219909516,34.0950888618769,2.57805534122599e-06,6.96389723002962e-05
"Lonrf2",3.78879054860471,1.09624988105138,34.0869597402123,2.58297446651602e-06,6.96867611252854e-05
"Klhl34",3.73263861028364,0.919513783225163,34.0739792995435,2.59085009331403e-06,6.98141006265364e-05
"Chsy3",1.28649470899526,0.394027267611008,33.8938720376276,2.70282138588918e-06,7.27427220438278e-05
"Adamts17",0.907251374166691,0.25728717182441,33.8338006957477,2.74131089500898e-06,7.3632114168112e-05
"Gm9996",2.99874953776532,0.81391961053734,33.8319218367323,2.74252416374471e-06,7.3632114168112e-05
"Gm27032",4.26970958303754,1.01509587081624,33.8263122008759,2.74614999579866e-06,7.36400925540044e-05
"Gm15429",-1.24493540443065,3.82719332409093,33.8012823571099,2.76239090587529e-06,7.3985924952396e-05
"Upp2",0.93775318607215,0.423102538312722,33.7784826502961,2.7772743141462e-06,7.42946065923293e-05
"Ccdc149",2.04733542928514,0.846748872722911,33.671970610882,2.84795108237821e-06,7.60932630379868e-05
"Shank1",3.69611369398525,1.3986689535057,33.575421376868,2.91368293956045e-06,7.77556184220697e-05
"Dnajc27",2.56285451081251,2.57100911670102,33.4126174504206,3.02823002581349e-06,8.07150998326166e-05
"Disp2",4.87343327571767,1.43298725825222,33.2934632180926,3.11511876240909e-06,8.29311340322217e-05
"Nipsnap1",2.53927123000624,2.20932185223344,33.170082470112,3.20791029313963e-06,8.52987973739519e-05
"Mif4gd",-2.59098819892406,4.49554812310101,33.0965195948982,3.26464035948567e-06,8.67030476265325e-05
"Gm42423",1.23526443011603,0.188001255379185,32.9646482691759,3.36904400910283e-06,8.93685379057336e-05
"1110002E22Rik",1.0396059104533,0.203775493959889,32.9214627231738,3.40400714763603e-06,9.01878444636549e-05
"Socs2",2.28730293209764,0.951758175888961,32.8007292529486,3.50383148543836e-06,9.26266249629698e-05
"Cbln2",4.01704289513787,1.20193084629633,32.8000175985929,3.50442910518491e-06,9.26266249629698e-05
"Add2",3.23979105324361,0.902577016247106,32.781339544813,3.52015331105209e-06,9.293120727972e-05
"Sult4a1",4.12203728372496,1.60377241676334,32.7266062022247,3.56666757970683e-06,9.40469450129371e-05
"Snx16",2.09401373051268,1.23084976464073,32.6403018986246,3.64135449083691e-06,9.59020064295059e-05
"Spx",1.64657654151475,0.42318467345653,32.6315578493451,3.64901443841559e-06,9.59894725577504e-05
"Glb1l2",1.51462633660986,0.347136048177262,32.6011636415764,3.6757748701357e-06,9.65785836722234e-05
"Epm2a",1.24278896321821,0.739168229276349,32.5822391235126,3.69254299791941e-06,9.68911894624153e-05
"Wrap73",1.97548665996011,2.97602244004929,32.5778632056935,3.69643194441434e-06,9.68911894624153e-05
"Gm14532",1.10538433707742,0.394166140046887,32.5705903249164,3.70290517518783e-06,9.69460014090892e-05
"Gm14760",1.71555359140414,0.727467396508849,32.5332961527419,3.73629018472852e-06,9.77044299725166e-05
"Gm43461",3.59131021818945,2.89011454003193,32.4221602940786,3.83770294919107e-06,0.000100237901233712
"Scn2a",2.69755074835616,0.681956706554027,32.4124387067125,3.84671320418589e-06,0.00010035475968892
"Gng3",3.12373944886108,0.857724709130334,32.3764487593476,3.88026747725284e-06,0.00010111090388606
"Zfp711",3.31908583344523,0.997814613047406,32.3189927243938,3.93448652496002e-06,0.000102403112225518
"Paqr9",4.46869150187012,1.11997268110352,32.309663489116,3.94336647925365e-06,0.00010251362705115
"Unkl",1.89799705314646,1.44178120098839,32.2111476922805,4.03845920629759e-06,0.000104862480071504
"Gm9299",1.34824124525522,0.339602043683882,32.1956880018732,4.0536033634081e-06,0.000105132317946867
"Trim67",3.31964630164569,0.704312245323613,32.174420085588,4.07453668313572e-06,0.000105551493022262
"Kantr",2.46266864676179,1.70885798455955,32.167001034174,4.08186623116052e-06,0.00010561769196721
"Slc39a1",-2.01744214589585,6.23109893157879,32.1600038763106,4.08879191735708e-06,0.000105673298583751
"Ctif",1.48806409607514,0.922456568868411,32.1436406583631,4.1050371776338e-06,0.000105969355286806
"Gm26901",1.1183832921709,0.422350563243814,32.1240421791092,4.12458542035043e-06,0.000106349887242905
"Tmem131l",2.04012838149984,1.85138730539131,32.0980556838351,4.1506592048225e-06,0.000106897594398473
"Kcnj3",1.41277178314247,0.33318310706787,31.9599079226373,4.29226745090041e-06,0.000110416084670081
"Thsd7a",1.79396041939654,0.427283521396322,31.9493427499939,4.30330828201812e-06,0.000110571532082563
"Faxc",2.72411125949895,0.868814004492761,31.8365005329333,4.42314684098048e-06,0.000113518883483772
"Ly6h",4.81804477695787,1.67672171307738,31.8226733307987,4.43807541914544e-06,0.000113770037656726
"Ache",5.7176978965774,3.12719337314061,31.7874685880403,4.47632849823539e-06,0.000114580895994147
"Hs6st2",1.10301186527432,0.22685952792053,31.7840472544996,4.48006486619974e-06,0.000114580895994147
"Smc1b",1.26435328389672,0.330531954050395,31.7377218473955,4.53098607195867e-06,0.000115749428256284
"Asb14",1.83882657830509,0.682491721039436,31.6358717820918,4.64513337812598e-06,0.000118528587917279
"Actn2",0.961519264075033,0.30362314723537,31.6142618268694,4.66974634904855e-06,0.000119019353087559
"Shtn1",2.92773622927627,0.911742820196337,31.5922901432017,4.69491459963386e-06,0.000119523125072152
"Pcp4",1.76640772384903,0.364923036499661,31.5584715008922,4.73393773919233e-06,0.00012037805126914
"Rgs17",2.10955176347233,0.572927027214759,31.539489786583,4.75599274351972e-06,0.000120800031532591
"Gm4890",1.37420738698535,0.796908765811869,31.5295702647453,4.76756208057243e-06,0.000120955018243697
"Baiap2l2",1.27237117654717,0.379128752671612,31.5022111056477,4.79962813709464e-06,0.000121629064463854
"Atp2b2",1.99898798716886,0.602153723931302,31.4384418353424,4.87526861539241e-06,0.000123404539563302
"A730020E08Rik",2.51048088361679,0.704358708956738,31.4020666868104,4.91898642159106e-06,0.000124368841834125
"Opn3",1.1902472061111,0.739044452806835,31.3695238331461,4.95845435336815e-06,0.000125223613766625
"Col23a1",1.33184305680329,0.408535182060172,31.3284274477485,5.00878134166405e-06,0.000126350364448841
"Tex15",1.69151480033858,0.448755832073685,31.2878852948321,5.05896612645575e-06,0.0001274709653936
"Dcaf5",1.38333629501417,2.25358610352416,31.2160253278603,5.14924570340808e-06,0.000129598137311146
"AI593442",4.5310712050464,1.97724861797096,31.1302964516038,5.25921254938549e-06,0.000132215408215972
"Lyrm9",2.47892411851621,2.15799121302762,31.0936371512157,5.30700196486945e-06,0.000133265385322142
"Ccdc120",3.10257597199952,0.939503973730604,31.0782856543889,5.32715232237981e-06,0.000133601260323772
"Ankrd34a",3.30875436535343,1.2790217189542,31.0742557866068,5.33245549274018e-06,0.000133601260323772
"Prcd",0.902720673262446,0.261487808384048,30.9707583162967,5.47061081486407e-06,0.000136907605268369
"Rspo3",1.0450928698625,0.22937045737486,30.9636054333814,5.48029958825234e-06,0.000136995104848482
"Fndc3b",2.6076436680078,1.64246434348213,30.9438118487101,5.50720647234481e-06,0.000137512334974813
"Cabp4",2.29632178288474,0.821561560351839,30.9096860867146,5.55392903064018e-06,0.000138522629024637
"Rtn4rl2",1.18740288755188,0.269242955816224,30.8975909776245,5.57059056066884e-06,0.00013878172857396
"Tm4sf5",1.39151796475208,0.333972432134515,30.8671930066317,5.61270191515113e-06,0.000139673570831146
"Gtdc1",1.22863237373765,0.952853360242568,30.8614903554631,5.62063991459144e-06,0.000139713951494951
"Samd15",1.17132946087366,0.580096156616907,30.76241511733,5.76048781096288e-06,0.000143029485793414
"Nptxr",4.3160926238134,2.15576772831489,30.7287963256726,5.80878506889402e-06,0.00014406698663581
"Chgb",4.72815382139288,1.84464139030102,30.7046259568797,5.84377654986756e-06,0.000144772529241568
"Ccdc30",1.17084101509942,0.377702464576023,30.652381510545,5.92018483952321e-06,0.000146501397320774
"Fscn2",2.04329133688891,0.869726577959446,30.6285552247389,5.95538585457697e-06,0.000147207822637772
"Nsg1",4.63454286509531,2.12700178140565,30.5567372639511,6.06285317705633e-06,0.000149696987540198
"Polr2c",1.61637043570888,2.58217449492898,30.5227440769803,6.11444277834103e-06,0.000150802472224346
"Jazf1",1.39323017317101,0.430056516781845,30.5175913544082,6.12230374067978e-06,0.000150828202288484
"Rxfp3",1.69753182370784,0.31706732148804,30.4595500590287,6.21160286482552e-06,0.000152857942356546
"Gm2541",1.1300247628465,2.80222872457085,30.4306901180433,6.25652366336429e-06,0.000153792303338454
"Dbn1",3.84441430388816,2.60093422067147,30.391939523851,6.31738751785486e-06,0.000155116053337961
"Gpr61",3.38137948662021,0.865927435631523,30.3315944406383,6.41343536631608e-06,0.000157299812205112
"A330023F24Rik",1.78862790328416,0.793627603140366,30.3145774049137,6.44080233031686e-06,0.000157796090757032
"Tmem74b",2.6521496038908,0.624638863144129,30.2757504421277,6.50371371632878e-06,0.000159082075087743
"Gdap1",4.275785288589,1.46500829361016,30.2733195856004,6.50767427357985e-06,0.000159082075087743
"Kcnh4",2.19651244964257,0.709301980607202,30.2658918460637,6.51979219374063e-06,0.000159202387088437
"Gm2974",1.10082712768723,0.197519783493636,30.2010686957533,6.62657919048324e-06,0.000161631545127961
"Rims4",2.52072479001095,0.729227341746754,30.1572526858461,6.69982030257137e-06,0.000163238022636329
"Msantd1",2.16104475974629,0.835218642498292,30.1165874909251,6.76857094342976e-06,0.000164499082012542
"Nbea",2.05909205746018,0.806024184888986,30.1160607182684,6.76946647525449e-06,0.000164499082012542
"Gm16099",2.46282598967536,0.463217841727496,30.1124866997855,6.77554578409829e-06,0.000164499082012542
"Hcn3",3.85502304262591,1.26361281419954,30.1090946825151,6.78132092371915e-06,0.000164499082012542
"Vmn1r-ps110",1.04708836122286,0.105242726196746,30.049449699644,6.88373689728492e-06,0.000166800560108033
"Gm10419",2.98595343878551,1.16163252765116,30.0442004711231,6.89282931624477e-06,0.000166838143285868
"Cacna1i",1.29449110889132,0.325019524833052,30.0277954204409,6.92132825879303e-06,0.000167344857999211
"Gm48623",1.71134935555879,0.511648704078102,29.8225579368129,7.2887358026655e-06,0.000176035701050621
"Slc1a6",2.70841714601138,0.638384344335458,29.8088723340647,7.31396735030708e-06,0.000176452453316078
"Fam117b",1.58572685893282,2.28388413826855,29.7840484997694,7.35997308872626e-06,0.0001773689375184
"Ppp1r1b",1.47847079211013,0.494455419070473,29.7394673330629,7.44337505988779e-06,0.000179183663166374
"Npepl1",-2.26719412053844,5.342332717764,29.674214341277,7.56728042626585e-06,0.00018196841833726
