"","logFC","logCPM","LR","PValue","adj.P.Val","Contrast","FC"
"Ly6a",6.70438059302389,5.81623237399952,201.300368497975,1.08659291550604e-45,2.40386950697402e-41,"endoBYo",104.284475417185
"AU021092",8.58308308925567,4.41059517277188,187.625690784259,1.04859600480942e-42,1.15990447071994e-38,"endoBYo",383.500085528947
"Foxq1",6.90298177651362,3.7350244745289,167.736880253198,2.30926294606659e-38,1.70292747186104e-34,"endoBYo",119.675313616949
"Tmem252",7.96610442060085,4.63462330356137,164.190046912039,1.37481737401796e-37,7.60377119134983e-34,"endoBYo",250.055481486317
"Adgrl4",8.00730168989884,3.02701655078495,163.393822704919,2.0520407715841e-37,9.07945959795099e-34,"endoBYo",257.298937599833
"Pecam1",6.46998308755017,3.25885680150969,161.6796265217,4.86050924986886e-37,1.79215076891415e-33,"endoBYo",88.6459667725694
"Fgfbp1",7.87493320568161,3.18217256086568,157.192138093622,4.64692175019945e-36,1.46862642685232e-32,"endoBYo",234.742166647082
"Tie1",7.58302927156477,4.86695081733305,153.01460485368,3.80260344872794e-35,1.0515624512026e-31,"endoBYo",191.742889934691
"Cdh5",7.00406533065881,3.39674850071281,151.618422854423,7.67756044824139e-35,1.88722966440494e-31,"endoBYo",128.36119634159
"Kdr",7.41663087746367,4.41987842607485,150.48437386222,1.35858943935698e-34,3.00560741668945e-31,"endoBYo",170.855262843052
"Slco1a4",7.7221510683439,3.13926509237935,149.865992607601,1.85460165555364e-34,3.72994112961937e-31,"endoBYo",211.153897759525
"Ushbp1",7.13754227653431,3.20868294193095,147.264094199421,6.87067265742124e-34,1.26666576000108e-30,"endoBYo",140.803782133555
"Slc22a8",7.04114077867338,4.3167970541325,142.648543013414,7.01577967316355e-33,1.19392379776459e-29,"endoBYo",131.702669574713
"Madcam1",7.87590876322472,3.08996579302527,141.11338049223,1.51967181578932e-32,2.40140711290765e-29,"endoBYo",234.900954145
"Apold1",7.92302380445084,7.53815974114702,139.445869817059,3.5187698798414e-32,5.18971640344876e-29,"endoBYo",242.698907568954
"Adgrf5",7.20211489521025,2.96448453289309,138.479482471582,5.72437837303417e-32,7.91502642166468e-29,"endoBYo",147.249088694963
"Igfbp7",6.10581052111838,3.11866029971244,137.702125277643,8.46709828572027e-32,1.10186832573523e-28,"endoBYo",68.8703221876885
"Stap2",6.28154507220779,3.15582673913356,135.384471447123,2.7204485465592e-31,3.34358239975162e-28,"endoBYo",77.7917400372555
"Pcdh12",7.77501656721392,2.75886950621495,134.507360985719,4.23149518488197e-31,4.92701936711283e-28,"endoBYo",219.03484185077
"Flt1",7.54934272439736,3.19876624846365,133.046920569324,8.83000368430443e-31,9.76730857539334e-28,"endoBYo",187.317609846034
"Sox17",7.41501564335155,3.69804723702362,131.690362293093,1.74874613524142e-30,1.84226241666409e-27,"endoBYo",170.664081193023
"Tdrp",5.74733606633648,3.18003811025951,128.253238771331,9.87975835054325e-30,9.93499518132128e-27,"endoBYo",53.7180885934931
"Abcb1a",7.27279301357617,2.53519195511108,127.969048726411,1.14007090873959e-29,1.09659950930635e-26,"endoBYo",154.642495485452
"Tm4sf1",6.93536654968042,3.56693238747573,124.744765615562,5.78805853642594e-29,5.33538412505629e-26,"endoBYo",122.392093213251
"Lsr",6.40416146806105,3.19916509331578,124.121782657026,7.92286577010063e-29,7.01110237727745e-26,"endoBYo",84.6924504985656
"Ocln",6.98470543654941,2.48130691601595,120.877344772637,4.06503495303993e-28,3.4588757025424e-25,"endoBYo",126.650190473924
"Robo4",6.88199909845955,3.85571479034648,120.68559682716,4.47755645728962e-28,3.66877709276364e-25,"endoBYo",117.947342128091
"Hrct1",6.18578769618463,2.94610962247756,118.889433516898,1.10732943113173e-27,8.7490889303312e-25,"endoBYo",72.7960212938973
"Mmrn2",6.77966714427282,2.59637388652675,118.654215899452,1.24674256616412e-27,9.51092613491338e-25,"endoBYo",109.871023715727
"Sema3g",6.54814917369803,2.5816545129463,117.6507329061,2.06773388483579e-27,1.52481589114074e-24,"endoBYo",93.581352446336
"Adcy4",6.58176162740064,2.7305684601576,117.034259402017,2.82151467923344e-27,2.01356029834456e-24,"endoBYo",95.787243180059
"Egfl7",7.10323596342227,2.54602397848012,113.715561509207,1.50408049273192e-26,1.03983664814713e-23,"endoBYo",137.495058860118
"Ackr2",6.62443835226417,2.32130944621479,111.304331290187,5.07501937229023e-26,3.4022622294902e-23,"endoBYo",98.6630753649278
"She",6.54501733493844,2.62484358648424,104.19488537257,1.83363316027175e-24,1.19310195307918e-21,"endoBYo",93.3784240283708
"Wfdc1",6.68861547590621,2.53878636254832,103.330177625164,2.83698904732925e-24,1.79322024840186e-21,"endoBYo",103.15110571789
"Serpinb6b",6.58875096717435,2.43083664323859,103.143444387663,3.11739456902857e-24,1.91572555696164e-21,"endoBYo",96.2524239078055
"Gja4",6.23465271246577,3.70981279943135,102.852764344365,3.61005330353382e-24,2.15851916848861e-21,"endoBYo",75.3039017412322
