"","logFC","logCPM","LR","PValue","adj.P.Val","Contrast","FC"
"Chil3",9.97240560852196,6.34146588366419,79.7523575185495,4.24403891280847e-19,4.69454364340309e-15,"monocytesBYo",1004.60010008955
"Plbd1",8.79793373586176,5.42257196414552,77.1066441493516,1.61971513521734e-18,8.93480746950484e-15,"monocytesBYo",445.083971233471
"Emb",7.76930048444282,4.05732081510616,76.6711210423184,2.01934806977011e-18,8.93480746950484e-15,"monocytesBYo",218.168723777002
"AI839979",9.66517661956456,5.35917557767988,74.8800150394331,5.00207880117163e-18,1.844349821972e-14,"monocytesBYo",811.910346592068
"Gm21188",9.36314506185312,5.16236958886547,74.0162651103659,7.74760164287711e-18,2.44857415921958e-14,"monocytesBYo",658.548124684216
"Clec12a",8.0822304282759,4.06597767499593,71.3654098048605,2.96830547497316e-17,7.86653922429292e-14,"monocytesBYo",271.01528838554
"Itgal",9.48694317946677,4.91513974011009,68.5145253121953,1.25946484917124e-16,2.5330128052923e-13,"monocytesBYo",717.553792522136
"Plac8",7.28560382295262,6.08161786506097,67.8148849861426,1.79588603009512e-16,3.31086555364952e-13,"monocytesBYo",156.021801167092
"Ppbp",12.0099897188621,8.49129138756856,67.4026775316068,2.21348139871872e-16,3.76683453721955e-13,"monocytesBYo",4124.46054061229
"Gpr141",8.83543833488249,4.13636001301844,65.7886354689964,5.01968456612335e-16,6.94065510352169e-13,"monocytesBYo",456.806172548621
"Gm36161",10.3161127505508,4.89872941019505,65.66654996312,5.34046245252545e-16,6.9498265198365e-13,"monocytesBYo",1274.85084620755
"Gp5",9.33408182850124,5.74496557637546,65.3201122139692,6.36682396588095e-16,7.82518036651023e-13,"monocytesBYo",645.414342834253
"Ms4a4c",7.0079199293385,4.97623984581505,65.0745038395268,7.21191651760882e-16,8.28363105840867e-13,"monocytesBYo",128.704610889921
"Art2a-ps",7.92956094010995,4.29408442552191,65.0002899571991,7.48870502048427e-16,8.28363105840867e-13,"monocytesBYo",243.801119451303
"Cd177",11.0347810758941,6.02610347092196,64.8358981339932,8.140256133273e-16,8.57556602078089e-13,"monocytesBYo",2097.9739889391
"Lilra6",8.97630283979173,4.98000769047834,64.7256964745912,8.60848731095223e-16,8.65661658091801e-13,"monocytesBYo",503.65877510249
"Arhgef37",8.3316015521149,4.21721295122639,63.027927994668,2.03796356331803e-15,1.87857782963687e-12,"monocytesBYo",322.152850979762
"Sirpb1c",8.69565865634691,3.55951185667986,62.5839720834238,2.55322907808377e-15,2.17250334209412e-12,"monocytesBYo",414.623666357237
"Ltb4r1",7.744120360526,5.96879430535354,62.4674234024947,2.70888615240659e-15,2.21958104998856e-12,"monocytesBYo",214.393946419737
"I830127L07Rik",11.7453302419189,6.20268176160507,62.0126845810326,3.41252038277163e-15,2.69625672957346e-12,"monocytesBYo",3433.18109028685
"Mefv",8.36365818125801,4.36213300415472,61.6645380064801,4.0724913677348e-15,3.09867728692867e-12,"monocytesBYo",329.391195177469
"Clec2i",7.29271330248315,4.99274665947417,59.8700816996018,1.01330146129174e-14,7.00539632129913e-12,"monocytesBYo",156.79256100931
"Alox12",8.09684473750246,5.09833266043522,58.614209224809,1.91826083749517e-14,1.2859904396335e-11,"monocytesBYo",273.774589356872
"Cd244",7.29788905019856,4.03135805543248,58.2717865877062,2.28294715086075e-14,1.46044642216627e-11,"monocytesBYo",157.356073146504
"Itga2b",8.65307124665429,5.00544297015364,58.2481687035475,2.31051958485827e-14,1.46044642216627e-11,"monocytesBYo",402.563133430837
"Ifitm6",12.1863752309991,8.77548388973158,55.801263164734,8.01800079800837e-14,4.79411436903619e-11,"monocytesBYo",4660.84309585502
"Gm9733",7.93095758152686,3.35429691714888,55.1694139650663,1.10576085982985e-13,6.43756513210944e-11,"monocytesBYo",244.037252245189
"Hp",11.7595504788968,8.33052829000363,54.8323321176168,1.31263485624081e-13,7.44600536528599e-11,"monocytesBYo",3467.18830972233
"Tubb1",8.93670020328024,6.83275593114199,54.5572887634328,1.509816283817e-13,8.14674771875209e-11,"monocytesBYo",490.021148027526
"Gm5150",8.32866740773908,3.36623845698721,54.336747143945,1.68913357381625e-13,8.69039582640395e-11,"monocytesBYo",321.498324287911
"Cd209a",6.27305709048285,4.90170194857031,53.6860388257195,2.35228907209221e-13,1.15643758093102e-10,"monocytesBYo",77.335402241235
"Ccr2",7.22803918817267,7.47085345092675,53.0322537584123,3.28116043126548e-13,1.57802417871492e-10,"monocytesBYo",149.918975415525
"Gsr",5.31088269718011,5.5992029987617,52.1263507827673,5.2041855453669e-13,2.39509511942556e-10,"monocytesBYo",39.6949258759252
"Klra2",8.32705309144104,4.14754352471808,52.1081979781622,5.25251836851367e-13,2.39509511942556e-10,"monocytesBYo",321.13878210577
"Slfn4",10.2598818356418,5.13951739769886,52.0887230455079,5.30487098729161e-13,2.39509511942556e-10,"monocytesBYo",1226.1177638838
"Sell",10.589427683393,5.53141550506384,51.8933216225332,5.85993888025689e-13,2.54194956564555e-10,"monocytesBYo",1540.76132862932
"Gdf3",6.89330494781949,3.14750989016419,51.7371355947036,6.3451204978416e-13,2.69948270718749e-10,"monocytesBYo",118.875281550474
"Stx11",7.39708508226491,4.52903154789232,51.5825833697677,6.86478747678533e-13,2.86546591224381e-10,"monocytesBYo",168.556106247959
"Gm1966",6.30602659749312,6.32060932417919,51.4604238877432,7.30550551453323e-13,2.93853997269125e-10,"monocytesBYo",79.1230753967218
"Treml4",6.48733826108298,5.16205445159586,51.228247491986,8.22268564938191e-13,3.24840133252278e-10,"monocytesBYo",89.718790165926
"B3gnt8",5.84175217731901,3.15074266535921,51.1857448359359,8.40266059561482e-13,3.26126421678573e-10,"monocytesBYo",57.3512162723825
"Slfn1",10.9969704147226,6.31144889776969,51.1274914422377,8.6557522752348e-13,3.3015725445693e-10,"monocytesBYo",2043.70381794496
"Oas2",7.38785146947386,4.4372181782321,51.013339062015,9.17404116719232e-13,3.43995445325077e-10,"monocytesBYo",167.480749526682
"Cyp4f18",7.79883339108604,4.82100388819314,50.8758871252856,9.83949593557099e-13,3.57034482407806e-10,"monocytesBYo",222.680804627295
"F13a1",6.40961476208927,3.3711816472618,50.8748786954703,9.84455246886776e-13,3.57034482407806e-10,"monocytesBYo",85.0131882908351
"F630028O10Rik",6.38124264011345,4.18329897407196,50.826140522467,1.00920637367281e-12,3.60107622657478e-10,"monocytesBYo",83.3576464852035
"Dpep2",7.20147545558229,3.17451201800721,50.4867456801558,1.19972316283384e-12,4.14133686959944e-10,"monocytesBYo",147.183838564808
"Pstpip1",6.25417138344104,3.23549717745704,50.4590501368372,1.21677392995509e-12,4.14133686959944e-10,"monocytesBYo",76.3296347893385
"Cytip",6.83611755899141,4.56524799420098,50.1147187680142,1.45015158587354e-12,4.86086417186065e-10,"monocytesBYo",114.25532214224
"Gm38244",7.12902100387599,3.35963727784239,48.9738311405243,2.59400339455721e-12,8.43928486732193e-10,"monocytesBYo",139.974576401902
"Adgre4",5.74219249049737,3.54755627451454,48.8182122837268,2.80820044414865e-12,8.87511691798578e-10,"monocytesBYo",53.5269109057811
"Sirpb1b",7.76510821165132,3.11700607967317,48.4875545118911,3.32391640328307e-12,1.03570426182861e-09,"monocytesBYo",217.535675779223
"Stap1",6.39414738420189,2.84651111449002,48.4018206941233,3.47245645282411e-12,1.05234457679216e-09,"monocytesBYo",84.1066159417552
"Ly6i",6.74217755521937,3.80465833632246,47.6016446499231,5.22246513213143e-12,1.56130535294789e-09,"monocytesBYo",107.052713559112
"Atp8b4",7.02115874531307,2.69408537030675,47.4228930211076,5.7210624231656e-12,1.66535610510122e-09,"monocytesBYo",129.891097595707
"Mpl",8.81390844443653,3.88278364708984,47.3584165541679,5.91237108521564e-12,1.69869331841851e-09,"monocytesBYo",450.039694095225
"Gp1ba",5.56503163259864,4.95326320238088,46.4815990504483,9.24828618475958e-12,2.52592389216588e-09,"monocytesBYo",47.3414382951636
"Sirpb1a",7.35621059015199,2.65800140578206,46.3723335351625,9.77865356545377e-12,2.63820918083578e-09,"monocytesBYo",163.847584053533
"Gm27926",8.44230959528833,3.20688791060174,46.3321054216846,9.98149447096210e-12,2.66048918290475e-09,"monocytesBYo",347.847127125194
"Mndal",7.02296591603913,2.65844756272601,46.060321303336,1.14667450285782e-11,2.94975349147948e-09,"monocytesBYo",130.053905717186
"Sp100",4.69897696255096,4.46140632935112,46.035189695488,1.1614787400186e-11,2.95349358223351e-09,"monocytesBYo",25.9736518317839
"A530064D06Rik",7.30648100205549,3.42894870588866,45.5445325375637,1.49207594387585e-11,3.62297807518826e-09,"monocytesBYo",158.296001313767
"Dna2",5.25044243546568,3.80767384316166,45.4896474883025,1.53447738458779e-11,3.62297807518826e-09,"monocytesBYo",38.0662997926181
"Gm15448",7.84500397741608,2.86479667385074,45.4833829291925,1.53939311606788e-11,3.62297807518826e-09,"monocytesBYo",229.9225213388
"Gm20559",5.30086025331403,4.29038534733509,45.4211273800977,1.5891092036319e-11,3.66827007830512e-09,"monocytesBYo",39.4201197345815
"Ldlrad3",6.27873289204328,2.90967371745196,45.4178136714562,1.59180006110063e-11,3.66827007830512e-09,"monocytesBYo",77.6402518108399
"Ifi213",5.71210980282794,3.36899641581655,45.3696510128271,1.63142875955058e-11,3.72083489149871e-09,"monocytesBYo",52.4223383502411
"Pira2",7.26409146525834,3.06008752409079,45.1076886993142,1.86491764234269e-11,4.16743161631791e-09,"monocytesBYo",153.712583615751
"Spn",8.58428873058216,4.51610357506834,44.8871069854257,2.08727693454798e-11,4.6176827623005e-09,"monocytesBYo",383.820705471572
"Trem3",7.6944862001071,3.60461648995595,44.8325918624798,2.14620466133577e-11,4.70103819036943e-09,"monocytesBYo",207.143422457684
"Mfsd2b",6.87683658495827,3.71929103478918,44.6481780067414,2.35816936845048e-11,5.0650272755563e-09,"monocytesBYo",117.526035767093
"Iqgap2",6.1316658251542,2.44712568062086,44.4917453194937,2.55431925933372e-11,5.43357740136921e-09,"monocytesBYo",70.1157101046724
"Ahr",6.37675934406812,3.03357904630007,44.0233062701481,3.24489062016795e-11,6.64986641443531e-09,"monocytesBYo",83.0990076746457
"Plec",6.3309602961109,3.60526065660611,43.9021082514056,3.45216821505876e-11,7.00663462584817e-09,"monocytesBYo",80.5024226889227
"Gm13373",7.06761403493919,2.46514445712425,43.8574642333,3.53181642418288e-11,7.10312497747252e-09,"monocytesBYo",134.14170505531
"Zbp1",6.37926111006295,4.56517211126162,43.6406506643856,3.94557570375717e-11,7.79356886555535e-09,"monocytesBYo",83.2432340175985
"Gm14548",7.9520749409897,2.96955854087873,43.5033677028974,4.23230405651179e-11,8.28595244621329e-09,"monocytesBYo",247.635603512108
"Mx1",4.58084497953502,4.36667145799456,43.1711359106469,5.01551539595776e-11,9.51384703339627e-09,"monocytesBYo",23.9316004973427
"Ace",7.12287528650277,2.60644688358677,43.1649078005003,5.03150613798926e-11,9.51384703339627e-09,"monocytesBYo",139.379568802034
"Arhgap15",6.06527514700839,2.80757690672699,43.0051242436385,5.45966772899858e-11,1.01602287891638e-08,"monocytesBYo",66.9622057849717
"Clec2g",6.43248141678205,2.37258969746959,43.0031411531724,5.46520465538351e-11,1.01602287891638e-08,"monocytesBYo",86.3713788868549
"Ptgir",11.0505590050746,5.82022467072748,42.9326456280277,5.66572740471968e-11,1.03589163119515e-08,"monocytesBYo",2121.04425176294
"Mpig6b",6.31028767071767,3.95818394616419,42.8452864714978,5.92446602330948e-11,1.07431935929242e-08,"monocytesBYo",79.3571148802447
"Arsi",7.77360456283436,2.75958114312392,42.6807533201925,6.44432542333538e-11,1.15908789707682e-08,"monocytesBYo",218.820571442156
"Nxpe1-ps",6.07396405545704,2.55176220010089,41.9991158958362,9.13146945072991e-11,1.58760784986452e-08,"monocytesBYo",67.3667154483045
"Cxcr2",7.95905715983718,5.45244139821681,41.9875510529644,9.18563507583321e-11,1.58760784986452e-08,"monocytesBYo",248.836991694319
"Btla",6.22537035912985,2.45708938970496,41.7030164666106,1.06244942029712e-10,1.80804373271025e-08,"monocytesBYo",74.8209489819199
"Mmp8",10.3925000384661,5.60722709498467,41.1866861534372,1.38361789939792e-10,2.33662433499085e-08,"monocytesBYo",1344.17013368108
"Hpse",7.43839088980393,3.85694227315164,41.0510261779762,1.48306281189494e-10,2.46690214943998e-08,"monocytesBYo",173.451786501639
"Tlr8",6.14891495916356,2.71886573452251,40.9867227207293,1.53266910294885e-10,2.53039093765205e-08,"monocytesBYo",70.9590583277198
"Clec1b",4.73498710749229,4.10630462443144,40.6600916203341,1.81149286611656e-10,2.90403309254324e-08,"monocytesBYo",26.6301215321445
"Ly6c2",13.2377581718908,8.32960722212114,40.5740095566984,1.89308030614138e-10,3.01299392897595e-08,"monocytesBYo",9659.6698903443
"Grk5",5.60746099481882,2.58124933955947,40.5558523532559,1.91075379890338e-10,3.01940044950996e-08,"monocytesBYo",48.7544160342173
"Gapt",6.90353582715072,4.34005419568005,39.8734422582737,2.70962509532304e-10,4.07789360434229e-08,"monocytesBYo",119.721282387599
"Fgr",7.30620839531643,6.04473144686091,39.8292915963032,2.77157213757265e-10,4.12511692241632e-08,"monocytesBYo",158.266093066508
"A430078G23Rik",5.7668797086408,2.54015399538539,39.8114943668828,2.79694226986596e-10,4.12511692241632e-08,"monocytesBYo",54.4507384174521
"Rem1",6.6319323746443,2.29179362356568,39.3821394100484,3.48469797204579e-10,5.07184034444533e-08,"monocytesBYo",99.1769102031306
"Stxbp6",6.16867189471156,2.52464262558202,39.3042618941041,3.62648899152557e-10,5.24371346140655e-08,"monocytesBYo",71.9374888595144
"Plp2",8.53497928722517,5.03697299189124,39.1217656831991,3.98180083830542e-10,5.72008960687214e-08,"monocytesBYo",370.923866173326
"E2f2",4.26890531178017,3.53562885292455,38.4798053219009,5.53231920571099e-10,7.84560883256053e-08,"monocytesBYo",19.2782917087295
"Ifi209",4.81839347331344,5.38678574911123,38.2613203535212,6.18770694742617e-10,8.66396460746261e-08,"monocytesBYo",28.2150592356079
"Ms4a4b",6.61637262015053,2.50496341063697,37.6730814344046,8.36509816884973e-10,1.14977447456018e-07,"monocytesBYo",98.1130148700871
"Oasl2",5.50676743634952,5.36918221780744,37.6725268265199,8.36747685233415e-10,1.14977447456018e-07,"monocytesBYo",45.467615373289
"Oas3",7.35851366899959,2.95250227682751,37.6178114173428,8.6055085382218e-10,1.17518311969803e-07,"monocytesBYo",164.109354735083
"Pdlim1",7.83220513998337,3.59836349794906,37.0812833146973,1.13306097785735e-09,1.51004265139387e-07,"monocytesBYo",227.891789844128
"Ifi205",6.28814328194838,2.40082183474782,36.8346986334739,1.28581291720625e-09,1.67329642160905e-07,"monocytesBYo",78.1483377649891
"Mcub",6.02208594652722,3.05448637282117,36.3100687287332,1.68292170842046e-09,2.11541346337419e-07,"monocytesBYo",64.9873018673984
"Tbc1d10c",5.4685141405855,4.54870478426146,36.2068179168024,1.77448660989437e-09,2.20939309175449e-07,"monocytesBYo",44.2778768496369
"Dock5",6.178108943766,2.18892317857112,35.6352439683894,2.37943439268522e-09,2.78519719943784e-07,"monocytesBYo",72.409593358374
"Ifit1bl1",6.02220660794394,2.95639872310196,35.5800359827654,2.44783409160024e-09,2.85018071623537e-07,"monocytesBYo",64.9927373805274
"Cers6",4.28804315057572,3.24841519613599,35.5077201273673,2.54041707709125e-09,2.94249460714605e-07,"monocytesBYo",19.5357285017449
"Retnlg",10.0469738839604,8.19972703709554,35.4156205019032,2.66342273717385e-09,3.04273144282045e-07,"monocytesBYo",1057.88998261652
"Gp6",7.54566639266004,2.68222039573993,35.4069912351687,2.67524895780041e-09,3.04273144282045e-07,"monocytesBYo",186.840887470496
"Treml1",4.75497653452344,3.92231448896954,35.402102743442,2.6819718453645e-09,3.04273144282045e-07,"monocytesBYo",27.0016662897059
"Ms4a4a",5.69052966397252,4.90125778640792,35.1579164891539,3.0402297929134e-09,3.4141626248032e-07,"monocytesBYo",51.6440294454966
"Map4k1",4.46254381824857,3.67365726870331,35.1364683247242,3.07389964612734e-09,3.43453948844824e-07,"monocytesBYo",22.0475098985362
"Dgkg",5.41259725469963,2.0488809698709,34.9324164432011,3.41350155320521e-09,3.77584474307794e-07,"monocytesBYo",42.5945591911726
"Bex6",8.01958119696852,2.91046241695686,34.8770253646592,3.51200664306281e-09,3.84634272101379e-07,"monocytesBYo",259.498285578519
"C3",8.60352281913204,5.201034386127,34.7842328714218,3.68344520763827e-09,3.99455187885203e-07,"monocytesBYo",388.972086885142
"Cd300e",6.93815389063756,3.05990347581951,34.6800018680522,3.88603147110228e-09,4.19369142610711e-07,"monocytesBYo",122.628787908078
"Rara",6.83232909292434,3.13157852258961,34.6667576226496,3.91255988544625e-09,4.20182341484113e-07,"monocytesBYo",113.955685304058
"Mmp9",9.66367377690158,5.55508897840977,34.6189270941215,4.00988430515909e-09,4.28553963686157e-07,"monocytesBYo",811.065027122984
"Igkv12-44",8.31047961615763,3.10568952391057,34.5896409448741,4.0706679470057e-09,4.30887019098599e-07,"monocytesBYo",317.470695057222
"Mcemp1",8.82270441810828,7.20314899832576,34.3026408980125,4.71741196397270e-09,4.89968567506892e-07,"monocytesBYo",452.791924581683
"Lgals3",7.32132154180377,6.76649819375973,34.0251269954347,5.44049418821661e-09,5.58678868360676e-07,"monocytesBYo",159.932745249406
"Gm17944",4.27327704280883,3.94724536633497,33.8409189318677,5.98076071035035e-09,6.09734420253829e-07,"monocytesBYo",19.3367984110087
"Gm6637",8.00383030568702,2.89805813037996,33.6703367828356,6.52887215603827e-09,6.56537448672885e-07,"monocytesBYo",256.68057424126
"Pilrb1",10.0925077694517,5.85116548333832,33.5825249418558,6.83036230523984e-09,6.83747082709597e-07,"monocytesBYo",1091.81126287819
