"","astroBYo","AveExpr","F","P.Value","adj.P.Val"
"Pgap1",0.768160291308161,2.12217687084399,0.769048103338502,0.387750554691599,0.695581648389588
"Zfyve9",0.559519302397583,1.65666276954352,0.768988298503577,0.387768768683668,0.695581648389588
"Ccdc115",-0.32078287469307,6.44612541712185,0.768439415172068,0.387935993781468,0.695825197861799
"Psmd10",-0.291872231716636,4.1895574536431,0.767826389612598,0.388122886039273,0.696103981179314
"Micu1",-0.280520903747441,2.26868056276231,0.767627156222313,0.388183654545607,0.696156532872282
"Grem2",-0.550421109084061,0.310003807325309,0.767307270194529,0.388281252775716,0.696275119977074
"Slc16a14",-0.481763238714894,0.640230297657157,0.767145153263073,0.388330728935802,0.696307401219545
"Rps19-ps7",-0.485758872923691,1.00536260607158,0.766656235928571,0.388479996843772,0.696518597145211
"Tmem64",0.777492856281757,3.77853542561455,0.766378132018251,0.388564940441493,0.696614439010305
"Hnrnpf",0.359152118726962,5.04138422868207,0.766219976902945,0.388613259263669,0.696644610217175
"Gm12221",0.345027144328987,1.49999620769211,0.765259167334875,0.388906991424209,0.697062637579799
"Ufsp1",-0.873043786077512,4.45103792127879,0.765251074578297,0.388909466873727,0.697062637579799
"Gm3830",0.200237171193773,0.278263037538413,0.76482940618557,0.389038480821699,0.697237387493394
"Ptger4",0.600124933684356,2.43030856855701,0.764659155129282,0.38909058879997,0.697274288863648
"Scrn1",0.888295211436485,1.81669780651677,0.764378951780588,0.389176371752403,0.69737152699485
"Gm11824",-0.536771293762048,0.708177488461487,0.764061176863607,0.389273690758033,0.697382774841161
"Gm5256",0.357119095856605,3.2507416263045,0.764041057533707,0.389279853536344,0.697382774841161
"Ttll1",-0.56581925029483,1.85939732097415,0.763951920641539,0.389307158902507,0.697382774841161
"Pfdn2",0.395720184502546,4.3009343361238,0.763946757410827,0.389308740644955,0.697382774841161
"Clec4n",-0.640119486930466,1.06859158332548,0.763252201088139,0.389521602465052,0.697707587347935
"Cdon",0.536437010532498,0.866904580491545,0.762844087183734,0.389646757751776,0.697875260827602
"Ilf2",0.551618753297417,5.13078910164123,0.762652370513873,0.389705571477602,0.697924095992794
"Tada3",0.401308820478475,3.67242251730416,0.761188849303571,0.39015497329187,0.698672371226812
"Nr2f2",1.01796020024199,1.22087312669716,0.760987029934383,0.39021700564675,0.698709920366378
"Gm8817",-0.418422948765225,0.482772995264403,0.760915133890733,0.390239107537268,0.698709920366378
"Gm16701",-0.406204042813276,0.578387826147975,0.760766351542502,0.390284851257586,0.698735272669059
"Gm7504",-0.369816547482634,0.272831256467091,0.760347416364193,0.390413697001251,0.698909388150079
"Bscl2",-0.43804761215279,5.4243326283565,0.759901366289348,0.390550951015384,0.69905201429399
"Irf4",-0.97989201901662,2.39063341498825,0.759883125453417,0.390556565414895,0.69905201429399
"Ldb3",-0.347889981977367,0.397146855025142,0.759116209628704,0.390792724387073,0.699371405942833
"Eif1ad",-0.312936478682984,5.41407820642103,0.759031757992682,0.390818742735313,0.699371405942833
"Gm7787",0.328151531351886,0.267497616901043,0.758990441916515,0.390831472561681,0.699371405942833
"Gm18205",0.3462586706239,0.326674275110775,0.758893124595051,0.390861459254043,0.699371405942833
"5730409E04Rik",-0.565366480127672,3.13233982065748,0.758511060228817,0.390979218772168,0.69947686094391
"Gm4654",-0.411218321249392,0.979862865592045,0.758496749200743,0.390983630720625,0.69947686094391
"Nkx2-1",-0.719083138812967,0.330744816120954,0.75817337632209,0.391083342966442,0.699598034466055
"Gpsm1",0.694260969168369,2.7195514778555,0.758072004403171,0.391114608790678,0.699598034466055
"Tmem222",0.441111714951354,4.96451911719415,0.75781021493051,0.391195368763277,0.699600475662646
"Spcs1",-0.388685123289088,8.72669283480406,0.757761409312854,0.391210427630013,0.699600475662646
"Ppp1r3b",-0.791019589478674,2.37247080412906,0.757760062449246,0.391210843213967,0.699600475662646
"Tcp1",0.372336449177463,5.29793623125017,0.757463944202059,0.391302228339419,0.699707338955137
"Mir1946b",0.648913298901265,0.396786161175263,0.757223383901274,0.3913764909087,0.699783569738395
"Gm29848",0.446533692925855,0.322850151023716,0.757063627198263,0.391425820363746,0.699815211241891
"Ppp1r18os",-0.185615458709702,0.36444403704675,0.756599329493949,0.391569237680022,0.700015050116777
"Elf4",-0.615109688440484,2.35882447153227,0.756382619118291,0.391636204090117,0.700078195142668
"Arhgef5",0.813668771051106,0.897755923640847,0.756171004708009,0.391701612097937,0.700093814128181
"1700084E18Rik",0.47803189105436,0.959433887210866,0.756149588102722,0.391708232666394,0.700093814128181
"Ip6k1",0.390284427950042,4.27892245258886,0.755227388339388,0.391993471411223,0.700499105020852
"Fam43a",-1.11041294585412,6.18778151794226,0.755211708352324,0.391998323923435,0.700499105020852
"Zfp771",0.36730746959029,3.44581898627878,0.754930918312962,0.392085235518146,0.700531528085674
"Cotl1",-0.856062047173756,5.67667236388553,0.754897620024315,0.392095544065813,0.700531528085674
"Gm7684",0.488390792665515,2.2485941422202,0.754846199428697,0.392111463738413,0.700531528085674
"Gm14760",-0.377281230368612,0.727467396508849,0.754653048465332,0.39217127126782,0.700581801861918
"Gm5808",-0.270647767501274,0.38205327908658,0.754508815706573,0.392215940487644,0.700605026355118
"Rps23",0.431579790376648,5.98263553122019,0.754128709576279,0.392333696257255,0.700747571305399
"Gm27243",0.583841361863184,0.332144399042171,0.753968521651398,0.39238333765736,0.700747571305399
"Mri1",0.333085994798364,3.91992810786101,0.753944554116118,0.392390765869515,0.700747571305399
"Ankrd50",0.58678262212586,2.60443350301115,0.753767914615666,0.39244551782121,0.70078877962375
"Zfp575",-0.721279860506871,1.36369351884074,0.753602184044876,0.392496898661127,0.700823961991938
"Gm28286",-0.717604332000708,0.771323097289234,0.753452982513024,0.392543163569428,0.700850004652284
"Rin2",0.660145628321718,3.21169341014802,0.753150977678926,0.392636834911096,0.700960676140911
"Ddx43",-0.456382780860095,0.676991490166818,0.752881383555572,0.392720481501797,0.701053434379428
"Hs3st5",-0.303567811318707,0.221405485278294,0.752639026058693,0.392795699913295,0.701131133547026
"1810013D15Rik",0.192396715655317,0.390439664387893,0.752502548771849,0.392838066570643,0.701150185295872
"Wdtc1",-0.335485992904105,1.98060470699578,0.751978796613873,0.393000717747897,0.701383904383407
"Pim3",-0.535869379906536,6.70015183032231,0.75138779917391,0.393184371577857,0.701607756608058
"Gm43582",0.579756720010284,0.454902178172984,0.751371060715794,0.393189574941315,0.701607756608058
"Gm14597",-0.343533777686581,1.08955027839465,0.751053814112158,0.393288214365983,0.7017271688377
"BC035044",-0.546996145924029,1.92463310593446,0.750925447915797,0.393328136837641,0.701741804133801
"Zfp101",0.437401015042398,1.53194348227225,0.750703143830995,0.393397288605959,0.70180858122971
"Gm5391",0.353391289612804,2.08342076339439,0.750482414227767,0.393465968404422,0.701874505645141
"Gm34220",0.434515551715746,2.54238228052766,0.750084187719676,0.393589921083764,0.70203900863792
"4930572O13Rik",-0.461534186436851,0.255454848497245,0.749745982574931,0.393695236800582,0.702170245383689
"Krtap9-1",-0.392831556594773,0.157132622637909,0.749362881498483,0.393814583327482,0.702326483430382
"Gm37352",-0.922604084481566,3.08244037055635,0.748925444819854,0.393950922401754,0.702433298849742
"Eif3b",0.319082980207624,5.35804632127381,0.748922121127496,0.393951958588673,0.702433298849742
"Zfp9",0.59031008265698,1.54481227971889,0.74886511411094,0.393969731597324,0.702433298849742
"Ugcg",0.58129034765877,3.27724319385905,0.748700326293001,0.394021113973758,0.702447640246452
"Gm8773",-0.475686105934722,0.347283168301951,0.748635663948019,0.394041279006395,0.702447640246452
"Fopnl",0.418984803126077,4.27906350092087,0.748141419746669,0.394195460176901,0.702533066542869
"Gm8337",-0.222335480324051,0.732754357440636,0.748123445003241,0.394201069143519,0.702533066542869
"Gm26339",-0.472078192737405,0.188831277094962,0.748105833398203,0.394206564908519,0.702533066542869
"Eloa",0.215036966737571,2.85029949682829,0.748074886112409,0.39421622239584,0.702533066542869
"Ncor2",0.539049343311753,2.42734534589348,0.747526752617911,0.394387332400564,0.702781389826635
"Pnoc",-0.699998194299196,0.392903517052233,0.747150891194099,0.394504728098865,0.702899435554805
"Nifk",0.410478000778619,4.41839757552088,0.747111219590978,0.394517122057768,0.702899435554805
"Gm19248",-0.39732246797237,0.158928987188948,0.746905858707029,0.394581288870892,0.702932835443541
"Dnajb12",0.266177619870053,4.2909637252486,0.746807224050115,0.394612113634788,0.702932835443541
"Gm5738",0.530443235324283,0.969944628585747,0.746746188263677,0.394631189992713,0.702932835443541
"AC225888.1",-0.633723288168086,1.76266444101993,0.746631956145087,0.394666896208501,0.702939839370475
"Lhx1os",-0.789061851859747,0.366121114818236,0.746485937911012,0.394712544973193,0.702964549383508
"Gm12063",-0.882541859424947,0.488115753770644,0.746189050070318,0.394805383293303,0.703030710690995
"Gm12858",0.789373573129954,2.07373563774076,0.746163894997773,0.394813250898383,0.703030710690995
"4930448A20Rik",-0.530017553576757,0.801739871086736,0.745624644536004,0.394981965030011,0.703168985543488
"Aldh2",0.946543757676198,5.31483504550922,0.745479623967479,0.395027355542429,0.703168985543488
"E030013I19Rik",-0.231015330000422,0.139834708377102,0.745415527541849,0.39504741977939,0.703168985543488
"Gm25607",-0.629444901631872,0.251777960652749,0.745351426836795,0.395067486867343,0.703168985543488
"Aen",0.404372370825446,3.45996416315934,0.745341510528165,0.395070591358804,0.703168985543488
"2010109P13Rik",-0.458685617722516,0.183474247089006,0.745306311263364,0.395081611458914,0.703168985543488
"Scarf2",0.721400762315047,2.20750170513082,0.744932105860145,0.395198794964897,0.703320967018616
"Celf6",-0.853964122540464,0.578482462490773,0.744684705309521,0.39527629747317,0.703402310891164
"Gm4969",-0.294341316926406,0.338351938556114,0.744529413644204,0.395324956794859,0.70343231876238
"BC051019",0.222836705553943,0.349537984353681,0.744252510112214,0.395411744211197,0.703530160622834
"Mark4",0.359290041427602,3.08353421790535,0.74392578880264,0.395514181928063,0.703655830059874
"Mir690",-0.36352683248923,0.145410732995692,0.74360106448547,0.395616032543857,0.703780434863924
"Gm6261",0.293542209439557,0.540312078694122,0.743371305676076,0.395688120497592,0.703852077652829
"Gm37320",0.364358059875908,0.626662487108724,0.742914917682235,0.395831372304872,0.704050285375516
"Spats2",0.402054858426723,1.71527935146378,0.742475761798076,0.395969287957769,0.704210720268871
"Gm28455",0.237051710618522,0.380015125467627,0.742424996412143,0.395985235282048,0.704210720268871
"Pla2g4f",-0.324561895208787,0.347784461489914,0.742313305353216,0.396020325017376,0.704216513974713
"Oxt",0.426033972321565,0.433415917473334,0.742009292444134,0.396115859475851,0.704291292530468
"L3mbtl1",-0.519883184799378,0.406256262953351,0.74196089309895,0.396131071873211,0.704291292530468
"Ehmt2",0.446227307318653,5.70051270569436,0.741875598469033,0.396157882938532,0.704291292530468
"Adam12",-0.37451817079644,0.416497810420015,0.741750320598094,0.396197267011339,0.704304711779176
"AC074315.1",0.476005141310603,0.388917452118739,0.741540203833864,0.396263335259928,0.704365560497781
"Frat1",0.588398669019039,3.61596917079176,0.740955837085307,0.396447167191979,0.704635709792573
"Gm14237",0.305222210856638,0.188793181319017,0.739818824966724,0.396805215318184,0.705148029922148
"Gm25455",-0.365806230541072,0.146322492216429,0.739799725463815,0.396811233905286,0.705148029922148
"Gm10434",0.502783886658789,0.715859244279118,0.739722797254764,0.396835476701956,0.705148029922148
"Pla2g2f",-0.375111529444026,0.184982685186876,0.739635758602557,0.396862908310838,0.705148029922148
"Nab2",0.828675309393786,2.67200479120914,0.738813977619047,0.397122044591951,0.705551798306114
"Dpysl3",1.18095286053943,1.85522061921723,0.738413973674131,0.397248270857736,0.70571938458088
"Gm48537",-0.396390192483961,0.247859669544586,0.738242251984092,0.397302478096937,0.705759010995547
"Igsf9",-0.824349449206518,1.06611332106011,0.737898663083975,0.397410971541816,0.705877031423366
"Eif3e",0.459126378262043,4.60985971384262,0.737799455778325,0.39744230596272,0.705877031423366
"Gm23779",-0.350470630636951,0.140188252254781,0.737603905772659,0.397504080786593,0.705877031423366
"Fam124b",-0.636224593283006,0.373105781312402,0.73754060466227,0.397524080854201,0.705877031423366
"Zfp740",0.446334593518896,5.95733839404477,0.737465986128799,0.397547658598605,0.705877031423366
"Dbh",-0.35616803185792,0.148071215116092,0.737425796314034,0.397560358519873,0.705877031423366
"Gm36371",0.483341979263316,2.17725169993901,0.73707738243224,0.397670482086102,0.705998263684381
"B230369F24Rik",0.595970754505269,1.64061395036629,0.737007854974372,0.397692463139482,0.705998263684381
"Tmem143",0.30397512360184,2.09324504593265,0.736569471327819,0.397831099443599,0.706161596578984
"Gm45495",0.86463720626235,2.96956764052586,0.736451998917656,0.397868261634819,0.706161596578984
"Mpdu1",0.29994775587676,4.5886486815121,0.736371452987345,0.39789374518439,0.706161596578984
"Mrpl15",0.315731138521354,4.23634750291827,0.736269956958745,0.3979258604967,0.706161596578984
"Arrb2",-0.860891807991365,6.47069014472784,0.736212418893946,0.397944068370031,0.706161596578984
"Ceacam16",-0.555825986642407,0.345023846509978,0.735441915487097,0.398188013083829,0.706524452772942
"Gm11205",-0.472162997427421,0.371090856147534,0.735364859663926,0.398212421535317,0.706524452772942
"AC154239.2",0.493457687688837,0.196618758323456,0.735238633650656,0.398252410108848,0.706538738479395
"Zfp78",0.335530182334624,0.854355055481106,0.734903199755506,0.398358705087069,0.706670646511205
"Sik2",0.385374905102504,1.78500477069326,0.734321967036233,0.398542990822921,0.706940874436777
"Lsm1",0.343456410763691,3.26246391481433,0.733973810654434,0.398653438156392,0.707080093989726
"Cbx3-ps8",-0.301201261746043,0.34056466531656,0.733710459426195,0.398737012633117,0.707119065028795
"Bcs1l",0.430106170289513,4.70834774928887,0.73370313860705,0.398739336266972,0.707119065028795
"Tgfbrap1",0.335216273284754,2.95776367817354,0.733539559020333,0.398791261820937,0.707126559158175
"Gm9701",-0.344110492353799,0.261323571429933,0.73348844558628,0.398807488976023,0.707126559158175
"Meg3",-1.28033523254169,2.04171876188632,0.733295320102087,0.398868810060302,0.707178609149228
"Rtn4rl1",-0.956246012014905,1.31120452644714,0.733126368395999,0.39892246702443,0.707217063705543
"Gm45011",-0.384684894406565,0.391807366623816,0.732955227032208,0.398976830364084,0.70725676427441
"Nacc1",0.330364401574607,4.49854265229729,0.732605306579344,0.39908801755189,0.707354365124034
"Gnl1",0.410196003747751,5.0308440180506,0.732563377355864,0.399101343656804,0.707354365124034
"Uqcrc2",0.32957530271749,3.97364147084722,0.732480110018804,0.39912780996444,0.707354365124034
"AC157572.3",-0.633256636180356,0.619405824349202,0.731777858261014,0.399351122989142,0.707631499736346
"Gnb4",-0.696502826554821,2.65312643950236,0.731693316169922,0.399378019571175,0.707631499736346
"Zfp667",0.642081045317652,1.59974215157478,0.731443787109688,0.399457421566577,0.707631499736346
"Epb41l1",-0.786862166877458,2.0723356185982,0.731427351951456,0.399462652181965,0.707631499736346
"Aebp1",0.535137281406261,1.40280088334184,0.731424594223102,0.39946352986021,0.707631499736346
"Ruvbl1",0.352710704948491,2.36439135998386,0.731385093260929,0.399476101803879,0.707631499736346
"Gpr84",-1.601739756374,2.04273624909044,0.731112874791601,0.399562756633495,0.707728331865718
"Gm23787",-0.65985689570706,0.263942758282824,0.730950854799076,0.399614345483846,0.707763042601804
"Lhx8",-0.5103715683425,0.273938179812119,0.730482156636035,0.399763639808562,0.707970781578997
"A530058N18Rik",-0.258533823773215,0.222898625212284,0.730342040228314,0.399808287212928,0.707993175219052
"Gstt2",0.869860476260598,2.54933861134383,0.729547377178821,0.400061643497311,0.70832946461156
"Tmem2",-0.618145307414075,2.03097629122835,0.72954554610672,0.400062227560523,0.70832946461156
"Fcor",-1.52137380639456,4.09650459802149,0.729385363305287,0.400113326531785,0.708363246067756
"March4",-0.604171335637992,0.384332502224308,0.728822890586318,0.400292834823237,0.708533038695427
"E330020D12Rik",-0.598586230313559,1.77652346839044,0.728632905619719,0.40035349404029,0.708533038695427
"Slc10a4",-0.889051430211053,0.520313495720368,0.7286257531499,0.400355777979654,0.708533038695427
"Abcc3",-1.16280634595653,2.08157442129564,0.728620040676448,0.400357602110793,0.708533038695427
"Gm12250",0.468417367743346,2.27188094760883,0.728343085305579,0.400446055556201,0.708533038695427
"Gm9432",0.554044496000317,1.29625242754746,0.728331229461868,0.400449842702817,0.708533038695427
"Slc35f3",-0.27730230013022,0.301588247985058,0.728296146767703,0.400461049583057,0.708533038695427
"Rps6ka3",0.576492001342912,2.17643247752915,0.728282376719783,0.400465448440429,0.708533038695427
"Gdap2",0.314382463052895,2.51268776508199,0.72792631865322,0.400579216650986,0.708677649737686
"Gm16277",-0.696094581800553,1.00332214256343,0.727260615933826,0.400792052517313,0.708848783465041
"Gm47692",-0.376222587686108,0.486496562629888,0.727235868942616,0.400799967784506,0.708848783465041
"Gm6576",-0.33844003877663,0.263284015729942,0.727233936525337,0.400800585873477,0.708848783465041
"Hvcn1",-0.743551402862791,1.01541859202171,0.727134923413673,0.400832257394745,0.708848783465041
"Gm15703",0.295831048009223,1.7105299512316,0.727024420699164,0.40086760853314,0.708848783465041
"Wdr7",0.337970659169243,1.43268247801806,0.727022580269338,0.40086819734806,0.708848783465041
"Slc25a11",-0.275384370470146,7.61559997721675,0.726489996197945,0.401038643073512,0.709093502295022
"Erc2",-0.43407283984928,0.352428720993839,0.725853987074731,0.401242330393703,0.709396953192672
"Thoc5",0.282954873450246,2.86816049909662,0.725745733808003,0.401277014819182,0.70940158213559
"Hcar2",-1.17196892673525,3.29213988119018,0.725521359216596,0.401348918874427,0.709472004175705
"Cenpw",0.623218998383597,2.36093811830516,0.725228098300612,0.401442927582842,0.70957639221355
"Tmem176a",0.752826136826454,6.67537791677689,0.725067708136537,0.401494356721746,0.70957639221355
"Stard3nl",-0.377806307853873,3.38605793223245,0.725037033342835,0.401504193722787,0.70957639221355
"Gm7964",0.397846636111339,4.97852102938779,0.724864351114411,0.401559577357071,0.709617583662471
"Atp5k",-0.373177274454958,8.5064936552644,0.724676568865245,0.401619816923337,0.709667349025159
"Zfp36l3",-0.299935883107733,0.248996424251212,0.724305000677366,0.401739053893921,0.709821347280187
"Penk",-0.876647162372879,1.01154793142374,0.723723962449975,0.401925616380679,0.710094266985287
"Tmem131l",0.440313373951513,1.85138730539131,0.723370825947956,0.402039066439467,0.710237983457665
"AA414768",-0.461145075681964,2.80592992344296,0.722988253049133,0.402162027434538,0.710332235453152
"Ms4a6b",-0.964729009851243,2.95426137331163,0.722946117374139,0.402175573508192,0.710332235453152
"Zfp366",-0.559536481489748,0.501473991415255,0.722905152312706,0.402188743899389,0.710332235453152
"Atp8a2",-0.480591070704649,0.576648123167984,0.722803396956298,0.402221461347407,0.710333311198905
"C5ar2",-0.891866387729523,2.37205844167862,0.722377535791314,0.402358431920105,0.710518485741417
"Mcee",0.349616705735608,3.21768013071329,0.722167730858448,0.402425937569644,0.71052507246966
"Psmf1",0.348120841734915,3.47935556711569,0.722166306347992,0.402426395970024,0.71052507246966
"Gm47441",0.524715305566136,5.04962205271818,0.721659555187616,0.402589515588863,0.710756352515556
"Bex4",1.19043338029607,2.2284512441025,0.721531884004206,0.402630627653269,0.71077221318012
"Bsg",-0.884428648797432,8.40530874087666,0.721352961830938,0.402688253895911,0.710773712815682
"Gm8784",0.26312793553141,3.34545193802085,0.72132974082937,0.402695733690357,0.710773712815682
"Mir667",-0.349975400632446,0.139990160252978,0.720829601449954,0.402856885773586,0.711001426722701
"C1galt1",0.74330097164944,3.13578544705852,0.72024451097251,0.403045532951023,0.711225575281644
"Ccdc112",0.491681279927921,0.984355263211782,0.720185784761646,0.403064474995144,0.711225575281644
"Milr1",0.509975991596299,2.220274353018,0.720081389856205,0.403098150695734,0.711225575281644
"Cby1",0.401574625017604,3.5972590378206,0.720036959787973,0.403112484222598,0.711225575281644
"Gm22175",-0.328960849773917,0.131584339909567,0.719175582371264,0.403390523083645,0.711659373379543
"Gpat4",0.334709499064425,4.13001448213464,0.71899028091649,0.403450372995673,0.711678490887141
"Mustn1",0.573325219910853,1.53902568602436,0.718931993185661,0.40346920191156,0.711678490887141
"Rpl27a",-0.318419448762184,8.02785516976804,0.718843263999437,0.403497866979949,0.711678490887141
"Gm5093",-0.539908247858762,1.34004204830523,0.718390835312993,0.403644077185147,0.71187961731242
"H3f3a-ps1",-0.601029883816366,2.63770399373125,0.718007004410397,0.403768181114436,0.712028425527792
"Gm13080",0.588690603217897,3.58495046475883,0.717835583016101,0.403823625226083,0.712028425527792
"H6pd",-0.434797138839478,2.65274721158365,0.717784870924798,0.403840029607936,0.712028425527792
"Mir322",-0.357690406543105,0.143076162617242,0.717713680679384,0.403863059963365,0.712028425527792
"Fstl5",-0.240295499506653,0.21952794572981,0.717632334834805,0.403889378110937,0.712028425527792
"Meig1",0.579183750217667,0.791869211903442,0.717348163325565,0.403981337452107,0.712127856746224
"Trbj2-6",-0.558198357559088,0.223279343023635,0.717259121787758,0.40401015820738,0.712127856746224
"Gm43868",0.289208908369135,0.62702636991013,0.717039590027609,0.404081228908831,0.71214121895345
"Gm44156",-0.525415799069125,0.245729427645516,0.717036840570999,0.404082119130437,0.71214121895345
"Thnsl2",0.590490528322812,1.39563196991567,0.716639028899341,0.4042109539803,0.712311528987268
"Ccdc97",-0.306948490523327,5.5580016414457,0.716515984723092,0.40425081541155,0.712325033002766
"Macrod1",-0.316464650326126,0.933281614692616,0.716200218869646,0.404353138016991,0.712437214691923
"Jarid2",-0.650361690418287,3.31459088742169,0.716079736513814,0.404392190065636,0.712437214691923
"Gm19196",0.249660963492618,0.40546618555404,0.716021433477069,0.404411089911005,0.712437214691923
"1110059G10Rik",0.441977594765705,4.14324035428116,0.715588452645434,0.404551488942366,0.712627803955089
"Bri3",0.357803082181205,1.77742984494639,0.715323240064201,0.404637523319842,0.712722605764718
"Gm5043",0.350283427560055,2.43360434779511,0.714874268598525,0.404783231300616,0.712922492322547
"Gm48300",-0.333386077198882,0.133354430879553,0.714563677871355,0.404884075680214,0.712998634963039
"Gcnt1",-0.877609666299737,2.16934920778738,0.714542598371809,0.404890921260256,0.712998634963039
"Gtf2h2",0.764536060043245,2.97844705744673,0.714266320518741,0.404980658729288,0.713099897569885
"5033430I15Rik",0.637160982849701,1.70728680885216,0.714054990688886,0.405049320676682,0.713164036715498
"Gm46336",0.328769854443859,0.461482535799997,0.7138527038694,0.405115060893536,0.713223021816623
"Ttc7b",0.324202159040462,1.09195292935124,0.713653055148765,0.405179959485101,0.71326221955043
"Myo1b",-0.797707387419829,1.2265270752316,0.713558055861584,0.405210845808295,0.71326221955043
"Apopt1",0.299390052939438,2.01098860576246,0.713486699252549,0.405234047711854,0.71326221955043
"Tmem38a",0.709593939647377,3.03027873230936,0.713234072126986,0.405316206536664,0.713350074559316
"Cd274",-1.08612742465165,1.98898353006081,0.712894124112994,0.405426803173109,0.713487961705409
"Snhg11",-1.45470028626748,2.15319382975613,0.712611671227522,0.405518729190809,0.71355041009915
"Pstpip2",-0.790953940911047,1.23704857776922,0.7125038095454,0.405553841700406,0.71355041009915
"Morc4",-0.303534900122131,0.515108747472984,0.712487812341302,0.405559049703327,0.71355041009915
"Gm4810",-0.244606969704666,0.122383549244061,0.712341060916636,0.405606830358906,0.713557525678202
"Kcne2",0.255770300045211,0.361134802522786,0.712277271367638,0.405627602175522,0.713557525678202
"Slc10a6",0.275632579458107,0.461737952896179,0.712162135876706,0.405665097840098,0.713566745608372
"Dab2ip",0.377934117650048,1.1737900646311,0.711912243047674,0.40574649725925,0.713653184835934
"Mir493",-0.803453967390956,0.321381586956383,0.7116359565895,0.40583652265633,0.713754781041895
"Gkn3",-0.603099892488917,0.501928298521038,0.711418312939677,0.405907460985134,0.713822794862807
"Gm7868",0.517824834252294,3.40693505180828,0.710656090788014,0.406156045195734,0.714203178432972
"Gm26902",-0.28440130302241,0.382992547563718,0.709339981783312,0.406585808504064,0.71481107945674
"Gm24036",-0.30451531559594,0.121806126238376,0.709184624731159,0.406636584077255,0.71481107945674
"Hrct1",-0.905908585510837,0.935436048960708,0.709030551313859,0.406686949545601,0.71481107945674
"A230052G05Rik",-0.436088336770806,0.618289237671812,0.708926571275258,0.406720945163846,0.71481107945674
"Rubcn",-0.487028669154016,3.03316729299176,0.708901216767725,0.406729235309028,0.71481107945674
"Ppm1j",-0.647458169654582,0.82560387143542,0.70884088805035,0.406748961969357,0.71481107945674
"Akap12",0.707353045886381,1.33507762205314,0.708799854638441,0.406762380153372,0.71481107945674
"Rtn4",-0.542811615931049,5.60961230413223,0.708793344101478,0.406764509201201,0.71481107945674
"Trpc4ap",0.267436056153962,3.97953634348954,0.708707614222023,0.406792545783138,0.71481107945674
"Tle2",0.873256752120735,2.12328617159483,0.708501918525026,0.406859827127687,0.714872524465557
"Tmem263",0.518713598696228,3.09821286097537,0.70761737203109,0.40714934595137,0.715324410775266
"Stk25",0.329553247657262,3.4603713388673,0.707383496479603,0.407225947073035,0.71540217796369
"Gm8995",-0.952220081216665,3.45515167452319,0.706929107461177,0.407374834920879,0.71560691384426
"Fam159b",-0.32884083449093,0.298100465996541,0.706696560339634,0.407451064444097,0.7156839935448
"Llph-ps2",0.263673655278703,3.39051708996523,0.706473356676704,0.4075242513766,0.71575571714866
"Smyd5",0.519808883813558,3.43239544125971,0.706168514197409,0.40762423912068,0.715840136145734
"Ttll12",0.435216577797192,3.01789945231367,0.706129522694024,0.40763703092546,0.715840136145734
"Rundc3a",0.999491291653927,3.56638005634521,0.705954727813133,0.407694382701125,0.715884024803316
"Cdh6",0.45390645864501,0.761900117271656,0.705546091293879,0.407828507490808,0.716062704065012
"Tmod3",0.511492986192564,3.47916879544902,0.705373817663911,0.40788507196599,0.716071246997831
"Mir337",-0.38097860887492,0.152391443549968,0.705286429450681,0.407913769610797,0.716071246997831
"Slc15a4",-0.616012203418067,3.61272841630757,0.705235559764388,0.407930476242538,0.716071246997831
"Ergic3",0.350742825352403,7.02196717885975,0.704858803348954,0.408054242778771,0.716231673515928
"Tns3",0.748288092633847,2.22117242276492,0.704312374064882,0.408233848431005,0.716490077654829
"Lhx9",-0.456898563056269,0.282904087296517,0.703864590502797,0.408381119167525,0.716691694379117
"Armc3",0.144402565394765,0.547377164680221,0.70092654409144,0.409349400115083,0.718334003232013
"Gm28625",0.605258707368335,0.393635901281972,0.700611949880057,0.409453285188802,0.718459313787426
"Atg9b",-0.441348420148618,0.724967032602867,0.700480958554574,0.409496552795602,0.718478248671353
"Tmem86a",-1.02805833870684,5.69946664137917,0.700303050814443,0.409555328377721,0.718524387763705
"A330023F24Rik",0.385472586255757,0.793627603140366,0.700079398588086,0.409629234705085,0.718597062832496
"Aloxe3",-0.386526356423037,0.391946336152039,0.699858943787952,0.409702104162841,0.718667907579649
"Cpeb2",0.596036388597645,3.1166467975284,0.699424801673884,0.409845663437202,0.718862729899407
"Gm7803",-0.28375025969295,0.273332845924684,0.699256613910101,0.409901299101865,0.718903316951843
"Gm23780",-0.28576131824297,0.114304527297188,0.699141863576275,0.409939264486529,0.718912909095163
"Grasp",0.575022440998627,2.53634637180799,0.698909926154186,0.41001601769516,0.71899051676205
"Gm15879",0.522731247002327,1.40160149355424,0.698448086717823,0.410168915276006,0.719201625794649
"Ikzf2",0.150140498411932,0.313484797428748,0.69834678826242,0.4102024628954,0.719203446396809
"Zfyve28",-0.355243564049758,1.05830829814728,0.697606515254732,0.4104477495945,0.719530047923272
"Ndufb2",0.479793569637523,4.01847376195359,0.697588292633853,0.410453790389716,0.719530047923272
"Gm48783",-0.442840333853874,0.317250162714101,0.697198862019514,0.410582918721266,0.719544467571219
"2900045O20Rik",0.371051316980595,0.464585548621993,0.697036824860052,0.410636665498162,0.719544467571219
"Gm14510",-0.328137987564955,0.365410651823216,0.696961482699351,0.410661659677721,0.719544467571219
