"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Contrast","FC"
"Slc22a6",-3.5956037950378,0.410554326371073,-13.7199440951735,3.37352469137232e-14,4.11875010550212e-10,21.2315414484635,"preoligoBYo",0.0827209293876595
"Dcn",-3.75780224360921,0.554549270183735,-13.6663130433156,3.72350052479512e-14,4.11875010550212e-10,21.148422711039,"preoligoBYo",0.0739245699783453
"Mrgprf",-1.91594326996108,0.210534669391045,-11.8549621643447,1.24670130445242e-12,9.19359098613362e-09,18.1309132680058,"preoligoBYo",0.264998615990655
"Slc6a13",-2.78786292476241,0.430093836004635,-11.6208581593819,2.01543053884535e-12,1.11468424527189e-08,17.7095229228945,"preoligoBYo",0.144800358082713
"Col3a1",-4.64980491618589,0.743360873567877,-11.3486137582005,3.55202343228463e-12,1.57162828784866e-08,17.2099440106833,"preoligoBYo",0.0398354058546626
"Ucn",-2.29159345208009,0.308643211144892,-10.5537038224089,1.95591568648562e-11,7.21178712202022e-08,15.6909981861885,"preoligoBYo",0.204249796759726
"Lum",-4.61513374098066,0.650888087023941,-10.4152479895189,2.65383018330568e-11,8.3872407350388e-08,15.4170456017818,"preoligoBYo",0.0408043355201874
"Fam180a",-2.82747049978971,0.35526020181838,-10.0265977067605,6.33167000681691e-11,1.75094419451013e-07,14.6328577663639,"preoligoBYo",0.140879099744249
"Wnt10a",-2.82366801183054,0.402707376200975,-9.62946582237427,1.57082654114336e-10,3.86126617441274e-07,13.8081444654403,"preoligoBYo",0.141250902268041
"Gm36325",-2.86759898577915,0.372285745706577,-9.418675497807,2.56569951812834e-10,5.67609704395534e-07,13.360695152551,"preoligoBYo",0.137014550334913
"Gm18538",-1.71767894816292,0.139339859736962,-9.19887518335854,4.30614413869289e-10,8.30906368598846e-07,12.8869147313786,"preoligoBYo",0.304037472604426
"Gm47735",-1.49572092553692,0.115668264626393,-9.17965029526922,4.5070182268165e-10,8.30906368598846e-07,12.8451250523667,"preoligoBYo",0.354603596691149
"Sulf1",-1.7433961088634,0.306624784931894,-9.03891535057269,6.3020835172778e-10,1.07246918194413e-06,12.5374884645791,"preoligoBYo",0.298665787756911
"Lox",-2.51382369404556,0.590501101642811,-9.0058378892238,6.8213208319474e-10,1.07791486260837e-06,12.4647450147545,"preoligoBYo",0.175090935962107
"Tbx18",-1.94937777806887,0.319551874166056,-8.92321826380601,8.31813779728822e-10,1.22681441659605e-06,12.282320523152,"preoligoBYo",0.258927880244005
