"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Contrast","FC"
"Nod1",2.36085362432507,2.64473360897615,4.19368223043708,0.000236542919432322,0.022752343506962,0.480562737905943,"preoligoBYo",5.13674203625435
"Rgs16",3.1842486974725,2.03815804517898,3.83995053297324,0.000618056987707256,0.0460379620843355,-0.421177011317319,"preoligoBYo",9.08980091904817
"Ttyh2",3.13952851819606,2.25329992873057,3.22438996631974,0.00312177880221184,0.141233358775731,-1.92675350024409,"preoligoBYo",8.81236052158397
"Dubr",2.79680799186627,2.78727567740332,3.22086864240561,0.00315004149152308,0.141931502885876,-1.93505800622556,"preoligoBYo",6.94901257629377
"AC140244.1",3.5840729861952,1.80261343782054,3.07081790864026,0.00461000172239368,0.182142500432046,-2.28498095583077,"preoligoBYo",11.9926035066131
"Ldlrap1",2.538270436213,3.33165541019859,2.93837210230512,0.00641569359965225,0.226370637169229,-2.58699334076365,"preoligoBYo",5.80892191216698
"Gm9847",2.49316619864793,1.08847525135943,2.85650105215884,0.0078475699489125,0.257966998484088,-2.77019589103337,"preoligoBYo",5.63012205470428
"Unc5b",2.97920323931294,1.5261552058658,2.7842662947065,0.00935609360872704,0.288765259842253,-2.92948568285612,"preoligoBYo",7.88550548593907
"Parvb",2.78455580614868,2.75400059707069,2.65677783745844,0.0127011759217952,0.342015631235556,-3.2049277928722,"preoligoBYo",6.89024750094972
"Acy3",2.77867059439835,2.45062383581241,2.29342821971131,0.0292745248290796,0.519775531937182,-3.94554591813072,"preoligoBYo",6.86219724262416
"Fam43a",2.5347936435039,6.18778151794226,2.10390332576767,0.0441895456842526,0.62667007639277,-4.30247817508131,"preoligoBYo",5.7949396772863
"Cdc42ep2",2.86830495394552,4.01768921052269,2.01893486334896,0.0528405179697358,0.672606892430647,-4.45526819045832,"preoligoBYo",7.30206724136089
"Gm22513",2.74784050757797,2.10143398878886,1.66779839284987,0.106138798906515,0.829590444185396,-5.03478083524326,"preoligoBYo",6.71710931449845
"Nkx6-2",2.36698094170164,1.59993939686451,1.23845438950622,0.225496450141994,0.990460445618654,-5.61692139795734,"preoligoBYo",5.15860485594177
