"","other","microglia"
"0610009B22Rik",5.04181007029186,5.15599040029993
"0610009E02Rik",0.615096357672516,0.474051103770998
"0610009L18Rik",3.30222120672974,3.85966817186915
"0610009O20Rik",4.22677986618393,4.1452432356561
"0610010F05Rik",2.16704800800672,1.27272418028103
"0610012G03Rik",7.72932490403261,7.45720413474053
"0610025J13Rik",0.126523847254247,0.658594880946535
"0610030E20Rik",4.5525888716927,4.24562276013695
"0610037L13Rik",4.61592954613935,4.90695432445947
"0610039K10Rik",0.375370028713025,2.3522622926712
"0610040B10Rik",1.91478416407894,1.67670722188284
"0610040J01Rik",1.71109203466495,4.32321907585186
"0610043K17Rik",0.267757593180931,0.147683304129285
"1010001B22Rik",1.08570264733986,1.87337556398498
"1010001N08Rik",0.350514133944096,0
"1110002E22Rik",0.201839511270932,0.210136579937889
"1110002J07Rik",1.08236635445285,0.233140894116481
"1110002L01Rik",1.39001144015131,1.28325989677437
"1110004E09Rik",3.19745926481137,2.47060612261066
"1110004F10Rik",3.46228226655642,2.95438647054159
"1110006O24Rik",2.75926044903251,1.9578617200835
"1110008E08Rik",0.148508856681856,0
"1110008F13Rik",3.53183669213321,3.26266163772483
"1110008L16Rik",1.08924682767037,0.908782102081353
"1110008P14Rik",1.90598241906998,0.847228308013813
"1110012L19Rik",4.92163174326464,4.47411471218672
"1110015O18Rik",0.903393629253894,0.123140454599329
"1110017D15Rik",0.929739697514762,0.686599523982846
"1110018N20Rik",0.494497341814729,0.0884074877624873
"1110019B22Rik",0.369426828696337,0
"1110019D14Rik",0.423097695530608,0.524581871086854
"1110020A21Rik",0.794014010992056,0.798922566984229
"1110025M09Rik",3.34277256431612,3.64043318902865
"1110032A03Rik",3.41687501117033,3.57071551704606
"1110032F04Rik",1.51759959006026,0.260892101909744
"1110034G24Rik",1.75966009561204,1.57066975598858
"1110035H17Rik",1.93691416308439,1.07937726285609
"1110038B12Rik",5.93527770128751,5.31005074560288
"1110038F14Rik",5.96301949741331,5.45685459572858
"1110051M20Rik",1.33279544057743,1.08700041234109
"1110059E24Rik",2.07008662670159,1.77252685045618
"1110059G10Rik",4.10451733398272,4.27047313526172
"1110060G06Rik",0.254758019280158,0
"1110065P20Rik",3.25383747152212,2.18960977621063
"1190001M18Rik",0.833046812388879,0.175500480994521
"1190002N15Rik",3.31882434383077,2.79403069667063
"1190007I07Rik",2.28167767117875,3.02868825117819
"1200007C13Rik",0.428964022882083,0.204473909335184
"1300002E11Rik",1.87309857886139,2.02508124598342
"1300014J16Rik",1.15873947957278,1.77309841489748
"1300017J02Rik",0.240867229113564,0.382331279432846
"1500002C15Rik",0.852614340688287,0.974134056436025
"1500004A13Rik",0.957461292855922,0.840846183285971
"1500009C09Rik",2.58035353087089,0.983568326839522
"1500009L16Rik",0.859821703584322,0.127781254867444
"1500011B03Rik",3.92428858669219,2.82935183940963
"1500011K16Rik",6.37964045154385,6.46884758342226
"1500015A07Rik",2.34936275290014,1.76027982181246
"1500015O10Rik",0.648800171412829,0.407331948010513
"1500026H17Rik",0.746594529753071,0.644046706975797
"1600002K03Rik",4.84878037322634,5.05055590306255
"1600010M07Rik",0.49583069071757,0.490035823146253
"1600012H06Rik",3.42973377523795,3.19176850683387
"1600014C10Rik",1.62441989281094,2.31792814088022
"1600014C23Rik",0.471840453639827,0
"1600017P15Rik",0.214810034894909,2.36637829546417
"1600020E01Rik",1.63742451899638,1.63662506270443
"1600023N17Rik",0.795420698670321,0.130651999452614
"1600027J07Rik",0.221208446613769,0.100601978621231
"1600029O15Rik",0.588305804013397,0.205223109735775
"1700001C19Rik",0.230056909237026,1.23010919530628
"1700001G11Rik",0.896723901046983,1.215241477784
"1700001G17Rik",1.19073054823395,0.206340152483237
"1700001J03Rik",0.442592315305102,0.157225611517608
"1700001K19Rik",0.832743307866857,0.812428689665211
"1700001L05Rik",0.807361703099202,0.770365267117126
"1700001L19Rik",0.350510047272626,0.285614499355338
"1700001N15Rik",0.180951464488163,0.127561761811926
"1700001O22Rik",0.991358760017386,0.173780271025385
"1700001P01Rik",1.13218993956417,0.602057719622737
"1700003E16Rik",1.25525767750684,1.31421001893478
"1700003I16Rik",0.258961664512399,0.0293166137830734
"1700003M07Rik",1.52845083067862,0.322859829881391
"1700003N22Rik",2.84940927756868,1.68436242935931
"1700007E05Rik",0.38944891302082,0.32401349463736
"1700007G11Rik",0.521512705831026,0.427843450084544
"1700007K13Rik",0.682992886764356,0.394087120292542
"1700007L15Rik",2.94704229537166,2.92374540740385
"1700008H02Rik",0.692078945298136,0.751077164283374
"1700008J07Rik",2.42392309797717,2.0895178125826
"1700008K24Rik",0.250549597442497,0
"1700008N11Rik",0.120851336274659,0.641248245654275
"1700008O03Rik",0.41200615163439,0.464327137658867
"1700009J07Rik",0.0748187296027855,1.64219759329428
"1700010B13Rik",0.342574306383274,0.103260986737947
"1700010I14Rik",1.05259894643987,1.1577675611178
"1700010K24Rik",0.357243878763906,0.262440017610665
"1700011D18Rik",0.318292150410744,0
"1700011L03Rik",0.171596676705257,0
"1700011L22Rik",0.201747926820172,1.24372356741245
"1700012A03Rik",0.158431426609738,0.0683503715863909
"1700012D14Rik",0.840276786302436,0.98594162715193
"1700013A02Rik",0.0548411192939604,0.495160528607217
"1700013F07Rik",0.312683494961931,0.447033643697969
"1700015C15Rik",0.18689717492116,0.431321278993636
"1700015G11Rik",0.18024327246311,0.0768005449167631
"1700015O11Rik",0.296083347281196,0.599079476126996
"1700016C15Rik",0.546902778102285,0.0975036785918236
"1700016G14Rik",0.312752870869223,0.152934319920528
"1700016G22Rik",0.106258972902337,1.06613377817138
"1700016J18Rik",0.12965819887113,1.09003048466467
"1700016K19Rik",0.319743586908546,0.530993424827416
"1700016P03Rik",1.93699065653239,1.55445288807702
"1700017B05Rik",4.07369608990256,7.88628650921351
"1700017J07Rik",0,1.57320371108618
"1700018A04Rik",0.236576744921662,0.0346698784497801
"1700018G05Rik",0.768939234719814,0
"1700018L02Rik",0.696221479907121,0.433587725024325
"1700018M17Rik",0.0988015009590174,0.885719070163837
"1700019N19Rik",0.372111043277348,0.0604011552802154
"1700020I14Rik",5.9949012239559,4.30813912156097
"1700020L24Rik",1.86713103437947,1.19739336953832
"1700020N01Rik",0.0880216733187495,1.78706340502592
"1700021F02Rik",0.125732387553887,0.219075157490282
"1700021G15Rik",0.183547628871148,0.0308490972082657
"1700021N21Rik",0.382052188143664,0.31268380553232
"1700021P04Rik",0.134393049915411,0
"1700022H01Rik",0.389727994661611,0.623202475468746
"1700022I11Rik",0.352367479270876,0.394040385718429
"1700022N22Rik",1.78412270099013,0.742152020647422
"1700023F06Rik",0.652257756984034,0.289739884189332
"1700024J04Rik",0.207314657657851,0.208406338877618
"1700025A08Rik",0.223886138527881,0.374931756095852
"1700025F24Rik",0.492801823412276,0
"1700025G04Rik",1.15430413751698,0.291743642493876
"1700025O08Rik",1.24023877356083,0.60480104334466
"1700026J14Rik",0.172782691507873,0.05568288360537
"1700027H10Rik",0.524157950739256,0.0103177848591982
"1700027J19Rik",0.928842831015014,0.153686656582506
"1700028J19Rik",1.1754064045972,1.0014681228482
"1700029E06Rik",0.165593075991127,0.116140121915325
"1700029H14Rik",0.896423508713024,0.712157831796962
"1700029I15Rik",1.59123717187137,1.39958517778512
"1700029J07Rik",0.875188344186268,0.885352034828004
"1700029P11Rik",0.140203143513273,0
"1700030C10Rik",0.248750090531797,0.813432477325502
"1700030C12Rik",0.256256503507302,0.0786300541541313
"1700030C14Rik",0.222333466040276,0
"1700030E10Rik",0.284361740808305,0.44353308451963
"1700030J22Rik",1.15601012337057,1.06843106216484
"1700030K09Rik",1.93935262322638,1.91051141564815
"1700030N03Rik",0.191664641547043,0.0832931061060005
"1700031L13Rik",0.0925228977384909,0
"1700031P21Rik",0.0952666134179722,0.488317338465772
"1700034H15Rik",0.581453033055853,0.23828002429952
"1700036O09Rik",0.189691522895439,0
"1700037F03Rik",0.239461228110552,0.776388861365324
"1700037H04Rik",3.50577354231837,2.18947108197805
"1700039I01Rik",0.194510088984991,0
"1700039M10Rik",0.482573138935037,0.728016485984263
"1700040D17Rik",1.43121267867381,0.325470830315317
"1700040K01Rik",0.80628990946309,0
"1700040L08Rik",0.0989392484073156,0.9234190786627
"1700041G16Rik",0.888147255793793,1.54385558519148
"1700041I07Rik",0.0853409612292572,0.626353390899785
"1700042D02Rik",0.261365705390999,0.203935988553697
"1700047G07Rik",0.761284452327243,0.339625665742918
"1700047M11Rik",2.62576740888608,0.103076116544487
"1700052K11Rik",0.825120825907669,0.858687815014831
"1700054O05Rik",0.23045444406832,0.158981358218232
"1700054O19Rik",0.693002909560832,0.61960633583548
"1700055C04Rik",0.134229203368332,0.186225085293085
"1700055D18Rik",0.774307307728886,1.31902656553105
"1700056N10Rik",2.49114392304949,2.61735168627277
"1700061G19Rik",0.980893071252238,0.586364499137337
"1700061J23Rik",0.258429513812859,0.129033988067365
"1700063I16Rik",0.16842388161737,0
"1700064H15Rik",0.339939679199885,0.515627247291546
"1700064M15Rik",0.438699566510252,2.34845765629794
"1700065D16Rik",0.34633581509976,0.641328231568116
"1700066B17Rik",0.347941302890136,0.255058557807502
"1700066B19Rik",0.168602194862317,1.03821196524123
"1700066J03Rik",0.309486141596827,0.291095168362603
"1700066M21Rik",3.78843893553076,2.39138879906956
"1700067K01Rik",1.20003299493313,0.726714868292297
"1700069B07Rik",0.812549554427833,0.438972718259956
"1700072G22Rik",0.237286362834511,0.390940908131119
"1700072O05Rik",0.223174097627286,0.0607327391875836
"1700081N11Rik",0.589172041144834,0.549408781336203
"1700084C06Rik",0.299718399620159,0.224887732405557
"1700084E18Rik",0.859088233578299,1.28914103486073
"1700086L19Rik",2.0594161005323,0.215213530239717
"1700086O06Rik",0.981874592236633,0.875145995752743
"1700086P04Rik",0.448555259573035,0.656044679969375
"1700093J21Rik",1.1627511354747,1.45791857722237
"1700093K21Rik",0.469557699478871,0.243100398350901
"1700095J03Rik",0.4541622791548,0
"1700095K22Rik",0.313558968573346,1.37186686387487
"1700096K18Rik",4.2485690394633,4.05702385962878
"1700097M23Rik",0.147655456066768,0.260514268962493
"1700101I11Rik",1.04111231162295,1.15519504525287
"1700102P08Rik",1.0188129935523,0.803213967543
"1700109G14Rik",0.568116645300443,0.723040438514286
"1700109G15Rik",1.41679220375724,0.972947523142581
"1700109H08Rik",2.73442035796479,2.35727469537753
"1700110C19Rik",2.76273076888718,2.42336231811065
"1700112J05Rik",0.131250356698598,0.447589604968487
"1700112J16Rik",0.404183763305802,0.730172976538855
"1700113A16Rik",0.971350264486992,1.09775780467923
"1700113B19Rik",0.252230209875552,0.364010048830973
"1700116B05Rik",0.144793748301539,0.70183954974111
"1700120B22Rik",0.191611866550652,0.371797372911609
"1700120C14Rik",0.338903158529579,0.620021591157095
"1700122E12Rik",0.592601573888332,1.84287927806459
"1700123M08Rik",0.445584841189509,0.550086523940993
"1700123O20Rik",4.85849533557512,4.92630069857746
"1700124L16Rik",1.11060424524571,0.441560313110503
"1700124M09Rik",0.0610974439688117,0.800712902367882
"1700125G22Rik",0.077379114935487,0.890965941670258
"1700127F24Rik",0.136165641507844,0
"1810006J02Rik",0.356490748358441,0.0646500088618887
"1810010H24Rik",2.01884893055993,2.70469141060836
"1810010K12Rik",0.19374521152293,0.0332154383874294
"1810011H11Rik",1.2112693572833,4.34664802582868
"1810012K16Rik",0.568285476710903,0.575970538664524
"1810013D15Rik",0.379568553127599,0.42615902995743
"1810013L24Rik",4.60364201482459,3.56539498809278
"1810014B01Rik",1.79675795202239,2.29959891772203
"1810019N24Rik",0.424810512426063,0.924030948936501
"1810021B22Rik",0.395883141092281,0.90175571578753
"1810022K09Rik",2.74777670794912,2.97855707967072
"1810024B03Rik",1.00714205507608,1.09005501910765
"1810026B05Rik",2.11333946650919,1.53227517404682
"1810030O07Rik",3.9074710468279,4.11380808069697
"1810032O08Rik",2.55639609961272,2.79868132818017
"1810037I17Rik",7.91251591244459,7.10824214643609
"1810041H14Rik",0.511514731476624,0.843496239666415
"1810041L15Rik",1.77809071368517,0.159439026972381
"1810043G02Rik",4.11523967947555,4.35931804779356
"1810044D09Rik",3.98753412191034,3.08009603134601
"1810055G02Rik",3.45123036627767,2.39846201318856
"1810058I24Rik",5.78706281747668,4.46911523587045
"1810062G17Rik",0.32055635804336,0.206366769737019
"1810063I02Rik",0.238004793450621,0
"1810064F22Rik",0.471033465784116,0.576487332639582
"2010001A14Rik",2.08130870306235,1.24895114593226
"2010007H06Rik",0.549440001341346,0.265237774943552
"2010008C14Rik",4.00050673680032,6.43952447856482
"2010013B24Rik",0.920105529314943,3.10054402518845
"2010016I18Rik",0.537594599421246,0
"2010107E04Rik",6.81446558343334,6.18888731807477
"2010109A12Rik",0.488081989459922,0.974832976968579
"2010109I03Rik",0.332462618438267,0.646484245026932
"2010109P13Rik",0.239314235333487,0
"2010110E17Rik",0.379651763574839,0.146626674070685
