"","other","microglia","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"Ccl12",1.04283605694277,8.74790573245859,1.93907226827237,3.62959735506755,3.09994010975331,2.12773587779012,1.93907226827237,0.416552842746033,9.03705264709735,2.07779547782356
"Ccl24",3.45815819131363,4.64232876892125,1.35037207714028,5.82054566891863,1.70318381634912,9.32048697787268,1.35037207714028,11.0229577750339,4.10208959637091,1.29610721412808
"Ccl3",4.29637150546106,11.4785230622133,5.17015841630522,6.67399926455151,6.25690377395887,5.18929037925028,5.17015841630522,3.86819154185533,10.8318856660992,5.88308213023927
"Ccl4",3.45443689315324,11.587936265976,4.71752420531427,5.9076414706223,5.78192346033235,4.17066078463061,4.71752420531427,2.47051869221326,11.0950647990606,4.84476547627484
"Ccl7",1.38987740830363,6.02647968775632,2.48984002291592,2.45592361777843,2.69803310361081,1.84947624073,2.48984002291592,1.03187757555717,5.09715986711171,1.52354261911067
"Ccl8",0.330367665016955,2.7791863519225,0.427477146870231,1.31675504391652,0.761769616822583,1.28672864859383,0.427477146870231,0,2.8829135476503,1.33070259288255
"Ccr5",2.04817164729342,7.07581729716276,1.4348026036759,4.78446453227658,2.49868143739606,5.20845966814682,1.4348026036759,4.6846944021105,7.44067189890404,2.24798132184842
"Ccrl2",4.31666298221547,9.24211797515666,5.47651267688029,5.45668105879551,5.92657691267481,4.19917279227582,5.47651267688029,3.77824365213919,8.07996867440438,4.84751833117423
"Cd14",6.24457627839209,10.9654467221182,5.31878968521943,9.12002036654833,6.67928513614688,9.17988855782675,5.31878968521943,9.33074747210967,10.6143428143075,7.37282539211559
"Cd209f",0.510485113581998,3.28905858149035,1.44396248931545,0.909318302025135,1.20335002247435,1.03635839854782,1.44396248931545,0.550132989675203,2.07007656879472,0.179582410075471
"Cd300c2",3.36888308443149,9.22021703168103,2.6306235946124,6.57481873994487,4.82892464695741,4.47368599132857,2.6306235946124,3.08626014430075,9.40273202494242,7.93317576972027
"Cd33",3.21895024715605,7.21902103182911,1.81763687107975,6.19513041951728,3.67506333903666,5.46470118107331,1.81763687107975,5.28373204127203,7.4482487678652,6.03569012506368
"Cd37",3.47510789033306,7.28723099044169,2.88170928781866,5.66213552383069,4.8076012444346,3.14635887914888,2.88170928781866,3.23760341749838,6.54292717295225,7.69078240230791
"Cd68",7.83368426013401,11.370573813521,5.78364175285942,11.1748606336061,7.8065107728711,11.0031897093207,5.78364175285942,11.2667654736403,11.2745642434346,10.9648712157367
"Cd81",7.25245693980516,9.56940534177907,8.44493770972165,7.22270119199181,8.11007408455217,6.92133964347806,8.44493770972165,6.27679442811471,9.89720586183718,5.68328463879897
"Cd83",2.64457848914806,8.99578214625611,3.84451717277042,4.37328374096327,4.78820481606672,2.30690929009128,3.84451717277042,1.08940037718966,8.32699463068012,4.36023288777474
"Cd86",1.71271270142089,5.31566850108371,0.905280716936608,3.99550885019712,2.45290346790348,2.82977441829873,0.905280716936608,2.48366852112215,5.78834402157675,4.01688207370746
"Cdk5r1",3.44364851268853,5.13204718952556,6.18844433651248,1.78062658795878,4.78312154041825,1.23744652866422,6.18844433651248,0.52324760799181,4.28414123882343,0.785966713054491
"Cebpa",6.25667839103878,9.60213877325452,5.70603454037197,8.20213067759163,6.09239489326882,9.63573584434496,5.70603454037197,9.65800186044307,9.03775140890845,5.61946452685308
"Ch25h",0.888695048976229,3.92197626934405,2.40124783983763,0.892271890883423,2.01993588864329,0.431903807713657,2.40124783983763,0,2.48190877657145,0.373361274255498
"Chst7",1.4063389193375,4.08768716522128,2.26301295738683,1.82983899361849,2.33354960443116,1.20268925047824,2.26301295738683,0.507119654565431,4.06818479027701,1.17875640382364
"Clcf1",1.19821206371628,4.16155146006872,1.20084827372578,2.49236636586217,2.23122398030907,0.950351264894494,1.20084827372578,0.34325896164311,4.55025951789288,3.01340209889432
"Cldn5",3.59175024251195,5.53814903837742,6.35331866361431,2.02692734723852,4.79426981887722,1.98792035388973,6.35331866361431,0,5.48817494920699,0.997992561956279
